Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Itration,Reward Loss
394,1970000,68.4625,5702.86,76.1559,6094.34,394,-47929.1640625
395,1975000,70.3219,5517.81,74.5942,5822.26,395,-48368.54296875
396,1980000,71.3863,5725.18,76.5707,5831.33,396,-48393.79296875
397,1985000,67.2106,5466.53,74.4121,5037.11,397,-49712.41015625
398,1990000,71.5889,5457.55,76.8112,5983.76,398,-48459.40234375
399,1995000,65.1874,4883.94,74.6091,5828.56,399,-48583.58984375
400,2000000,64.2778,5731.61,69.4543,6052.63,400,-48443.03125
401,2005000,69.2923,4540.8,74.7931,5461.55,401,-50363.65234375
402,2010000,68.9245,5669.74,74.8165,6011.11,402,-49511.484375
403,2015000,66.5406,5664.63,73.9771,6084.35,403,-50084.10546875
404,2020000,65.2856,5356.39,74.5558,5899.25,404,-50482.890625
405,2025000,65.6703,5552.35,75.4064,6052.6,405,-49458.25390625
406,2030000,65.4553,5728.77,75.4329,5811.06,406,-50519.86328125
407,2035000,56.7948,5351.23,67.2631,5566.65,407,-47889.94140625
408,2040000,64.0618,4849.41,70.9308,6101.33,408,-47924.21484375
409,2045000,69.1283,5110.63,76.0596,5213.86,409,-50502.91015625
410,2050000,65.4984,5439.96,75.6571,5664.62,410,-50194.23828125
411,2055000,62.288,5020.51,73.0132,6084.97,411,-50763.82421875
412,2060000,58.5491,4957.51,69.515,5486.99,412,-48957.76953125
413,2065000,65.3946,5695.75,74.4119,6093.28,413,-49754.98046875
414,2070000,49.8507,5776.04,65.9567,5840.98,414,-46426.73828125
415,2075000,59.8696,5100.3,68.2895,5836.05,415,-49473.99609375
416,2080000,67.4402,4980.29,75.3505,5737.95,416,-50921.69921875
417,2085000,64.8253,5278.15,71.9594,5543.56,417,-50837.7890625
418,2090000,65.2166,5192.75,74.049,6106.52,418,-51887.38671875
419,2095000,67.5089,4842.4,75.0838,5391.63,419,-53443.93359375
420,2100000,68.1312,5306.98,75.4833,5971.0,420,-52560.1796875
421,2105000,63.0587,4846.77,73.4402,6033.79,421,-51250.421875
422,2110000,67.2779,5502.64,75.478,6105.64,422,-52911.85546875
423,2115000,65.6261,5079.67,75.1969,5889.56,423,-52083.4921875
424,2120000,67.3362,5650.49,75.2835,5868.1,424,-53385.1171875
425,2125000,63.377,5771.98,73.5709,6101.29,425,-55263.73046875
426,2130000,66.3302,5492.35,75.178,5874.5,426,-52862.00390625
427,2135000,64.2299,5590.77,74.2085,5818.41,427,-54309.171875
428,2140000,66.3557,5676.92,73.8618,5945.71,428,-55250.73046875
429,2145000,65.1297,5705.04,74.9552,6028.96,429,-52382.01171875
430,2150000,66.1584,4869.97,73.5383,5619.51,430,-54702.03125
431,2155000,62.4251,5228.67,74.3092,6124.37,431,-54095.36328125
432,2160000,63.185,5366.48,72.1065,6045.58,432,-53888.453125
433,2165000,61.2385,5457.7,69.7728,5848.84,433,-52703.67578125
434,2170000,61.7658,5396.43,70.7495,5904.06,434,-54305.41015625
435,2175000,68.243,5189.83,74.7718,5746.22,435,-54461.9765625
436,2180000,66.9424,4460.66,74.353,5888.68,436,-54797.4765625
437,2185000,66.4098,5507.23,75.434,6002.11,437,-56020.02734375
438,2190000,66.9019,5573.51,75.6475,5820.85,438,-54479.94921875
439,2195000,66.5717,5638.28,74.5893,6053.35,439,-54839.984375
440,2200000,61.1207,5696.13,69.2843,6179.47,440,-54600.39453125
441,2205000,57.822,5788.87,68.1375,6180.23,441,-53484.3515625
442,2210000,63.0004,5504.16,74.0148,5979.58,442,-55492.1640625
443,2215000,61.3964,4933.5,74.0247,6128.99,443,-54992.1171875
444,2220000,63.9159,5381.05,73.0096,6035.71,444,-57113.73046875
445,2225000,65.1204,5263.88,75.2474,5885.45,445,-56347.52734375
446,2230000,57.4277,5434.47,68.2971,5450.37,446,-54418.77734375
447,2235000,64.8562,5760.55,75.2006,5677.39,447,-58233.859375
448,2240000,60.6068,5196.03,69.3948,5968.91,448,-55288.34375
449,2245000,65.0112,5801.98,74.934,6195.88,449,-57206.35546875
450,2250000,61.0268,5722.7,73.5911,6165.28,450,-58086.50390625
451,2255000,66.1195,5546.13,75.5132,5964.95,451,-58348.2890625
452,2260000,67.2318,5697.53,75.1514,6027.88,452,-58667.2734375
453,2265000,66.1805,5528.39,74.3426,6038.56,453,-59018.7578125
454,2270000,65.1303,5742.43,72.969,5675.27,454,-59973.59765625
455,2275000,68.7326,5229.4,75.3198,5904.62,455,-61221.23046875
456,2280000,63.6201,5674.05,73.6565,6038.08,456,-59819.73828125
457,2285000,65.5484,5602.34,73.6439,6052.32,457,-60377.671875
458,2290000,61.9631,5725.44,72.8905,6223.79,458,-61012.7421875
459,2295000,63.1026,5529.18,74.228,6223.21,459,-60712.16015625
460,2300000,64.6377,5073.12,73.3093,6176.79,460,-62165.63671875
461,2305000,62.9988,5722.67,74.179,6220.69,461,-61429.80078125
462,2310000,63.9907,5533.12,73.6681,5908.26,462,-62315.8671875
463,2315000,59.3524,5544.6,71.4396,5581.73,463,-61045.34375
464,2320000,60.8419,5279.82,71.8757,6030.53,464,-61583.515625
465,2325000,61.9571,5472.7,71.9711,5967.15,465,-61577.62890625
466,2330000,64.1105,5762.18,72.9254,6140.05,466,-62610.3828125
467,2335000,62.2229,4854.88,72.8542,5955.69,467,-62026.05078125
468,2340000,66.6334,5348.25,74.3009,5743.74,468,-62595.19921875
469,2345000,59.4661,5214.51,70.6045,5990.85,469,-61516.92578125
470,2350000,57.6117,4936.13,69.3869,6092.67,470,-59177.90625
471,2355000,61.7043,5197.62,70.8472,6100.43,471,-60926.44140625
472,2360000,60.5965,5580.19,69.5876,5907.27,472,-60143.2421875
473,2365000,63.1215,5424.48,73.0783,6150.68,473,-63360.546875
474,2370000,58.9427,5509.02,68.8744,5796.55,474,-59684.40234375
475,2375000,62.6104,5401.0,72.9162,5585.1,475,-63027.03125
476,2380000,59.4371,5144.51,69.6246,5863.96,476,-60851.0
477,2385000,64.7042,5615.35,74.0045,5738.78,477,-61683.2421875
478,2390000,63.9748,5616.14,70.2367,6099.16,478,-63151.9140625
479,2395000,58.946,5743.59,69.1266,6152.44,479,-61096.5625
480,2400000,64.1369,5215.22,72.9909,5855.09,480,-63232.96875
481,2405000,63.3292,5409.6,73.0424,5757.59,481,-64063.9453125
482,2410000,59.9452,5505.72,68.2133,6025.98,482,-61431.1171875
483,2415000,54.3354,5264.07,67.7793,5618.77,483,-60328.85546875
484,2420000,66.5087,5611.0,73.8198,5780.4,484,-66111.3125
485,2425000,64.3656,5339.77,73.7158,6193.74,485,-64323.26953125
486,2430000,55.8839,5382.69,66.8608,5871.84,486,-62448.33203125
487,2435000,66.5886,4981.88,73.0494,5835.19,487,-65485.81640625
488,2440000,61.9362,4687.16,72.6694,6042.5,488,-64866.93359375
489,2445000,64.76,5002.11,72.9002,5882.6,489,-65561.5390625
490,2450000,63.2307,5575.02,71.5157,6191.49,490,-64506.91015625
491,2455000,64.2883,5422.52,73.3135,5688.78,491,-66398.6796875
492,2460000,66.7984,5081.4,74.2898,5860.99,492,-67277.78125
493,2465000,57.8231,5309.75,69.0592,6155.73,493,-63434.3125
494,2470000,62.316,4216.31,72.8745,6138.78,494,-65645.5078125
495,2475000,63.3247,5437.11,73.9096,6217.43,495,-65912.5234375
496,2480000,63.8276,4994.96,73.9344,6074.19,496,-66261.6796875
497,2485000,63.0147,5398.89,73.8424,6147.9,497,-64851.2734375
498,2490000,65.0164,4440.44,73.4959,5904.8,498,-66230.3125
499,2495000,56.629,4895.54,68.3697,6090.12,499,-61237.37890625
500,2500000,61.2269,4874.9,72.9584,6146.9,500,-64941.8828125
501,2505000,63.7288,5791.84,72.8384,5742.75,501,-66058.875
502,2510000,64.4512,5236.57,74.7944,5827.52,502,-67042.28125
503,2515000,62.3135,5231.61,72.4626,5904.97,503,-65232.765625
504,2520000,59.5817,4821.58,69.2609,6101.25,504,-63679.2890625
505,2525000,64.2518,5768.21,73.4995,6174.72,505,-66637.953125
506,2530000,66.6369,4987.54,75.3959,6140.69,506,-67432.8203125
507,2535000,65.0567,5558.62,74.7113,5871.8,507,-66558.921875
508,2540000,61.9307,5202.73,70.8256,6126.25,508,-65303.51953125
509,2545000,66.9836,5291.1,75.5992,6076.13,509,-67653.28125
510,2550000,55.2233,5585.12,68.4549,5935.9,510,-63654.796875
511,2555000,63.9083,5779.33,73.996,6189.09,511,-67264.5625
512,2560000,66.7098,4869.34,75.0189,5756.03,512,-69715.1171875
513,2565000,65.4636,5358.3,74.065,6132.51,513,-67841.5703125
514,2570000,55.4414,5587.12,67.6846,5565.03,514,-63260.66796875
515,2575000,63.2759,5749.31,73.7823,6188.59,515,-67414.328125
516,2580000,66.865,4692.04,74.4158,6116.65,516,-68814.2421875
517,2585000,60.9067,5091.27,69.1028,6188.77,517,-65709.140625
518,2590000,63.9336,5413.23,73.9709,6134.55,518,-67771.2265625
519,2595000,65.5243,5558.06,75.6105,6196.06,519,-69148.828125
520,2600000,65.8662,5705.16,72.7499,5810.95,520,-68832.6171875
521,2605000,67.6337,5040.27,74.8997,5719.86,521,-69029.734375
522,2610000,66.9704,5277.96,74.4805,6122.41,522,-68690.296875
523,2615000,68.472,5311.33,74.9797,5938.11,523,-69813.640625
524,2620000,63.0309,4944.62,73.8926,6203.08,524,-67778.75
525,2625000,64.8076,4645.4,74.5917,6000.77,525,-69679.46875
526,2630000,66.35,4996.86,74.2803,6169.16,526,-68673.4921875
527,2635000,67.1819,5570.97,75.1816,5832.75,527,-69895.09375
528,2640000,64.7599,5545.42,73.03,5932.49,528,-69365.3515625
529,2645000,61.709,5713.22,71.7988,6166.33,529,-67482.125
530,2650000,66.3642,5249.21,74.8604,5967.42,530,-70320.5234375
531,2655000,60.7512,5303.67,69.4058,5675.86,531,-67198.015625
532,2660000,66.7636,5226.26,74.2555,5765.09,532,-71009.203125
533,2665000,64.4621,5505.84,72.9233,5922.68,533,-68826.1171875
534,2670000,64.9219,5448.07,74.4182,6145.58,534,-69827.4609375
535,2675000,60.8798,5502.68,71.3886,6188.65,535,-67899.4921875
536,2680000,66.4745,5494.31,73.8995,6162.58,536,-69440.90625
537,2685000,65.9676,5132.33,73.9763,6127.35,537,-69803.75
538,2690000,64.9321,5613.73,74.4889,6124.76,538,-70459.421875
539,2695000,64.3966,5224.25,74.6484,6186.87,539,-70644.2109375
540,2700000,65.3957,5455.51,73.7299,6233.34,540,-69800.484375
541,2705000,67.3839,5150.15,74.4258,6041.66,541,-71484.296875
542,2710000,63.9645,5503.27,73.9336,6264.84,542,-69903.125
543,2715000,63.652,5429.23,71.4436,6120.69,543,-69157.2421875
544,2720000,59.4537,5543.7,69.478,6024.64,544,-66198.4296875
545,2725000,65.3274,5718.25,71.109,5174.9,545,-70062.734375
546,2730000,68.317,5450.05,74.5312,6203.28,546,-70894.7578125
547,2735000,69.2928,5259.71,75.6634,6083.89,547,-72050.5703125
548,2740000,66.7965,5526.35,74.9467,6214.59,548,-69290.5625
549,2745000,65.438,5139.66,72.8368,5625.89,549,-71039.46875
550,2750000,70.9044,5440.32,76.0363,5788.84,550,-72547.8671875
551,2755000,68.6355,4760.33,74.7397,6178.57,551,-72009.390625
552,2760000,66.8291,5691.01,75.0952,6127.9,552,-72038.40625
553,2765000,60.0594,5275.83,68.6444,6091.09,553,-66852.0703125
554,2770000,70.0586,5335.45,75.797,6127.0,554,-73075.6640625
555,2775000,65.2877,5124.84,72.5023,5917.39,555,-71111.5625
556,2780000,71.4285,4711.38,75.9814,6045.48,556,-73345.515625
557,2785000,70.2743,5712.72,74.3667,6094.86,557,-73329.515625
558,2790000,65.919,5431.17,73.7463,6113.86,558,-72179.078125
559,2795000,65.6598,5535.17,73.6408,6096.33,559,-72167.2890625
560,2800000,67.8673,5426.45,73.7902,6087.32,560,-72265.8828125
561,2805000,64.9877,4961.43,73.5381,6181.85,561,-71982.0078125
562,2810000,67.3689,5784.75,73.9892,6171.79,562,-72150.546875
563,2815000,64.5619,4831.05,73.149,5782.3,563,-71809.9140625
564,2820000,68.8253,5342.22,74.6642,6023.68,564,-73086.65625
565,2825000,68.6623,5516.68,74.1556,6122.16,565,-72329.6875
566,2830000,67.2356,4652.74,72.6643,6049.66,566,-72637.953125
567,2835000,60.9338,5385.74,68.856,5934.56,567,-67609.1796875
568,2840000,69.2204,5771.25,73.933,6067.14,568,-72181.3046875
569,2845000,64.6048,5391.47,72.336,6120.1,569,-70220.03125
570,2850000,69.8245,5379.63,74.3256,5785.35,570,-72316.9609375
571,2855000,71.0912,5707.91,75.131,6002.39,571,-73031.3359375
572,2860000,67.1963,5443.93,74.3759,5749.0,572,-71793.125
573,2865000,67.486,4839.57,73.0658,6093.64,573,-72748.8828125
574,2870000,65.9586,5682.69,70.2423,6061.44,574,-69929.484375
575,2875000,67.9718,5714.34,74.1192,6131.28,575,-72860.21875
576,2880000,65.0184,5140.67,72.5125,6166.43,576,-71694.171875
577,2885000,68.8347,5645.69,74.8279,6127.75,577,-73164.390625
578,2890000,62.6702,4979.21,70.2235,5299.31,578,-70620.375
579,2895000,69.6105,5359.78,74.1025,5661.76,579,-73396.9609375
580,2900000,67.6173,5249.1,71.427,5778.51,580,-72230.890625
581,2905000,64.7268,5545.01,69.2056,5919.61,581,-72156.1953125
582,2910000,69.1478,5404.31,74.36,6057.43,582,-73727.9140625
583,2915000,70.437,5729.07,73.3012,5973.35,583,-73961.7890625
584,2920000,72.1535,5538.67,75.1433,6069.56,584,-73471.171875
585,2925000,67.8855,5048.52,73.1016,6138.2,585,-72666.6015625
586,2930000,62.0727,5642.7,68.5759,5901.12,586,-69633.9453125
587,2935000,64.7487,5791.23,71.2627,6185.44,587,-71172.625
588,2940000,66.9846,5520.68,73.028,6201.39,588,-72537.9921875
589,2945000,69.033,5717.62,73.8087,5706.16,589,-72894.953125
590,2950000,65.8476,5188.52,72.5664,6128.55,590,-72969.7734375
591,2955000,66.6768,5283.19,73.3832,6147.49,591,-72799.53125
592,2960000,63.7513,5386.22,70.2468,5545.99,592,-72146.5703125
593,2965000,67.8413,5392.4,74.5489,6061.94,593,-73975.1015625
594,2970000,69.7045,5481.76,74.6862,6197.46,594,-73006.8828125
595,2975000,68.4755,5219.11,74.536,6051.82,595,-74307.1796875
596,2980000,63.6584,5736.25,71.1313,5826.42,596,-71630.4296875
597,2985000,68.6233,5701.08,73.7549,5590.3,597,-74089.515625
598,2990000,70.0032,5293.88,74.9505,6080.53,598,-75450.59375
599,2995000,69.336,5238.45,75.5005,5905.24,599,-75396.625
