Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Reward Loss,Running Env Steps,Itration,Running Reverse KL
5271.68,5783.68,386,86.7904,-13430.8818359375,1930000,386,86.0345
5354.18,5263.16,387,90.2515,-13454.24609375,1935000,387,89.6797
5208.71,5256.45,388,89.8553,-13394.5537109375,1940000,388,87.5884
5198.24,5784.4,389,78.0434,-12094.75390625,1945000,389,74.0161
4912.62,4909.58,390,88.2519,-13469.89453125,1950000,390,86.7773
4431.58,5290.45,391,88.5371,-13599.044921875,1955000,391,88.2638
5024.43,5745.23,392,80.6611,-12912.59765625,1960000,392,80.6311
4843.65,5546.0,393,89.6283,-13685.96484375,1965000,393,86.1219
4922.5,5237.69,394,89.1619,-13786.857421875,1970000,394,86.0666
5296.65,5914.53,395,88.1084,-13703.54296875,1975000,395,87.1015
5393.17,5566.11,396,89.2098,-13683.9638671875,1980000,396,88.0044
5313.3,5653.73,397,89.2681,-13957.2958984375,1985000,397,89.9266
4836.19,5844.24,398,89.4512,-13798.7900390625,1990000,398,87.4076
4859.74,5722.59,399,85.6898,-13795.4482421875,1995000,399,89.3277
4831.38,5056.61,400,79.2933,-13011.658203125,2000000,400,82.1704
5052.25,5947.65,401,87.1882,-13769.029296875,2005000,401,85.1799
5309.41,5654.76,402,88.9912,-13869.2294921875,2010000,402,87.1564
5240.88,5840.19,403,88.1028,-13770.2841796875,2015000,403,85.2875
5555.13,5900.07,404,89.4954,-14009.201171875,2020000,404,90.1959
4976.97,5273.48,405,88.239,-13845.9267578125,2025000,405,87.7694
4947.15,5745.34,406,84.6156,-13756.41796875,2030000,406,83.9793
5057.61,5841.89,407,88.1725,-14064.2294921875,2035000,407,85.4244
4886.48,5480.99,408,88.9197,-14046.4521484375,2040000,408,86.1582
5483.92,5629.61,409,90.5238,-14180.82421875,2045000,409,90.6303
5629.42,5494.7,410,89.0045,-14018.896484375,2050000,410,89.4863
5301.25,6086.26,411,86.5152,-14034.0283203125,2055000,411,84.906
5468.99,5510.89,412,87.0986,-14149.82421875,2060000,412,88.9622
5483.21,6048.5,413,87.3554,-14120.94140625,2065000,413,85.5366
5203.59,5876.47,414,88.6175,-14152.7021484375,2070000,414,89.183
5302.54,5943.03,415,88.1791,-14222.6923828125,2075000,415,86.4493
5326.26,5824.08,416,85.8918,-13968.3876953125,2080000,416,85.0782
4996.61,4988.98,417,87.2139,-14200.9482421875,2085000,417,83.3645
5026.47,5850.55,418,86.105,-14238.9091796875,2090000,418,83.3115
5182.92,6041.73,419,86.2852,-14242.2958984375,2095000,419,83.5787
5012.0,6035.34,420,87.0414,-14294.2275390625,2100000,420,84.34
4069.96,5225.14,421,78.004,-13329.7158203125,2105000,421,77.1195
5417.47,5844.51,422,80.0389,-13586.9501953125,2110000,422,78.974
5618.88,6030.86,423,87.6457,-14422.611328125,2115000,423,88.3934
5354.97,5818.63,424,88.0506,-14500.794921875,2120000,424,85.5434
5388.47,6039.48,425,89.239,-14514.755859375,2125000,425,87.1471
4892.99,6041.03,426,77.6458,-13548.16015625,2130000,426,78.3175
5434.37,5451.74,427,89.0531,-14559.6748046875,2135000,427,90.2025
5454.97,5950.11,428,89.1753,-14473.2509765625,2140000,428,86.0621
5689.12,5130.71,429,87.8537,-14509.685546875,2145000,429,86.3506
5423.74,5878.61,430,88.8934,-14585.05859375,2150000,430,88.5282
5047.64,5769.88,431,88.9198,-14549.560546875,2155000,431,88.2338
5755.88,5970.95,432,88.4543,-14619.2216796875,2160000,432,91.7793
5484.92,5978.5,433,89.5351,-14680.4541015625,2165000,433,91.9039
5043.46,5521.13,434,90.8716,-14708.990234375,2170000,434,93.2636
5301.78,5934.86,435,90.5263,-14799.9814453125,2175000,435,92.9537
5707.5,5917.61,436,91.5402,-14878.408203125,2180000,436,94.8723
4833.52,5653.53,437,76.5439,-13529.9091796875,2185000,437,79.5506
4914.58,5312.03,438,77.2744,-13521.8701171875,2190000,438,77.8595
4841.98,5819.31,439,89.1049,-14767.01953125,2195000,439,88.6508
5191.86,5565.47,440,80.3839,-14123.6416015625,2200000,440,84.6962
4334.97,5818.83,441,77.6441,-12839.7607421875,2205000,441,79.8578
4895.78,5754.69,442,88.3851,-14800.927734375,2210000,442,87.0898
4652.47,4775.2,443,86.5894,-14081.966796875,2215000,443,89.3148
5158.67,5781.17,444,81.981,-14082.3017578125,2220000,444,83.8153
4536.84,5246.58,445,85.7801,-14810.70703125,2225000,445,90.6533
4457.56,5612.62,446,85.0379,-14525.9716796875,2230000,446,83.6223
4781.39,5728.42,447,82.6034,-14449.7490234375,2235000,447,88.4933
5352.55,5821.85,448,90.3427,-15068.873046875,2240000,448,91.5977
4880.69,5529.27,449,90.0715,-14862.1162109375,2245000,449,90.8882
5017.55,5574.05,450,86.457,-14502.2314453125,2250000,450,87.9443
4851.17,5420.28,451,89.1152,-14950.23046875,2255000,451,88.9308
4078.84,5614.27,452,87.5355,-14872.158203125,2260000,452,86.936
5180.38,5386.56,453,90.0777,-15096.7919921875,2265000,453,92.9697
4349.43,5619.16,454,87.2853,-14976.724609375,2270000,454,88.0196
3546.28,4982.21,455,83.4464,-14810.41796875,2275000,455,87.5533
3906.38,4913.81,456,89.968,-15003.6259765625,2280000,456,91.2962
4019.77,5602.72,457,88.4557,-15070.25,2285000,457,87.2509
5135.94,5294.48,458,88.2765,-15131.7822265625,2290000,458,90.2488
4567.23,5932.02,459,87.8528,-15035.095703125,2295000,459,86.9917
4408.58,4976.92,460,79.2993,-14122.2841796875,2300000,460,81.2962
5337.29,5987.45,461,86.4632,-15052.998046875,2305000,461,85.7632
4763.44,5756.75,462,87.099,-15075.796875,2310000,462,88.8702
4863.18,5930.91,463,88.7957,-15171.12890625,2315000,463,87.7148
5751.15,5920.1,464,88.6756,-15249.0146484375,2320000,464,88.6245
4425.63,5650.07,465,85.8734,-15134.2353515625,2325000,465,86.5507
5176.62,5981.68,466,87.5535,-15180.33203125,2330000,466,86.7965
4984.59,5100.46,467,87.7614,-15215.10546875,2335000,467,87.7703
5598.24,6147.54,468,86.6853,-15255.275390625,2340000,468,85.1148
5461.14,6034.4,469,86.9677,-15374.515625,2345000,469,91.214
5352.74,6051.6,470,79.2049,-14579.439453125,2350000,470,78.8477
5263.81,5722.53,471,87.9331,-15337.8564453125,2355000,471,89.3954
5244.88,5964.1,472,82.382,-14873.71875,2360000,472,82.8628
5224.96,5985.97,473,87.5622,-15422.2412109375,2365000,473,89.1928
4670.19,5159.71,474,77.977,-14134.1552734375,2370000,474,78.583
5498.74,5766.53,475,87.7987,-15376.9560546875,2375000,475,87.2289
5182.42,5670.08,476,88.884,-15396.7705078125,2380000,476,86.9901
5170.35,5612.41,477,76.6231,-13290.6796875,2385000,477,71.2718
5354.62,5833.14,478,77.3896,-14355.9228515625,2390000,478,77.5928
5636.56,5884.89,479,87.938,-15518.56640625,2395000,479,91.344
4494.56,5663.2,480,78.3295,-14099.033203125,2400000,480,76.6579
4318.76,5890.6,481,79.1816,-13220.380859375,2405000,481,75.6399
5364.24,5933.17,482,86.6652,-15557.6181640625,2410000,482,88.0483
4584.14,5665.86,483,89.3643,-15611.1923828125,2415000,483,91.3004
5112.03,5700.14,484,84.7082,-15338.9267578125,2420000,484,84.938
5508.2,6068.6,485,86.2766,-15537.48828125,2425000,485,85.4929
5098.98,5607.91,486,86.6648,-15587.0888671875,2430000,486,87.9505
4913.56,5728.29,487,82.1078,-14576.8642578125,2435000,487,84.1684
5075.15,5688.37,488,87.2385,-15563.5283203125,2440000,488,86.4713
5701.72,5776.36,489,82.5677,-14717.1591796875,2445000,489,84.2169
4706.36,6003.01,490,80.4541,-13631.2158203125,2450000,490,76.2339
5381.07,6076.73,491,80.8076,-14800.517578125,2455000,491,82.2976
5124.49,5768.81,492,88.9403,-15776.28515625,2460000,492,91.2995
5755.64,5678.17,493,90.1256,-15856.865234375,2465000,493,92.4079
5579.54,5708.34,494,81.4254,-15073.6669921875,2470000,494,85.0497
5578.58,5771.35,495,82.9528,-14794.697265625,2475000,495,88.908
5480.96,6039.18,496,86.2307,-15775.7236328125,2480000,496,91.6037
5006.44,5410.89,497,89.5122,-15852.7060546875,2485000,497,91.1577
5781.48,6064.01,498,87.7191,-15851.232421875,2490000,498,91.0215
5161.69,5158.65,499,88.5906,-15893.50390625,2495000,499,92.9987
5132.34,5510.82,500,89.2575,-15858.962890625,2500000,500,90.4546
5513.81,5471.09,501,89.3672,-15956.982421875,2505000,501,92.6421
5108.04,5373.93,502,90.7929,-16021.220703125,2510000,502,92.7343
5451.83,5442.85,503,89.7355,-15388.123046875,2515000,503,115.7934
5164.85,5691.14,504,81.0323,-14551.103515625,2520000,504,82.9091
5165.95,5729.44,505,91.4501,-16112.609375,2525000,505,93.1321
5469.08,6008.86,506,88.0279,-16016.0390625,2530000,506,90.0349
5415.66,5447.61,507,89.8093,-16141.0732421875,2535000,507,98.5761
5710.82,5761.27,508,89.8885,-16070.6005859375,2540000,508,95.3086
5207.98,5421.44,509,80.3303,-15137.8212890625,2545000,509,84.6149
5405.09,5910.66,510,90.2006,-16123.603515625,2550000,510,92.6444
5497.5,5441.69,511,89.5084,-16168.8037109375,2555000,511,94.9461
4700.96,5762.37,512,89.7446,-16266.0732421875,2560000,512,94.994
5457.42,5550.05,513,86.5323,-15992.6015625,2565000,513,92.7859
4518.98,5983.08,514,88.9396,-16201.7099609375,2570000,514,94.1615
5006.61,5539.62,515,78.4484,-14697.4501953125,2575000,515,80.3954
5359.73,5949.97,516,89.0561,-16201.2900390625,2580000,516,93.0696
5429.91,5730.4,517,89.283,-16205.3046875,2585000,517,91.529
5658.04,5917.9,518,88.7518,-16206.0146484375,2590000,518,91.7301
5459.92,5845.85,519,88.9287,-16289.775390625,2595000,519,95.9732
5017.89,5746.39,520,89.7399,-16223.9814453125,2600000,520,92.7725
5151.17,5432.58,521,90.0636,-16308.61328125,2605000,521,93.5378
5620.49,5976.96,522,83.9977,-15248.86328125,2610000,522,87.5594
5263.21,5468.25,523,89.0051,-16225.2734375,2615000,523,94.7326
5535.81,5648.85,524,82.1911,-15257.220703125,2620000,524,84.0697
5121.91,5903.88,525,86.9331,-15848.5244140625,2625000,525,91.6651
5338.57,5605.16,526,86.1404,-15382.8525390625,2630000,526,94.7038
5246.95,5669.58,527,88.3159,-16199.9033203125,2635000,527,91.7837
5331.42,5773.19,528,88.6894,-16420.53125,2640000,528,93.771
5715.52,5518.44,529,89.1565,-16305.587890625,2645000,529,93.7088
5530.64,5944.54,530,88.5287,-16271.9521484375,2650000,530,92.2477
4939.45,5515.36,531,88.0009,-16266.265625,2655000,531,90.9775
5408.37,5974.38,532,88.0388,-16173.2822265625,2660000,532,92.8113
5214.79,5512.12,533,90.8614,-16439.083984375,2665000,533,96.8373
5162.37,5981.78,534,88.7034,-16416.5078125,2670000,534,93.1138
5200.52,5750.63,535,89.3558,-16491.794921875,2675000,535,95.1753
5282.08,5996.88,536,89.3303,-16499.646484375,2680000,536,94.7912
5442.34,6032.69,537,88.5175,-16438.189453125,2685000,537,92.793
5621.86,5687.07,538,89.486,-16423.908203125,2690000,538,90.7028
5389.24,5979.27,539,87.3653,-16373.4267578125,2695000,539,93.8782
5416.8,5667.51,540,89.5409,-16499.865234375,2700000,540,94.6828
5127.82,5744.28,541,88.8099,-15978.119140625,2705000,541,105.7281
5729.92,5991.3,542,90.875,-16608.66796875,2710000,542,96.7329
5345.58,5957.3,543,88.3333,-16474.48046875,2715000,543,93.4267
5485.8,5818.39,544,88.9064,-16478.970703125,2720000,544,91.6101
5435.28,5673.53,545,87.8455,-16440.822265625,2725000,545,91.3285
5764.92,6057.69,546,82.1901,-14656.0673828125,2730000,546,85.9911
5587.45,5933.35,547,80.8368,-15376.892578125,2735000,547,84.936
5003.79,5938.69,548,90.5795,-16613.78125,2740000,548,96.5422
5594.24,4725.39,549,86.6342,-16411.5,2745000,549,95.0775
5433.71,5991.51,550,88.6184,-16019.703125,2750000,550,94.0795
5194.28,5951.8,551,88.3942,-16575.677734375,2755000,551,92.6492
5417.07,6030.09,552,82.8532,-16065.9755859375,2760000,552,90.673
5133.47,5682.65,553,88.7193,-16557.033203125,2765000,553,92.0764
5000.76,5337.88,554,89.286,-16701.107421875,2770000,554,96.9137
5612.41,5671.33,555,87.2583,-16460.80078125,2775000,555,91.8581
5151.87,5955.67,556,83.3522,-15357.521484375,2780000,556,87.4533
5146.14,5708.95,557,88.7817,-16640.30859375,2785000,557,93.0988
5052.69,5097.78,558,87.5628,-15650.8232421875,2790000,558,89.8988
5493.75,5673.38,559,89.6973,-16612.064453125,2795000,559,95.7931
5311.7,5546.29,560,87.3578,-16318.84765625,2800000,560,93.8135
5290.72,5618.23,561,88.7013,-16624.009765625,2805000,561,90.8936
5743.55,6018.14,562,89.0572,-16785.01953125,2810000,562,96.1471
5741.3,5802.59,563,88.6679,-16787.177734375,2815000,563,93.8793
5724.13,5581.6,564,89.2572,-16790.48046875,2820000,564,95.546
4245.15,5313.16,565,91.4062,-16977.37109375,2825000,565,100.3381
5135.21,5917.77,566,88.8905,-16740.41015625,2830000,566,93.9567
5323.33,5735.04,567,82.7898,-15630.263671875,2835000,567,85.8574
5672.9,5965.97,568,88.7435,-16775.30078125,2840000,568,92.9992
5335.93,6057.25,569,89.4505,-16845.81640625,2845000,569,94.0608
4245.28,5615.2,570,85.4517,-16425.7734375,2850000,570,88.0791
4868.04,5919.37,571,88.0911,-16810.966796875,2855000,571,92.9871
4967.63,5769.39,572,89.5474,-16781.369140625,2860000,572,91.9888
4663.21,5929.18,573,90.4599,-16807.130859375,2865000,573,89.4775
3809.51,5429.91,574,83.1831,-15534.7197265625,2870000,574,84.0196
4350.86,5546.18,575,88.0999,-16792.6015625,2875000,575,90.512
5388.91,5801.07,576,88.896,-16826.0078125,2880000,576,91.3656
4689.94,5624.21,577,90.5414,-16936.779296875,2885000,577,94.4467
5435.83,4960.37,578,89.0198,-16452.630859375,2890000,578,90.3547
4587.18,5715.6,579,89.0491,-16931.03125,2895000,579,91.5455
4639.06,5666.18,580,87.3469,-15823.228515625,2900000,580,88.605
5231.67,5562.79,581,81.0654,-16024.7705078125,2905000,581,85.8225
5455.77,5259.31,582,89.3221,-16832.8125,2910000,582,88.7803
5230.24,5547.48,583,88.4375,-16162.6171875,2915000,583,91.0626
4654.28,5190.17,584,80.0992,-15096.2412109375,2920000,584,80.0259
4197.0,5467.26,585,89.1698,-16861.0234375,2925000,585,91.767
4660.88,5285.49,586,90.7063,-17049.24609375,2930000,586,93.5426
4727.91,5382.19,587,88.8484,-16909.9609375,2935000,587,88.7654
4416.67,5331.45,588,89.4089,-16982.171875,2940000,588,94.1128
4778.89,5293.79,589,89.3917,-16988.5390625,2945000,589,91.9702
4309.42,5009.53,590,89.0922,-17062.068359375,2950000,590,92.0206
4957.83,5044.31,591,88.2141,-17051.9609375,2955000,591,93.9281
4703.27,5434.59,592,88.465,-16987.173828125,2960000,592,90.0268
5079.56,5595.4,593,88.7598,-17047.83203125,2965000,593,94.159
5190.47,5826.65,594,87.9128,-16944.76171875,2970000,594,94.126
5130.83,4972.52,595,88.1365,-16990.462890625,2975000,595,92.7948
5317.9,5581.41,596,90.4038,-17141.70703125,2980000,596,95.8746
4189.37,5305.57,597,88.6608,-17042.640625,2985000,597,95.4706
3956.17,5611.75,598,90.0286,-17074.03125,2990000,598,94.3665
4757.53,5704.43,599,89.5398,-17025.533203125,2995000,599,94.5759
