Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL,Real Sto Return,Running Env Steps,Itration,Reward Loss
388,5407.1,83.1755,83.0127,4062.5,1940000,388,-12251.716796875
389,5553.62,82.5043,83.5582,5278.25,1945000,389,-12227.35546875
390,5797.33,80.9684,81.7737,4623.85,1950000,390,-12172.50390625
391,5863.1,89.8087,87.6975,5204.98,1955000,391,-12568.259765625
392,5934.06,79.849,80.8483,5033.12,1960000,392,-11877.2998046875
393,5691.68,89.2313,87.3525,5071.42,1965000,393,-12517.5283203125
394,5800.33,86.7602,86.4787,4639.41,1970000,394,-12548.26953125
395,5967.22,86.1951,86.419,5111.76,1975000,395,-12508.54296875
396,5304.15,85.5818,86.8966,5061.17,1980000,396,-12553.474609375
397,5752.11,84.3625,81.7076,5187.81,1985000,397,-12297.189453125
398,5379.69,86.2852,87.0938,4193.72,1990000,398,-12600.91015625
399,5542.99,86.9299,86.7739,5076.26,1995000,399,-12667.0546875
400,5984.12,75.1558,76.5447,5590.55,2000000,400,-11768.8427734375
401,5891.02,90.1039,88.7617,5283.77,2005000,401,-12816.095703125
402,5610.18,83.5143,86.4475,4677.46,2010000,402,-12615.7548828125
403,5969.9,85.8527,85.1875,5161.41,2015000,403,-12771.86328125
404,5914.88,87.7164,88.6976,5504.87,2020000,404,-12814.916015625
405,5806.46,87.3357,84.0401,5119.38,2025000,405,-12496.75
406,5569.92,87.6593,85.8458,5637.55,2030000,406,-12962.73828125
407,5525.36,88.9699,88.7257,5040.99,2035000,407,-12955.9091796875
408,5938.29,93.4393,88.0747,5072.42,2040000,408,-12973.4248046875
409,5927.85,90.2667,86.2198,5393.27,2045000,409,-12928.138671875
410,5598.92,87.1524,85.701,5186.76,2050000,410,-12850.8115234375
411,5888.73,92.1655,86.4448,4676.22,2055000,411,-13156.646484375
412,5863.33,84.7401,80.5763,4951.14,2060000,412,-12715.5361328125
413,5730.88,91.1692,86.9062,4998.07,2065000,413,-13096.51171875
414,5746.97,89.3589,87.487,5525.41,2070000,414,-12983.1259765625
415,6004.41,79.0749,76.6516,5298.03,2075000,415,-12491.2509765625
416,5970.72,85.6957,85.2975,4574.77,2080000,416,-13066.478515625
417,5965.53,68.0456,74.7944,5098.31,2085000,417,-11985.1904296875
418,5522.0,85.5796,86.6962,5104.7,2090000,418,-13100.751953125
419,5175.43,84.503,85.3537,4512.56,2095000,419,-13199.7822265625
420,5648.77,84.4213,84.9089,5276.63,2100000,420,-13197.49609375
421,5679.99,80.7991,83.1171,5077.76,2105000,421,-12717.78125
422,5965.56,87.5434,86.2561,5012.97,2110000,422,-13270.115234375
423,5981.97,85.4557,84.5051,5613.09,2115000,423,-13395.10546875
424,-2240.01,237.4242,95.1921,-2176.76,2120000,424,-6931.7255859375
425,-2150.51,503.4383,115.2515,-2043.74,2125000,425,-8641.109375
426,-72.19,316.659,99.4618,-66.36,2130000,426,-7519.10400390625
427,-333.88,241.3969,84.6703,-605.02,2135000,427,-7069.14111328125
428,-25.85,225.0795,84.8662,-235.41,2140000,428,-7515.591796875
429,-596.75,94.0581,89.4356,-320.36,2145000,429,-8416.087890625
430,-1420.61,93.0309,88.8421,-1341.94,2150000,430,-5103.95654296875
431,-85.17,92.1128,77.9307,-36.01,2155000,431,-5776.4111328125
432,290.7,69.8977,75.5098,473.15,2160000,432,-9006.7802734375
433,443.92,76.1713,75.9574,497.79,2165000,433,-7929.7529296875
434,559.47,72.2507,75.0817,700.58,2170000,434,-9426.5078125
435,1050.26,58.0341,73.1086,826.35,2175000,435,-9048.8203125
436,2660.12,71.3984,76.6085,1764.72,2180000,436,-12190.4951171875
437,3341.84,74.0614,76.5942,2573.66,2185000,437,-11815.201171875
438,3698.51,88.5993,82.8683,3723.88,2190000,438,-12662.9912109375
439,3760.23,91.6761,87.6744,4037.61,2195000,439,-12913.572265625
440,4589.09,90.8808,85.6755,4484.24,2200000,440,-13026.44140625
441,4552.38,104.5668,87.0803,3599.22,2205000,441,-12599.1474609375
442,4730.88,93.7327,86.8868,4345.38,2210000,442,-13143.63671875
443,5204.82,85.892,80.8642,4046.95,2215000,443,-12187.7568359375
444,4851.05,93.7604,84.8506,3835.23,2220000,444,-13173.4638671875
445,4104.94,84.9938,81.9838,4255.51,2225000,445,-13398.9716796875
446,5191.48,90.6098,84.595,4906.85,2230000,446,-13533.9208984375
447,5058.09,86.7791,82.5732,4156.61,2235000,447,-13040.9873046875
448,5334.03,88.1466,85.0493,5232.3,2240000,448,-13799.890625
449,4497.54,89.4983,86.1036,4443.97,2245000,449,-13597.5478515625
450,4387.36,78.0148,82.5025,4212.22,2250000,450,-13486.208984375
451,5403.06,90.4671,87.4537,4515.11,2255000,451,-13771.064453125
452,5085.62,82.6079,81.8638,5329.35,2260000,452,-13653.2041015625
453,5540.73,88.6839,85.211,5301.28,2265000,453,-13695.658203125
454,5573.64,84.9541,84.932,5081.46,2270000,454,-13868.4775390625
455,5319.02,88.4945,86.1802,4687.65,2275000,455,-13724.341796875
456,5364.42,89.0863,85.8451,5173.81,2280000,456,-13634.8779296875
457,5319.16,89.4886,87.1956,5313.32,2285000,457,-13765.4453125
458,5712.41,90.5404,85.8051,5442.35,2290000,458,-13716.23046875
459,5529.31,89.0497,86.6272,5384.43,2295000,459,-13882.2578125
460,5563.67,90.8772,88.1395,5119.86,2300000,460,-13827.970703125
461,5555.85,89.757,87.0418,5048.31,2305000,461,-13751.537109375
462,5470.05,89.6309,86.1552,5427.97,2310000,462,-13788.3466796875
463,5671.53,90.4363,88.5091,5086.29,2315000,463,-13870.373046875
464,5701.49,92.2613,88.143,5311.62,2320000,464,-14010.140625
465,5659.72,89.196,86.7626,5102.04,2325000,465,-13943.7734375
466,5701.45,89.027,86.6164,5176.81,2330000,466,-13617.48046875
467,5719.01,90.4978,87.0711,5293.14,2335000,467,-14099.9755859375
468,5700.94,90.7367,89.0812,5355.0,2340000,468,-14100.8125
469,5636.18,83.794,83.1251,5172.82,2345000,469,-13412.552734375
470,5773.26,88.5642,88.2295,5243.16,2350000,470,-14181.2607421875
471,5593.27,92.4253,89.1075,5093.36,2355000,471,-14066.5244140625
472,5770.18,93.1083,89.8299,5465.32,2360000,472,-14151.4287109375
473,5158.96,93.7242,90.6219,4999.5,2365000,473,-14210.9794921875
474,5429.22,86.6242,81.8576,5140.14,2370000,474,-13447.6376953125
475,5541.15,89.2401,90.0601,5307.17,2375000,475,-14228.1748046875
476,5844.5,90.6374,90.1007,5246.91,2380000,476,-14192.8828125
477,5626.85,88.0491,87.6301,5339.45,2385000,477,-14310.150390625
478,5722.16,92.6022,89.1518,5141.37,2390000,478,-14289.63671875
479,5735.36,91.9733,89.8564,5069.8,2395000,479,-14412.6962890625
480,5021.13,90.9588,89.9022,4779.04,2400000,480,-14214.939453125
481,5768.15,93.064,91.3551,5075.08,2405000,481,-14540.4013671875
482,5736.67,93.5347,91.306,5294.81,2410000,482,-14448.4921875
483,5853.49,90.6435,87.8447,5492.56,2415000,483,-14519.1533203125
484,5483.04,93.6808,90.3117,5266.72,2420000,484,-14606.0849609375
485,5398.24,92.1437,90.7069,4969.81,2425000,485,-14417.072265625
486,5633.01,93.4831,89.5709,5041.57,2430000,486,-14522.4931640625
487,5760.8,91.3598,88.8474,5458.86,2435000,487,-14505.7216796875
488,5581.18,97.215,89.9293,4927.0,2440000,488,-14546.9140625
489,5649.19,93.2436,89.2597,5003.02,2445000,489,-14461.578125
490,5795.94,94.8289,88.8359,5499.58,2450000,490,-14623.9443359375
491,5389.52,94.4797,89.6721,4656.48,2455000,491,-14455.6103515625
492,5520.24,94.6216,89.9158,5102.11,2460000,492,-14610.3173828125
493,5485.04,94.7791,90.4745,5440.53,2465000,493,-14633.904296875
494,5243.83,94.6203,90.7105,5266.29,2470000,494,-14553.9541015625
495,5830.99,93.1019,88.0103,5519.78,2475000,495,-14706.71875
496,5737.2,93.3808,90.836,5488.09,2480000,496,-14701.4658203125
497,5832.25,91.4631,87.5033,4815.57,2485000,497,-14724.9638671875
498,5306.29,93.8569,91.7771,4761.89,2490000,498,-14688.9228515625
499,5644.3,93.0784,89.243,5460.65,2495000,499,-14731.4892578125
500,5831.32,93.0578,88.7541,5268.5,2500000,500,-14813.400390625
501,5300.28,97.9032,90.7716,5061.73,2505000,501,-14608.1474609375
502,5609.84,96.2254,89.7105,5333.45,2510000,502,-14861.1005859375
503,5751.81,91.2888,90.0026,5164.69,2515000,503,-14856.7666015625
504,5513.25,92.4429,90.1376,5212.83,2520000,504,-14820.896484375
505,5243.83,90.2703,89.3078,5294.28,2525000,505,-14770.6826171875
506,5838.88,90.3458,88.18,4869.16,2530000,506,-14901.05859375
507,5643.55,90.6387,87.8865,5119.54,2535000,507,-14927.0107421875
508,5835.77,90.6317,88.9434,5119.47,2540000,508,-14979.7646484375
509,5780.1,90.8223,87.216,5060.33,2545000,509,-14956.6328125
510,5756.82,89.3271,89.688,4822.48,2550000,510,-15136.5625
511,5386.51,94.4132,91.1333,5266.39,2555000,511,-15088.205078125
512,5363.9,88.0551,84.6073,5286.93,2560000,512,-14444.3837890625
513,5707.6,98.9289,89.6211,5194.32,2565000,513,-15203.2470703125
514,5780.24,92.4162,87.4857,5218.1,2570000,514,-15033.705078125
515,5777.67,91.5421,88.321,4718.08,2575000,515,-15231.265625
516,5549.24,92.3351,89.5494,5112.8,2580000,516,-15243.091796875
517,5735.04,91.9327,89.0931,4991.76,2585000,517,-15211.515625
518,5880.16,85.4007,83.9775,5552.66,2590000,518,-14418.8154296875
519,5922.71,86.4534,87.5021,5534.31,2595000,519,-15152.7919921875
520,5341.42,92.6928,90.845,4977.98,2600000,520,-15169.408203125
521,5756.41,85.1032,82.4778,5220.72,2605000,521,-14778.548828125
522,5806.37,90.936,89.3527,5265.98,2610000,522,-15257.2919921875
523,5047.1,87.0603,85.7092,5100.65,2615000,523,-14701.5048828125
524,5628.86,85.7362,83.6101,4492.58,2620000,524,-14427.005859375
525,5508.38,88.8208,87.7742,5465.61,2625000,525,-15302.64453125
526,5859.71,89.9361,89.3265,5191.55,2630000,526,-15363.7822265625
527,5767.14,90.4444,89.0096,4935.84,2635000,527,-15377.201171875
528,5684.83,87.6655,87.2054,4775.26,2640000,528,-15353.2490234375
529,5487.8,90.6701,87.7207,5160.01,2645000,529,-15396.6123046875
530,5758.98,92.5573,87.2859,4957.28,2650000,530,-15484.6708984375
531,5706.28,91.6326,88.5666,5260.64,2655000,531,-15458.9287109375
532,5657.17,92.9739,90.3439,4214.13,2660000,532,-15490.28125
533,5025.67,95.4874,91.4062,4119.72,2665000,533,-15569.646484375
534,5767.98,88.1842,88.1508,5289.44,2670000,534,-15564.6689453125
535,5877.08,83.594,82.3984,4725.97,2675000,535,-14828.1767578125
536,5588.53,95.2639,92.9228,4442.0,2680000,536,-15487.552734375
537,5909.33,90.6114,87.8948,5137.83,2685000,537,-15482.7373046875
538,5639.51,88.3773,87.09,5490.47,2690000,538,-15554.6357421875
539,5689.37,95.0046,89.7415,4720.13,2695000,539,-15646.9150390625
540,5885.42,86.824,86.9614,5084.7,2700000,540,-15512.7236328125
541,5567.5,92.391,89.0064,5345.51,2705000,541,-15664.091796875
542,5824.93,90.9376,88.1668,5377.16,2710000,542,-15641.7314453125
543,5554.62,92.2929,84.8184,5197.45,2715000,543,-14922.51953125
544,5367.61,91.3098,87.3825,5265.49,2720000,544,-15485.865234375
545,5569.95,92.4439,88.9973,5411.2,2725000,545,-15603.3486328125
546,5369.85,90.5396,88.3437,5294.24,2730000,546,-15691.955078125
547,5670.11,85.1281,86.4475,4801.89,2735000,547,-15511.876953125
548,5684.06,92.0013,91.0608,5345.18,2740000,548,-15833.517578125
549,5449.47,96.1609,89.0546,5478.48,2745000,549,-15890.6962890625
550,5451.81,88.8293,88.225,5132.85,2750000,550,-15729.98828125
551,5757.57,89.6977,90.3514,4243.32,2755000,551,-15719.8623046875
552,5721.3,93.4959,90.1224,4421.27,2760000,552,-15875.14453125
553,5491.26,96.1404,90.1615,5040.33,2765000,553,-15896.279296875
554,5676.97,91.9889,89.4528,5015.58,2770000,554,-15922.4716796875
555,5802.4,94.6054,89.2232,5445.42,2775000,555,-15808.685546875
556,5787.85,92.613,89.8813,5162.17,2780000,556,-15814.36328125
557,5730.69,93.7361,88.697,5450.83,2785000,557,-15840.9384765625
558,5788.3,95.6071,90.86,4716.53,2790000,558,-15992.580078125
559,5559.07,93.3243,90.1591,5210.43,2795000,559,-15908.8115234375
560,5784.46,95.5007,90.8191,5114.08,2800000,560,-16050.623046875
561,5226.78,96.2708,91.2975,4379.88,2805000,561,-15932.0693359375
562,5757.37,94.8371,89.9552,5281.26,2810000,562,-16077.5810546875
563,5217.3,96.6276,92.2115,5270.83,2815000,563,-16131.1611328125
564,5853.34,90.7465,91.483,5260.01,2820000,564,-15947.6259765625
565,5645.52,89.429,89.9919,5155.37,2825000,565,-15990.341796875
566,5760.05,96.7778,91.8635,5208.88,2830000,566,-16157.53125
567,5605.9,97.6952,91.3458,5145.44,2835000,567,-16100.0400390625
568,5525.92,95.6102,91.6642,5193.27,2840000,568,-16124.9921875
569,5694.55,94.2531,91.679,4573.21,2845000,569,-16087.90625
570,5789.9,93.4345,91.193,5334.84,2850000,570,-16158.302734375
571,5492.45,95.4894,92.5531,5478.59,2855000,571,-16187.48046875
572,5781.28,94.8105,91.0301,5295.2,2860000,572,-16199.95703125
573,5706.96,92.9108,83.8819,4898.25,2865000,573,-15341.2294921875
574,5617.84,95.5197,91.6879,4899.99,2870000,574,-16249.3095703125
575,5555.25,92.1906,90.235,5147.92,2875000,575,-16168.041015625
576,5683.92,91.8576,91.1837,5106.56,2880000,576,-16214.3515625
577,5667.94,94.8391,90.2425,5515.09,2885000,577,-16281.912109375
578,5824.47,92.1342,87.3483,5068.1,2890000,578,-16018.2802734375
579,5827.09,93.8553,91.9926,5157.76,2895000,579,-16304.4091796875
580,5278.77,99.8438,93.7165,5183.3,2900000,580,-16325.775390625
581,5522.53,95.2016,93.295,5119.95,2905000,581,-16325.767578125
582,5762.83,94.6628,91.5227,5176.88,2910000,582,-16301.8076171875
583,5790.99,91.1305,90.267,5425.06,2915000,583,-16304.1328125
584,5655.14,95.9331,92.1521,5107.79,2920000,584,-16438.759765625
585,5482.09,96.0329,93.583,4352.52,2925000,585,-16487.505859375
586,5517.45,90.8147,89.2256,4655.55,2930000,586,-16323.38671875
587,5737.84,92.1896,88.2696,4733.8,2935000,587,-15678.0654296875
588,5455.05,95.0379,90.8562,5400.75,2940000,588,-16403.068359375
589,5681.1,90.3248,87.7722,4704.31,2945000,589,-16282.6083984375
590,5457.72,94.9556,92.0836,5193.06,2950000,590,-16477.986328125
591,5596.06,94.6971,90.5323,4681.83,2955000,591,-16437.322265625
592,5598.36,95.1839,92.4807,5469.04,2960000,592,-16424.515625
593,5749.48,93.1513,89.3819,5422.13,2965000,593,-16422.59375
594,5673.61,97.3484,92.6635,5109.7,2970000,594,-16570.6796875
595,5689.42,93.5885,91.1574,4524.19,2975000,595,-16517.70703125
596,5692.95,97.151,91.9996,5006.41,2980000,596,-16474.296875
597,5777.74,91.4638,90.7839,4764.48,2985000,597,-16440.169921875
598,5359.92,95.4842,91.4665,5044.16,2990000,598,-16507.431640625
599,5598.59,95.5969,91.831,4657.31,2995000,599,-16512.55078125
