Real Sto Return,Running Env Steps,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time
263.34,2040000,408,-19268.15234375,901.02,73.7441,30.6939,408
243.02,2045000,409,-19286.876953125,757.23,73.9708,30.5227,409
195.2,2050000,410,-19297.9765625,798.66,74.0182,30.8373,410
230.22,2055000,411,-19224.369140625,755.31,73.1485,30.199,411
245.36,2060000,412,-19223.31640625,707.16,73.3148,30.403,412
275.33,2065000,413,-19256.375,711.64,73.8635,30.2813,413
232.6,2070000,414,-19292.130859375,800.54,73.0611,30.3266,414
258.71,2075000,415,-19324.791015625,856.85,73.8957,30.449,415
218.38,2080000,416,-19327.576171875,810.61,73.7283,30.2719,416
272.55,2085000,417,-19240.0625,756.65,73.9828,30.5104,417
203.79,2090000,418,-19336.501953125,857.96,73.9381,30.7159,418
222.75,2095000,419,-19287.021484375,649.37,72.8064,29.7693,419
219.34,2100000,420,-19244.962890625,754.89,73.4871,30.26,420
233.59,2105000,421,-19363.033203125,853.33,74.087,30.6573,421
256.96,2110000,422,-19309.650390625,844.09,72.6103,30.3862,422
250.8,2115000,423,-19327.373046875,848.6,73.5921,30.0178,423
259.81,2120000,424,-19387.177734375,654.49,73.73,30.2798,424
227.3,2125000,425,-19274.421875,788.55,73.6069,30.391,425
269.24,2130000,426,-19314.12890625,702.84,73.5977,30.5447,426
226.88,2135000,427,-19441.27734375,749.34,73.0056,30.4086,427
245.57,2140000,428,-19212.5078125,899.79,73.6958,30.8236,428
196.56,2145000,429,-19389.41015625,848.18,73.8143,30.8839,429
227.93,2150000,430,-19397.216796875,833.0,74.5751,30.742,430
224.17,2155000,431,-19395.126953125,651.12,75.2334,30.3555,431
200.21,2160000,432,-19287.263671875,644.1,72.4116,29.6321,432
189.75,2165000,433,-19400.3828125,608.23,74.3786,30.336,433
229.15,2170000,434,-19335.384765625,811.2,73.6564,30.3902,434
230.66,2175000,435,-19428.41796875,628.28,74.1121,30.5998,435
276.7,2180000,436,-19479.216796875,806.17,75.1317,30.9898,436
281.57,2185000,437,-19402.873046875,796.93,73.7474,30.3354,437
247.48,2190000,438,-19321.21484375,803.78,73.8373,30.7299,438
205.33,2195000,439,-19367.783203125,850.7,73.5654,30.3432,439
225.81,2200000,440,-19372.798828125,802.03,73.2554,30.1582,440
212.14,2205000,441,-19387.36328125,649.8,73.0571,30.2859,441
233.88,2210000,442,-19376.357421875,703.69,73.9699,30.5761,442
229.4,2215000,443,-19423.486328125,851.7,74.3776,30.4845,443
220.42,2220000,444,-19375.279296875,810.7,74.2339,31.0193,444
276.08,2225000,445,-19432.80859375,845.8,74.8464,30.6519,445
262.93,2230000,446,-19432.640625,802.86,73.8202,30.4823,446
277.61,2235000,447,-19398.052734375,707.82,74.2557,30.2323,447
257.28,2240000,448,-19407.171875,701.72,73.8151,29.9246,448
230.93,2245000,449,-19170.03125,751.11,72.9711,30.7768,449
210.54,2250000,450,-19418.888671875,697.77,74.1515,30.3967,450
207.03,2255000,451,-19455.9296875,699.8,75.3069,30.5719,451
188.88,2260000,452,-19375.826171875,747.08,73.7303,29.9481,452
250.17,2265000,453,-19271.736328125,905.23,73.9134,31.5728,453
258.89,2270000,454,-19357.609375,696.91,72.8777,30.2535,454
228.94,2275000,455,-19330.537109375,808.3,74.0407,30.3852,455
266.75,2280000,456,-19447.76171875,848.58,73.8555,30.2763,456
172.37,2285000,457,-19460.87109375,843.54,74.51,30.5767,457
239.51,2290000,458,-19412.44140625,758.29,73.3315,30.374,458
240.2,2295000,459,-19420.646484375,791.42,73.2126,30.4571,459
289.72,2300000,460,-19409.751953125,909.89,72.9895,30.3228,460
192.14,2305000,461,-19361.53515625,854.51,72.8603,30.151,461
286.38,2310000,462,-19368.599609375,928.69,73.1027,30.5647,462
252.95,2315000,463,-19432.876953125,746.43,74.2195,30.9875,463
205.32,2320000,464,-19474.966796875,797.38,73.4858,30.543,464
186.19,2325000,465,-19498.85546875,858.06,74.3872,30.5685,465
210.05,2330000,466,-19387.302734375,853.59,72.8068,30.5015,466
221.72,2335000,467,-19459.8359375,806.11,73.6201,30.6651,467
201.18,2340000,468,-19519.1796875,876.75,73.1278,30.7897,468
245.49,2345000,469,-19387.119140625,804.99,74.0666,29.9248,469
276.91,2350000,470,-19542.205078125,736.7,74.5892,30.698,470
269.46,2355000,471,-19368.068359375,951.1,73.1391,30.9244,471
257.88,2360000,472,-19487.63671875,801.91,74.0353,30.7745,472
263.11,2365000,473,-19469.888671875,851.76,75.0682,30.8529,473
253.49,2370000,474,-19474.306640625,802.49,74.4131,30.3235,474
232.41,2375000,475,-19414.87109375,945.57,73.4142,30.716,475
244.63,2380000,476,-19445.880859375,806.07,74.5884,30.2971,476
195.92,2385000,477,-19449.490234375,676.11,73.2946,30.1965,477
177.78,2390000,478,-19497.0078125,748.65,74.5535,31.2923,478
167.45,2395000,479,-19521.201171875,823.44,74.0615,30.9015,479
170.24,2400000,480,-19365.240234375,784.36,73.9122,30.5801,480
210.57,2405000,481,-19514.4921875,659.55,74.4172,30.7821,481
235.16,2410000,482,-19497.33984375,845.07,74.3001,30.5142,482
192.57,2415000,483,-19534.130859375,891.47,74.1537,30.6492,483
252.96,2420000,484,-19464.404296875,845.88,73.3719,31.3968,484
204.08,2425000,485,-19370.41796875,791.5,72.6417,30.5546,485
193.23,2430000,486,-19449.6796875,704.84,73.4466,30.4306,486
262.38,2435000,487,-19508.375,799.31,74.6693,30.9697,487
222.75,2440000,488,-19423.3046875,797.53,73.6129,31.8439,488
199.71,2445000,489,-19547.87109375,825.21,75.2191,30.7885,489
195.02,2450000,490,-19432.09765625,749.26,73.3921,30.5071,490
261.22,2455000,491,-19434.20703125,835.85,74.56,29.8617,491
220.09,2460000,492,-19373.87109375,696.93,72.8045,30.1662,492
201.21,2465000,493,-19455.875,821.04,73.5804,30.6359,493
273.42,2470000,494,-19547.86328125,735.56,74.2147,30.5906,494
183.51,2475000,495,-19560.67578125,746.6,74.3888,30.674,495
242.04,2480000,496,-19486.759765625,888.69,74.5855,30.822,496
282.68,2485000,497,-19513.076171875,948.32,73.02,30.5247,497
196.55,2490000,498,-19523.380859375,786.99,73.6886,30.6569,498
220.23,2495000,499,-19545.9296875,839.78,74.9288,30.5278,499
193.59,2500000,500,-19475.294921875,987.2,73.8283,30.585,500
182.84,2505000,501,-19524.12890625,747.94,73.9278,30.4619,501
248.34,2510000,502,-19473.751953125,827.13,72.8245,30.4257,502
277.21,2515000,503,-19438.751953125,894.02,73.6875,30.5112,503
273.28,2520000,504,-19509.88671875,846.1,74.3784,30.8943,504
298.39,2525000,505,-19505.634765625,888.83,73.5401,30.9698,505
231.9,2530000,506,-19453.935546875,740.35,73.4637,30.4444,506
267.55,2535000,507,-19535.0078125,795.29,73.955,31.0031,507
200.37,2540000,508,-19494.62109375,801.91,74.1876,30.343,508
230.16,2545000,509,-19547.73046875,788.68,74.8755,30.9061,509
233.77,2550000,510,-19544.2734375,786.33,74.2005,30.6537,510
219.73,2555000,511,-19540.66015625,803.54,75.0118,30.303,511
226.27,2560000,512,-19539.57421875,727.61,73.9272,30.5236,512
202.95,2565000,513,-19499.98828125,888.94,74.0078,30.7109,513
195.87,2570000,514,-19575.783203125,712.2,74.4519,30.5114,514
205.03,2575000,515,-19451.86328125,732.81,73.0488,30.1231,515
242.76,2580000,516,-19555.19921875,734.12,74.1874,30.4823,516
256.99,2585000,517,-19591.39453125,893.09,74.632,30.5987,517
273.65,2590000,518,-19510.43359375,904.95,74.8852,30.4121,518
257.49,2595000,519,-19509.65625,800.68,74.5355,30.5483,519
221.14,2600000,520,-19535.255859375,893.47,75.0351,30.6207,520
246.18,2605000,521,-19467.634765625,789.32,73.7266,30.1741,521
234.65,2610000,522,-19549.169921875,895.18,73.9451,30.9699,522
234.59,2615000,523,-19501.189453125,756.78,74.567,30.7961,523
252.9,2620000,524,-19463.779296875,836.55,73.2123,29.9553,524
261.64,2625000,525,-19513.373046875,988.53,73.6932,30.5498,525
187.68,2630000,526,-19554.23046875,936.95,74.171,30.8927,526
246.14,2635000,527,-19576.9609375,708.3,75.018,30.6549,527
243.71,2640000,528,-19524.099609375,802.65,74.6704,30.7379,528
248.01,2645000,529,-19465.251953125,898.88,73.18,30.2791,529
270.13,2650000,530,-19549.697265625,750.84,74.68,30.8334,530
182.8,2655000,531,-19530.830078125,887.63,74.5789,30.6692,531
208.09,2660000,532,-19542.296875,888.0,75.1484,31.1887,532
217.66,2665000,533,-19538.90234375,993.69,73.8686,30.7034,533
216.0,2670000,534,-19535.587890625,798.46,74.3711,30.3638,534
197.9,2675000,535,-19545.646484375,845.4,74.6127,30.6316,535
223.79,2680000,536,-19537.611328125,743.53,74.4819,30.2786,536
219.06,2685000,537,-19529.193359375,750.13,73.6484,30.7205,537
245.12,2690000,538,-19512.0546875,873.78,72.7663,30.6744,538
242.87,2695000,539,-19494.234375,836.06,72.0419,30.5405,539
257.51,2700000,540,-19548.1796875,751.19,73.2381,31.1108,540
218.97,2705000,541,-19524.654296875,922.94,72.7427,30.6932,541
247.38,2710000,542,-19592.7578125,693.36,73.6943,31.1092,542
227.18,2715000,543,-19619.67578125,886.09,75.0991,31.0669,543
230.44,2720000,544,-19588.5703125,847.54,74.8326,30.7322,544
237.16,2725000,545,-19525.998046875,843.83,74.0064,30.3669,545
245.73,2730000,546,-19563.85546875,852.29,73.4049,30.2388,546
229.14,2735000,547,-19563.431640625,787.97,73.2758,30.4943,547
246.0,2740000,548,-19534.626953125,697.3,73.5793,31.0911,548
220.76,2745000,549,-19570.0078125,941.77,73.7257,30.1895,549
216.78,2750000,550,-19571.466796875,891.91,73.9648,30.5034,550
221.58,2755000,551,-19566.75,834.02,73.8475,30.9429,551
157.21,2760000,552,-19589.076171875,744.94,73.4037,30.5544,552
250.9,2765000,553,-19458.71875,856.29,72.3707,29.9342,553
188.2,2770000,554,-19590.451171875,841.44,73.5127,30.4396,554
238.45,2775000,555,-19576.9609375,900.87,73.5226,30.8738,555
211.27,2780000,556,-19576.611328125,833.36,74.5833,30.5976,556
243.41,2785000,557,-19614.125,890.14,73.3458,30.5897,557
167.43,2790000,558,-19612.5,792.13,74.8791,30.6918,558
230.24,2795000,559,-19636.638671875,792.49,74.9375,30.6012,559
281.97,2800000,560,-19635.369140625,845.05,74.5874,30.883,560
250.79,2805000,561,-19541.568359375,846.66,74.655,30.8038,561
245.9,2810000,562,-19607.26953125,691.38,73.018,30.6691,562
122.93,2815000,563,-19537.12890625,737.25,73.1513,30.2774,563
270.04,2820000,564,-19485.130859375,880.5,73.615,30.3326,564
280.72,2825000,565,-19576.390625,768.56,73.1962,30.3869,565
206.33,2830000,566,-19524.880859375,888.42,73.8941,30.6186,566
146.74,2835000,567,-19440.71484375,740.07,72.6015,30.2645,567
214.58,2840000,568,-19586.001953125,845.12,73.1473,30.7103,568
181.7,2845000,569,-19618.357421875,895.96,74.1645,30.9386,569
226.05,2850000,570,-19549.521484375,923.42,73.6674,30.4298,570
245.24,2855000,571,-19546.36328125,893.23,73.2712,30.144,571
217.05,2860000,572,-19516.787109375,835.75,73.156,30.5467,572
234.43,2865000,573,-19548.611328125,949.86,73.3856,30.4077,573
287.85,2870000,574,-19581.525390625,988.79,72.6537,30.7614,574
264.61,2875000,575,-19636.85546875,885.99,73.6736,30.5756,575
270.93,2880000,576,-19562.263671875,884.0,73.0632,30.33,576
219.14,2885000,577,-19537.3125,939.1,73.3969,30.7541,577
200.9,2890000,578,-19607.28515625,995.19,74.0135,30.7709,578
242.63,2895000,579,-19532.986328125,930.16,72.834,30.3243,579
243.65,2900000,580,-19585.212890625,842.08,73.8315,30.5185,580
244.52,2905000,581,-19619.259765625,846.98,73.6647,30.7278,581
202.17,2910000,582,-19599.814453125,844.07,74.3592,30.7889,582
210.27,2915000,583,-19575.3203125,836.68,73.7126,30.5144,583
219.63,2920000,584,-19578.892578125,844.61,74.6477,30.5663,584
253.25,2925000,585,-19584.8515625,943.78,73.8982,30.2675,585
148.31,2930000,586,-19592.201171875,957.18,74.1195,30.7185,586
274.22,2935000,587,-19550.873046875,972.27,73.4659,30.7225,587
238.91,2940000,588,-19499.775390625,888.64,72.8075,30.5405,588
187.51,2945000,589,-19553.498046875,947.72,72.9813,30.3107,589
219.88,2950000,590,-19527.087890625,691.93,72.722,30.0516,590
175.83,2955000,591,-19584.73046875,786.38,73.8291,30.5505,591
223.55,2960000,592,-19613.099609375,916.88,73.3442,30.356,592
110.86,2965000,593,-19526.49609375,870.02,73.0077,30.3538,593
231.39,2970000,594,-19569.357421875,828.18,72.6775,30.3025,594
222.34,2975000,595,-19581.880859375,879.55,73.4851,30.2688,595
215.92,2980000,596,-19557.2578125,850.25,74.1752,30.5687,596
232.32,2985000,597,-19562.80859375,693.64,73.9335,30.9605,597
253.76,2990000,598,-19555.625,799.29,73.0717,30.6381,598
261.12,2995000,599,-19496.6796875,691.67,72.1286,30.5713,599
