Itration,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Running Reverse KL,Running Forward KL
385,4640.36,-2072.298583984375,4657.7,1925000,385,17.5068,38.7856
386,4631.42,-2110.828125,4620.75,1930000,386,17.0358,38.9126
387,4664.54,-2102.79248046875,4660.04,1935000,387,16.9428,38.1431
388,4689.05,-2105.12353515625,4686.56,1940000,388,17.261,38.9612
389,4713.13,-2095.119384765625,4738.73,1945000,389,16.9914,39.0836
390,4689.72,-2091.277099609375,4708.13,1950000,390,17.4456,38.5172
391,4697.98,-2143.552734375,4663.4,1955000,391,17.6071,38.7277
392,4651.74,-2144.697265625,4588.99,1960000,392,17.2901,38.5483
393,4676.36,-2147.248291015625,4663.01,1965000,393,17.7718,38.3736
394,4685.86,-2184.239990234375,4710.51,1970000,394,17.4077,38.4423
395,4643.11,-2228.8974609375,4634.51,1975000,395,17.7502,38.6456
396,4671.32,-2203.430908203125,4616.18,1980000,396,17.842,38.315
397,4718.08,-2182.916259765625,4677.35,1985000,397,17.1523,38.1878
398,4673.86,-2223.883544921875,4622.62,1990000,398,17.0822,38.1769
399,4663.07,-2222.8037109375,4609.19,1995000,399,17.4867,38.2734
400,4667.33,-2223.739990234375,4627.89,2000000,400,16.9715,38.3447
401,4695.59,-2171.661865234375,4653.47,2005000,401,17.2505,38.2537
402,4727.95,-2196.401611328125,4704.08,2010000,402,16.9343,38.0087
403,4690.78,-2216.387939453125,4668.47,2015000,403,16.1969,37.8487
404,4767.44,-2192.61328125,4784.82,2020000,404,16.4147,38.2363
405,4736.89,-2220.35205078125,4741.54,2025000,405,16.7248,38.4302
406,4736.18,-2223.596923828125,4737.87,2030000,406,16.7455,38.2454
407,4747.29,-2165.113037109375,4717.12,2035000,407,16.1228,37.4462
408,4763.25,-2180.8828125,4809.17,2040000,408,16.5656,38.0051
409,4608.16,-2339.12841796875,4644.07,2045000,409,16.9559,38.2168
410,4703.2,-2310.42236328125,4664.57,2050000,410,16.2662,38.0109
411,4742.81,-2273.48974609375,4758.19,2055000,411,16.3652,37.7495
412,4761.81,-2210.992431640625,4800.84,2060000,412,16.3165,37.7458
413,4735.25,-2344.217041015625,4745.06,2065000,413,16.8464,38.2605
414,4747.74,-2283.574462890625,4775.14,2070000,414,16.5387,38.1794
415,4840.35,-2210.854248046875,4853.99,2075000,415,16.5333,37.7371
416,4745.3,-2298.58544921875,4801.11,2080000,416,16.9024,37.5814
417,4751.44,-2293.32861328125,4744.89,2085000,417,16.6681,37.8385
418,4827.02,-2293.863037109375,4838.03,2090000,418,16.3227,37.932
419,4783.93,-2318.525146484375,4793.67,2095000,419,16.2203,37.8706
420,4801.63,-2310.4501953125,4797.03,2100000,420,15.977,37.6108
421,4839.03,-2243.229248046875,4887.16,2105000,421,16.4897,37.067
422,4842.69,-2244.458984375,4859.1,2110000,422,17.1427,38.1212
423,4765.15,-2344.26904296875,4822.6,2115000,423,16.7188,38.0009
424,4789.39,-2354.994140625,4748.13,2120000,424,16.4123,37.5037
425,4854.34,-2283.470703125,4879.46,2125000,425,16.869,37.9436
426,4812.59,-2318.828125,4772.02,2130000,426,16.893,37.9912
427,4794.57,-2341.068115234375,4827.05,2135000,427,16.4286,37.3414
428,4743.25,-2429.2783203125,4744.41,2140000,428,16.3976,37.9275
429,4914.11,-2288.29443359375,4964.82,2145000,429,17.8725,38.9683
430,4825.4,-2391.59130859375,4838.76,2150000,430,17.3947,38.5334
431,4785.69,-2389.2900390625,4800.42,2155000,431,16.9648,38.0503
432,4862.17,-2332.76318359375,4889.15,2160000,432,16.7198,37.9428
433,4897.18,-2383.327392578125,4943.69,2165000,433,17.0144,38.1977
434,4851.44,-2390.037841796875,4827.15,2170000,434,16.446,37.7317
435,4784.8,-2481.08984375,4792.57,2175000,435,17.0235,38.1209
436,4861.52,-2437.269287109375,4872.47,2180000,436,17.3046,37.6305
437,4870.12,-2481.931884765625,4847.9,2185000,437,17.3018,37.9269
438,4823.47,-2455.864990234375,4831.37,2190000,438,17.8973,38.103
439,4726.07,-2573.622314453125,4711.34,2195000,439,18.5418,38.5727
440,4751.62,-2595.2880859375,4730.8,2200000,440,18.9247,39.7304
441,4719.85,-2807.234619140625,4694.95,2205000,441,20.5786,40.1097
442,4568.76,-2652.478759765625,4574.7,2210000,442,24.4081,41.5874
443,4188.16,-2680.271728515625,3923.44,2215000,443,20.1032,39.5257
444,512.31,-5674.125,327.45,2220000,444,107.6867,52.2821
445,4632.22,-2615.52001953125,4649.56,2225000,445,20.2966,38.8491
446,4310.59,-2829.881103515625,4762.68,2230000,446,23.0834,39.182
447,357.82,-4878.13330078125,359.09,2235000,447,82.6794,50.5706
448,923.59,-4046.49267578125,1111.74,2240000,448,26.7468,44.3339
449,2246.83,-4002.177734375,569.74,2245000,449,74.5037,43.9771
450,307.82,-4283.287109375,303.09,2250000,450,30.6568,51.6491
451,3416.53,-3322.442138671875,2679.99,2255000,451,27.6176,42.7504
452,4384.09,-3158.2880859375,4268.64,2260000,452,24.9722,42.2135
453,3092.09,-4138.91552734375,1439.95,2265000,453,46.9038,43.8277
454,2569.51,-4234.26416015625,1945.97,2270000,454,26.2831,41.342
455,2791.53,-4073.70654296875,3678.39,2275000,455,16.9212,39.612
456,4585.89,-2917.076904296875,4589.78,2280000,456,18.6842,38.9966
457,4554.73,-3123.335205078125,4523.79,2285000,457,19.1456,38.5922
458,4562.39,-2902.16259765625,4460.91,2290000,458,19.1794,38.6879
459,4574.47,-3112.80322265625,4559.57,2295000,459,17.9593,38.5201
460,4649.41,-2781.631591796875,4625.83,2300000,460,17.5097,38.0471
461,4715.99,-2739.94482421875,4732.69,2305000,461,17.6872,38.0947
462,4718.61,-2730.95263671875,4754.49,2310000,462,17.236,37.7702
463,4784.42,-2664.765380859375,4813.82,2315000,463,17.2604,37.7471
464,4847.27,-2580.875244140625,4888.55,2320000,464,17.8119,37.6728
465,4762.15,-2765.062255859375,4775.98,2325000,465,18.109,37.7509
466,4830.46,-2677.602783203125,4863.46,2330000,466,17.5597,37.8557
467,4775.92,-2760.05419921875,4770.48,2335000,467,18.561,38.2221
468,4757.38,-2890.70361328125,4729.83,2340000,468,17.4025,37.834
469,4819.62,-2825.47216796875,4834.49,2345000,469,17.2562,37.5455
470,4797.81,-2858.546142578125,4784.49,2350000,470,18.1149,38.0251
471,4856.46,-2828.29638671875,4832.24,2355000,471,17.9152,37.7133
472,4834.78,-2789.743408203125,4846.17,2360000,472,17.6756,37.8787
473,4831.43,-2844.76220703125,4805.71,2365000,473,18.0982,38.1877
474,4784.14,-3136.04541015625,4810.08,2370000,474,16.41,38.0576
475,4752.13,-2952.6640625,4785.5,2375000,475,18.2524,38.5684
476,4735.32,-2911.48681640625,4724.65,2380000,476,19.3693,39.2477
477,4761.8,-2932.39501953125,4772.03,2385000,477,18.171,38.4827
478,4771.14,-2939.29150390625,4767.85,2390000,478,18.5016,38.7371
479,4698.08,-2931.74267578125,4749.86,2395000,479,18.1199,38.5952
480,4740.9,-2966.5517578125,4778.07,2400000,480,17.8827,38.6682
481,4793.81,-2855.385986328125,4815.82,2405000,481,18.2236,38.1927
482,4684.6,-2994.497802734375,4731.5,2410000,482,18.2312,38.6961
483,4762.67,-2925.03173828125,4803.49,2415000,483,17.5992,38.3011
484,4743.01,-2989.22216796875,4752.74,2420000,484,18.0478,39.0043
485,4704.9,-3016.560546875,4756.32,2425000,485,18.716,39.0502
486,4774.02,-2967.905517578125,4804.1,2430000,486,18.1138,39.1161
487,4537.21,-3123.563232421875,4617.31,2435000,487,18.8818,39.2306
488,4629.03,-3130.7626953125,4703.78,2440000,488,18.8251,39.3023
489,4745.93,-2942.561767578125,4773.51,2445000,489,17.8792,38.474
490,4581.69,-3162.080078125,4584.46,2450000,490,17.8136,38.7087
491,4590.47,-3073.2275390625,4668.19,2455000,491,17.4572,38.2598
492,4692.77,-2938.77490234375,4746.48,2460000,492,16.4101,37.9729
493,4528.56,-3126.97265625,4541.13,2465000,493,16.8485,38.5215
494,4737.5,-2924.50634765625,4776.42,2470000,494,16.7815,37.4638
495,4836.8,-2863.02734375,4855.36,2475000,495,17.0179,37.8427
496,4755.32,-2945.677490234375,4795.24,2480000,496,16.8278,37.9772
497,4690.56,-3078.956787109375,4736.12,2485000,497,16.663,37.9291
498,4678.96,-3005.043212890625,4733.67,2490000,498,17.4308,37.9669
499,4782.33,-2937.388916015625,4795.79,2495000,499,17.2457,37.6198
500,4862.88,-2927.1982421875,4915.16,2500000,500,16.9928,37.1232
501,884.11,-6197.47900390625,449.01,2505000,501,53.7573,43.7214
502,415.2,-6245.49755859375,409.28,2510000,502,24.2345,50.9039
503,486.3,-6403.4912109375,496.38,2515000,503,24.0013,48.9132
504,451.58,-6404.2080078125,461.76,2520000,504,29.6979,49.8843
505,371.58,-6474.265625,370.96,2525000,505,36.5286,49.6008
506,451.74,-6041.28173828125,451.83,2530000,506,29.7561,49.2901
507,1148.55,-6084.22998046875,1154.98,2535000,507,41.6837,44.9055
508,4441.61,-4173.3720703125,4444.24,2540000,508,36.9818,41.222
509,3303.32,-4080.925048828125,3684.96,2545000,509,30.584,40.4852
510,4284.21,-3413.86767578125,4204.91,2550000,510,20.5613,37.7112
511,4720.9,-3090.002685546875,4511.88,2555000,511,20.0769,37.9573
512,4469.77,-3316.759033203125,4436.97,2560000,512,20.4009,38.9242
513,4480.87,-3822.2607421875,4472.69,2565000,513,18.9959,39.5789
514,2732.95,-4459.716796875,4171.38,2570000,514,24.9901,40.4384
515,259.98,-5494.47900390625,47.05,2575000,515,20.3231,44.5018
516,2689.34,-4042.5615234375,3460.53,2580000,516,17.0091,39.0009
517,4431.32,-3618.64501953125,4815.93,2585000,517,17.4182,38.1251
518,4409.69,-3832.910888671875,4798.48,2590000,518,20.5991,38.144
519,3471.37,-3323.30517578125,4554.63,2595000,519,15.7856,36.6303
520,3703.03,-3511.156494140625,4570.93,2600000,520,16.5951,37.6874
521,2488.02,-4728.26904296875,3051.51,2605000,521,15.2185,38.6758
522,3922.18,-3773.853515625,4506.33,2610000,522,15.6416,37.4167
523,4744.65,-3035.588623046875,4750.34,2615000,523,17.4381,37.022
524,4708.61,-2977.422119140625,4728.13,2620000,524,17.3521,37.2564
525,4141.3,-3442.248046875,4595.5,2625000,525,16.8099,37.6838
526,4763.48,-2980.71923828125,4798.97,2630000,526,16.8236,37.6416
527,4677.53,-3030.4326171875,4713.18,2635000,527,16.6146,36.8668
528,4789.94,-2957.5361328125,4884.78,2640000,528,16.9225,37.567
529,4736.1,-3060.43798828125,4852.79,2645000,529,16.5611,37.4635
530,4736.3,-3137.5146484375,4808.85,2650000,530,15.6122,36.9254
531,4757.98,-3108.311279296875,4901.86,2655000,531,15.8367,37.7482
532,4829.84,-3066.587890625,4910.28,2660000,532,15.5061,37.1795
533,4873.23,-3000.4140625,4943.21,2665000,533,15.4592,36.9938
534,4860.41,-3013.3916015625,4909.51,2670000,534,15.2999,37.2545
535,4847.74,-3099.057373046875,4933.5,2675000,535,15.0034,36.9893
536,4874.6,-3030.083251953125,4969.18,2680000,536,15.3607,37.3593
537,4866.86,-3043.80908203125,4943.97,2685000,537,15.113,36.8273
538,4889.98,-3105.697021484375,4936.12,2690000,538,15.0897,37.327
539,4908.45,-3054.604736328125,4940.73,2695000,539,14.7358,36.9856
540,4824.45,-3139.92822265625,4950.09,2700000,540,15.1582,37.479
541,4857.18,-3165.988037109375,4958.24,2705000,541,14.8508,37.3253
542,4827.27,-3167.283447265625,4940.01,2710000,542,14.8916,37.3557
543,4875.06,-3162.880126953125,4911.53,2715000,543,15.064,37.1482
544,4781.63,-3139.90673828125,4934.7,2720000,544,14.8146,36.6297
545,4869.69,-3119.325927734375,4932.34,2725000,545,14.591,36.5241
546,4856.63,-3165.214599609375,4927.41,2730000,546,15.0229,37.4684
547,4886.94,-3180.38525390625,4906.62,2735000,547,14.8179,37.5711
548,4927.65,-3129.865478515625,5036.5,2740000,548,15.2037,36.7258
549,4940.59,-3080.9404296875,5007.43,2745000,549,14.8924,37.0085
550,4899.83,-3186.080322265625,4981.85,2750000,550,14.7753,37.2353
551,4926.32,-3202.12353515625,4973.23,2755000,551,14.8663,37.0923
552,4890.01,-3281.763671875,4911.3,2760000,552,14.7887,37.1948
553,4670.56,-3247.059814453125,4974.31,2765000,553,17.4943,36.9538
554,4910.22,-3187.888427734375,4926.45,2770000,554,14.7631,37.0789
555,4890.77,-3236.74365234375,4963.17,2775000,555,14.1826,36.5368
556,4812.95,-3350.82763671875,4929.64,2780000,556,14.2635,36.7635
557,4832.09,-3366.47021484375,4975.22,2785000,557,14.0425,36.6376
558,4688.44,-3329.71875,4742.77,2790000,558,13.9768,36.92
559,4246.86,-3338.715087890625,4978.79,2795000,559,14.6561,36.9655
560,4252.26,-3426.2333984375,4740.02,2800000,560,13.5997,36.4893
561,4597.3,-3663.572998046875,4817.82,2805000,561,14.5032,37.0701
562,4882.62,-3170.400634765625,5029.28,2810000,562,15.1804,36.5431
563,4696.79,-3639.45849609375,4863.79,2815000,563,15.7479,37.3845
564,4580.94,-3419.47119140625,4973.77,2820000,564,15.1534,37.0579
565,4863.32,-3300.853271484375,4976.94,2825000,565,14.5827,36.9615
566,4927.71,-3312.210205078125,5017.06,2830000,566,14.6537,36.8244
567,4777.57,-3343.82421875,5022.58,2835000,567,14.631,37.2516
568,4778.83,-3318.678466796875,4963.87,2840000,568,14.6088,36.8979
569,4910.46,-3298.605224609375,4943.73,2845000,569,14.7352,36.6421
570,4966.19,-3350.9697265625,5003.92,2850000,570,14.7518,37.16
571,4800.0,-3446.774658203125,5048.44,2855000,571,14.1072,37.0502
572,4964.14,-3225.014404296875,5046.5,2860000,572,14.6495,36.8326
573,4960.78,-3255.825927734375,5045.61,2865000,573,14.1867,36.5845
574,4924.45,-3309.4599609375,5010.58,2870000,574,14.4852,36.939
575,4919.08,-3302.004638671875,4997.68,2875000,575,14.7044,37.3243
576,4930.5,-3305.060791015625,5006.44,2880000,576,14.2822,36.4847
577,4980.47,-3257.2041015625,5043.25,2885000,577,14.2633,36.9369
578,4972.48,-3326.25244140625,5046.8,2890000,578,14.6002,37.403
579,4937.54,-3306.8857421875,4983.06,2895000,579,14.1903,36.7557
580,4901.18,-3334.279052734375,4998.39,2900000,580,13.9977,36.5303
581,4925.9,-3402.8134765625,5015.86,2905000,581,14.4505,37.0136
582,4768.11,-3499.902099609375,4887.48,2910000,582,15.5461,37.0159
583,4674.03,-3506.798095703125,5050.76,2915000,583,15.9524,37.3142
584,4847.56,-3505.439697265625,5019.51,2920000,584,14.6606,37.0577
585,4866.23,-3437.75439453125,5032.69,2925000,585,14.0499,37.0318
586,4790.9,-3594.672607421875,4955.53,2930000,586,14.7945,37.2199
587,4932.23,-3496.987060546875,4988.8,2935000,587,14.469,37.4431
588,4917.64,-3695.35693359375,4968.79,2940000,588,14.2452,37.2776
589,4938.66,-3549.739990234375,4991.16,2945000,589,14.7333,37.183
590,4944.28,-3507.46728515625,5011.15,2950000,590,14.6974,37.3207
591,4903.31,-3558.4765625,5040.02,2955000,591,14.9348,37.2043
592,4766.74,-3748.459716796875,5006.45,2960000,592,15.3702,36.8439
593,4901.77,-3663.085205078125,4947.62,2965000,593,14.4087,36.7521
594,4619.62,-3782.740966796875,5034.0,2970000,594,15.8273,37.2372
595,4710.53,-3627.090576171875,4992.1,2975000,595,14.0602,37.0006
596,4634.18,-3694.68310546875,5019.88,2980000,596,14.7789,37.048
597,4705.07,-3979.501953125,4969.87,2985000,597,17.1787,37.0632
598,4908.08,-3784.115478515625,4978.64,2990000,598,15.3787,36.9038
599,4844.99,-3791.117431640625,4980.62,2995000,599,15.9547,37.687
600,4915.4,-3657.728515625,4985.85,3000000,600,15.5007,37.2769
601,4908.18,-3709.9560546875,4914.24,3005000,601,15.2673,37.6832
602,4724.97,-3699.616455078125,4975.84,3010000,602,15.0529,37.154
603,4913.25,-3631.364013671875,4999.3,3015000,603,14.5026,37.0453
604,4765.39,-3700.517578125,5058.68,3020000,604,14.2761,36.716
605,4647.19,-3656.402587890625,4989.64,3025000,605,14.3586,36.5256
606,4905.01,-3770.062744140625,4993.19,3030000,606,14.7314,37.4888
607,4712.01,-3736.94287109375,5031.94,3035000,607,14.5785,37.0768
608,4942.51,-3733.57958984375,5048.62,3040000,608,14.1737,36.827
609,4901.01,-3700.635986328125,5041.35,3045000,609,14.3529,36.8963
610,4903.72,-3798.788330078125,5018.44,3050000,610,14.3324,36.7521
611,4941.15,-3720.421875,5063.98,3055000,611,14.3576,36.9066
612,4894.87,-3788.27099609375,4992.21,3060000,612,13.9861,36.6457
613,4952.42,-3687.68115234375,5057.66,3065000,613,14.0845,36.2087
614,4796.48,-3753.217529296875,5046.47,3070000,614,15.019,37.0049
615,4566.75,-4494.041015625,4582.53,3075000,615,18.8331,40.4921
616,4832.29,-3896.976318359375,4894.76,3080000,616,14.766,36.9011
617,4935.7,-3534.956298828125,4974.04,3085000,617,15.1845,35.9542
618,4922.23,-3623.635986328125,4904.69,3090000,618,14.7503,36.9729
619,4899.08,-3748.802978515625,4961.18,3095000,619,14.5503,36.6093
620,4957.39,-3643.4443359375,5024.91,3100000,620,14.5521,36.422
621,4983.85,-3582.418212890625,5081.56,3105000,621,14.7552,36.1569
622,4779.05,-3733.71728515625,5085.82,3110000,622,15.4667,37.1724
623,4896.93,-3688.71923828125,4987.52,3115000,623,14.4972,36.8073
624,4912.09,-3830.824951171875,5028.49,3120000,624,14.7536,37.0863
625,4852.82,-3730.857666015625,4941.33,3125000,625,13.932,36.3014
626,4918.67,-3807.781005859375,5036.17,3130000,626,15.0682,36.883
627,4951.26,-3816.446044921875,5031.88,3135000,627,16.9955,36.5255
628,4941.48,-3794.432861328125,5046.97,3140000,628,14.7736,36.3764
629,4935.8,-3723.642578125,5082.9,3145000,629,14.4464,36.0565
630,4960.24,-3692.629150390625,5050.38,3150000,630,13.9546,36.2874
631,4969.99,-3708.738525390625,5047.94,3155000,631,14.1349,36.0844
632,4956.13,-3734.666259765625,5064.58,3160000,632,14.308,36.9526
633,4959.3,-3735.43359375,5033.37,3165000,633,14.2767,36.5033
634,4979.7,-3598.754638671875,5021.72,3170000,634,14.0241,36.1613
635,4963.96,-3755.274658203125,5019.87,3175000,635,14.0633,36.125
636,4949.37,-3767.4140625,4975.83,3180000,636,14.1514,36.4115
637,4962.95,-3823.49853515625,5011.89,3185000,637,13.9378,36.3213
638,5000.35,-3842.257568359375,5021.49,3190000,638,14.4018,37.0646
639,4981.57,-3867.36181640625,5019.88,3195000,639,14.2462,36.6396
640,4954.63,-3729.30810546875,5012.29,3200000,640,14.2531,35.8137
641,4976.53,-3883.706298828125,5066.05,3205000,641,14.6044,36.1978
642,4983.25,-3884.30029296875,5031.48,3210000,642,14.5595,36.4391
643,4983.54,-3878.4521484375,5018.7,3215000,643,14.4252,36.6859
644,5010.05,-4136.79833984375,5069.28,3220000,644,16.0405,36.5562
645,4968.67,-4112.6875,5085.39,3225000,645,15.1359,36.5194
646,4983.06,-3896.0185546875,5069.93,3230000,646,14.6885,36.0748
647,4778.1,-3985.38037109375,5022.56,3235000,647,15.0697,36.787
648,4972.12,-3986.85595703125,5018.19,3240000,648,14.8837,36.8329
649,4989.48,-3967.814697265625,5060.93,3245000,649,14.8615,36.0332
650,4926.65,-3971.43408203125,5043.91,3250000,650,14.6839,36.3325
651,5010.18,-3934.8671875,5080.11,3255000,651,14.6278,36.8586
652,5004.81,-3953.154541015625,5074.53,3260000,652,15.1632,36.8799
653,4947.27,-4023.038818359375,5063.85,3265000,653,14.0769,36.3525
654,4958.6,-4040.457763671875,5043.41,3270000,654,15.1816,36.598
655,4962.53,-4107.58056640625,5026.72,3275000,655,14.8034,36.4822
656,4919.98,-4116.703125,4981.6,3280000,656,14.7283,35.8685
657,5006.24,-4192.0927734375,5165.49,3285000,657,14.3288,36.4804
658,4946.98,-4235.181640625,5079.86,3290000,658,15.0702,35.9541
659,4864.49,-4323.18896484375,4975.81,3295000,659,14.4997,36.1269
660,4594.33,-4613.935546875,4902.44,3300000,660,15.7178,37.0631
661,4825.67,-4389.1591796875,4977.16,3305000,661,14.6185,36.1794
662,4885.97,-4321.78173828125,5000.24,3310000,662,14.4132,35.8246
663,4890.71,-4365.32861328125,4986.13,3315000,663,14.8894,36.3484
664,4937.85,-4317.66748046875,5039.53,3320000,664,14.3079,35.5186
665,4844.48,-4362.51025390625,4946.56,3325000,665,14.4321,35.9072
666,4988.32,-4413.44482421875,5083.76,3330000,666,14.6598,36.2765
667,4897.32,-4393.29931640625,5076.74,3335000,667,14.4739,36.4198
668,4955.85,-4493.4501953125,5088.24,3340000,668,14.337,36.7865
669,4537.63,-4337.2685546875,5068.0,3345000,669,14.0528,36.1769
670,5011.7,-4501.06591796875,5125.84,3350000,670,14.6255,36.5625
671,4842.87,-4442.9560546875,5024.57,3355000,671,14.7987,36.209
672,4975.62,-4507.03955078125,5072.1,3360000,672,13.963,36.0842
673,4963.29,-4425.5615234375,5088.66,3365000,673,14.3555,35.8876
674,4928.64,-4423.67236328125,5041.0,3370000,674,14.4554,36.3182
675,4977.66,-4395.94921875,5103.3,3375000,675,14.4737,35.6821
676,4938.45,-4492.81494140625,5120.61,3380000,676,13.9475,36.0541
677,4971.14,-4449.3076171875,5102.9,3385000,677,14.6217,36.5123
678,4932.54,-4626.24658203125,5080.79,3390000,678,16.4668,36.6668
679,4981.5,-4502.0947265625,5106.24,3395000,679,13.6793,35.8648
680,4909.74,-4656.32763671875,5037.7,3400000,680,13.6738,35.9999
681,4920.68,-4553.4970703125,5047.48,3405000,681,14.3377,36.9953
682,4926.41,-4558.09033203125,5123.57,3410000,682,13.3652,36.4022
683,4906.47,-4622.216796875,5053.03,3415000,683,14.0461,36.1443
684,4968.42,-4562.681640625,5089.11,3420000,684,14.5382,36.9085
685,4660.65,-4626.44189453125,5074.53,3425000,685,14.0591,36.5336
686,4979.31,-4585.6923828125,5080.92,3430000,686,14.4573,36.6016
687,4890.5,-4642.30615234375,5005.17,3435000,687,14.0963,36.4334
688,4869.8,-4523.8505859375,4942.49,3440000,688,13.9739,36.2958
689,4878.19,-4477.79345703125,4969.75,3445000,689,13.7408,35.4229
690,4902.11,-4667.52685546875,4994.17,3450000,690,14.1734,36.3807
691,4920.06,-4693.39990234375,5011.55,3455000,691,14.5387,36.228
692,4888.72,-4808.3818359375,5002.31,3460000,692,14.7168,36.5106
693,4921.94,-5064.10400390625,5074.17,3465000,693,14.5927,37.0459
694,4910.49,-4715.443359375,4945.78,3470000,694,14.083,35.8746
695,4873.34,-4721.84814453125,4936.46,3475000,695,13.7395,36.125
696,4902.81,-4844.16943359375,5031.59,3480000,696,14.3156,36.1685
697,4668.38,-4635.54296875,5013.36,3485000,697,14.1082,36.4005
698,4930.18,-4731.46142578125,5048.13,3490000,698,13.9019,36.4837
699,4751.08,-4730.0439453125,5032.02,3495000,699,14.141,35.9289
700,4894.43,-4715.70361328125,4978.97,3500000,700,13.53,36.0457
701,4989.69,-4806.8740234375,5150.54,3505000,701,14.3112,36.3641
702,4855.96,-4693.0966796875,5032.0,3510000,702,13.1829,35.9862
703,4912.29,-5284.7041015625,5050.74,3515000,703,13.565,36.1647
704,4902.11,-5341.44482421875,5092.59,3520000,704,12.8072,36.9798
705,4922.1,-4870.9697265625,5138.22,3525000,705,14.1278,36.4735
706,4914.35,-4967.90673828125,5026.74,3530000,706,14.4838,36.91
707,4932.87,-4881.654296875,5075.01,3535000,707,14.005,36.2499
708,4897.11,-4782.33544921875,5044.81,3540000,708,14.5252,36.3009
709,4888.81,-5091.5107421875,5059.21,3545000,709,13.798,36.5276
710,3847.68,-4868.783203125,4941.44,3550000,710,13.3579,35.9845
711,4272.66,-5023.6669921875,4745.17,3555000,711,13.9777,35.7086
712,4169.76,-4728.796875,4823.63,3560000,712,14.0742,36.322
713,3885.58,-5347.767578125,4651.6,3565000,713,17.7879,36.3705
714,4586.98,-5151.5771484375,4694.17,3570000,714,13.081,35.9748
715,4308.46,-5155.99658203125,4599.4,3575000,715,14.9963,36.4809
716,4123.63,-5194.2998046875,4842.51,3580000,716,14.0282,36.1971
717,3948.7,-5869.40576171875,4938.56,3585000,717,11.9029,36.5862
718,4227.0,-6207.06201171875,3217.06,3590000,718,13.5629,37.4323
719,4573.92,-5275.30322265625,4571.63,3595000,719,13.8386,36.0659
720,4062.84,-5854.70166015625,3860.0,3600000,720,15.363,36.8702
721,4457.78,-5200.31005859375,4998.43,3605000,721,13.3305,36.0331
722,4594.59,-5044.154296875,4951.47,3610000,722,12.9646,35.499
723,4665.83,-4976.9130859375,4953.83,3615000,723,13.6052,35.3379
724,4681.14,-5063.61669921875,4972.83,3620000,724,13.6875,35.9042
725,4738.28,-4884.35498046875,5008.65,3625000,725,13.1849,35.7502
726,4418.97,-5143.01904296875,4946.73,3630000,726,13.1959,35.8807
727,4532.06,-5285.505859375,4837.4,3635000,727,13.4432,35.7975
728,4834.35,-4886.83203125,4947.27,3640000,728,12.8326,35.5827
729,4708.53,-5316.85107421875,4969.4,3645000,729,13.3536,36.1558
730,4405.9,-5731.0810546875,5093.65,3650000,730,14.4714,36.5708
731,4463.91,-5124.73779296875,4908.09,3655000,731,12.8808,35.9256
732,4830.67,-5207.7568359375,4897.51,3660000,732,12.9177,35.2855
733,4773.78,-4992.24755859375,4939.28,3665000,733,13.3342,36.1112
734,4708.75,-5301.3095703125,4744.89,3670000,734,13.7756,36.0087
735,4861.44,-5121.0654296875,4957.85,3675000,735,13.7621,35.6046
736,4818.07,-5237.58056640625,4869.29,3680000,736,13.5283,35.7679
737,4794.31,-5207.38037109375,4857.08,3685000,737,13.664,36.0836
738,4698.67,-5426.82373046875,4752.67,3690000,738,14.2013,36.052
739,4944.64,-5200.52392578125,5072.93,3695000,739,13.1414,35.3938
740,4963.57,-5161.44677734375,5099.78,3700000,740,14.1673,35.651
741,4427.91,-5193.27685546875,5033.91,3705000,741,14.1556,35.7043
742,4945.72,-5064.3486328125,5068.31,3710000,742,13.4678,35.6482
743,4786.59,-6128.9638671875,5075.45,3715000,743,15.1518,36.7339
744,4915.0,-5415.5439453125,5084.61,3720000,744,14.1094,35.584
745,4924.22,-5438.48486328125,5052.88,3725000,745,13.9053,36.3403
746,4870.45,-5549.49951171875,5070.69,3730000,746,13.7347,36.0969
747,4709.68,-5548.4375,5014.37,3735000,747,13.4439,35.9317
748,4819.54,-5773.60205078125,5072.88,3740000,748,13.8435,35.7782
749,4219.8,-5410.88232421875,5075.89,3745000,749,13.2383,35.6877
750,4882.3,-5498.53271484375,5039.46,3750000,750,14.137,35.9565
751,4836.4,-5432.5302734375,5084.1,3755000,751,13.7433,35.8529
752,4790.46,-5413.43310546875,5055.51,3760000,752,13.8563,36.0781
753,4894.8,-5881.541015625,5041.6,3765000,753,14.1513,36.8474
754,4951.29,-5333.5107421875,5098.99,3770000,754,13.6361,35.355
755,4492.89,-5380.38232421875,5097.47,3775000,755,14.1461,35.8464
756,4806.79,-5627.11279296875,5088.87,3780000,756,13.2736,35.9703
757,4912.53,-5323.736328125,5064.65,3785000,757,13.1781,35.2541
758,4660.75,-5263.94921875,5038.96,3790000,758,13.5096,35.6696
759,4710.2,-5821.80029296875,5039.62,3795000,759,14.7563,36.4731
760,4705.48,-5594.7216796875,5016.35,3800000,760,13.6948,35.3774
761,4529.49,-5972.427734375,5052.56,3805000,761,15.4114,36.7026
762,4691.75,-5827.52587890625,5101.76,3810000,762,14.4441,36.1051
763,4361.81,-6295.4814453125,4790.08,3815000,763,14.8784,36.8593
764,4901.41,-5837.61865234375,5098.22,3820000,764,14.5736,35.7825
765,4646.74,-5844.01513671875,5104.81,3825000,765,14.6662,36.0798
