Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Forward KL,Running Update Time,Running Reverse KL,Reward Loss
4406.43,4529.39,1960000,392,452.4845,392,313.0899,-19776.90625
5027.92,5025.06,1965000,393,452.61,393,330.5874,-19816.77734375
4216.25,4617.5,1970000,394,449.7485,394,300.6366,-19573.525390625
4009.84,4070.61,1975000,395,451.8004,395,280.238,-18739.197265625
4137.85,4621.19,1980000,396,449.9469,396,296.514,-19708.67578125
3119.49,3834.98,1985000,397,449.3887,397,305.4841,-19206.53125
5055.79,4875.35,1990000,398,452.6865,398,352.4849,-19489.212890625
4946.29,4164.65,1995000,399,448.9607,399,308.3844,-19087.84765625
4110.24,4076.81,2000000,400,449.2763,400,261.2597,-19111.94140625
4666.13,4994.61,2005000,401,452.5421,401,315.9261,-19761.181640625
4141.9,4972.19,2010000,402,457.8946,402,339.3911,-19793.287109375
4084.97,3973.77,2015000,403,453.9764,403,279.7115,-18800.21875
4152.37,3812.8,2020000,404,448.4256,404,307.6561,-19360.232421875
4720.22,4985.3,2025000,405,453.66,405,317.3121,-19787.228515625
4862.83,4553.35,2030000,406,450.191,406,329.2137,-19683.1484375
4219.66,4448.19,2035000,407,454.3821,407,251.3529,-18831.447265625
4534.82,4768.91,2040000,408,454.8402,408,286.1914,-19497.603515625
4993.51,4591.19,2045000,409,451.2035,409,275.1467,-18904.59765625
3995.5,4300.32,2050000,410,452.9057,410,279.7056,-19088.3828125
4139.52,4173.46,2055000,411,450.9003,411,275.3694,-19327.994140625
4297.05,3956.79,2060000,412,449.739,412,303.5468,-19206.025390625
4843.25,4636.3,2065000,413,453.0371,413,279.8969,-19588.859375
3804.95,3742.46,2070000,414,454.661,414,247.1123,-18920.037109375
3571.94,4021.28,2075000,415,451.5804,415,260.4007,-19082.240234375
4130.48,4348.13,2080000,416,455.4126,416,261.9927,-18767.72265625
3234.6,2402.02,2085000,417,453.0372,417,253.6281,-18915.171875
4732.32,4568.04,2090000,418,453.6382,418,264.7459,-18893.044921875
2708.38,2984.44,2095000,419,453.0019,419,269.1362,-19291.037109375
4401.97,4525.39,2100000,420,454.2575,420,265.5768,-19294.06640625
3853.57,3210.8,2105000,421,450.4116,421,242.637,-19110.2109375
3340.67,3683.46,2110000,422,460.4337,422,252.5607,-17047.19140625
2029.14,2931.06,2115000,423,457.4091,423,271.9676,-18402.49609375
3545.63,3437.98,2120000,424,458.3589,424,280.2924,-19683.796875
4467.41,4377.37,2125000,425,461.5708,425,286.0136,-19595.2109375
4738.45,4637.29,2130000,426,463.2685,426,308.0342,-19814.1171875
3272.85,4358.78,2135000,427,464.8232,427,428.19,-19607.0625
4125.6,3742.77,2140000,428,457.112,428,266.2747,-19323.529296875
2658.35,2563.54,2145000,429,470.9114,429,781.7967,-19255.173828125
2234.75,3008.54,2150000,430,465.7901,430,270.6393,-18775.107421875
3119.69,3591.47,2155000,431,456.4697,431,262.3048,-18788.0703125
3828.48,3764.47,2160000,432,455.5944,432,262.1578,-19235.587890625
4250.94,4797.93,2165000,433,447.6002,433,270.5946,-19266.94921875
4204.4,4278.9,2170000,434,449.4447,434,285.0824,-19636.134765625
4640.42,4575.44,2175000,435,447.9629,435,285.2533,-19691.2265625
3363.83,4164.65,2180000,436,445.9541,436,297.4492,-19523.48046875
3899.32,3706.03,2185000,437,456.4635,437,289.6624,-19399.3828125
2739.68,2909.46,2190000,438,444.8104,438,319.4462,-18871.205078125
4344.46,3385.27,2195000,439,450.1186,439,251.8204,-18835.208984375
3898.76,3987.85,2200000,440,446.7641,440,273.2064,-19135.150390625
3050.2,3596.72,2205000,441,447.609,441,244.1247,-18678.52734375
2818.34,1949.06,2210000,442,458.2876,442,262.3614,-17665.73046875
4058.9,3799.83,2215000,443,451.4237,443,249.5651,-18611.3359375
3494.82,3453.17,2220000,444,449.5559,444,271.8984,-18938.466796875
3886.04,3032.24,2225000,445,447.3567,445,265.4439,-19078.994140625
3417.57,3266.4,2230000,446,445.1425,446,411.3778,-18824.818359375
2739.9,2548.48,2235000,447,455.4015,447,248.4303,-18329.818359375
3238.65,2617.81,2240000,448,452.9727,448,264.7813,-18298.279296875
3060.62,3025.74,2245000,449,451.4211,449,239.5498,-17717.982421875
1388.59,1514.22,2250000,450,464.7139,450,251.1074,-15960.7216796875
4611.83,3904.73,2255000,451,454.0688,451,302.1953,-19570.11328125
2987.96,2483.76,2260000,452,460.7889,452,261.8518,-16885.814453125
3766.95,3831.13,2265000,453,456.6308,453,302.9052,-19219.7109375
3624.6,3354.92,2270000,454,460.521,454,269.2328,-18500.095703125
3200.92,3115.76,2275000,455,458.9021,455,288.8232,-18512.693359375
3544.37,4176.41,2280000,456,457.1556,456,310.2598,-19536.724609375
4177.18,4345.09,2285000,457,460.538,457,272.5555,-18782.361328125
3711.83,4059.38,2290000,458,456.6981,458,259.2234,-18486.025390625
3930.75,3777.03,2295000,459,454.2012,459,291.6208,-18267.857421875
3777.72,4156.31,2300000,460,455.8188,460,278.1313,-18295.083984375
4334.13,4304.43,2305000,461,455.9904,461,322.2746,-19437.33203125
4052.74,4488.33,2310000,462,451.1684,462,291.7949,-18992.390625
4493.24,4517.69,2315000,463,461.1017,463,328.3559,-19709.064453125
3907.29,3354.2,2320000,464,458.2308,464,335.8444,-19564.294921875
4442.15,3914.31,2325000,465,460.3509,465,342.0387,-19563.81640625
2429.13,3509.09,2330000,466,459.5011,466,294.2593,-19350.626953125
3993.13,3486.62,2335000,467,456.3155,467,292.3441,-18765.513671875
3648.8,4523.38,2340000,468,460.7605,468,309.1751,-19317.6875
4987.22,4644.2,2345000,469,467.1889,469,314.3435,-19195.3359375
4374.34,3428.53,2350000,470,469.7742,470,314.8579,-19412.015625
4697.98,4702.81,2355000,471,463.6535,471,323.1085,-19478.447265625
4526.92,4789.48,2360000,472,461.9062,472,300.4298,-18731.765625
4187.11,4215.87,2365000,473,463.9896,473,312.9412,-19215.7421875
4172.48,4262.25,2370000,474,466.6944,474,310.7703,-18449.408203125
4139.27,4237.81,2375000,475,464.8834,475,339.0176,-18522.708984375
4664.83,4506.24,2380000,476,470.0856,476,367.7384,-19831.380859375
4208.09,4379.29,2385000,477,461.7711,477,317.3921,-18482.869140625
3280.2,3944.46,2390000,478,462.5318,478,356.5287,-18387.53125
4890.89,4476.46,2395000,479,462.9159,479,380.2608,-19545.638671875
3534.61,3630.86,2400000,480,468.7213,480,365.2123,-18380.189453125
4279.27,4455.78,2405000,481,469.8868,481,404.6241,-19854.251953125
3488.18,4172.36,2410000,482,466.6022,482,367.7127,-18966.94140625
4905.48,4745.2,2415000,483,472.3394,483,399.3495,-19693.029296875
4405.26,4782.99,2420000,484,470.5185,484,378.5044,-19302.82421875
4370.3,4575.3,2425000,485,471.4977,485,371.4094,-19494.064453125
4373.21,4473.53,2430000,486,468.0375,486,371.9828,-19576.9453125
4209.34,3686.06,2435000,487,460.2761,487,361.2686,-19614.951171875
4152.0,4393.88,2440000,488,461.4346,488,357.4751,-19262.64453125
4705.53,4408.85,2445000,489,459.6351,489,377.386,-19828.98828125
4523.27,4523.93,2450000,490,459.5578,490,382.5954,-19672.599609375
4624.46,4117.04,2455000,491,464.1132,491,392.227,-19823.138671875
2709.79,2607.17,2460000,492,458.07,492,311.2203,-18330.6015625
4159.96,3918.57,2465000,493,457.4133,493,310.0475,-18563.1484375
4301.5,4016.7,2470000,494,465.0227,494,373.7176,-19402.673828125
3443.02,2911.53,2475000,495,468.2777,495,518.1961,-19405.341796875
4051.67,3788.88,2480000,496,462.5802,496,322.4501,-18378.0703125
3571.59,4219.69,2485000,497,464.6987,497,341.4862,-18807.0
4084.65,4004.21,2490000,498,463.8875,498,359.4559,-18783.70703125
4914.19,4630.75,2495000,499,466.5542,499,471.0987,-19866.166015625
4174.84,4317.16,2500000,500,466.0721,500,349.3821,-18930.00390625
4250.83,4149.67,2505000,501,462.7463,501,408.3213,-19360.4140625
3336.96,3580.75,2510000,502,468.5623,502,388.1823,-18808.3515625
3899.74,4226.18,2515000,503,456.2202,503,412.0774,-19333.84765625
4753.72,4855.65,2520000,504,464.2686,504,402.9165,-19375.1796875
4552.53,4393.7,2525000,505,469.7911,505,446.9011,-19468.0
4133.34,4582.62,2530000,506,466.8789,506,442.8102,-19511.5625
5046.05,4628.16,2535000,507,472.4526,507,492.3561,-19880.767578125
4263.32,4453.11,2540000,508,471.4186,508,403.1155,-19366.6875
4490.4,4942.96,2545000,509,469.9059,509,460.6506,-19857.275390625
4942.23,4636.75,2550000,510,472.6541,510,468.8035,-19887.5703125
4801.23,4585.01,2555000,511,472.0047,511,501.8901,-19876.029296875
3995.48,4605.28,2560000,512,475.7729,512,480.6426,-19892.931640625
5018.89,4833.75,2565000,513,474.3441,513,534.4008,-19884.650390625
4911.46,4700.04,2570000,514,469.1088,514,417.0001,-19454.6640625
4371.0,4644.09,2575000,515,469.7697,515,462.0817,-19830.859375
4919.34,4923.61,2580000,516,477.3256,516,518.5529,-19897.15625
4351.89,4464.3,2585000,517,471.5468,517,416.7356,-19672.71875
4920.08,4829.09,2590000,518,477.3795,518,506.2583,-19901.787109375
3957.44,4561.46,2595000,519,464.4516,519,413.6452,-19440.84375
4574.77,4879.06,2600000,520,477.7233,520,468.1501,-19896.68359375
4862.86,4779.73,2605000,521,480.0666,521,457.0804,-19491.349609375
4794.79,4661.35,2610000,522,474.9722,522,565.5615,-18131.400390625
4516.58,4433.1,2615000,523,468.7433,523,483.7596,-19886.29296875
4294.26,4327.73,2620000,524,471.9275,524,447.3901,-19585.625
4671.71,4531.01,2625000,525,480.5638,525,483.2916,-19909.31640625
4902.37,4541.29,2630000,526,477.3503,526,463.2102,-19365.93359375
4246.53,3477.49,2635000,527,477.8851,527,380.0183,-18626.791015625
4208.69,3977.84,2640000,528,473.4833,528,462.941,-19909.98046875
4796.26,4367.82,2645000,529,473.489,529,372.5458,-18964.322265625
1717.55,1558.81,2650000,530,480.2414,530,329.6645,-17417.724609375
4185.59,3572.56,2655000,531,472.7399,531,408.0188,-19334.9453125
4685.7,4327.89,2660000,532,475.6403,532,387.4418,-18884.998046875
3770.32,2149.12,2665000,533,480.7317,533,299.6442,-17474.2578125
3447.69,3586.89,2670000,534,469.4342,534,374.4266,-18502.06640625
4785.19,4720.03,2675000,535,471.4321,535,475.384,-19912.41796875
4347.43,3889.72,2680000,536,464.3415,536,361.5054,-18877.796875
4726.37,4829.53,2685000,537,476.6971,537,469.0495,-19915.2109375
4300.02,4910.91,2690000,538,468.9797,538,414.4322,-19218.552734375
4502.56,4798.25,2695000,539,473.6719,539,403.0998,-19161.138671875
4763.43,4783.67,2700000,540,477.9471,540,388.0866,-18694.123046875
4454.78,4687.82,2705000,541,474.6959,541,438.805,-19703.455078125
2494.82,2964.54,2710000,542,471.814,542,382.8694,-18985.359375
4253.95,4422.29,2715000,543,472.2554,543,409.7254,-19240.34375
4168.89,4084.55,2720000,544,467.2479,544,385.0212,-19265.962890625
4613.16,4882.82,2725000,545,468.6958,545,434.9256,-19912.302734375
4933.84,4943.14,2730000,546,476.3983,546,471.9649,-19899.0625
4963.11,4966.3,2735000,547,475.2936,547,464.9982,-19912.2578125
4958.06,4958.53,2740000,548,471.5352,548,478.9725,-19898.212890625
4863.07,4434.38,2745000,549,476.7796,549,419.2814,-19598.306640625
4474.59,4714.32,2750000,550,475.99,550,383.1046,-19029.259765625
4469.28,4464.58,2755000,551,473.5031,551,413.3207,-19510.626953125
4555.11,4823.74,2760000,552,467.3706,552,422.0886,-19899.21875
4635.88,4366.86,2765000,553,482.4331,553,460.92,-19891.201171875
4966.46,4959.55,2770000,554,474.5081,554,468.3493,-19907.234375
4694.71,4671.57,2775000,555,477.0106,555,433.4755,-19714.568359375
4754.8,4746.28,2780000,556,482.9131,556,411.6637,-19610.9921875
4353.35,4201.54,2785000,557,486.1561,557,401.3905,-19285.091796875
4693.51,3663.85,2790000,558,476.9322,558,455.4759,-19843.638671875
4889.19,4625.32,2795000,559,490.8199,559,467.0555,-19906.5
4739.22,4838.94,2800000,560,483.473,560,432.6868,-19636.173828125
4332.99,4408.74,2805000,561,480.4615,561,473.2566,-19439.5859375
2877.59,3008.06,2810000,562,479.4909,562,376.0829,-19152.30859375
4521.92,4805.11,2815000,563,488.9628,563,402.7311,-19420.333984375
1897.12,1164.32,2820000,564,482.5831,564,512.497,-16754.390625
4453.72,4675.27,2825000,565,483.0446,565,451.9799,-19856.978515625
4401.5,4875.79,2830000,566,478.547,566,458.827,-19685.005859375
4450.01,4431.32,2835000,567,475.5515,567,487.57,-19465.91015625
4890.71,4858.34,2840000,568,478.7236,568,485.9393,-19840.783203125
5003.05,4902.59,2845000,569,493.7554,569,501.6762,-19584.6640625
4107.02,4578.79,2850000,570,486.0979,570,573.3708,-19855.896484375
4814.04,4851.22,2855000,571,489.9099,571,513.2287,-19842.400390625
4549.7,4398.39,2860000,572,490.6094,572,475.8753,-19750.4375
4845.73,4393.44,2865000,573,490.386,573,522.9324,-19919.91796875
4576.07,4643.22,2870000,574,481.9619,574,461.0178,-19558.689453125
4857.69,4898.79,2875000,575,492.1514,575,466.0599,-19708.1484375
5008.15,4961.18,2880000,576,498.376,576,495.3832,-19891.125
4960.53,4963.63,2885000,577,492.8801,577,524.047,-19917.66796875
4957.86,5029.62,2890000,578,485.5774,578,463.0692,-19468.37109375
4560.16,4715.9,2895000,579,489.0907,579,463.7327,-19747.2734375
5058.54,4944.45,2900000,580,490.3628,580,526.1054,-19918.44921875
5000.57,4576.68,2905000,581,496.8899,581,492.8946,-19871.859375
4900.87,5041.25,2910000,582,494.3036,582,490.6943,-19767.861328125
4733.64,4812.7,2915000,583,481.4665,583,500.7763,-19905.453125
4293.79,4774.6,2920000,584,488.7403,584,473.8999,-19830.421875
4609.58,4233.41,2925000,585,488.3088,585,709.5985,-19337.353515625
4872.55,4417.97,2930000,586,491.103,586,463.283,-19184.765625
4787.55,5008.05,2935000,587,496.9703,587,465.5038,-19552.078125
2699.4,1992.04,2940000,588,482.5632,588,419.4807,-19450.765625
3915.6,3679.98,2945000,589,486.9769,589,441.06,-19247.666015625
4432.27,4403.48,2950000,590,493.572,590,449.8753,-19689.033203125
5031.11,4558.03,2955000,591,495.1332,591,431.9218,-19370.08984375
5003.9,4826.87,2960000,592,490.3204,592,455.8682,-19749.919921875
4928.72,5015.38,2965000,593,487.2639,593,430.7811,-19469.189453125
4784.6,5013.29,2970000,594,491.3159,594,475.7811,-19636.5703125
4886.59,4668.63,2975000,595,497.1213,595,490.9928,-19537.416015625
5010.74,5006.24,2980000,596,491.7043,596,507.374,-19913.806640625
4751.02,4652.02,2985000,597,492.1308,597,509.9599,-19907.693359375
4797.95,4905.06,2990000,598,493.1071,598,508.4745,-19907.794921875
3059.37,3346.27,2995000,599,486.1907,599,377.0192,-19059.740234375
