Running Forward KL,Itration,Real Det Return,Running Env Steps,Real Sto Return,Running Reverse KL,Running Update Time,Reward Loss
156.7469,385,2311.45,1925000,1962.9,15.1016,385,-14030.7080078125
156.7867,386,2290.22,1930000,1943.27,15.1108,386,-14031.505859375
156.6201,387,2307.73,1935000,1974.68,15.2594,387,-14072.087890625
156.6048,388,2320.63,1940000,1960.65,15.2063,388,-14059.4267578125
156.741,389,2324.12,1945000,1969.49,15.4497,389,-14106.8056640625
156.663,390,2317.37,1950000,1960.99,15.2541,390,-14153.1845703125
156.7905,391,2292.37,1955000,1939.07,15.1062,391,-14130.16015625
156.6359,392,2312.91,1960000,1958.42,15.2961,392,-14158.1875
156.5517,393,2289.47,1965000,1949.88,15.2294,393,-14141.5791015625
156.8117,394,2292.14,1970000,1951.99,15.1181,394,-14131.9150390625
156.7086,395,2307.05,1975000,1951.2,15.2089,395,-14207.75
156.6854,396,2315.44,1980000,1969.47,15.25,396,-14198.6611328125
156.599,397,2289.34,1985000,1932.9,14.9646,397,-14180.1533203125
156.6741,398,2273.29,1990000,1963.35,15.3466,398,-14202.4208984375
156.5183,399,2291.98,1995000,1956.99,15.2792,399,-14237.861328125
156.7922,400,2297.77,2000000,1954.82,15.1835,400,-14317.8515625
156.6981,401,2315.88,2005000,1954.85,15.0915,401,-14310.7216796875
156.5919,402,2276.02,2010000,1924.65,14.9556,402,-14249.193359375
156.5649,403,2284.02,2015000,1936.38,14.9955,403,-14288.9541015625
156.7053,404,2322.79,2020000,1969.25,15.2363,404,-14367.1669921875
156.6503,405,2281.54,2025000,1933.79,14.9799,405,-14349.3916015625
156.7001,406,2326.35,2030000,1958.94,15.2485,406,-14410.5419921875
156.4871,407,2302.47,2035000,1924.36,15.0384,407,-14315.490234375
156.6717,408,2274.18,2040000,1941.61,14.8145,408,-14373.169921875
156.6316,409,2282.2,2045000,1946.71,15.0494,409,-14365.345703125
156.6869,410,2300.26,2050000,1944.63,15.1707,410,-14464.208984375
156.668,411,2294.83,2055000,1927.87,15.0253,411,-14444.2314453125
156.6629,412,2297.24,2060000,1958.7,15.1307,412,-14445.40234375
156.6127,413,2281.15,2065000,1943.9,15.2196,413,-14489.59765625
156.7468,414,2296.55,2070000,1941.32,15.1055,414,-14538.0478515625
156.6069,415,2301.45,2075000,1956.22,15.0989,415,-14502.7431640625
156.7289,416,2280.2,2080000,1954.36,15.33,416,-14586.4853515625
156.7487,417,2263.8,2085000,1920.04,15.1992,417,-14624.03515625
156.4975,418,2276.67,2090000,1908.8,15.0385,418,-14562.7744140625
156.5425,419,2289.98,2095000,1932.08,15.1532,419,-14596.2138671875
156.5683,420,2292.59,2100000,1947.44,15.237,420,-14637.203125
156.7299,421,2282.37,2105000,1932.97,15.1441,421,-14714.501953125
156.595,422,2266.02,2110000,1918.52,15.0317,422,-14632.08984375
156.6162,423,2319.59,2115000,1945.23,15.0228,423,-14763.50390625
156.5334,424,2277.87,2120000,1918.64,15.0056,424,-14680.349609375
156.7046,425,2302.54,2125000,1939.24,15.1799,425,-14732.025390625
156.5779,426,2263.76,2130000,1914.55,14.9585,426,-14720.373046875
156.7123,427,2280.8,2135000,1933.95,15.0053,427,-14701.240234375
156.6716,428,2292.47,2140000,1948.87,15.3285,428,-14806.5048828125
156.6068,429,2290.07,2145000,1930.94,14.9141,429,-14769.259765625
156.6382,430,2286.74,2150000,1940.51,15.0309,430,-14822.046875
156.6696,431,2282.79,2155000,1919.03,15.0231,431,-14783.193359375
156.536,432,2283.84,2160000,1940.98,15.0973,432,-14856.4248046875
156.6679,433,2269.12,2165000,1912.5,15.0957,433,-14843.8720703125
156.4889,434,2261.32,2170000,1914.84,14.9184,434,-14874.6015625
156.6029,435,2287.67,2175000,1932.78,15.1725,435,-14890.796875
156.6274,436,2262.03,2180000,1949.87,14.9886,436,-14868.5400390625
156.5897,437,2255.73,2185000,1921.88,15.0034,437,-14888.70703125
156.5934,438,2291.93,2190000,1942.16,15.0368,438,-14946.6728515625
156.6382,439,2309.54,2195000,1934.12,15.0083,439,-14952.4541015625
156.6709,440,2287.75,2200000,1948.52,15.3635,440,-15003.5595703125
156.7053,441,2271.59,2205000,1925.16,15.1139,441,-15038.75
156.6541,442,2312.03,2210000,1942.4,15.1705,442,-15009.169921875
156.696,443,2302.18,2215000,1940.9,15.1666,443,-15048.5556640625
156.5933,444,2275.96,2220000,1908.74,14.8886,444,-15066.98046875
156.6084,445,2282.06,2225000,1944.31,14.9305,445,-15078.03515625
156.6237,446,2305.17,2230000,1942.42,15.0702,446,-15086.0751953125
156.6446,447,2293.62,2235000,1961.31,15.0155,447,-15077.375
156.6054,448,2309.13,2240000,1943.73,15.0887,448,-15095.029296875
156.6319,449,2318.86,2245000,1969.25,15.2899,449,-15108.70703125
156.6093,450,2280.38,2250000,1920.0,14.9161,450,-15114.7802734375
156.6097,451,2281.42,2255000,1918.76,15.0632,451,-15121.8720703125
156.6337,452,2327.41,2260000,1953.29,15.0511,452,-15214.91015625
156.5694,453,2281.41,2265000,1951.59,14.9119,453,-15131.0556640625
156.7137,454,2284.08,2270000,1943.98,15.0705,454,-15195.955078125
156.5412,455,2298.31,2275000,1952.89,15.1139,455,-15215.3681640625
156.5648,456,2288.27,2280000,1947.27,14.9243,456,-15272.0146484375
156.5702,457,2307.49,2285000,1950.05,14.9118,457,-15206.9208984375
156.6571,458,2306.54,2290000,1944.29,14.9174,458,-15249.4091796875
156.6235,459,2300.09,2295000,1928.09,15.1813,459,-15337.796875
156.5778,460,2310.25,2300000,1946.36,15.1825,460,-15331.3896484375
156.5472,461,2309.27,2305000,1919.99,15.2206,461,-15330.0517578125
156.4292,462,2332.83,2310000,1949.76,15.1598,462,-15463.1171875
156.527,463,2296.28,2315000,1897.94,14.8834,463,-15408.45703125
156.5025,464,2304.58,2320000,1950.71,14.9539,464,-15399.962890625
156.5929,465,2246.22,2325000,1881.42,14.9591,465,-15423.126953125
