Itration,Running Forward KL,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return
385,37.5415,16.2148,-2062.19775390625,1925000,385,4683.23,4856.16
386,34.8106,14.0099,-1874.7603759765625,1930000,386,4554.21,4636.91
387,34.7811,15.616,-1838.074951171875,1935000,387,4677.85,4749.7
388,36.9314,14.8564,-1998.3570556640625,1940000,388,4547.0,4614.29
389,35.8489,13.954,-1932.8541259765625,1945000,389,4681.82,4822.11
390,36.0263,14.6253,-1914.4437255859375,1950000,390,4695.99,4821.51
391,35.3734,14.4955,-1849.233642578125,1955000,391,4740.24,4989.86
392,34.6161,14.6654,-1815.8297119140625,1960000,392,4783.49,4969.71
393,35.2372,14.849,-1947.5675048828125,1965000,393,4802.04,4945.89
394,33.8234,14.2176,-1812.224609375,1970000,394,4842.57,5035.74
395,34.6061,14.7844,-1883.5623779296875,1975000,395,4692.78,5010.21
396,35.0983,14.321,-1872.5455322265625,1980000,396,4819.2,5023.31
397,34.8929,15.1562,-2027.2864990234375,1985000,397,4793.97,4918.42
398,34.2811,13.9567,-1829.703369140625,1990000,398,4825.41,5070.57
399,34.9889,14.4083,-1980.4862060546875,1995000,399,4725.23,4952.21
400,33.513,13.9648,-1819.6453857421875,2000000,400,4829.11,4992.97
401,34.2856,14.3682,-1877.5076904296875,2005000,401,4846.04,4943.51
402,34.264,14.5234,-2021.6090087890625,2010000,402,4859.06,5029.49
403,34.7163,13.7096,-1981.5321044921875,2015000,403,4781.01,4898.84
404,34.5691,14.5864,-1928.865234375,2020000,404,4854.99,5035.75
405,34.9128,14.8374,-2021.900146484375,2025000,405,4833.41,4931.39
406,36.6359,14.724,-2874.918701171875,2030000,406,3205.5,4778.64
407,42.8372,16.4831,-3366.3974609375,2035000,407,3279.96,1229.26
408,38.259,15.7003,-2636.73876953125,2040000,408,4076.69,4054.73
409,34.7974,15.0623,-2105.587158203125,2045000,409,4508.66,4740.9
410,35.1227,15.5785,-2360.26318359375,2050000,410,4499.57,4589.1
411,34.9437,14.2423,-2367.349365234375,2055000,411,4349.68,4291.77
412,35.8983,14.61,-2395.21044921875,2060000,412,4535.89,4586.67
413,47.1477,38.4512,-4909.79736328125,2065000,413,478.99,318.32
414,54.8888,67.459,-5167.74365234375,2070000,414,-25.67,-27.9
415,40.1445,15.5814,-3051.977294921875,2075000,415,3082.83,3788.98
416,41.5012,15.904,-2854.307861328125,2080000,416,3500.96,3653.06
417,42.733,28.1777,-4437.61865234375,2085000,417,2023.91,2123.41
418,41.2465,18.2924,-3300.541015625,2090000,418,3274.28,3356.1
419,37.7536,18.4926,-2766.4736328125,2095000,419,4220.53,3942.54
420,43.1338,18.827,-3398.5078125,2100000,420,3597.37,3598.67
421,42.1057,21.6683,-2942.984130859375,2105000,421,3865.7,3765.08
422,38.0852,18.0211,-2489.1552734375,2110000,422,2657.28,3658.46
423,44.6829,27.3824,-4943.4873046875,2115000,423,-13.67,-12.44
424,40.8803,18.4566,-2764.518798828125,2120000,424,3829.45,3751.17
425,41.0681,17.3416,-3500.108642578125,2125000,425,3368.95,3896.12
426,52.8952,69.9952,-5902.54052734375,2130000,426,25.09,24.81
427,40.815,18.8206,-3703.36962890625,2135000,427,3593.28,3537.8
428,42.4299,21.9737,-4449.6298828125,2140000,428,4.88,9.5
429,40.6409,27.1727,-3858.0859375,2145000,429,3325.11,3886.49
430,48.3239,50.8687,-5808.2294921875,2150000,430,1126.4,1022.86
431,39.4785,43.1487,-5061.81689453125,2155000,431,2009.39,2067.2
432,55.727,89.8163,-6160.26416015625,2160000,432,24.13,69.38
433,37.7205,20.5802,-3671.718994140625,2165000,433,3867.78,4339.94
434,38.5084,25.5566,-4104.79345703125,2170000,434,2772.48,2656.98
435,34.6881,18.2994,-2392.822265625,2175000,435,4613.71,4577.3
436,37.1575,17.0508,-2626.495361328125,2180000,436,4521.04,4611.3
437,36.3839,16.3207,-2735.631591796875,2185000,437,4518.5,4610.97
438,35.9474,16.284,-2434.019775390625,2190000,438,4581.77,4734.27
439,35.3662,15.8215,-2406.8369140625,2195000,439,4605.28,4721.34
440,35.9303,15.5958,-2643.8642578125,2200000,440,4603.61,4781.06
441,35.821,14.5068,-2701.7265625,2205000,441,4531.65,4652.63
442,36.4343,14.047,-2888.34716796875,2210000,442,4496.37,4680.68
443,36.5023,13.4038,-2786.143798828125,2215000,443,4436.81,4597.98
444,37.1663,13.3636,-3123.230224609375,2220000,444,4042.98,4355.89
445,37.1743,12.2952,-3115.311279296875,2225000,445,4124.62,4439.75
446,37.6418,11.3942,-3388.171630859375,2230000,446,4194.85,4186.02
447,34.9229,12.652,-2732.621337890625,2235000,447,4505.89,4727.9
448,36.2868,13.4208,-2841.505615234375,2240000,448,4571.88,4823.91
449,35.4039,13.0251,-2668.82763671875,2245000,449,4556.2,4814.13
450,35.8739,13.8528,-2874.08349609375,2250000,450,4600.71,4735.15
451,36.2758,13.8232,-2902.43212890625,2255000,451,4590.61,4827.14
452,35.8716,14.2785,-2804.289306640625,2260000,452,4651.67,4803.68
453,36.4887,14.4264,-2806.1669921875,2265000,453,4693.67,5038.56
454,37.4613,13.8387,-2957.74658203125,2270000,454,4614.68,4954.57
455,36.5251,14.2924,-2835.640625,2275000,455,4675.14,5026.02
456,36.8918,14.6482,-2985.05029296875,2280000,456,4457.33,4898.38
457,36.499,14.7595,-2873.755615234375,2285000,457,4696.5,5006.74
458,37.2473,14.6787,-3017.892822265625,2290000,458,4626.35,5031.16
459,38.3537,13.5036,-3242.54443359375,2295000,459,3944.08,4745.29
460,37.6621,13.4729,-3272.9443359375,2300000,460,4422.57,4776.88
461,36.8104,14.8696,-2918.7646484375,2305000,461,4640.36,4914.1
462,36.8722,14.4707,-2931.47900390625,2310000,462,4559.29,4862.33
463,36.7034,14.0914,-2890.585205078125,2315000,463,4576.13,4882.93
464,37.8044,14.2977,-2990.954345703125,2320000,464,4524.07,4527.06
465,37.5094,14.1495,-3003.2138671875,2325000,465,4555.38,4746.13
466,37.1391,13.9797,-3039.446533203125,2330000,466,4516.7,4730.52
467,36.7707,14.203,-2964.0615234375,2335000,467,4613.58,4835.32
468,37.0014,14.6186,-3193.488037109375,2340000,468,4586.98,4779.12
469,36.1731,13.9641,-2960.95361328125,2345000,469,4584.59,4761.8
470,36.0304,14.1316,-3022.381591796875,2350000,470,4605.31,4791.34
471,36.2943,14.0906,-2944.5888671875,2355000,471,4574.66,4755.51
472,36.2871,14.9704,-2970.8818359375,2360000,472,4642.59,4785.47
473,36.355,14.6172,-2933.54638671875,2365000,473,4668.74,4793.31
474,35.5605,14.4435,-2851.08154296875,2370000,474,4734.78,4943.25
475,35.8611,13.9775,-2971.907958984375,2375000,475,4740.43,4967.32
476,35.2002,14.694,-2743.108154296875,2380000,476,4867.89,4961.63
477,35.1994,14.7849,-2776.260009765625,2385000,477,4881.48,4993.66
478,34.6919,14.5956,-2775.700927734375,2390000,478,4859.88,4988.25
479,34.0773,13.9397,-2520.62255859375,2395000,479,4950.74,5011.3
480,34.1478,14.0875,-2508.6962890625,2400000,480,4931.98,5080.02
481,33.9548,14.5655,-2578.90869140625,2405000,481,4912.94,5048.63
482,33.3272,14.4213,-2513.477294921875,2410000,482,4926.4,5110.25
483,34.2786,14.8028,-2584.352294921875,2415000,483,4983.52,5048.15
484,33.9747,14.7775,-2596.216552734375,2420000,484,4962.2,5111.92
485,33.8035,14.117,-2680.681396484375,2425000,485,4899.94,4969.39
486,34.1658,14.659,-2649.6435546875,2430000,486,4919.14,5113.25
487,33.732,14.577,-2686.31201171875,2435000,487,4890.71,5080.08
488,33.774,14.4311,-2769.981689453125,2440000,488,4870.82,4957.86
489,33.9777,14.123,-2748.68212890625,2445000,489,4902.3,5019.82
490,33.2927,14.0571,-2598.18505859375,2450000,490,4172.19,5029.23
491,34.9061,15.6035,-2720.445556640625,2455000,491,4914.64,5026.23
492,42.405,20.5302,-4881.17578125,2460000,492,1241.21,1527.72
493,49.4893,68.5172,-6250.97802734375,2465000,493,111.97,108.27
494,44.0435,50.0105,-5173.11572265625,2470000,494,1698.23,2175.18
495,42.1679,22.5945,-4460.07666015625,2475000,495,3570.91,3683.0
496,42.5916,21.402,-3798.252197265625,2480000,496,3800.99,3805.78
497,42.6065,42.8226,-5602.0322265625,2485000,497,277.26,272.21
498,55.2827,82.6332,-6950.58740234375,2490000,498,-64.15,-65.04
499,57.092,68.0303,-6440.10986328125,2495000,499,15.99,19.32
500,41.2423,20.6332,-3835.98876953125,2500000,500,3689.99,3646.88
501,38.2289,18.5879,-3360.950927734375,2505000,501,4107.93,4100.53
502,38.2064,17.3417,-3418.0244140625,2510000,502,4237.95,4249.14
503,36.4023,17.2423,-3081.531005859375,2515000,503,4360.52,4403.21
504,40.4612,39.2643,-5895.1923828125,2520000,504,1432.14,1003.71
505,35.3288,14.7568,-2861.4697265625,2525000,505,4501.88,4494.89
506,35.9787,14.8197,-2907.267822265625,2530000,506,4565.0,4644.74
507,35.2067,14.6514,-2835.674560546875,2535000,507,4576.77,4654.96
508,36.6178,14.6596,-3149.427001953125,2540000,508,4483.12,4567.86
509,39.0342,16.9914,-3469.69775390625,2545000,509,4363.94,4387.54
510,36.7476,15.4692,-3079.05712890625,2550000,510,4594.58,4612.71
511,37.1434,15.8359,-3182.900390625,2555000,511,4476.8,4524.11
512,37.2162,15.6239,-3140.603759765625,2560000,512,4524.11,4580.72
513,36.7976,14.7849,-3031.866943359375,2565000,513,4553.14,4594.43
514,36.2609,15.3368,-3073.50390625,2570000,514,4566.03,4624.19
515,36.297,14.825,-3056.43603515625,2575000,515,4573.6,4555.66
516,35.1139,14.3504,-3017.81103515625,2580000,516,4637.07,4665.04
517,35.184,14.1505,-3008.93896484375,2585000,517,4605.67,4679.86
518,34.624,14.1501,-2970.830322265625,2590000,518,4664.25,4691.25
519,35.2079,14.0853,-3135.159423828125,2595000,519,4608.49,4689.16
520,35.5588,14.5547,-3024.8525390625,2600000,520,4616.3,4714.39
521,34.8488,13.8323,-3061.004638671875,2605000,521,4603.66,4739.88
522,34.9042,13.5085,-2987.845458984375,2610000,522,4645.82,4732.5
523,34.8965,13.6156,-3132.060546875,2615000,523,4598.92,4778.12
524,34.4986,12.3294,-3144.267822265625,2620000,524,4588.21,4750.47
525,34.1662,12.7455,-3308.0712890625,2625000,525,4521.16,4699.99
526,35.9699,11.9545,-3582.59033203125,2630000,526,4309.03,4531.53
527,35.0819,12.1187,-3396.3095703125,2635000,527,4372.9,4191.24
528,35.535,12.4481,-3509.8486328125,2640000,528,4457.63,4390.12
529,35.2889,12.7203,-3612.968994140625,2645000,529,4374.92,3949.39
530,35.7224,12.4906,-3432.34619140625,2650000,530,4426.89,4257.11
531,34.9401,12.0855,-3375.508544921875,2655000,531,4433.62,4627.6
532,34.3289,12.2042,-3335.67431640625,2660000,532,4509.31,4725.6
533,34.7875,11.9592,-3366.875244140625,2665000,533,4461.75,4637.18
534,34.5846,12.3025,-3285.9443359375,2670000,534,4568.61,4717.81
535,35.3535,12.3359,-3569.7822265625,2675000,535,4417.52,4605.05
536,36.1175,12.5411,-3739.85205078125,2680000,536,4371.93,4281.75
537,36.351,12.5034,-3648.62109375,2685000,537,4385.6,4522.83
538,36.4911,12.8092,-3629.09326171875,2690000,538,4332.26,4352.68
539,36.081,12.9202,-3651.4716796875,2695000,539,4363.42,4526.45
540,36.0596,12.8261,-3619.024658203125,2700000,540,4410.89,4536.32
541,35.5026,13.1677,-3688.07470703125,2705000,541,4413.2,4586.06
542,35.9364,13.1968,-3777.3564453125,2710000,542,4382.14,4404.14
543,35.7855,13.1234,-3698.97216796875,2715000,543,4420.71,4534.26
544,35.742,13.1233,-3694.117431640625,2720000,544,4395.1,4571.11
545,35.9437,13.6516,-3614.588134765625,2725000,545,4405.21,4486.39
546,35.0585,12.9465,-3634.356201171875,2730000,546,4458.49,4575.68
547,36.0083,12.646,-3637.925537109375,2735000,547,4389.77,4540.09
548,35.6649,12.3701,-3649.315185546875,2740000,548,4354.76,4598.59
549,34.8663,12.4458,-3614.436767578125,2745000,549,4427.67,4497.31
550,35.9846,12.2011,-3680.029052734375,2750000,550,4374.1,4393.8
551,35.9947,12.6882,-3517.8232421875,2755000,551,4438.15,4497.4
552,35.2659,12.221,-3723.23193359375,2760000,552,4432.34,4521.91
553,35.3078,12.1419,-3583.2177734375,2765000,553,4538.07,4700.29
554,35.5224,12.7605,-3702.389892578125,2770000,554,4493.81,4641.48
555,34.5663,12.5309,-3625.981201171875,2775000,555,4495.61,4737.78
556,36.1195,13.0029,-3765.595458984375,2780000,556,4396.9,4599.45
557,35.1521,12.8511,-3769.619384765625,2785000,557,4507.23,4713.7
558,34.8065,12.6049,-3657.7001953125,2790000,558,4477.66,4655.24
559,35.1032,13.0662,-3710.064453125,2795000,559,4457.07,4743.1
560,35.4725,12.8856,-3672.887939453125,2800000,560,4513.49,4679.93
561,34.0751,13.0998,-3595.513916015625,2805000,561,4557.05,4756.23
562,34.4629,12.6645,-3673.254150390625,2810000,562,4578.06,4681.93
563,34.0716,12.9321,-3569.323486328125,2815000,563,4656.77,4858.17
564,34.4995,12.7299,-3601.9482421875,2820000,564,4551.75,4716.91
565,34.2558,12.5436,-3405.256591796875,2825000,565,4547.8,4646.86
566,34.627,13.051,-3611.085693359375,2830000,566,4649.23,4827.27
567,35.0249,13.1977,-3661.86279296875,2835000,567,4500.53,4562.8
568,34.1086,12.901,-3625.40576171875,2840000,568,4640.7,4823.95
569,34.287,13.7023,-3633.159912109375,2845000,569,4636.36,4596.17
570,35.3024,13.646,-3624.14404296875,2850000,570,4610.15,4603.05
571,35.0621,13.9576,-3802.752197265625,2855000,571,4467.14,4617.9
572,34.7853,13.3111,-3652.411376953125,2860000,572,4551.08,4576.1
573,34.8956,12.9362,-3478.326171875,2865000,573,4620.12,4606.61
574,35.3262,13.8016,-3712.662109375,2870000,574,4610.58,4665.47
575,35.4999,13.2634,-3654.77685546875,2875000,575,4630.59,4673.52
576,35.0197,13.2554,-3751.783935546875,2880000,576,4657.29,4710.2
577,35.251,13.5426,-3496.109375,2885000,577,4643.06,4699.03
578,34.4185,13.2522,-3394.952392578125,2890000,578,4695.97,4827.65
579,34.3782,13.1179,-3339.9130859375,2895000,579,4727.83,4795.46
580,33.7246,12.9457,-3354.029052734375,2900000,580,4725.03,4825.71
581,33.9752,13.4896,-3316.9951171875,2905000,581,4708.01,4814.62
582,34.5413,13.5846,-3447.71533203125,2910000,582,4687.85,4762.58
583,34.4661,13.5755,-3383.66943359375,2915000,583,4675.33,4753.18
584,34.3197,13.3957,-3463.412841796875,2920000,584,4649.81,4661.87
585,34.4522,13.7969,-3390.586181640625,2925000,585,4673.8,4734.69
586,36.2104,14.3349,-3673.838134765625,2930000,586,4588.68,4660.76
587,35.3854,14.6873,-3645.530029296875,2935000,587,4542.79,4609.26
588,36.4337,14.773,-3962.04443359375,2940000,588,4549.21,4587.0
589,34.7434,15.2974,-3249.749755859375,2945000,589,4691.17,4801.59
590,37.835,17.4389,-4305.4873046875,2950000,590,4502.87,4556.48
591,37.9437,15.8659,-4425.47998046875,2955000,591,4323.27,4185.29
592,38.1302,14.7037,-4230.14404296875,2960000,592,4237.38,4181.38
593,36.5956,14.8847,-4409.923828125,2965000,593,4322.92,4356.93
594,37.1774,14.4101,-4301.90771484375,2970000,594,4297.55,4248.8
595,36.9874,14.3637,-4075.343017578125,2975000,595,4324.8,4320.35
596,36.4478,14.3418,-4119.08203125,2980000,596,4379.07,4433.56
597,35.7186,13.7003,-3785.223388671875,2985000,597,4459.83,4537.55
598,35.1323,13.3969,-3797.39111328125,2990000,598,4510.99,4535.49
599,35.5916,13.3142,-3851.715087890625,2995000,599,4449.55,4405.05
600,35.1623,13.0559,-3801.120361328125,3000000,600,4494.33,4387.9
601,35.1886,13.003,-4011.014892578125,3005000,601,4496.95,4265.68
602,34.8785,12.6905,-4152.57861328125,3010000,602,4489.08,4721.19
603,34.735,12.6847,-3936.75244140625,3015000,603,4504.1,4271.54
604,34.5057,12.9108,-3914.720458984375,3020000,604,4501.03,4582.25
605,35.2092,12.5301,-4288.5009765625,3025000,605,4509.8,4323.77
606,34.7868,12.5228,-4101.41259765625,3030000,606,4518.12,4482.01
607,35.3508,12.7727,-4169.02001953125,3035000,607,4471.28,4194.21
608,34.8067,12.2928,-4110.0234375,3040000,608,4436.89,4320.03
609,35.1945,14.7347,-4543.0517578125,3045000,609,4457.52,4252.48
610,35.0813,12.353,-4054.46240234375,3050000,610,4447.14,4313.05
611,34.6525,12.4749,-4005.730224609375,3055000,611,4474.88,4323.52
612,34.7964,12.7271,-4082.350830078125,3060000,612,4505.02,4363.84
613,34.9414,12.548,-4037.59375,3065000,613,4500.06,4353.15
614,35.1014,13.4171,-3940.451171875,3070000,614,4513.93,4280.48
615,34.7734,13.1263,-3996.589111328125,3075000,615,4604.86,4549.95
616,35.2377,13.5941,-4137.7451171875,3080000,616,4574.07,4425.23
617,35.455,12.8973,-4218.51123046875,3085000,617,4536.75,4439.52
618,35.7216,13.4877,-4062.98779296875,3090000,618,4561.69,4338.87
619,35.295,12.8612,-4261.75537109375,3095000,619,4590.74,4673.59
620,34.7028,12.9719,-3966.280517578125,3100000,620,4643.86,4325.54
621,35.3317,12.6355,-4218.8662109375,3105000,621,4635.51,4354.52
622,34.7224,12.7064,-4023.019287109375,3110000,622,4597.69,4600.69
623,34.2945,12.9004,-3893.706787109375,3115000,623,4660.63,4626.13
624,34.3594,13.3723,-3938.63671875,3120000,624,4626.08,4678.73
625,34.9905,12.8599,-3805.407470703125,3125000,625,4652.81,4516.87
626,34.3581,12.6329,-3827.522705078125,3130000,626,4663.57,4666.02
627,33.89,12.684,-3880.35888671875,3135000,627,4572.49,4795.31
628,33.5854,12.2903,-4023.753662109375,3140000,628,4612.71,4707.36
629,34.6653,12.2837,-4175.19775390625,3145000,629,4638.71,4664.26
630,34.118,12.0258,-4283.455078125,3150000,630,4730.79,4740.2
631,34.044,12.7866,-3961.24462890625,3155000,631,4696.62,4766.3
632,34.3496,12.7234,-3960.553955078125,3160000,632,4697.83,4731.08
633,34.495,12.9069,-3899.564453125,3165000,633,4737.73,4791.23
634,32.9222,12.5006,-3631.84033203125,3170000,634,4782.22,4812.06
635,33.4161,12.1606,-3837.65087890625,3175000,635,4785.86,4870.19
636,33.7544,12.8336,-3688.079345703125,3180000,636,4798.48,4905.72
637,32.9868,12.1943,-3602.3994140625,3185000,637,4593.91,4858.88
638,32.8167,12.4892,-3691.903564453125,3190000,638,4798.07,4926.86
639,32.837,12.3553,-3605.46728515625,3195000,639,4855.03,5012.94
640,33.1642,12.2328,-3641.6171875,3200000,640,4828.21,4913.99
641,32.6419,12.4809,-3583.115966796875,3205000,641,4885.07,5043.45
642,32.9554,12.1625,-3809.034423828125,3210000,642,4890.4,4945.45
643,32.6508,12.0818,-3436.084716796875,3215000,643,4924.44,5118.42
644,32.0177,12.2789,-3390.06689453125,3220000,644,4903.01,5058.85
645,31.463,12.5365,-3295.937255859375,3225000,645,4930.28,5093.66
646,31.5968,12.5445,-3170.852294921875,3230000,646,4956.71,5183.39
647,32.2312,12.4624,-3212.956298828125,3235000,647,4964.71,5074.62
648,32.1627,12.4667,-3135.19287109375,3240000,648,4920.65,5062.2
649,32.1364,12.4799,-3199.63623046875,3245000,649,4959.76,4959.62
650,32.768,13.3327,-3256.46630859375,3250000,650,4971.85,5037.56
651,32.2935,12.5453,-3315.31689453125,3255000,651,4932.7,5058.14
652,32.8863,13.0742,-3528.27783203125,3260000,652,4954.96,5078.57
653,32.9048,12.9704,-3434.966552734375,3265000,653,4923.27,5047.66
654,31.9532,12.8516,-3400.92919921875,3270000,654,4947.59,5002.57
655,32.1105,12.9212,-3314.2646484375,3275000,655,4937.55,5034.04
656,31.6192,12.3337,-3243.490966796875,3280000,656,4913.12,5067.74
657,32.4563,12.5482,-3402.087158203125,3285000,657,4947.83,5085.62
658,32.0614,12.2615,-3444.52734375,3290000,658,4885.14,5018.22
659,31.8566,11.9969,-3497.951171875,3295000,659,4881.44,5072.75
660,32.5104,12.3828,-3815.935546875,3300000,660,4807.53,4971.71
661,32.444,11.5456,-3675.97412109375,3305000,661,4856.77,5034.5
662,32.4143,12.6659,-3811.27587890625,3310000,662,4850.09,5001.19
663,32.1659,12.6254,-3575.635009765625,3315000,663,4832.57,5028.55
664,32.8004,12.5441,-3759.54052734375,3320000,664,4824.32,4935.26
665,32.9743,12.7593,-3893.998046875,3325000,665,4755.94,4991.19
666,32.4784,13.0667,-3915.437744140625,3330000,666,4816.65,5004.14
667,33.3804,13.2164,-4228.73779296875,3335000,667,4735.35,4797.15
668,34.959,14.732,-4948.01025390625,3340000,668,4380.27,4534.23
669,42.7311,36.8713,-6418.541015625,3345000,669,1090.08,2299.41
670,41.7668,15.7533,-5213.814453125,3350000,670,3521.46,3497.51
671,41.085,16.4641,-4973.79931640625,3355000,671,3659.57,3752.6
672,40.1662,19.2294,-5212.39306640625,3360000,672,3892.55,3994.47
673,37.6609,17.7994,-4756.20458984375,3365000,673,4303.59,4386.94
674,37.029,26.1064,-5452.09326171875,3370000,674,3445.29,2102.45
675,31.7819,14.1358,-3957.202880859375,3375000,675,4729.8,4872.98
676,33.0863,14.2036,-4074.56103515625,3380000,676,4574.57,4740.55
677,32.5015,14.3018,-3681.268798828125,3385000,677,4725.58,4952.59
678,33.1755,13.8954,-3700.224365234375,3390000,678,4705.42,4800.13
679,31.9947,13.2621,-3552.5078125,3395000,679,4773.67,4927.92
680,31.9711,13.0788,-3546.181396484375,3400000,680,4796.11,4971.07
681,32.2905,12.8283,-3500.55908203125,3405000,681,4811.64,5005.06
682,32.0374,13.802,-3601.997314453125,3410000,682,4758.34,4886.22
683,32.1158,12.6591,-3506.929443359375,3415000,683,4740.68,4876.29
684,32.0754,12.8462,-3700.65087890625,3420000,684,4736.55,5056.78
685,32.7136,13.8717,-4282.921875,3425000,685,4564.72,4754.71
686,30.7019,12.4149,-3531.355712890625,3430000,686,4863.61,5129.25
687,31.0262,12.3682,-3756.29150390625,3435000,687,4842.43,5098.04
688,31.7322,13.4633,-3988.923095703125,3440000,688,4743.24,4989.95
689,31.9367,12.3264,-4093.432373046875,3445000,689,4871.13,5005.71
690,32.4826,13.7181,-4501.51806640625,3450000,690,4786.44,4966.3
691,32.3508,14.4472,-4461.4150390625,3455000,691,4830.16,5019.1
692,31.759,13.1315,-4430.10107421875,3460000,692,4851.79,4855.27
693,32.7394,13.3175,-4351.82958984375,3465000,693,4786.52,4953.1
694,32.3295,13.1978,-4588.955078125,3470000,694,4829.51,5113.0
695,33.5455,13.4417,-5050.23046875,3475000,695,4684.65,4961.19
696,33.5558,12.9695,-5066.52001953125,3480000,696,4675.8,4777.53
697,34.2102,22.0194,-5400.3876953125,3485000,697,4229.6,4753.28
698,33.6723,13.1002,-5253.7021484375,3490000,698,4690.47,4932.23
699,33.2503,30.0009,-5264.70556640625,3495000,699,4771.58,4952.98
700,33.2301,12.9069,-4472.65234375,3500000,700,4833.25,5009.32
701,32.9574,12.5338,-4352.50341796875,3505000,701,4875.6,4984.85
702,32.7111,13.0089,-4096.57861328125,3510000,702,4690.72,4944.55
703,33.1548,12.7667,-4106.83447265625,3515000,703,4487.62,4914.7
704,32.2721,14.5311,-3894.001220703125,3520000,704,4646.46,4950.13
705,40.4682,16.2743,-5986.2158203125,3525000,705,3901.45,3906.66
706,39.544,19.7195,-6191.61669921875,3530000,706,4335.81,4468.87
707,39.9588,18.3821,-6414.3095703125,3535000,707,4247.38,4167.37
708,36.8142,14.5297,-5212.66455078125,3540000,708,4207.57,4175.65
709,34.7034,14.6527,-4470.0966796875,3545000,709,4444.23,4629.77
710,35.4562,16.2465,-5008.3203125,3550000,710,4759.18,4931.45
711,33.0039,13.1794,-4914.23681640625,3555000,711,4464.64,4836.23
712,32.3648,13.0212,-4315.88671875,3560000,712,4865.39,5025.2
713,33.1757,14.1011,-4610.6845703125,3565000,713,4787.22,5020.79
714,31.8699,12.6749,-4214.34716796875,3570000,714,4901.78,5092.4
715,32.3313,12.8565,-4359.2353515625,3575000,715,4861.57,5012.75
716,32.9474,11.9207,-4435.16552734375,3580000,716,4859.55,4923.24
717,33.6946,12.325,-4881.8095703125,3585000,717,4697.68,4873.74
718,33.3246,13.0156,-4498.28076171875,3590000,718,4812.44,4995.75
719,33.4278,13.1242,-5044.3681640625,3595000,719,4688.19,4955.43
720,34.0114,12.2819,-5157.7509765625,3600000,720,4799.01,5045.97
721,33.2389,12.8812,-4942.23779296875,3605000,721,4819.89,4926.8
722,33.1763,12.5783,-4938.8955078125,3610000,722,4879.85,5002.8
723,33.5485,12.4835,-5029.3681640625,3615000,723,4820.78,4985.53
724,32.979,12.3769,-5004.4453125,3620000,724,4859.37,5030.29
725,33.0553,12.5223,-4786.09912109375,3625000,725,4846.28,4996.87
726,34.1842,12.8483,-5135.306640625,3630000,726,4718.51,5033.05
727,33.4903,12.3223,-5031.50634765625,3635000,727,4792.98,5017.67
728,33.6175,12.0497,-5051.41748046875,3640000,728,4728.87,5003.46
729,33.304,11.8008,-4937.509765625,3645000,729,4748.34,5013.65
730,33.0916,11.1236,-4760.64306640625,3650000,730,4581.74,4997.19
731,33.1554,10.8903,-4745.77294921875,3655000,731,4825.31,4946.06
732,32.9543,11.3859,-4987.03857421875,3660000,732,4646.02,4981.55
733,32.5998,11.3031,-4441.81494140625,3665000,733,4823.98,4970.73
734,32.5164,11.2555,-4464.42431640625,3670000,734,4818.53,4910.38
735,49.928,52.8195,-7000.34326171875,3675000,735,311.97,189.76
736,39.6307,18.2922,-6333.4560546875,3680000,736,3893.07,4032.39
737,39.1082,18.7561,-5409.3828125,3685000,737,4340.47,4309.93
738,37.7529,16.0976,-5156.4638671875,3690000,738,4219.95,3982.62
739,39.4374,29.2444,-6225.7861328125,3695000,739,2966.73,4002.55
740,35.242,14.9105,-5115.80419921875,3700000,740,4484.93,4678.03
741,33.1707,13.8072,-4832.7529296875,3705000,741,4728.34,4873.73
742,33.145,13.0065,-4788.74853515625,3710000,742,4695.13,4877.33
743,31.8037,13.2816,-4580.76025390625,3715000,743,4798.56,4924.4
744,32.2086,13.5654,-4762.4892578125,3720000,744,4794.88,5022.84
745,31.6415,13.5641,-4519.77392578125,3725000,745,4818.33,4942.17
746,31.614,12.632,-4513.18701171875,3730000,746,4764.59,4880.51
747,32.2023,12.8661,-4036.986328125,3735000,747,4733.08,4920.99
748,33.1557,12.6684,-4967.1943359375,3740000,748,4557.3,4567.2
749,32.8511,12.3227,-5375.38671875,3745000,749,4491.76,4625.32
750,32.9255,12.2337,-5044.33056640625,3750000,750,4388.07,4626.51
751,33.1066,12.4172,-5240.9541015625,3755000,751,4515.02,4592.89
752,33.3805,12.2454,-5526.73974609375,3760000,752,4396.22,4588.27
753,33.6374,11.9468,-5443.27294921875,3765000,753,4403.54,4601.15
754,32.6399,12.2345,-4917.447265625,3770000,754,4550.87,4703.0
755,33.2894,12.1898,-5469.94384765625,3775000,755,4630.02,4682.17
756,32.7452,12.3196,-5488.78076171875,3780000,756,4483.92,4731.14
757,33.512,12.5706,-5537.4892578125,3785000,757,4484.32,4718.54
758,33.8347,12.2969,-5614.06689453125,3790000,758,4711.3,4801.71
759,32.6054,12.9421,-5603.2421875,3795000,759,4717.71,4815.49
760,33.5444,12.2131,-5511.42236328125,3800000,760,4731.93,4792.06
761,32.4284,12.1644,-5333.14892578125,3805000,761,4724.47,4812.17
762,32.0896,12.4569,-5148.0654296875,3810000,762,4721.7,4944.5
763,31.963,12.3244,-4956.52392578125,3815000,763,4741.34,4956.83
764,32.8987,12.3994,-5309.427734375,3820000,764,4731.28,4891.26
