Itration,Real Sto Return,Reward Loss,Running Forward KL,Running Update Time,Running Env Steps,Running Reverse KL,Real Det Return
395,-5.63,-18972.81640625,76.3225,395,1975000,28.7353,-4.24
396,-7.35,-19125.728515625,77.9212,396,1980000,29.7144,-4.19
397,-7.58,-19047.5,77.8326,397,1985000,29.3591,-3.22
398,-14.34,-19123.61328125,76.9279,398,1990000,28.2977,-3.27
399,-11.02,-18957.021484375,76.5756,399,1995000,28.0549,-3.22
400,-12.39,-19123.32421875,77.8216,400,2000000,28.249,-2.94
401,-7.04,-19128.013671875,77.4585,401,2005000,27.7314,-3.34
402,-6.22,-19086.052734375,77.0609,402,2010000,27.4462,-3.01
403,-13.65,-19091.697265625,76.7488,403,2015000,27.8346,-0.86
404,-6.73,-19154.755859375,77.4728,404,2020000,34.9849,-2.5
405,-6.48,-19181.9609375,76.9614,405,2025000,27.6164,-2.84
406,-13.5,-19173.724609375,76.8801,406,2030000,27.7664,-2.59
407,-7.76,-19169.3046875,76.9378,407,2035000,27.582,-2.66
408,-7.04,-19179.390625,76.7843,408,2040000,27.7475,-2.46
409,-6.61,-19155.8828125,76.9476,409,2045000,27.5695,44.51
410,-7.59,-19238.943359375,76.6823,410,2050000,27.4835,-3.36
411,-6.47,-19194.62109375,76.9558,411,2055000,27.3629,-2.51
412,-6.72,-19177.85546875,76.5097,412,2060000,27.8929,-3.39
413,-5.12,-19232.6640625,77.0762,413,2065000,27.6556,-2.98
414,-5.71,-19182.369140625,76.9468,414,2070000,26.9023,45.01
415,-6.3,-19189.29296875,76.7276,415,2075000,26.9711,-2.86
416,-12.72,-19259.271484375,76.8929,416,2080000,32.0985,-1.4
417,-4.74,-19223.326171875,75.8443,417,2085000,27.441,-1.12
418,-5.64,-19230.447265625,76.6654,418,2090000,27.562,-1.82
419,-8.3,-19211.1875,76.4149,419,2095000,27.403,-2.21
420,-4.65,-19218.26953125,76.7875,420,2100000,27.5566,43.62
421,-7.28,-19302.009765625,77.52,421,2105000,27.7658,-1.24
422,-4.78,-19302.501953125,77.1263,422,2110000,32.5983,-1.41
423,-5.37,-19282.37109375,76.7851,423,2115000,28.1441,47.24
424,-22.98,-19284.744140625,77.168,424,2120000,27.8255,0.09
425,-4.03,-19261.458984375,76.9595,425,2125000,27.3897,-0.47
426,-4.69,-19283.419921875,76.9514,426,2130000,27.7499,-1.03
427,-11.98,-19281.8671875,77.5265,427,2135000,27.3994,-1.19
428,-13.48,-19248.814453125,76.4016,428,2140000,27.6418,46.02
429,-4.18,-19257.998046875,76.998,429,2145000,27.6908,-0.31
430,-10.42,-19289.123046875,77.1026,430,2150000,27.6976,-1.74
431,-6.1,-19268.5546875,76.7123,431,2155000,27.4504,46.23
432,-5.55,-19284.24609375,76.8447,432,2160000,28.0714,-0.64
433,-4.99,-19323.427734375,77.3629,433,2165000,27.5863,0.73
434,-11.22,-19280.66796875,76.4857,434,2170000,27.7465,-3.31
435,-11.01,-19346.8359375,77.4496,435,2175000,27.4681,45.1
436,-4.06,-19339.0703125,76.6402,436,2180000,27.6914,-0.07
437,-10.07,-19349.734375,76.7935,437,2185000,40.5918,47.89
438,-3.66,-19279.087890625,77.0244,438,2190000,27.4358,-0.64
439,-9.7,-19262.57421875,76.5687,439,2195000,27.3164,-0.31
440,-5.73,-19323.08203125,76.9159,440,2200000,28.2246,-3.14
441,-12.22,-19354.298828125,77.0481,441,2205000,28.3131,-0.97
442,-15.43,-19396.076171875,77.641,442,2210000,28.5913,-1.06
443,-3.7,-19366.3359375,76.7192,443,2215000,27.6296,-0.46
444,-10.84,-19390.849609375,77.5885,444,2220000,27.9211,0.24
445,-4.4,-19353.927734375,76.5032,445,2225000,27.4627,96.23
446,-7.38,-19333.171875,76.4877,446,2230000,27.5621,1.45
447,-3.17,-19367.392578125,77.4527,447,2235000,27.5191,0.34
448,-13.46,-19325.0625,76.7963,448,2240000,27.329,-0.08
449,-5.23,-19383.033203125,76.6957,449,2245000,27.7976,0.96
450,-2.59,-19328.501953125,77.0255,450,2250000,27.42,1.32
451,-2.46,-19393.85546875,76.7725,451,2255000,28.2371,95.35
452,-4.72,-19375.443359375,76.7386,452,2260000,27.5033,0.95
453,-4.29,-19394.80078125,76.7945,453,2265000,27.7946,96.2
454,-2.99,-19330.150390625,76.657,454,2270000,27.5183,2.04
455,-3.35,-19393.62890625,77.5178,455,2275000,27.6632,0.46
456,-3.73,-19402.435546875,77.2484,456,2280000,27.3537,1.28
457,-3.75,-19371.322265625,76.9392,457,2285000,27.4856,1.3
458,-17.64,-19397.041015625,76.5034,458,2290000,29.8028,1.92
459,-6.57,-19390.720703125,76.8013,459,2295000,27.3337,48.77
460,-4.08,-19430.548828125,76.6631,460,2300000,27.62,2.07
461,-8.13,-19363.1484375,77.1671,461,2305000,27.3695,2.44
462,-9.44,-19366.291015625,76.6475,462,2310000,27.3876,1.7
463,-3.36,-19421.673828125,76.5477,463,2315000,27.4413,47.25
464,-15.25,-19397.072265625,77.6516,464,2320000,28.9857,3.04
465,-13.38,-19429.470703125,76.6491,465,2325000,27.7578,1.94
466,-3.49,-19384.357421875,76.9356,466,2330000,27.1199,97.09
467,-6.51,-19422.697265625,77.7582,467,2335000,27.4878,48.07
468,-8.07,-19392.6171875,76.6155,468,2340000,27.7728,49.9
469,-2.09,-19419.41015625,76.4948,469,2345000,27.5332,2.32
470,-2.01,-19393.74609375,76.1722,470,2350000,27.2421,1.77
471,-9.64,-19397.349609375,77.1173,471,2355000,27.5558,48.41
472,-7.9,-19417.462890625,76.4088,472,2360000,27.5087,2.7
473,1.5,-19426.505859375,77.2004,473,2365000,28.2719,49.99
474,-14.38,-19408.05078125,76.7822,474,2370000,27.3791,50.46
475,-4.2,-19430.810546875,76.8811,475,2375000,27.3123,3.7
476,-3.48,-19420.29296875,75.2119,476,2380000,27.0756,3.08
477,-6.23,-19423.30078125,76.8809,477,2385000,27.5303,3.35
478,-4.18,-19478.337890625,77.5129,478,2390000,27.8074,50.42
479,-2.52,-19517.685546875,78.0312,479,2395000,49.477,52.74
480,-19.63,-19418.26171875,76.7008,480,2400000,27.4152,51.33
481,-3.21,-19477.720703125,76.2829,481,2405000,27.6857,2.68
482,-11.43,-19484.984375,76.6318,482,2410000,27.5033,101.09
483,-4.41,-19445.44140625,76.7265,483,2415000,27.4153,52.06
484,-13.46,-19402.576171875,75.9206,484,2420000,26.9922,52.66
485,-9.51,-19448.62109375,75.7401,485,2425000,27.7763,52.01
486,-12.61,-19388.1640625,75.8648,486,2430000,27.0648,3.19
487,-0.63,-19416.02734375,76.8523,487,2435000,28.624,52.59
488,-6.22,-19450.388671875,76.5258,488,2440000,27.7686,99.73
489,-1.7,-19428.27734375,76.4153,489,2445000,27.5676,51.74
490,-3.9,-19475.34765625,76.6492,490,2450000,27.2526,51.86
491,-0.78,-19432.2421875,76.2797,491,2455000,27.5955,52.44
492,-2.32,-19455.04296875,76.3142,492,2460000,27.4316,3.46
493,-5.55,-19448.044921875,76.0086,493,2465000,27.0874,3.8
494,-17.78,-19452.765625,76.6049,494,2470000,26.9363,100.9
495,-8.35,-19457.046875,76.0188,495,2475000,27.1715,52.92
496,-1.14,-19456.203125,75.8466,496,2480000,27.0273,50.51
497,-4.59,-19460.083984375,77.3075,497,2485000,27.4885,4.42
498,-14.93,-19504.947265625,77.328,498,2490000,27.5285,3.75
499,-19.48,-19411.142578125,75.4754,499,2495000,26.9715,152.26
500,-55.47,-19461.955078125,77.361,500,2500000,27.0999,-263.26
501,-10.34,-19479.056640625,76.5814,501,2505000,27.0976,51.81
502,-21.52,-19432.859375,76.6974,502,2510000,26.4922,96.02
503,-105.47,-19459.5,76.3984,503,2515000,27.4928,87.47
504,-6.05,-19466.716796875,76.3116,504,2520000,26.6463,99.04
505,-21.17,-19450.126953125,75.4911,505,2525000,26.9549,1.92
506,-4.81,-19524.4375,76.7736,506,2530000,27.1517,51.66
507,-2.08,-19514.693359375,77.2756,507,2535000,27.7532,51.54
508,-4.25,-19506.794921875,76.2646,508,2540000,27.5186,101.6
509,-5.95,-19484.806640625,76.1065,509,2545000,27.0617,53.33
510,-6.67,-19517.158203125,76.9012,510,2550000,26.8222,102.89
511,-61.1,-19501.580078125,76.6085,511,2555000,26.8558,-0.45
512,-60.67,-19457.53125,77.1353,512,2560000,26.9555,21.47
513,-8.35,-19528.236328125,76.5972,513,2565000,27.3659,52.76
514,-45.28,-19393.87890625,76.3444,514,2570000,26.1942,-7.37
515,-25.91,-19496.4140625,76.7239,515,2575000,27.5888,101.81
516,-3.36,-19515.015625,76.8358,516,2580000,27.4414,150.98
517,-13.65,-19522.6015625,76.6319,517,2585000,27.4748,101.15
518,-10.28,-19541.828125,76.3009,518,2590000,29.1701,102.11
519,-16.13,-19494.42578125,76.3137,519,2595000,27.7376,102.73
520,-4.67,-19529.515625,77.1787,520,2600000,28.1145,103.17
521,-9.91,-19523.013671875,76.6902,521,2605000,27.8071,5.12
522,-5.45,-19522.64453125,76.6788,522,2610000,27.3542,36.04
523,-8.33,-19534.171875,76.0068,523,2615000,27.4421,54.62
524,-2.73,-19526.478515625,76.4354,524,2620000,27.3793,5.36
525,-5.85,-19501.83203125,75.841,525,2625000,27.2957,2.33
526,-13.98,-19497.763671875,75.975,526,2630000,26.7024,101.27
527,-5.95,-19559.08203125,76.3423,527,2635000,27.4858,104.09
528,-4.0,-19554.5625,76.9753,528,2640000,27.4331,150.8
529,-2.67,-19526.291015625,76.0499,529,2645000,28.0471,150.02
530,-9.55,-19444.96484375,75.6901,530,2650000,28.1007,-7.13
531,-3.41,-19540.86328125,75.8222,531,2655000,27.5305,4.28
532,-6.46,-19545.013671875,76.5758,532,2660000,27.5918,103.51
533,13.47,-19550.142578125,75.9322,533,2665000,28.5522,151.95
534,-4.08,-19509.63671875,75.9471,534,2670000,27.8401,148.04
535,-4.56,-19556.23828125,76.3239,535,2675000,27.3656,151.28
536,-6.83,-19535.953125,76.7433,536,2680000,27.8428,149.69
537,10.89,-19588.150390625,76.4699,537,2685000,29.1589,101.04
538,-7.08,-19580.24609375,76.5636,538,2690000,27.8975,152.43
539,-10.52,-19604.69140625,77.2018,539,2695000,27.6572,244.59
540,-1.73,-19551.265625,76.523,540,2700000,27.8727,150.49
541,23.04,-19530.767578125,75.9671,541,2705000,29.4071,147.18
542,-3.12,-19555.900390625,76.1252,542,2710000,28.0888,97.71
543,-7.58,-19556.736328125,76.1568,543,2715000,27.9717,150.73
544,-5.86,-19576.552734375,76.1497,544,2720000,27.9496,199.15
545,62.53,-19580.576171875,76.465,545,2725000,29.3298,148.76
546,-7.31,-19597.77734375,76.4118,546,2730000,27.6455,294.53
547,-5.78,-19585.8125,76.9725,547,2735000,27.2618,198.58
548,-1.01,-19544.048828125,76.4796,548,2740000,27.8513,148.91
549,-2.05,-19605.419921875,77.0056,549,2745000,28.2743,245.84
550,16.84,-19574.13671875,76.841,550,2750000,29.8194,197.55
551,-1.78,-19573.1953125,76.9646,551,2755000,27.6726,150.24
552,0.12,-19566.740234375,76.1727,552,2760000,28.1946,293.22
553,1.17,-19537.19921875,75.8121,553,2765000,27.7738,151.92
554,0.36,-19593.0546875,76.7147,554,2770000,27.9886,198.77
555,2.55,-19532.009765625,76.2462,555,2775000,27.9216,247.42
556,1.35,-19553.447265625,76.1969,556,2780000,27.7669,247.31
557,-1.06,-19603.591796875,76.7246,557,2785000,27.9206,199.54
558,0.23,-19583.16015625,76.036,558,2790000,27.8816,392.59
559,-0.02,-19594.017578125,76.4668,559,2795000,27.982,345.91
560,5.84,-19604.50390625,76.0493,560,2800000,28.1552,198.69
561,5.43,-19585.97265625,76.5954,561,2805000,28.1087,247.11
562,0.45,-19587.50390625,76.5602,562,2810000,28.1469,199.66
563,8.44,-19565.115234375,76.7554,563,2815000,28.1017,296.31
564,7.86,-19574.6875,76.812,564,2820000,28.1134,346.11
565,5.87,-19579.974609375,75.5962,565,2825000,27.8825,342.16
566,11.18,-19608.439453125,77.0783,566,2830000,28.5484,435.49
567,15.36,-19600.205078125,76.0835,567,2835000,28.6705,347.18
568,7.63,-19618.736328125,76.6823,568,2840000,27.9914,492.19
569,8.89,-19601.375,77.1515,569,2845000,28.089,293.17
570,5.6,-19578.41015625,76.2451,570,2850000,27.7957,245.84
571,2.54,-19567.025390625,76.4369,571,2855000,27.5831,392.82
572,9.4,-19595.326171875,76.0608,572,2860000,27.9549,342.54
573,5.63,-19608.21875,75.7738,573,2865000,28.1343,249.38
574,12.3,-19609.287109375,76.3238,574,2870000,28.2543,339.9
575,22.47,-19595.69921875,75.5036,575,2875000,28.501,443.11
576,12.39,-19619.509765625,77.1654,576,2880000,28.2579,538.82
577,17.62,-19608.228515625,76.6834,577,2885000,28.3628,344.35
578,13.7,-19593.220703125,76.4607,578,2890000,28.1209,392.46
579,10.43,-19625.02734375,76.1927,579,2895000,28.036,296.92
580,6.53,-19578.2265625,76.7085,580,2900000,28.0616,297.07
581,63.99,-19632.328125,76.8695,581,2905000,30.374,351.07
582,20.85,-19597.697265625,75.8537,582,2910000,28.2685,248.42
583,52.46,-19633.232421875,76.7264,583,2915000,30.2022,644.06
584,117.43,-19604.544921875,76.3559,584,2920000,30.4098,345.6
585,19.11,-19604.1875,75.8465,585,2925000,28.1192,198.6
586,18.17,-19606.126953125,76.0273,586,2930000,28.2915,198.3
587,16.1,-19606.64453125,76.1385,587,2935000,28.3858,346.73
588,14.84,-19613.1484375,76.3995,588,2940000,28.0514,250.44
589,11.67,-19624.642578125,77.2698,589,2945000,28.4079,251.15
590,16.35,-19617.25,76.3557,590,2950000,28.4647,301.0
591,13.34,-19612.48828125,75.8011,591,2955000,28.5531,587.49
592,22.51,-19618.203125,76.4586,592,2960000,28.2999,442.25
593,99.9,-19656.349609375,76.9357,593,2965000,30.5206,296.26
594,168.6,-19614.51953125,76.4292,594,2970000,30.5568,390.84
595,67.36,-19601.970703125,76.9136,595,2975000,29.9877,283.0
596,25.89,-19643.37109375,76.7449,596,2980000,28.7107,300.14
597,159.44,-19585.841796875,76.4483,597,2985000,30.6119,496.86
598,21.45,-19653.15625,76.8737,598,2990000,28.8649,249.94
599,29.74,-19623.845703125,76.4957,599,2995000,28.5529,396.59
