Running Forward KL,Real Det Return,Reward Loss,Running Env Steps,Real Sto Return,Running Update Time,Itration,Running Reverse KL
156.6259,2371.73,-60844.78515625,1970000,2013.28,394,394,14.7707
156.5099,2340.08,-60723.05859375,1975000,2005.29,395,395,14.9885
156.6322,2348.51,-60518.37109375,1980000,1993.34,396,396,14.931
156.5444,2357.67,-60600.984375,1985000,1999.69,397,397,14.9834
156.604,2340.29,-60786.8671875,1990000,1999.57,398,398,15.1148
156.633,2360.11,-61146.6015625,1995000,2001.2,399,399,14.9971
156.806,2335.78,-61008.38671875,2000000,1990.98,400,400,15.0189
156.5286,2332.27,-61024.015625,2005000,1996.71,401,401,14.9933
156.6348,2378.54,-61632.0234375,2010000,2010.25,402,402,15.1569
156.6319,2345.19,-61319.37109375,2015000,1986.17,403,403,15.1641
156.5881,2337.8,-61188.9140625,2020000,1985.27,404,404,14.9126
156.5585,2341.73,-61651.109375,2025000,1981.64,405,405,15.0593
156.5044,2368.4,-61875.76953125,2030000,1996.2,406,406,15.1285
156.4743,2357.63,-61847.546875,2035000,1982.7,407,407,15.0228
156.5392,2333.77,-61736.67578125,2040000,1974.56,408,408,15.0476
156.4751,2375.14,-62108.37890625,2045000,1869.47,409,409,15.0161
156.5447,2356.1,-62244.4296875,2050000,1954.62,410,410,15.0449
156.6194,2318.37,-61974.4609375,2055000,1932.04,411,411,14.7026
156.6258,2017.03,-62723.5859375,2060000,1307.54,412,412,15.7013
156.4836,2192.06,-62303.171875,2065000,1863.29,413,413,14.2601
156.683,2319.15,-62568.88671875,2070000,1908.75,414,414,14.6384
156.4069,2307.71,-62580.625,2075000,1903.69,415,415,14.6677
156.7221,1742.62,-61917.33203125,2080000,1402.22,416,416,14.1341
156.6699,1895.96,-62710.98828125,2085000,1600.13,417,417,14.4523
156.771,2246.24,-62949.48046875,2090000,1846.1,418,418,14.7336
156.7166,1537.4,-62233.7109375,2095000,1559.75,419,419,14.4992
156.4896,2152.65,-62525.453125,2100000,1820.5,420,420,14.5364
156.5183,2240.29,-63317.01171875,2105000,1811.79,421,421,14.6879
156.6005,1587.8,-62677.8984375,2110000,1534.89,422,422,14.4455
156.6305,678.84,-62640.86328125,2115000,1636.84,423,423,14.6219
156.906,715.51,-59377.62890625,2120000,920.59,424,424,13.8028
156.6694,1932.28,-63303.26953125,2125000,1784.62,425,425,14.7119
156.5399,2119.02,-63404.40625,2130000,1836.25,426,426,14.592
156.6737,2198.7,-63517.2890625,2135000,1839.92,427,427,14.7861
156.5714,2250.92,-63875.05078125,2140000,1824.59,428,428,14.6688
156.5995,2242.66,-63858.70703125,2145000,1861.22,429,429,14.6914
156.4252,2228.8,-63936.65234375,2150000,1867.13,430,430,14.5321
156.6517,2240.79,-64083.70703125,2155000,1846.59,431,431,14.4897
156.5386,2254.69,-64414.87109375,2160000,1828.12,432,432,14.4561
156.5892,2242.73,-64414.16796875,2165000,1834.78,433,433,14.5314
156.6888,2239.52,-64462.296875,2170000,1851.04,434,434,14.4149
156.546,2248.02,-64705.0625,2175000,1826.87,435,435,14.4984
156.567,2236.99,-64707.40234375,2180000,1861.33,436,436,14.5825
156.7086,2211.31,-64589.21484375,2185000,1852.35,437,437,14.5459
156.6058,2243.27,-65238.5625,2190000,1872.84,438,438,14.6675
156.8174,2227.16,-64927.1171875,2195000,1845.81,439,439,14.6377
156.6132,2253.14,-65120.40625,2200000,1837.81,440,440,14.6259
156.7725,2118.01,-64553.70703125,2205000,1763.81,441,441,14.4134
156.7059,2210.2,-64625.48828125,2210000,1802.18,442,442,14.5612
156.6652,2243.18,-65400.7421875,2215000,1887.9,443,443,14.834
156.932,-331.56,-59090.51953125,2220000,432.34,444,444,15.522
156.7931,2164.88,-65441.11328125,2225000,1851.58,445,445,14.8635
156.5777,2200.99,-65841.171875,2230000,1853.82,446,446,14.695
156.5976,2138.19,-65712.1875,2235000,1801.36,447,447,14.5548
156.4306,-206.42,-65420.27734375,2240000,1739.93,448,448,14.3638
156.5605,2017.13,-65463.37109375,2245000,1769.33,449,449,14.564
156.7073,1911.67,-65918.609375,2250000,1716.97,450,450,14.6394
156.5526,2086.68,-66158.7109375,2255000,1821.31,451,451,14.5923
156.5443,2047.55,-66399.8984375,2260000,1842.89,452,452,14.6824
156.6383,2126.55,-65946.8359375,2265000,1798.79,453,453,14.4731
156.6129,2196.05,-66323.71875,2270000,1851.87,454,454,14.7452
156.6537,2209.26,-66146.7578125,2275000,1844.39,455,455,14.6581
156.4858,2169.24,-66663.53125,2280000,1848.41,456,456,14.6249
156.649,2218.82,-67167.890625,2285000,1849.65,457,457,14.5976
156.5518,2249.57,-67109.15625,2290000,1860.32,458,458,14.6143
156.6371,2203.89,-66951.34375,2295000,1864.76,459,459,14.5302
156.5077,2164.47,-66949.0546875,2300000,1818.66,460,460,14.5099
156.7294,2241.26,-67499.375,2305000,1888.65,461,461,14.8739
156.6042,2216.05,-67474.3671875,2310000,1877.53,462,462,14.7654
156.7622,2186.45,-67579.3203125,2315000,1876.55,463,463,14.771
156.6533,2166.32,-67605.0859375,2320000,1849.4,464,464,14.6905
156.5653,2161.95,-67930.4609375,2325000,1877.32,465,465,14.8329
156.475,582.23,-67188.6015625,2330000,1771.12,466,466,14.461
156.6184,2177.55,-67640.7421875,2335000,1876.08,467,467,14.7087
156.6656,2198.68,-67782.25,2340000,1871.47,468,468,14.8683
156.6647,2279.19,-69415.5234375,2345000,1895.06,469,469,16.6104
156.5019,2253.03,-68210.9609375,2350000,1897.48,470,470,14.7765
156.5661,2200.27,-68773.6328125,2355000,1862.84,471,471,14.9126
156.6292,2147.84,-68095.796875,2360000,1878.7,472,472,14.7883
156.4684,2249.29,-68765.3671875,2365000,1837.26,473,473,14.6494
156.5849,2214.2,-68522.046875,2370000,1858.77,474,474,14.8072
156.5094,2068.76,-67954.6171875,2375000,1754.31,475,475,14.5298
156.5904,2192.59,-68451.3984375,2380000,1820.45,476,476,14.7097
156.5141,2234.55,-69229.1171875,2385000,1859.39,477,477,14.7148
156.4497,2256.01,-69207.078125,2390000,1876.25,478,478,14.822
156.6658,2159.6,-69397.53125,2395000,1852.07,479,479,14.7719
156.6308,2183.79,-68995.625,2400000,1860.17,480,480,14.7722
156.5326,2215.88,-69289.109375,2405000,1856.03,481,481,14.6055
156.5433,2285.77,-69599.9375,2410000,1880.85,482,482,14.9147
156.4977,2280.31,-69920.0546875,2415000,1903.68,483,483,14.7575
156.4124,2222.24,-69778.984375,2420000,1887.32,484,484,14.6436
156.4732,2241.2,-69843.6484375,2425000,1874.17,485,485,14.7199
156.4716,2251.26,-69998.6484375,2430000,1884.45,486,486,14.7025
156.4759,2177.72,-69947.9453125,2435000,1887.45,487,487,14.5774
156.5342,2142.8,-70817.0,2440000,1850.07,488,488,14.5289
156.537,2279.21,-70573.4296875,2445000,1881.59,489,489,14.7471
156.5133,2092.87,-70528.984375,2450000,1824.96,490,490,14.5205
156.5214,2296.28,-70972.8828125,2455000,1911.02,491,491,14.7727
156.5468,1423.22,-70165.375,2460000,1802.01,492,492,14.4383
156.4096,2227.99,-70788.1953125,2465000,1852.44,493,493,14.6524
156.4695,2204.84,-70894.25,2470000,1881.75,494,494,14.6096
156.6369,2247.98,-70916.40625,2475000,1897.45,495,495,14.7598
156.4487,1376.81,-71098.8828125,2480000,1788.24,496,496,14.6995
156.4824,2225.32,-71505.484375,2485000,1898.23,497,497,14.6789
156.4192,2232.95,-71640.84375,2490000,1923.65,498,498,14.9824
156.4808,2250.73,-71741.3828125,2495000,1901.78,499,499,14.8292
156.4272,2280.43,-71978.640625,2500000,1919.1,500,500,14.9357
156.4778,2204.69,-70998.8671875,2505000,1892.98,501,501,14.639
156.4673,2282.45,-72860.09375,2510000,1790.11,502,502,15.6224
156.5599,458.05,-71331.53125,2515000,1777.54,503,503,14.5943
156.4794,2083.66,-71960.796875,2520000,1848.42,504,504,14.5665
156.5457,2265.63,-72311.734375,2525000,1870.26,505,505,14.8509
156.4424,1961.9,-72090.9609375,2530000,1832.01,506,506,14.6646
156.3907,1683.05,-71545.5703125,2535000,1752.04,507,507,14.4019
156.5816,2231.26,-72056.3515625,2540000,1867.53,508,508,14.8492
156.5593,2204.73,-72498.6640625,2545000,1871.61,509,509,14.6845
156.4779,2315.34,-73096.453125,2550000,1925.84,510,510,14.8454
156.4328,2310.94,-73117.4609375,2555000,1921.61,511,511,15.1004
156.5597,2268.55,-73429.828125,2560000,1917.92,512,512,15.0202
156.5717,2249.56,-73214.7578125,2565000,1886.07,513,513,15.1077
156.6883,2247.21,-74186.09375,2570000,1833.22,514,514,15.6691
156.7975,2274.67,-73915.09375,2575000,1910.92,515,515,15.5696
157.8067,-77.67,-72425.171875,2580000,-76.65,516,516,13.1399
162.4471,-555.41,-51584.828125,2585000,-524.05,517,517,49.3353
162.3597,-514.77,-50456.4765625,2590000,-489.22,518,518,49.9517
162.0934,-456.24,-49491.3828125,2595000,-429.17,519,519,47.2208
160.8696,-315.84,-52298.01953125,2600000,-303.9,520,520,41.0245
159.9146,-123.79,-55255.6796875,2605000,-40.95,521,521,28.1812
159.8134,-99.56,-58956.94140625,2610000,-166.98,522,522,21.6416
159.5611,-249.62,-60323.1953125,2615000,-356.82,523,523,17.0682
157.1243,440.35,-74008.7578125,2620000,328.96,524,524,13.4358
158.6441,192.1,-69847.0859375,2625000,49.23,525,525,37.3691
157.6863,-201.83,-54197.94921875,2630000,-199.13,526,526,27.6781
156.6834,1545.69,-74959.59375,2635000,1190.26,527,527,14.4364
156.6423,1571.53,-74542.71875,2640000,1011.27,528,528,13.8274
157.2738,593.98,-71878.65625,2645000,354.71,529,529,12.9952
158.5732,-222.31,-69196.640625,2650000,-114.66,530,530,15.2251
157.5304,1063.79,-74723.796875,2655000,728.97,531,531,14.3739
156.618,1671.68,-74144.6796875,2660000,1324.33,532,532,13.8677
156.4937,2103.33,-75649.3984375,2665000,1619.45,533,533,14.554
156.7067,2077.4,-76863.984375,2670000,1683.36,534,534,14.7594
156.6371,2160.89,-76085.0390625,2675000,1553.09,535,535,15.0335
156.5759,2011.3,-75768.53125,2680000,1716.2,536,536,14.9228
156.616,2048.04,-75910.53125,2685000,1767.31,537,537,14.9906
156.5535,2139.85,-76152.2890625,2690000,1732.74,538,538,14.938
156.5711,2126.9,-75779.7421875,2695000,1766.8,539,539,14.987
156.5215,2128.78,-75985.8125,2700000,1795.4,540,540,14.9061
156.5442,2170.23,-76168.8125,2705000,1771.44,541,541,14.9475
156.4343,2165.66,-75734.40625,2710000,1783.66,542,542,14.9838
156.6059,2152.01,-75978.140625,2715000,1783.9,543,543,15.0764
156.5176,2165.95,-75899.6171875,2720000,1793.68,544,544,15.073
156.4513,2156.79,-76450.625,2725000,1772.2,545,545,14.7464
156.6726,2167.06,-75848.6328125,2730000,1813.03,546,546,16.0708
156.7179,2162.67,-75901.359375,2735000,1780.11,547,547,14.6665
156.4943,2183.95,-76557.6640625,2740000,1790.97,548,548,14.833
156.5301,2211.54,-76598.6796875,2745000,1816.79,549,549,14.6296
156.6432,2173.24,-76420.1328125,2750000,1773.4,550,550,14.9997
156.594,2166.81,-76300.859375,2755000,1791.74,551,551,14.9189
156.6693,2187.36,-76640.90625,2760000,1811.33,552,552,14.9766
156.5496,2204.14,-76291.09375,2765000,1827.12,553,553,14.9709
156.5276,2202.16,-76472.5078125,2770000,1823.11,554,554,15.0734
156.608,2184.79,-76874.0625,2775000,1820.95,555,555,14.8914
156.5864,2197.32,-76897.1328125,2780000,1760.26,556,556,14.5474
156.5126,2182.76,-76011.0703125,2785000,1721.42,557,557,14.3783
156.335,2194.78,-76313.6796875,2790000,1757.13,558,558,14.6607
156.4142,2213.53,-76453.140625,2795000,1838.15,559,559,14.9465
156.756,2080.7,-75983.6875,2800000,1698.32,560,560,14.4883
156.639,1906.13,-76104.5078125,2805000,1570.31,561,561,14.1992
156.6151,2138.57,-76288.421875,2810000,1753.36,562,562,14.3522
156.4946,2087.96,-75869.0390625,2815000,1633.56,563,563,14.0412
156.6983,1842.97,-75827.765625,2820000,1509.06,564,564,14.2238
156.8799,1486.8,-75716.2109375,2825000,1199.48,565,565,14.2069
156.5457,2009.09,-75861.9140625,2830000,1660.25,566,566,14.366
156.5246,1945.86,-78060.78125,2835000,1552.61,567,567,14.0372
156.4226,2014.99,-76124.9765625,2840000,1642.67,568,568,14.3649
156.7015,2217.48,-77266.2265625,2845000,1830.95,569,569,15.1027
156.6013,2208.69,-77657.1484375,2850000,1842.63,570,570,14.964
156.6111,2198.74,-77453.6484375,2855000,1834.26,571,571,15.0598
156.7087,2221.15,-78263.5703125,2860000,1851.18,572,572,15.0957
156.5436,2232.12,-77881.75,2865000,1863.01,573,573,15.0471
156.6573,2227.03,-77951.7734375,2870000,1864.34,574,574,15.0111
156.6835,2235.88,-78170.0390625,2875000,1878.87,575,575,15.0291
156.6145,2172.12,-78239.9375,2880000,1841.17,576,576,15.0476
156.4452,2234.72,-78344.2890625,2885000,1849.8,577,577,14.9524
156.6311,1300.73,-78322.1015625,2890000,1859.32,578,578,15.0162
156.6571,-741.08,-76792.9296875,2895000,1528.94,579,579,14.4632
156.3589,2028.92,-78464.1796875,2900000,1863.64,580,580,14.9345
156.6748,2134.69,-78966.6015625,2905000,1858.46,581,581,15.132
156.6618,2232.53,-78857.09375,2910000,1848.63,582,582,15.0011
156.6672,1043.59,-78668.625,2915000,1815.69,583,583,14.8889
156.6226,2186.44,-78907.8671875,2920000,1839.31,584,584,14.8318
156.7442,2253.12,-79389.984375,2925000,1871.04,585,585,15.1779
156.6122,2236.39,-79388.4140625,2930000,1869.75,586,586,14.8736
156.5633,2266.64,-79570.0078125,2935000,1876.47,587,587,15.3437
156.7432,1736.04,-79307.15625,2940000,1864.06,588,588,15.0251
156.7701,2228.75,-79397.3203125,2945000,1871.62,589,589,15.1666
156.72,2254.08,-79782.125,2950000,1900.09,590,590,15.2658
156.5698,2272.08,-79931.6484375,2955000,1879.59,591,591,15.2045
156.6449,2273.49,-79794.4765625,2960000,1886.82,592,592,15.3238
156.7307,2259.29,-79965.65625,2965000,1891.5,593,593,15.1186
156.8156,2233.96,-79731.8046875,2970000,1888.04,594,594,15.2856
156.669,2240.68,-79794.015625,2975000,1882.54,595,595,15.167
156.6879,2274.09,-80042.375,2980000,1922.39,596,596,15.1765
156.6937,2243.18,-79927.5234375,2985000,1867.6,597,597,14.9997
156.6326,2220.02,-80197.0234375,2990000,1863.17,598,598,15.1445
156.6269,2213.43,-80116.2578125,2995000,1872.45,599,599,14.9403
