Running Env Steps,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time
1970000,1867.01,394,-65741.2109375,15.6357,156.8114,2251.62,394
1975000,1850.62,395,-65253.37890625,15.0349,156.7871,2266.3,395
1980000,1884.88,396,-66174.1171875,15.5525,156.8298,2308.85,396
1985000,1905.34,397,-65957.0,15.5777,156.7612,2287.07,397
1990000,1871.88,398,-65717.1328125,15.2005,156.6333,2238.72,398
1995000,1865.76,399,-66158.515625,15.4516,156.7833,2300.31,399
2000000,1897.95,400,-66308.984375,15.4787,156.7301,2289.09,400
2005000,1947.43,401,-66232.6015625,15.5279,156.753,2290.28,401
2010000,1933.19,402,-66368.609375,15.4313,156.7901,2296.22,402
2015000,1937.04,403,-67015.109375,15.6854,156.7558,2305.39,403
2020000,1978.1,404,-67299.734375,15.7775,156.7054,2318.69,404
2025000,1954.2,405,-66992.59375,15.7159,156.7715,2312.02,405
2030000,1958.7,406,-67428.0546875,15.8951,156.7568,2311.35,406
2035000,1930.83,407,-67031.71875,15.5341,156.7661,2290.84,407
2040000,1923.17,408,-67475.75,15.8515,156.8331,2293.69,408
2045000,1944.54,409,-67582.7890625,15.7489,156.699,2308.68,409
2050000,1961.4,410,-67584.0703125,15.7853,156.7264,2331.84,410
2055000,1961.77,411,-67689.609375,15.8086,156.8898,2320.89,411
2060000,1964.01,412,-67810.4921875,15.5587,156.9231,2305.36,412
2065000,1969.14,413,-68120.234375,15.6407,156.6902,2308.57,413
2070000,1979.9,414,-68372.703125,15.8245,156.9077,2333.05,414
2075000,1977.82,415,-68394.484375,15.9339,156.7292,2315.07,415
2080000,1978.57,416,-68581.9375,15.7041,156.6597,2330.24,416
2085000,1962.78,417,-68659.3828125,15.7675,156.682,2324.76,417
2090000,1985.71,418,-68552.4453125,15.8276,156.8484,2319.79,418
2095000,1976.5,419,-68818.8046875,15.7959,156.6058,2298.08,419
2100000,1969.28,420,-69012.5078125,15.6624,156.7146,2318.06,420
2105000,1992.97,421,-69064.8203125,15.9158,156.7165,2339.39,421
2110000,1953.63,422,-69157.9375,15.7841,156.7124,2305.7,422
2115000,1959.61,423,-69095.3359375,15.672,156.593,2322.13,423
2120000,1953.57,424,-69224.453125,15.6913,156.7508,2303.05,424
2125000,1968.59,425,-69338.109375,15.6706,156.6906,2321.9,425
2130000,1990.02,426,-69977.09375,15.9524,156.4617,2350.6,426
2135000,1982.63,427,-69905.640625,15.7366,156.7228,2341.66,427
2140000,1986.94,428,-69658.921875,15.7028,156.6113,2321.63,428
2145000,1998.98,429,-70044.3828125,15.6803,156.7001,2350.62,429
2150000,1989.3,430,-70113.84375,15.8283,156.7556,2346.94,430
2155000,1955.0,431,-70023.7421875,15.7342,156.7485,2321.12,431
2160000,1975.42,432,-70271.4921875,15.5914,156.8027,2325.3,432
2165000,1996.2,433,-70624.640625,15.8356,156.604,2334.09,433
2170000,2006.79,434,-70861.5390625,15.8865,156.6934,2355.84,434
2175000,1974.16,435,-70695.046875,15.8666,156.7356,2353.72,435
2180000,1947.6,436,-70571.625,15.6683,156.7369,2320.96,436
2185000,1959.27,437,-70610.3359375,15.7473,156.8834,2317.55,437
2190000,1988.77,438,-70829.28125,15.7325,156.5941,2350.34,438
2195000,1961.39,439,-70829.7421875,15.6656,156.712,2332.03,439
2200000,1979.77,440,-71297.2578125,15.6218,156.5953,2341.52,440
2205000,1965.5,441,-70995.1171875,15.6697,156.8678,2345.64,441
2210000,1973.46,442,-70853.6328125,15.5161,156.6112,2326.07,442
2215000,1967.77,443,-71339.6640625,15.6328,156.7889,2348.41,443
2220000,1993.04,444,-71197.8828125,15.5855,156.5963,2331.76,444
2225000,1967.55,445,-71401.5625,15.4835,156.5488,2314.69,445
2230000,1973.47,446,-71665.2265625,15.7846,156.5872,2327.01,446
2235000,1978.95,447,-71646.8203125,15.5061,156.6016,2333.98,447
2240000,1966.2,448,-71571.15625,15.6558,156.6257,2324.65,448
2245000,1992.78,449,-71891.6875,15.7341,156.7433,2345.03,449
2250000,1953.52,450,-71802.7265625,15.566,156.6311,2312.76,450
2255000,2009.73,451,-72215.296875,15.7292,156.5167,2360.11,451
2260000,1978.67,452,-72369.0859375,15.7348,156.5666,2337.4,452
2265000,1983.45,453,-72437.65625,15.7741,156.7201,2327.84,453
2270000,1999.13,454,-72366.8125,15.745,156.7133,2344.19,454
2275000,1995.81,455,-72443.6328125,15.6529,156.7978,2316.04,455
2280000,1962.98,456,-72377.1171875,15.5844,156.8262,2348.63,456
2285000,1991.96,457,-72841.484375,15.6288,156.7704,2348.84,457
2290000,2011.86,458,-72855.796875,15.8263,156.6995,2341.48,458
2295000,1988.54,459,-72571.015625,15.6089,156.5844,2340.46,459
2300000,1943.56,460,-72484.0859375,15.5115,156.6643,2335.31,460
2305000,1955.19,461,-72942.7890625,15.3025,156.6501,2326.91,461
2310000,1979.99,462,-72865.3828125,15.5803,156.7114,2306.06,462
2315000,1981.41,463,-72981.109375,15.3648,156.6255,2326.52,463
2320000,1984.44,464,-72870.5546875,15.4519,156.6425,2310.19,464
2325000,1963.13,465,-73476.796875,15.6319,156.7377,2328.73,465
2330000,2005.14,466,-73260.0625,15.5335,156.6453,2345.9,466
2335000,1971.65,467,-73481.6171875,15.83,156.7301,2335.11,467
2340000,1985.23,468,-73784.734375,15.7371,156.5517,2360.33,468
2345000,1997.98,469,-73703.1796875,15.6678,156.7076,2296.86,469
2350000,1966.63,470,-73925.7109375,15.5746,156.5125,2331.43,470
2355000,1977.93,471,-73452.640625,15.113,156.5989,2323.3,471
2360000,1977.4,472,-73740.03125,15.4378,156.6555,2329.13,472
2365000,1985.83,473,-73943.1171875,15.5051,156.592,2336.32,473
2370000,2003.18,474,-73776.4140625,15.4629,156.5859,2351.47,474
2375000,1988.22,475,-74256.2109375,15.6367,156.6487,2336.86,475
2380000,1968.45,476,-74219.0078125,15.4548,156.7121,2330.42,476
2385000,1971.18,477,-74474.1796875,15.393,156.5553,2291.98,477
2390000,1983.68,478,-74452.1796875,15.4083,156.605,2327.88,478
2395000,1937.51,479,-74854.7734375,15.642,156.6144,2349.81,479
2400000,1969.95,480,-74502.71875,15.4402,156.6398,2294.64,480
2405000,1956.91,481,-75013.3203125,15.519,156.6732,2328.99,481
2410000,1990.94,482,-75219.109375,15.55,156.6446,2328.76,482
2415000,1979.83,483,-74755.7734375,15.4295,156.5698,2336.41,483
2420000,1978.86,484,-75054.8046875,15.3719,156.5785,2303.22,484
2425000,1998.89,485,-75160.0703125,15.4121,156.526,2325.44,485
2430000,2017.95,486,-75151.6953125,15.5468,156.617,2336.73,486
2435000,1973.32,487,-75182.828125,15.378,156.5156,2294.65,487
2440000,1949.42,488,-75244.515625,15.2831,156.4762,2309.0,488
2445000,1931.73,489,-75628.6015625,15.2725,156.4824,2307.44,489
2450000,1950.58,490,-75861.1328125,15.2468,156.49,2312.73,490
2455000,1965.89,491,-75454.15625,15.2462,156.5661,2328.57,491
2460000,1983.72,492,-75754.2265625,15.3551,156.6706,2342.48,492
2465000,1967.39,493,-75341.7109375,14.9802,156.5867,2316.11,493
2470000,1853.09,494,-75069.1328125,15.0262,156.4205,2325.29,494
2475000,1997.11,495,-75842.609375,15.3621,156.6243,2321.13,495
2480000,1975.4,496,-75944.921875,15.295,156.478,2337.38,496
2485000,1912.96,497,-75541.7734375,15.4955,156.5329,2235.49,497
2490000,1886.09,498,-76274.7421875,15.4798,156.7138,2292.96,498
2495000,1852.94,499,-76306.28125,15.1958,156.5349,2263.56,499
2500000,1796.11,500,-76812.1015625,15.2848,156.5947,2202.33,500
2505000,1802.36,501,-76490.9453125,15.1337,156.5751,2210.07,501
2510000,1853.77,502,-76686.09375,15.1604,156.7258,2222.89,502
2515000,1845.25,503,-76548.3828125,15.0837,156.7041,2207.85,503
2520000,1805.8,504,-76080.4765625,14.8524,156.586,2172.39,504
2525000,1851.28,505,-76251.625,15.0021,156.5767,2204.35,505
2530000,1890.07,506,-76835.015625,15.131,156.697,2266.85,506
2535000,1902.81,507,-76724.15625,15.105,156.6096,2269.44,507
2540000,1897.53,508,-76869.6796875,14.9308,156.4838,2280.7,508
2545000,1883.73,509,-76952.078125,15.1147,156.5456,2273.69,509
2550000,1913.73,510,-77097.890625,14.9565,156.5589,2265.45,510
2555000,1940.86,511,-77590.6640625,15.204,156.5147,2315.37,511
2560000,1917.41,512,-77448.96875,15.3536,156.6218,2293.98,512
2565000,1908.44,513,-76940.6171875,14.8902,156.3652,2263.75,513
2570000,1917.94,514,-77530.8125,14.9877,156.5474,2212.42,514
2575000,1924.89,515,-77867.9296875,15.2895,156.6174,2285.31,515
2580000,1932.53,516,-77624.40625,14.9779,156.4628,2284.68,516
2585000,1945.24,517,-77902.1171875,15.0086,156.5848,2281.47,517
2590000,1936.16,518,-78094.453125,15.1632,156.6919,2268.8,518
2595000,1950.61,519,-77601.5859375,15.0307,156.4672,2304.64,519
2600000,1934.81,520,-77845.9296875,15.1777,156.5431,2283.48,520
2605000,1945.3,521,-78202.3984375,15.3363,156.5087,2290.73,521
2610000,1921.29,522,-78079.28125,15.2357,156.6215,2289.76,522
2615000,1935.46,523,-78602.2578125,15.3422,156.6873,2316.7,523
2620000,1956.19,524,-78265.34375,15.0672,156.76,2296.53,524
2625000,1978.69,525,-78204.9609375,15.2489,156.5398,2307.22,525
2630000,1972.99,526,-78400.640625,15.2778,156.575,2293.87,526
2635000,1963.48,527,-78478.328125,15.3097,156.7024,2293.65,527
2640000,1965.27,528,-78794.203125,15.3463,156.6325,2317.79,528
2645000,1954.94,529,-78838.953125,15.2855,156.7021,2295.35,529
2650000,1950.93,530,-78760.34375,15.2457,156.4869,2318.36,530
2655000,1903.93,531,-78509.671875,15.1916,156.6116,2265.5,531
2660000,1938.49,532,-78717.2265625,15.2051,156.4917,2294.58,532
2665000,1935.43,533,-78850.09375,15.1215,156.4978,2284.64,533
2670000,1948.75,534,-78833.375,15.1184,156.6456,2294.94,534
2675000,1963.24,535,-79114.9765625,15.3534,156.551,2313.74,535
2680000,1943.16,536,-79041.703125,15.1097,156.5282,2267.85,536
2685000,1937.05,537,-79575.1171875,15.2386,156.4827,2287.73,537
2690000,1961.05,538,-79694.4375,15.2869,156.6417,2317.72,538
2695000,1929.83,539,-79831.6484375,15.1859,156.5925,2285.94,539
2700000,1935.91,540,-79755.25,15.1645,156.5851,2310.74,540
2705000,1950.79,541,-79971.6796875,15.3554,156.6073,2311.08,541
2710000,1972.54,542,-79571.3046875,15.0814,156.6031,2304.76,542
2715000,1947.7,543,-79910.4375,15.2262,156.5973,2296.81,543
2720000,1944.29,544,-80206.125,15.2807,156.6906,2297.26,544
2725000,1930.91,545,-80226.7734375,15.1353,156.5845,2310.41,545
2730000,1958.08,546,-79977.75,15.3351,156.6348,2315.14,546
2735000,1957.55,547,-80264.1328125,15.2353,156.4248,2308.13,547
2740000,1943.53,548,-80269.765625,15.3296,156.4229,2260.41,548
2745000,1938.68,549,-80489.921875,15.4612,156.5729,2291.44,549
2750000,1944.75,550,-80441.5703125,15.003,156.5271,2284.19,550
2755000,1945.54,551,-80299.75,15.1118,156.7582,2257.34,551
2760000,1945.26,552,-80430.3984375,15.2685,156.707,2293.17,552
2765000,1977.65,553,-80647.1875,15.2968,156.6464,2308.95,553
2770000,1965.36,554,-80795.078125,15.2154,156.6176,2309.22,554
2775000,1931.11,555,-80508.46875,15.2397,156.5285,2274.42,555
2780000,1969.52,556,-80833.09375,15.3316,156.5326,2306.75,556
2785000,1946.15,557,-81245.5078125,15.3045,156.4912,2302.32,557
2790000,1940.56,558,-81095.703125,15.4859,156.6571,2270.9,558
2795000,1942.57,559,-81204.9375,15.0587,156.6251,2284.19,559
2800000,1950.56,560,-81184.609375,15.133,156.6215,2281.88,560
2805000,1942.83,561,-81331.828125,15.3358,156.7885,2299.32,561
2810000,1959.28,562,-81461.7109375,15.2867,156.5421,2311.33,562
2815000,1961.57,563,-81276.8828125,15.298,156.7005,2323.0,563
2820000,1969.94,564,-81476.3125,15.2228,156.5629,2328.88,564
2825000,1936.16,565,-81505.3515625,15.1453,156.6729,2266.26,565
2830000,1937.35,566,-81613.1796875,15.1461,156.6758,2281.26,566
2835000,1934.21,567,-81590.390625,15.2905,156.7891,2286.42,567
2840000,1961.94,568,-82016.3671875,15.1774,156.4264,2316.35,568
2845000,1947.02,569,-81963.046875,15.3858,156.6229,2294.3,569
2850000,1964.87,570,-82174.40625,15.3687,156.6327,2308.14,570
2855000,1965.64,571,-82238.7109375,15.3021,156.611,2300.45,571
2860000,1946.81,572,-82103.09375,15.4379,156.7019,2295.14,572
2865000,1935.83,573,-82046.5390625,15.2291,156.5909,2293.37,573
2870000,1967.38,574,-82006.4140625,15.3296,156.5363,2312.79,574
2875000,1962.64,575,-82398.46875,15.2315,156.6436,2306.78,575
2880000,1952.09,576,-82654.9375,15.3482,156.608,2305.7,576
2885000,1967.34,577,-82231.4375,15.1606,156.555,2313.14,577
2890000,1962.21,578,-82387.53125,15.0298,156.5618,2302.56,578
2895000,1940.41,579,-82571.5703125,15.225,156.421,2273.1,579
2900000,1974.43,580,-82489.5390625,15.1508,156.5552,2326.52,580
2905000,1952.12,581,-82942.609375,15.4101,156.6568,2288.88,581
2910000,1940.25,582,-82720.6328125,15.191,156.5838,2292.4,582
2915000,1949.79,583,-82662.953125,15.2156,156.5824,2311.57,583
2920000,1948.14,584,-82965.734375,15.42,156.5883,2279.85,584
2925000,1942.53,585,-82868.4375,15.1699,156.5751,2310.57,585
2930000,1945.33,586,-82923.578125,15.3105,156.7069,2294.97,586
2935000,1922.96,587,-82987.0234375,15.0615,156.6002,2303.62,587
2940000,1935.49,588,-82668.5390625,15.0487,156.5739,2279.69,588
2945000,1926.64,589,-82980.9765625,15.0793,156.6144,2282.28,589
2950000,1933.27,590,-83121.25,14.9861,156.6096,2311.24,590
2955000,1967.63,591,-83348.453125,15.3474,156.8172,2311.92,591
2960000,1954.59,592,-83484.953125,15.1615,156.6975,2326.91,592
2965000,1947.82,593,-83571.640625,15.1374,156.6717,2302.37,593
2970000,1963.47,594,-83636.0625,15.3056,156.7369,2307.24,594
2975000,1954.53,595,-83693.546875,15.3012,156.5939,2309.99,595
2980000,1955.32,596,-83713.84375,15.24,156.684,2298.1,596
2985000,1951.49,597,-83728.7109375,15.1692,156.4582,2319.45,597
2990000,1927.13,598,-83546.1015625,15.1251,156.7056,2295.79,598
2995000,1968.21,599,-83517.9296875,15.1466,156.7635,2293.41,599
