Running Update Time,Real Sto Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Det Return,Reward Loss
400,124.99,644.131,1177.3363,2000000,400,114.19,-19765.8984375
401,55.55,862.6505,1247.9239,2005000,401,55.53,-19845.435546875
402,55.78,865.8754,1248.7085,2010000,402,55.75,-19847.1328125
403,55.84,864.2572,1192.9573,2015000,403,55.58,-19851.330078125
404,55.98,862.4891,1176.8095,2020000,404,55.76,-19848.267578125
405,58.21,865.7641,1113.8239,2025000,405,60.62,-19836.375
406,55.76,864.4769,1133.2492,2030000,406,53.94,-19845.5078125
407,55.75,868.8572,1169.2948,2035000,407,54.73,-19842.244140625
408,55.12,857.2373,1152.9851,2040000,408,54.08,-19827.658203125
409,60.14,857.0277,1181.2352,2045000,409,60.31,-19808.91796875
410,59.75,865.4821,1215.2431,2050000,410,59.53,-19811.466796875
411,58.55,858.7247,1228.7403,2055000,411,59.21,-19799.236328125
412,61.66,863.6041,1259.5152,2060000,412,61.36,-19803.513671875
413,59.06,854.0783,1294.8411,2065000,413,59.06,-19798.16796875
414,61.6,846.7234,1261.7825,2070000,414,61.62,-19800.533203125
415,59.04,844.9644,1265.7409,2075000,415,58.64,-19790.267578125
416,59.79,853.3518,1198.7398,2080000,416,58.96,-19785.609375
417,60.99,861.9398,1305.6998,2085000,417,61.11,-19809.041015625
418,61.2,844.6095,1327.8862,2090000,418,61.27,-19792.435546875
419,59.37,855.2141,1335.1708,2095000,419,59.79,-19795.365234375
420,59.23,859.5171,1347.5441,2100000,420,60.17,-19828.125
421,59.77,862.7087,1360.1046,2105000,421,60.23,-19830.486328125
422,59.71,857.347,1346.194,2110000,422,59.88,-19828.474609375
423,59.03,849.9457,1352.1262,2115000,423,59.49,-19822.84765625
424,58.79,849.2445,1383.0393,2120000,424,59.06,-19836.1953125
425,58.49,855.2462,1420.3387,2125000,425,58.51,-19844.02734375
426,60.66,858.3485,1406.7699,2130000,426,61.45,-19873.390625
427,58.99,853.3374,1438.8034,2135000,427,59.89,-19858.203125
428,57.88,852.7318,1421.4878,2140000,428,58.7,-19864.421875
429,60.08,859.1218,1430.1333,2145000,429,59.27,-19876.41015625
430,60.35,856.5674,1439.5129,2150000,430,60.72,-19864.861328125
431,59.48,851.9488,1442.4349,2155000,431,61.15,-19870.14453125
432,59.12,839.7688,1749.9097,2160000,432,60.84,-19857.513671875
433,58.89,844.1878,1424.6308,2165000,433,60.04,-19872.763671875
434,57.86,856.0231,1355.7485,2170000,434,60.23,-19880.701171875
435,60.46,812.2345,1344.7277,2175000,435,62.23,-19808.90234375
436,74.77,720.0607,1077.1227,2180000,436,78.32,-19762.466796875
437,91.06,636.714,933.4544,2185000,437,85.08,-19020.73828125
438,89.81,661.928,944.6131,2190000,438,88.37,-19300.6328125
439,59.97,826.4249,1049.7715,2195000,439,60.36,-19779.42578125
440,58.77,820.6772,1012.1448,2200000,440,59.88,-19877.341796875
441,59.64,771.3086,865.1999,2205000,441,60.34,-19601.6796875
442,59.64,807.3612,819.2022,2210000,442,59.14,-19836.857421875
443,59.68,783.7956,691.9696,2215000,443,58.31,-19823.318359375
444,57.85,696.3999,708.4116,2220000,444,59.53,-18931.544921875
445,60.91,688.9465,751.2624,2225000,445,59.47,-19394.318359375
446,63.33,734.7918,900.3423,2230000,446,62.67,-19726.765625
447,63.39,730.8109,1083.7475,2235000,447,63.1,-19706.546875
448,66.83,700.948,967.1102,2240000,448,65.74,-19579.244140625
449,65.7,712.5773,934.8944,2245000,449,63.6,-19477.76953125
450,66.69,695.2885,1144.7314,2250000,450,66.01,-19592.12890625
451,65.45,686.4303,924.6724,2255000,451,64.2,-19377.50390625
452,66.61,654.6027,1323.2313,2260000,452,67.11,-19147.94140625
453,66.39,671.214,895.7278,2265000,453,66.37,-19005.451171875
454,69.77,631.5099,900.6046,2270000,454,68.94,-18804.388671875
455,71.02,625.2449,559.3191,2275000,455,71.68,-17780.029296875
456,73.14,634.3874,551.0292,2280000,456,100.09,-17751.173828125
457,69.29,573.62,325.6351,2285000,457,69.12,-15882.1708984375
458,75.05,581.3914,298.2998,2290000,458,72.68,-15278.095703125
459,74.1,598.4872,390.7215,2295000,459,69.91,-16309.2099609375
460,71.22,585.8181,326.4776,2300000,460,69.7,-16569.345703125
461,71.12,601.6201,286.2021,2305000,461,69.33,-16594.4140625
462,66.52,615.0032,314.2463,2310000,462,63.68,-17628.458984375
463,84.81,610.0599,526.782,2315000,463,84.05,-17536.712890625
464,66.04,568.6645,324.4729,2320000,464,64.88,-16762.677734375
465,94.59,579.2684,274.7837,2325000,465,84.47,-17016.09375
466,68.37,598.0218,281.0193,2330000,466,64.57,-16302.900390625
467,69.28,600.3783,377.8812,2335000,467,72.27,-16954.6484375
468,71.81,575.8447,269.0901,2340000,468,69.59,-15657.2734375
469,71.51,586.499,372.0819,2345000,469,72.74,-17125.48828125
470,69.93,583.8544,262.918,2350000,470,70.06,-16734.728515625
471,73.8,584.0274,284.799,2355000,471,65.91,-16489.44921875
472,84.32,572.2654,275.715,2360000,472,82.52,-17448.0625
473,75.74,583.683,269.4783,2365000,473,72.25,-16987.8984375
474,71.38,590.9263,280.476,2370000,474,68.6,-16742.6015625
475,84.05,601.1987,289.0308,2375000,475,83.36,-17318.50390625
476,72.13,598.1502,330.3442,2380000,476,74.32,-17264.5703125
477,72.58,580.1601,324.3222,2385000,477,70.33,-17566.626953125
478,69.06,590.9954,324.2216,2390000,478,65.87,-16857.44140625
479,71.78,598.3378,296.1341,2395000,479,74.95,-17137.09765625
480,66.54,615.6769,333.786,2400000,480,66.12,-17422.861328125
481,74.14,607.5572,308.0469,2405000,481,73.26,-17485.951171875
482,68.52,600.9902,329.9223,2410000,482,70.06,-17179.48828125
483,72.01,586.0678,325.3538,2415000,483,71.88,-17033.486328125
484,67.05,588.4986,309.8723,2420000,484,66.26,-17152.50390625
485,63.54,614.7514,341.6239,2425000,485,64.73,-17217.8984375
486,61.75,617.8525,348.065,2430000,486,61.58,-17929.275390625
487,64.79,631.9642,352.5978,2435000,487,65.19,-17916.6640625
488,67.16,607.5977,348.6397,2440000,488,68.73,-17631.388671875
489,65.76,595.7105,337.2135,2445000,489,66.76,-17414.869140625
490,67.72,598.0878,363.6377,2450000,490,69.21,-17605.328125
491,67.5,611.6447,343.3055,2455000,491,63.94,-17712.923828125
492,65.3,608.9478,366.3875,2460000,492,66.52,-17647.640625
493,62.86,612.4589,306.3687,2465000,493,63.42,-18019.490234375
494,66.5,603.2455,576.2385,2470000,494,66.22,-17757.927734375
495,64.71,600.9326,718.661,2475000,495,64.03,-18144.650390625
496,65.46,592.2065,360.6562,2480000,496,64.98,-17661.845703125
497,65.48,608.6812,330.7015,2485000,497,65.9,-18088.359375
498,66.73,612.5497,315.8538,2490000,498,66.91,-18242.0703125
499,63.38,623.7624,374.3531,2495000,499,63.79,-18355.796875
500,59.62,615.7643,365.6912,2500000,500,59.0,-18015.685546875
501,66.72,613.1795,358.4347,2505000,501,67.91,-18156.634765625
502,68.89,610.8157,498.7344,2510000,502,69.21,-18360.876953125
503,63.9,609.8494,344.7939,2515000,503,65.12,-18018.458984375
504,65.18,609.3737,376.5896,2520000,504,65.39,-18376.12109375
505,64.29,602.1924,365.5558,2525000,505,63.54,-18022.267578125
506,66.94,601.9324,350.9004,2530000,506,66.2,-18382.373046875
507,73.89,617.943,368.4218,2535000,507,69.89,-18285.2265625
508,66.02,610.9814,391.1751,2540000,508,66.75,-18499.1484375
509,65.53,612.2261,390.0326,2545000,509,65.85,-18320.849609375
510,63.62,595.9066,360.5688,2550000,510,63.92,-18230.353515625
511,63.84,569.6935,745.6708,2555000,511,64.53,-18383.818359375
512,65.39,590.5903,841.014,2560000,512,65.43,-18459.43359375
513,66.3,616.4687,619.7459,2565000,513,66.46,-18802.5546875
514,65.43,600.0203,570.8754,2570000,514,65.65,-18771.404296875
515,65.71,609.1135,392.4749,2575000,515,65.73,-18730.033203125
516,63.67,606.1515,701.9569,2580000,516,63.49,-18689.412109375
517,64.89,602.7814,399.5482,2585000,517,63.01,-18765.09765625
518,62.11,600.7503,358.2925,2590000,518,61.15,-18688.244140625
519,63.82,607.5858,343.8688,2595000,519,64.32,-18744.28515625
520,63.52,613.9483,388.4249,2600000,520,63.69,-18875.96875
521,63.81,606.8203,355.0285,2605000,521,63.3,-18920.1796875
522,61.77,605.5473,346.621,2610000,522,62.19,-18618.46875
523,64.93,612.3589,743.1,2615000,523,64.12,-18981.412109375
524,63.88,609.6331,458.2956,2620000,524,64.72,-18974.4453125
525,63.15,616.3934,359.346,2625000,525,63.46,-18750.6484375
526,65.69,601.3005,363.7667,2630000,526,65.68,-18902.828125
527,65.16,604.6791,366.2301,2635000,527,65.27,-18924.265625
528,64.04,608.6134,470.9153,2640000,528,63.85,-18920.61328125
529,65.8,614.4564,677.2038,2645000,529,65.96,-19003.185546875
530,65.86,616.4533,794.0248,2650000,530,65.85,-19147.216796875
531,65.07,611.2213,969.7402,2655000,531,65.34,-18891.59765625
532,66.39,609.7614,1067.0145,2660000,532,66.54,-19106.689453125
533,65.69,601.8574,346.8205,2665000,533,65.88,-18887.318359375
534,65.26,595.4104,876.3962,2670000,534,64.25,-18873.74609375
535,65.91,612.9716,680.3196,2675000,535,65.5,-18991.7109375
536,66.65,620.8407,693.4219,2680000,536,65.2,-19180.123046875
537,64.84,615.9613,532.1165,2685000,537,64.57,-18766.498046875
538,66.08,601.9398,589.2506,2690000,538,66.16,-19051.44921875
539,64.92,609.9003,825.4969,2695000,539,65.59,-18961.529296875
540,66.36,621.6089,572.1173,2700000,540,66.45,-19221.099609375
541,66.55,612.4709,952.6989,2705000,541,66.39,-19189.392578125
542,66.87,612.43,586.6609,2710000,542,66.47,-19046.1875
543,65.06,603.896,1071.8804,2715000,543,65.11,-19153.892578125
544,66.68,604.3245,1819.0988,2720000,544,66.22,-19249.02734375
545,66.09,591.7234,710.6069,2725000,545,66.05,-19049.7890625
546,66.67,597.2318,1025.636,2730000,546,66.68,-19198.28125
547,65.3,617.6413,1097.4091,2735000,547,65.31,-19274.009765625
548,66.44,613.7197,1481.598,2740000,548,66.64,-19243.3046875
549,66.75,602.6092,867.0079,2745000,549,66.89,-19238.689453125
550,66.51,602.9944,536.4114,2750000,550,66.52,-19132.4375
551,66.67,611.1269,502.7105,2755000,551,66.69,-19178.599609375
552,66.67,611.7001,890.9998,2760000,552,66.68,-19328.037109375
553,66.82,622.217,367.8327,2765000,553,67.03,-19007.12109375
554,66.65,617.3208,393.8595,2770000,554,66.45,-19236.080078125
555,66.62,615.9961,1017.8097,2775000,555,66.66,-19357.87890625
556,66.37,623.7316,1287.375,2780000,556,66.87,-19380.9140625
557,67.04,627.879,1002.7019,2785000,557,67.12,-19284.712890625
558,66.84,614.0646,851.3567,2790000,558,67.2,-19348.76953125
559,66.96,612.73,738.9951,2795000,559,67.11,-19378.982421875
560,66.73,597.491,491.0178,2800000,560,67.44,-19102.552734375
561,67.13,624.4006,1174.3495,2805000,561,67.33,-19207.134765625
562,67.05,621.377,1335.9051,2810000,562,67.26,-19359.85546875
563,67.23,607.8979,822.426,2815000,563,67.36,-19425.64453125
564,66.96,610.8503,673.1765,2820000,564,67.21,-19278.404296875
565,67.1,613.715,437.7019,2825000,565,67.43,-19067.447265625
566,67.22,625.8986,1894.7985,2830000,566,67.49,-19561.056640625
567,62.89,618.0807,841.9622,2835000,567,61.66,-19535.515625
568,65.75,617.6392,836.0293,2840000,568,66.03,-19490.955078125
569,67.6,607.833,934.1089,2845000,569,67.9,-19337.11328125
570,67.23,593.1806,503.9209,2850000,570,67.07,-19140.873046875
571,67.59,616.9916,1051.4607,2855000,571,67.58,-19345.078125
572,64.2,612.0074,1101.4314,2860000,572,63.9,-19317.759765625
573,65.77,606.0968,1130.9464,2865000,573,66.97,-19383.830078125
574,66.07,608.366,933.6057,2870000,574,66.76,-19172.423828125
575,65.68,620.2209,1218.1884,2875000,575,65.38,-19302.76171875
576,66.66,594.9019,1474.88,2880000,576,66.66,-19287.685546875
577,66.87,602.0947,1089.2025,2885000,577,67.28,-19449.62109375
578,66.25,614.1839,1704.5618,2890000,578,66.35,-19338.947265625
579,66.09,591.4188,675.6526,2895000,579,66.16,-19098.2734375
580,66.3,607.8913,273.1551,2900000,580,66.43,-18890.4296875
581,65.9,616.1599,1211.1471,2905000,581,66.22,-19475.099609375
582,65.64,602.9447,1420.8212,2910000,582,66.06,-19336.640625
583,65.52,607.3822,1401.5133,2915000,583,65.48,-19413.537109375
584,66.64,612.5315,1928.4258,2920000,584,67.09,-19644.75
585,66.19,601.6272,893.4051,2925000,585,66.06,-19365.150390625
586,66.06,604.115,1043.0057,2930000,586,66.58,-19475.75
587,65.64,609.5969,921.2076,2935000,587,66.36,-19368.31640625
588,67.01,605.9282,772.3578,2940000,588,67.49,-19462.783203125
589,66.16,598.8521,736.9959,2945000,589,67.47,-19264.74609375
590,66.23,615.7077,1243.2557,2950000,590,66.94,-19487.076171875
591,64.65,597.5999,601.4178,2955000,591,65.21,-19375.533203125
592,67.51,626.9199,2300.9519,2960000,592,67.62,-19602.572265625
593,67.52,605.7887,964.7282,2965000,593,67.91,-19594.52734375
594,67.42,628.592,1929.0272,2970000,594,67.59,-19684.2734375
595,67.07,615.1627,745.8548,2975000,595,67.28,-19393.890625
596,68.1,623.7904,1805.7133,2980000,596,68.47,-19594.986328125
597,67.2,617.0173,818.8244,2985000,597,67.56,-19584.283203125
598,67.17,610.0527,1022.1712,2990000,598,67.46,-19351.787109375
599,67.05,617.9123,607.4319,2995000,599,67.43,-19611.720703125
