Real Sto Return,Reward Loss,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Update Time,Running Reverse KL
1945.08,-12604.0673828125,1935000,156.5483,387,2304.58,387,14.9416
1978.98,-12654.4208984375,1940000,156.6313,388,2311.03,388,15.0272
1963.96,-12694.5556640625,1945000,156.5843,389,2310.06,389,15.0906
1946.73,-12700.2802734375,1950000,156.5077,390,2309.27,390,14.9079
1970.86,-12721.7138671875,1955000,156.6124,391,2318.27,391,15.1905
1973.32,-12729.5859375,1960000,156.4768,392,2329.97,392,15.0454
1826.32,-12687.41796875,1965000,156.4952,393,2261.96,393,14.9041
1966.55,-12797.20703125,1970000,156.5071,394,2296.31,394,15.1168
1972.83,-12793.896484375,1975000,156.613,395,2314.05,395,15.224
1957.58,-12869.1142578125,1980000,156.6218,396,2287.24,396,14.9658
1947.0,-12846.6552734375,1985000,156.7012,397,2284.11,397,15.1138
1982.62,-12865.03125,1990000,156.4512,398,2340.76,398,14.9914
1975.07,-12881.5224609375,1995000,156.568,399,2315.91,399,15.2096
1969.93,-12944.1220703125,2000000,156.6797,400,2304.43,400,15.2007
1956.33,-12901.0517578125,2005000,156.546,401,2309.2,401,15.0615
