Real Det Return,Running Forward KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,Itration
2885.47,70.8993,1975000,395,2074.48,-51376.234375,51.723,395
2675.72,70.3761,1980000,396,1981.61,-51180.88671875,47.6328,396
3083.19,71.5148,1985000,397,2309.41,-52020.65234375,53.6898,397
2975.94,70.1454,1990000,398,2380.0,-50617.78125,50.263,398
3165.35,71.1298,1995000,399,2780.59,-51718.03125,56.2124,399
3288.9,71.507,2000000,400,2472.98,-51422.02734375,50.5288,400
3911.09,71.5794,2005000,401,2897.72,-51722.88671875,53.4214,401
4115.84,72.0992,2010000,402,3293.49,-53376.02734375,57.31,402
3631.57,71.541,2015000,403,2977.91,-50963.39453125,55.8598,403
3603.58,72.0981,2020000,404,3048.79,-51084.6015625,53.8936,404
4349.58,71.7533,2025000,405,3246.57,-51939.31640625,55.7285,405
3938.08,71.7666,2030000,406,3166.47,-52603.23828125,53.2847,406
4638.76,71.433,2035000,407,3743.51,-51585.671875,52.8962,407
3997.58,72.7691,2040000,408,3445.41,-52153.70703125,56.4742,408
4027.62,70.2555,2045000,409,3413.71,-52718.0234375,56.2751,409
3828.46,71.2822,2050000,410,3131.18,-50447.85546875,55.5674,410
4178.18,72.543,2055000,411,3572.82,-52912.46484375,55.9131,411
4182.91,71.7227,2060000,412,2644.04,-51205.26953125,58.0561,412
4300.04,73.9611,2065000,413,3527.41,-53424.29296875,59.0881,413
4330.98,73.2162,2070000,414,3695.13,-52211.48828125,59.0141,414
3961.14,71.0853,2075000,415,3066.42,-51843.984375,52.6397,415
4392.92,73.7054,2080000,416,3812.35,-54181.4140625,60.2126,416
4090.45,74.6296,2085000,417,3364.43,-54017.81640625,62.0398,417
4506.14,71.3408,2090000,418,3487.57,-52016.92578125,54.7664,418
4613.39,73.3234,2095000,419,3715.37,-54218.515625,62.6443,419
4416.4,72.4822,2100000,420,3717.21,-53189.71484375,60.6747,420
4864.09,72.8791,2105000,421,3884.65,-54450.0546875,61.2937,421
4859.33,71.3619,2110000,422,3815.33,-54500.0078125,60.4447,422
4709.53,73.159,2115000,423,4086.61,-55012.265625,61.7075,423
4509.97,73.3062,2120000,424,4181.0,-55457.03125,62.3151,424
4866.11,75.0973,2125000,425,4426.72,-55467.24609375,66.2136,425
4699.79,73.111,2130000,426,4287.13,-54296.3984375,61.8165,426
4594.37,75.099,2135000,427,3920.79,-55275.0390625,65.1823,427
4750.18,73.8619,2140000,428,4072.9,-56207.0234375,62.5899,428
4891.75,72.57,2145000,429,4309.25,-55930.8203125,61.9177,429
4854.5,72.6786,2150000,430,4086.82,-56134.5390625,62.5946,430
4739.71,73.9183,2155000,431,4259.05,-55881.84765625,63.6808,431
4540.08,72.259,2160000,432,3890.6,-56906.95703125,60.4282,432
4823.27,72.1765,2165000,433,4298.62,-54970.9921875,56.0004,433
4800.61,74.0012,2170000,434,4252.83,-54744.7890625,62.1535,434
4507.48,73.1984,2175000,435,4489.4,-55483.05859375,60.8637,435
4619.16,72.2926,2180000,436,4135.29,-55736.8515625,58.0781,436
4787.87,72.4286,2185000,437,4119.55,-55634.36328125,60.1499,437
4759.01,73.1659,2190000,438,4209.88,-54946.5234375,59.4426,438
5061.95,72.6368,2195000,439,4067.41,-54704.1875,60.3139,439
4766.67,75.2072,2200000,440,4112.41,-56763.734375,65.5207,440
4748.25,73.6108,2205000,441,4318.68,-55988.57421875,62.1116,441
4647.39,72.6534,2210000,442,4294.63,-56989.73046875,60.5425,442
4677.4,73.8266,2215000,443,4463.73,-56167.46484375,61.7071,443
4711.43,74.2963,2220000,444,4315.7,-57097.5703125,60.357,444
4987.69,73.3508,2225000,445,4444.02,-55966.09375,60.8628,445
4771.79,74.9124,2230000,446,4653.14,-58506.65625,61.6849,446
5067.76,75.9248,2235000,447,4564.22,-57712.0859375,65.6885,447
4753.5,73.4207,2240000,448,4472.07,-58078.10546875,59.8927,448
5047.2,74.9053,2245000,449,4787.32,-57745.265625,63.9309,449
5205.5,75.1059,2250000,450,4583.25,-57927.890625,62.6096,450
4925.56,76.2608,2255000,451,4558.67,-58071.75390625,65.7082,451
5114.09,74.0744,2260000,452,4555.54,-58276.7734375,60.4199,452
5271.78,75.4065,2265000,453,3966.22,-57709.38671875,63.707,453
4770.43,74.0062,2270000,454,4703.34,-57654.1484375,60.3731,454
4830.99,75.0944,2275000,455,4729.72,-57876.66015625,63.6134,455
4866.59,74.0124,2280000,456,4406.7,-58637.7265625,61.9941,456
4864.94,73.2205,2285000,457,3727.53,-59281.6015625,59.3818,457
4843.18,73.0361,2290000,458,4160.97,-58401.4609375,58.4797,458
5013.71,75.3117,2295000,459,4591.82,-59230.6484375,64.0396,459
5099.97,75.239,2300000,460,4507.0,-58501.6484375,62.7762,460
4844.56,73.9937,2305000,461,4803.6,-57191.90234375,56.3246,461
4943.83,72.4482,2310000,462,4692.19,-59594.2578125,58.3849,462
5212.97,75.034,2315000,463,4700.84,-58679.0,62.5665,463
4773.24,73.8892,2320000,464,4723.28,-58928.56640625,62.2306,464
5237.58,76.4062,2325000,465,4510.26,-59118.61328125,63.5108,465
4927.46,72.6009,2330000,466,4305.22,-58720.2109375,58.5502,466
5050.16,75.8851,2335000,467,4605.38,-58678.73828125,61.5634,467
4595.33,75.0632,2340000,468,4655.99,-58637.3203125,64.7706,468
5352.48,74.9273,2345000,469,4941.84,-60040.16015625,63.984,469
4858.48,74.1164,2350000,470,4553.17,-59538.21484375,59.9964,470
4849.04,73.2662,2355000,471,4263.82,-58523.3515625,61.0707,471
4915.91,74.0636,2360000,472,4868.95,-58875.07421875,58.7938,472
5017.17,75.6657,2365000,473,4298.45,-59757.0625,62.1351,473
5004.23,73.2748,2370000,474,4698.71,-59370.94140625,58.1581,474
5388.21,75.4359,2375000,475,4082.67,-60543.74609375,61.1957,475
5035.12,75.3802,2380000,476,4544.82,-60755.421875,63.4395,476
4679.38,75.7423,2385000,477,4499.09,-59287.6171875,62.7043,477
4846.67,75.9985,2390000,478,4837.15,-61443.4375,67.5253,478
4707.45,75.0894,2395000,479,4099.2,-60509.9140625,63.4446,479
4798.85,74.6615,2400000,480,4147.25,-60201.95703125,61.1276,480
5241.08,76.6237,2405000,481,4834.66,-62298.8203125,67.4992,481
5220.37,75.2575,2410000,482,4493.35,-61932.265625,65.2854,482
5146.84,74.5763,2415000,483,5071.24,-62465.7890625,60.9804,483
5033.56,75.1604,2420000,484,5050.21,-62298.4921875,64.276,484
4737.45,74.1673,2425000,485,4968.94,-62432.88671875,61.5504,485
5316.55,75.602,2430000,486,4739.98,-64441.9296875,66.2536,486
5422.72,75.6371,2435000,487,4941.14,-63425.3203125,62.8702,487
5043.04,75.8806,2440000,488,4524.01,-62443.3984375,65.5241,488
5165.86,76.1387,2445000,489,4664.17,-63595.83203125,66.6945,489
5383.79,76.1647,2450000,490,4953.93,-63896.96875,67.6309,490
5307.07,75.7958,2455000,491,5131.83,-64135.45703125,67.966,491
5390.56,76.1299,2460000,492,4600.22,-64383.48046875,65.6364,492
5429.1,75.5447,2465000,493,4366.9,-64035.390625,67.9022,493
5205.28,76.2489,2470000,494,4518.56,-64142.82421875,69.253,494
5362.45,74.7429,2475000,495,4926.17,-66215.484375,64.292,495
5227.54,74.026,2480000,496,4834.3,-63512.0,64.4345,496
5335.86,76.2725,2485000,497,4991.24,-64640.83984375,66.6661,497
5469.04,75.9854,2490000,498,4372.11,-64581.34375,67.2984,498
4711.27,76.5101,2495000,499,4993.68,-65230.2265625,64.5515,499
5395.9,76.6457,2500000,500,5049.47,-65267.1171875,67.1823,500
5194.46,76.7602,2505000,501,4893.13,-65248.51171875,64.7481,501
5384.71,73.8978,2510000,502,4526.2,-64560.09375,62.6211,502
5532.26,75.9502,2515000,503,4877.14,-64795.83203125,66.2296,503
5244.6,76.063,2520000,504,5036.8,-66805.953125,66.7645,504
5569.58,76.1072,2525000,505,4348.07,-65485.3125,65.7445,505
5252.55,74.3466,2530000,506,4655.63,-64221.6875,60.6644,506
5283.62,76.4012,2535000,507,4477.39,-67284.078125,67.7487,507
5449.27,76.6664,2540000,508,4911.7,-67589.9765625,65.6283,508
5585.88,74.8973,2545000,509,5010.56,-65665.3359375,65.8797,509
5072.59,75.3083,2550000,510,4420.69,-66682.5546875,63.7128,510
5552.84,75.7671,2555000,511,5123.83,-66672.421875,64.6726,511
5397.43,76.5617,2560000,512,5165.77,-67454.3125,68.5215,512
4980.78,75.0915,2565000,513,4956.21,-66455.6875,65.6901,513
5286.86,76.6525,2570000,514,5122.29,-66806.9609375,68.1628,514
5377.15,77.4393,2575000,515,4801.35,-67338.9609375,68.6796,515
5126.79,76.724,2580000,516,5152.92,-67665.9140625,71.5443,516
5489.21,75.5162,2585000,517,5135.73,-67065.2890625,65.512,517
5441.74,75.7763,2590000,518,4689.43,-67120.4140625,65.6695,518
5501.8,74.967,2595000,519,5119.3,-67347.9296875,67.7901,519
5554.89,77.5021,2600000,520,4948.76,-68118.5546875,70.9733,520
5543.98,76.5044,2605000,521,5005.53,-66842.4765625,69.0219,521
5556.05,78.8419,2610000,522,5138.71,-68687.015625,73.8777,522
5539.2,76.4989,2615000,523,5286.83,-67467.6875,71.4058,523
5452.96,77.0901,2620000,524,4747.16,-68361.671875,71.2904,524
5509.7,76.1615,2625000,525,4646.83,-66672.9453125,69.4572,525
5455.71,78.5943,2630000,526,4977.14,-69183.734375,73.6563,526
5604.32,77.0094,2635000,527,5246.91,-68709.625,70.244,527
5423.97,78.5553,2640000,528,5169.55,-69646.3515625,76.8167,528
5333.74,76.0735,2645000,529,5187.96,-68146.7578125,71.5353,529
5313.26,76.9816,2650000,530,5233.27,-69365.8984375,70.1204,530
5645.92,77.544,2655000,531,5098.32,-69865.6640625,70.8715,531
5582.95,76.1232,2660000,532,5203.11,-69815.6953125,70.1183,532
5638.36,77.5757,2665000,533,4553.36,-69585.53125,72.5024,533
5490.89,76.8855,2670000,534,5024.93,-69845.046875,71.3098,534
5547.9,77.6154,2675000,535,4991.25,-70516.7265625,68.7451,535
5523.94,76.7851,2680000,536,5196.61,-70526.9765625,69.247,536
5438.08,78.3668,2685000,537,4731.89,-70557.7734375,72.8013,537
5495.94,77.6939,2690000,538,5235.31,-70674.65625,70.8078,538
5452.24,78.3663,2695000,539,5128.32,-71883.859375,75.9865,539
5177.07,79.2327,2700000,540,4902.7,-72009.59375,74.3226,540
5508.15,78.5593,2705000,541,5189.9,-70979.7890625,73.0021,541
5519.64,78.2019,2710000,542,4911.0,-71706.09375,72.2453,542
5179.3,78.065,2715000,543,5191.53,-71889.1171875,74.9455,543
5591.21,78.2724,2720000,544,4856.61,-71060.0703125,72.363,544
5304.64,77.2815,2725000,545,4523.22,-72499.359375,71.8941,545
5541.86,78.147,2730000,546,5251.72,-72305.7421875,74.1832,546
5432.0,79.1583,2735000,547,4837.5,-72230.234375,74.6561,547
5580.45,79.3323,2740000,548,5218.11,-73081.828125,75.358,548
5448.62,79.0279,2745000,549,5085.95,-72870.4765625,74.6757,549
5179.87,78.1972,2750000,550,5110.32,-73394.9140625,73.2534,550
5577.5,78.1238,2755000,551,4781.83,-72652.9609375,71.6251,551
5377.7,77.7704,2760000,552,5161.35,-72520.7265625,72.3319,552
5419.89,78.4757,2765000,553,4817.35,-74521.65625,75.2514,553
5449.65,77.3723,2770000,554,5096.81,-74105.046875,74.4808,554
5505.21,76.3057,2775000,555,5069.58,-72153.1015625,69.8437,555
5518.7,78.578,2780000,556,5142.83,-73119.21875,73.8694,556
5133.21,79.6874,2785000,557,5026.52,-75851.1796875,74.5769,557
5341.86,78.4616,2790000,558,5016.31,-73967.5625,74.0971,558
5488.4,79.0417,2795000,559,4680.84,-74813.6953125,75.0663,559
4304.85,72.3971,2800000,560,3319.3,-71959.6015625,83.9293,560
3700.77,76.159,2805000,561,3433.26,-72075.671875,70.3478,561
-1944.43,109.6029,2810000,562,-1854.66,-69043.3359375,345.0616,562
-813.19,85.5308,2815000,563,-707.88,-68366.6953125,143.2455,563
809.93,78.8047,2820000,564,137.04,-70265.25,175.824,564
3724.48,80.7076,2825000,565,3196.23,-75290.7265625,112.4723,565
1514.04,78.4931,2830000,566,2245.21,-72213.1171875,216.8116,566
951.3,77.7541,2835000,567,2458.77,-69568.5625,133.8146,567
1745.78,75.2325,2840000,568,1891.15,-71827.7734375,171.586,568
120.61,81.4506,2845000,569,50.68,-75709.8046875,216.8024,569
2721.37,92.1875,2850000,570,2569.29,-78997.3046875,110.2458,570
2822.35,85.6578,2855000,571,2437.21,-74237.203125,89.1567,571
1129.85,83.032,2860000,572,1249.68,-70847.8046875,80.3184,572
2739.13,80.4253,2865000,573,2244.9,-70443.03125,125.372,573
4198.66,80.9865,2870000,574,3699.54,-72075.8515625,104.5403,574
-275.79,98.5411,2875000,575,-198.21,-55552.55859375,174.7601,575
-948.38,90.2174,2880000,576,-563.14,-66431.8203125,248.5977,576
-1034.52,81.2866,2885000,577,-1021.23,-73459.65625,381.3268,577
-395.78,76.4338,2890000,578,-499.92,-74215.2421875,255.8731,578
-1060.45,81.4681,2895000,579,-575.25,-73430.7578125,345.0378,579
-496.75,81.8038,2900000,580,-822.03,-69061.4453125,383.2842,580
-198.18,78.8403,2905000,581,-441.28,-67793.46875,209.2188,581
-113.73,79.0777,2910000,582,-153.81,-75731.453125,308.5577,582
151.48,74.9035,2915000,583,102.94,-70440.9921875,229.8117,583
165.6,77.1247,2920000,584,208.97,-69891.9453125,163.4702,584
270.43,76.0584,2925000,585,442.1,-70454.921875,210.7927,585
659.1,75.5949,2930000,586,461.35,-69918.59375,83.595,586
1653.28,80.7073,2935000,587,1229.78,-71689.6484375,66.6362,587
1945.17,78.5648,2940000,588,1795.09,-71251.34375,84.8433,588
2589.32,83.2762,2945000,589,2648.37,-70973.03125,81.5444,589
2611.77,84.4756,2950000,590,2953.67,-71625.8203125,84.2021,590
3782.49,87.4648,2955000,591,3253.64,-74104.484375,92.3327,591
3107.98,84.1822,2960000,592,2540.26,-73779.6015625,89.706,592
4046.78,84.2398,2965000,593,3849.71,-72433.296875,86.752,593
4088.16,87.1097,2970000,594,3999.95,-75333.484375,84.997,594
4126.66,85.1761,2975000,595,3649.37,-76421.8125,85.6481,595
4312.78,80.7961,2980000,596,3676.58,-74419.1484375,77.272,596
4523.82,81.8209,2985000,597,3252.69,-72803.1875,73.835,597
4438.22,80.6318,2990000,598,3565.63,-73038.9453125,75.7569,598
4368.0,78.4486,2995000,599,4325.04,-71868.3359375,70.5063,599
