Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Reward Loss,Running Update Time
156.6783,386,15.3655,1979.64,1930000,2333.0,-11843.802734375,386
156.5019,387,15.5469,1975.31,1935000,2347.19,-11868.1923828125,387
156.6153,388,15.2417,1966.8,1940000,2345.63,-11864.619140625,388
156.6502,389,15.2864,1973.56,1945000,2346.83,-11887.6630859375,389
156.5448,390,15.3328,1966.72,1950000,2322.14,-11904.380859375,390
156.59,391,15.3094,1994.99,1955000,2351.08,-11925.92578125,391
156.6812,392,15.3827,1994.53,1960000,2363.67,-11967.6787109375,392
156.5907,393,15.4188,1980.49,1965000,2336.75,-11986.890625,393
156.6535,394,15.494,1995.83,1970000,2339.22,-11980.9833984375,394
156.4991,395,15.2577,1975.45,1975000,2340.01,-11977.1474609375,395
156.4697,396,15.2826,1990.11,1980000,2354.93,-11992.912109375,396
156.629,397,15.4425,2002.83,1985000,2346.35,-12012.107421875,397
156.6567,398,15.437,1992.57,1990000,2350.31,-12054.525390625,398
156.5633,399,15.2536,2001.54,1995000,2359.43,-12071.2607421875,399
156.6307,400,15.366,1997.16,2000000,2364.58,-12084.9130859375,400
156.5853,401,15.4474,1993.97,2005000,2350.25,-12100.5283203125,401
156.7215,402,15.4554,1983.4,2010000,2347.78,-12090.20703125,402
156.7731,403,15.4796,1993.54,2015000,2348.68,-12106.6796875,403
156.5721,404,15.4372,1995.53,2020000,2348.66,-12133.95703125,404
156.6455,405,15.3507,1993.54,2025000,2340.96,-12120.341796875,405
156.5389,406,15.2719,1979.21,2030000,2346.23,-12158.9580078125,406
156.5572,407,15.2007,1988.97,2035000,2353.94,-12187.9345703125,407
156.6953,408,15.2513,1991.76,2040000,2344.75,-12178.158203125,408
156.6272,409,15.3273,1995.62,2045000,2349.1,-12208.802734375,409
156.7898,410,15.3283,1987.39,2050000,2341.84,-12232.0986328125,410
156.6081,411,15.2514,2002.6,2055000,2350.88,-12236.09375,411
156.6507,412,15.3216,1999.82,2060000,2361.98,-12270.8671875,412
156.4055,413,15.354,1998.88,2065000,2360.63,-12274.96875,413
156.6152,414,15.25,1990.33,2070000,2339.75,-12288.5478515625,414
156.6212,415,15.2743,2014.81,2075000,2363.35,-12294.2978515625,415
156.5575,416,15.563,2014.43,2080000,2362.94,-12357.8583984375,416
156.6107,417,15.4011,2006.74,2085000,2351.6,-12343.916015625,417
156.6965,418,15.2557,1995.57,2090000,2342.68,-12367.2275390625,418
156.6721,419,15.2374,1997.23,2095000,2353.78,-12351.7255859375,419
156.5811,420,15.3127,1995.03,2100000,2353.07,-12393.3505859375,420
156.7492,421,15.3185,2012.2,2105000,2358.51,-12413.728515625,421
156.5952,422,15.2873,2004.83,2110000,2336.5,-12409.5078125,422
156.572,423,15.2953,1982.28,2115000,2343.27,-12425.8330078125,423
156.7062,424,15.209,1990.91,2120000,2353.7,-12466.890625,424
156.568,425,15.2518,1993.49,2125000,2353.94,-12496.3349609375,425
156.5808,426,15.2993,1999.4,2130000,2338.88,-12486.888671875,426
156.621,427,15.3674,1985.13,2135000,2345.68,-12503.4052734375,427
156.531,428,15.2144,1992.11,2140000,2342.41,-12523.673828125,428
156.4457,429,15.1712,2020.14,2145000,2352.45,-12510.0478515625,429
156.522,430,15.1247,1995.85,2150000,2361.97,-12545.3671875,430
156.6437,431,15.2317,1987.0,2155000,2358.91,-12567.4677734375,431
156.6113,432,15.0811,1976.28,2160000,2327.44,-12610.6162109375,432
156.5764,433,15.282,2005.88,2165000,2370.22,-12617.0751953125,433
156.6475,434,15.2308,2020.3,2170000,2364.11,-12608.7939453125,434
156.5609,435,15.0536,1994.48,2175000,2351.73,-12637.5556640625,435
156.6449,436,15.4113,1986.05,2180000,2371.55,-12686.9345703125,436
156.5841,437,15.1529,1998.95,2185000,2357.55,-12673.52734375,437
156.82,438,15.341,2000.2,2190000,2362.83,-12707.328125,438
156.667,439,15.206,1981.79,2195000,2322.43,-12742.5966796875,439
156.6328,440,15.1703,2001.71,2200000,2358.61,-12738.232421875,440
156.5485,441,15.4637,2010.02,2205000,2359.36,-12746.5654296875,441
156.6338,442,15.1767,1979.64,2210000,2341.73,-12794.13671875,442
156.5702,443,15.18,2013.15,2215000,2373.72,-12804.2392578125,443
156.6066,444,15.1712,2025.89,2220000,2374.38,-12802.1015625,444
156.5872,445,15.1836,2015.37,2225000,2368.19,-12798.0185546875,445
156.7187,446,15.2936,2004.29,2230000,2381.6,-12857.9423828125,446
156.567,447,15.2989,2016.07,2235000,2371.02,-12865.77734375,447
156.5655,448,15.2027,2013.49,2240000,2385.43,-12895.8447265625,448
156.5813,449,15.2549,1995.36,2245000,2354.74,-12883.568359375,449
156.4702,450,15.2356,2009.89,2250000,2361.66,-12909.4404296875,450
156.5734,451,15.2,1988.54,2255000,2355.56,-12904.2685546875,451
156.7289,452,15.3914,2014.64,2260000,2365.22,-12975.2626953125,452
156.5859,453,15.336,2006.11,2265000,2368.44,-12952.373046875,453
156.5546,454,15.1167,1982.49,2270000,2339.13,-12951.6474609375,454
156.6731,455,15.1998,1995.3,2275000,2344.23,-12962.6669921875,455
156.6543,456,15.2355,1969.83,2280000,2362.19,-13010.646484375,456
156.7288,457,15.215,1970.96,2285000,2324.98,-13055.7158203125,457
156.6116,458,15.0672,1982.09,2290000,2344.15,-13031.3017578125,458
156.6081,459,15.1719,1953.23,2295000,2359.04,-13088.931640625,459
156.5916,460,15.046,1964.15,2300000,2350.34,-13086.193359375,460
156.5894,461,15.1716,1974.72,2305000,2332.15,-13116.447265625,461
156.7067,462,15.4312,1984.47,2310000,2376.83,-13132.658203125,462
156.5671,463,15.3457,1998.6,2315000,2356.94,-13165.732421875,463
156.5861,464,15.2751,2011.01,2320000,2361.15,-13166.2451171875,464
156.6904,465,15.252,1985.53,2325000,2366.56,-13173.916015625,465
156.4203,466,15.3561,2009.48,2330000,2357.86,-13212.359375,466
156.548,467,15.2381,2003.84,2335000,2368.83,-13233.2119140625,467
156.6805,468,15.0556,1961.12,2340000,2346.11,-13223.4716796875,468
156.4525,469,15.252,1981.75,2345000,2350.28,-13265.2548828125,469
156.6148,470,15.1473,1988.69,2350000,2348.03,-13282.99609375,470
156.6438,471,15.3918,2005.37,2355000,2369.57,-13302.8037109375,471
156.6096,472,15.2413,1992.96,2360000,2353.2,-13338.05078125,472
156.5559,473,15.2793,1982.97,2365000,2354.14,-13329.1240234375,473
156.646,474,15.1019,1971.14,2370000,2323.77,-13325.6416015625,474
156.6564,475,15.3632,1974.48,2375000,2337.59,-13388.3125,475
156.6353,476,15.2864,1995.04,2380000,2350.93,-13400.7890625,476
156.622,477,15.1256,1978.39,2385000,2328.6,-13394.517578125,477
156.5245,478,15.1928,1976.53,2390000,2341.15,-13417.3330078125,478
156.5684,479,15.2434,2006.3,2395000,2371.73,-13457.5205078125,479
156.5129,480,15.1913,1979.39,2400000,2362.71,-13460.9169921875,480
156.5304,481,15.1957,1999.2,2405000,2365.02,-13491.1240234375,481
