Itration,Running Forward KL,Running Update Time,Real Det Return,Running Reverse KL,Reward Loss,Running Env Steps,Real Sto Return
384,144.5666,384,11623.36,18.2612,-8943.6494140625,1920000,10619.58
385,143.9942,385,11705.02,18.5579,-8933.5244140625,1925000,11084.11
386,143.9543,386,11646.99,17.8526,-9039.9521484375,1930000,10801.55
387,144.1192,387,11205.5,17.3273,-9004.794921875,1935000,11029.83
388,143.2955,388,11603.36,17.2082,-9022.47265625,1940000,10600.12
389,143.467,389,11604.03,18.6284,-9113.51171875,1945000,10408.0
390,143.2671,390,11449.37,18.2643,-9150.859375,1950000,10424.96
391,143.6823,391,11458.86,23.6345,-8772.6318359375,1955000,9901.36
392,143.6418,392,11708.24,17.562,-8927.5205078125,1960000,11088.94
393,143.9554,393,11545.91,17.8959,-9022.0546875,1965000,10577.42
394,143.2754,394,11774.69,18.1024,-9031.3115234375,1970000,11138.23
395,143.1635,395,11660.26,17.1116,-8887.73046875,1975000,11294.65
396,143.0399,396,11678.3,18.3424,-9220.6689453125,1980000,11007.42
397,142.6235,397,11761.58,18.514,-9137.822265625,1985000,10980.9
398,142.9163,398,11684.71,19.1349,-9262.740234375,1990000,10627.03
399,144.0549,399,11320.39,18.0769,-9281.439453125,1995000,11224.41
400,143.0754,400,11562.97,17.2735,-9310.6953125,2000000,10711.35
401,144.1461,401,11752.99,18.3506,-9421.162109375,2005000,11070.73
402,142.3895,402,11743.21,18.6648,-9162.982421875,2010000,10558.37
403,143.2366,403,11697.25,18.0941,-9249.568359375,2015000,10952.13
404,142.8982,404,11587.97,18.1065,-9243.638671875,2020000,11074.7
405,143.3261,405,11446.68,16.52,-9280.337890625,2025000,10648.95
406,142.9403,406,11818.15,18.0146,-9558.0224609375,2030000,10740.56
407,143.2906,407,11612.6,18.4731,-9433.341796875,2035000,11040.43
408,143.0087,408,11174.26,18.4968,-9423.3935546875,2040000,11007.4
409,143.0635,409,11415.28,17.3016,-9356.8359375,2045000,10533.21
410,143.7521,410,11888.67,18.6235,-9598.2763671875,2050000,9553.36
411,143.0404,411,11438.89,18.9353,-9459.1005859375,2055000,10992.33
412,142.6504,412,11249.54,18.3741,-9680.2587890625,2060000,11029.69
413,142.6108,413,11075.15,19.1313,-9454.9736328125,2065000,11275.95
414,143.5522,414,11519.57,19.1616,-9709.7265625,2070000,11079.27
415,143.8926,415,11439.91,18.2338,-9793.525390625,2075000,9737.98
416,143.7046,416,11569.55,18.205,-9980.158203125,2080000,10881.81
417,143.8814,417,11514.02,18.4462,-9966.732421875,2085000,10249.43
418,142.996,418,11269.05,17.9071,-9742.8876953125,2090000,10492.09
419,143.0907,419,11185.44,17.9409,-9885.921875,2095000,10156.44
420,142.2078,420,10915.72,18.8256,-9802.5,2100000,10720.05
421,143.9458,421,11418.68,18.1483,-9860.296875,2105000,10371.84
422,144.4589,422,11021.35,16.9917,-9715.5400390625,2110000,9827.48
423,145.7019,423,11231.4,15.6628,-9555.212890625,2115000,9856.66
424,144.5889,424,10930.42,17.3474,-9814.2412109375,2120000,10949.68
425,144.1956,425,10674.35,18.4116,-10151.9501953125,2125000,10421.07
426,144.1599,426,11386.85,18.2744,-10160.1025390625,2130000,9506.28
427,145.5684,427,8907.94,16.2524,-9908.923828125,2135000,10314.97
428,145.4104,428,10752.51,18.0831,-10122.009765625,2140000,9793.65
429,144.5869,429,11299.09,16.0476,-9899.02734375,2145000,9380.4
430,144.4354,430,10484.91,17.0364,-9812.9931640625,2150000,9749.09
431,144.599,431,11461.61,17.4478,-10222.1171875,2155000,10369.82
432,145.342,432,10821.93,18.3885,-10316.6396484375,2160000,9611.3
433,146.7606,433,11229.75,13.8756,-9927.5107421875,2165000,9125.6
434,143.8887,434,11303.78,18.3613,-10252.9970703125,2170000,10480.76
435,145.0614,435,11292.73,17.5006,-10219.466796875,2175000,10596.28
436,145.0387,436,11122.63,17.9454,-10301.66796875,2180000,10483.61
437,146.0927,437,11114.46,17.2048,-9976.341796875,2185000,9838.36
438,142.5884,438,10736.82,17.4695,-10202.9228515625,2190000,10644.27
439,146.5673,439,11203.72,17.1726,-10380.888671875,2195000,10560.74
440,144.6978,440,11335.44,17.52,-10366.0947265625,2200000,10146.81
441,145.6715,441,11224.28,17.9463,-10264.1103515625,2205000,10758.36
442,145.5003,442,10873.04,21.3906,-10359.1728515625,2210000,10913.03
443,144.0158,443,11284.68,18.3827,-10279.9873046875,2215000,10877.09
444,144.6845,444,11430.24,18.2454,-10477.873046875,2220000,10896.94
445,143.4826,445,11511.25,18.3002,-10633.552734375,2225000,11012.6
446,143.7805,446,10594.84,17.1541,-10393.2158203125,2230000,10715.96
447,144.8765,447,11523.24,18.7685,-10803.9033203125,2235000,10294.17
448,143.1627,448,11452.37,17.8936,-10603.4140625,2240000,10887.55
449,144.3906,449,11329.58,18.1697,-10465.0830078125,2245000,10737.79
450,144.4774,450,10866.45,17.1415,-10441.380859375,2250000,10289.83
451,144.135,451,10427.46,18.8127,-10717.1767578125,2255000,10917.56
452,143.6591,452,11329.68,17.8287,-10450.794921875,2260000,10881.19
453,144.7287,453,11122.62,22.4063,-10349.1201171875,2265000,10560.7
454,145.1277,454,10873.23,18.7213,-10838.169921875,2270000,10793.85
455,142.3067,455,11514.01,18.2617,-10805.578125,2275000,10390.78
456,144.6415,456,10826.39,17.3473,-10688.4892578125,2280000,10641.27
457,144.4872,457,11489.07,18.4001,-10815.8193359375,2285000,10929.16
458,144.4398,458,11535.68,18.5356,-10829.0419921875,2290000,11008.19
459,142.8149,459,11043.73,18.163,-10656.96484375,2295000,10310.16
460,142.7762,460,11262.46,18.2263,-10871.3037109375,2300000,10351.99
461,143.927,461,11611.76,18.2888,-11056.482421875,2305000,10780.34
462,142.7883,462,11395.21,18.1731,-10973.71875,2310000,10773.88
463,143.2481,463,11201.34,18.004,-10917.853515625,2315000,10947.75
464,143.2846,464,10535.06,17.9768,-10945.8056640625,2320000,10674.47
465,144.7568,465,10557.82,18.7303,-11134.587890625,2325000,10065.01
466,144.5083,466,10975.75,16.9197,-11045.2783203125,2330000,10314.17
467,143.4478,467,11458.02,18.5442,-11167.4912109375,2335000,10166.67
468,143.8024,468,11563.67,18.2176,-11118.92578125,2340000,10794.27
469,144.101,469,10850.93,18.3338,-11330.5107421875,2345000,10803.07
470,142.8644,470,11475.09,18.3564,-10956.884765625,2350000,10942.39
471,144.8162,471,11041.87,17.6755,-10884.705078125,2355000,10581.28
472,143.3198,472,10625.09,18.5009,-11304.4140625,2360000,10266.18
473,144.3343,473,11161.38,18.5861,-11513.921875,2365000,10649.43
474,144.2641,474,11346.84,19.0895,-11389.63671875,2370000,10929.94
475,144.6716,475,11267.98,18.0007,-11520.8720703125,2375000,10887.26
476,144.9657,476,11227.99,18.8948,-11650.39453125,2380000,11151.24
477,144.3905,477,11558.6,18.6397,-11571.0615234375,2385000,10941.79
478,143.7091,478,11104.76,18.2505,-11427.4697265625,2390000,10784.77
479,144.0365,479,11236.61,18.3163,-11494.51953125,2395000,10469.41
480,143.0791,480,11311.06,18.5437,-11499.4453125,2400000,10776.34
481,144.2672,481,11373.11,16.9884,-10970.31640625,2405000,10490.48
482,142.8687,482,11565.26,18.4138,-11282.5224609375,2410000,11041.4
483,143.8284,483,11550.64,19.4392,-11479.2783203125,2415000,10715.41
484,143.98,484,10612.98,18.4897,-11632.15625,2420000,10915.93
485,144.3893,485,10923.99,17.8172,-11765.060546875,2425000,11063.49
486,142.0009,486,11216.85,17.0802,-11100.447265625,2430000,10348.35
487,143.8691,487,11510.95,18.8572,-11710.4560546875,2435000,10382.2
488,145.0347,488,11442.08,18.4118,-11482.9697265625,2440000,10356.15
489,144.3333,489,11551.03,18.749,-11735.853515625,2445000,11098.45
490,144.6461,490,11711.88,18.5843,-11615.708984375,2450000,11246.41
491,144.38,491,11027.64,18.9332,-11675.6689453125,2455000,10652.74
492,143.8898,492,11138.99,17.9914,-11625.013671875,2460000,10916.74
493,145.2218,493,11714.41,18.3013,-11493.9072265625,2465000,11116.56
494,145.5182,494,11222.78,18.9742,-11673.2802734375,2470000,10828.86
495,145.4492,495,11459.34,19.2234,-11624.2744140625,2475000,11064.96
496,145.3115,496,10691.04,17.7364,-11757.166015625,2480000,10694.3
497,145.3595,497,11349.49,19.1148,-11766.6669921875,2485000,10904.4
498,145.3787,498,11334.53,18.3878,-11573.8662109375,2490000,10800.15
499,143.9856,499,11229.16,17.7605,-11639.80078125,2495000,10795.61
500,146.168,500,8349.21,21.7867,-11288.1220703125,2500000,10188.06
501,145.4333,501,11046.65,17.9981,-11834.8291015625,2505000,10289.06
502,145.6582,502,11439.16,19.8607,-11941.3486328125,2510000,10574.19
503,146.5669,503,10401.73,19.2215,-12013.849609375,2515000,10022.92
504,144.0535,504,11405.39,17.7847,-11714.9541015625,2520000,10370.52
505,145.6131,505,10435.64,18.0137,-11642.3779296875,2525000,10624.26
506,145.1328,506,11606.83,19.229,-11956.7958984375,2530000,10416.17
507,145.3456,507,11172.41,18.9109,-11878.8359375,2535000,10368.18
508,144.2976,508,11135.35,18.9434,-11859.666015625,2540000,10934.26
509,145.824,509,10849.62,18.2054,-11614.92578125,2545000,10665.6
510,144.469,510,11358.04,18.4755,-11997.083984375,2550000,10766.89
511,145.0099,511,11046.97,18.4091,-11751.9638671875,2555000,10672.08
512,144.7271,512,10732.07,17.8403,-11767.7041015625,2560000,10939.61
513,144.7171,513,11104.73,18.592,-11824.8447265625,2565000,10599.53
514,146.9756,514,11474.18,19.338,-11914.240234375,2570000,10650.42
515,144.9569,515,10999.88,17.9475,-11674.744140625,2575000,10653.85
516,145.003,516,11340.69,18.2629,-11617.8759765625,2580000,10951.02
517,145.0881,517,11510.0,20.9652,-11588.44140625,2585000,11053.5
518,145.4593,518,11129.31,19.1051,-11672.24609375,2590000,10232.96
519,146.432,519,10293.01,19.1747,-11810.5390625,2595000,9546.67
520,145.0502,520,10344.48,19.3365,-11815.7216796875,2600000,10532.33
521,145.744,521,11279.8,19.0337,-12112.4609375,2605000,10309.65
522,147.2958,522,9994.76,18.8076,-12173.12890625,2610000,10010.89
523,146.5057,523,10702.86,18.1955,-11958.421875,2615000,10811.64
524,145.8911,524,11290.55,18.3961,-11976.455078125,2620000,10694.5
525,146.0912,525,11512.11,18.8166,-12383.5966796875,2625000,10911.7
526,144.6239,526,11383.25,19.204,-12031.5478515625,2630000,10945.42
527,145.3462,527,11388.05,16.3614,-11724.146484375,2635000,11185.16
528,144.3323,528,11520.93,17.2562,-11769.224609375,2640000,11116.81
529,145.0186,529,11081.32,17.9683,-11849.8017578125,2645000,9201.15
530,145.2543,530,11531.4,17.8549,-11815.9482421875,2650000,8688.19
531,145.1579,531,9993.37,18.3955,-11765.0791015625,2655000,10627.83
532,144.5226,532,11382.46,17.3659,-11796.8544921875,2660000,11074.43
533,146.5425,533,11182.15,17.645,-12188.9296875,2665000,10404.41
534,146.9196,534,10871.82,17.8311,-11971.7958984375,2670000,10711.69
535,145.863,535,11303.32,19.9349,-12327.15625,2675000,10624.13
536,146.0571,536,10650.28,16.5635,-11636.71875,2680000,10525.39
537,144.6148,537,10035.76,19.5432,-12138.0390625,2685000,10400.82
538,146.0483,538,11144.33,17.8986,-11991.2685546875,2690000,10005.81
539,145.4179,539,10764.9,17.4134,-11891.7919921875,2695000,11113.06
540,145.4703,540,11347.37,17.7989,-11843.5634765625,2700000,10439.49
541,144.9349,541,11197.86,19.0703,-12062.0234375,2705000,10317.88
542,145.5416,542,9516.75,19.086,-12249.587890625,2710000,10550.95
543,146.6596,543,11237.48,18.2117,-12000.6484375,2715000,10227.91
544,145.0531,544,11603.72,17.458,-11946.119140625,2720000,9970.63
545,145.701,545,9897.19,18.3581,-12081.1591796875,2725000,10051.77
546,145.7726,546,10718.59,18.8999,-12272.7294921875,2730000,9905.11
547,146.0691,547,10419.06,18.1727,-11971.2783203125,2735000,9730.06
548,144.9499,548,11360.89,19.3628,-12245.3935546875,2740000,10545.97
549,147.1691,549,9815.57,18.2065,-12380.357421875,2745000,9658.53
550,145.7521,550,10436.05,18.5243,-12018.615234375,2750000,9573.49
551,146.4287,551,10185.63,17.567,-12125.38671875,2755000,10655.84
552,145.9503,552,11229.89,17.5013,-12089.3330078125,2760000,10957.33
553,145.7475,553,10018.69,19.7165,-12618.240234375,2765000,10276.72
554,146.0699,554,11348.67,17.8182,-12465.2607421875,2770000,11047.49
555,144.5554,555,10264.26,19.7069,-12471.05859375,2775000,11060.96
556,146.1559,556,11527.8,19.4429,-12262.66796875,2780000,10957.88
557,147.5862,557,10515.13,16.8579,-11830.984375,2785000,11029.77
558,146.3002,558,10779.33,18.3198,-12187.3818359375,2790000,11113.9
559,146.9455,559,11048.37,17.9894,-12273.90234375,2795000,11184.31
560,145.3378,560,10889.14,18.3729,-12453.3671875,2800000,10029.57
561,144.9502,561,11668.11,19.2368,-12735.5029296875,2805000,10949.33
562,146.3278,562,10649.01,18.5642,-12662.34765625,2810000,10304.88
563,146.4533,563,11115.17,19.8694,-12688.9072265625,2815000,10214.68
564,147.4128,564,10188.75,17.526,-12447.041015625,2820000,10293.5
565,146.9913,565,11176.05,18.5764,-12403.4521484375,2825000,9770.81
566,145.9442,566,11008.65,18.4911,-12475.900390625,2830000,10451.05
567,147.1045,567,9940.9,20.2033,-12988.37109375,2835000,10345.45
568,145.6865,568,10388.65,19.4084,-12725.361328125,2840000,9392.84
569,145.9538,569,11578.64,19.8891,-12883.01953125,2845000,10760.8
570,146.5359,570,10652.48,19.3721,-12782.87109375,2850000,9665.37
571,145.581,571,11504.95,20.4828,-12966.80859375,2855000,9827.87
572,145.1757,572,10393.29,16.8352,-12377.3115234375,2860000,9003.96
573,146.4576,573,9548.65,19.7593,-12718.2158203125,2865000,10333.96
574,144.4288,574,10847.71,17.3412,-12422.3271484375,2870000,8242.19
575,145.6316,575,9516.13,16.865,-12401.62890625,2875000,10195.29
576,147.4835,576,10328.17,18.3634,-12596.8935546875,2880000,8575.52
577,145.1227,577,10437.8,19.116,-12984.876953125,2885000,11258.96
578,146.4682,578,9996.29,18.1791,-12418.1044921875,2890000,11038.04
579,144.9289,579,11603.03,20.159,-12887.615234375,2895000,8959.04
580,144.7663,580,11361.92,19.2217,-12639.4267578125,2900000,10154.46
581,144.8208,581,11545.51,18.2827,-12795.4306640625,2905000,10723.09
582,146.5026,582,8810.99,13.5625,-11101.3125,2910000,10148.04
583,144.4675,583,11077.15,20.8055,-13107.7099609375,2915000,11231.17
584,145.4031,584,11336.34,21.4103,-13122.646484375,2920000,10279.54
585,144.8426,585,10928.7,17.0098,-12146.056640625,2925000,10625.03
586,145.7415,586,11056.55,19.199,-12517.09375,2930000,8938.66
587,145.1091,587,10066.24,18.8717,-12818.041015625,2935000,9875.62
588,144.9238,588,9819.78,17.2975,-12547.54296875,2940000,7744.06
589,145.0067,589,10817.49,19.4332,-12829.990234375,2945000,10360.96
590,144.9935,590,10998.33,17.5083,-12779.04296875,2950000,10659.6
591,144.2445,591,10747.21,19.6987,-13130.927734375,2955000,11064.16
592,144.8886,592,11152.67,19.18,-12641.0771484375,2960000,10786.45
593,146.3568,593,10813.94,18.2131,-12942.185546875,2965000,11214.53
594,145.0739,594,11364.5,19.8432,-13005.416015625,2970000,10345.83
595,144.979,595,10627.72,19.8987,-13103.98828125,2975000,10414.79
596,144.0682,596,10621.78,16.7288,-12429.58984375,2980000,11218.65
597,144.9948,597,10213.68,18.5536,-13018.478515625,2985000,10634.85
598,146.9351,598,10826.78,17.7839,-12373.6357421875,2990000,11006.81
599,143.8781,599,11404.38,18.2351,-12848.166015625,2995000,10243.78
