Running Update Time,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Env Steps,Real Det Return,Running Forward KL
388,4698.48,388,-9030.3115234375,59.0633,1940000,5560.33,73.2211
389,4564.82,389,-9631.0654296875,66.0691,1945000,5355.46,79.2124
390,4862.56,390,-9687.05859375,63.661,1950000,5565.79,79.8104
391,3972.25,391,-8806.62890625,58.4029,1955000,4975.69,72.824
392,4595.08,392,-9834.9921875,68.0823,1960000,5464.68,80.4939
393,4608.98,393,-9347.630859375,59.7407,1965000,4855.98,76.0976
394,4630.41,394,-9749.365234375,62.3512,1970000,5500.46,76.7944
395,5110.0,395,-9277.2236328125,59.5261,1975000,5200.98,72.5358
396,5011.2,396,-10000.30859375,63.5323,1980000,5674.99,76.5188
397,4788.7,397,-9972.9140625,69.1802,1985000,5344.1,79.3585
398,4903.42,398,-10105.0693359375,63.915,1990000,5015.95,77.4194
399,4095.44,399,-10240.064453125,66.6831,1995000,4778.57,78.5763
400,3910.32,400,-10244.828125,69.5662,2000000,4994.35,77.0135
401,4246.69,401,-9495.458984375,58.3922,2005000,4761.35,71.9513
402,4861.78,402,-10323.3759765625,68.708,2010000,4955.53,79.0092
403,4648.62,403,-10373.697265625,67.7052,2015000,4428.79,79.4315
404,4052.1,404,-10393.076171875,65.3174,2020000,5387.68,75.1189
405,4048.35,405,-10341.0625,64.4608,2025000,5023.63,78.3842
406,4490.93,406,-10355.4287109375,61.1865,2030000,5102.51,76.0493
407,4162.66,407,-10262.6611328125,58.7404,2035000,4913.3,73.9083
408,3977.78,408,-9894.5673828125,60.3042,2040000,4681.64,72.6164
409,4376.34,409,-10380.2431640625,62.5078,2045000,5438.23,76.2948
410,4948.76,410,-10348.5849609375,61.9116,2050000,5737.55,75.5617
411,4815.95,411,-10525.4384765625,63.3853,2055000,4966.27,76.2237
412,4403.13,412,-9395.2333984375,51.6812,2060000,5167.71,67.8836
413,4599.87,413,-10343.6923828125,59.5903,2065000,5537.89,71.7646
414,4369.86,414,-8896.39453125,51.6104,2070000,5504.73,66.9571
415,3950.48,415,-9062.841796875,52.3181,2075000,4912.44,67.8298
416,3705.36,416,-9406.2109375,54.6297,2080000,4858.99,68.3355
417,4007.35,417,-9987.0986328125,58.908,2085000,5476.98,72.4719
418,4741.78,418,-10506.919921875,61.4541,2090000,4757.6,73.5787
419,4136.65,419,-10618.7080078125,61.508,2095000,4898.68,75.3153
420,4255.59,420,-10025.69921875,55.2356,2100000,4783.52,69.7084
421,5129.96,421,-10450.3369140625,61.0773,2105000,5505.88,71.5028
422,4887.43,422,-9889.083984375,58.286,2110000,5719.31,70.089
423,4985.7,423,-10022.068359375,52.8599,2115000,5477.06,68.8751
424,5061.9,424,-10879.78515625,67.0132,2120000,5408.4,76.802
425,3567.1,425,-10845.6826171875,66.9411,2125000,5483.37,75.378
426,4472.55,426,-11019.52734375,66.6185,2130000,4686.88,77.4146
427,3449.75,427,-10880.7177734375,68.0963,2135000,5394.64,75.473
428,4214.92,428,-10993.2744140625,64.7739,2140000,5719.55,75.0328
429,4797.27,429,-10916.2041015625,62.1515,2145000,4908.81,74.7047
430,4205.1,430,-10721.4833984375,61.5612,2150000,5076.09,71.6841
431,4559.1,431,-10693.6630859375,61.3114,2155000,5289.32,71.5101
432,3788.27,432,-11033.70703125,63.3021,2160000,5468.2,75.5629
433,4135.79,433,-10433.8837890625,61.9922,2165000,4827.24,72.2962
434,4770.42,434,-10583.33203125,56.2306,2170000,4924.86,69.6921
435,5036.59,435,-11310.0703125,68.9548,2175000,4951.22,76.7847
436,5057.92,436,-11183.4150390625,68.7695,2180000,5357.94,78.2567
437,4642.99,437,-11314.548828125,64.6002,2185000,5407.02,76.4323
438,4568.23,438,-11397.056640625,70.4169,2190000,5152.8,77.9302
439,4611.65,439,-10380.06640625,64.1668,2195000,5142.27,70.9567
440,5136.18,440,-10596.984375,59.181,2200000,5298.64,70.9655
441,4695.27,441,-11138.7578125,67.577,2205000,5788.54,77.7596
442,4458.38,442,-11480.95703125,74.2632,2210000,5310.08,79.095
443,4682.98,443,-11452.9951171875,68.9289,2215000,5263.38,77.3765
444,3169.71,444,-10326.564453125,54.5657,2220000,4349.64,68.5082
445,3209.36,445,-11116.8955078125,62.1154,2225000,5072.19,71.1373
446,4280.09,446,-10754.716796875,60.9143,2230000,4983.57,69.8836
447,4733.69,447,-11670.255859375,69.5335,2235000,5303.02,76.1728
448,4789.11,448,-11516.0654296875,66.7096,2240000,5614.65,75.9007
449,3361.8,449,-11495.619140625,64.878,2245000,5431.19,74.5169
450,4094.99,450,-11445.142578125,67.0369,2250000,4963.83,74.7731
451,4280.87,451,-11573.6806640625,67.2006,2255000,4739.09,76.828
452,3964.55,452,-11670.7568359375,65.8607,2260000,4670.0,75.1368
453,3806.15,453,-11603.69921875,66.592,2265000,4924.2,74.9207
454,4039.95,454,-11790.427734375,66.4128,2270000,5110.6,74.9369
455,4492.3,455,-10875.6064453125,59.0484,2275000,4561.44,71.0856
456,4096.49,456,-12023.935546875,72.7847,2280000,5291.21,76.4286
457,3731.47,457,-11713.87109375,68.4305,2285000,4855.5,74.6611
458,4440.32,458,-11233.9130859375,64.6313,2290000,5544.67,72.5259
459,3155.87,459,-10373.16796875,55.2904,2295000,4638.23,68.0721
460,4472.95,460,-11549.9423828125,67.7082,2300000,5181.94,73.2801
461,3021.2,461,-12111.2353515625,70.2182,2305000,5150.35,75.7793
462,3647.99,462,-11869.2509765625,63.0863,2310000,4849.15,73.6343
463,3109.49,463,-11420.939453125,58.7636,2315000,4943.71,70.353
464,1947.01,464,-12097.259765625,66.8328,2320000,4018.18,76.4639
465,4055.69,465,-12183.990234375,64.5474,2325000,4698.39,74.1375
466,4217.04,466,-12214.4091796875,68.9688,2330000,5023.82,76.9571
467,4185.96,467,-11303.99609375,62.2927,2335000,4446.76,69.6369
468,4375.42,468,-11716.6611328125,60.9528,2340000,4601.43,72.0696
469,3884.42,469,-12295.3037109375,72.0041,2345000,4089.78,79.0987
470,3271.58,470,-12304.30078125,66.2485,2350000,4536.09,74.3879
471,3595.82,471,-12457.5615234375,71.4521,2355000,4278.74,79.0916
472,2306.75,472,-10338.0205078125,52.1113,2360000,4372.58,68.0836
473,4053.5,473,-12572.2880859375,75.4326,2365000,4755.53,80.0395
474,4632.95,474,-11458.3740234375,65.8229,2370000,4589.74,72.3955
475,3879.9,475,-11790.5224609375,65.6333,2375000,5219.29,72.9225
476,2800.52,476,-12084.546875,63.7595,2380000,5564.93,74.4161
477,4789.94,477,-12537.2314453125,67.8503,2385000,5368.38,76.0772
478,4380.73,478,-11107.2802734375,56.0474,2390000,5453.03,69.656
479,3748.72,479,-11446.92578125,61.698,2395000,4648.54,72.3794
480,4686.52,480,-12589.23828125,70.1015,2400000,5435.57,78.9063
481,3366.69,481,-12385.7197265625,66.2543,2405000,4242.59,75.6466
482,4473.26,482,-11774.658203125,62.1543,2410000,5528.07,71.2765
483,4914.01,483,-12463.3271484375,69.6443,2415000,5639.34,74.1873
484,4034.78,484,-11733.818359375,63.755,2420000,4947.61,72.3619
485,2605.32,485,-12211.0390625,65.2773,2425000,3957.35,72.8523
486,3995.76,486,-12987.71484375,66.85,2430000,4336.44,76.4486
487,4218.82,487,-12231.775390625,65.3844,2435000,4643.21,74.6875
488,3723.26,488,-12752.37890625,66.1426,2440000,5283.19,78.2812
489,3123.6,489,-12787.4521484375,67.3465,2445000,4525.1,78.2316
490,4041.82,490,-12986.244140625,67.605,2450000,5395.39,75.4964
491,2798.55,491,-12774.423828125,65.0657,2455000,4730.94,75.5901
492,-634.88,492,-4312.10693359375,64.8385,2460000,-723.7,80.9846
493,-266.47,493,-5286.34521484375,176.4516,2465000,-481.9,68.7383
494,2671.25,494,-9322.248046875,50.4212,2470000,3060.8,69.1713
495,4428.31,495,-10281.7060546875,66.657,2475000,5169.05,71.865
496,4540.68,496,-11625.392578125,60.2241,2480000,3999.5,71.7323
497,4228.76,497,-12890.0244140625,68.5773,2485000,5154.02,78.0626
498,3380.21,498,-12127.1845703125,62.4044,2490000,4429.51,74.3343
499,3658.59,499,-12581.0087890625,64.7379,2495000,4394.67,75.1097
500,3763.89,500,-11084.9052734375,59.2155,2500000,4458.73,71.5863
501,3874.08,501,-12920.0185546875,66.9667,2505000,5510.73,78.3743
502,2309.13,502,-12623.5546875,65.7996,2510000,4548.38,74.0474
503,4148.0,503,-11813.1591796875,59.7226,2515000,5664.69,71.9203
504,4099.13,504,-12759.98828125,65.6074,2520000,5207.94,77.6716
505,3945.15,505,-12279.5712890625,59.7229,2525000,4928.28,72.0552
506,4866.72,506,-12396.720703125,61.796,2530000,5330.37,72.7524
507,3474.28,507,-12168.7431640625,64.387,2535000,5153.98,74.4565
508,4494.84,508,-13199.9228515625,66.0459,2540000,5686.26,77.8957
509,4891.65,509,-13160.7080078125,65.5362,2545000,5069.02,77.6825
510,4593.32,510,-13290.8974609375,66.4183,2550000,5702.7,77.176
511,3850.17,511,-13223.9033203125,64.9961,2555000,5783.2,76.2541
512,3959.38,512,-12610.5595703125,63.9683,2560000,5319.7,73.0459
513,3294.53,513,-13445.8408203125,63.9298,2565000,5408.36,77.011
514,4069.13,514,-13123.44140625,63.5019,2570000,5364.31,76.258
515,5252.06,515,-13357.6005859375,62.6915,2575000,5236.73,75.7776
516,3948.15,516,-13256.7578125,69.5881,2580000,4156.42,76.1987
517,3837.6,517,-13353.9814453125,70.1706,2585000,4792.34,77.4183
518,3756.52,518,-13531.646484375,70.5215,2590000,4482.96,79.4228
519,4019.44,519,-12974.4033203125,63.406,2595000,4842.31,74.5229
520,3764.55,520,-12525.9267578125,62.8106,2600000,5191.78,74.1533
521,4656.48,521,-12602.109375,63.9561,2605000,4753.28,74.456
522,4590.41,522,-11642.806640625,53.6357,2610000,4551.1,70.457
523,3619.11,523,-12200.48828125,59.1554,2615000,4752.73,72.403
524,4993.33,524,-13259.3212890625,68.257,2620000,4493.29,79.6759
525,3535.77,525,-13511.015625,69.8691,2625000,5015.87,79.5569
526,4859.41,526,-13533.35546875,66.7584,2630000,5450.06,78.4045
527,4042.41,527,-13345.0732421875,62.9459,2635000,5025.67,78.379
528,3290.4,528,-13327.134765625,62.5319,2640000,4188.97,78.3648
529,4731.65,529,-12201.0673828125,63.1867,2645000,5519.96,73.8528
530,4380.65,530,-13558.5498046875,68.156,2650000,4987.8,79.3819
531,4471.87,531,-13555.533203125,74.0032,2655000,4963.6,80.8255
532,4350.9,532,-13449.1181640625,68.5137,2660000,5819.8,79.2529
533,3441.99,533,-11959.6630859375,62.0877,2665000,5125.66,71.4488
534,4119.36,534,-13681.2119140625,68.9795,2670000,5218.8,78.8719
535,2940.33,535,-13394.9892578125,69.7508,2675000,4539.19,79.6886
536,3807.55,536,-12539.244140625,60.7781,2680000,4887.05,72.6793
537,4095.32,537,-12641.2763671875,65.9069,2685000,5714.37,73.5941
538,3702.98,538,-13627.8076171875,67.6983,2690000,5403.35,77.9934
539,4827.36,539,-12403.3544921875,60.5461,2695000,5059.5,71.6831
540,3483.85,540,-13444.806640625,69.8877,2700000,5518.17,78.4598
541,4610.77,541,-13260.0576171875,63.9336,2705000,5516.79,77.1639
542,4679.66,542,-13352.1953125,62.8079,2710000,5782.33,76.1806
543,3834.4,543,-13352.2548828125,66.7542,2715000,5195.47,78.1211
544,4597.58,544,-13708.00390625,72.789,2720000,5556.14,80.8799
545,2664.84,545,-13332.9619140625,69.6582,2725000,4329.75,78.6376
546,4746.57,546,-13454.6103515625,69.5935,2730000,5619.1,77.6863
547,4152.18,547,-12835.8310546875,60.8715,2735000,4094.21,73.8629
548,3970.75,548,-12632.0654296875,62.8626,2740000,5358.42,76.6395
549,4048.56,549,-12328.5771484375,66.5049,2745000,5295.35,73.5175
550,4089.88,550,-12352.6328125,58.7529,2750000,4879.86,72.5241
551,4511.18,551,-13741.03125,69.4475,2755000,5551.53,78.4752
552,4614.71,552,-12756.2470703125,60.8631,2760000,5447.34,73.6203
553,4358.1,553,-13084.3525390625,62.8471,2765000,5171.25,73.0073
554,4300.75,554,-13103.099609375,69.7697,2770000,4269.03,74.185
555,4832.59,555,-13652.80078125,69.6384,2775000,5572.0,77.9223
556,4850.86,556,-13451.9482421875,66.2507,2780000,5632.82,75.5586
557,4908.85,557,-14041.986328125,75.2029,2785000,5841.44,80.3426
558,4557.84,558,-13910.361328125,69.4643,2790000,5160.53,77.3289
559,4670.77,559,-14007.2802734375,71.9351,2795000,5695.97,79.2901
560,5133.6,560,-13190.3056640625,63.6173,2800000,5612.61,73.0912
561,4709.49,561,-12982.2822265625,63.8278,2805000,4637.88,71.7012
562,5028.11,562,-13801.021484375,64.2515,2810000,5105.18,77.55
563,4927.04,563,-13584.158203125,62.0505,2815000,5309.35,74.9852
564,4951.48,564,-14079.9052734375,70.8538,2820000,5262.6,80.8698
565,4266.79,565,-14211.52734375,68.8519,2825000,5696.23,77.4515
566,4937.8,566,-14149.4765625,69.2835,2830000,4763.5,79.0558
567,4386.68,567,-13124.9306640625,67.2776,2835000,4365.6,75.582
568,4358.16,568,-13109.77734375,72.8933,2840000,5339.02,75.6487
569,-4.67,569,-6481.1181640625,159.4621,2845000,-109.12,81.4176
570,2613.08,570,-10762.1044921875,52.7312,2850000,2071.46,68.1957
571,3755.13,571,-13333.001953125,62.068,2855000,4342.43,71.4509
572,4025.28,572,-13910.5234375,64.0756,2860000,4940.32,75.9046
573,4137.81,573,-12996.92578125,61.2647,2865000,5046.76,72.621
574,4372.2,574,-13006.82421875,65.9723,2870000,5487.99,75.361
575,4360.9,575,-12455.28515625,60.5693,2875000,5490.7,71.6817
576,4048.21,576,-13359.3623046875,62.3077,2880000,5429.9,74.2373
577,4738.62,577,-13813.2490234375,66.0331,2885000,5146.83,75.2513
578,4377.68,578,-11842.775390625,54.0806,2890000,4610.16,67.6218
579,4693.41,579,-13983.626953125,65.3482,2895000,5414.68,75.557
580,4488.4,580,-13939.1552734375,68.758,2900000,5472.4,76.8388
581,4328.47,581,-13257.2099609375,63.1082,2905000,5107.58,72.3135
582,3869.83,582,-14014.466796875,68.1324,2910000,5030.67,77.1297
583,4494.17,583,-14081.8076171875,69.6211,2915000,5833.78,78.042
584,4424.11,584,-13745.259765625,66.2902,2920000,5124.49,74.7009
585,4841.33,585,-12865.8974609375,61.1857,2925000,5335.33,71.2107
586,4666.63,586,-14120.203125,70.1503,2930000,4345.52,75.7218
587,4293.81,587,-13954.8916015625,67.6182,2935000,5162.42,77.1809
588,3756.73,588,-14041.2177734375,66.6635,2940000,5288.53,74.7951
589,4020.55,589,-13053.1923828125,60.9811,2945000,5138.13,71.319
590,3850.33,590,-13650.626953125,65.2718,2950000,5509.17,73.8671
591,4943.13,591,-14324.72265625,72.7968,2955000,5566.54,78.9387
592,4764.81,592,-14018.80078125,72.2391,2960000,4787.17,75.6845
593,4567.53,593,-14111.669921875,69.7004,2965000,5234.93,76.3725
594,4020.86,594,-13543.591796875,68.2295,2970000,5339.83,73.0173
595,5272.0,595,-14204.396484375,71.273,2975000,5184.43,77.635
596,4900.37,596,-13094.90234375,65.9416,2980000,5349.08,72.7957
597,4914.09,597,-14249.5341796875,73.4022,2985000,5147.58,78.275
598,5221.14,598,-13273.3310546875,62.8181,2990000,5142.31,71.4943
599,4457.66,599,-14087.9267578125,68.5266,2995000,5108.43,74.8796
