Running Update Time,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Env Steps,Running Forward KL
404,58.92,58.86,404,-19931.109375,1124.6182,2020000,788.8899
405,58.73,58.9,405,-19943.345703125,1012.25,2025000,816.7621
406,58.62,58.69,406,-19960.6015625,2021.8829,2030000,821.4078
407,58.58,58.62,407,-19964.34375,4557.1941,2035000,810.0043
408,58.55,58.98,408,-19967.220703125,4661.9477,2040000,803.5412
409,58.75,58.69,409,-19966.978515625,4604.2579,2045000,816.473
410,59.06,60.31,410,-18733.90234375,1670.3236,2050000,714.7878
411,58.72,58.63,411,-19326.3671875,707.929,2055000,709.7545
412,58.77,58.75,412,-13165.744140625,741.845,2060000,710.8583
413,58.76,58.79,413,-18807.01171875,1164.1699,2065000,724.332
414,59.09,59.13,414,-19351.478515625,1155.966,2070000,708.0075
415,58.4,58.48,415,-19890.61328125,939.3059,2075000,763.0784
416,58.74,58.79,416,-19943.484375,2348.4855,2080000,740.7689
417,58.78,59.15,417,-19918.15625,1721.3963,2085000,751.5152
418,58.69,58.82,418,-19913.0390625,2103.0831,2090000,734.4269
419,58.68,58.65,419,-19948.013671875,4406.7022,2095000,789.1584
420,59.78,59.38,420,-19417.546875,1421.4257,2100000,710.9481
421,58.66,59.28,421,-19900.681640625,3105.6639,2105000,705.9544
422,60.42,60.88,422,-19854.6875,4152.8955,2110000,701.9049
423,59.45,59.0,423,-19916.85546875,3254.7988,2115000,717.3957
424,65.94,65.95,424,-19874.96484375,4176.266,2120000,710.2814
425,68.35,67.75,425,-19877.765625,3989.9752,2125000,711.5364
426,62.98,63.88,426,-19695.01171875,1026.3811,2130000,705.8493
427,53.87,54.89,427,-19978.359375,4415.4859,2135000,795.2974
428,53.97,55.57,428,-19962.26171875,3211.7289,2140000,749.2228
429,55.05,55.8,429,-19967.478515625,2144.9326,2145000,771.2738
430,57.59,57.48,430,-19955.2578125,4438.3159,2150000,786.9689
431,56.31,56.33,431,-19973.2734375,4537.2983,2155000,784.7432
432,58.69,58.05,432,-19970.22265625,4617.4884,2160000,798.8507
433,58.91,58.08,433,-19974.8125,4658.7275,2165000,794.7916
434,59.05,58.75,434,-19970.71875,4626.8839,2170000,809.7977
435,58.97,58.93,435,-19956.548828125,4634.7396,2175000,828.5976
436,59.35,59.48,436,-19961.9921875,4608.6652,2180000,827.6501
437,59.37,59.65,437,-19960.734375,4648.3993,2185000,790.4579
438,59.07,58.63,438,-19953.4375,4625.5054,2190000,814.9512
439,58.86,59.17,439,-19946.849609375,1167.6797,2195000,811.8321
440,57.52,59.03,440,-19959.720703125,4622.2073,2200000,820.7534
441,56.95,58.7,441,-19947.216796875,4528.2179,2205000,744.4599
442,58.76,58.95,442,-19954.857421875,4556.9752,2210000,737.773
443,58.64,59.09,443,-19957.349609375,4440.2753,2215000,757.3585
444,59.65,59.41,444,-19958.537109375,4520.4204,2220000,814.5631
445,56.04,57.77,445,-19959.765625,4552.9441,2225000,788.9962
446,54.47,57.67,446,-19928.642578125,1837.1211,2230000,753.331
447,59.59,59.33,447,-19939.873046875,4565.7541,2235000,745.3433
448,59.75,59.04,448,-19956.5625,4591.1104,2240000,745.8431
449,54.56,59.03,449,-19952.544921875,4474.8375,2245000,740.0056
450,58.82,58.34,450,-19845.314453125,2303.1889,2250000,712.5883
451,59.12,58.83,451,-19947.498046875,4038.1338,2255000,734.3019
452,57.28,56.9,452,-19931.728515625,3487.6325,2260000,735.5212
453,57.34,57.55,453,-19940.40234375,4064.3672,2265000,731.3948
454,59.18,58.76,454,-19964.9765625,4068.9644,2270000,738.891
455,52.33,53.74,455,-19969.044921875,4530.7516,2275000,769.5056
456,52.87,55.48,456,-19959.431640625,4410.3515,2280000,748.8477
457,54.07,55.47,457,-19970.943359375,4058.5801,2285000,764.3806
458,57.19,57.99,458,-19967.9453125,927.6129,2290000,773.6478
459,57.9,58.61,459,-19977.138671875,4645.8448,2295000,833.9615
460,59.6,59.43,460,-19955.859375,1582.585,2300000,815.1508
461,59.84,59.63,461,-19970.7578125,3241.1195,2305000,823.956
462,59.78,59.74,462,-19973.201171875,4595.6665,2310000,825.1341
463,59.52,59.61,463,-19968.353515625,1540.4401,2315000,826.5996
464,59.6,59.6,464,-19974.42578125,4626.3079,2320000,826.2478
465,59.4,59.51,465,-19969.25,3408.4182,2325000,824.5151
466,59.52,59.66,466,-19962.94921875,2214.1494,2330000,829.6634
467,59.28,59.68,467,-19961.62890625,1307.1646,2335000,822.3307
468,60.79,59.88,468,-19951.720703125,1193.3433,2340000,823.2844
469,59.23,59.3,469,-19947.619140625,1142.422,2345000,818.1009
470,59.53,59.55,470,-19956.251953125,1103.9334,2350000,823.6746
471,59.01,59.5,471,-19957.6796875,3875.1641,2355000,721.5469
472,59.55,59.69,472,-19963.34765625,4416.7349,2360000,731.8127
473,59.58,59.41,473,-19959.095703125,3994.3751,2365000,803.9635
474,59.97,60.04,474,-19961.552734375,1463.7778,2370000,722.4326
475,59.36,59.77,475,-19915.486328125,3403.4885,2375000,729.067
476,58.92,58.95,476,-19946.283203125,952.557,2380000,778.3858
477,58.8,59.4,477,-19948.779296875,2334.5419,2385000,755.0695
478,57.82,58.7,478,-19939.890625,1835.3728,2390000,740.919
479,57.01,58.51,479,-19951.64453125,663.3943,2395000,724.1395
480,58.89,58.9,480,-19845.58203125,700.7053,2400000,713.9691
481,55.67,58.67,481,-19918.466796875,938.3407,2405000,724.0993
482,57.49,58.54,482,-19931.701171875,963.5185,2410000,727.8213
483,57.93,57.89,483,-19845.478515625,625.8364,2415000,709.1815
484,53.19,56.44,484,-19910.6484375,737.6418,2420000,730.7476
485,53.03,56.77,485,-19957.146484375,724.0338,2425000,746.1354
486,52.14,56.03,486,-19812.615234375,686.3054,2430000,713.9627
487,56.8,57.11,487,-19971.267578125,984.6119,2435000,742.2244
488,56.87,56.57,488,-19976.23046875,1108.1941,2440000,744.363
489,56.89,56.69,489,-19959.83984375,855.4649,2445000,737.0163
490,56.49,56.83,490,-19956.583984375,727.7011,2450000,730.945
491,56.49,57.09,491,-19858.1015625,677.6408,2455000,721.4205
492,56.56,56.9,492,-19767.57421875,676.735,2460000,712.9181
493,56.54,57.95,493,-19939.45703125,742.2128,2465000,721.8894
494,57.01,57.83,494,-19678.1484375,2583.9354,2470000,711.9611
495,57.59,57.63,495,-19918.365234375,2220.2458,2475000,721.9477
496,57.7,56.75,496,-19857.49609375,685.4139,2480000,718.1147
497,57.02,57.48,497,-19740.337890625,618.255,2485000,716.8739
498,60.82,60.14,498,-19830.974609375,741.7273,2490000,712.7071
499,60.25,60.09,499,-19911.29296875,983.8008,2495000,735.2495
500,60.68,59.96,500,-19909.591796875,1023.2995,2500000,734.96
501,60.55,60.45,501,-19901.9921875,857.2405,2505000,727.3045
502,59.17,60.66,502,-19935.583984375,975.3348,2510000,729.4737
503,59.15,60.71,503,-19924.740234375,950.6277,2515000,727.0646
504,57.49,60.11,504,-19915.337890625,898.6505,2520000,720.6125
505,59.3,61.99,505,-19693.615234375,709.5214,2525000,705.8211
506,59.34,62.13,506,-19812.6484375,763.3523,2530000,709.1559
507,54.3,57.47,507,-19750.119140625,757.6403,2535000,716.7727
508,57.67,58.52,508,-19954.1015625,882.7847,2540000,740.3977
509,51.63,51.39,509,-19930.892578125,847.2209,2545000,738.0503
510,53.12,52.28,510,-19849.111328125,820.91,2550000,731.5819
511,52.79,52.51,511,-19875.33203125,923.3106,2555000,738.6608
512,52.97,52.25,512,-19767.05078125,784.2374,2560000,714.6601
513,52.49,52.59,513,-19849.04296875,795.825,2565000,718.3059
514,52.09,52.34,514,-19307.216796875,629.2778,2570000,706.052
515,52.61,52.18,515,-19956.57421875,964.9059,2575000,750.1343
516,59.09,59.44,516,-19954.4296875,862.7381,2580000,738.2007
517,56.73,56.27,517,-19943.603515625,885.3043,2585000,743.6925
518,56.86,52.96,518,-19938.4453125,959.9894,2590000,742.6026
519,58.28,57.83,519,-19924.091796875,815.9277,2595000,737.2825
520,57.19,53.91,520,-19952.357421875,1148.0403,2600000,752.2193
521,58.38,57.75,521,-19941.703125,924.606,2605000,743.5508
522,58.23,57.73,522,-19948.1171875,968.7755,2610000,748.4375
523,55.96,56.15,523,-19965.125,1154.3663,2615000,751.3282
524,56.51,56.29,524,-19962.83984375,952.8471,2620000,744.6478
525,56.66,56.62,525,-19975.55078125,991.319,2625000,737.9156
526,52.68,51.67,526,-19966.125,935.8721,2630000,737.2282
527,53.6,54.31,527,-19982.517578125,1143.0975,2635000,742.1558
528,53.1,54.81,528,-19980.484375,1006.1265,2640000,742.8186
529,53.67,55.0,529,-19981.25,1034.567,2645000,737.4007
530,54.68,55.19,530,-19981.73046875,938.2248,2650000,740.645
531,54.46,54.73,531,-19980.095703125,891.9321,2655000,739.0928
532,53.64,54.42,532,-19983.43359375,966.6194,2660000,742.0506
533,54.92,55.96,533,-19725.634765625,712.6939,2665000,702.74
534,56.07,56.75,534,-19960.189453125,877.7272,2670000,725.5259
535,56.19,56.69,535,-19978.81640625,900.6783,2675000,736.3848
536,57.87,58.15,536,-19962.244140625,873.622,2680000,732.5918
537,57.43,57.4,537,-19960.537109375,806.9026,2685000,726.0679
538,58.2,58.33,538,-19906.98828125,675.3017,2690000,712.8472
539,58.36,58.33,539,-19973.380859375,835.422,2695000,732.0465
540,58.32,58.45,540,-19974.072265625,885.5755,2700000,732.7798
541,58.5,58.51,541,-19975.220703125,797.9446,2705000,738.5466
542,58.51,58.38,542,-19974.1484375,807.1078,2710000,729.7843
543,58.54,58.12,543,-19902.478515625,760.8749,2715000,706.5781
544,58.48,58.45,544,-19975.37890625,818.5025,2720000,735.8945
545,53.73,57.72,545,-19970.8515625,777.9618,2725000,727.0256
546,53.65,58.11,546,-19974.36328125,831.1038,2730000,737.5049
547,53.19,57.83,547,-19967.94921875,824.8024,2735000,728.9911
548,53.94,58.57,548,-19973.591796875,813.2027,2740000,738.1851
549,58.53,58.99,549,-19976.05859375,832.9523,2745000,740.849
550,52.51,58.79,550,-19950.283203125,821.9676,2750000,712.9013
551,57.67,57.86,551,-19891.6640625,788.7045,2755000,705.6713
552,58.68,59.31,552,-19900.72265625,824.0958,2760000,712.8377
553,60.07,59.42,553,-19971.412109375,930.7771,2765000,734.8988
554,56.16,56.72,554,-19977.86328125,971.1459,2770000,747.0785
555,56.27,56.67,555,-19979.591796875,983.0857,2775000,766.5252
556,56.71,57.52,556,-19975.005859375,977.9193,2780000,763.3673
557,58.54,59.09,557,-19978.99609375,978.5332,2785000,807.8701
558,56.71,57.63,558,-19969.25,1016.1966,2790000,810.6296
559,56.25,57.75,559,-19975.1875,1014.4466,2795000,821.7649
560,57.03,58.23,560,-19934.033203125,927.2286,2800000,729.4797
561,57.22,58.16,561,-19905.337890625,899.114,2805000,748.3289
562,57.07,57.82,562,-19865.107421875,873.4516,2810000,730.5505
563,57.64,58.4,563,-19742.779296875,837.4499,2815000,697.1329
564,59.2,59.34,564,-19825.33203125,862.9075,2820000,725.8328
565,58.89,59.09,565,-19888.08984375,892.1485,2825000,739.8684
566,59.94,59.27,566,-19937.19140625,893.5657,2830000,762.43
567,60.0,59.49,567,-19896.904296875,855.7925,2835000,740.4286
568,59.49,59.28,568,-19696.6015625,1276.1711,2840000,720.1183
569,59.48,59.37,569,-19725.904296875,887.3551,2845000,724.1619
570,59.51,59.15,570,-19620.13671875,790.8813,2850000,716.74
571,58.6,59.0,571,-19728.0,740.4607,2855000,719.4697
572,58.6,59.11,572,-19864.2265625,914.1119,2860000,731.4843
573,58.64,59.27,573,-19686.759765625,669.9732,2865000,721.0141
574,58.66,59.74,574,-19590.603515625,657.7726,2870000,705.6194
575,58.67,59.44,575,-19802.54296875,718.4267,2875000,720.5162
576,58.59,59.23,576,-19753.07421875,717.6736,2880000,723.4631
577,61.13,61.0,577,-19913.162109375,1051.2377,2885000,739.0445
578,61.18,61.02,578,-19923.6953125,820.4533,2890000,752.4514
579,58.89,59.21,579,-19935.548828125,822.1212,2895000,783.857
580,57.96,58.91,580,-19920.40625,777.7037,2900000,743.114
581,58.0,58.5,581,-19927.498046875,819.127,2905000,744.5905
582,59.29,59.34,582,-19925.12109375,823.9514,2910000,773.2737
583,59.48,60.73,583,-19977.845703125,892.3305,2915000,826.2692
584,58.87,59.79,584,-19900.34765625,809.7915,2920000,766.2986
585,58.86,59.88,585,-19966.83203125,877.3411,2925000,816.4528
586,58.9,60.0,586,-19972.275390625,919.0646,2930000,819.5393
587,59.02,59.85,587,-19948.70703125,867.3347,2935000,784.9254
588,58.77,59.65,588,-19946.560546875,887.4846,2940000,804.191
589,58.77,59.88,589,-19912.62109375,808.9745,2945000,774.341
590,58.83,60.09,590,-19930.140625,766.6923,2950000,771.3147
591,59.45,59.86,591,-19934.515625,812.0785,2955000,790.6583
592,58.96,60.06,592,-19912.93359375,692.2424,2960000,754.1997
593,59.0,60.13,593,-19886.279296875,670.9605,2965000,746.875
594,59.09,60.21,594,-19848.59765625,555.1557,2970000,679.7062
595,59.88,60.73,595,-19714.0234375,460.6039,2975000,674.4235
596,60.85,62.91,596,-19148.396484375,301.7904,2980000,637.1701
597,61.29,60.63,597,-19160.197265625,298.5439,2985000,653.843
598,62.19,61.55,598,-19254.90234375,291.8472,2990000,645.4688
599,61.1,60.47,599,-19398.93359375,342.5903,2995000,641.6683
