Running Update Time,Running Env Steps,Running Reverse KL,Itration,Real Det Return,Real Sto Return,Running Forward KL,Reward Loss
394,1970000,14.7842,394,2325.43,1948.8,156.644,-60169.97265625
395,1975000,14.6913,395,2291.4,1956.8,156.5292,-60337.2734375
396,1980000,14.6814,396,2325.21,1928.34,156.5207,-60360.8515625
397,1985000,14.6294,397,2300.36,1940.59,156.603,-60420.953125
398,1990000,14.6353,398,2318.14,1959.93,156.5532,-60657.6484375
399,1995000,14.616,399,2299.01,1927.7,156.5186,-60466.36328125
400,2000000,14.5437,400,2311.16,1952.9,156.5307,-60573.57421875
401,2005000,14.6069,401,2317.7,1954.63,156.5431,-60882.98046875
402,2010000,14.6558,402,2318.67,1947.96,156.6912,-60954.23828125
403,2015000,14.7509,403,2302.64,1961.38,156.4736,-61082.85546875
404,2020000,14.6484,404,2304.74,1958.39,156.5523,-60967.60546875
405,2025000,14.6805,405,2314.73,1966.01,156.5898,-61200.06640625
406,2030000,14.7967,406,2300.5,1940.62,156.554,-61314.66796875
407,2035000,14.6122,407,2316.49,1958.7,156.5935,-61439.125
408,2040000,14.7335,408,2303.08,1964.33,156.4402,-61499.12890625
409,2045000,14.6969,409,2315.94,1959.76,156.4065,-61636.50390625
410,2050000,14.6824,410,2325.25,1960.73,156.4553,-61946.36328125
411,2055000,14.756,411,2332.2,1969.15,156.4164,-61773.09765625
412,2060000,14.5431,412,2308.7,1961.04,156.5361,-61731.97265625
413,2065000,14.6118,413,2320.31,1957.93,156.4948,-62218.5703125
414,2070000,14.5934,414,2330.78,1953.96,156.5455,-62214.49609375
415,2075000,14.5858,415,2340.34,1977.8,156.3492,-62028.6171875
416,2080000,14.6036,416,2341.24,1969.56,156.5197,-62226.5078125
417,2085000,14.7835,417,2353.76,1970.72,156.6134,-62554.421875
418,2090000,14.6939,418,2343.05,1971.77,156.4834,-62486.9921875
419,2095000,14.7165,419,2332.45,1960.01,156.4415,-62836.53125
420,2100000,14.5925,420,2336.91,1959.04,156.3249,-62632.5546875
421,2105000,14.5984,421,2306.23,1934.49,156.4974,-62780.609375
422,2110000,14.8744,422,2339.85,1972.71,156.6671,-63013.49609375
423,2115000,14.7668,423,2326.58,1959.64,156.4589,-63150.265625
424,2120000,14.6946,424,2349.39,1977.33,156.5821,-63249.5
425,2125000,14.8367,425,2327.6,1966.01,156.4508,-63429.95703125
426,2130000,14.7856,426,2337.9,1972.61,156.514,-63369.05078125
427,2135000,14.7867,427,2334.66,1975.07,156.6344,-63444.3984375
428,2140000,14.7981,428,2325.72,1969.3,156.5458,-63667.890625
429,2145000,14.9128,429,2336.57,1968.82,156.6344,-63741.25390625
430,2150000,14.8085,430,2323.11,1985.9,156.4752,-63779.69921875
431,2155000,14.7841,431,2322.91,1962.38,156.5402,-63810.82421875
432,2160000,14.789,432,2336.35,1954.61,156.4653,-63856.2109375
433,2165000,14.8154,433,2342.76,1964.95,156.5177,-64153.70703125
434,2170000,14.6991,434,2307.58,1964.1,156.6117,-64118.6171875
435,2175000,14.6981,435,2328.67,1972.72,156.4725,-64396.12890625
436,2180000,14.6724,436,2331.73,1971.07,156.5084,-64668.44140625
437,2185000,14.7589,437,2334.3,1985.0,156.504,-64729.359375
438,2190000,14.7758,438,2325.34,1956.29,156.5218,-64594.6640625
439,2195000,14.783,439,2310.25,1942.35,156.5035,-64677.9453125
440,2200000,14.7307,440,2335.85,1968.57,156.585,-64988.47265625
441,2205000,14.6422,441,2337.72,1956.75,156.4348,-65101.25390625
442,2210000,14.8434,442,2336.44,1986.57,156.4937,-65188.4453125
443,2215000,14.5936,443,2339.53,1958.54,156.5531,-65376.765625
444,2220000,14.6998,444,2332.81,1964.53,156.5769,-65213.1328125
445,2225000,14.7055,445,2348.57,1975.28,156.4419,-65422.6328125
446,2230000,14.5904,446,2307.07,1978.54,156.5404,-65491.828125
447,2235000,14.5011,447,2307.63,1963.08,156.4696,-65557.40625
448,2240000,14.7879,448,2319.14,1962.94,156.43,-65641.2265625
449,2245000,14.5627,449,2311.23,1958.48,156.5546,-65828.140625
450,2250000,14.6583,450,2323.8,1975.15,156.555,-65886.0546875
451,2255000,14.7854,451,2334.85,1964.9,156.4888,-66067.078125
452,2260000,14.6279,452,2322.83,1986.0,156.4616,-66259.328125
453,2265000,14.7203,453,2322.36,1962.65,156.4164,-66149.1875
454,2270000,14.5878,454,2321.33,1959.66,156.5291,-66263.625
455,2275000,14.5893,455,2348.96,1968.64,156.4399,-66541.8125
456,2280000,14.7089,456,2340.96,1959.14,156.5885,-66654.2734375
457,2285000,14.7362,457,2359.77,1959.93,156.533,-66819.484375
458,2290000,14.7296,458,2345.16,1980.05,156.4902,-66773.7578125
459,2295000,14.7329,459,2345.06,1969.34,156.5006,-66936.4140625
460,2300000,14.7164,460,2316.52,1962.87,156.5017,-66967.0078125
461,2305000,14.5897,461,2335.93,1976.18,156.5384,-66928.359375
462,2310000,14.6037,462,2333.18,1942.11,156.5141,-66940.671875
463,2315000,14.4515,463,2312.19,1954.39,156.5577,-67113.7421875
464,2320000,14.7089,464,2322.93,1975.88,156.5118,-67416.0
465,2325000,14.6828,465,2326.5,1979.41,156.4483,-67459.2421875
466,2330000,14.6934,466,2311.54,1964.34,156.4497,-67553.59375
467,2335000,14.6036,467,2325.58,1958.15,156.5713,-67778.4296875
468,2340000,14.5243,468,2330.08,1984.17,156.4273,-67758.59375
469,2345000,14.7567,469,2337.91,1975.92,156.5075,-67883.4921875
470,2350000,14.8229,470,2321.26,1952.71,156.5228,-68130.765625
471,2355000,14.6613,471,2335.97,1945.75,156.6282,-68291.609375
472,2360000,14.6447,472,2339.11,1959.95,156.6217,-68423.75
473,2365000,14.6453,473,2331.15,1956.45,156.5815,-68239.75
474,2370000,14.6541,474,2354.97,1958.63,156.4071,-68784.046875
475,2375000,14.7969,475,2343.47,1981.56,156.5189,-68723.640625
476,2380000,14.7264,476,2333.08,1962.46,156.5009,-69068.3828125
477,2385000,14.7658,477,2332.31,1972.89,156.6915,-69008.171875
478,2390000,14.6187,478,2324.78,1951.23,156.5932,-69093.0703125
479,2395000,14.6478,479,2335.03,1973.99,156.5256,-68984.671875
480,2400000,14.7584,480,2340.34,1965.78,156.5739,-69307.7578125
481,2405000,14.7718,481,2345.15,1966.57,156.5603,-69487.4765625
482,2410000,14.7666,482,2335.6,1961.6,156.6054,-69425.296875
483,2415000,14.6239,483,2338.15,1964.8,156.4811,-69648.96875
484,2420000,14.8055,484,2337.92,1977.43,156.6096,-69689.3359375
485,2425000,14.7913,485,2323.46,1957.93,156.5771,-69632.96875
486,2430000,14.7592,486,2331.36,1962.35,156.4184,-69674.0859375
487,2435000,14.6722,487,2322.95,1966.06,156.5283,-69979.015625
488,2440000,14.5702,488,2326.51,1955.49,156.5822,-69816.40625
489,2445000,14.7533,489,2309.77,1964.39,156.4372,-69970.15625
490,2450000,14.672,490,2333.28,1976.51,156.6794,-70247.7890625
491,2455000,14.7067,491,2341.69,1961.2,156.7136,-70362.375
492,2460000,14.8094,492,2322.57,1954.86,156.6014,-70355.2578125
493,2465000,14.708,493,2322.94,1956.24,156.7709,-70406.6796875
494,2470000,14.7094,494,2320.06,1977.47,156.4407,-70662.46875
495,2475000,14.7367,495,2324.57,1961.61,156.598,-70752.40625
496,2480000,14.7564,496,2331.25,1977.57,156.6844,-70870.171875
497,2485000,14.7494,497,2303.99,1955.43,156.6285,-71094.828125
498,2490000,14.8226,498,2306.05,1968.9,156.6429,-71087.65625
499,2495000,14.7946,499,2334.26,1959.41,156.538,-71202.3671875
500,2500000,14.7023,500,2316.18,1975.04,156.5325,-71125.7734375
501,2505000,14.8017,501,2291.25,1929.96,156.57,-71430.03125
502,2510000,14.5848,502,2309.16,1936.81,156.4873,-71336.15625
503,2515000,14.7786,503,2317.79,1964.05,156.6214,-71555.9375
504,2520000,14.785,504,2325.74,1973.25,156.7472,-71582.15625
505,2525000,14.7799,505,2336.82,1984.72,156.7088,-71822.953125
506,2530000,14.8125,506,2333.27,1973.86,156.4287,-72039.1328125
507,2535000,14.9867,507,2347.33,1994.39,156.6158,-72125.046875
508,2540000,14.7893,508,2297.91,1964.48,156.6025,-71814.2421875
509,2545000,14.6605,509,2308.06,1962.65,156.6119,-71911.0703125
510,2550000,14.8056,510,2329.52,1966.15,156.437,-72156.53125
511,2555000,14.5412,511,2313.68,1957.36,156.6132,-72169.3125
512,2560000,14.832,512,2323.64,1977.16,156.6141,-72509.8046875
513,2565000,14.6792,513,2354.12,1965.15,156.7028,-72531.46875
514,2570000,14.8139,514,2327.84,1954.81,156.6833,-72542.6875
515,2575000,14.8067,515,2339.11,1955.44,156.575,-72608.6015625
516,2580000,14.8672,516,2345.55,1974.04,156.7583,-72847.6328125
517,2585000,14.7647,517,2315.53,1943.58,156.5723,-72804.2265625
518,2590000,14.9685,518,2325.07,1955.22,156.6758,-72728.0859375
519,2595000,14.9803,519,2354.42,1993.76,156.5051,-73615.3984375
520,2600000,14.7947,520,2327.84,1948.73,156.4683,-73169.2421875
521,2605000,14.6542,521,2299.15,1951.42,156.5483,-73290.9921875
522,2610000,14.6695,522,2269.93,1937.97,156.5492,-73285.0859375
523,2615000,14.8424,523,2332.68,1957.81,156.5301,-73623.359375
524,2620000,14.6548,524,2322.65,1948.62,156.7193,-73631.296875
525,2625000,14.6702,525,2307.5,1934.56,156.3467,-73883.5078125
526,2630000,14.6973,526,2349.39,1987.43,156.5258,-73891.8046875
527,2635000,14.7355,527,2336.77,1962.16,156.5487,-74126.5078125
528,2640000,14.6937,528,2338.35,1971.41,156.6026,-74284.1796875
529,2645000,14.7358,529,2348.79,1953.61,156.7059,-74269.671875
530,2650000,14.7216,530,2326.03,1969.07,156.6533,-74417.1171875
531,2655000,14.7829,531,2347.02,1974.76,156.4763,-74698.8828125
532,2660000,14.6886,532,2330.89,1983.25,156.5887,-74582.2734375
533,2665000,14.5367,533,2301.22,1931.33,156.65,-74417.1171875
534,2670000,14.6605,534,2337.19,1952.06,156.4894,-74859.65625
535,2675000,14.6088,535,2337.12,1959.11,156.6056,-74902.34375
536,2680000,14.9083,536,2333.3,1993.52,156.4468,-75098.7265625
537,2685000,14.8188,537,2331.49,1976.08,156.5314,-75173.28125
538,2690000,14.7967,538,2342.87,1961.51,156.6201,-75252.4453125
539,2695000,14.8337,539,2322.88,1961.81,156.8124,-75488.8828125
540,2700000,14.8451,540,2336.66,1968.33,156.4818,-75599.859375
541,2705000,14.8562,541,2324.42,1965.56,156.5122,-75744.3828125
542,2710000,14.8314,542,2337.33,1969.25,156.5579,-75829.53125
543,2715000,14.9472,543,2335.42,1981.19,156.5798,-75993.7109375
544,2720000,14.7888,544,2333.91,1986.13,156.7084,-75699.390625
545,2725000,14.6727,545,2316.7,1965.91,156.518,-75952.3984375
546,2730000,14.6713,546,2346.78,1981.59,156.5668,-76231.390625
547,2735000,14.6986,547,2355.77,1976.92,156.5281,-76100.1484375
548,2740000,14.709,548,2334.26,1989.31,156.6185,-76315.3984375
549,2745000,14.7612,549,2359.89,1971.13,156.5026,-76383.4140625
550,2750000,14.8064,550,2349.67,1961.96,156.4575,-76403.3046875
551,2755000,14.879,551,2330.68,1961.15,156.7091,-76611.1171875
552,2760000,14.8009,552,2350.99,1980.87,156.6393,-76633.828125
553,2765000,14.7097,553,2343.95,1962.76,156.609,-76804.5390625
554,2770000,14.7805,554,2356.97,1978.72,156.5078,-76866.921875
555,2775000,14.9178,555,2315.32,1941.31,156.7464,-76982.375
556,2780000,14.819,556,2287.58,1961.24,156.6608,-76864.125
557,2785000,14.8441,557,2325.62,1980.74,156.6277,-76989.1015625
558,2790000,14.8057,558,2311.54,1956.23,156.7332,-77158.359375
559,2795000,14.8895,559,2334.16,1980.03,156.6442,-77493.6328125
560,2800000,14.7636,560,2332.28,1978.84,156.5616,-77276.0390625
561,2805000,14.8379,561,2299.77,1975.01,156.476,-77409.78125
562,2810000,14.7462,562,2345.08,1949.54,156.5952,-77282.84375
563,2815000,14.7886,563,2305.81,1961.05,156.7312,-77618.3203125
564,2820000,14.5942,564,2328.04,1967.01,156.5083,-77421.6796875
565,2825000,14.6865,565,2334.63,1958.51,156.6118,-77729.0390625
566,2830000,14.756,566,2350.62,1977.41,156.5011,-77877.9296875
567,2835000,14.6648,567,2328.41,1988.54,156.5788,-77919.7421875
568,2840000,14.6597,568,2325.08,1974.95,156.6431,-77767.6015625
569,2845000,14.783,569,2332.13,1967.94,156.7067,-77941.578125
570,2850000,14.8179,570,2323.39,1984.75,156.5671,-78293.3984375
571,2855000,14.8053,571,2324.51,1973.6,156.6296,-78199.5546875
572,2860000,14.6848,572,2322.16,1957.0,156.6024,-78190.4765625
573,2865000,14.7477,573,2314.38,1956.51,156.7096,-78610.1796875
574,2870000,14.7945,574,2341.92,1968.76,156.555,-78659.140625
575,2875000,14.7059,575,2273.52,1959.03,156.6238,-78399.515625
576,2880000,14.7266,576,2313.18,1952.15,156.7638,-78455.640625
577,2885000,14.7327,577,2286.97,1971.59,156.508,-78431.890625
578,2890000,14.7916,578,2314.79,1990.56,156.6885,-78861.4140625
579,2895000,14.8093,579,2302.55,1964.24,156.5165,-78941.0546875
580,2900000,14.7209,580,2317.37,1977.99,156.7685,-79001.34375
581,2905000,14.8228,581,2323.73,1979.05,156.5114,-79247.0
582,2910000,14.6993,582,2316.68,1960.54,156.6809,-79145.046875
583,2915000,14.7301,583,2322.33,1958.86,156.5168,-79150.1171875
584,2920000,14.8019,584,2350.28,1971.96,156.6194,-79339.8125
585,2925000,14.7832,585,2321.94,1980.08,156.5781,-79197.921875
586,2930000,14.6692,586,2300.12,1926.16,156.5857,-79208.5234375
587,2935000,14.7356,587,2304.83,1976.73,156.5887,-79164.7578125
588,2940000,14.8232,588,2283.49,1962.17,156.6181,-79623.921875
589,2945000,14.7076,589,2311.82,1951.3,156.6133,-79531.9609375
590,2950000,14.7334,590,2253.26,1930.24,156.5546,-79629.9296875
591,2955000,14.8446,591,2309.1,1985.12,156.6531,-79839.78125
592,2960000,14.6784,592,2294.83,1957.02,156.7874,-79680.3984375
593,2965000,14.7411,593,2303.98,1961.81,156.518,-79854.25
594,2970000,14.7375,594,2294.3,1967.15,156.5054,-79739.296875
595,2975000,14.7539,595,2313.88,1964.07,156.6449,-80360.2890625
596,2980000,14.4633,596,2292.92,1959.05,156.6443,-79730.3046875
597,2985000,14.8984,597,2309.69,1939.79,156.753,-80560.7734375
598,2990000,14.6618,598,2324.61,1983.99,156.5981,-80533.9453125
599,2995000,14.8836,599,2334.0,1986.1,156.3764,-80701.8046875
