Itration,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Forward KL,Real Det Return
401,406.0895,2005000,401,57.81,-19702.080078125,676.8906,58.24
402,495.9691,2010000,402,56.44,-19791.91015625,684.7081,56.66
403,404.1722,2015000,403,57.98,-19744.521484375,677.0057,58.39
404,516.7411,2020000,404,57.71,-19450.828125,669.2636,56.36
405,396.7351,2025000,405,54.36,-19321.880859375,657.822,54.12
406,420.7917,2030000,406,57.58,-19440.291015625,658.1218,58.66
407,453.4222,2035000,407,56.08,-19667.2890625,669.1196,55.9
408,449.5031,2040000,408,55.13,-19722.072265625,683.9646,55.03
409,427.5945,2045000,409,57.56,-19308.76171875,675.072,57.06
410,349.0525,2050000,410,57.53,-18671.859375,664.5268,57.52
411,605.0211,2055000,411,56.64,-19894.822265625,727.7968,57.18
412,352.2128,2060000,412,57.62,-19220.03125,667.3657,57.99
413,383.4887,2065000,413,55.97,-19155.01171875,661.6052,56.26
414,378.9222,2070000,414,57.69,-18750.63671875,662.3391,57.78
415,1581.3263,2075000,415,55.74,-19732.48046875,698.8805,55.5
416,765.666,2080000,416,57.61,-19730.1796875,682.8446,57.6
417,404.3332,2085000,417,56.81,-19597.03125,659.3307,56.8
418,512.729,2090000,418,55.27,-19645.720703125,690.514,55.35
419,413.9691,2095000,419,55.19,-19014.1875,679.2311,55.3
420,727.2692,2100000,420,55.43,-19549.435546875,674.0624,55.22
421,487.7122,2105000,421,54.38,-19460.537109375,668.4333,53.88
422,436.5109,2110000,422,54.91,-18930.48828125,655.8859,53.82
423,468.8345,2115000,423,57.51,-19194.2265625,665.797,57.24
424,469.0166,2120000,424,55.59,-19466.65625,683.4829,55.37
425,459.9365,2125000,425,54.92,-19306.412109375,680.1337,54.91
426,466.7427,2130000,426,54.53,-19610.0703125,672.5238,54.4
427,397.0083,2135000,427,56.0,-18613.708984375,646.3289,55.21
428,516.2727,2140000,428,54.36,-19563.1640625,663.7069,53.77
429,527.3,2145000,429,54.27,-19685.568359375,688.3698,54.01
430,528.7095,2150000,430,53.1,-19541.126953125,675.2615,52.6
431,453.0765,2155000,431,53.49,-19625.84375,693.5069,53.1
432,406.8084,2160000,432,53.67,-19428.814453125,671.5445,53.86
433,414.7502,2165000,433,53.36,-19581.181640625,668.5247,53.7
434,461.9506,2170000,434,53.66,-19799.537109375,691.6924,53.89
435,359.4034,2175000,435,54.99,-19418.498046875,646.3066,53.98
436,387.7311,2180000,436,53.39,-19328.75,651.1255,53.2
437,383.7406,2185000,437,53.51,-19088.982421875,647.844,52.99
438,341.9303,2190000,438,54.73,-19079.734375,656.7335,55.05
439,395.0288,2195000,439,55.61,-18938.8046875,644.9964,55.7
440,459.0475,2200000,440,55.44,-19173.19921875,654.5144,55.43
441,412.1055,2205000,441,55.72,-19149.86328125,651.4826,55.76
442,421.4792,2210000,442,55.73,-19367.53125,662.2703,55.75
443,372.1536,2215000,443,55.55,-19245.75,653.0184,55.65
444,440.1518,2220000,444,55.87,-19480.865234375,658.813,55.64
445,451.6526,2225000,445,53.44,-18984.990234375,646.106,53.37
446,451.8973,2230000,446,54.94,-18868.306640625,644.8323,54.92
447,432.793,2235000,447,54.52,-19340.37109375,658.1899,54.5
448,415.4211,2240000,448,54.7,-19597.373046875,670.7373,54.81
449,427.2925,2245000,449,54.83,-19069.62109375,643.6528,54.81
450,390.3745,2250000,450,54.42,-18945.6484375,652.8641,54.31
451,422.2649,2255000,451,57.6,-18751.14453125,629.5219,58.63
452,451.9318,2260000,452,54.76,-19399.8828125,663.799,54.35
453,443.8134,2265000,453,56.94,-19641.880859375,675.7813,56.15
454,400.95,2270000,454,57.78,-19231.974609375,661.0505,56.05
455,428.9878,2275000,455,56.96,-19299.6953125,639.3976,57.44
456,1355.0807,2280000,456,55.87,-19704.708984375,669.3304,55.97
457,1845.6331,2285000,457,55.78,-19569.271484375,668.9671,55.86
458,2281.4923,2290000,458,55.73,-19684.38671875,673.8887,55.75
459,630.256,2295000,459,55.6,-19389.609375,664.6104,55.8
460,450.2431,2300000,460,55.85,-19587.318359375,664.5109,56.09
461,1666.3369,2305000,461,54.75,-19679.0390625,673.9893,54.75
462,384.5034,2310000,462,54.71,-19358.11328125,643.3786,53.53
463,411.6132,2315000,463,54.99,-19147.65234375,643.6444,54.75
464,398.5727,2320000,464,56.37,-19105.212890625,650.8495,56.7
465,407.8614,2325000,465,54.72,-19435.34375,637.0971,54.97
466,428.3837,2330000,466,54.9,-19327.27734375,639.0865,55.31
467,416.9041,2335000,467,54.69,-19590.1796875,658.5254,54.39
468,423.0551,2340000,468,55.67,-19267.6015625,656.8417,55.8
469,401.1337,2345000,469,55.58,-19491.673828125,651.5262,55.76
470,405.5928,2350000,470,56.09,-19491.66796875,654.2419,56.41
471,425.1129,2355000,471,55.38,-18995.814453125,666.5134,55.03
472,472.1963,2360000,472,54.93,-19447.529296875,681.2654,54.93
473,375.7156,2365000,473,55.35,-19424.97265625,651.7456,55.28
474,389.1402,2370000,474,55.24,-19414.837890625,670.6764,55.49
475,350.618,2375000,475,55.46,-19105.0546875,651.4277,55.53
476,411.4159,2380000,476,57.27,-19460.876953125,659.5553,58.07
477,369.1158,2385000,477,56.54,-18074.015625,623.3158,55.6
478,354.3987,2390000,478,57.49,-18090.986328125,641.2633,58.29
479,356.6538,2395000,479,56.93,-18829.921875,644.9146,56.79
480,339.1795,2400000,480,58.11,-19103.6484375,640.0372,58.11
481,413.2491,2405000,481,56.76,-18931.12890625,657.6104,54.91
482,419.1068,2410000,482,58.17,-18871.697265625,659.6828,58.11
483,466.6963,2415000,483,57.78,-19314.173828125,675.0449,57.3
484,492.437,2420000,484,57.82,-19567.923828125,662.5806,57.58
485,514.3056,2425000,485,57.51,-19482.005859375,676.9642,57.49
486,458.0538,2430000,486,57.05,-19306.228515625,666.2538,57.07
487,419.9408,2435000,487,55.39,-19080.177734375,659.5795,55.44
488,483.6475,2440000,488,55.46,-18540.798828125,629.8409,55.36
489,406.5215,2445000,489,55.39,-19020.033203125,650.8556,55.42
490,439.1641,2450000,490,55.39,-19000.302734375,644.7875,55.41
491,440.1628,2455000,491,55.53,-19105.3359375,658.8279,55.57
492,556.3309,2460000,492,55.41,-19211.330078125,651.954,55.41
493,415.6541,2465000,493,55.6,-19079.0703125,632.2724,55.4
494,406.8883,2470000,494,55.45,-18044.65625,621.9298,55.43
495,668.6358,2475000,495,55.41,-17837.791015625,617.6811,55.38
496,416.4449,2480000,496,55.46,-18462.76171875,625.8649,55.46
497,410.1166,2485000,497,55.5,-18385.224609375,622.0636,55.46
498,746.6989,2490000,498,55.55,-18684.455078125,617.735,55.46
499,427.0553,2495000,499,55.6,-18252.326171875,631.7431,55.64
500,669.4683,2500000,500,55.55,-18195.1015625,621.9926,55.58
501,411.9172,2505000,501,55.64,-18418.177734375,612.8159,55.67
502,347.4734,2510000,502,55.54,-16135.8486328125,608.0576,55.46
503,434.272,2515000,503,55.64,-18552.8515625,630.4874,55.64
504,418.413,2520000,504,55.62,-18061.974609375,615.152,55.55
505,393.1392,2525000,505,55.59,-18316.2578125,627.1961,55.54
506,400.0144,2530000,506,55.61,-18378.974609375,622.5256,55.52
507,400.5048,2535000,507,55.45,-18274.41015625,604.6479,55.41
508,417.398,2540000,508,55.62,-17844.0390625,616.9921,55.62
509,442.4824,2545000,509,55.64,-18170.970703125,609.2442,55.61
510,426.1815,2550000,510,55.58,-18556.330078125,614.2381,55.55
511,404.9991,2555000,511,55.54,-17570.8984375,604.9388,55.39
512,405.1524,2560000,512,55.62,-18514.0234375,597.0594,55.63
513,408.1118,2565000,513,54.64,-18004.724609375,604.2079,55.32
514,446.4624,2570000,514,55.61,-18469.794921875,618.0374,55.6
515,438.859,2575000,515,55.55,-17956.06640625,609.8161,55.53
516,439.9636,2580000,516,55.19,-18212.01953125,607.7041,54.93
517,464.4877,2585000,517,55.39,-18398.861328125,625.5024,54.94
518,442.7372,2590000,518,54.94,-18270.171875,613.2587,54.94
519,449.3796,2595000,519,55.4,-18420.470703125,616.4155,55.15
520,401.9962,2600000,520,54.89,-18371.982421875,597.1427,54.92
521,432.8322,2605000,521,58.66,-18373.919921875,624.0214,58.52
522,433.7214,2610000,522,58.36,-18390.216796875,642.5169,59.76
523,735.2895,2615000,523,55.69,-19002.369140625,647.0499,55.04
524,498.4377,2620000,524,55.95,-18674.384765625,620.2143,54.92
525,494.1923,2625000,525,55.22,-18904.291015625,624.0364,55.21
526,425.7728,2630000,526,55.58,-18426.63671875,602.0506,55.41
527,616.7007,2635000,527,55.45,-18690.228515625,625.1119,55.6
528,450.1529,2640000,528,55.37,-18472.134765625,606.0085,55.42
529,434.3509,2645000,529,55.08,-18356.357421875,596.5811,55.08
530,445.1797,2650000,530,55.65,-17912.205078125,615.241,55.59
531,494.8089,2655000,531,55.13,-18572.92578125,613.6096,55.21
532,441.6585,2660000,532,56.19,-18635.857421875,605.6871,56.76
533,457.9428,2665000,533,55.08,-18171.09375,621.878,55.11
534,458.3548,2670000,534,55.03,-18443.736328125,616.9682,54.91
535,470.7116,2675000,535,55.8,-18630.044921875,619.0373,55.93
536,473.6713,2680000,536,54.97,-18488.357421875,621.551,54.96
537,482.4052,2685000,537,55.85,-18786.677734375,627.5976,55.91
538,452.325,2690000,538,55.9,-18151.0703125,631.7819,55.9
539,547.2492,2695000,539,55.92,-18852.62109375,642.039,55.89
540,498.8319,2700000,540,55.08,-18397.33984375,619.7265,55.13
541,454.1017,2705000,541,55.21,-18553.4296875,614.8744,55.13
542,482.5276,2710000,542,55.29,-18706.25,639.9746,55.28
543,492.5771,2715000,543,55.95,-18861.52734375,641.977,56.01
544,448.1331,2720000,544,55.96,-18648.79296875,616.3457,55.96
545,454.5364,2725000,545,55.08,-18920.10546875,628.8285,54.97
546,541.4317,2730000,546,54.98,-19066.064453125,614.4023,55.01
547,453.5346,2735000,547,55.51,-18974.357421875,644.7861,55.52
548,513.6488,2740000,548,55.47,-19210.9765625,655.3767,55.45
549,434.5767,2745000,549,55.54,-19137.875,629.5735,55.7
550,557.6717,2750000,550,57.04,-19076.251953125,643.2582,57.41
551,473.0663,2755000,551,55.42,-19077.224609375,640.5192,55.36
552,442.1918,2760000,552,55.42,-18867.619140625,656.6863,55.3
553,451.7906,2765000,553,54.3,-19165.154296875,612.7836,54.27
554,460.4263,2770000,554,54.44,-19002.357421875,610.2516,54.5
555,618.8727,2775000,555,55.62,-18522.564453125,626.1986,55.63
556,478.1807,2780000,556,55.54,-18801.61328125,626.2618,55.53
557,451.1065,2785000,557,55.54,-18833.419921875,629.428,55.48
558,376.5604,2790000,558,55.05,-19026.154296875,615.6166,55.63
559,440.8405,2795000,559,55.9,-18299.94140625,619.6118,55.93
560,505.9598,2800000,560,55.97,-18054.75,620.3886,56.02
561,464.6388,2805000,561,55.98,-18549.556640625,630.5307,56.0
562,416.4774,2810000,562,55.24,-18241.869140625,611.9446,54.66
563,398.9809,2815000,563,55.55,-18147.77734375,598.147,55.39
564,408.7475,2820000,564,55.01,-18338.00390625,609.7853,54.71
565,410.0167,2825000,565,55.38,-18561.837890625,621.6738,55.28
566,398.905,2830000,566,55.54,-18310.0859375,610.4999,55.64
567,472.8382,2835000,567,55.89,-18638.68359375,608.7118,55.91
568,430.1412,2840000,568,54.25,-18728.85546875,601.661,53.79
569,405.7661,2845000,569,50.7,-18811.912109375,622.4439,50.25
570,403.4929,2850000,570,54.74,-18706.107421875,616.4633,53.8
571,388.3672,2855000,571,55.61,-18578.12890625,602.1333,55.57
572,424.7053,2860000,572,55.64,-18953.3203125,618.1051,55.22
573,366.2578,2865000,573,54.69,-18747.51953125,606.0984,55.62
574,387.7104,2870000,574,55.39,-18401.630859375,600.8445,55.42
575,405.7908,2875000,575,55.48,-18682.65234375,596.4464,55.46
576,410.0132,2880000,576,55.55,-18870.158203125,595.9008,55.58
577,388.1711,2885000,577,55.3,-18859.501953125,602.9429,55.51
578,381.5588,2890000,578,54.96,-18610.255859375,595.8901,55.04
579,440.4318,2895000,579,55.4,-18539.591796875,588.7578,55.22
580,423.1086,2900000,580,55.68,-18832.275390625,596.4763,55.7
581,393.2961,2905000,581,55.6,-18640.126953125,593.6187,55.42
582,405.9237,2910000,582,55.87,-18269.83203125,592.793,55.82
583,427.1343,2915000,583,55.9,-18318.279296875,611.6687,55.83
584,666.0456,2920000,584,55.61,-17340.453125,589.4826,55.84
585,413.7419,2925000,585,54.86,-18563.125,590.0215,55.11
586,433.447,2930000,586,54.98,-18405.591796875,590.3806,54.98
587,414.8899,2935000,587,55.06,-18612.9140625,591.5927,55.16
588,397.2473,2940000,588,54.88,-18762.599609375,603.8542,54.97
589,426.049,2945000,589,54.92,-18201.802734375,586.9674,55.87
590,422.9639,2950000,590,56.0,-18839.71875,590.2411,56.07
591,453.2728,2955000,591,55.97,-18935.994140625,573.2073,56.0
592,469.4168,2960000,592,55.29,-18978.37109375,579.4205,55.25
593,587.3764,2965000,593,54.94,-19147.8125,592.0576,55.34
594,461.1915,2970000,594,55.13,-19038.609375,602.5621,55.4
595,467.9219,2975000,595,55.43,-19100.96875,605.2148,55.38
596,535.2469,2980000,596,55.19,-19135.6171875,586.919,55.34
597,474.2209,2985000,597,54.94,-19197.517578125,608.007,55.22
598,564.8071,2990000,598,55.41,-19336.57421875,595.2951,55.35
599,482.8834,2995000,599,55.14,-19163.853515625,596.6525,55.35
