Running Forward KL,Itration,Running Env Steps,Real Sto Return,Reward Loss,Running Reverse KL,Real Det Return,Running Update Time
680.2029,404,2020000,67.43,-99333.2734375,812.5789,67.23,404
663.2855,405,2025000,66.75,-99082.2109375,607.924,66.05,405
689.1391,406,2030000,65.68,-99508.1015625,2468.6427,66.32,406
692.2033,407,2035000,65.48,-99557.640625,2006.4002,67.23,407
699.8245,408,2040000,65.92,-99459.875,1368.4873,66.07,408
683.039,409,2045000,68.29,-99426.640625,712.9449,66.36,409
720.3145,410,2050000,66.48,-99611.8203125,2135.4147,66.19,410
706.6418,411,2055000,62.03,-99507.921875,834.4868,61.81,411
742.3794,412,2060000,63.93,-99699.953125,964.777,64.25,412
725.0892,413,2065000,65.84,-99553.0,1350.6927,66.99,413
703.1857,414,2070000,64.49,-99615.8515625,1030.8579,64.05,414
709.8177,415,2075000,65.43,-99639.1484375,1229.644,65.89,415
730.2837,416,2080000,64.77,-99736.1484375,1290.9427,65.39,416
685.37,417,2085000,64.83,-99563.390625,1231.6404,65.7,417
653.5833,418,2090000,68.78,-99480.6875,689.2577,68.82,418
697.6361,419,2095000,67.74,-99686.7421875,1068.1526,68.55,419
696.027,420,2100000,66.21,-99404.078125,1309.8088,65.07,420
698.6335,421,2105000,65.4,-99431.0625,704.8022,64.28,421
674.9068,422,2110000,65.38,-99550.8203125,1327.8137,64.32,422
697.0791,423,2115000,65.08,-99663.7578125,1699.7694,65.13,423
708.4387,424,2120000,61.75,-99317.0,626.8976,60.23,424
695.9085,425,2125000,62.54,-99683.4609375,951.2199,61.68,425
684.8121,426,2130000,62.86,-99700.1171875,1187.4242,61.86,426
700.6807,427,2135000,63.86,-99751.890625,3232.3226,62.69,427
695.4898,428,2140000,64.34,-99446.53125,1140.116,63.71,428
712.3155,429,2145000,61.41,-99522.671875,1178.5166,60.06,429
667.4098,430,2150000,62.1,-99539.09375,1320.6672,60.7,430
724.1804,431,2155000,61.42,-99574.609375,1562.7441,62.18,431
710.6886,432,2160000,60.35,-99701.5625,1735.4222,61.07,432
707.0225,433,2165000,62.13,-99521.078125,1206.6923,61.75,433
714.6019,434,2170000,63.48,-99118.6796875,1251.7224,62.66,434
664.3248,435,2175000,63.36,-98934.46875,1043.8817,63.03,435
709.6281,436,2180000,64.12,-99504.390625,1410.1199,62.78,436
721.6082,437,2185000,63.26,-99571.84375,1467.8817,63.87,437
701.8499,438,2190000,64.68,-99356.703125,1476.382,62.83,438
682.0979,439,2195000,67.41,-98901.1171875,843.7011,68.05,439
688.8446,440,2200000,73.21,-98256.859375,632.9253,73.08,440
666.2758,441,2205000,68.19,-98612.8046875,985.4158,68.22,441
684.9851,442,2210000,87.8,-98508.3984375,1285.1992,105.57,442
612.7737,443,2215000,72.7,-97065.1328125,442.7172,71.57,443
640.882,444,2220000,72.92,-97305.6015625,2564.0388,75.64,444
676.2665,445,2225000,67.35,-97871.890625,529.7073,63.55,445
672.4013,446,2230000,66.99,-96516.2734375,581.4253,67.86,446
684.1163,447,2235000,67.48,-99361.3828125,1860.9046,67.4,447
671.749,448,2240000,64.44,-96679.4375,536.7656,65.33,448
677.1324,449,2245000,66.24,-98529.4765625,989.1449,64.74,449
674.2881,450,2250000,67.22,-95585.2578125,863.3493,68.02,450
645.7019,451,2255000,66.48,-94355.2578125,1336.4844,64.14,451
672.7178,452,2260000,67.76,-96881.5546875,836.0768,66.92,452
679.6965,453,2265000,64.8,-96924.8515625,751.2718,65.4,453
656.7073,454,2270000,69.57,-93208.4375,420.8024,68.0,454
680.8845,455,2275000,68.64,-95662.1171875,464.0123,69.23,455
673.4243,456,2280000,68.55,-95607.296875,418.9152,69.1,456
644.8395,457,2285000,66.53,-94700.9765625,476.1539,68.04,457
674.7729,458,2290000,64.34,-96850.0546875,875.855,63.77,458
668.8459,459,2295000,65.41,-97371.7890625,1417.0889,64.73,459
676.2508,460,2300000,68.76,-97747.6640625,1115.2554,70.55,460
669.819,461,2305000,64.49,-97592.59375,613.3035,64.26,461
678.5805,462,2310000,64.58,-96889.8046875,455.9334,64.95,462
645.6492,463,2315000,64.27,-96861.796875,480.8606,63.79,463
635.0341,464,2320000,67.36,-96643.703125,810.85,67.61,464
672.1716,465,2325000,66.49,-98496.828125,932.8903,65.83,465
677.974,466,2330000,65.79,-98801.28125,1254.2406,65.26,466
679.346,467,2335000,65.09,-98342.8984375,1053.8819,65.67,467
625.1967,468,2340000,66.22,-98548.359375,1290.7522,68.66,468
515.8035,469,2345000,277.55,-96871.53125,1124.0966,269.1,469
532.9469,470,2350000,181.29,-97506.71875,1391.8453,205.95,470
537.6341,471,2355000,220.02,-97581.8125,961.9423,224.23,471
595.9382,472,2360000,206.34,-97919.6015625,1862.0162,207.99,472
628.5598,473,2365000,157.53,-96880.796875,1684.2672,155.83,473
553.6437,474,2370000,237.75,-96376.0859375,1767.4269,238.33,474
542.442,475,2375000,275.66,-91136.828125,980.2077,271.46,475
517.0671,476,2380000,283.42,-98646.2265625,1435.6369,291.96,476
733.8026,477,2385000,66.79,-99627.1875,5187.2972,66.79,477
534.1538,478,2390000,91.98,-90453.7890625,2074.6748,105.62,478
563.6841,479,2395000,126.62,-93061.3125,1827.7687,133.52,479
652.4196,480,2400000,68.26,-99386.90625,3639.7711,66.85,480
622.8768,481,2405000,76.82,-98948.9765625,2652.9481,76.26,481
672.6476,482,2410000,65.3,-99299.21875,3548.5157,65.3,482
578.2166,483,2415000,65.52,-94531.1171875,418.8339,65.56,483
626.6943,484,2420000,65.5,-98520.84375,1145.6871,65.5,484
606.3934,485,2425000,65.42,-95989.296875,446.0372,65.44,485
537.4044,486,2430000,239.55,-67102.6875,1159.0551,236.78,486
527.463,487,2435000,252.59,-81372.1875,1062.0918,258.14,487
537.0476,488,2440000,250.5,-81981.6328125,957.7985,249.82,488
529.3681,489,2445000,247.19,-84737.1953125,750.534,248.69,489
530.9192,490,2450000,243.27,-81361.78125,719.94,243.61,490
517.1627,491,2455000,269.6,-81634.21875,449.0092,271.83,491
510.4299,492,2460000,272.61,-87603.453125,553.5398,267.75,492
518.6068,493,2465000,440.28,-91815.6328125,529.9633,447.1,493
528.1075,494,2470000,364.01,-95238.171875,375.1295,353.27,494
530.845,495,2475000,406.4,-96350.8671875,379.8266,416.54,495
540.0596,496,2480000,350.12,-97999.5234375,478.3162,330.29,496
513.2993,497,2485000,216.41,-97524.5546875,406.5107,214.27,497
587.2992,498,2490000,101.07,-95135.1484375,387.3658,115.32,498
533.2999,499,2495000,183.26,-94565.3671875,567.3735,186.05,499
674.0142,500,2500000,71.85,-96743.5390625,598.5823,71.82,500
651.6094,501,2505000,69.24,-92328.6796875,655.4527,68.3,501
628.3291,502,2510000,89.17,-95335.046875,395.3271,90.11,502
561.1242,503,2515000,133.45,-95415.46875,417.9341,118.8,503
509.8149,504,2520000,277.19,-92098.046875,363.546,274.36,504
606.9139,505,2525000,181.09,-92429.28125,448.3762,181.51,505
647.9746,506,2530000,85.31,-94786.125,425.0397,82.51,506
662.6695,507,2535000,66.7,-87786.859375,462.5557,65.57,507
665.8037,508,2540000,64.08,-93928.5546875,537.8088,63.79,508
614.5162,509,2545000,82.77,-92333.21875,450.087,96.98,509
633.0151,510,2550000,118.58,-97067.46875,571.4465,118.58,510
640.9371,511,2555000,60.23,-83714.6796875,449.349,60.23,511
678.8452,512,2560000,64.69,-94160.5703125,595.2336,65.47,512
676.9076,513,2565000,69.15,-94546.3203125,1356.8574,69.13,513
663.1158,514,2570000,68.72,-91088.5390625,488.9764,68.52,514
676.7703,515,2575000,67.37,-86707.046875,864.5456,67.19,515
661.6492,516,2580000,68.6,-89470.359375,1964.606,68.23,516
566.7078,517,2585000,167.84,-89711.734375,660.431,166.84,517
670.986,518,2590000,68.15,-95592.90625,2825.3627,69.37,518
622.6108,519,2595000,72.74,-72083.625,358.833,72.98,519
618.5147,520,2600000,67.63,-82586.984375,735.0853,67.16,520
607.6374,521,2605000,83.24,-82186.921875,367.1882,80.13,521
543.9222,522,2610000,156.68,-72896.2734375,431.8145,161.1,522
622.7729,523,2615000,68.56,-75903.46875,551.5579,68.43,523
624.2722,524,2620000,96.69,-73580.6484375,798.5276,89.97,524
626.3548,525,2625000,67.84,-73082.5859375,603.0526,69.11,525
613.1118,526,2630000,96.51,-82678.796875,369.6741,105.75,526
616.6921,527,2635000,75.36,-82632.8671875,326.8058,79.6,527
614.5507,528,2640000,70.78,-80986.7734375,338.9936,70.77,528
630.778,529,2645000,88.01,-88106.9375,729.4941,88.91,529
652.7413,530,2650000,68.26,-90831.2421875,2251.5479,68.19,530
615.1815,531,2655000,69.15,-89532.1171875,1543.7466,68.67,531
635.4183,532,2660000,69.03,-87059.6953125,1541.4505,70.27,532
641.7686,533,2665000,69.71,-87478.0546875,1722.8262,69.78,533
636.5032,534,2670000,65.91,-84397.7734375,1387.9555,66.1,534
619.5491,535,2675000,62.46,-87497.375,1100.92,62.06,535
603.7959,536,2680000,58.97,-91306.3046875,1151.0731,58.66,536
623.203,537,2685000,62.61,-92736.640625,1096.9022,65.23,537
603.4657,538,2690000,57.27,-89540.015625,335.945,57.51,538
644.0053,539,2695000,54.82,-94687.3515625,2389.556,55.29,539
598.8472,540,2700000,56.31,-92812.3984375,1710.8971,56.29,540
605.6139,541,2705000,56.54,-89971.4609375,368.2032,56.47,541
612.5799,542,2710000,56.19,-89731.5546875,1054.0738,55.41,542
635.6464,543,2715000,57.42,-92674.7578125,1128.232,56.77,543
639.8526,544,2720000,60.85,-93156.4296875,1107.7854,61.41,544
660.6715,545,2725000,64.1,-93982.8203125,626.2274,64.61,545
658.2932,546,2730000,63.51,-96886.484375,2486.6912,64.05,546
644.326,547,2735000,62.38,-95452.3828125,2039.6261,61.99,547
610.5649,548,2740000,63.96,-91018.7734375,677.811,63.85,548
612.295,549,2745000,64.91,-90118.3359375,1421.2537,65.4,549
616.9214,550,2750000,64.19,-94104.1484375,2078.7521,65.86,550
625.6612,551,2755000,65.56,-93623.640625,2892.2024,66.04,551
635.5281,552,2760000,61.88,-94723.0625,2718.0449,62.47,552
608.0308,553,2765000,62.21,-95080.125,1951.2353,61.03,553
616.7196,554,2770000,55.9,-92294.734375,1308.6981,55.76,554
576.3109,555,2775000,57.1,-90991.6640625,285.0635,59.63,555
595.1121,556,2780000,61.55,-88664.234375,364.385,60.9,556
590.5544,557,2785000,62.42,-87095.625,289.1728,63.3,557
622.0946,558,2790000,61.91,-88576.5625,323.6674,62.71,558
597.4488,559,2795000,58.54,-91047.6484375,400.6917,60.8,559
616.9105,560,2800000,61.67,-90827.875,313.4778,60.78,560
597.9051,561,2805000,61.28,-88758.515625,317.4237,64.27,561
623.1088,562,2810000,64.28,-94102.484375,597.7203,62.89,562
643.2783,563,2815000,59.83,-95115.1796875,368.6793,58.14,563
635.7127,564,2820000,62.58,-91638.28125,333.3621,61.21,564
647.6002,565,2825000,61.6,-95208.578125,378.4869,62.57,565
619.4634,566,2830000,63.92,-91103.953125,353.941,63.46,566
639.3681,567,2835000,64.57,-92447.21875,315.3656,64.53,567
638.5673,568,2840000,61.35,-94151.125,458.2916,60.16,568
644.2867,569,2845000,62.37,-93717.640625,336.8089,59.08,569
623.1516,570,2850000,62.92,-91613.140625,329.4577,63.91,570
641.4882,571,2855000,63.04,-95435.15625,378.8139,62.54,571
628.3633,572,2860000,63.23,-93189.1484375,342.1531,64.85,572
643.0177,573,2865000,62.65,-94161.40625,336.0969,61.89,573
637.2992,574,2870000,64.07,-92898.1953125,317.3298,62.7,574
621.4556,575,2875000,63.87,-91481.8125,315.2179,62.05,575
610.1751,576,2880000,62.18,-90799.59375,327.5801,61.63,576
621.3896,577,2885000,66.39,-91880.859375,324.9873,64.63,577
610.2647,578,2890000,62.88,-93435.9140625,304.4943,62.19,578
611.6319,579,2895000,65.68,-92506.765625,303.4831,65.89,579
623.6732,580,2900000,65.93,-92697.7421875,314.3703,65.11,580
606.2228,581,2905000,65.04,-90777.859375,319.8959,65.51,581
602.0171,582,2910000,67.25,-91451.5234375,329.8103,69.13,582
622.4243,583,2915000,67.52,-94754.40625,349.2222,67.99,583
587.3047,584,2920000,66.66,-92793.2578125,314.3063,67.67,584
611.5303,585,2925000,61.79,-92353.0625,327.9722,64.02,585
606.9202,586,2930000,63.54,-92847.546875,321.8197,62.72,586
624.6951,587,2935000,63.35,-94426.9296875,334.4895,63.07,587
636.6351,588,2940000,63.66,-93880.2421875,345.1598,65.23,588
619.072,589,2945000,62.58,-93350.15625,345.4771,63.19,589
640.5364,590,2950000,61.29,-95100.59375,348.9013,62.19,590
607.1562,591,2955000,60.13,-94585.5859375,348.7644,59.87,591
632.3368,592,2960000,63.99,-93089.8515625,310.4783,61.66,592
626.2201,593,2965000,60.97,-93273.2109375,319.6794,61.81,593
617.3667,594,2970000,58.53,-95440.515625,330.8845,57.93,594
638.9842,595,2975000,58.01,-97095.375,426.8051,55.48,595
623.3125,596,2980000,59.46,-96705.015625,392.1544,59.77,596
625.3682,597,2985000,62.63,-95935.03125,339.8984,62.77,597
668.054,598,2990000,54.51,-98301.328125,842.251,54.19,598
636.8943,599,2995000,61.98,-96822.203125,341.2586,62.63,599
