Itration,Reward Loss,Running Env Steps,Real Sto Return,Running Reverse KL,Running Update Time,Real Det Return,Running Forward KL
409,-19162.376953125,2045000,148.56,30.1645,409,911.81,74.1871
410,-19159.951171875,2050000,210.35,30.1458,410,838.33,74.5214
411,-19232.9296875,2055000,174.14,30.4755,411,787.61,74.5768
412,-19138.8671875,2060000,146.59,29.9455,412,611.84,74.0953
413,-19234.939453125,2065000,152.69,30.4982,413,820.5,75.2332
414,-19225.5078125,2070000,163.7,30.7496,414,780.13,75.8
415,-19172.4140625,2075000,199.26,30.0211,415,711.27,74.7666
416,-19237.228515625,2080000,209.7,30.2942,416,685.15,75.732
417,-19074.5859375,2085000,147.41,29.8225,417,581.1,73.6166
418,-19250.580078125,2090000,258.53,30.0856,418,523.53,75.2761
419,-19250.98828125,2095000,191.07,30.1714,419,606.35,75.0995
420,-19308.716796875,2100000,179.62,30.1724,420,932.45,75.0585
421,-19232.970703125,2105000,152.83,30.3176,421,632.04,75.5196
422,-19298.41015625,2110000,142.04,29.8345,422,790.74,75.5871
423,-19330.41015625,2115000,238.58,30.8281,423,692.27,75.8194
424,-19315.212890625,2120000,182.78,30.6068,424,650.68,75.6246
425,-19205.291015625,2125000,143.84,30.0035,425,636.72,75.4386
426,-19103.861328125,2130000,115.87,29.3794,426,531.2,74.4559
427,-19203.416015625,2135000,185.53,30.0638,427,594.22,74.955
428,-19320.240234375,2140000,148.86,30.2998,428,762.92,75.8879
429,-19251.29296875,2145000,190.66,30.2854,429,641.99,75.2705
430,-19297.134765625,2150000,234.68,30.1887,430,743.35,75.3188
431,-19237.9453125,2155000,178.5,30.1703,431,549.67,75.0946
432,-19249.150390625,2160000,231.0,30.1796,432,359.27,74.8815
433,-19225.59375,2165000,238.35,30.4096,433,864.39,74.7002
434,-19272.990234375,2170000,120.86,30.3998,434,871.97,75.0763
435,-19385.607421875,2175000,87.12,30.4889,435,693.7,75.3473
436,-19239.076171875,2180000,164.62,29.9532,436,684.95,74.7407
437,-19320.5703125,2185000,136.87,30.1847,437,574.46,76.1352
438,-19219.498046875,2190000,119.85,30.2619,438,784.55,75.1539
439,-19260.40625,2195000,121.23,29.7521,439,738.43,74.7903
440,-19396.64453125,2200000,187.78,30.231,440,534.54,75.0629
441,-19230.912109375,2205000,165.94,29.8058,441,830.55,73.8324
442,-19292.63671875,2210000,206.84,30.0386,442,867.6,74.6285
443,-19282.74609375,2215000,215.75,30.1188,443,550.3,75.2815
444,-19347.8203125,2220000,234.47,29.956,444,744.45,75.3281
445,-19295.029296875,2225000,110.52,29.9077,445,527.57,74.9983
446,-19388.076171875,2230000,209.9,30.3079,446,780.19,75.9443
447,-19319.419921875,2235000,155.11,30.5351,447,749.22,75.6072
448,-19396.560546875,2240000,169.2,30.3748,448,543.09,75.2084
449,-19299.8515625,2245000,189.85,30.434,449,593.67,75.127
450,-19336.732421875,2250000,189.02,30.1418,450,500.35,75.5067
451,-19384.96875,2255000,232.57,30.3719,451,815.9,75.5356
452,-19276.439453125,2260000,163.49,30.5218,452,470.1,74.8965
453,-19335.517578125,2265000,224.08,30.0713,453,769.71,75.3362
454,-19263.701171875,2270000,167.05,30.0325,454,681.24,75.4623
455,-19303.21875,2275000,105.43,30.1937,455,413.29,74.6153
456,-19254.666015625,2280000,129.47,29.5245,456,551.8,73.68
457,-19194.423828125,2285000,171.3,30.0474,457,557.34,75.1873
458,-19335.845703125,2290000,184.16,30.2493,458,588.78,74.7145
459,-19362.044921875,2295000,216.57,30.7111,459,661.63,75.2573
460,-19279.427734375,2300000,212.23,30.1236,460,647.26,75.0946
461,-19309.75,2305000,121.5,30.2651,461,598.82,75.2056
462,-19261.158203125,2310000,171.73,29.588,462,794.23,74.6886
463,-19342.91015625,2315000,121.9,30.1155,463,546.55,75.8784
464,-19337.58984375,2320000,154.01,30.1354,464,554.31,75.0723
465,-19314.001953125,2325000,159.59,29.7612,465,495.23,75.3433
466,-19296.927734375,2330000,212.67,30.208,466,787.65,75.8475
467,-19408.162109375,2335000,127.3,30.3286,467,394.66,76.0259
468,-19424.080078125,2340000,133.15,30.338,468,537.96,75.5498
469,-19353.375,2345000,132.98,30.4789,469,496.24,75.7395
470,-19450.876953125,2350000,224.86,30.6687,470,603.16,76.2559
471,-19383.44140625,2355000,155.31,30.3789,471,580.37,74.8657
472,-19313.263671875,2360000,179.0,30.0098,472,635.05,74.0019
473,-19239.28515625,2365000,137.71,29.6627,473,669.32,74.7575
474,-19331.42578125,2370000,166.02,30.1826,474,691.61,74.3106
475,-19378.853515625,2375000,135.76,30.1926,475,695.16,74.9731
476,-19195.228515625,2380000,138.83,29.6135,476,499.26,74.7545
477,-19421.220703125,2385000,165.01,29.9255,477,630.6,75.941
478,-19390.998046875,2390000,175.6,29.8669,478,642.56,75.1351
479,-19426.5859375,2395000,160.34,30.2813,479,589.28,75.6312
480,-19458.095703125,2400000,169.05,30.5336,480,478.2,75.5542
481,-19431.8046875,2405000,196.85,30.5471,481,629.5,76.0688
482,-19407.318359375,2410000,119.46,30.0561,482,624.9,74.8993
483,-19444.435546875,2415000,227.57,30.3559,483,543.2,75.2548
484,-19409.09375,2420000,197.79,30.0372,484,480.26,75.4442
485,-19388.373046875,2425000,165.05,29.95,485,445.56,75.4366
486,-19418.46875,2430000,154.19,29.9781,486,535.77,75.5673
487,-19443.787109375,2435000,149.35,30.5537,487,538.66,76.1329
488,-19379.40625,2440000,156.08,30.0107,488,400.61,74.6711
489,-19466.513671875,2445000,94.38,30.555,489,496.02,75.4311
490,-19441.626953125,2450000,164.29,30.4091,490,491.46,75.7716
491,-19400.37109375,2455000,164.75,30.1592,491,620.11,76.4659
492,-19378.91015625,2460000,175.95,29.9063,492,528.55,75.7455
493,-19436.16015625,2465000,116.16,30.3665,493,344.33,75.3749
494,-19427.669921875,2470000,135.52,30.5129,494,442.2,74.1825
495,-19354.869140625,2475000,219.75,30.0464,495,476.78,75.9636
496,-19375.001953125,2480000,199.95,29.8876,496,686.64,74.7397
497,-19347.30078125,2485000,118.98,29.6955,497,489.01,74.0814
498,-19413.10546875,2490000,178.76,29.896,498,495.78,74.4308
499,-19340.17578125,2495000,106.22,30.2897,499,354.73,74.3604
500,-19405.822265625,2500000,173.16,29.8144,500,642.62,75.1206
501,-19446.505859375,2505000,113.5,30.1621,501,745.38,74.6485
502,-19535.119140625,2510000,216.66,30.7023,502,645.26,75.6903
503,-19484.642578125,2515000,192.58,30.4402,503,449.86,75.4942
504,-19534.328125,2520000,197.01,31.025,504,494.49,75.5974
505,-19396.45703125,2525000,245.33,30.3013,505,756.38,75.046
506,-19309.20703125,2530000,154.23,30.0794,506,718.62,73.9704
507,-19498.828125,2535000,120.43,30.6938,507,686.41,77.4406
508,-19349.494140625,2540000,159.24,29.8142,508,683.55,74.9207
509,-19473.8046875,2545000,142.22,30.2273,509,653.8,75.5836
510,-19405.666015625,2550000,157.95,29.888,510,629.81,74.7792
511,-19461.6171875,2555000,191.44,30.2445,511,677.7,74.2559
512,-19437.0,2560000,150.97,30.4234,512,498.86,74.9882
513,-19440.14453125,2565000,180.47,30.7395,513,495.58,74.8639
514,-19394.296875,2570000,176.38,30.2247,514,598.64,75.1567
515,-19397.396484375,2575000,137.14,30.0178,515,606.28,75.3084
516,-19438.380859375,2580000,155.06,30.2454,516,763.94,75.7
517,-19473.556640625,2585000,137.63,30.594,517,585.8,74.8178
518,-19436.751953125,2590000,220.01,30.1222,518,384.18,74.8983
519,-19446.4375,2595000,108.53,30.387,519,766.82,74.8034
520,-19390.38671875,2600000,171.28,30.1689,520,589.74,74.5312
521,-19407.28125,2605000,133.77,30.1633,521,640.55,74.5059
522,-19366.619140625,2610000,119.12,30.5487,522,711.31,75.2424
523,-19359.37109375,2615000,158.46,30.0632,523,491.87,74.258
524,-19367.126953125,2620000,210.16,30.2873,524,592.01,74.1093
525,-19396.478515625,2625000,195.18,30.235,525,698.59,74.0227
526,-19378.478515625,2630000,212.73,30.3816,526,736.49,73.7303
527,-19412.62890625,2635000,148.91,30.3111,527,429.91,75.1263
528,-19458.39453125,2640000,232.02,30.6248,528,438.29,75.7396
529,-19424.099609375,2645000,166.25,30.2449,529,573.85,75.5928
530,-19501.4375,2650000,162.69,30.4056,530,537.21,75.1216
531,-19467.048828125,2655000,169.05,30.8426,531,299.39,75.6849
532,-19423.18359375,2660000,133.66,29.6668,532,601.83,74.355
533,-19458.19921875,2665000,232.94,30.1481,533,447.25,75.1698
534,-19388.626953125,2670000,199.34,30.2003,534,553.39,73.9204
535,-19468.0625,2675000,154.2,30.131,535,250.74,75.0175
536,-19502.3203125,2680000,129.08,30.3899,536,622.12,75.5814
537,-19539.591796875,2685000,136.26,30.7525,537,286.35,76.2076
538,-19498.17578125,2690000,126.95,30.4604,538,579.28,75.6853
539,-19437.740234375,2695000,142.52,30.5112,539,364.47,75.1669
540,-19486.921875,2700000,174.28,30.6085,540,542.03,75.4462
541,-19434.5,2705000,143.88,30.3048,541,438.63,75.34
542,-19456.357421875,2710000,139.24,30.3136,542,450.56,75.5178
543,-19435.03125,2715000,79.86,29.8287,543,438.5,74.8894
544,-19494.796875,2720000,164.31,30.5805,544,599.37,74.9834
545,-19472.33984375,2725000,143.04,30.4839,545,540.91,75.1837
546,-19498.068359375,2730000,130.07,30.3803,546,678.95,75.0937
547,-19365.181640625,2735000,115.87,30.0269,547,342.52,75.0719
548,-19463.7421875,2740000,135.78,30.1228,548,347.94,75.4729
549,-19457.123046875,2745000,138.24,30.5219,549,389.62,75.0693
550,-19343.4609375,2750000,142.93,30.073,550,491.5,74.6501
551,-19440.921875,2755000,159.51,29.9358,551,394.86,74.5496
552,-19456.759765625,2760000,81.75,30.3001,552,444.46,74.8758
553,-19484.703125,2765000,113.6,30.6025,553,621.37,75.3413
554,-19471.35546875,2770000,156.89,30.6636,554,734.36,75.1077
555,-19489.60546875,2775000,132.5,30.5679,555,427.95,75.1047
556,-19468.474609375,2780000,123.17,30.2974,556,424.6,75.3064
557,-19522.505859375,2785000,201.53,30.4287,557,485.54,74.7462
558,-19521.140625,2790000,178.89,30.1459,558,588.07,74.7147
559,-19497.017578125,2795000,67.59,30.4471,559,530.18,76.3665
560,-19473.78125,2800000,122.05,30.2216,560,725.02,75.536
561,-19496.12109375,2805000,76.43,29.945,561,630.87,75.2185
562,-19458.86328125,2810000,196.7,30.1164,562,492.8,74.7556
563,-19470.45703125,2815000,158.87,30.4378,563,544.22,75.6133
564,-19476.634765625,2820000,143.09,30.513,564,539.24,75.4406
565,-19507.705078125,2825000,163.09,30.289,565,442.65,76.3733
566,-19433.662109375,2830000,118.76,30.5045,566,533.11,74.9656
567,-19511.92578125,2835000,191.85,30.3311,567,585.06,75.3908
568,-19426.55859375,2840000,188.88,30.2276,568,542.1,74.3951
569,-19543.3359375,2845000,143.92,30.7258,569,692.31,76.4467
570,-19428.822265625,2850000,165.81,30.271,570,583.92,75.0782
571,-19508.638671875,2855000,120.85,30.3094,571,631.76,75.8399
572,-19447.9765625,2860000,191.52,30.1365,572,382.08,74.8928
573,-19521.263671875,2865000,213.37,30.3407,573,526.41,75.7687
574,-19426.513671875,2870000,126.6,29.796,574,387.98,74.8742
575,-19471.439453125,2875000,139.06,30.3589,575,380.53,75.5594
576,-19489.54296875,2880000,124.81,30.5713,576,471.62,76.1589
577,-19466.98046875,2885000,124.07,29.9592,577,577.98,75.7673
578,-19541.611328125,2890000,129.91,30.2895,578,431.52,75.9616
579,-19527.66015625,2895000,162.83,30.2269,579,465.01,75.7618
580,-19546.046875,2900000,118.51,30.4829,580,537.41,75.5913
581,-19478.48828125,2905000,127.28,30.6954,581,791.29,74.8452
582,-19481.830078125,2910000,175.81,30.5793,582,496.96,75.0052
583,-19517.529296875,2915000,168.83,30.2188,583,788.26,76.0464
584,-19590.599609375,2920000,148.28,30.7204,584,487.62,75.9036
585,-19574.912109375,2925000,127.15,30.7402,585,493.58,76.0194
586,-19518.4296875,2930000,139.77,30.36,586,691.37,75.6002
587,-19526.205078125,2935000,177.89,30.7585,587,432.63,75.252
588,-19508.14453125,2940000,133.84,30.7862,588,525.23,75.949
589,-19630.6484375,2945000,209.26,30.4278,589,504.49,76.5445
590,-19542.08203125,2950000,189.03,30.3844,590,781.18,76.2328
591,-19608.4140625,2955000,163.34,30.6327,591,588.94,76.7021
592,-19581.431640625,2960000,149.21,30.6793,592,219.13,75.8581
593,-19612.8671875,2965000,182.22,30.6634,593,691.24,77.0493
594,-19479.439453125,2970000,136.11,30.6989,594,579.65,75.0584
595,-19597.92578125,2975000,184.24,30.972,595,760.92,76.4008
596,-19524.177734375,2980000,227.37,30.7053,596,746.71,76.4138
597,-19540.994140625,2985000,165.05,31.4668,597,430.33,75.1431
598,-19571.0703125,2990000,43.28,30.5383,598,690.38,76.3032
599,-19608.23828125,2995000,131.99,30.7094,599,476.62,75.66
