Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Update Time
3676.85,61.1157,-8547.69140625,1935000,36.451,2637.85,387,387
3361.77,61.8914,-8794.4775390625,1940000,34.6277,2494.64,388,388
5854.68,66.3795,-9871.7392578125,1945000,44.6565,4744.57,389,389
5429.75,65.4013,-9494.806640625,1950000,46.5569,5171.31,390,390
4533.21,66.6583,-9768.46484375,1955000,48.9,3841.41,391,391
2987.02,64.8366,-7749.07763671875,1960000,40.3174,3373.87,392,392
4771.84,67.8189,-10008.7109375,1965000,48.417,4493.62,393,393
4567.33,64.0212,-9771.0888671875,1970000,41.128,2898.85,394,394
5408.72,66.6168,-10252.025390625,1975000,47.5079,4671.86,395,395
4428.09,65.8678,-10265.4931640625,1980000,44.2209,3964.05,396,396
3785.33,62.9457,-8650.392578125,1985000,36.026,3578.65,397,397
5154.81,69.2117,-11148.513671875,1990000,55.391,4609.16,398,398
6123.06,70.6566,-10420.29296875,1995000,55.2758,5526.74,399,399
6103.48,71.5604,-10694.5244140625,2000000,58.5045,5644.06,400,400
6225.77,69.4104,-10738.51953125,2005000,55.8027,5152.77,401,401
6161.44,68.3372,-10830.71484375,2010000,55.1559,5408.73,402,402
6073.03,69.1382,-11064.572265625,2015000,56.7049,5251.26,403,403
5021.01,66.1262,-10457.998046875,2020000,52.2626,5065.36,404,404
5717.21,65.0103,-10679.1689453125,2025000,53.5986,5141.41,405,405
5090.19,68.6877,-10548.951171875,2030000,51.9658,4630.76,406,406
6172.42,70.6722,-10928.0087890625,2035000,58.3425,5673.23,407,407
5953.95,71.3079,-11196.1875,2040000,60.961,5461.44,408,408
5975.28,68.8977,-11081.5341796875,2045000,55.7366,5211.88,409,409
5409.92,72.0706,-11301.2548828125,2050000,58.0936,4979.18,410,410
5984.2,70.4607,-11073.7587890625,2055000,58.1725,5703.75,411,411
6213.12,70.4594,-11176.72265625,2060000,59.7358,5447.97,412,412
5995.83,70.5118,-11481.0244140625,2065000,60.6705,5253.38,413,413
6151.92,69.2542,-11290.947265625,2070000,55.5713,5357.42,414,414
5997.09,68.2877,-11368.6982421875,2075000,55.959,5556.72,415,415
5950.59,65.7373,-10272.42578125,2080000,46.0387,4876.88,416,416
4826.27,63.9616,-10816.98828125,2085000,45.4927,4599.62,417,417
4830.39,73.9959,-11695.421875,2090000,64.4672,4183.24,418,418
6043.01,71.9914,-11499.119140625,2095000,63.669,5657.25,419,419
6187.73,70.9015,-11473.724609375,2100000,59.1876,4733.27,420,420
6025.84,68.8838,-11464.349609375,2105000,58.3587,5164.11,421,421
5824.8,68.8709,-11346.20703125,2110000,55.8555,5467.19,422,422
6049.59,67.7284,-11271.1962890625,2115000,56.6657,5592.02,423,423
6318.29,67.7121,-11198.4033203125,2120000,50.8634,5467.51,424,424
6109.08,70.1518,-11919.6533203125,2125000,59.1178,5011.01,425,425
6130.19,66.7852,-11157.572265625,2130000,48.0638,5057.71,426,426
3971.37,63.9767,-9084.1328125,2135000,35.9633,3443.56,427,427
5360.28,69.331,-11586.0576171875,2140000,57.0433,4898.78,428,428
6085.35,69.6953,-11306.478515625,2145000,54.1961,4561.88,429,429
6242.16,68.8536,-11472.9423828125,2150000,51.2827,4993.37,430,430
6304.87,69.8474,-11866.1611328125,2155000,54.0696,5761.08,431,431
6268.31,69.0896,-11694.978515625,2160000,54.1445,5166.28,432,432
6012.94,67.5447,-11707.041015625,2165000,52.4008,5697.01,433,433
1869.5,62.5728,-8744.4326171875,2170000,34.3919,1680.34,434,434
5868.86,67.2097,-11625.677734375,2175000,50.5013,4977.65,435,435
4832.12,68.8348,-12129.998046875,2180000,53.0562,4475.1,436,436
6179.59,70.2104,-11963.0146484375,2185000,55.7634,5160.06,437,437
5713.01,69.7881,-11887.294921875,2190000,56.0155,5333.69,438,438
6237.75,69.8457,-11931.23046875,2195000,55.7586,5764.44,439,439
5917.36,67.4942,-11567.3701171875,2200000,52.7317,5740.79,440,440
6169.93,68.7826,-12150.0859375,2205000,53.6835,5657.07,441,441
5140.38,73.19,-11722.7578125,2210000,71.2043,4886.52,442,442
6195.89,68.0624,-11900.1142578125,2215000,54.2487,5396.26,443,443
5682.66,67.2528,-11831.0224609375,2220000,54.6403,5167.14,444,444
6218.0,67.4169,-12024.0517578125,2225000,54.0322,5382.89,445,445
6175.54,68.0954,-12147.474609375,2230000,53.0071,5720.02,446,446
5725.8,66.231,-10847.8720703125,2235000,45.8504,4671.13,447,447
5724.4,66.8243,-11895.4794921875,2240000,48.277,4977.96,448,448
5697.71,66.3981,-12202.3505859375,2245000,51.045,4917.78,449,449
4207.37,63.1106,-11451.830078125,2250000,44.2328,3853.74,450,450
4510.97,65.6935,-11793.7705078125,2255000,44.3974,4404.01,451,451
4926.16,66.0479,-11374.5283203125,2260000,44.1357,4658.11,452,452
4149.5,66.9015,-11752.298828125,2265000,47.4396,3850.47,453,453
2880.82,61.7819,-9474.9306640625,2270000,37.3689,2246.89,454,454
5945.66,70.3905,-12598.6337890625,2275000,56.095,5243.21,455,455
5796.43,67.9473,-12324.6533203125,2280000,53.9321,5233.04,456,456
5354.75,66.1016,-12230.4462890625,2285000,53.4036,4845.3,457,457
4052.15,71.4105,-11952.06640625,2290000,63.2898,4062.78,458,458
6158.8,69.9927,-12365.40234375,2295000,56.0124,5492.58,459,459
6115.01,70.2863,-12447.3212890625,2300000,57.9036,5468.44,460,460
5531.63,66.3415,-12393.474609375,2305000,52.0879,5617.02,461,461
5981.56,69.5099,-12703.8671875,2310000,53.2316,5439.97,462,462
5782.08,67.3227,-12894.7490234375,2315000,57.3451,5201.89,463,463
4893.36,64.0989,-11869.2353515625,2320000,41.6708,4233.15,464,464
5493.17,67.8151,-12339.7197265625,2325000,50.2753,5518.48,465,465
5540.37,69.9315,-12371.64453125,2330000,52.5998,4299.75,466,466
6209.18,68.5533,-12619.1962890625,2335000,51.1781,5213.46,467,467
6227.25,69.7586,-12771.4462890625,2340000,57.436,5721.43,468,468
6016.22,67.9745,-12750.3466796875,2345000,53.364,5841.52,469,469
6027.23,66.9445,-12435.71484375,2350000,52.2216,5825.18,470,470
5822.65,67.6126,-12619.904296875,2355000,51.7638,5584.98,471,471
5909.26,65.636,-12017.4560546875,2360000,49.4107,5599.63,472,472
4919.28,63.7478,-11437.5341796875,2365000,42.5033,3973.1,473,473
4867.44,62.4083,-11101.9208984375,2370000,42.7163,4280.5,474,474
3502.77,61.138,-10918.205078125,2375000,40.761,3061.79,475,475
3223.26,63.634,-9589.8818359375,2380000,44.128,2888.77,476,476
4555.19,65.4834,-11809.794921875,2385000,46.1019,3952.71,477,477
5903.98,67.5507,-12986.7529296875,2390000,52.4156,5183.95,478,478
5171.0,64.2819,-12256.7421875,2395000,48.4773,4826.22,479,479
5859.68,62.8923,-12029.2861328125,2400000,45.2262,4961.57,480,480
300.46,67.1055,-7980.44384765625,2405000,47.3218,396.34,481,481
5915.67,74.2146,-13345.84765625,2410000,65.2775,5222.64,482,482
6189.32,69.7435,-13238.76953125,2415000,57.0953,5328.62,483,483
6227.08,69.0688,-13008.966796875,2420000,54.6008,5372.2,484,484
6029.31,70.4421,-13234.380859375,2425000,60.1144,5600.21,485,485
5479.72,68.5002,-12966.185546875,2430000,54.4571,5110.01,486,486
5741.92,68.0038,-12774.49609375,2435000,53.2487,4935.51,487,487
3923.91,61.0451,-11158.9697265625,2440000,41.6075,2820.87,488,488
1742.11,62.325,-9536.7890625,2445000,36.763,1003.1,489,489
5560.01,71.5742,-13635.939453125,2450000,61.7748,4631.41,490,490
6124.43,72.845,-13506.46484375,2455000,63.4857,5458.31,491,491
6215.8,71.6008,-13452.232421875,2460000,61.1234,5312.78,492,492
5925.64,70.1707,-13418.0224609375,2465000,58.2619,5340.06,493,493
4051.2,62.6572,-11397.50390625,2470000,40.9286,4115.88,494,494
4584.45,64.8423,-12033.71875,2475000,44.5551,3907.95,495,495
4532.4,65.6155,-12192.75390625,2480000,49.7995,3958.91,496,496
4217.6,62.8782,-12209.9697265625,2485000,44.3589,4234.87,497,497
4498.82,62.388,-11829.7744140625,2490000,44.0855,3736.84,498,498
5209.19,69.4793,-13372.662109375,2495000,57.6443,4221.56,499,499
4373.28,65.0577,-12381.1259765625,2500000,47.4096,3678.04,500,500
5198.95,66.1143,-12907.2890625,2505000,50.6164,5099.32,501,501
4394.2,63.3601,-12046.3544921875,2510000,43.3476,3801.44,502,502
5103.01,65.6623,-12430.6572265625,2515000,47.9971,4916.44,503,503
4430.18,63.2048,-11773.0390625,2520000,45.5341,4275.56,504,504
5169.95,64.0374,-12040.765625,2525000,42.5667,4912.09,505,505
5810.86,67.0165,-12813.6162109375,2530000,49.4205,4589.72,506,506
5883.03,66.0664,-12762.4990234375,2535000,50.4027,5417.02,507,507
5745.29,66.497,-12553.94140625,2540000,48.6701,5023.85,508,508
5360.22,66.1172,-12201.5478515625,2545000,46.5285,5200.19,509,509
4735.88,66.8197,-12433.111328125,2550000,48.3724,3998.65,510,510
5837.11,66.4502,-12396.2392578125,2555000,47.063,5195.95,511,511
6035.03,69.8315,-13261.0830078125,2560000,55.5432,5380.22,512,512
4552.95,65.6699,-12339.9736328125,2565000,58.415,3516.32,513,513
6058.99,73.0242,-13643.2412109375,2570000,64.9115,5705.64,514,514
5394.42,72.9492,-13483.8857421875,2575000,63.4231,5206.54,515,515
6027.0,69.7716,-13435.861328125,2580000,58.203,5737.29,516,516
6041.85,68.8241,-13270.3955078125,2585000,55.4322,5233.12,517,517
5188.14,66.772,-13109.3623046875,2590000,52.7903,5055.69,518,518
5581.1,66.2546,-13241.521484375,2595000,50.833,5604.12,519,519
5024.73,71.9379,-12812.1201171875,2600000,66.4338,4280.8,520,520
4676.93,73.6281,-12404.7568359375,2605000,64.3992,4566.59,521,521
5613.33,73.9674,-13964.212890625,2610000,70.5097,5570.4,522,522
6032.48,72.0829,-13772.49609375,2615000,62.9197,5712.5,523,523
5910.58,73.2135,-13689.2685546875,2620000,65.3605,5736.94,524,524
5819.75,71.1022,-13402.2177734375,2625000,57.639,5576.23,525,525
5563.92,71.8955,-13413.34765625,2630000,59.1501,5517.88,526,526
6189.62,70.4118,-13369.6845703125,2635000,56.957,5180.7,527,527
6136.92,70.8295,-13445.205078125,2640000,58.2247,5314.23,528,528
5867.1,71.0015,-13691.47265625,2645000,59.7901,4860.35,529,529
6112.1,70.5102,-13416.580078125,2650000,57.0411,5686.96,530,530
6100.04,70.1597,-13573.2705078125,2655000,57.4973,5189.11,531,531
5779.09,70.9695,-13157.8525390625,2660000,53.6514,5476.48,532,532
5993.9,70.2498,-13325.919921875,2665000,57.8259,5505.58,533,533
5256.98,68.9279,-13146.46875,2670000,55.2165,4828.43,534,534
5613.94,68.4865,-13363.708984375,2675000,53.3696,4916.54,535,535
5980.55,69.3818,-13464.83203125,2680000,53.8885,4573.21,536,536
4802.9,69.4504,-13116.3857421875,2685000,50.8932,5104.3,537,537
5196.98,66.5312,-12852.4833984375,2690000,52.146,4550.03,538,538
5720.59,67.1026,-12852.865234375,2695000,50.6904,5219.17,539,539
5898.07,68.4512,-13275.9990234375,2700000,51.6306,5210.97,540,540
5663.07,69.3196,-13449.7646484375,2705000,54.9243,5360.39,541,541
6006.41,66.4872,-12726.2099609375,2710000,52.4527,5463.18,542,542
5699.93,66.6932,-12699.6708984375,2715000,46.5056,4985.65,543,543
4961.22,66.2582,-12295.4619140625,2720000,46.0657,3984.5,544,544
5884.26,68.6571,-13783.119140625,2725000,57.3238,5543.69,545,545
5483.31,67.0433,-13236.416015625,2730000,52.1723,5331.73,546,546
5859.49,69.4924,-13243.1044921875,2735000,71.7303,5319.29,547,547
6066.36,69.6842,-13483.244140625,2740000,53.6427,5613.71,548,548
6017.54,69.1405,-13547.97265625,2745000,53.867,5330.1,549,549
5604.08,69.2096,-13528.0517578125,2750000,52.9051,5006.02,550,550
5607.18,68.2528,-13116.951171875,2755000,52.5495,5059.19,551,551
5069.45,66.8334,-12305.8203125,2760000,62.2976,5203.17,552,552
4131.71,64.87,-11610.8173828125,2765000,42.3075,4458.38,553,553
3585.37,64.5054,-10715.0634765625,2770000,43.3905,3971.85,554,554
4386.99,65.395,-10839.453125,2775000,41.4529,4122.02,555,555
5142.73,64.4957,-11780.3564453125,2780000,42.9362,4342.81,556,556
5729.77,66.7316,-13116.9130859375,2785000,49.5961,4689.71,557,557
5600.74,68.7242,-13810.32421875,2790000,55.9415,5139.77,558,558
4567.39,65.9762,-13653.169921875,2795000,55.62,4819.3,559,559
4094.57,63.9189,-12271.423828125,2800000,71.2318,3091.83,560,560
2851.8,67.0556,-13379.0458984375,2805000,53.8746,3673.15,561,561
5828.48,65.9844,-13265.2451171875,2810000,48.3618,4300.53,562,562
4746.58,65.1642,-12606.9453125,2815000,65.0793,3616.09,563,563
-1265.26,98.2736,-9080.33984375,2820000,106.7919,-882.1,564,564
-2193.27,104.8945,-4406.66064453125,2825000,307.4107,-2400.2,565,565
-1544.71,81.4322,-4884.09716796875,2830000,75.1193,-1692.88,566,566
-1138.59,88.972,-5765.9345703125,2835000,142.1308,-1070.71,567,567
-460.98,77.1288,-8293.287109375,2840000,100.4587,-192.62,568,568
1202.39,64.828,-11045.521484375,2845000,69.9769,1368.66,569,569
2674.43,66.2522,-11583.474609375,2850000,59.1158,2282.61,570,570
3448.54,67.5108,-12436.5732421875,2855000,51.0169,2784.06,571,571
2540.07,67.3014,-12389.8779296875,2860000,52.4367,2389.92,572,572
2364.75,69.8004,-11398.990234375,2865000,52.0888,2172.67,573,573
2477.67,68.8719,-12883.6474609375,2870000,48.6813,2818.57,574,574
2879.32,70.0675,-12758.546875,2875000,87.7353,2291.17,575,575
2598.2,69.8788,-13072.44921875,2880000,86.532,2429.31,576,576
3080.92,71.0694,-13643.42578125,2885000,151.936,2552.8,577,577
3552.48,67.8209,-13279.1123046875,2890000,86.2883,2941.86,578,578
3336.46,67.1963,-13245.02734375,2895000,54.6943,2783.69,579,579
4829.59,68.9471,-13223.560546875,2900000,59.3791,3586.21,580,580
4573.41,70.0379,-13579.5576171875,2905000,60.3937,3853.35,581,581
4549.58,71.5132,-13773.2275390625,2910000,67.3648,4613.06,582,582
2204.49,65.4711,-11979.5947265625,2915000,75.8901,2076.87,583,583
1896.42,66.3387,-12233.8330078125,2920000,66.1623,1741.79,584,584
2164.49,61.6236,-11462.732421875,2925000,41.986,990.91,585,585
1438.02,64.2542,-10524.580078125,2930000,61.8211,1112.01,586,586
1089.86,62.0019,-8695.0361328125,2935000,35.4642,842.62,587,587
405.42,64.0301,-10790.9140625,2940000,81.5298,565.48,588,588
881.35,62.4038,-10497.9248046875,2945000,37.8881,640.56,589,589
843.51,63.2053,-11238.2314453125,2950000,86.0608,541.51,590,590
722.09,63.5615,-10668.45703125,2955000,40.487,928.2,591,591
733.57,67.1498,-11909.0693359375,2960000,101.1564,1046.97,592,592
1051.88,67.3348,-11207.8759765625,2965000,69.1712,1251.96,593,593
1316.91,67.9021,-11228.837890625,2970000,92.1685,863.04,594,594
1791.49,64.1374,-11626.66015625,2975000,58.594,1756.49,595,595
1088.0,65.7065,-11995.896484375,2980000,81.8354,1460.07,596,596
1305.31,65.7731,-12888.9150390625,2985000,59.1737,1476.02,597,597
2021.52,67.4897,-12814.9287109375,2990000,59.1635,2123.69,598,598
824.11,66.8946,-12657.29296875,2995000,111.197,764.1,599,599
