Running Update Time,Real Sto Return,Running Reverse KL,Reward Loss,Real Det Return,Itration,Running Env Steps,Running Forward KL
398,104.94,929.2661,-18964.142578125,109.76,398,1990000,648.3074
399,79.73,2631.7115,-19528.580078125,80.02,399,1995000,713.1474
400,78.23,1549.0082,-19440.849609375,84.9,400,2000000,654.7036
401,69.91,511.7744,-19136.322265625,69.46,401,2005000,632.5509
402,83.51,1857.4284,-19293.41796875,75.35,402,2010000,675.798
403,208.98,846.1085,-19054.603515625,213.0,403,2015000,592.3392
404,71.74,2776.2143,-19626.609375,71.66,404,2020000,701.8327
405,87.7,810.9533,-18267.572265625,82.08,405,2025000,656.1551
406,89.37,2785.6179,-19613.166015625,91.05,406,2030000,657.7989
407,85.54,2471.5239,-19488.6484375,88.1,407,2035000,624.0482
408,216.07,1135.7045,-19385.048828125,219.92,408,2040000,533.2373
409,206.15,561.0795,-18361.796875,217.86,409,2045000,570.4419
410,179.39,633.4987,-18658.142578125,180.8,410,2050000,606.0052
411,157.48,573.2856,-18584.783203125,149.78,411,2055000,599.688
412,126.42,530.1843,-17706.1953125,123.84,412,2060000,618.0441
413,108.14,397.5578,-15476.974609375,111.31,413,2065000,615.7236
414,111.4,493.9699,-17503.87890625,111.55,414,2070000,625.4261
415,63.82,412.9919,-15881.734375,64.05,415,2075000,671.317
416,66.5,542.4592,-18624.98828125,73.79,416,2080000,629.8414
417,84.88,716.12,-18889.31640625,82.93,417,2085000,580.0003
418,96.86,409.724,-16767.833984375,92.66,418,2090000,601.3494
419,61.5,1206.8632,-19695.9453125,61.52,419,2095000,716.1591
420,71.19,394.7609,-17981.5078125,70.82,420,2100000,611.3012
421,61.74,1275.2726,-19446.673828125,61.53,421,2105000,647.1239
422,72.53,402.7363,-17327.76953125,72.23,422,2110000,637.1398
423,64.4,461.0769,-18762.37109375,64.63,423,2115000,602.646
424,65.24,411.4951,-17981.09765625,64.78,424,2120000,601.706
425,64.73,452.4848,-18617.65234375,65.19,425,2125000,639.5613
426,64.32,529.3821,-18367.919921875,64.32,426,2130000,622.4882
427,65.34,420.7786,-17730.423828125,65.34,427,2135000,653.4569
428,66.08,438.0771,-18147.873046875,66.08,428,2140000,669.3948
429,65.86,492.294,-18434.38671875,65.86,429,2145000,657.8633
430,66.17,442.1626,-17693.91015625,66.18,430,2150000,640.8873
431,66.13,450.6467,-17579.28515625,66.13,431,2155000,667.5187
432,67.01,423.5154,-18976.3828125,67.66,432,2160000,622.2929
433,66.3,399.6213,-18478.947265625,66.54,433,2165000,630.8221
434,67.81,396.6454,-18095.814453125,69.03,434,2170000,624.6665
435,73.71,421.247,-18374.888671875,73.27,435,2175000,606.8912
436,100.66,418.1043,-18297.71875,94.24,436,2180000,539.637
437,87.5,428.0657,-18077.408203125,92.56,437,2185000,628.1421
438,66.34,436.739,-18959.22265625,67.82,438,2190000,615.0368
439,72.75,406.1,-18154.25,68.18,439,2195000,586.2448
440,66.04,453.4142,-18246.693359375,66.04,440,2200000,629.4849
441,66.55,403.4453,-17977.82421875,66.54,441,2205000,613.7755
442,66.03,382.1662,-17333.10546875,66.02,442,2210000,655.1538
443,81.24,397.6191,-18326.28515625,77.06,443,2215000,627.1007
444,93.05,418.1925,-18023.416015625,88.69,444,2220000,645.5707
445,65.52,403.0733,-18549.212890625,65.52,445,2225000,610.6436
446,65.18,408.0853,-18503.32421875,65.16,446,2230000,619.599
447,65.31,401.7536,-18373.40625,65.35,447,2235000,646.5747
448,63.92,369.7446,-18691.4375,63.92,448,2240000,631.6942
449,67.47,412.5995,-19080.255859375,67.05,449,2245000,650.9754
450,65.51,388.8868,-18575.0625,65.64,450,2250000,591.6024
451,64.65,399.426,-18797.109375,64.77,451,2255000,645.8514
452,65.06,400.2382,-18312.34765625,65.01,452,2260000,649.2887
453,66.26,391.4747,-18694.451171875,65.54,453,2265000,648.2604
454,64.76,442.7751,-18962.54296875,64.59,454,2270000,659.933
455,68.27,430.7291,-18698.4453125,67.98,455,2275000,662.1738
456,86.97,373.0351,-18163.521484375,85.16,456,2280000,632.0271
457,65.99,364.3803,-19051.005859375,66.09,457,2285000,661.8393
458,80.64,388.7102,-18623.568359375,77.35,458,2290000,651.0556
459,65.9,375.5202,-18963.49609375,65.86,459,2295000,659.0894
460,66.65,394.6645,-19286.9765625,68.06,460,2300000,650.2056
461,67.18,358.1254,-18896.212890625,67.72,461,2305000,649.8853
462,73.09,377.64,-18963.533203125,69.78,462,2310000,634.558
463,65.71,373.1065,-18837.546875,65.71,463,2315000,670.7739
464,66.35,406.3949,-18515.396484375,65.82,464,2320000,641.2166
465,67.76,358.8936,-18148.798828125,67.77,465,2325000,646.1763
466,67.52,359.3943,-18231.13671875,67.43,466,2330000,638.5201
467,76.55,355.0176,-17872.546875,73.51,467,2335000,656.959
468,65.68,329.811,-17955.404296875,65.61,468,2340000,662.3189
469,69.52,353.4472,-18118.1328125,69.52,469,2345000,650.1675
470,70.41,344.1671,-17837.92578125,69.82,470,2350000,629.4936
471,64.83,402.7786,-18333.072265625,64.84,471,2355000,657.1515
472,65.35,406.0404,-17952.5234375,65.34,472,2360000,645.1391
473,67.3,362.8984,-18632.876953125,67.36,473,2365000,646.2557
474,65.52,374.7879,-19261.83984375,65.33,474,2370000,639.987
475,65.58,423.5148,-18778.34375,65.59,475,2375000,661.7032
476,63.18,380.6574,-19385.982421875,63.2,476,2380000,643.3419
477,64.95,389.5051,-19278.45703125,64.73,477,2385000,648.0388
478,64.93,698.3814,-19359.23046875,65.06,478,2390000,651.226
479,63.26,439.2011,-19093.8359375,63.67,479,2395000,659.5873
480,65.72,426.8535,-18691.646484375,65.73,480,2400000,646.076
481,65.1,402.4045,-19085.490234375,65.09,481,2405000,651.8304
482,63.97,387.1653,-19062.3515625,63.8,482,2410000,647.1484
483,65.14,445.3702,-19358.91796875,65.13,483,2415000,658.6306
484,63.47,382.7582,-18957.3671875,63.44,484,2420000,649.8126
485,63.62,370.7539,-18678.994140625,63.52,485,2425000,620.5866
486,63.56,354.164,-18441.509765625,63.39,486,2430000,640.971
487,64.37,325.7816,-18809.353515625,64.24,487,2435000,613.8284
488,64.28,288.5987,-18490.439453125,64.1,488,2440000,644.9766
489,64.61,331.9302,-18309.802734375,64.69,489,2445000,647.1924
490,63.39,347.7478,-18808.26953125,63.24,490,2450000,647.834
491,65.31,359.229,-18248.490234375,65.3,491,2455000,641.3331
492,64.35,386.5311,-18738.79296875,64.29,492,2460000,637.7869
493,63.79,365.4298,-18931.033203125,63.98,493,2465000,613.2904
494,64.68,336.0407,-18497.833984375,64.67,494,2470000,642.0793
495,64.32,350.5083,-18786.361328125,64.35,495,2475000,641.876
496,64.6,375.4178,-19014.591796875,64.31,496,2480000,649.733
497,65.2,365.8346,-18780.646484375,65.0,497,2485000,640.8716
498,64.76,314.1905,-18903.033203125,64.74,498,2490000,609.7667
499,65.1,369.81,-18742.1796875,64.69,499,2495000,638.6947
500,65.06,340.1508,-18955.9375,64.78,500,2500000,614.1707
501,64.98,363.0361,-19100.994140625,64.98,501,2505000,620.2038
502,65.28,339.3652,-18974.880859375,65.29,502,2510000,637.3798
503,65.27,357.019,-18591.591796875,65.3,503,2515000,613.0953
504,64.77,334.5798,-19163.677734375,64.71,504,2520000,636.0146
505,64.87,358.5104,-19323.88671875,65.0,505,2525000,636.597
506,64.93,370.2841,-19559.7734375,64.9,506,2530000,632.5724
507,63.35,338.9415,-19369.0625,63.57,507,2535000,631.4338
508,63.17,299.5958,-19268.927734375,63.54,508,2540000,627.8845
509,62.87,358.1937,-19134.31640625,62.59,509,2545000,636.6773
510,62.68,384.7187,-19351.51953125,62.7,510,2550000,630.9707
511,63.22,427.4738,-19402.923828125,63.22,511,2555000,632.137
512,62.89,373.6712,-19526.634765625,63.22,512,2560000,634.1663
513,62.7,368.5034,-19570.326171875,62.47,513,2565000,617.6975
514,63.29,378.9472,-19613.974609375,63.54,514,2570000,654.8522
515,64.73,429.7515,-19633.7578125,64.8,515,2575000,608.8184
516,63.97,382.4402,-19461.037109375,63.73,516,2580000,616.6361
517,63.66,549.4882,-19609.41796875,64.68,517,2585000,651.6773
518,64.83,643.8315,-19492.048828125,64.84,518,2590000,596.0516
519,61.95,392.8254,-19245.33203125,61.89,519,2595000,623.7527
520,62.12,380.2949,-19439.6171875,62.15,520,2600000,586.4283
521,61.59,422.2803,-19653.060546875,61.58,521,2605000,608.2725
522,61.22,426.4259,-19507.0703125,61.68,522,2610000,627.326
523,64.23,480.1147,-19583.3515625,63.89,523,2615000,678.975
524,62.74,421.0119,-19607.513671875,62.89,524,2620000,641.4752
525,62.52,446.6929,-19653.6875,62.15,525,2625000,671.9217
526,63.24,371.6418,-19689.91015625,62.95,526,2630000,613.4302
527,61.96,367.158,-19229.759765625,62.47,527,2635000,642.1568
528,62.89,402.4964,-19526.626953125,62.88,528,2640000,664.1357
529,64.43,421.2277,-19698.546875,64.95,529,2645000,610.691
530,65.23,473.5647,-19712.806640625,65.46,530,2650000,629.8437
531,69.33,499.4273,-19525.935546875,66.86,531,2655000,618.6727
532,65.05,477.1282,-19675.990234375,63.97,532,2660000,636.5303
533,65.76,433.02,-19513.998046875,64.87,533,2665000,615.4177
534,63.54,498.5323,-19652.12109375,63.73,534,2670000,681.1661
535,63.31,418.2661,-19556.388671875,63.63,535,2675000,603.5961
536,61.91,401.3612,-19708.3359375,62.13,536,2680000,617.0321
537,62.46,342.3561,-19346.251953125,62.09,537,2685000,601.9103
538,62.34,420.6131,-19639.833984375,61.99,538,2690000,615.5558
539,63.12,365.2419,-19658.1015625,63.05,539,2695000,587.2316
540,63.55,374.3726,-19633.212890625,63.24,540,2700000,602.5023
541,63.82,427.4819,-19633.44921875,63.79,541,2705000,620.3971
542,63.42,357.2461,-19455.65234375,63.58,542,2710000,605.5081
543,63.63,367.4319,-19557.265625,63.62,543,2715000,616.7656
544,63.4,743.7997,-19398.75,63.46,544,2720000,631.1591
545,62.23,636.4407,-19623.87890625,62.61,545,2725000,631.8473
546,62.67,435.422,-19567.67578125,62.64,546,2730000,623.2547
547,63.73,700.0736,-19583.666015625,62.64,547,2735000,632.7424
548,63.17,803.8688,-19720.173828125,63.17,548,2740000,610.7778
549,61.84,378.922,-19597.03125,61.63,549,2745000,595.0272
550,65.12,358.9874,-19508.748046875,64.86,550,2750000,606.1327
551,67.35,411.9282,-18616.89453125,67.31,551,2755000,622.8262
552,63.32,1255.8428,-19428.041015625,63.34,552,2760000,621.898
553,62.11,1487.5338,-19660.1796875,62.11,553,2765000,640.1568
554,64.85,1107.8555,-19545.8203125,64.3,554,2770000,628.0947
555,60.84,3035.2526,-19844.279296875,60.92,555,2775000,621.1666
556,62.69,601.8912,-19779.025390625,62.48,556,2780000,628.8538
557,60.58,2338.274,-19671.318359375,59.95,557,2785000,647.2747
558,61.18,977.0559,-19303.41015625,61.1,558,2790000,626.4744
559,60.12,3870.6341,-19705.974609375,60.28,559,2795000,643.4996
560,60.33,1731.3116,-19301.91015625,60.4,560,2800000,645.7444
561,59.72,1497.8057,-19170.921875,59.08,561,2805000,640.3456
562,60.84,2330.9242,-19511.6875,60.8,562,2810000,646.7689
563,59.75,1897.4443,-19485.22265625,59.96,563,2815000,643.1811
564,59.64,2138.2903,-19672.0859375,59.83,564,2820000,623.2289
565,60.58,2302.8974,-19370.6328125,60.85,565,2825000,650.5131
566,60.33,2986.6372,-19719.443359375,60.69,566,2830000,649.4891
567,61.73,3157.9116,-19648.169921875,62.3,567,2835000,665.6075
568,61.17,3233.3201,-19758.02734375,61.16,568,2840000,646.1149
569,62.98,2945.806,-19760.142578125,62.83,569,2845000,642.9769
570,62.82,1813.5919,-19559.38671875,62.53,570,2850000,647.3298
571,60.16,1118.0402,-19254.88671875,60.2,571,2855000,635.4606
572,61.84,2292.8805,-19563.244140625,61.5,572,2860000,641.3791
573,60.67,3142.0914,-19722.5234375,61.41,573,2865000,641.0236
574,62.32,542.0838,-19427.966796875,63.13,574,2870000,613.6842
575,60.8,1661.1546,-19549.16015625,59.24,575,2875000,603.6192
576,59.56,310.1724,-19332.564453125,59.67,576,2880000,620.5962
577,62.96,2330.6712,-19555.876953125,63.13,577,2885000,636.4888
578,61.6,1782.4224,-19572.998046875,61.43,578,2890000,640.1403
579,58.86,2198.0946,-19600.109375,58.94,579,2895000,641.5143
580,61.0,1530.2095,-19495.826171875,61.47,580,2900000,609.9719
581,55.55,2594.5799,-19661.11328125,55.42,581,2905000,650.1369
582,57.04,1773.6801,-19440.869140625,57.08,582,2910000,628.4314
583,59.89,1036.6692,-19007.150390625,59.27,583,2915000,619.837
584,55.75,859.2258,-19362.248046875,55.74,584,2920000,639.1358
585,59.02,703.8498,-18844.984375,59.02,585,2925000,626.1417
586,60.06,1213.5463,-19470.236328125,59.59,586,2930000,622.4135
587,58.16,1179.5311,-19406.767578125,58.08,587,2935000,638.6508
588,60.53,1197.1826,-19093.4765625,60.62,588,2940000,620.1596
589,58.75,1013.0005,-19292.384765625,58.46,589,2945000,651.9954
590,64.46,300.9566,-18999.96484375,66.75,590,2950000,612.634
591,62.81,311.9071,-18458.193359375,62.29,591,2955000,643.5373
592,58.45,800.4671,-18726.765625,58.05,592,2960000,615.3013
593,59.73,375.5421,-18878.87109375,60.08,593,2965000,609.2554
594,59.6,318.3002,-18922.896484375,59.95,594,2970000,612.116
595,57.78,1052.5336,-19191.087890625,57.78,595,2975000,623.9665
596,61.25,1391.7993,-19317.779296875,61.17,596,2980000,635.9762
597,56.69,1851.953,-19211.4765625,57.0,597,2985000,634.3639
598,59.39,1182.9928,-18835.09765625,59.37,598,2990000,610.2295
599,60.13,301.8354,-18831.3203125,59.84,599,2995000,626.186
