Running Env Steps,Running Reverse KL,Real Sto Return,Running Forward KL,Running Update Time,Real Det Return,Itration,Reward Loss
1940000,16.5716,3450.89,44.5085,388,3922.36,388,-28896.119140625
1945000,18.5079,3367.19,44.6797,389,3872.72,389,-27707.234375
1950000,17.4297,3758.93,44.5008,390,3559.61,390,-28894.20703125
1955000,16.4796,3658.9,44.516,391,3854.41,391,-29375.1484375
1960000,17.7347,3444.84,44.3707,392,3785.21,392,-28398.138671875
1965000,16.6095,3515.09,44.6449,393,3813.04,393,-29459.919921875
1970000,17.0962,3543.21,44.4818,394,3861.17,394,-28718.5234375
1975000,17.9229,3799.44,44.8794,395,3895.97,395,-28777.1015625
1980000,15.891,3629.83,44.6526,396,3822.07,396,-30869.740234375
1985000,16.8865,3062.42,44.5183,397,3866.05,397,-29108.92578125
1990000,16.7085,3562.56,44.4375,398,3737.07,398,-29990.59765625
1995000,15.1716,3064.87,44.5213,399,3803.53,399,-31081.025390625
2000000,16.8771,3340.82,44.463,400,3573.35,400,-29471.728515625
2005000,15.6219,3266.62,44.5481,401,3945.48,401,-30805.322265625
2010000,16.8661,3499.55,44.6659,402,3919.39,402,-30219.82421875
2015000,17.1593,2664.76,44.3906,403,3913.1,403,-29812.09375
2020000,17.1358,3659.06,44.5601,404,3939.38,404,-30044.96875
2025000,17.889,3088.03,44.6663,405,3746.15,405,-29763.15625
2030000,16.5592,3510.51,44.6325,406,3692.09,406,-30480.056640625
2035000,17.2496,3279.91,44.4298,407,3886.56,407,-29397.314453125
2040000,17.7039,2937.3,44.5781,408,3953.29,408,-29517.34765625
2045000,17.8988,3480.94,44.8401,409,3883.64,409,-29953.87890625
2050000,17.0136,3535.42,44.5802,410,3929.11,410,-30843.427734375
2055000,18.3986,3484.62,44.5888,411,3925.93,411,-29628.56640625
2060000,16.5183,3539.76,44.5175,412,3802.75,412,-31467.26953125
2065000,16.6742,3339.41,44.5166,413,3848.32,413,-31698.529296875
2070000,15.8426,3256.45,44.6873,414,3909.86,414,-31965.236328125
2075000,17.024,3235.18,44.3619,415,3730.96,415,-31363.15625
2080000,16.6588,3252.59,44.4721,416,3862.66,416,-32664.666015625
2085000,17.6656,3288.15,44.6962,417,3914.38,417,-31253.9140625
2090000,16.6554,3066.72,44.699,418,3881.68,418,-32014.20703125
2095000,15.6136,3494.64,44.5971,419,3912.68,419,-33135.05078125
2100000,15.8651,3549.36,44.4973,420,3811.13,420,-32523.287109375
2105000,16.2602,3494.06,44.3784,421,3847.8,421,-32790.453125
2110000,16.6562,3486.59,44.5842,422,3854.76,422,-33002.9296875
2115000,17.0487,3260.59,44.6406,423,3937.12,423,-31909.55078125
2120000,17.4806,3555.72,44.4486,424,3873.04,424,-31882.90625
2125000,15.8842,3416.03,44.7039,425,3822.72,425,-34753.53125
2130000,16.5537,3186.81,44.2492,426,3758.23,426,-33166.421875
2135000,18.0778,3611.84,44.913,427,3824.74,427,-31620.85546875
2140000,17.0439,3585.73,44.3972,428,3807.1,428,-33150.17578125
2145000,17.097,3329.98,44.8141,429,3733.79,429,-33233.23046875
2150000,16.5259,3438.5,44.8454,430,3803.89,430,-33227.76953125
2155000,16.9311,3442.7,44.2918,431,3590.98,431,-33638.2890625
2160000,18.4048,3279.8,44.5125,432,3621.52,432,-32304.171875
2165000,17.1898,3479.56,44.6347,433,3535.14,433,-33148.4140625
2170000,16.2283,3584.09,44.4947,434,3386.99,434,-33880.6328125
2175000,16.2714,3571.09,44.7429,435,3378.44,435,-34093.4375
2180000,16.6282,3209.86,44.6806,436,3528.46,436,-35018.54296875
2185000,16.5712,3618.79,44.0533,437,3606.11,437,-33733.63671875
2190000,16.7829,3699.54,44.3295,438,3623.9,438,-34893.1171875
2195000,15.8127,3564.74,44.6672,439,3909.56,439,-34139.7109375
2200000,15.7723,3039.83,44.6017,440,3795.3,440,-35800.57421875
2205000,16.0972,3283.52,44.5334,441,3846.31,441,-34963.78125
2210000,17.7241,3616.81,44.8181,442,3814.8,442,-35039.703125
2215000,15.963,3380.71,44.3999,443,3810.61,443,-35720.421875
2220000,17.8005,3415.21,44.5621,444,3744.56,444,-35258.921875
2225000,17.6542,3453.61,44.6143,445,3786.03,445,-34423.52734375
2230000,17.7852,3748.08,44.4199,446,3421.71,446,-35020.02734375
2235000,17.146,3518.76,44.3545,447,3758.97,447,-34805.9765625
2240000,17.2792,3586.29,44.5883,448,3682.04,448,-35460.59375
2245000,16.7393,3665.7,44.3065,449,3712.4,449,-35778.18359375
2250000,18.5107,3632.81,44.3473,450,3743.78,450,-34636.609375
2255000,17.1493,3541.0,44.507,451,3818.51,451,-35493.5859375
2260000,16.6026,2891.8,44.4528,452,3368.82,452,-36759.75390625
2265000,17.5219,3720.77,44.6603,453,3784.13,453,-36038.01953125
2270000,16.9935,3708.49,44.5087,454,3558.73,454,-36047.42578125
2275000,17.951,3648.28,44.432,455,3741.53,455,-35649.12890625
2280000,17.0039,3585.52,44.4524,456,3620.37,456,-35904.9375
2285000,17.7975,3858.91,44.6428,457,3658.85,457,-35551.09375
2290000,17.1921,3755.04,44.5674,458,3713.31,458,-36296.02734375
2295000,17.2899,3639.89,44.0795,459,3803.75,459,-35414.54296875
2300000,17.4272,3844.19,44.3742,460,3767.83,460,-35788.2265625
2305000,16.8029,3487.05,44.3705,461,3815.49,461,-36916.30078125
2310000,17.8517,3522.04,44.3335,462,3731.42,462,-36081.30078125
2315000,17.9996,3661.13,44.5307,463,3761.86,463,-36510.02734375
2320000,17.1827,3585.7,44.5995,464,3534.12,464,-37241.40234375
2325000,16.9735,3795.25,44.4325,465,3758.9,465,-36723.2578125
2330000,17.1503,3797.19,44.5552,466,3571.85,466,-36867.90625
2335000,17.2897,3789.35,44.1363,467,3492.21,467,-36706.97265625
2340000,16.2603,3442.06,44.4938,468,3566.26,468,-37943.74609375
2345000,16.4601,3631.7,44.6656,469,3730.75,469,-37593.42578125
2350000,16.247,3533.45,44.7877,470,3751.15,470,-37616.55078125
2355000,17.8585,3820.78,44.6133,471,3611.04,471,-36686.55859375
2360000,17.9216,3847.47,44.5027,472,3696.57,472,-37590.76953125
2365000,17.2473,3795.21,44.4999,473,3608.82,473,-37786.3359375
2370000,17.0369,3516.6,44.751,474,3755.38,474,-37326.8203125
2375000,17.8401,3598.09,44.7003,475,3612.82,475,-37099.62890625
2380000,17.2273,3710.48,44.7218,476,3656.4,476,-38263.81640625
2385000,16.6533,3357.01,44.3347,477,3817.3,477,-37639.44921875
2390000,17.884,3766.74,44.352,478,3690.28,478,-37510.375
2395000,18.4611,3502.17,44.7701,479,3591.57,479,-37553.92578125
2400000,18.3152,3612.13,44.894,480,3670.54,480,-38080.12890625
2405000,18.0985,3425.28,44.7182,481,3606.62,481,-38260.20703125
2410000,17.8686,3721.5,44.6335,482,3544.6,482,-38345.22265625
2415000,17.6932,3592.09,44.5677,483,3690.36,483,-39055.23828125
2420000,17.8645,3530.65,44.2031,484,3510.61,484,-39520.63671875
2425000,18.8078,3725.03,44.5003,485,3688.31,485,-38298.9296875
2430000,17.8676,3665.3,44.7948,486,3750.74,486,-38777.83984375
2435000,17.7583,3712.42,44.8224,487,3717.7,487,-38167.84765625
2440000,17.1388,3733.33,44.6896,488,3688.76,488,-39572.296875
2445000,17.988,3771.76,44.1701,489,3631.48,489,-39376.20703125
2450000,17.5513,3726.04,44.8374,490,3644.47,490,-39244.515625
2455000,17.6733,3744.5,44.4211,491,3717.1,491,-39323.10546875
2460000,17.5225,3574.67,44.4058,492,3699.71,492,-39511.328125
2465000,17.4576,3844.41,44.4181,493,3667.27,493,-39285.03125
2470000,16.9969,3709.59,44.4929,494,3777.83,494,-39090.6953125
2475000,17.5183,3285.55,44.8991,495,3673.37,495,-39488.2890625
2480000,17.667,3803.77,44.6151,496,3683.59,496,-39970.078125
2485000,17.3767,3817.34,44.7212,497,3573.57,497,-40051.96484375
2490000,17.3058,3443.11,44.2401,498,3658.51,498,-39515.94921875
2495000,17.8076,3773.59,44.49,499,3602.88,499,-40226.953125
2500000,17.498,3842.58,44.4627,500,3638.72,500,-40453.24609375
2505000,17.354,3690.61,44.4465,501,3697.26,501,-39063.9140625
2510000,16.6787,3627.34,44.5431,502,3732.75,502,-40343.1328125
2515000,17.3419,3688.5,44.3694,503,3710.35,503,-40692.20703125
2520000,17.2045,3855.41,44.4547,504,3672.74,504,-40442.55859375
2525000,17.4984,3695.66,44.3121,505,3627.05,505,-41258.52734375
2530000,16.7724,3815.98,44.3214,506,3744.95,506,-41341.29296875
2535000,17.4647,3731.96,44.1953,507,3565.86,507,-40798.6015625
2540000,16.8999,3897.88,44.1897,508,3661.36,508,-41127.82421875
2545000,17.4846,3796.26,44.4745,509,3519.35,509,-41618.07421875
2550000,17.1321,3616.13,44.2467,510,3554.51,510,-41612.72265625
2555000,17.5971,3867.05,44.0138,511,3697.96,511,-41620.03125
2560000,17.4885,3712.64,44.2915,512,3549.72,512,-41871.91015625
2565000,16.6461,3761.0,44.3675,513,3738.58,513,-41414.99609375
2570000,17.2048,3657.48,44.3195,514,3774.28,514,-41005.90625
2575000,17.5857,3691.36,44.3141,515,3696.34,515,-42223.01953125
2580000,17.2095,3654.55,44.338,516,3783.15,516,-42142.328125
2585000,16.6863,3648.44,44.218,517,3735.3,517,-42041.40234375
2590000,17.2613,3847.3,44.3495,518,3671.76,518,-41873.21875
2595000,16.4525,3515.07,44.3839,519,3678.05,519,-41572.84765625
2600000,17.3873,3791.4,43.92,520,3740.96,520,-41372.9765625
2605000,17.0581,3823.23,44.0964,521,3799.55,521,-41553.82421875
2610000,16.1132,3790.26,44.4689,522,3635.09,522,-41996.23046875
2615000,17.1221,3801.44,44.1081,523,3749.06,523,-41862.171875
2620000,16.8664,3821.56,44.0241,524,3802.71,524,-41220.0703125
2625000,16.549,3695.63,44.1185,525,3636.55,525,-42714.86328125
2630000,16.3229,3462.05,44.481,526,3807.61,526,-42310.45703125
2635000,17.9619,3845.95,44.8198,527,3859.31,527,-41677.5625
2640000,15.9311,3022.25,44.9488,528,3393.12,528,-42233.828125
2645000,17.0819,3761.71,44.5119,529,3849.01,529,-42132.16796875
2650000,16.7951,3575.04,44.3541,530,3797.33,530,-42713.15625
2655000,16.165,3549.45,44.1652,531,3749.38,531,-42510.73828125
2660000,17.5717,3885.16,44.2123,532,3755.25,532,-42352.44921875
2665000,17.1955,3894.38,44.0257,533,3859.74,533,-43098.5078125
2670000,17.1242,3846.49,44.2536,534,3774.22,534,-43684.61328125
2675000,17.2694,3895.06,44.0778,535,3824.78,535,-43721.55859375
2680000,17.4983,3732.54,44.3532,536,3874.14,536,-43492.42578125
2685000,16.0571,3877.68,44.3786,537,3732.28,537,-43504.1953125
2690000,16.4994,3831.46,44.2813,538,3874.34,538,-43806.34375
2695000,17.6502,3782.38,44.1274,539,3832.2,539,-43939.66796875
2700000,17.3149,3684.66,44.1527,540,3855.09,540,-43949.84765625
2705000,17.4155,3887.76,44.3979,541,3804.27,541,-43586.1015625
2710000,17.0019,3684.01,44.1609,542,3826.56,542,-43662.05078125
2715000,17.0942,3876.61,44.2573,543,3912.0,543,-43738.87890625
2720000,17.3069,3596.16,44.0957,544,3839.38,544,-43628.69140625
2725000,16.7277,3903.08,44.3558,545,3907.3,545,-44256.1640625
2730000,16.7125,3769.47,44.3674,546,3897.75,546,-44003.7109375
2735000,17.25,3880.45,44.3279,547,3754.33,547,-44238.109375
2740000,16.3214,3915.26,43.8759,548,3624.9,548,-44261.85546875
2745000,17.6334,3806.05,43.9436,549,3880.94,549,-43932.5234375
2750000,17.2702,3763.0,44.1924,550,3771.86,550,-44109.6640625
2755000,16.9712,3746.16,44.2466,551,3755.02,551,-44581.23828125
2760000,16.6452,3831.61,44.1157,552,3884.81,552,-44812.53515625
2765000,16.968,3931.05,44.2939,553,3777.68,553,-45040.80859375
2770000,17.3963,3745.74,44.2397,554,3936.06,554,-44541.2734375
2775000,17.3302,3901.93,44.3826,555,3840.65,555,-45472.29296875
2780000,16.7549,3782.66,44.2409,556,3717.03,556,-45660.5234375
2785000,15.5876,3650.94,44.021,557,3967.74,557,-45540.4609375
2790000,17.2229,3810.33,44.3596,558,3904.15,558,-44798.30859375
2795000,17.9034,3807.31,44.1518,559,3970.29,559,-44423.63671875
2800000,17.3527,3791.0,44.2399,560,3886.84,560,-45449.54296875
2805000,17.0466,3696.05,44.3708,561,3987.84,561,-46423.33984375
2810000,17.257,3816.16,44.3896,562,3906.97,562,-45470.1484375
2815000,16.5153,3790.03,44.2446,563,3914.49,563,-45034.98828125
2820000,16.759,3602.17,44.2875,564,3866.3,564,-45380.29296875
2825000,17.1942,3312.22,44.0897,565,3860.66,565,-45576.44140625
2830000,16.7756,3766.56,43.7877,566,3949.26,566,-45278.26171875
2835000,16.647,3898.13,44.1168,567,3913.05,567,-46359.90625
2840000,16.748,3847.25,44.3687,568,3909.08,568,-45833.78125
2845000,16.0411,3693.16,44.4306,569,3916.54,569,-46323.0546875
2850000,17.5687,3354.03,43.8343,570,3894.99,570,-45254.13671875
2855000,17.1902,3771.03,44.046,571,3924.31,571,-45722.703125
2860000,16.9163,3700.72,44.2862,572,3871.62,572,-46024.69140625
2865000,17.3871,3777.77,44.2878,573,3915.14,573,-44959.046875
2870000,17.4805,3869.9,44.478,574,3946.49,574,-45469.4296875
2875000,17.6284,3825.22,43.9273,575,3876.26,575,-45376.12109375
2880000,16.6448,3439.61,44.409,576,3953.17,576,-46332.30859375
2885000,17.6628,3762.08,44.1513,577,3945.73,577,-45607.6484375
2890000,17.2667,3574.87,44.3346,578,3908.92,578,-46356.98828125
2895000,16.3565,3797.68,44.3101,579,3940.14,579,-47189.9140625
2900000,16.8966,3569.85,44.2483,580,3896.33,580,-46314.50390625
2905000,17.6879,3666.86,44.177,581,3914.33,581,-46101.73828125
2910000,16.4011,3544.6,44.4394,582,3904.61,582,-47203.296875
2915000,17.3165,3895.45,44.0024,583,3932.97,583,-46552.734375
2920000,15.8107,3488.36,44.299,584,3925.43,584,-47752.1015625
2925000,17.335,3579.42,44.1421,585,3948.27,585,-47256.8125
2930000,17.3876,3810.18,43.9762,586,3964.03,586,-46430.3046875
2935000,17.5685,3525.93,44.3086,587,3974.81,587,-46101.58984375
2940000,16.981,3587.46,44.3026,588,4000.01,588,-47796.5546875
2945000,16.7673,3285.77,44.2129,589,3947.52,589,-47284.06640625
2950000,17.2277,3818.96,43.9982,590,3955.51,590,-46840.984375
2955000,17.3735,3727.29,44.2465,591,3911.21,591,-47772.9921875
2960000,17.0709,3528.86,44.4816,592,3960.04,592,-47557.046875
2965000,17.278,3539.04,44.0026,593,3916.88,593,-48200.6328125
2970000,16.7428,3692.5,44.5553,594,3921.55,594,-48299.66015625
2975000,16.6631,3391.82,44.1498,595,3991.07,595,-47745.671875
2980000,17.34,3567.39,44.2381,596,3910.46,596,-48030.4296875
2985000,17.4711,3560.08,44.1321,597,3846.54,597,-47901.0078125
2990000,17.2744,3633.63,44.0168,598,3879.1,598,-48351.06640625
2995000,17.4306,3725.76,44.0064,599,3931.51,599,-48728.73046875
3000000,16.509,3791.91,43.813,600,3918.67,600,-47841.51171875
3005000,17.6104,3786.98,44.2205,601,3947.31,601,-48510.54296875
3010000,16.8222,3579.41,44.2669,602,3839.08,602,-49230.46484375
3015000,17.8413,3411.29,44.2676,603,3872.63,603,-48619.8359375
3020000,17.8993,3860.99,44.2453,604,3887.51,604,-49355.56640625
3025000,22.3922,3935.62,44.015,605,3834.11,605,-47822.671875
3030000,17.9288,3685.17,44.46,606,3902.29,606,-49576.57421875
3035000,19.161,3828.08,44.2452,607,3657.58,607,-49634.62109375
3040000,23.1609,3598.64,44.121,608,3891.12,608,-48153.76953125
3045000,19.1108,3617.01,44.216,609,3801.78,609,-49670.54296875
3050000,17.1151,3604.53,44.1942,610,3951.93,610,-49931.03125
3055000,18.2219,3585.49,44.4888,611,3934.57,611,-49778.55078125
3060000,20.9271,3643.64,44.4429,612,3978.49,612,-48302.98046875
3065000,17.9864,3778.23,44.4567,613,3925.52,613,-50126.96484375
3070000,16.8006,3379.86,44.0718,614,3928.63,614,-50325.0078125
3075000,16.897,3309.97,44.1432,615,3883.59,615,-49340.57421875
3080000,16.9892,3617.14,44.3204,616,3912.21,616,-50188.5
3085000,17.1433,3594.14,44.2043,617,3943.89,617,-49914.7890625
3090000,18.2594,3732.74,44.4612,618,3927.24,618,-48638.66015625
3095000,20.0055,3899.66,44.2544,619,4016.54,619,-47840.1328125
3100000,17.7193,3569.69,44.0165,620,4057.26,620,-49031.0
3105000,18.3474,3960.55,44.0838,621,3982.25,621,-50623.65234375
3110000,18.0008,3517.36,43.9217,622,4023.68,622,-50693.0625
3115000,19.7056,3668.57,44.111,623,3997.54,623,-49567.71875
3120000,18.2551,3827.73,44.0864,624,3915.09,624,-50859.59375
3125000,16.7101,3104.18,44.0839,625,3987.14,625,-51620.7109375
3130000,19.8391,3829.04,44.4397,626,3261.83,626,-47725.53515625
3135000,19.5547,3892.42,44.0429,627,3941.49,627,-49873.546875
3140000,23.487,3312.72,44.4312,628,3935.41,628,-48287.93359375
3145000,22.7701,3770.01,44.0475,629,3953.43,629,-48614.06640625
3150000,33.4534,3131.25,44.9827,630,3953.64,630,-45716.26171875
3155000,17.8549,3230.44,43.9174,631,3877.92,631,-50584.8046875
3160000,17.0039,3213.84,44.1768,632,3932.37,632,-52213.0625
3165000,18.1082,3714.75,44.254,633,3844.36,633,-51897.70703125
3170000,17.8139,3818.93,44.1237,634,3858.1,634,-51855.76953125
3175000,16.7716,3610.39,44.2719,635,3910.46,635,-52368.51953125
3180000,16.7983,3711.17,44.107,636,3607.77,636,-52406.97265625
3185000,17.4445,3632.11,44.2461,637,3911.86,637,-51602.8984375
3190000,17.6591,3484.09,43.9264,638,3915.81,638,-52020.8828125
3195000,17.5149,3933.34,44.2876,639,3918.1,639,-52386.43359375
3200000,18.4907,3655.81,44.4163,640,3932.09,640,-52002.69921875
3205000,21.7422,3831.82,44.6386,641,3912.62,641,-51312.65625
3210000,20.7206,3487.28,44.278,642,3467.78,642,-50305.05859375
3215000,20.6009,3232.35,44.2724,643,3216.01,643,-51166.99609375
3220000,17.9296,3690.44,44.2501,644,3847.62,644,-52055.33203125
3225000,22.4985,3562.31,44.3321,645,3321.49,645,-50481.6640625
3230000,19.5019,3864.48,44.3348,646,3974.34,646,-52667.07421875
3235000,19.6244,3546.25,44.251,647,3850.83,647,-51847.39453125
3240000,16.9074,3629.18,44.6246,648,3622.23,648,-52466.35546875
3245000,21.0758,3328.09,44.385,649,3872.03,649,-51561.88671875
3250000,18.7216,3175.42,44.2061,650,3744.16,650,-51327.515625
3255000,20.1859,3677.08,44.1806,651,3975.83,651,-51454.36328125
3260000,19.3371,3508.0,44.3424,652,3543.8,652,-51352.82421875
3265000,20.3989,3810.08,44.3863,653,3146.25,653,-51781.984375
3270000,20.5484,3647.9,44.5267,654,3855.16,654,-52634.4375
3275000,18.1982,3396.16,44.1587,655,3208.53,655,-51287.3359375
3280000,23.7892,3462.5,44.4124,656,3731.81,656,-49945.3515625
3285000,20.0679,3209.16,44.3083,657,3152.76,657,-50451.6484375
3290000,18.2563,3704.1,44.3404,658,3806.24,658,-51239.3671875
3295000,21.1108,3402.17,44.5653,659,3501.86,659,-51840.203125
3300000,19.4695,3611.83,44.4805,660,3875.75,660,-51742.57421875
3305000,21.3129,3478.88,44.5555,661,4007.42,661,-51848.3828125
3310000,17.9944,3591.58,44.5652,662,3926.03,662,-53844.8828125
3315000,24.4714,3516.0,44.6832,663,3810.0,663,-50267.1953125
3320000,23.4518,3213.46,45.1357,664,3796.69,664,-50515.40234375
3325000,20.4633,3293.42,44.5669,665,3902.69,665,-50513.76171875
3330000,18.11,3432.85,44.5054,666,3644.09,666,-52390.85546875
3335000,18.2774,3505.83,44.3798,667,3781.09,667,-53167.55859375
3340000,17.4616,3582.47,44.3034,668,3531.89,668,-53668.3046875
3345000,22.2242,3623.0,44.8105,669,3682.38,669,-52333.9921875
3350000,18.5627,3690.86,44.5062,670,3558.73,670,-54734.51953125
3355000,19.48,3647.8,44.4281,671,3791.8,671,-52243.21484375
3360000,18.6662,3886.61,44.4127,672,3507.22,672,-54416.95703125
3365000,18.1634,3903.47,44.5118,673,3790.63,673,-54190.515625
3370000,18.6824,3941.12,44.3461,674,3795.41,674,-55374.19140625
3375000,18.4462,3680.52,44.6013,675,3540.33,675,-54541.68359375
3380000,19.4553,3375.82,44.6321,676,3748.52,676,-53575.703125
3385000,19.141,3547.84,44.3133,677,3787.79,677,-54944.92578125
3390000,20.6125,3815.02,44.7267,678,3694.92,678,-53093.98828125
3395000,18.1855,3792.56,44.5606,679,3863.47,679,-53898.44140625
3400000,18.9087,3728.49,44.9387,680,3459.63,680,-54396.73828125
3405000,18.9947,3346.7,44.8688,681,3405.05,681,-54765.62890625
3410000,20.4074,3594.99,44.8908,682,3475.36,682,-54702.2734375
3415000,25.3943,3398.19,44.6092,683,3511.68,683,-53813.7578125
3420000,17.4101,3772.83,44.5486,684,3392.4,684,-54826.24609375
3425000,19.0382,3507.3,44.4284,685,3477.8,685,-55100.9140625
3430000,17.8771,3241.82,44.3133,686,3581.9,686,-54861.5234375
3435000,18.5486,3734.77,44.4978,687,3630.64,687,-56365.27734375
3440000,21.7632,3694.52,44.7144,688,3386.11,688,-55039.93359375
3445000,17.0168,3664.25,44.5662,689,3350.33,689,-56366.1640625
3450000,75.5237,-7.42,58.4484,690,-7.24,690,-34856.0
3455000,19.6479,1101.22,49.4451,691,655.31,691,-52167.0859375
3460000,20.2136,383.52,49.8951,692,415.87,692,-56211.91015625
3465000,17.5256,454.41,48.8395,693,606.07,693,-60345.8828125
3470000,17.622,500.2,48.3974,694,336.42,694,-57611.9375
3475000,18.1313,842.01,48.3109,695,961.99,695,-60371.0390625
3480000,16.6993,1049.84,47.962,696,1253.03,696,-59183.0625
3485000,15.9522,1794.36,46.9077,697,2281.14,697,-59702.0078125
3490000,15.937,1271.69,46.7272,698,664.64,698,-60937.21875
3495000,15.0498,1602.54,46.1874,699,2091.71,699,-58846.27734375
3500000,14.5907,2125.09,46.0397,700,1762.34,700,-58646.53515625
3505000,14.2091,2202.15,45.9201,701,2038.24,701,-60418.94140625
3510000,14.1692,2358.53,46.1257,702,2379.82,702,-59855.859375
3515000,16.0023,1796.13,45.5328,703,2888.46,703,-60115.36328125
3520000,16.7688,2326.02,45.3261,704,2480.06,704,-59396.8984375
3525000,23.4036,2623.97,45.0879,705,3551.4,705,-56112.8125
3530000,18.8166,2113.06,44.6732,706,2472.89,706,-54863.64453125
3535000,20.0587,1130.16,46.4378,707,2028.15,707,-55119.03125
3540000,18.3405,3276.15,45.0759,708,3450.27,708,-57404.0625
3545000,17.5623,2991.95,45.0989,709,3209.74,709,-58176.64453125
3550000,16.9211,2771.75,45.2281,710,3538.51,710,-58816.79296875
3555000,18.1232,2946.74,44.9528,711,3608.45,711,-58451.70703125
3560000,14.9988,2644.85,45.5983,712,3016.35,712,-58705.625
3565000,16.5654,2651.27,44.6014,713,3553.27,713,-58088.28515625
3570000,15.8709,3047.43,44.9928,714,3629.59,714,-57797.44140625
3575000,17.9175,3295.23,44.9601,715,3792.07,715,-57807.9609375
3580000,17.7683,3051.51,44.7376,716,3791.83,716,-57323.41015625
3585000,18.5206,3580.4,44.7617,717,3768.43,717,-56783.140625
3590000,17.9434,2978.51,45.0476,718,3702.44,718,-57720.328125
3595000,18.3723,3506.23,44.7665,719,3777.42,719,-56987.7578125
3600000,18.0561,3305.27,44.8476,720,3861.4,720,-57709.91015625
3605000,18.2034,3483.88,45.042,721,3673.18,721,-57706.48828125
3610000,19.0317,3312.23,44.8257,722,3715.47,722,-57653.1640625
3615000,18.9866,3520.89,44.716,723,3670.45,723,-57291.07421875
3620000,17.3709,3672.0,45.6188,724,3657.82,724,-57859.33203125
3625000,19.7296,3771.41,44.8801,725,3840.88,725,-57244.7421875
3630000,20.1094,3566.28,44.9417,726,3926.44,726,-57188.63671875
3635000,18.8796,3147.44,45.1808,727,3833.51,727,-57703.984375
3640000,18.6908,3750.97,44.9548,728,3696.29,728,-57076.23828125
3645000,19.2644,3568.57,44.7406,729,3568.32,729,-57833.09765625
3650000,18.8487,3648.55,45.0436,730,3982.6,730,-57384.5234375
3655000,19.1355,3476.36,44.9852,731,3979.51,731,-57221.51953125
3660000,19.4616,3681.64,45.2267,732,3736.66,732,-57355.80078125
3665000,19.9454,3819.52,44.7825,733,3874.19,733,-58074.83984375
3670000,20.211,3857.75,44.7314,734,3789.6,734,-58307.16796875
3675000,19.4711,3604.02,44.8964,735,3654.29,735,-58076.515625
3680000,19.5186,3530.97,44.6363,736,3896.71,736,-57738.59765625
3685000,19.4801,3378.56,44.6038,737,3623.02,737,-57869.4375
3690000,18.782,3668.66,44.6024,738,3557.91,738,-59170.16796875
3695000,19.7249,3664.51,44.7983,739,3658.74,739,-58194.29296875
3700000,18.5861,3602.4,44.8252,740,3635.11,740,-58563.921875
3705000,18.2243,3526.37,44.8404,741,3704.48,741,-58726.984375
3710000,19.0741,3685.27,44.559,742,3851.99,742,-58323.9609375
3715000,19.5065,3799.41,44.639,743,3591.27,743,-58774.30078125
3720000,19.9911,3664.67,44.7736,744,3920.6,744,-58232.49609375
3725000,18.1326,3022.88,44.8369,745,3677.25,745,-58926.29296875
3730000,18.2189,3630.76,44.8739,746,3791.41,746,-59316.09375
3735000,19.689,3840.12,44.4876,747,3875.22,747,-59373.8984375
3740000,18.8269,3860.52,44.5195,748,3632.5,748,-59190.8203125
3745000,20.6001,3765.61,45.1426,749,3664.69,749,-59204.8203125
3750000,18.3759,3667.37,44.7481,750,3584.74,750,-59093.44921875
3755000,19.0501,3449.29,44.9043,751,3942.11,751,-58959.859375
3760000,19.4308,3940.75,45.0462,752,3963.17,752,-59292.52734375
3765000,19.6768,3918.76,44.4678,753,4026.04,753,-59118.5859375
3770000,19.0143,3661.63,44.9072,754,4049.37,754,-58269.2578125
3775000,19.0504,3562.3,44.4803,755,3907.48,755,-59696.49609375
3780000,19.7087,3623.46,44.7946,756,4018.67,756,-59078.12109375
3785000,19.9465,3883.71,44.7918,757,4015.98,757,-59669.43359375
3790000,19.9998,3732.24,44.6114,758,4001.38,758,-58843.88671875
3795000,20.1928,3744.59,44.4062,759,3989.72,759,-58728.40234375
3800000,23.7051,3860.38,44.9407,760,3999.24,760,-57247.60546875
3805000,19.7909,3928.76,44.448,761,4053.36,761,-59512.015625
3810000,19.9316,3860.0,44.6387,762,4002.25,762,-58662.90625
3815000,20.4632,3841.64,44.7373,763,3976.07,763,-58693.65234375
3820000,19.9994,3815.73,44.7673,764,3977.99,764,-59861.71875
3825000,19.9153,3816.02,44.7096,765,3859.46,765,-60447.171875
3830000,18.8246,3716.95,44.7509,766,4006.68,766,-59165.86328125
3835000,19.6889,3630.36,44.7392,767,3889.67,767,-60460.8125
3840000,18.8419,3681.25,44.6048,768,3826.55,768,-59812.640625
3845000,20.209,3857.36,44.7752,769,3794.36,769,-59541.48828125
3850000,20.1257,3956.98,44.8103,770,3950.34,770,-59870.1875
3855000,20.2553,3798.51,44.6131,771,3879.66,771,-60130.59375
3860000,21.8684,3655.37,45.0366,772,3822.43,772,-60446.5
3865000,18.5148,3485.17,44.7511,773,3898.14,773,-59370.8984375
3870000,19.7309,3950.62,44.6613,774,3865.74,774,-60438.30078125
3875000,19.1079,3632.93,44.6013,775,3772.85,775,-60013.19921875
3880000,19.3177,3785.65,44.5948,776,3867.86,776,-60091.06640625
3885000,20.6152,3813.9,44.8301,777,3891.28,777,-61643.29296875
3890000,19.3164,3751.28,44.6899,778,3758.95,778,-60726.09375
3895000,20.2409,3911.1,44.791,779,3944.87,779,-61212.171875
