Running Forward KL,Itration,Real Sto Return,Running Reverse KL,Reward Loss,Running Env Steps,Real Det Return,Running Update Time
296.8846,400,4157.04,80.6116,-84255.171875,2000000,4247.13,400
296.3954,401,3779.76,82.1639,-83131.9765625,2005000,3330.54,401
306.587,402,4086.09,195.7356,-85856.2265625,2010000,4455.8,402
298.7309,403,4144.34,82.4359,-83521.1796875,2015000,4682.93,403
298.2102,404,4946.42,202.78,-83107.96875,2020000,4910.84,404
291.1409,405,4127.13,128.2962,-82526.3671875,2025000,4994.65,405
310.8855,406,4874.59,112.9081,-81148.6953125,2030000,4055.96,406
294.6184,407,4078.03,73.253,-77916.9921875,2035000,3581.77,407
289.2886,408,3874.83,68.2117,-79821.328125,2040000,4459.17,408
290.2787,409,4673.65,94.0004,-76895.2578125,2045000,4235.9,409
300.8149,410,4489.36,86.382,-82362.984375,2050000,4957.77,410
292.6518,411,4662.0,90.3515,-79697.421875,2055000,4116.62,411
278.1548,412,4885.97,71.7715,-75505.2734375,2060000,4911.66,412
290.7389,413,4414.16,216.7492,-81580.21875,2065000,4616.17,413
289.7506,414,4881.14,91.1334,-80804.6015625,2070000,4337.04,414
290.5775,415,4222.33,83.4026,-84457.6640625,2075000,4648.41,415
294.4651,416,4538.36,97.8991,-77345.2734375,2080000,4110.22,416
296.3462,417,4362.12,84.1202,-85983.4609375,2085000,4184.54,417
298.976,418,4109.96,307.0766,-80649.6953125,2090000,4052.91,418
282.0077,419,4460.11,68.4601,-81385.328125,2095000,4545.06,419
287.4529,420,4168.57,101.3073,-84380.125,2100000,4115.53,420
294.8593,421,4634.64,74.6122,-85581.28125,2105000,4438.0,421
295.4793,422,4031.67,97.6891,-80432.390625,2110000,3795.55,422
306.6865,423,3911.26,129.6587,-84535.703125,2115000,3897.89,423
313.2552,424,4500.21,315.5271,-87569.1328125,2120000,4137.93,424
305.5337,425,4531.66,93.2826,-86725.8671875,2125000,4371.26,425
295.9712,426,4479.6,97.2777,-85880.0234375,2130000,4293.68,426
309.7048,427,4059.72,115.5449,-85739.390625,2135000,4219.59,427
321.6876,428,4384.44,113.6732,-84165.8046875,2140000,3984.66,428
316.2447,429,4675.57,118.9362,-89982.890625,2145000,4446.57,429
322.605,430,4587.76,121.0081,-90999.453125,2150000,4880.69,430
322.9198,431,3219.91,170.2475,-88355.78125,2155000,3030.78,431
317.0327,432,3647.62,257.2612,-84890.890625,2160000,4280.37,432
312.0149,433,4037.52,98.5805,-88343.9375,2165000,4096.57,433
339.2796,434,4064.65,120.3578,-89400.3828125,2170000,4018.51,434
331.6866,435,3612.74,121.9416,-86732.7109375,2175000,3216.59,435
336.4971,436,4119.11,110.0229,-89505.21875,2180000,3977.82,436
344.3082,437,3997.11,139.7873,-86588.328125,2185000,3742.25,437
329.4786,438,3130.0,129.2771,-89233.9296875,2190000,3489.46,438
356.1938,439,3713.0,148.771,-89121.9296875,2195000,3999.62,439
352.9029,440,3520.87,183.7659,-90028.2265625,2200000,2913.79,440
386.8428,441,2950.08,235.0899,-89991.0390625,2205000,2664.97,441
339.1655,442,4134.39,125.5724,-88520.875,2210000,3908.26,442
341.4683,443,2793.38,146.1016,-90297.09375,2215000,3399.66,443
349.1056,444,3027.54,228.8333,-90567.046875,2220000,2348.81,444
344.1688,445,2493.9,234.54,-90539.28125,2225000,2335.46,445
325.4196,446,2547.98,199.7842,-89098.671875,2230000,2106.12,446
333.7629,447,2605.64,190.4434,-89165.40625,2235000,2741.55,447
327.4157,448,2741.37,135.0412,-87824.484375,2240000,2958.15,448
334.3651,449,3551.5,204.336,-89429.515625,2245000,4388.54,449
334.4616,450,2746.8,172.8932,-89089.859375,2250000,2077.89,450
332.155,451,3148.18,273.9889,-90306.734375,2255000,2696.46,451
324.4845,452,3133.33,192.6445,-89771.1875,2260000,2579.52,452
313.2035,453,3299.33,90.8873,-84316.6640625,2265000,3046.77,453
322.4936,454,4056.93,129.5075,-85139.1171875,2270000,3968.78,454
311.3461,455,4199.58,119.1615,-84782.9296875,2275000,4266.66,455
306.2568,456,3952.02,92.5223,-75068.9765625,2280000,3504.88,456
319.1988,457,3612.08,130.8782,-86359.5859375,2285000,3211.43,457
337.7673,458,2640.46,242.7758,-87926.171875,2290000,3252.44,458
337.1863,459,1743.1,169.6872,-88233.1484375,2295000,2023.69,459
317.4283,460,3209.46,94.6078,-86076.0546875,2300000,3584.42,460
391.9305,461,918.56,371.9797,-91189.1953125,2305000,858.25,461
355.7466,462,1826.9,365.019,-90381.9296875,2310000,1167.33,462
393.616,463,1243.94,343.9111,-92555.1328125,2315000,1111.26,463
384.9935,464,879.29,340.6955,-92460.2265625,2320000,810.08,464
395.5877,465,1197.18,382.1486,-92545.5859375,2325000,1488.09,465
323.9357,466,3537.21,181.926,-90832.65625,2330000,2757.09,466
324.9525,467,1849.15,171.6708,-87807.1953125,2335000,2489.5,467
328.3279,468,2135.88,164.3964,-90287.8125,2340000,2691.97,468
338.712,469,2429.84,254.2794,-90560.9921875,2345000,2828.81,469
340.7717,470,2633.08,236.3251,-91677.3984375,2350000,3520.26,470
345.9268,471,2401.69,364.9179,-91384.375,2355000,2963.91,471
327.178,472,3555.27,137.6723,-83622.421875,2360000,3063.71,472
321.5746,473,4750.94,153.1336,-88482.5703125,2365000,4788.43,473
326.0414,474,3580.86,129.1909,-90396.4453125,2370000,4185.16,474
314.4106,475,4040.94,105.7705,-90057.96875,2375000,3942.84,475
329.4017,476,4528.53,157.9332,-90358.5859375,2380000,4749.95,476
325.1196,477,4452.35,105.4835,-91102.8125,2385000,4077.25,477
334.9561,478,4396.12,158.0312,-91721.0546875,2390000,3629.56,478
324.5645,479,3941.53,136.1884,-90286.484375,2395000,3967.65,479
324.7361,480,4564.31,124.9664,-89182.5703125,2400000,4335.14,480
333.276,481,3871.88,253.6674,-90553.25,2405000,4036.32,481
345.3506,482,4349.54,172.7059,-91353.7109375,2410000,3370.12,482
333.4219,483,4031.34,123.3911,-93476.71875,2415000,4510.29,483
335.0143,484,4599.99,129.5555,-90583.515625,2420000,4676.36,484
335.412,485,4509.16,366.5136,-90654.8828125,2425000,4334.54,485
340.3208,486,2967.81,125.523,-88515.2109375,2430000,3158.14,486
337.612,487,4041.34,155.4038,-89033.7421875,2435000,2989.22,487
342.5926,488,3882.0,163.7842,-88839.921875,2440000,3154.79,488
354.1837,489,3298.39,206.5151,-86514.65625,2445000,2947.15,489
347.5111,490,3485.63,190.4874,-86786.0703125,2450000,3278.87,490
346.6675,491,3668.15,325.0073,-87689.703125,2455000,3221.18,491
355.4152,492,3574.5,159.9705,-86980.625,2460000,2938.77,492
353.5508,493,2750.25,157.236,-86223.5078125,2465000,2944.69,493
372.575,494,2611.49,282.4127,-90270.09375,2470000,2692.54,494
344.4415,495,3438.97,142.1131,-87475.3359375,2475000,4173.11,495
335.8954,496,4124.99,216.2759,-89675.578125,2480000,4272.96,496
328.3112,497,4399.02,113.2874,-88863.1875,2485000,4615.06,497
334.3335,498,4157.15,138.3307,-88044.109375,2490000,4426.03,498
328.2778,499,4637.65,101.5554,-89141.875,2495000,4573.46,499
335.4248,500,4213.32,119.0988,-87355.171875,2500000,4092.97,500
334.6018,501,4619.41,139.529,-88670.171875,2505000,3985.77,501
329.6631,502,4772.69,126.095,-88494.40625,2510000,4462.42,502
326.0635,503,4290.0,105.5432,-86620.0546875,2515000,5068.33,503
329.1292,504,4240.12,107.2946,-85038.90625,2520000,4260.1,504
331.7089,505,4100.17,120.8422,-87764.625,2525000,3628.68,505
324.1728,506,4732.74,112.4232,-89209.75,2530000,4729.48,506
349.5798,507,4533.0,303.1806,-88675.0,2535000,4538.36,507
318.0594,508,4838.83,122.0888,-88965.1953125,2540000,4834.69,508
321.4254,509,4936.74,106.8964,-88519.6484375,2545000,5009.9,509
338.3237,510,4056.14,123.7162,-88712.90625,2550000,4708.78,510
327.8066,511,4759.34,114.9459,-86936.796875,2555000,4929.35,511
325.43,512,4955.75,113.3052,-86849.578125,2560000,4629.18,512
336.4413,513,4637.74,111.7309,-86319.3203125,2565000,4406.73,513
336.1248,514,4692.12,101.2245,-87664.390625,2570000,4785.83,514
341.2685,515,4368.62,102.6973,-82373.234375,2575000,4295.16,515
340.2308,516,4511.57,111.314,-83478.828125,2580000,4740.13,516
342.5489,517,4703.03,150.7895,-84174.0625,2585000,4760.61,517
341.7438,518,4487.91,141.727,-80331.390625,2590000,4474.2,518
359.2161,519,4078.8,263.6408,-84417.375,2595000,3924.67,519
345.7177,520,4124.61,162.4312,-84667.9140625,2600000,4607.78,520
331.5226,521,4613.52,119.4856,-86539.8671875,2605000,3843.69,521
341.0728,522,4233.5,148.5457,-86000.7578125,2610000,4451.47,522
333.7337,523,4955.65,122.7858,-86907.6484375,2615000,5059.27,523
341.7915,524,5012.48,100.7024,-88685.03125,2620000,4810.72,524
350.6243,525,4729.4,139.2287,-86276.25,2625000,4587.34,525
333.4374,526,4950.92,94.4023,-87900.8203125,2630000,4781.87,526
334.7767,527,4735.31,106.9506,-89890.4140625,2635000,4829.53,527
335.0301,528,4948.6,107.2564,-86912.890625,2640000,4915.82,528
336.466,529,4976.05,88.0868,-87693.7265625,2645000,4280.62,529
325.2385,530,4885.06,103.9944,-84878.734375,2650000,4847.17,530
342.4131,531,4215.67,128.9971,-85312.3984375,2655000,4385.95,531
341.382,532,4643.11,118.5487,-88271.0546875,2660000,4934.57,532
335.7924,533,4169.08,135.3243,-91289.96875,2665000,4725.22,533
334.3318,534,5072.35,120.1045,-89826.875,2670000,5057.69,534
330.8529,535,4944.93,98.8007,-87768.65625,2675000,5032.64,535
323.2896,536,4858.52,130.9986,-89063.5234375,2680000,4558.43,536
333.1989,537,4617.49,149.5431,-89924.0,2685000,4595.67,537
349.9507,538,3840.89,171.9929,-90047.96875,2690000,4776.3,538
333.9554,539,4515.15,123.754,-91915.1484375,2695000,4477.38,539
336.8994,540,4126.27,122.0889,-88656.640625,2700000,3954.87,540
347.8503,541,3847.3,162.0653,-90232.6328125,2705000,4313.44,541
338.1323,542,4543.42,113.0299,-90237.6328125,2710000,4100.4,542
347.4768,543,3284.96,129.2067,-87824.3828125,2715000,3419.65,543
332.446,544,4388.78,114.6565,-88744.1328125,2720000,4116.75,544
340.0233,545,4056.85,138.4407,-79640.4453125,2725000,4040.6,545
344.8588,546,3473.14,110.6228,-87947.015625,2730000,3289.79,546
343.4457,547,4495.61,131.6051,-89469.1484375,2735000,4982.61,547
351.142,548,4443.78,133.2311,-88351.9140625,2740000,4754.4,548
351.837,549,3314.22,119.8589,-87939.4765625,2745000,4424.63,549
346.1935,550,3996.05,125.219,-89971.4765625,2750000,4163.07,550
347.4124,551,4408.61,144.379,-91768.3515625,2755000,4535.28,551
342.7787,552,4349.8,123.0142,-89518.6015625,2760000,4809.23,552
338.5784,553,4417.22,105.2338,-90639.0859375,2765000,4659.83,553
343.7195,554,4376.62,150.3727,-92512.8515625,2770000,4548.45,554
350.56,555,4801.2,125.1014,-92285.84375,2775000,4721.91,555
348.1765,556,4676.98,121.0491,-92768.21875,2780000,4024.69,556
341.0937,557,4175.06,140.3437,-94596.40625,2785000,4435.5,557
352.1596,558,3677.06,143.9726,-91975.3984375,2790000,4430.4,558
367.8896,559,4392.99,165.0535,-91476.921875,2795000,4026.32,559
358.2594,560,3653.49,163.9643,-93692.3671875,2800000,3987.68,560
354.4406,561,3989.12,150.6484,-93188.7734375,2805000,3896.57,561
366.0401,562,4960.18,165.2089,-92989.640625,2810000,4957.92,562
361.2843,563,4512.77,152.6562,-95051.84375,2815000,4734.26,563
349.0034,564,4232.47,142.8993,-92478.015625,2820000,4563.79,564
362.3144,565,4481.72,151.9791,-92905.21875,2825000,4375.48,565
377.3688,566,3896.59,151.8486,-93258.6796875,2830000,4210.44,566
382.2191,567,3886.86,175.4338,-94019.921875,2835000,4580.86,567
359.286,568,3733.32,149.2597,-92325.890625,2840000,4382.38,568
364.2463,569,4159.37,137.0492,-92541.9140625,2845000,4082.65,569
381.6254,570,3766.93,162.2538,-92775.765625,2850000,4511.46,570
383.0218,571,5025.51,163.4518,-92167.359375,2855000,4498.97,571
376.722,572,4813.59,158.3711,-95051.8828125,2860000,4594.92,572
391.4429,573,4764.63,159.9408,-92957.046875,2865000,4482.32,573
386.7212,574,4314.88,162.5772,-93376.9609375,2870000,4194.88,574
388.2205,575,4224.45,174.8248,-93781.4609375,2875000,4726.94,575
377.0206,576,3730.74,177.1472,-91710.796875,2880000,3810.26,576
371.5099,577,4490.25,161.6921,-94118.1015625,2885000,4660.29,577
381.1763,578,4388.63,180.8953,-91056.515625,2890000,4773.25,578
378.7162,579,4534.44,178.2989,-93057.9609375,2895000,4995.39,579
377.7968,580,4629.01,157.5017,-93528.9921875,2900000,4926.17,580
386.3826,581,4327.83,183.5162,-94823.3984375,2905000,4690.67,581
385.2121,582,4950.22,173.3139,-95685.1484375,2910000,4631.18,582
371.6658,583,5061.04,176.7049,-94081.0546875,2915000,5065.98,583
402.7974,584,4658.95,171.3444,-93510.7578125,2920000,4779.25,584
390.4397,585,4723.46,159.8704,-95488.8203125,2925000,4145.95,585
397.5856,586,4349.33,177.067,-94801.515625,2930000,4258.62,586
419.866,587,1294.19,270.2719,-86550.1796875,2935000,1684.86,587
414.3861,588,3458.98,246.9296,-90075.1953125,2940000,3615.9,588
424.6338,589,1762.35,586.4344,-86081.8515625,2945000,2037.38,589
426.0604,590,1595.02,266.8099,-86103.7734375,2950000,1426.15,590
422.6267,591,2451.64,274.6844,-89546.921875,2955000,1886.09,591
430.0637,592,2398.46,1131.5034,-79028.578125,2960000,2852.84,592
424.1253,593,1951.09,1515.5788,-64375.4609375,2965000,1686.14,593
421.8872,594,2686.45,1098.3409,-79177.5625,2970000,1962.1,594
462.4373,595,1127.2,334.0314,-76437.8046875,2975000,1142.31,595
464.5762,596,1227.15,284.5028,-78152.4375,2980000,764.21,596
432.8804,597,1482.18,242.4526,-77962.75,2985000,1499.82,597
432.666,598,716.81,635.0094,-84475.6015625,2990000,879.53,598
428.8569,599,2692.81,262.0339,-91130.3203125,2995000,1958.87,599
