Running Update Time,Reward Loss,Itration,Running Forward KL,Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return
404,-98766.859375,404,665.4322,2020000,86.77,1218.2737,88.59
405,-98661.40625,405,685.2428,2025000,88.14,1413.7452,89.58
406,-98905.8203125,406,694.1149,2030000,89.57,1806.9362,90.37
407,-98771.2734375,407,663.6335,2035000,86.39,1414.1536,87.28
408,-98912.2265625,408,719.0193,2040000,89.14,2482.2126,90.39
409,-98807.265625,409,693.791,2045000,89.1,2854.0242,90.2
410,-98678.96875,410,699.3336,2050000,90.86,2606.9786,90.41
411,-98739.2109375,411,680.5489,2055000,90.97,3594.562,93.07
412,-98724.3046875,412,678.4367,2060000,90.78,2130.7087,93.03
413,-98723.859375,413,679.3822,2065000,91.47,3816.7053,93.35
414,-98765.25,414,667.8422,2070000,91.93,3529.5275,92.92
415,-98675.7109375,415,674.847,2075000,92.59,1983.8941,93.59
416,-98638.3515625,416,672.1704,2080000,90.8,3481.9908,92.84
417,-98697.2421875,417,669.879,2085000,90.34,3758.8047,92.22
418,-98452.359375,418,665.6075,2090000,90.09,3196.3087,90.63
419,-98585.46875,419,678.5827,2095000,89.86,3234.6361,92.11
420,-98263.65625,420,647.1393,2100000,89.36,746.0181,90.37
421,-98781.3515625,421,670.3895,2105000,91.76,3147.6522,93.49
422,-98503.8125,422,669.7456,2110000,90.3,2189.9287,91.39
423,-98502.7578125,423,643.7429,2115000,92.69,2140.6931,93.65
424,-98172.8046875,424,661.1263,2120000,88.73,1210.8489,91.09
425,-98590.3984375,425,675.084,2125000,93.07,2177.813,94.48
426,-98344.3515625,426,640.0379,2130000,91.07,1813.0229,94.11
427,-98451.9140625,427,672.9526,2135000,91.69,2826.6405,93.65
428,-98598.3984375,428,688.472,2140000,92.42,3722.975,94.21
429,-98412.96875,429,673.7933,2145000,89.73,2806.945,91.67
430,-98415.2265625,430,663.2595,2150000,88.86,1173.7823,90.96
431,-98313.359375,431,678.3825,2155000,90.21,1694.7029,92.55
432,-98401.921875,432,661.2732,2160000,90.21,1921.0298,92.18
433,-98080.796875,433,658.7062,2165000,88.66,1609.3784,91.43
434,-98226.625,434,635.2207,2170000,89.25,1091.3561,92.32
435,-97960.484375,435,654.5696,2175000,87.72,874.5998,90.96
436,-97807.0390625,436,659.7006,2180000,91.56,930.7159,94.46
437,-98342.5546875,437,678.7655,2185000,91.61,1539.3053,93.63
438,-98475.125,438,667.1985,2190000,88.74,1786.6329,91.41
439,-98197.8046875,439,661.1965,2195000,92.15,1065.4626,92.74
440,-98517.09375,440,669.9304,2200000,88.18,830.0967,90.92
441,-97680.640625,441,621.6152,2205000,90.98,529.6553,92.73
442,-97930.5078125,442,655.2135,2210000,93.48,811.0497,96.92
443,-98455.703125,443,652.1697,2215000,86.97,2751.2861,89.0
444,-97959.875,444,662.695,2220000,91.91,900.5862,93.52
445,-97842.109375,445,668.9803,2225000,88.89,557.7431,91.28
446,-97876.890625,446,643.2177,2230000,91.58,540.4776,93.22
447,-98213.1875,447,648.0038,2235000,90.83,560.6019,91.65
448,-97983.78125,448,637.4215,2240000,92.32,669.4449,93.87
449,-98069.5859375,449,658.1973,2245000,91.9,602.8108,92.24
450,-97979.0234375,450,663.8529,2250000,91.46,567.9518,92.3
451,-98367.9140625,451,677.2552,2255000,91.85,627.9495,93.42
452,-98191.6640625,452,663.8314,2260000,88.14,612.6628,89.46
453,-98222.1171875,453,661.2559,2265000,92.29,1629.4359,93.54
454,-97835.7109375,454,684.7331,2270000,88.78,654.4608,92.03
455,-98161.65625,455,661.0085,2275000,91.48,628.7858,93.47
456,-97998.9453125,456,634.5371,2280000,93.95,566.1643,95.73
457,-97915.8203125,457,653.4132,2285000,92.01,566.8161,95.29
458,-97870.6640625,458,610.4206,2290000,94.24,494.3568,96.53
459,-96974.2265625,459,608.9134,2295000,94.3,485.1324,96.71
460,-98065.421875,460,645.1594,2300000,94.06,596.7632,95.98
461,-97995.0859375,461,637.4283,2305000,93.87,564.3724,97.65
462,-97804.1796875,462,639.9192,2310000,94.69,552.2885,98.43
463,-98075.8828125,463,634.3574,2315000,93.31,574.3617,96.06
464,-97755.9296875,464,629.8109,2320000,92.31,569.4076,95.85
465,-97802.2734375,465,651.7723,2325000,92.43,581.8754,95.61
466,-97919.3203125,466,629.8514,2330000,89.99,589.3901,91.15
467,-97607.953125,467,644.0851,2335000,91.1,577.7745,92.44
468,-97872.9296875,468,639.582,2340000,89.77,515.7647,91.33
469,-97875.625,469,651.7432,2345000,89.28,587.296,90.92
470,-97409.859375,470,651.0701,2350000,89.6,520.936,90.03
471,-97792.6875,471,657.2678,2355000,87.34,544.7449,89.1
472,-97758.109375,472,653.4186,2360000,87.69,480.2874,89.47
473,-96630.2734375,473,646.658,2365000,88.1,433.5221,89.32
474,-97489.8828125,474,650.2209,2370000,87.34,521.7459,89.26
475,-97766.1015625,475,654.6768,2375000,87.97,493.5259,88.41
476,-97318.5546875,476,664.8655,2380000,88.55,441.1677,89.89
477,-97541.75,477,658.2138,2385000,87.1,754.8957,88.56
478,-97331.59375,478,654.2638,2390000,87.73,817.3494,88.92
479,-98076.1171875,479,658.5777,2395000,88.59,467.1285,89.23
480,-98263.546875,480,658.2388,2400000,86.1,454.249,87.58
481,-97790.7109375,481,664.4977,2405000,86.85,476.7301,88.33
482,-97915.203125,482,657.7371,2410000,89.95,662.8606,91.04
483,-98493.25,483,653.2199,2415000,86.47,838.4516,88.05
484,-97721.203125,484,644.7179,2420000,85.77,412.4872,87.21
485,-98560.296875,485,641.331,2425000,85.38,491.8876,87.52
486,-98457.3125,486,631.9528,2430000,85.63,449.4017,87.23
487,-98659.96875,487,638.4593,2435000,83.47,421.2069,86.01
488,-98658.875,488,643.5253,2440000,85.63,458.2901,87.88
489,-98242.3671875,489,613.6991,2445000,88.26,400.0733,88.91
490,-97611.3515625,490,573.8123,2450000,92.04,435.709,93.62
491,-96019.4453125,491,532.2205,2455000,96.37,396.3029,97.81
492,-95245.7578125,492,538.7271,2460000,101.33,467.2941,98.81
493,-97208.015625,493,569.8091,2465000,98.39,479.2876,97.41
494,-98238.4765625,494,606.8968,2470000,98.7,697.2765,96.84
495,-98183.625,495,643.4778,2475000,97.18,497.3558,95.73
496,-98486.875,496,643.4108,2480000,96.83,542.2262,98.23
497,-98723.71875,497,644.2621,2485000,90.75,470.2588,92.44
498,-98704.296875,498,661.6898,2490000,87.34,377.4311,89.95
499,-98721.734375,499,675.0531,2495000,85.95,418.8967,87.73
500,-98935.5390625,500,694.9927,2500000,85.85,492.4931,87.14
501,-98922.9140625,501,704.9419,2505000,85.74,508.705,86.81
502,-98716.3984375,502,702.4094,2510000,86.01,585.9606,86.89
503,-99052.25,503,697.6307,2515000,86.93,550.7028,87.41
504,-99113.3359375,504,715.2475,2520000,84.17,611.2076,85.13
505,-99056.4375,505,698.3693,2525000,86.02,585.1938,86.67
506,-98985.21875,506,696.6592,2530000,81.94,610.2836,83.55
507,-99109.640625,507,692.7333,2535000,83.31,584.1846,84.04
508,-99104.8046875,508,704.1082,2540000,83.83,572.1735,83.72
509,-99143.6328125,509,703.9028,2545000,81.93,602.0154,83.88
510,-98906.0859375,510,718.8119,2550000,88.8,630.803,89.04
511,-98961.3125,511,718.9126,2555000,89.14,642.3522,88.94
512,-99090.796875,512,706.417,2560000,86.57,603.6984,86.6
513,-98951.09375,513,727.3396,2565000,88.31,638.9957,89.11
514,-98954.6015625,514,711.1819,2570000,86.64,601.1747,87.4
515,-98987.765625,515,728.8206,2575000,90.49,652.398,91.21
516,-99029.1328125,516,713.5511,2580000,94.61,607.2442,94.86
517,-99112.96875,517,687.7454,2585000,79.91,661.3225,80.84
518,-99072.609375,518,709.3316,2590000,86.13,734.0523,87.38
519,-99007.453125,519,734.984,2595000,87.98,714.5039,89.03
520,-99025.484375,520,726.6092,2600000,91.6,655.671,91.38
521,-99026.234375,521,716.4128,2605000,95.36,664.7308,93.42
522,-98935.4140625,522,685.2324,2610000,101.8,633.2553,101.66
523,-98991.9296875,523,719.0753,2615000,88.34,646.4033,87.56
524,-98940.7734375,524,698.9689,2620000,98.07,603.0573,97.5
525,-98916.3671875,525,693.6494,2625000,98.6,683.6514,100.28
526,-98945.28125,526,701.9691,2630000,99.21,710.8578,101.9
527,-98977.40625,527,705.9933,2635000,94.42,635.6293,94.69
528,-98975.109375,528,692.5307,2640000,95.8,623.2301,96.41
529,-99001.3046875,529,725.3445,2645000,102.2,719.3799,102.91
530,-99078.9609375,530,736.4287,2650000,102.05,746.066,103.0
531,-99059.125,531,690.3528,2655000,105.82,685.8612,106.52
532,-99045.921875,532,703.3239,2660000,105.41,588.6363,106.6
533,-99133.6796875,533,715.8543,2665000,99.17,722.951,98.9
534,-99158.078125,534,693.4182,2670000,103.65,616.8088,104.14
535,-99051.734375,535,672.7052,2675000,104.64,634.1478,106.19
536,-99094.328125,536,696.9406,2680000,103.23,627.849,103.77
537,-98986.140625,537,691.415,2685000,103.66,638.3097,104.26
538,-98984.921875,538,686.7683,2690000,103.21,630.9471,103.78
539,-98973.21875,539,689.2052,2695000,104.2,721.4295,103.99
540,-99069.1484375,540,693.9733,2700000,101.44,730.3364,101.67
541,-99009.4296875,541,689.6357,2705000,103.51,670.8413,104.29
542,-99096.921875,542,687.5576,2710000,103.41,774.323,103.12
543,-99079.3125,543,714.7453,2715000,95.35,629.7638,96.55
544,-98849.0703125,544,684.7218,2720000,97.65,664.4246,99.69
545,-98917.125,545,750.2111,2725000,102.2,643.6001,102.4
546,-98107.2734375,546,711.2046,2730000,89.66,655.0806,89.59
547,-99012.234375,547,716.9346,2735000,91.56,678.1579,92.21
548,-99082.3671875,548,743.6203,2740000,93.08,708.1839,93.1
549,-99148.515625,549,700.2226,2745000,95.64,588.3903,94.84
550,-99109.234375,550,698.3923,2750000,89.48,576.7737,89.51
551,-99073.3125,551,689.7206,2755000,87.79,615.8958,87.92
552,-99148.4296875,552,695.6226,2760000,83.91,667.3607,84.94
553,-99179.9296875,553,699.9931,2765000,83.47,708.7442,84.29
554,-99248.21875,554,693.6939,2770000,82.7,538.0402,83.14
555,-99328.234375,555,689.1169,2775000,78.27,514.2218,79.91
556,-99338.875,556,703.0253,2780000,82.35,634.1051,82.58
557,-99321.625,557,703.3051,2785000,82.12,619.2418,82.38
558,-99289.703125,558,704.9232,2790000,82.55,638.1116,82.62
559,-99302.109375,559,701.0561,2795000,83.19,703.7755,83.22
560,-99345.3671875,560,709.0027,2800000,82.65,711.6705,82.5
561,-99326.875,561,706.1013,2805000,87.38,738.7803,87.06
562,-99425.3046875,562,708.9935,2810000,80.68,728.3972,80.45
563,-99406.6171875,563,680.7721,2815000,85.85,617.5573,85.53
564,-99241.15625,564,672.8386,2820000,86.42,516.5857,87.06
565,-99261.046875,565,679.6278,2825000,82.48,587.9112,82.54
566,-99281.3828125,566,671.2359,2830000,85.45,649.9306,85.38
567,-99167.1171875,567,671.619,2835000,84.15,622.8714,84.4
568,-99310.4453125,568,666.7551,2840000,83.68,682.2114,83.86
569,-99113.84375,569,668.0149,2845000,84.74,660.9726,85.14
570,-98941.4140625,570,656.2991,2850000,85.68,668.4853,85.86
571,-99350.5078125,571,681.8523,2855000,83.65,815.9591,82.86
572,-99033.3984375,572,686.798,2860000,82.34,691.6065,83.24
573,-99092.625,573,683.4642,2865000,84.62,748.9024,84.48
574,-98677.484375,574,687.3023,2870000,82.44,609.311,82.54
575,-99340.5234375,575,723.6653,2875000,84.43,757.3798,85.05
576,-98978.0703125,576,712.4827,2880000,84.58,729.2592,84.43
577,-98651.9765625,577,735.8277,2885000,84.78,720.035,85.63
578,-98586.8515625,578,686.7062,2890000,84.83,675.4627,85.14
579,-98630.1796875,579,697.6779,2895000,84.94,674.2747,85.21
580,-98605.4609375,580,692.5263,2900000,83.56,803.4272,85.39
581,-98381.8046875,581,695.7422,2905000,80.79,721.2932,81.65
582,-98586.71875,582,660.1947,2910000,80.38,707.5691,80.37
583,-98839.5703125,583,710.9535,2915000,81.19,654.6554,82.33
584,-98623.4296875,584,676.9185,2920000,79.35,737.928,80.28
585,-98560.265625,585,657.6204,2925000,78.7,550.143,79.27
586,-98779.8046875,586,681.2079,2930000,80.13,726.4137,80.59
587,-99019.421875,587,703.1666,2935000,80.3,834.8509,82.28
588,-97400.59375,588,616.0434,2940000,83.21,756.5445,84.13
589,-96107.71875,589,577.4013,2945000,84.64,680.3315,86.08
590,-99054.3515625,590,679.9539,2950000,87.07,1110.9398,86.79
591,-99374.4609375,591,701.1993,2955000,84.79,1160.3275,85.89
592,-98217.7578125,592,627.547,2960000,82.72,876.8798,83.52
593,-95692.609375,593,597.4959,2965000,88.88,715.0789,91.82
594,-98991.9921875,594,677.8495,2970000,89.16,904.6823,90.09
595,-98905.953125,595,691.1911,2975000,83.65,951.6906,84.64
596,-99108.0859375,596,699.1975,2980000,84.59,990.6613,85.92
597,-98669.5546875,597,677.9528,2985000,87.21,803.1419,89.3
598,-98958.8515625,598,676.8829,2990000,86.79,685.5058,88.2
599,-99150.4140625,599,700.9349,2995000,85.24,566.971,85.8
