Running Update Time,Itration,Reward Loss,Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Real Sto Return
386,386,-12946.017578125,15.3329,2277.94,156.5902,1930000,1903.27
387,387,-12979.7802734375,15.3528,2262.61,156.4337,1935000,1909.48
388,388,-13046.513671875,15.353,2266.45,156.6212,1940000,1916.65
389,389,-12972.328125,15.3472,2272.51,156.6229,1945000,1920.29
390,390,-13001.85546875,15.3088,2224.79,156.6546,1950000,1885.83
391,391,-13114.927734375,15.3736,2264.51,156.5606,1955000,1910.02
392,392,-13121.771484375,15.3978,2213.23,156.7627,1960000,1875.85
393,393,-13140.8818359375,15.4137,2234.59,156.6548,1965000,1843.09
394,394,-13193.3232421875,15.3785,2261.2,156.565,1970000,1891.2
395,395,-13106.53125,15.1104,2203.26,156.6571,1975000,1770.95
396,396,-13259.2763671875,15.4829,2279.83,156.7749,1980000,1929.75
397,397,-13282.1240234375,15.3397,2258.8,156.728,1985000,1892.61
398,398,-13239.3955078125,15.3992,2264.01,156.7015,1990000,1893.59
399,399,-13253.728515625,15.3414,2262.31,156.7551,1995000,1917.09
400,400,-13382.107421875,15.4637,2254.25,156.7141,2000000,1872.84
401,401,-13378.166015625,15.4976,2276.32,156.589,2005000,1930.68
402,402,-13391.9716796875,15.4413,2282.09,156.7866,2010000,1929.95
403,403,-13328.4521484375,15.3395,2268.71,156.6996,2015000,1927.55
404,404,-13403.783203125,15.3347,2285.77,156.6951,2020000,1944.33
405,405,-13398.7861328125,15.3902,2255.69,156.7081,2025000,1905.56
406,406,-13507.0556640625,15.5368,2181.45,156.8537,2030000,1948.44
407,407,-13488.126953125,15.5395,2292.68,156.7957,2035000,1926.47
408,408,-13558.357421875,15.5134,2302.19,156.8103,2040000,1946.59
409,409,-13609.814453125,15.5449,2294.66,156.7091,2045000,1930.54
410,410,-13638.830078125,15.4728,2298.1,156.7061,2050000,1904.87
411,411,-13531.7197265625,15.2668,2269.44,156.6769,2055000,1900.8
412,412,-13597.33203125,15.3509,2268.35,156.7549,2060000,1914.13
413,413,-13717.841796875,15.4797,2283.12,156.6221,2065000,1930.66
414,414,-13755.759765625,15.6177,2291.34,156.7443,2070000,1937.06
415,415,-13704.8203125,15.5445,2283.92,156.8621,2075000,1912.01
416,416,-13708.673828125,15.4253,2300.58,156.8483,2080000,1941.39
417,417,-13748.947265625,15.1686,2278.34,156.8571,2085000,1875.28
418,418,-13731.111328125,15.2373,2278.43,156.7444,2090000,1909.65
419,419,-13771.9990234375,15.3103,2289.9,156.7243,2095000,1909.57
420,420,-13772.6005859375,15.1936,2259.03,156.8009,2100000,1898.66
421,421,-13846.1240234375,15.439,2294.17,156.6125,2105000,1941.64
422,422,-13847.4853515625,15.3671,2303.75,156.7238,2110000,1929.16
423,423,-13843.19140625,15.2242,2258.54,156.6326,2115000,1877.2
424,424,-13948.044921875,15.2758,2279.48,156.454,2120000,1907.56
425,425,-13875.25390625,15.3754,2268.62,156.7076,2125000,1917.4
426,426,-13892.3134765625,15.1776,2277.13,156.5792,2130000,1918.68
427,427,-14026.708984375,15.4736,2297.19,156.6995,2135000,1902.52
428,428,-13924.3349609375,15.3262,2276.76,156.7091,2140000,1921.69
429,429,-14008.97265625,15.3177,2278.18,156.6493,2145000,1911.2
430,430,-14043.123046875,15.3371,2263.36,156.5839,2150000,1905.11
431,431,-14035.466796875,15.3701,2281.67,156.7412,2155000,1909.03
432,432,-14059.9560546875,15.0945,2280.9,156.6472,2160000,1885.19
433,433,-14110.68359375,15.3624,2247.29,156.6809,2165000,1887.62
434,434,-14157.318359375,15.3878,2279.16,156.5595,2170000,1912.98
435,435,-14091.541015625,15.2115,2246.07,156.7032,2175000,1875.98
436,436,-14154.470703125,15.3475,2260.64,156.5536,2180000,1885.2
437,437,-14230.94921875,15.4981,2227.84,156.8109,2185000,1875.14
438,438,-14278.3603515625,15.398,2275.68,156.6743,2190000,1897.39
439,439,-14178.4560546875,15.2974,2246.98,156.5902,2195000,1882.64
440,440,-14299.4267578125,15.3547,2298.75,156.5993,2200000,1901.29
441,441,-14262.435546875,15.3501,2305.18,156.8149,2205000,1943.29
442,442,-14257.517578125,15.1159,2263.6,156.7651,2210000,1905.03
443,443,-14313.31640625,15.2587,2231.51,156.7995,2215000,1886.74
444,444,-14364.1982421875,15.3821,2242.03,156.7048,2220000,1874.19
445,445,-14305.0244140625,15.1327,2228.15,156.7568,2225000,1900.53
446,446,-14444.8681640625,15.3388,2295.33,156.7286,2230000,1936.94
447,447,-14452.880859375,15.3419,2302.44,156.594,2235000,1892.61
448,448,-14364.7919921875,15.2347,2220.01,156.6506,2240000,1899.32
449,449,-14481.724609375,15.3485,2308.12,156.6696,2245000,1904.78
450,450,-14472.3564453125,15.194,2294.79,156.6862,2250000,1862.68
451,451,-14509.7978515625,15.4662,2276.18,156.8577,2255000,1882.83
452,452,-14544.6494140625,15.4414,2273.4,156.6535,2260000,1886.93
453,453,-14563.9150390625,15.4074,2290.79,156.6731,2265000,1909.5
454,454,-14480.333984375,15.295,2249.22,156.642,2270000,1921.84
455,455,-14580.0517578125,15.5124,2267.13,156.802,2275000,1896.72
456,456,-14594.548828125,15.5233,2309.71,156.7123,2280000,1953.27
457,457,-14598.3349609375,15.358,2299.82,156.6938,2285000,1915.12
458,458,-14699.556640625,15.5464,2320.34,156.6542,2290000,1921.91
459,459,-14643.4306640625,15.4935,2239.07,156.7263,2295000,1927.46
460,460,-14734.716796875,15.6191,2310.9,156.7315,2300000,1917.66
461,461,-14697.45703125,15.5521,2316.2,156.6212,2305000,1925.6
462,462,-14689.2109375,15.2364,2292.11,156.6942,2310000,1904.49
463,463,-14782.69921875,15.5055,2283.04,156.7463,2315000,1944.82
464,464,-14732.7021484375,15.2984,2258.13,156.6387,2320000,1904.08
465,465,-14825.6162109375,15.5559,2309.85,156.9823,2325000,1938.33
466,466,-14769.2265625,15.2669,2288.66,156.6872,2330000,1916.24
467,467,-14849.806640625,15.6028,2288.33,156.8555,2335000,1942.48
468,468,-14892.1787109375,15.4782,2305.38,156.7874,2340000,1934.58
469,469,-14862.87109375,15.5158,2320.02,156.816,2345000,1910.79
470,470,-14789.544921875,15.3758,2228.45,156.7339,2350000,1902.82
471,471,-14887.4462890625,15.4735,2272.12,156.7981,2355000,1903.08
472,472,-14872.3369140625,15.2836,2268.07,156.5826,2360000,1899.48
473,473,-14898.5693359375,15.3764,2286.42,156.8703,2365000,1901.25
474,474,-14974.978515625,15.4603,2280.68,156.6285,2370000,1911.09
475,475,-14967.787109375,15.5338,2278.95,156.618,2375000,1930.34
476,476,-15003.140625,15.4767,2304.24,156.8313,2380000,1918.31
477,477,-14943.8232421875,15.3134,2249.62,156.5916,2385000,1868.34
478,478,-14977.2587890625,15.1993,2264.84,156.7386,2390000,1915.37
479,479,-15071.2724609375,15.4376,2297.57,156.6151,2395000,1932.39
480,480,-15012.7705078125,15.3648,2297.63,156.6253,2400000,1936.43
481,481,-15108.9443359375,15.5164,2272.22,156.5996,2405000,1942.19
482,482,-15132.7197265625,15.2133,2292.14,156.606,2410000,1912.63
483,483,-15048.568359375,15.3105,2267.78,156.6828,2415000,1925.27
484,484,-15050.62890625,15.3756,2265.43,156.708,2420000,1874.5
485,485,-15099.255859375,15.2443,2243.57,156.6961,2425000,1918.37
486,486,-15044.5439453125,15.2984,2285.21,156.7052,2430000,1909.51
487,487,-15139.919921875,15.3398,2016.13,156.6048,2435000,1872.43
488,488,-15218.2978515625,15.4531,2251.4,156.706,2440000,1903.58
489,489,-15116.5849609375,15.3004,1993.04,156.703,2445000,1888.42
490,490,-15209.294921875,15.3398,2304.85,156.5602,2450000,1927.33
491,491,-15174.263671875,15.3763,2262.03,156.7136,2455000,1916.81
492,492,-15295.01171875,15.4359,2321.7,156.6095,2460000,1839.19
493,493,-15288.2919921875,15.5776,2293.22,156.6217,2465000,1931.31
494,494,-15229.7138671875,15.1552,2271.24,156.6918,2470000,1914.45
495,495,-15290.1494140625,15.2123,2302.35,156.6201,2475000,1956.94
496,496,-15253.1181640625,15.2477,2282.26,156.6611,2480000,1934.64
497,497,-15364.9765625,15.2401,2228.77,156.5875,2485000,1922.08
498,498,-15270.0810546875,15.1474,2247.24,156.671,2490000,1870.99
499,499,-15379.1748046875,15.4547,2271.61,156.6726,2495000,1924.96
500,500,-15315.2021484375,15.27,2220.25,156.7666,2500000,1906.77
501,501,-15404.078125,15.3111,2252.55,156.6701,2505000,1831.95
502,502,-15351.869140625,15.2791,2234.29,156.7268,2510000,1935.3
503,503,-15368.064453125,15.3662,2259.63,156.572,2515000,1959.79
504,504,-15397.8427734375,15.1929,2277.72,156.7304,2520000,1944.94
505,505,-15555.89453125,15.5222,2298.34,156.6713,2525000,1979.85
506,506,-15555.2421875,15.4723,2308.51,156.7242,2530000,1981.72
507,507,-15529.869140625,15.4908,2274.73,156.7794,2535000,1938.29
508,508,-15459.23828125,15.4247,2264.71,156.5754,2540000,1955.83
509,509,-15552.33984375,15.4529,2291.82,156.6495,2545000,1952.84
510,510,-15548.3955078125,15.3546,2290.69,156.6944,2550000,1947.11
511,511,-15543.9189453125,15.1389,2237.82,156.502,2555000,1891.22
512,512,-15622.9072265625,15.5588,2305.44,156.5358,2560000,1950.24
513,513,-15583.865234375,15.3492,2292.28,156.5575,2565000,1946.1
514,514,-15661.291015625,15.382,2283.88,156.7109,2570000,1943.29
515,515,-15710.591796875,15.3757,2303.96,156.5243,2575000,1952.4
516,516,-15680.83203125,15.2548,2270.35,156.6042,2580000,1904.86
517,517,-15803.55859375,15.5538,2308.5,156.6201,2585000,1941.99
518,518,-15696.4755859375,15.3942,2284.43,156.706,2590000,1911.3
519,519,-15775.6728515625,15.4289,2318.41,156.6037,2595000,1902.12
520,520,-15737.54296875,15.421,2323.18,156.6148,2600000,1966.35
521,521,-15814.6572265625,15.6397,2171.43,156.7885,2605000,1926.96
522,522,-15725.3134765625,15.1021,2300.87,156.6779,2610000,1932.08
523,523,-15783.8505859375,15.5164,2301.71,156.6647,2615000,1934.88
524,524,-15827.1044921875,15.5441,2289.23,156.7245,2620000,1953.47
525,525,-15824.17578125,15.5745,2279.68,156.6182,2625000,1916.82
526,526,-15846.583984375,15.5174,2312.99,156.7807,2630000,1964.38
527,527,-15887.9345703125,15.259,2291.18,156.5985,2635000,1909.39
528,528,-15836.5537109375,15.4345,2268.12,156.5956,2640000,1817.35
529,529,-15892.341796875,15.3706,2335.4,156.5407,2645000,1929.12
530,530,-15926.1962890625,15.3296,2331.36,156.6568,2650000,1920.72
531,531,-15840.90625,15.2019,2116.36,156.7118,2655000,1771.32
532,532,-15882.8857421875,15.4519,2225.96,156.6322,2660000,1881.24
533,533,-15971.99609375,15.5302,2275.43,156.7559,2665000,1945.93
534,534,-15954.341796875,15.1626,2217.77,156.7848,2670000,1873.84
535,535,-16014.634765625,15.2155,2296.89,156.6476,2675000,1925.58
536,536,-16074.3828125,15.4884,2325.62,156.7503,2680000,1944.92
537,537,-15968.9970703125,15.4867,2260.09,156.6741,2685000,1913.12
538,538,-15994.7890625,15.306,2286.83,156.6176,2690000,1933.77
539,539,-16046.8828125,15.4144,2262.51,156.5977,2695000,1923.2
540,540,-15988.1298828125,15.2997,2287.33,156.6733,2700000,1956.16
541,541,-16096.7060546875,15.427,2299.23,156.5916,2705000,1947.59
542,542,-16078.6552734375,15.3791,2270.74,156.5184,2710000,1900.26
543,543,-16118.484375,15.2061,2272.02,156.6335,2715000,1921.46
544,544,-16086.275390625,15.2389,2264.42,156.6885,2720000,1953.02
545,545,-16095.0947265625,15.4613,2289.35,156.66,2725000,1970.38
546,546,-16183.982421875,15.4939,2336.42,156.589,2730000,1967.94
547,547,-16148.837890625,15.3308,2295.16,156.715,2735000,1936.12
548,548,-16211.2236328125,15.5131,2282.87,156.7325,2740000,1945.4
549,549,-16128.49609375,15.4685,2314.18,156.5419,2745000,1927.14
550,550,-16192.8408203125,15.4537,2303.66,156.5598,2750000,1943.52
551,551,-16226.5625,15.5311,2288.54,156.5794,2755000,1959.17
552,552,-16288.5146484375,15.4871,2307.17,156.5113,2760000,1965.71
553,553,-16321.685546875,15.5984,2317.73,156.6732,2765000,1965.1
554,554,-16260.154296875,15.4436,2321.06,156.6532,2770000,1963.09
555,555,-16252.044921875,15.3245,2297.21,156.6646,2775000,1972.46
556,556,-16307.62109375,15.3578,2320.74,156.6518,2780000,1970.6
557,557,-16295.330078125,15.4978,2269.89,156.6984,2785000,1950.83
558,558,-16301.5537109375,15.5877,2302.21,156.5855,2790000,1935.3
559,559,-16302.9365234375,15.5606,2293.06,156.7,2795000,1947.95
560,560,-16417.30859375,15.5648,2304.68,156.7078,2800000,1991.07
561,561,-16432.361328125,15.7239,2340.36,156.5566,2805000,1975.72
562,562,-16377.359375,15.2859,2301.87,156.6708,2810000,1929.81
563,563,-16383.205078125,15.4418,2317.31,156.5488,2815000,1949.25
564,564,-16397.802734375,15.4662,2308.86,156.5951,2820000,1962.45
565,565,-16461.501953125,15.528,2296.4,156.6514,2825000,1952.62
566,566,-16394.642578125,15.3531,2302.5,156.5417,2830000,1952.86
567,567,-16425.669921875,15.3725,2292.98,156.6552,2835000,1965.22
568,568,-16433.79296875,15.3708,2294.74,156.6206,2840000,1934.02
569,569,-16443.84375,15.4874,2266.19,156.6185,2845000,1947.72
570,570,-16447.1171875,15.327,2291.19,156.619,2850000,1957.61
571,571,-16472.75390625,15.54,2286.41,156.6118,2855000,1920.11
572,572,-16460.958984375,15.2454,2281.61,156.6543,2860000,1928.0
573,573,-16512.85546875,15.4179,2310.53,156.5624,2865000,1957.9
574,574,-16460.931640625,15.4156,2296.37,156.4831,2870000,1940.7
575,575,-16488.23046875,15.2514,2212.11,156.6753,2875000,1918.19
576,576,-16496.125,15.1258,2284.58,156.5625,2880000,1928.73
577,577,-16560.94140625,15.3013,2274.01,156.6439,2885000,1896.71
578,578,-16508.91015625,15.2393,2320.42,156.6862,2890000,1899.69
579,579,-16531.8984375,15.1081,2226.72,156.6093,2895000,1915.76
580,580,-16566.87109375,15.232,2277.98,156.5971,2900000,1935.31
581,581,-16592.001953125,15.2991,2309.05,156.5452,2905000,1957.42
582,582,-16535.923828125,15.2862,2282.01,156.5355,2910000,1946.83
583,583,-16636.10546875,15.0846,2305.62,156.6875,2915000,1921.93
584,584,-16627.4453125,15.309,2325.28,156.5963,2920000,1958.25
585,585,-16688.15234375,15.4168,2286.75,156.7096,2925000,1945.7
586,586,-16647.84765625,15.1717,2306.13,156.4847,2930000,1940.26
587,587,-16662.755859375,15.2725,2272.19,156.608,2935000,1926.67
588,588,-16695.234375,15.3727,2275.5,156.6472,2940000,1902.88
589,589,-16678.302734375,15.1969,2234.33,156.5888,2945000,1903.23
590,590,-16754.1171875,15.4454,2301.82,156.5572,2950000,1970.84
591,591,-16703.697265625,15.3606,2262.87,156.5706,2955000,1951.0
592,592,-16742.36328125,15.5267,2280.17,156.5705,2960000,1933.23
593,593,-16703.8828125,15.3525,2286.27,156.5793,2965000,1948.74
594,594,-16809.369140625,15.5945,2298.22,156.6534,2970000,1934.65
595,595,-16762.50390625,15.3281,2306.42,156.7142,2975000,1935.0
596,596,-16838.681640625,15.3779,2286.74,156.6111,2980000,1941.98
597,597,-16779.912109375,15.1438,2240.7,156.6606,2985000,1928.65
598,598,-16771.017578125,15.0314,2203.08,156.6033,2990000,1914.96
599,599,-16806.14453125,15.2376,2219.74,156.7421,2995000,1931.52
