Running Update Time,Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Itration,Reward Loss
389,4526.34,88.4472,5262.84,84.2513,1945000,389,-13045.63671875
390,4757.03,94.0872,5567.24,87.2705,1950000,390,-13618.97265625
391,4547.35,95.17,5720.53,87.1584,1955000,391,-13768.2900390625
392,5054.99,93.6112,5695.3,88.4843,1960000,392,-13747.8427734375
393,5180.69,91.8406,5860.37,87.2777,1965000,393,-13676.9921875
394,4453.97,94.4256,5158.39,89.0972,1970000,394,-13760.5478515625
395,4981.14,85.6952,5655.12,83.1859,1975000,395,-13070.783203125
396,5381.72,96.8365,5783.11,87.7643,1980000,396,-13754.6123046875
397,5206.59,94.5251,4900.21,86.7278,1985000,397,-13788.12109375
398,4986.48,91.9136,5924.09,87.9684,1990000,398,-13798.9169921875
399,4829.19,93.3483,5789.78,88.1156,1995000,399,-13765.03515625
400,4510.8,94.5861,5615.38,88.6381,2000000,400,-13892.3232421875
401,5396.82,95.9619,5611.28,88.3845,2005000,401,-13933.916015625
402,4718.2,92.0736,5599.58,86.1361,2010000,402,-13881.2021484375
403,5022.53,95.7227,5460.33,87.7524,2015000,403,-13842.84375
404,4378.41,92.4609,5935.43,87.1433,2020000,404,-13915.3271484375
405,4856.04,89.8991,5353.04,86.5699,2025000,405,-13898.52734375
406,5473.87,101.4767,5819.74,89.5267,2030000,406,-14042.7216796875
407,5287.84,92.8642,5459.57,87.7876,2035000,407,-13973.478515625
408,5050.62,95.0343,5515.95,88.7284,2040000,408,-13941.6591796875
409,5004.56,91.4445,5715.03,88.8636,2045000,409,-14004.79296875
410,5206.98,97.4718,5579.19,89.0266,2050000,410,-14094.7216796875
411,5353.08,90.8818,5110.92,82.4887,2055000,411,-13202.5302734375
412,4707.86,95.8371,5613.82,87.6801,2060000,412,-14112.6171875
413,5033.71,96.593,5328.15,88.7368,2065000,413,-14220.181640625
414,4821.65,98.4337,5432.4,87.9033,2070000,414,-14259.2998046875
415,4149.65,95.9558,5817.53,88.1654,2075000,415,-14266.236328125
416,5513.16,95.38,5804.54,87.7485,2080000,416,-14046.8349609375
417,5511.72,97.6041,5599.23,88.5867,2085000,417,-14398.2783203125
418,4497.57,98.2828,5495.63,88.9771,2090000,418,-14335.7353515625
419,4800.53,95.2644,5752.51,87.7918,2095000,419,-14279.2490234375
420,5305.95,96.5673,5734.39,89.7478,2100000,420,-14387.3515625
421,5281.56,96.9053,5627.69,88.4635,2105000,421,-14514.0576171875
422,5293.23,100.2658,5785.37,90.6561,2110000,422,-14441.8935546875
423,4842.01,98.7678,5799.43,89.9665,2115000,423,-14416.1181640625
424,4685.53,94.8041,5754.01,89.768,2120000,424,-14450.8642578125
425,5072.73,101.2811,5761.07,89.0445,2125000,425,-14553.37109375
426,4581.48,98.0406,5823.69,89.2217,2130000,426,-14531.6240234375
427,4873.27,100.209,5790.26,90.6231,2135000,427,-14546.6640625
428,4544.12,94.0886,5900.87,87.9384,2140000,428,-14539.396484375
429,5078.87,96.7508,5616.43,89.3114,2145000,429,-14621.33984375
430,4348.45,95.5367,5408.1,88.6912,2150000,430,-14583.66796875
431,5293.63,95.0496,5627.53,88.789,2155000,431,-14689.94140625
432,5083.41,95.6317,5128.48,88.0163,2160000,432,-14452.71484375
433,4495.74,90.6192,5449.45,85.2019,2165000,433,-14390.8427734375
434,4812.77,90.3868,5908.82,86.9505,2170000,434,-14608.072265625
435,4858.22,94.9076,5774.53,88.9408,2175000,435,-14669.7880859375
436,4948.73,92.4768,5301.4,87.4705,2180000,436,-14787.580078125
437,4700.17,94.6476,5184.18,88.4229,2185000,437,-14706.1044921875
438,4886.39,93.9942,5701.67,89.3573,2190000,438,-14866.873046875
439,5199.04,95.4971,5881.88,89.4631,2195000,439,-15002.45703125
440,3994.66,92.7255,4941.97,88.2428,2200000,440,-14776.8857421875
441,5222.13,96.2861,5721.23,89.3023,2205000,441,-14908.130859375
442,5181.94,98.1245,5862.45,89.5797,2210000,442,-14899.4404296875
443,5239.75,92.4994,5874.67,88.048,2215000,443,-14907.8642578125
444,5391.94,95.6125,5501.85,89.9684,2220000,444,-14997.66796875
445,4964.1,92.6116,5598.85,88.2406,2225000,445,-14927.5302734375
446,4925.35,100.7221,5809.95,90.2274,2230000,446,-15126.7890625
447,5198.05,90.0449,5813.05,87.1506,2235000,447,-14850.98046875
448,4979.9,95.9875,5872.67,88.4755,2240000,448,-15072.0078125
449,5158.42,100.1994,5838.37,90.2816,2245000,449,-15140.8408203125
450,5123.39,97.5255,5809.37,88.9227,2250000,450,-15153.92578125
451,4539.52,97.5083,5196.99,89.0228,2255000,451,-15065.658203125
452,5529.89,100.1313,5739.09,89.1016,2260000,452,-15181.16796875
453,4971.05,97.2018,5663.85,88.3749,2265000,453,-15059.3095703125
454,5314.56,99.0317,5776.3,89.3777,2270000,454,-15230.732421875
455,3765.19,94.8166,4915.93,87.4488,2275000,455,-14952.7333984375
456,4927.6,97.5793,5835.4,88.1029,2280000,456,-15189.3173828125
457,4197.88,93.0369,5561.8,86.2682,2285000,457,-15007.404296875
458,4651.9,96.6313,5789.25,88.5798,2290000,458,-15229.427734375
459,5035.69,96.9967,5884.57,88.4545,2295000,459,-15225.1806640625
460,5407.27,96.8755,5888.25,89.7197,2300000,460,-15247.3154296875
461,4497.94,90.6535,5791.7,85.758,2305000,461,-14801.3837890625
462,5489.27,101.275,4995.7,91.311,2310000,462,-15376.0341796875
463,5154.6,94.7148,5679.55,89.6944,2315000,463,-15304.0126953125
464,4859.94,94.9575,5509.98,88.1817,2320000,464,-15281.9287109375
465,5300.69,102.0138,5549.54,90.8598,2325000,465,-15531.73046875
466,4938.73,96.0121,5783.6,88.8367,2330000,466,-15368.7080078125
467,5515.28,93.6838,5846.87,87.4272,2335000,467,-15420.041015625
468,5403.82,104.0321,5837.43,91.0261,2340000,468,-15618.9248046875
469,5127.08,98.2154,5890.01,87.8127,2345000,469,-15425.06640625
470,4582.48,98.9045,5546.32,88.1013,2350000,470,-15506.6494140625
471,5346.98,100.4456,5617.68,88.5976,2355000,471,-15388.1455078125
472,5509.98,96.4561,5879.62,88.7467,2360000,472,-15485.064453125
473,4954.59,101.8871,5698.17,89.7067,2365000,473,-15435.61328125
474,4758.61,101.3001,5891.85,89.2003,2370000,474,-15631.8916015625
475,5318.88,95.6982,5705.99,89.0095,2375000,475,-15478.33203125
476,4747.6,98.8746,5303.65,87.7105,2380000,476,-15412.18359375
477,4761.74,95.751,5868.33,88.2476,2385000,477,-15601.794921875
478,4674.92,98.951,5371.23,89.8864,2390000,478,-15591.234375
479,4804.44,99.5278,5281.31,88.6611,2395000,479,-15643.4765625
480,5131.86,102.0941,5746.66,89.5507,2400000,480,-15728.833984375
481,5337.83,95.3614,5578.64,86.9971,2405000,481,-15723.1796875
482,5071.8,96.5025,5719.24,87.2019,2410000,482,-15643.0078125
483,5163.13,99.1586,5507.69,88.3086,2415000,483,-15814.205078125
484,4956.32,99.2053,5633.32,86.6836,2420000,484,-15726.408203125
485,5081.99,100.587,5532.46,87.7452,2425000,485,-15054.619140625
486,4921.41,96.2936,5757.83,86.8871,2430000,486,-15658.2138671875
487,5511.57,98.3164,5865.74,87.1884,2435000,487,-15849.0634765625
488,4474.33,98.4891,5864.4,88.5253,2440000,488,-15873.2177734375
489,5349.88,98.9087,5816.11,88.1453,2445000,489,-15897.939453125
490,5092.2,99.757,5848.48,88.4612,2450000,490,-15879.4765625
491,5132.17,95.7256,5766.45,86.8681,2455000,491,-15653.3662109375
492,5433.05,96.9705,5814.45,87.2485,2460000,492,-15851.1923828125
493,4931.42,89.6917,5585.55,84.0321,2465000,493,-15336.591796875
494,5083.82,98.5353,5764.99,89.7081,2470000,494,-15895.08203125
495,5061.59,101.1286,5309.77,88.9409,2475000,495,-16047.0693359375
496,5046.24,94.1545,5365.92,86.4209,2480000,496,-15833.0458984375
497,5086.47,97.5516,5706.34,89.3134,2485000,497,-16128.3740234375
498,4710.08,96.5784,5836.01,87.9788,2490000,498,-15748.029296875
499,5159.65,99.811,5660.91,87.0932,2495000,499,-15979.634765625
500,5079.53,99.7715,5819.18,88.281,2500000,500,-16065.33984375
501,5061.62,100.5396,5597.23,89.112,2505000,501,-16173.603515625
502,5200.74,100.3127,5937.11,88.3222,2510000,502,-16152.4814453125
503,4643.58,96.296,4566.81,86.6502,2515000,503,-15898.0830078125
504,5375.56,94.7279,5673.57,86.5888,2520000,504,-16003.734375
505,4406.94,95.8912,5672.02,86.4364,2525000,505,-16011.1025390625
506,5374.76,96.8514,5895.55,87.8482,2530000,506,-16180.3642578125
507,5098.47,100.6016,5777.13,88.8884,2535000,507,-16250.083984375
508,5400.68,95.9845,5498.02,85.6566,2540000,508,-16183.6318359375
509,5218.22,99.4455,5436.84,88.9538,2545000,509,-16330.005859375
510,5194.81,95.9507,5656.69,86.6419,2550000,510,-16238.4873046875
511,5415.87,97.4782,5520.97,85.3406,2555000,511,-16326.4697265625
512,3908.86,101.1974,5482.0,89.5297,2560000,512,-16437.015625
513,4914.08,96.423,5651.48,88.4962,2565000,513,-16322.3876953125
514,4917.3,100.5635,5398.31,88.3117,2570000,514,-16390.248046875
515,4508.9,99.0458,5571.51,87.1425,2575000,515,-16252.8759765625
516,5271.12,95.6878,5893.58,85.4642,2580000,516,-16291.5244140625
517,4839.4,100.4732,5791.92,90.4561,2585000,517,-16459.59375
518,4104.81,93.1941,5924.56,85.3514,2590000,518,-16158.9814453125
519,4986.54,99.5211,4944.14,86.9394,2595000,519,-15740.224609375
520,5441.13,102.5374,5922.76,89.1393,2600000,520,-16557.640625
521,4010.76,99.9046,5516.44,88.1604,2605000,521,-16420.84765625
522,5281.74,101.938,5370.93,86.9903,2610000,522,-16484.85546875
523,4218.79,99.5899,5457.21,89.6988,2615000,523,-16369.4873046875
524,5199.42,98.3538,5906.52,87.9929,2620000,524,-16449.271484375
525,4209.27,100.2407,5568.85,87.6252,2625000,525,-16478.5703125
526,5160.75,98.5473,5627.33,86.1218,2630000,526,-16520.50390625
527,4491.04,99.462,4665.38,86.2329,2635000,527,-15733.40234375
528,4743.82,96.5254,5553.32,86.235,2640000,528,-16426.140625
529,5557.3,94.7251,5327.12,85.905,2645000,529,-15762.298828125
530,4947.72,101.2161,5882.23,87.3383,2650000,530,-16580.990234375
531,4686.15,98.6991,5489.07,88.1106,2655000,531,-16631.44140625
532,4078.57,109.6384,5807.25,86.1073,2660000,532,-16006.1640625
533,5269.72,102.3983,4968.68,88.6322,2665000,533,-16680.69140625
534,3792.34,100.7605,5445.74,89.7641,2670000,534,-16666.65234375
535,4003.4,96.2157,5764.23,86.1559,2675000,535,-15977.416015625
536,4612.77,99.0769,5824.35,88.4396,2680000,536,-16547.951171875
537,4670.24,100.8757,5829.58,86.2804,2685000,537,-16553.880859375
538,3795.76,92.613,4927.33,86.139,2690000,538,-16290.677734375
539,4435.14,100.6369,5501.08,89.2761,2695000,539,-16822.224609375
540,5246.4,92.7975,5919.07,84.7162,2700000,540,-16187.2275390625
541,4945.79,100.6377,5572.85,89.7234,2705000,541,-16738.580078125
542,4934.29,103.5242,5866.89,89.8808,2710000,542,-16856.107421875
543,4424.8,99.4328,5796.08,89.442,2715000,543,-16789.2734375
544,5360.28,102.102,5783.37,89.9955,2720000,544,-16813.267578125
545,4860.33,99.1496,5861.63,88.7025,2725000,545,-16672.615234375
546,4354.53,98.0498,5006.96,88.5676,2730000,546,-16617.32421875
547,3363.85,99.3551,5627.73,89.4193,2735000,547,-16723.724609375
548,4562.44,97.6312,5405.61,87.8756,2740000,548,-16599.46484375
549,3940.2,98.04,5591.61,87.7006,2745000,549,-16571.771484375
550,4197.27,100.0348,5283.98,88.9758,2750000,550,-16723.30859375
551,5193.51,96.2866,5614.96,83.8536,2755000,551,-15563.6728515625
552,5356.18,101.6637,5764.86,90.1231,2760000,552,-17027.60546875
553,4159.69,99.6926,5306.13,87.1286,2765000,553,-16821.453125
554,3690.08,98.1446,5688.57,88.3762,2770000,554,-16749.755859375
555,4598.4,99.5999,5603.23,88.2616,2775000,555,-16329.189453125
556,4777.59,99.426,5554.05,88.9343,2780000,556,-16855.8203125
557,5040.3,100.1628,5173.82,91.2444,2785000,557,-16994.154296875
558,5203.94,100.1742,5945.55,89.0089,2790000,558,-16977.98046875
559,5450.85,98.6989,5990.86,88.8987,2795000,559,-16996.404296875
560,5266.17,96.4361,5843.17,88.2737,2800000,560,-16858.181640625
561,4546.4,98.6123,5633.34,87.9642,2805000,561,-17048.095703125
562,4212.55,99.413,5612.12,89.1691,2810000,562,-16990.35546875
563,5091.17,98.6208,5765.54,89.7679,2815000,563,-17089.49609375
564,5523.66,99.6847,5319.07,87.6041,2820000,564,-16994.6640625
565,4896.77,97.6719,5374.26,89.0793,2825000,565,-17061.64453125
566,5080.69,99.6983,5683.4,88.5673,2830000,566,-17105.095703125
567,5515.9,98.906,5659.01,88.8079,2835000,567,-17132.728515625
568,5395.81,96.0888,6052.54,87.5715,2840000,568,-17074.05078125
569,5447.59,92.9254,5515.14,85.15,2845000,569,-16335.02734375
570,5562.76,96.7258,5958.96,89.1955,2850000,570,-17034.0078125
571,5136.81,97.5433,6014.5,88.4417,2855000,571,-17100.61328125
572,5419.11,93.3243,5914.79,86.1317,2860000,572,-17014.2578125
573,5368.01,91.772,5737.21,86.6903,2865000,573,-17023.189453125
574,5197.23,85.5334,5974.23,84.2353,2870000,574,-16177.0361328125
575,5429.82,93.7216,5993.07,86.5011,2875000,575,-17063.33984375
576,4926.58,93.4654,5587.92,86.818,2880000,576,-17039.271484375
577,4937.17,86.7553,6060.28,83.2099,2885000,577,-16182.9755859375
578,5308.09,93.7867,6031.0,85.6814,2890000,578,-17144.91015625
579,5538.71,94.0543,5648.09,86.4289,2895000,579,-17039.646484375
580,5495.38,95.1722,5916.08,86.4867,2900000,580,-17226.74609375
581,5402.24,92.8879,5498.48,84.4897,2905000,581,-17041.37890625
582,5372.9,90.0052,5829.0,86.4339,2910000,582,-17089.55859375
583,4378.55,91.2615,5995.0,85.2592,2915000,583,-17201.62109375
584,5285.87,85.7627,5586.6,84.4269,2920000,584,-16293.447265625
585,4649.09,82.8077,5915.9,80.5649,2925000,585,-16164.1923828125
586,5106.01,97.8236,5360.53,88.8282,2930000,586,-17330.90234375
587,5483.89,93.2407,5444.63,88.1806,2935000,587,-17251.4296875
588,4980.23,96.4894,5478.09,87.2604,2940000,588,-17255.595703125
589,4522.34,93.4727,3946.19,86.7072,2945000,589,-17285.515625
590,2250.31,77.4,2206.45,76.8723,2950000,590,-13159.5810546875
591,3431.89,98.3917,3840.85,82.961,2955000,591,-15903.0244140625
592,3723.88,106.286,3749.06,91.6996,2960000,592,-17403.6875
593,3925.6,99.4054,3845.13,86.5483,2965000,593,-16975.427734375
594,1308.32,53.5044,1317.85,73.3902,2970000,594,-11952.99609375
595,4776.95,124.8674,4186.56,90.6638,2975000,595,-16929.060546875
596,4234.81,102.534,4565.91,91.139,2980000,596,-17199.60546875
597,3153.46,91.5416,4213.69,85.318,2985000,597,-16793.896484375
598,3243.18,114.987,5166.27,84.6475,2990000,598,-16376.7314453125
599,2227.4,72.0929,1136.21,79.023,2995000,599,-12054.4326171875
