Running Forward KL,Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Running Env Steps,Itration
659.1428,-98368.4921875,61.01,558.4135,407,61.1,2035000,407
686.4285,-98262.9296875,63.28,649.1731,408,62.88,2040000,408
674.0114,-98490.8515625,59.61,573.095,409,59.81,2045000,409
694.1726,-98245.4921875,59.97,643.7486,410,59.96,2050000,410
697.3224,-98118.015625,59.17,567.4405,411,59.03,2055000,411
661.0154,-98294.6015625,61.94,557.6107,412,62.44,2060000,412
719.0492,-98887.703125,62.74,815.6667,413,62.6,2065000,413
681.8053,-96958.171875,61.53,550.8082,414,61.77,2070000,414
675.2001,-97961.53125,60.15,762.3107,415,60.33,2075000,415
618.1936,-97374.7890625,60.83,739.8395,416,60.6,2080000,416
689.6544,-97333.578125,61.03,690.9802,417,60.22,2085000,417
678.4457,-97323.9375,62.43,702.9956,418,62.65,2090000,418
678.6648,-97063.5703125,63.52,460.2944,419,63.44,2095000,419
675.8533,-97981.5390625,62.46,731.8133,420,62.64,2100000,420
708.431,-97834.40625,63.09,502.4568,421,62.46,2105000,421
683.5197,-98063.7890625,62.71,468.2296,422,62.97,2110000,422
645.4137,-96685.171875,61.31,497.2878,423,61.87,2115000,423
680.4865,-98550.09375,60.46,651.6326,424,60.2,2120000,424
698.5177,-98857.1328125,59.47,1101.2543,425,59.71,2125000,425
702.2794,-99044.046875,61.85,1497.8538,426,60.37,2130000,426
718.6244,-99307.4765625,62.49,1279.9208,427,62.64,2135000,427
686.0218,-97908.484375,60.89,571.5543,428,60.61,2140000,428
695.3362,-98848.2421875,60.12,805.9741,429,60.09,2145000,429
683.8718,-98981.6015625,61.0,726.6598,430,60.84,2150000,430
697.2303,-98718.6953125,59.58,608.9838,431,59.99,2155000,431
699.6342,-99068.7734375,61.19,934.8324,432,60.42,2160000,432
697.201,-98867.875,61.68,526.9301,433,62.33,2165000,433
712.5922,-98926.0,61.5,585.0911,434,61.39,2170000,434
690.0835,-98962.796875,59.65,684.2271,435,60.2,2175000,435
685.1,-98824.671875,59.5,506.451,436,59.5,2180000,436
693.6787,-98470.4609375,60.81,512.9638,437,60.97,2185000,437
699.2454,-98893.75,58.88,470.4764,438,59.15,2190000,438
692.4017,-98675.1796875,59.78,441.5797,439,59.81,2195000,439
685.7835,-98904.9453125,61.83,447.0705,440,61.82,2200000,440
706.5132,-98921.21875,61.09,520.3039,441,60.97,2205000,441
685.217,-98306.4453125,60.28,538.7984,442,59.94,2210000,442
695.7664,-98862.109375,61.05,460.1977,443,60.96,2215000,443
707.6516,-98837.375,60.89,470.6701,444,61.9,2220000,444
698.2673,-98994.1015625,59.44,447.4426,445,59.21,2225000,445
723.1412,-99089.9765625,59.63,470.1705,446,59.65,2230000,446
719.3406,-99125.75,60.18,490.4955,447,60.22,2235000,447
694.2166,-99166.59375,59.74,461.197,448,59.88,2240000,448
710.6841,-98687.7578125,61.99,446.2715,449,61.69,2245000,449
713.3372,-99246.9140625,60.6,483.7144,450,60.57,2250000,450
727.2328,-99153.203125,62.12,590.9293,451,61.91,2255000,451
696.6634,-98985.7421875,60.9,443.676,452,60.42,2260000,452
698.4173,-99052.5625,61.27,518.7466,453,61.3,2265000,453
708.4047,-98837.453125,63.08,464.8197,454,62.99,2270000,454
706.4666,-98379.109375,61.56,448.9774,455,61.28,2275000,455
708.2751,-98617.8984375,61.27,457.6538,456,61.36,2280000,456
727.3168,-99335.1484375,61.67,560.9433,457,61.2,2285000,457
710.0258,-98285.1171875,61.47,487.9273,458,61.3,2290000,458
718.9753,-98766.75,62.67,484.1751,459,62.79,2295000,459
715.7919,-98926.8046875,61.28,464.4236,460,61.25,2300000,460
721.5092,-99028.5625,62.47,538.2683,461,61.54,2305000,461
728.342,-99346.421875,62.54,538.8094,462,62.21,2310000,462
706.9169,-99251.1796875,62.73,645.9044,463,62.63,2315000,463
726.0975,-99477.59375,62.84,731.5903,464,62.88,2320000,464
729.9717,-99304.9921875,60.61,712.5473,465,60.61,2325000,465
728.8335,-99312.34375,61.56,553.6854,466,60.89,2330000,466
720.3127,-99138.2421875,59.76,486.5453,467,59.67,2335000,467
692.0792,-98682.125,62.6,579.287,468,62.61,2340000,468
717.3968,-98928.3984375,62.03,527.7305,469,61.78,2345000,469
682.8451,-98672.078125,59.4,607.292,470,58.65,2350000,470
730.1135,-99230.0703125,60.3,610.3481,471,60.3,2355000,471
711.1408,-99288.203125,62.75,560.8873,472,62.46,2360000,472
704.6454,-99177.171875,59.66,670.5105,473,60.27,2365000,473
685.0418,-99370.28125,61.14,901.8659,474,60.87,2370000,474
706.1894,-99420.4921875,60.32,880.624,475,60.12,2375000,475
733.5135,-99622.4453125,58.98,1098.8278,476,59.21,2380000,476
740.751,-99627.703125,60.56,1214.1484,477,60.55,2385000,477
700.5535,-98724.59375,58.8,805.8154,478,59.02,2390000,478
737.3793,-99605.25,60.11,898.0206,479,60.32,2395000,479
733.3526,-99570.7890625,58.27,1114.9671,480,58.53,2400000,480
733.004,-99578.671875,61.94,837.7389,481,61.91,2405000,481
726.0492,-99533.203125,60.6,632.3743,482,60.62,2410000,482
735.873,-99516.9765625,61.81,771.0,483,61.81,2415000,483
728.1844,-99656.703125,59.98,554.5413,484,60.4,2420000,484
734.3583,-99615.25,62.43,655.6871,485,62.56,2425000,485
719.9883,-99620.40625,60.7,603.2711,486,60.05,2430000,486
741.4976,-99685.5390625,62.45,1145.4576,487,62.19,2435000,487
733.4569,-99620.34375,61.66,1086.6818,488,61.45,2440000,488
736.3967,-99655.8515625,61.16,1025.1236,489,60.86,2445000,489
723.2654,-99453.40625,60.8,1040.1975,490,61.0,2450000,490
733.0092,-99678.03125,62.83,1069.7876,491,62.87,2455000,491
745.8353,-99688.1328125,60.35,1460.2476,492,59.99,2460000,492
719.9646,-99695.71875,60.62,1029.1909,493,59.87,2465000,493
733.9485,-99688.765625,61.7,689.0436,494,61.65,2470000,494
690.3461,-99521.875,61.41,852.7228,495,61.38,2475000,495
727.7156,-99671.015625,59.01,1709.6608,496,58.86,2480000,496
748.392,-99767.75,59.69,1806.4158,497,60.21,2485000,497
721.7396,-99645.65625,60.82,1003.2497,498,60.68,2490000,498
734.8624,-99740.953125,59.0,1586.3705,499,59.1,2495000,499
735.6749,-99712.4921875,59.99,1758.1953,500,59.73,2500000,500
762.1769,-99745.515625,59.9,2287.3114,501,59.76,2505000,501
758.7363,-99762.1796875,62.39,2216.7803,502,62.42,2510000,502
744.491,-99735.484375,61.83,1539.2528,503,62.5,2515000,503
740.773,-99732.3359375,59.72,1207.8486,504,59.99,2520000,504
736.141,-99719.78125,62.28,1463.7659,505,62.57,2525000,505
742.6675,-99723.4609375,62.08,1578.3237,506,62.17,2530000,506
709.2895,-99615.4140625,62.51,1207.2077,507,61.81,2535000,507
738.3919,-99763.0390625,61.28,1414.384,508,60.25,2540000,508
759.9543,-99784.3984375,59.36,2037.6632,509,58.89,2545000,509
734.7183,-99718.453125,58.63,1551.001,510,58.96,2550000,510
742.0891,-99782.46875,60.06,1768.0396,511,59.83,2555000,511
737.2534,-99761.28125,58.6,1381.1817,512,58.55,2560000,512
745.6084,-99754.2734375,59.09,1735.454,513,59.03,2565000,513
744.1513,-99767.2890625,59.18,1983.5964,514,58.84,2570000,514
747.6884,-99765.765625,61.69,2119.9911,515,61.61,2575000,515
744.563,-99740.671875,60.12,2255.2291,516,59.88,2580000,516
739.9027,-99761.140625,59.99,1835.5974,517,59.53,2585000,517
733.4425,-99710.140625,59.81,1462.9885,518,59.62,2590000,518
743.6772,-99740.0,59.18,2230.0483,519,59.57,2595000,519
749.7194,-99790.5625,59.3,2264.4099,520,59.65,2600000,520
752.5469,-99778.140625,59.99,2232.7589,521,60.86,2605000,521
747.7629,-99769.9140625,61.17,2258.8459,522,60.75,2610000,522
760.2074,-99790.6875,61.1,2394.9588,523,61.2,2615000,523
755.0485,-99741.359375,60.08,2436.8096,524,59.74,2620000,524
750.9455,-99768.859375,59.99,2099.5267,525,59.96,2625000,525
751.5169,-99773.109375,58.23,2116.7825,526,58.02,2630000,526
758.6306,-99771.5078125,58.59,2423.9856,527,59.24,2635000,527
751.1185,-99749.6015625,58.65,1915.8679,528,58.95,2640000,528
759.1786,-99757.921875,58.29,2505.6138,529,58.11,2645000,529
765.5436,-99774.84375,58.11,2495.3054,530,58.1,2650000,530
762.2564,-99754.0,57.8,2459.4956,531,57.78,2655000,531
762.5472,-99768.890625,58.26,2486.0173,532,57.83,2660000,532
772.2285,-99747.609375,58.3,2527.4773,533,58.22,2665000,533
764.3849,-99770.1484375,56.58,2471.1039,534,56.91,2670000,534
767.4921,-99780.9609375,57.16,2487.1297,535,56.87,2675000,535
760.3231,-99752.671875,58.18,2494.2064,536,57.86,2680000,536
766.752,-99766.8671875,58.94,2534.7985,537,59.32,2685000,537
766.5335,-99774.59375,59.61,2517.5734,538,59.91,2690000,538
773.4527,-99793.1875,62.53,2478.3042,539,62.78,2695000,539
770.5386,-99800.4140625,63.32,2464.1388,540,63.81,2700000,540
756.1504,-99745.5078125,60.02,2469.2087,541,60.39,2705000,541
766.8787,-99795.6796875,59.5,2502.9377,542,60.13,2710000,542
772.1391,-99730.28125,60.45,2466.9189,543,61.21,2715000,543
772.9852,-99763.828125,61.08,2383.4084,544,61.11,2720000,544
763.9956,-99759.8828125,60.87,2279.987,545,60.89,2725000,545
768.8476,-99749.296875,62.59,2086.1098,546,62.63,2730000,546
770.8502,-99771.21875,62.71,1819.3489,547,62.72,2735000,547
771.2794,-99758.828125,58.84,1312.7541,548,59.11,2740000,548
760.7402,-99779.171875,59.07,1484.1063,549,59.5,2745000,549
747.2797,-99664.8203125,61.27,684.0972,550,61.46,2750000,550
758.5122,-99808.4453125,61.56,1662.2023,551,61.56,2755000,551
755.361,-99765.640625,59.33,1110.2072,552,59.29,2760000,552
751.9143,-99743.8671875,59.24,749.626,553,59.24,2765000,553
759.2536,-99781.2734375,59.08,1897.6983,554,59.09,2770000,554
756.7426,-99793.3671875,59.51,1732.6809,555,59.5,2775000,555
763.7075,-99799.5703125,59.1,1573.7977,556,59.11,2780000,556
765.0273,-99789.7265625,59.73,1302.8163,557,59.56,2785000,557
767.6781,-99791.4296875,58.14,1885.1915,558,58.09,2790000,558
765.8215,-99784.7890625,59.14,1684.8297,559,59.3,2795000,559
797.178,-99802.078125,62.18,1955.8544,560,62.23,2800000,560
820.9344,-99800.4375,62.43,1946.8044,561,62.31,2805000,561
784.4966,-99796.4609375,62.4,1946.2857,562,62.2,2810000,562
793.5492,-99786.0390625,61.27,1916.1326,563,61.12,2815000,563
769.3451,-99776.5078125,61.07,1487.0418,564,60.81,2820000,564
776.0087,-99787.7890625,60.92,1656.9679,565,60.86,2825000,565
789.2611,-99805.0234375,59.36,1868.7302,566,59.41,2830000,566
798.8398,-99801.4375,59.94,1877.7685,567,59.76,2835000,567
842.9171,-99803.2578125,59.98,1896.48,568,60.27,2840000,568
809.6712,-99802.203125,58.15,1880.8469,569,58.15,2845000,569
816.4834,-99803.3046875,58.04,1901.211,570,58.14,2850000,570
834.7382,-99804.59375,57.97,1903.1176,571,58.07,2855000,571
807.4257,-99804.8125,58.11,1883.5457,572,58.19,2860000,572
810.9605,-99808.3203125,58.09,1885.6817,573,58.13,2865000,573
835.8899,-99803.7109375,58.03,1858.8041,574,58.12,2870000,574
818.4518,-99806.3203125,58.13,1836.2316,575,58.13,2875000,575
821.7526,-99814.3984375,57.98,1823.9611,576,58.1,2880000,576
802.7512,-99808.140625,58.24,1796.0576,577,58.44,2885000,577
801.8297,-99808.0859375,58.11,1742.7897,578,58.08,2890000,578
796.8312,-99812.625,58.04,1728.7125,579,58.06,2895000,579
795.5478,-99812.828125,58.56,1662.4349,580,58.78,2900000,580
797.2539,-99807.859375,58.73,1647.68,581,58.64,2905000,581
790.0748,-99805.8046875,58.94,1616.4142,582,58.5,2910000,582
794.105,-99801.3125,58.04,1565.1933,583,58.09,2915000,583
792.0759,-99805.140625,57.94,1516.8145,584,57.99,2920000,584
797.7243,-99807.6171875,58.15,1304.9539,585,58.27,2925000,585
799.3377,-99805.7421875,58.38,1209.8479,586,58.29,2930000,586
795.0668,-99804.4765625,57.65,1230.7296,587,57.93,2935000,587
780.1968,-99801.5078125,57.35,1504.7963,588,57.19,2940000,588
781.8275,-99815.7734375,58.54,1467.0324,589,58.66,2945000,589
778.292,-99770.96875,57.49,1468.6328,590,57.75,2950000,590
779.1504,-99764.8125,58.32,1444.1273,591,58.44,2955000,591
773.7112,-99788.921875,57.67,1421.5245,592,57.6,2960000,592
778.5891,-99785.6953125,57.79,1401.5065,593,57.61,2965000,593
775.6765,-99795.453125,58.12,1401.6744,594,58.45,2970000,594
778.3085,-99792.0,58.36,1380.9346,595,57.95,2975000,595
775.0119,-99799.0390625,57.73,1396.5323,596,57.76,2980000,596
773.4377,-99782.40625,57.77,1366.846,597,58.1,2985000,597
773.308,-99780.6875,57.66,1347.3827,598,57.71,2990000,598
771.1931,-99782.6484375,58.42,1299.6037,599,58.45,2995000,599
