Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Real Sto Return,Reward Loss
388,39.9602,4604.92,14.3242,1940000,388,4542.38,-19572.2578125
389,40.4904,4613.46,15.7983,1945000,389,4528.61,-22074.185546875
390,39.7866,4599.05,14.7571,1950000,390,4540.61,-20667.90625
391,39.774,4557.4,15.1497,1955000,391,4482.78,-20403.4921875
392,40.3772,4608.7,15.3147,1960000,392,4526.47,-20591.189453125
393,39.6288,4590.31,14.264,1965000,393,4369.42,-19563.072265625
394,39.7503,4601.57,15.2064,1970000,394,4538.68,-21101.650390625
395,39.9459,4593.6,14.8366,1975000,395,4501.84,-21048.6875
396,39.8593,4611.29,14.871,1980000,396,4538.11,-20674.1796875
397,40.2586,4641.89,14.979,1985000,397,4554.38,-21821.998046875
398,39.8053,4611.14,14.589,1990000,398,4544.8,-20768.00390625
399,40.0252,4630.56,14.5525,1995000,399,4568.58,-20729.734375
400,40.2643,4616.69,14.9488,2000000,400,4532.24,-22094.421875
401,40.0733,4641.12,14.9237,2005000,401,4576.35,-22052.189453125
402,39.7675,4600.45,15.0064,2010000,402,4550.64,-22359.478515625
403,40.3495,4642.63,14.8398,2015000,403,4570.83,-21771.287109375
404,40.3873,4620.08,15.0276,2020000,404,4558.87,-22541.921875
405,40.0933,4680.0,15.6317,2025000,405,4598.81,-23520.046875
406,40.1482,4694.89,15.3958,2030000,406,4476.84,-23588.15234375
407,40.3062,4647.35,15.4064,2035000,407,4576.3,-22608.728515625
408,40.2498,4758.03,15.5085,2040000,408,4600.62,-22941.400390625
409,40.0682,4666.4,14.9489,2045000,409,4541.85,-22875.703125
410,40.3443,4620.72,13.9919,2050000,410,4505.27,-22426.640625
411,40.9977,4659.44,15.35,2055000,411,4574.57,-24448.919921875
412,40.0235,4617.95,13.9785,2060000,412,4527.17,-22356.4921875
413,40.4596,4643.5,15.0735,2065000,413,4555.27,-23381.0390625
414,40.7612,4638.36,15.6187,2070000,414,4553.59,-25438.484375
415,39.8699,4664.42,14.5781,2075000,415,4606.53,-23932.75390625
416,40.7362,4606.42,14.8202,2080000,416,4530.52,-24027.65234375
417,40.2447,4636.39,14.9079,2085000,417,4530.52,-23577.513671875
418,40.8288,4639.9,14.8243,2090000,418,4130.93,-24045.599609375
419,41.0885,4730.08,15.1749,2095000,419,4625.24,-24507.96484375
420,40.3848,4632.9,15.0855,2100000,420,4386.57,-24091.9375
421,40.0557,4628.12,14.4638,2105000,421,4563.25,-23474.857421875
422,40.6571,4622.58,14.6639,2110000,422,4550.62,-24285.322265625
423,40.2884,4612.07,15.1024,2115000,423,4561.57,-23440.34375
424,41.2007,4612.77,15.0493,2120000,424,4522.32,-24681.046875
425,40.8819,4631.29,14.6358,2125000,425,4531.19,-25519.3828125
426,40.2217,4589.43,14.8603,2130000,426,4588.46,-25228.1171875
427,40.744,4756.05,14.5983,2135000,427,4082.13,-23945.876953125
428,40.2813,4675.44,14.9503,2140000,428,4587.55,-24696.986328125
429,40.8094,4661.49,19.4839,2145000,429,3399.33,-23801.38671875
430,40.4495,4645.29,14.4553,2150000,430,2825.08,-21991.6796875
431,41.0586,4605.4,15.2392,2155000,431,4574.2,-25560.44140625
432,40.4644,4530.46,14.1157,2160000,432,4483.37,-22699.9296875
433,40.5164,4652.38,14.6127,2165000,433,4553.05,-24786.98046875
434,40.116,4670.93,15.25,2170000,434,4450.48,-25892.34375
435,40.3668,4656.91,13.8333,2175000,435,4164.66,-24389.19921875
436,40.5015,4658.37,15.1682,2180000,436,4523.14,-24208.11328125
437,40.3901,4639.41,16.7007,2185000,437,4200.08,-24903.646484375
438,40.5207,4663.14,14.8805,2190000,438,4338.97,-25587.837890625
439,41.091,4647.69,15.3008,2195000,439,4386.99,-26869.75
440,41.5253,4667.28,17.3534,2200000,440,4075.84,-25569.75
441,40.5365,4668.08,17.5043,2205000,441,4594.41,-25649.763671875
442,40.7579,4686.96,15.4923,2210000,442,4573.32,-26301.576171875
443,40.7863,4604.88,15.3628,2215000,443,4547.9,-26297.501953125
444,41.1904,4701.16,18.1209,2220000,444,4606.55,-26467.33984375
445,40.5287,4772.75,17.7314,2225000,445,4581.66,-25068.455078125
446,40.7102,4643.71,14.915,2230000,446,4525.17,-25318.5078125
447,40.839,4586.55,15.4732,2235000,447,4349.16,-26422.55078125
448,40.3367,4598.62,15.5449,2240000,448,4550.13,-25815.76953125
449,41.18,4595.53,18.1299,2245000,449,4299.26,-26498.23046875
450,41.1284,4597.65,40.0858,2250000,450,4296.06,-26299.064453125
451,41.5191,4597.06,23.338,2255000,451,4421.7,-27864.259765625
452,40.9016,4618.75,16.2289,2260000,452,4508.67,-28639.0234375
453,40.7115,4649.81,16.6318,2265000,453,4552.9,-27720.626953125
454,40.7726,4674.92,15.8174,2270000,454,4615.18,-27253.193359375
455,40.4136,4628.71,14.9571,2275000,455,4487.13,-27347.93359375
456,41.1001,4649.99,16.6951,2280000,456,4567.35,-29495.71484375
457,41.0605,4643.84,15.9902,2285000,457,4580.94,-27117.79296875
458,40.6162,4651.71,16.2515,2290000,458,3595.37,-27809.58984375
459,40.6485,4649.59,16.1202,2295000,459,4595.77,-26151.306640625
460,40.4887,4704.24,15.8333,2300000,460,4297.01,-27515.6484375
461,40.6902,4615.37,17.8188,2305000,461,3754.81,-28213.046875
462,39.6219,4682.37,18.1485,2310000,462,3733.44,-28498.451171875
463,40.8734,4656.65,15.0115,2315000,463,4564.43,-28335.462890625
464,39.7064,4629.09,14.404,2320000,464,4483.27,-24943.03515625
465,39.8146,4641.39,14.7385,2325000,465,4598.48,-26036.462890625
466,39.5577,4626.48,13.9222,2330000,466,3967.48,-25105.5234375
467,40.0161,4596.46,14.6894,2335000,467,4164.43,-23342.13671875
468,39.661,4622.19,13.5722,2340000,468,4515.86,-23970.259765625
469,39.7092,4600.91,13.6425,2345000,469,4352.03,-25933.748046875
470,40.1857,4644.01,15.425,2350000,470,3837.23,-25301.095703125
471,39.706,4560.86,13.4882,2355000,471,4184.49,-25552.603515625
472,39.7228,4578.22,13.7618,2360000,472,4470.58,-27323.330078125
473,39.5778,4608.91,14.701,2365000,473,4089.11,-25017.27734375
474,39.8721,4583.09,13.2137,2370000,474,4463.42,-24693.18359375
475,40.4123,4531.84,13.9198,2375000,475,4352.71,-25020.57421875
476,39.8228,4599.27,19.5874,2380000,476,4184.77,-24474.73046875
477,39.7128,4557.31,13.1481,2385000,477,4434.38,-25249.671875
478,40.3629,4550.28,13.8325,2390000,478,4480.12,-27005.478515625
479,40.3958,4528.08,13.5022,2395000,479,4423.98,-25961.833984375
480,39.8807,4519.16,15.9444,2400000,480,4097.85,-25672.154296875
481,40.0211,4562.17,13.5318,2405000,481,4321.22,-24805.720703125
482,40.1179,4549.82,13.3764,2410000,482,4331.8,-26253.73828125
483,40.5484,4584.0,13.5962,2415000,483,4478.54,-25105.017578125
484,39.9457,4551.44,17.123,2420000,484,4124.6,-25189.224609375
485,40.2393,4559.43,14.2917,2425000,485,4395.1,-26647.017578125
486,39.9112,4557.41,13.3934,2430000,486,4454.53,-27384.044921875
487,39.9326,4654.62,13.1589,2435000,487,4464.17,-24757.884765625
488,40.9048,4517.13,16.9236,2440000,488,4032.4,-27709.818359375
489,40.387,4607.55,14.2733,2445000,489,4462.08,-29608.876953125
490,40.3807,4526.65,13.3947,2450000,490,4326.51,-24212.912109375
491,40.4544,4628.1,14.9476,2455000,491,4473.81,-28345.115234375
492,39.9548,4546.0,13.9982,2460000,492,4437.7,-26759.220703125
493,40.406,4649.45,13.5469,2465000,493,4455.0,-26461.1875
494,40.8472,4637.4,17.895,2470000,494,3840.75,-28425.80078125
495,40.3786,4592.82,14.6723,2475000,495,4461.43,-27275.55859375
496,39.9085,4646.6,14.5732,2480000,496,4505.53,-27746.2890625
497,40.1942,4723.71,15.1078,2485000,497,4579.72,-28398.6875
498,40.0729,4703.4,15.0899,2490000,498,4272.58,-27366.1953125
499,40.4646,4624.73,16.3587,2495000,499,4469.98,-25966.771484375
500,40.0588,4586.01,14.9308,2500000,500,4484.62,-26781.568359375
501,40.2402,4645.59,16.252,2505000,501,4470.62,-26952.025390625
502,40.2895,4617.11,15.2949,2510000,502,4503.35,-28171.66015625
503,40.7574,4695.34,16.0802,2515000,503,4587.93,-31378.5546875
504,41.0377,4714.12,15.8012,2520000,504,4499.29,-29609.181640625
505,40.2894,4718.97,14.7853,2525000,505,4492.35,-28318.41796875
506,40.2644,4639.22,15.3109,2530000,506,4571.7,-26190.689453125
507,40.3893,4678.89,15.3472,2535000,507,4361.35,-31169.62109375
508,39.9416,4644.56,15.0471,2540000,508,4560.01,-29846.501953125
509,40.4185,4609.52,15.8918,2545000,509,4545.29,-30779.96875
510,39.8888,4662.63,14.9879,2550000,510,4526.39,-27803.388671875
511,40.0887,4598.89,14.648,2555000,511,4459.14,-26642.19921875
512,39.9695,4694.86,14.6621,2560000,512,4522.71,-27778.83984375
513,39.9524,4639.58,13.9197,2565000,513,4522.63,-28253.55859375
514,40.258,4722.37,15.5943,2570000,514,4326.06,-31988.78515625
515,39.7585,4641.05,15.019,2575000,515,4543.27,-28059.83203125
516,39.9968,4647.08,14.1327,2580000,516,4494.35,-27730.900390625
517,40.6396,4662.7,15.405,2585000,517,4142.06,-31100.810546875
518,39.6217,4626.94,14.9383,2590000,518,4519.92,-29029.5078125
519,39.9645,4529.16,17.5145,2595000,519,4482.24,-28883.4453125
520,40.3498,4601.21,18.5551,2600000,520,4264.5,-29433.158203125
521,40.5302,4505.07,15.1484,2605000,521,4464.57,-32188.919921875
522,39.9243,4541.42,14.638,2610000,522,4359.45,-30649.47265625
523,39.7538,4505.54,14.9195,2615000,523,4090.44,-28038.650390625
524,40.3715,4535.88,14.8996,2620000,524,4365.68,-33082.43359375
525,40.1888,4634.93,26.2624,2625000,525,4281.16,-28722.0
526,40.0462,4589.57,14.8423,2630000,526,4179.81,-31859.076171875
527,40.133,4586.09,15.826,2635000,527,4397.54,-31820.966796875
528,40.6982,4565.16,15.2783,2640000,528,4301.49,-33426.6171875
529,40.8867,4605.53,15.8562,2645000,529,4146.9,-33655.98046875
530,40.7402,4673.2,15.6772,2650000,530,3312.13,-33151.6875
531,41.0112,4647.17,16.0745,2655000,531,4334.29,-33244.15625
532,40.9697,4696.55,16.4734,2660000,532,4590.1,-34787.3828125
533,40.8158,4709.41,15.1473,2665000,533,4579.14,-34657.66796875
534,41.8021,4653.8,17.7597,2670000,534,4040.88,-37641.484375
535,42.1658,4604.92,16.9252,2675000,535,4516.81,-37235.24609375
536,40.4512,4591.0,15.5812,2680000,536,4482.22,-35464.3828125
537,41.4438,4633.58,17.1883,2685000,537,4164.0,-37505.5859375
538,40.7997,4657.92,16.5671,2690000,538,4528.83,-36853.828125
539,40.8306,4623.81,16.2996,2695000,539,4531.47,-36192.87890625
540,40.3757,4711.47,17.3389,2700000,540,4456.92,-36225.1640625
541,40.2046,4570.38,15.0555,2705000,541,4303.24,-34925.21484375
542,41.1606,4727.51,15.522,2710000,542,4526.77,-34273.453125
543,40.8538,4755.49,16.9631,2715000,543,4580.19,-35870.49609375
544,40.2466,4709.43,17.0651,2720000,544,4573.1,-35093.46484375
545,40.6391,4765.54,16.85,2725000,545,4647.62,-35501.421875
546,40.9884,4698.2,18.2961,2730000,546,4566.81,-37985.23828125
547,40.5501,4691.07,16.712,2735000,547,4570.05,-36283.07421875
548,40.5987,4750.93,16.7903,2740000,548,4621.21,-36059.75390625
549,40.5997,4692.18,16.338,2745000,549,4587.86,-35518.3984375
550,39.9348,4664.86,15.8109,2750000,550,4557.81,-35087.2265625
551,40.4931,4712.93,16.1289,2755000,551,4602.32,-34157.97265625
552,40.4033,4750.39,17.9733,2760000,552,4429.76,-38261.05859375
553,40.9496,4661.47,16.5005,2765000,553,4548.01,-37042.328125
554,40.4838,4708.09,17.0832,2770000,554,4502.45,-36667.40234375
555,41.0194,4671.49,17.659,2775000,555,4533.2,-39805.6171875
556,40.4523,4649.84,16.434,2780000,556,4539.79,-38098.1328125
557,41.22,4665.63,17.8079,2785000,557,4544.47,-38028.48046875
558,40.5886,4513.37,15.9999,2790000,558,4423.19,-38897.23828125
559,41.4573,4715.87,18.0488,2795000,559,4597.84,-39633.74609375
560,41.4799,4624.14,17.4511,2800000,560,4511.88,-39762.22265625
561,41.6465,4699.12,18.7088,2805000,561,4582.18,-39613.9765625
562,41.5081,4629.57,17.9065,2810000,562,4510.79,-40694.79296875
563,40.9183,4534.08,18.8416,2815000,563,4446.65,-39702.9609375
564,41.0297,4726.07,16.7108,2820000,564,4574.27,-39646.6796875
565,40.9578,4581.4,17.0947,2825000,565,4498.11,-38898.1640625
566,40.8243,4625.56,18.1701,2830000,566,4539.22,-40542.66796875
567,40.8357,4577.46,16.2006,2835000,567,4278.92,-38355.16796875
568,40.6594,4600.36,16.5183,2840000,568,4510.91,-38579.625
569,40.4481,4576.78,16.1932,2845000,569,4454.09,-39132.5390625
570,40.8115,4696.32,16.6544,2850000,570,4369.64,-39262.12109375
571,40.2644,4663.23,16.5235,2855000,571,4564.69,-38179.16015625
572,40.325,4639.84,16.65,2860000,572,4527.8,-38982.1015625
573,40.588,4669.55,16.0087,2865000,573,4181.81,-38174.34375
574,40.1633,4705.47,16.2901,2870000,574,4607.51,-38155.62890625
575,41.5535,4655.9,16.6784,2875000,575,4336.07,-41056.3203125
576,40.8276,4632.15,16.2748,2880000,576,4539.16,-40068.140625
577,40.6987,4589.88,15.7975,2885000,577,4206.21,-39124.51171875
578,41.114,4626.65,18.648,2890000,578,4540.97,-40133.6640625
579,41.6112,4531.65,16.9009,2895000,579,4443.04,-41741.27734375
580,40.4846,4624.27,16.257,2900000,580,4536.98,-39138.93359375
581,41.3018,4654.54,16.5735,2905000,581,4510.64,-40402.7734375
582,41.0915,4682.41,17.5827,2910000,582,4577.84,-40486.37890625
583,40.5847,4617.03,16.4177,2915000,583,4539.94,-39755.953125
584,40.7577,4659.86,18.2939,2920000,584,4564.89,-38534.484375
585,40.8661,4643.58,16.9188,2925000,585,4559.24,-40163.33203125
586,42.3193,4490.25,22.0169,2930000,586,4426.37,-40866.88671875
587,40.0427,4712.2,16.0927,2935000,587,4580.93,-38631.73828125
588,40.3356,4720.11,15.775,2940000,588,4196.4,-40903.84375
589,40.3321,4745.92,15.519,2945000,589,4607.77,-40724.78515625
590,41.5824,4774.62,17.4043,2950000,590,4397.66,-41145.44921875
591,41.5727,4578.58,16.5523,2955000,591,4462.41,-39167.19140625
592,41.6238,2412.65,31.8882,2960000,592,3945.23,-39126.73828125
593,40.7047,4629.68,18.3486,2965000,593,4525.21,-39803.30078125
594,41.8436,4443.92,20.0393,2970000,594,4437.14,-40602.70703125
595,40.4761,4573.96,15.9806,2975000,595,4533.97,-35515.1015625
596,41.1337,4651.97,18.0695,2980000,596,4624.2,-40350.8984375
597,41.2039,4639.09,16.6143,2985000,597,4581.01,-39897.29296875
598,41.5164,4730.16,18.324,2990000,598,4648.83,-40901.78125
599,41.9982,4540.76,21.8142,2995000,599,4134.45,-36659.3359375
600,40.6276,4699.68,16.5338,3000000,600,3372.32,-38169.5625
601,41.5559,4718.23,17.0228,3005000,601,3904.18,-40438.51953125
602,40.4623,4694.74,15.5914,3010000,602,4221.96,-38672.9921875
603,40.6679,4650.54,15.9404,3015000,603,4578.19,-39157.8828125
604,39.7759,4701.23,16.2261,3020000,604,4603.44,-38570.07421875
605,40.315,4667.82,17.0552,3025000,605,4412.6,-38456.265625
606,40.2563,4630.59,15.7826,3030000,606,4511.48,-37930.3046875
607,40.33,4641.97,16.1637,3035000,607,4517.42,-38587.0546875
608,40.3781,4718.63,17.1743,3040000,608,4605.67,-39643.0859375
609,40.6412,4600.29,17.1418,3045000,609,4503.99,-38791.64453125
610,39.9757,4682.7,16.2142,3050000,610,4580.02,-39033.59765625
611,40.4366,4606.57,16.6662,3055000,611,4231.13,-39641.0703125
612,40.3082,4582.6,16.5996,3060000,612,4448.21,-40576.36328125
613,41.1531,4693.73,17.3056,3065000,613,4527.83,-40739.6171875
614,40.23,4633.05,16.0872,3070000,614,4499.61,-39520.484375
615,40.4041,4730.61,17.0829,3075000,615,4456.74,-41910.44140625
616,41.0121,4663.22,17.9299,3080000,616,4539.08,-42561.49609375
617,40.5225,4711.13,16.4127,3085000,617,4552.08,-41067.546875
618,40.6765,4689.56,16.6052,3090000,618,4544.91,-41886.13671875
619,40.5095,4709.0,16.9119,3095000,619,4574.97,-41763.54296875
620,40.4947,4652.32,16.1692,3100000,620,4509.3,-42265.078125
621,40.5052,4727.17,16.8031,3105000,621,4590.69,-41782.7109375
622,40.6499,4644.46,16.6826,3110000,622,4549.75,-40917.78515625
623,40.5665,4676.85,16.6051,3115000,623,4561.24,-41275.90234375
624,39.7742,4655.87,15.7572,3120000,624,4552.92,-39699.58984375
625,39.9751,4678.25,16.8593,3125000,625,4558.55,-41419.84375
626,40.3043,4691.6,16.7448,3130000,626,4537.98,-42100.48046875
627,40.1631,4759.77,15.8476,3135000,627,4611.99,-41182.94921875
628,39.9822,4689.05,15.5662,3140000,628,4536.88,-39668.51953125
629,40.1366,4693.92,17.4958,3145000,629,4567.76,-41340.6640625
630,40.4267,4650.03,17.1675,3150000,630,4550.07,-42253.66796875
631,40.2276,4636.02,16.3513,3155000,631,4507.63,-41216.9375
632,40.4385,4622.93,16.3341,3160000,632,4492.86,-40293.234375
633,40.6521,4575.39,16.9588,3165000,633,4467.48,-42634.33984375
634,40.8865,4646.24,16.6772,3170000,634,4545.66,-39987.13671875
635,41.0827,4614.14,16.9213,3175000,635,4473.54,-41356.34375
636,41.0594,4600.93,17.5411,3180000,636,4471.19,-42212.9375
637,40.8325,4545.07,17.0963,3185000,637,4456.83,-40524.6484375
638,40.8678,4655.45,18.4183,3190000,638,4523.02,-44681.5390625
639,40.4656,4641.25,17.6838,3195000,639,4400.38,-41459.7265625
640,40.5952,4627.62,15.9899,3200000,640,4532.46,-40524.72265625
641,41.3091,4671.37,18.0953,3205000,641,4591.46,-43494.421875
642,40.4428,4607.33,17.3409,3210000,642,4483.41,-42714.0390625
643,40.3257,4669.92,17.4952,3215000,643,4563.56,-41950.3203125
644,40.4263,4669.68,19.5906,3220000,644,4104.0,-39618.515625
645,40.9682,4653.97,17.3964,3225000,645,4467.08,-44455.984375
646,40.4009,4621.82,15.9055,3230000,646,4475.97,-39569.82421875
647,40.8549,4598.19,17.1403,3235000,647,4521.21,-43249.1171875
648,40.8276,4590.63,17.542,3240000,648,4519.99,-43310.53515625
649,40.4145,4612.32,16.9971,3245000,649,4547.63,-42644.90625
650,40.4507,4607.84,16.8025,3250000,650,4528.04,-39276.2109375
651,40.6946,4597.29,19.0039,3255000,651,4512.96,-44412.1796875
652,40.7921,4529.47,16.6394,3260000,652,4462.97,-42420.56640625
653,40.5692,4610.05,17.3007,3265000,653,4526.45,-44459.67578125
654,40.8606,4629.95,17.5284,3270000,654,4527.75,-44775.17578125
655,40.5251,4602.8,17.055,3275000,655,4496.89,-41812.51171875
656,40.6449,4614.99,16.5298,3280000,656,4487.12,-40951.7734375
657,40.2603,4618.52,15.7232,3285000,657,4364.5,-41590.53515625
658,40.1456,4618.53,15.7437,3290000,658,4175.46,-40254.58984375
659,40.159,4608.87,15.6317,3295000,659,4510.51,-40067.23046875
660,40.2892,4615.63,16.3452,3300000,660,4519.6,-41953.28515625
661,40.3272,4660.76,15.9857,3305000,661,4527.89,-41204.546875
662,40.9007,4699.2,17.0938,3310000,662,4571.28,-45243.03515625
663,40.3496,4710.12,15.771,3315000,663,4587.89,-37909.76171875
664,40.7014,4696.8,17.355,3320000,664,4618.44,-43381.68359375
665,40.3288,4644.64,17.3463,3325000,665,4581.87,-43553.4375
666,40.4908,4687.43,16.504,3330000,666,4612.98,-42388.0078125
667,40.5239,4697.56,16.9095,3335000,667,4622.24,-43568.30859375
668,40.2642,4667.45,16.7584,3340000,668,4606.05,-42130.7265625
669,40.1949,4685.78,17.0465,3345000,669,4617.76,-42157.94921875
670,39.9743,4691.94,16.0802,3350000,670,4586.53,-43453.52734375
671,40.9468,4702.69,16.6241,3355000,671,4624.64,-43380.296875
672,40.2645,4724.87,17.6522,3360000,672,4666.17,-43757.40234375
673,40.7676,4698.98,17.678,3365000,673,4629.59,-43577.65234375
674,40.088,4741.32,16.9546,3370000,674,4672.13,-43295.67578125
675,40.3331,4724.86,16.8611,3375000,675,4652.21,-42353.33203125
676,40.0873,4620.7,16.6499,3380000,676,4604.82,-41277.82421875
677,39.8549,4632.23,18.2345,3385000,677,4483.98,-40527.44140625
678,40.7714,4669.65,17.7999,3390000,678,4626.01,-45815.37109375
679,40.0908,4658.91,16.0374,3395000,679,4583.9,-43484.98828125
680,40.5777,4679.81,16.951,3400000,680,4626.48,-44594.01953125
681,41.2942,4711.19,17.2596,3405000,681,4483.0,-44774.21484375
682,40.5488,4668.88,16.8712,3410000,682,4591.09,-46003.16796875
683,40.2244,4650.23,15.5754,3415000,683,4600.99,-43383.1640625
684,40.4334,4701.93,16.6478,3420000,684,4641.52,-42427.921875
685,39.7684,4729.87,15.9248,3425000,685,4644.04,-43171.12890625
686,40.4516,4694.2,16.4668,3430000,686,4584.63,-41935.55078125
687,40.0754,4681.07,15.9532,3435000,687,4604.6,-43086.81640625
688,39.9558,4655.54,16.2322,3440000,688,4573.11,-43870.53515625
689,39.6054,4741.79,16.2541,3445000,689,4625.07,-43725.27734375
690,40.345,4683.5,17.5637,3450000,690,4608.79,-44034.17578125
691,40.3117,4656.14,17.457,3455000,691,4600.24,-45299.29296875
692,40.767,4752.01,17.0586,3460000,692,4643.34,-44016.046875
693,40.1969,4697.46,16.621,3465000,693,4589.68,-44958.6015625
694,39.8697,4714.86,16.2234,3470000,694,4622.1,-44297.12109375
695,40.035,4692.01,17.1082,3475000,695,4619.59,-45032.4453125
696,40.6748,4688.2,18.2833,3480000,696,4399.26,-48154.4375
697,40.2467,4670.9,17.2507,3485000,697,4600.39,-46947.36328125
698,39.9041,4734.6,22.2072,3490000,698,4414.55,-44710.77734375
699,40.1124,4734.03,16.5169,3495000,699,4640.67,-45035.671875
700,40.3064,4675.19,18.0287,3500000,700,4605.79,-47050.2890625
701,40.1504,4636.39,17.0941,3505000,701,4553.47,-45144.13671875
702,40.1535,4691.13,17.4371,3510000,702,4614.97,-45183.21484375
703,40.1406,4672.62,16.9774,3515000,703,4609.35,-43314.7421875
704,40.4664,4732.23,17.7112,3520000,704,4660.81,-43748.625
705,40.994,4709.62,17.9211,3525000,705,4660.08,-47399.73046875
706,40.0662,4673.35,16.5119,3530000,706,3559.97,-44265.4453125
707,39.9921,4722.46,17.2568,3535000,707,4659.33,-45772.87109375
708,40.2841,4727.39,16.7265,3540000,708,4649.26,-46636.5390625
709,40.4753,4687.9,17.8214,3545000,709,4658.67,-47065.79296875
710,40.6803,4657.81,16.884,3550000,710,4486.52,-46534.60546875
711,39.5395,4720.15,15.8229,3555000,711,4638.75,-41771.02734375
712,40.8456,4671.63,24.3443,3560000,712,4407.93,-43906.98046875
713,40.4669,4718.5,17.0825,3565000,713,4412.35,-45870.0625
714,39.7036,4700.27,23.4683,3570000,714,4652.79,-43145.8984375
715,40.205,4705.33,16.49,3575000,715,4631.6,-42963.05078125
716,40.316,4758.93,17.6349,3580000,716,4661.12,-44806.6328125
717,39.9382,4632.5,22.0098,3585000,717,4573.09,-43929.10546875
718,40.2851,4677.19,17.5276,3590000,718,4562.27,-45240.4453125
719,40.1047,4773.2,17.2506,3595000,719,4678.81,-44138.30078125
720,40.1468,4672.54,16.9348,3600000,720,4597.84,-44944.953125
721,39.6144,4689.86,16.7965,3605000,721,4597.49,-45465.1953125
722,40.3571,4683.13,17.5453,3610000,722,4598.47,-45188.3359375
723,40.0533,4664.3,16.9257,3615000,723,4601.69,-43474.4140625
724,39.6094,4720.92,17.0392,3620000,724,4201.85,-46823.5078125
725,39.9819,4764.76,17.0753,3625000,725,4673.1,-46149.58984375
726,39.8911,4676.67,16.2335,3630000,726,4616.69,-45642.94140625
727,40.4328,4686.15,17.768,3635000,727,4400.27,-49116.19140625
728,41.5603,4655.03,21.1707,3640000,728,4576.55,-48544.4453125
729,41.1758,4659.56,19.1208,3645000,729,4600.76,-49961.0
730,40.7353,4716.36,17.7887,3650000,730,4196.65,-49226.95703125
731,40.2943,4744.07,17.7988,3655000,731,4670.61,-47952.55859375
732,40.7253,4691.69,18.0028,3660000,732,4625.76,-48902.9140625
733,41.0141,4708.86,18.0609,3665000,733,4412.4,-46059.09765625
734,41.5446,4707.74,22.2885,3670000,734,4618.89,-49673.31640625
735,40.4503,4726.68,18.6091,3675000,735,4463.03,-46596.30078125
736,39.3144,4790.12,17.0096,3680000,736,4297.17,-46963.4296875
737,40.8699,4711.45,18.2888,3685000,737,4634.03,-50037.9140625
738,40.0176,4745.58,17.5493,3690000,738,4654.38,-45831.265625
739,40.2208,4807.54,17.8752,3695000,739,4697.28,-48987.76171875
740,39.8523,4734.88,16.4143,3700000,740,4660.61,-46177.0234375
741,39.7252,4775.62,17.0352,3705000,741,4673.12,-47275.99609375
742,39.5991,4753.7,15.6323,3710000,742,4442.21,-45367.35546875
743,40.1159,4700.03,16.4296,3715000,743,4621.03,-48087.921875
744,40.294,4709.0,16.8216,3720000,744,4640.85,-46500.640625
745,40.1642,4749.72,17.7784,3725000,745,4659.19,-47289.48828125
746,40.2719,4775.12,16.5414,3730000,746,4695.24,-46859.94140625
747,40.3436,4766.97,16.9443,3735000,747,4693.64,-48306.3125
748,40.6475,4798.63,18.203,3740000,748,4691.45,-44013.3046875
749,40.0526,4731.2,16.5395,3745000,749,4665.9,-47425.2890625
750,41.1678,4550.41,16.5447,3750000,750,4470.11,-48201.5546875
751,40.7018,4626.2,23.0438,3755000,751,4462.65,-47737.35546875
752,39.692,4768.75,16.3985,3760000,752,4720.84,-47207.546875
753,40.5973,4719.94,16.2879,3765000,753,4473.79,-48424.87890625
754,40.0621,4708.55,16.3752,3770000,754,2560.81,-49157.5390625
755,40.4843,4655.09,17.215,3775000,755,4361.66,-48519.65234375
756,40.3474,4719.14,16.511,3780000,756,4623.99,-48181.8359375
757,40.1321,4793.8,16.1981,3785000,757,4691.22,-46008.3671875
758,40.1273,3612.02,18.1167,3790000,758,4489.25,-46432.59375
759,40.4069,4748.09,17.344,3795000,759,4444.4,-48433.30078125
760,41.4592,4699.13,17.3556,3800000,760,4486.97,-50338.609375
761,40.4123,4725.14,16.3127,3805000,761,4202.96,-49329.0625
762,40.7418,4684.33,16.7787,3810000,762,4382.99,-47730.49609375
763,40.2632,4690.04,16.2732,3815000,763,4606.3,-47173.12109375
764,40.4086,4706.81,16.8244,3820000,764,4640.94,-49204.44140625
765,40.6878,4824.21,16.986,3825000,765,4730.85,-49244.5703125
766,41.2363,4717.4,17.1095,3830000,766,4449.71,-49835.1796875
767,41.1866,4689.98,21.5237,3835000,767,4313.23,-47752.03515625
768,41.5198,4815.11,17.5171,3840000,768,4516.31,-49542.00390625
769,41.3411,4685.5,16.8631,3845000,769,3429.99,-47841.23828125
770,41.5248,4722.9,16.8857,3850000,770,4002.27,-48934.71484375
771,41.7452,4798.46,36.1918,3855000,771,3412.26,-44162.95703125
772,41.1123,4788.84,15.9107,3860000,772,4635.23,-49146.39453125
773,41.3891,4721.86,16.6239,3865000,773,4627.46,-50565.22265625
774,41.2153,4854.72,19.8937,3870000,774,4720.91,-46713.64453125
775,41.497,4855.98,18.3719,3875000,775,4745.51,-49515.5859375
776,41.3807,4754.76,17.8292,3880000,776,4661.8,-50345.74609375
777,41.3117,4794.19,16.5682,3885000,777,4713.81,-50229.29296875
778,41.4259,4794.22,16.317,3890000,778,4681.31,-49484.90234375
