Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time,Running Reverse KL,Reward Loss,Real Det Return,Itration
1958.31,156.6968,1970000,394,15.1015,-70437.890625,2325.56,394
1964.93,156.6282,1975000,395,15.1217,-70580.921875,2328.21,395
1954.57,156.592,1980000,396,15.0479,-70388.046875,2319.6,396
1945.69,156.4517,1985000,397,14.9804,-70397.671875,2326.37,397
1961.48,156.5586,1990000,398,15.1643,-70642.21875,2332.65,398
1953.63,156.5312,1995000,399,15.1786,-70554.5390625,2332.18,399
1964.18,156.5059,2000000,400,15.2626,-70742.21875,2322.09,400
1980.25,156.3584,2005000,401,15.1654,-71222.7890625,2352.33,401
1964.8,156.4986,2010000,402,15.2182,-71208.3984375,2333.94,402
1966.22,156.7116,2015000,403,15.1457,-71077.3515625,2342.4,403
1949.95,156.5413,2020000,404,15.069,-71399.0078125,2305.6,404
1954.99,156.5734,2025000,405,15.1001,-71174.3828125,2311.85,405
1964.39,156.5161,2030000,406,15.0289,-71267.0703125,2328.02,406
1960.25,156.5111,2035000,407,15.1844,-71441.796875,2336.63,407
1969.83,156.4681,2040000,408,15.2117,-71914.3984375,2310.48,408
1986.15,156.5546,2045000,409,15.1803,-71661.3125,2349.96,409
1968.48,156.4127,2050000,410,15.2827,-71867.125,2353.36,410
1982.7,156.5264,2055000,411,15.2525,-71689.734375,2341.43,411
1977.29,156.5288,2060000,412,15.1764,-72180.8984375,2347.34,412
1978.74,156.5315,2065000,413,15.1852,-71972.2890625,2350.72,413
1975.44,156.5443,2070000,414,15.2851,-72038.8203125,2340.16,414
1977.91,156.5407,2075000,415,15.2305,-72571.640625,2366.44,415
1983.89,156.5159,2080000,416,15.1597,-72263.2734375,2340.97,416
1986.93,156.4567,2085000,417,15.0221,-72437.2265625,2340.74,417
1993.09,156.4924,2090000,418,15.2835,-72628.9921875,2352.6,418
1966.42,156.5582,2095000,419,15.2536,-72762.9609375,2347.15,419
1973.41,156.4436,2100000,420,15.163,-72988.0390625,2351.78,420
1974.22,156.4929,2105000,421,15.1231,-72691.921875,2331.37,421
1982.45,156.4931,2110000,422,15.1192,-72788.2109375,2336.64,422
1983.43,156.5459,2115000,423,15.3029,-73156.8671875,2365.31,423
1983.38,156.4784,2120000,424,15.1892,-73142.3828125,2357.66,424
1969.08,156.4948,2125000,425,15.141,-73215.6015625,2345.71,425
1971.2,156.5926,2130000,426,15.1743,-73052.875,2332.8,426
1996.09,156.5349,2135000,427,15.2524,-73613.34375,2349.44,427
1962.17,156.5829,2140000,428,14.9607,-73362.0703125,2335.45,428
1961.99,156.4893,2145000,429,15.2379,-73597.7265625,2343.77,429
1976.18,156.584,2150000,430,15.1317,-73679.65625,2333.56,430
1956.5,156.6171,2155000,431,15.0748,-73526.2734375,2335.34,431
1987.84,156.5083,2160000,432,15.2409,-73786.6015625,2364.09,432
1983.47,156.4339,2165000,433,15.1761,-73728.8046875,2347.35,433
1967.96,156.4194,2170000,434,15.0708,-74022.90625,2347.79,434
1960.97,156.53,2175000,435,15.0353,-74019.1953125,2351.42,435
1973.89,156.5855,2180000,436,15.2274,-74296.3046875,2357.8,436
1989.14,156.432,2185000,437,15.2445,-74635.8046875,2375.33,437
2013.08,156.5361,2190000,438,15.3234,-74662.828125,2358.18,438
1961.92,156.4982,2195000,439,15.2376,-74610.234375,2342.71,439
1965.15,156.472,2200000,440,15.0837,-74429.890625,2343.6,440
2000.01,156.4876,2205000,441,15.1582,-74445.984375,2345.63,441
1954.37,156.4282,2210000,442,15.1516,-74684.2421875,2337.71,442
1982.96,156.5963,2215000,443,15.1736,-74611.1015625,2337.89,443
1989.45,156.4282,2220000,444,15.1891,-74785.0625,2360.53,444
1985.65,156.5002,2225000,445,15.1726,-74802.0625,2327.52,445
1991.75,156.4922,2230000,446,15.0732,-75239.171875,2354.57,446
1973.79,156.4092,2235000,447,15.2651,-75130.0234375,2352.96,447
1999.92,156.4834,2240000,448,15.2078,-75252.90625,2380.22,448
1986.36,156.4636,2245000,449,15.0978,-75541.296875,2366.57,449
1990.76,156.4928,2250000,450,15.029,-75312.5703125,2368.32,450
1973.39,156.5008,2255000,451,15.0712,-75420.8828125,2365.24,451
1963.06,156.491,2260000,452,15.0476,-75558.9765625,2344.54,452
1985.84,156.4849,2265000,453,15.1212,-75758.0625,2369.25,453
1992.49,156.5315,2270000,454,15.0193,-75846.3515625,2380.27,454
1992.67,156.4219,2275000,455,15.0153,-75870.296875,2366.96,455
1980.12,156.5192,2280000,456,15.1407,-75932.3046875,2362.55,456
1978.63,156.3526,2285000,457,15.1004,-75717.40625,2336.42,457
1971.13,156.451,2290000,458,15.0697,-75978.4765625,2365.54,458
2000.44,156.4895,2295000,459,15.2863,-76286.7109375,2368.85,459
1991.34,156.4549,2300000,460,15.0828,-76127.625,2366.31,460
1994.05,156.497,2305000,461,15.3226,-76355.3515625,2361.68,461
1984.76,156.5503,2310000,462,15.1589,-76208.7265625,2352.31,462
1990.41,156.5891,2315000,463,15.0796,-76317.3515625,2344.48,463
1962.26,156.4175,2320000,464,15.1027,-76508.84375,2347.37,464
1972.01,156.4709,2325000,465,14.9748,-76672.390625,2340.47,465
1966.2,156.4626,2330000,466,15.0248,-76496.0546875,2317.75,466
1966.04,156.4638,2335000,467,15.0813,-76646.828125,2327.98,467
1976.51,156.4334,2340000,468,15.0657,-76689.3515625,2329.89,468
2002.11,156.452,2345000,469,15.2176,-76661.3515625,2337.08,469
1948.27,156.5946,2350000,470,14.9928,-76958.1796875,2318.71,470
1964.6,156.4969,2355000,471,14.9887,-76776.9453125,2324.42,471
1959.4,156.4775,2360000,472,15.0557,-76890.796875,2288.21,472
1970.86,156.5569,2365000,473,15.0003,-76918.5546875,2331.53,473
1957.79,156.4874,2370000,474,14.8425,-76893.7421875,2291.95,474
1949.39,156.5496,2375000,475,14.9867,-76990.9140625,2308.44,475
1957.61,156.4611,2380000,476,14.8661,-76979.75,2304.07,476
1953.89,156.4053,2385000,477,14.8441,-77474.8671875,2313.59,477
1962.44,156.5278,2390000,478,14.9979,-77721.9765625,2337.76,478
1930.36,156.5911,2395000,479,14.8069,-77596.9140625,2319.34,479
1976.74,156.5204,2400000,480,15.1237,-77794.4140625,2340.23,480
1943.95,156.4365,2405000,481,14.8386,-77864.7421875,2299.02,481
1985.82,156.5033,2410000,482,15.1675,-77946.8046875,2341.4,482
1972.79,156.6018,2415000,483,15.0855,-78140.703125,2320.89,483
1984.89,156.4637,2420000,484,15.1301,-78273.125,2340.26,484
1941.88,156.3996,2425000,485,15.1189,-78098.5625,2323.46,485
1984.69,156.537,2430000,486,15.1257,-78382.921875,2335.96,486
1959.35,156.4893,2435000,487,14.8095,-78226.7265625,2323.55,487
1966.58,156.3813,2440000,488,14.9792,-78440.5234375,2323.24,488
1972.14,156.5684,2445000,489,14.8741,-78568.03125,2324.01,489
1975.42,156.5667,2450000,490,15.1838,-78541.859375,2315.72,490
1980.51,156.5625,2455000,491,15.0438,-78551.3984375,2325.45,491
1951.74,156.5385,2460000,492,14.9833,-78725.3984375,2326.43,492
1998.37,156.5437,2465000,493,15.2478,-79132.4296875,2341.67,493
1991.82,156.5145,2470000,494,15.2515,-79260.7109375,2352.22,494
1984.95,156.65,2475000,495,15.1902,-79235.84375,2334.15,495
1967.13,156.5806,2480000,496,15.1218,-79220.09375,2350.05,496
1971.38,156.607,2485000,497,14.9186,-78942.921875,2329.62,497
1978.62,156.4944,2490000,498,15.2035,-79371.015625,2349.74,498
1960.04,156.6036,2495000,499,15.0343,-79196.4140625,2319.51,499
1992.86,156.3699,2500000,500,14.983,-79412.40625,2342.73,500
1962.59,156.5369,2505000,501,15.0436,-79592.328125,2348.42,501
1972.58,156.5662,2510000,502,15.0732,-79296.8046875,2332.12,502
1966.33,156.503,2515000,503,14.9424,-79688.2890625,2326.59,503
1978.12,156.3952,2520000,504,15.0312,-79517.5078125,2310.42,504
1971.02,156.5227,2525000,505,15.089,-79655.59375,2294.47,505
1980.42,156.6354,2530000,506,14.8562,-79808.78125,2342.13,506
1970.25,156.4904,2535000,507,15.1395,-79765.0390625,2310.06,507
1987.67,156.6562,2540000,508,15.0742,-79974.3984375,2352.76,508
1986.44,156.4926,2545000,509,15.2131,-79944.0390625,2331.11,509
1968.87,156.5856,2550000,510,14.9664,-79974.3359375,2323.99,510
1992.82,156.538,2555000,511,15.0719,-80331.125,2348.22,511
1972.43,156.6387,2560000,512,15.1726,-80327.1796875,2350.96,512
1973.47,156.592,2565000,513,15.0997,-80086.15625,2330.59,513
2001.23,156.6105,2570000,514,15.0966,-80369.53125,2334.19,514
1974.45,156.5023,2575000,515,15.2467,-80594.75,2335.04,515
1978.59,156.5298,2580000,516,14.8896,-80655.4921875,2340.63,516
1968.65,156.647,2585000,517,15.0787,-80515.390625,2295.39,517
1966.45,156.6803,2590000,518,15.0369,-80625.53125,2341.56,518
1977.8,156.4964,2595000,519,15.1605,-80564.5859375,2344.9,519
1968.08,156.6148,2600000,520,15.0955,-80486.515625,2338.9,520
1980.25,156.7012,2605000,521,15.1856,-80752.140625,2322.54,521
1967.63,156.4837,2610000,522,15.1529,-80893.484375,2322.8,522
1983.43,156.4923,2615000,523,15.1352,-81003.7890625,2330.17,523
1956.8,156.5576,2620000,524,14.8831,-80926.5625,2322.59,524
1973.91,156.4993,2625000,525,15.0294,-81397.625,2337.0,525
1972.41,156.4596,2630000,526,15.0074,-81219.3515625,2321.47,526
1961.61,156.5158,2635000,527,15.0502,-81251.3046875,2330.54,527
1987.15,156.5905,2640000,528,15.0105,-81174.3828125,2349.36,528
1979.02,156.5827,2645000,529,14.969,-81429.53125,2341.0,529
1984.08,156.5147,2650000,530,14.9714,-81559.8671875,2339.56,530
1966.48,156.5947,2655000,531,14.8987,-81172.484375,2320.22,531
1986.62,156.5724,2660000,532,15.0867,-81943.6953125,2346.36,532
1983.02,156.5961,2665000,533,14.9128,-81472.0234375,2325.36,533
1984.88,156.4668,2670000,534,15.0151,-82001.1015625,2365.3,534
1954.65,156.5876,2675000,535,14.8111,-81674.015625,2332.42,535
1966.63,156.4859,2680000,536,14.9289,-81828.375,2351.67,536
1973.39,156.5007,2685000,537,14.9505,-82343.1328125,2329.14,537
1988.42,156.6663,2690000,538,15.1309,-82189.0078125,2343.79,538
1973.26,156.5395,2695000,539,14.9981,-82131.34375,2337.62,539
1982.05,156.6147,2700000,540,14.9957,-82205.9609375,2346.82,540
1989.15,156.5335,2705000,541,14.936,-82402.515625,2356.0,541
1981.04,156.5043,2710000,542,15.0662,-82408.1015625,2347.79,542
1995.61,156.4856,2715000,543,14.9105,-82325.4453125,2361.44,543
1976.69,156.5753,2720000,544,15.0864,-82570.921875,2347.33,544
1992.62,156.5724,2725000,545,14.9788,-82610.6328125,2361.67,545
1989.35,156.5189,2730000,546,15.0868,-83015.78125,2372.69,546
1992.7,156.5517,2735000,547,15.0267,-83025.203125,2372.39,547
1980.0,156.6225,2740000,548,15.0721,-82810.796875,2357.78,548
1967.47,156.6301,2745000,549,15.0428,-82996.46875,2353.88,549
1981.7,156.5572,2750000,550,15.0125,-83024.859375,2369.22,550
1983.1,156.6382,2755000,551,14.9975,-83182.28125,2347.98,551
1990.27,156.6364,2760000,552,14.9953,-83148.4453125,2361.75,552
2011.03,156.6252,2765000,553,14.9454,-83428.2421875,2357.64,553
1970.99,156.5083,2770000,554,15.1196,-83419.4921875,2348.81,554
1958.66,156.4865,2775000,555,15.1559,-83313.4765625,2341.46,555
1990.94,156.6682,2780000,556,15.0055,-83495.0859375,2368.51,556
1974.55,156.5332,2785000,557,15.1504,-83718.75,2351.66,557
1982.28,156.501,2790000,558,15.1174,-83540.578125,2365.19,558
1961.1,156.5391,2795000,559,14.9248,-83573.390625,2355.04,559
1958.7,156.7271,2800000,560,14.9721,-83970.265625,2356.55,560
1961.78,156.5028,2805000,561,15.0573,-84054.6640625,2358.18,561
1959.67,156.6715,2810000,562,14.9013,-84055.0703125,2343.56,562
1975.1,156.4555,2815000,563,15.1473,-84420.171875,2343.67,563
1954.34,156.5894,2820000,564,14.9916,-84278.7109375,2351.78,564
1945.67,156.4937,2825000,565,15.1163,-84260.4453125,2353.41,565
1969.53,156.496,2830000,566,15.2719,-84231.8828125,2351.1,566
1955.13,156.4322,2835000,567,15.1811,-84507.5859375,2355.65,567
1959.73,156.5132,2840000,568,15.2056,-84583.828125,2349.5,568
1979.25,156.5377,2845000,569,15.2132,-84732.359375,2370.65,569
1983.32,156.5803,2850000,570,15.0611,-84664.8515625,2351.22,570
1966.65,156.6918,2855000,571,15.3819,-84748.0859375,2335.86,571
1961.9,156.6988,2860000,572,15.1433,-84922.5703125,2335.68,572
2001.22,156.5871,2865000,573,14.8685,-84803.859375,2364.34,573
1988.3,156.5013,2870000,574,15.0791,-84889.9375,2352.67,574
1983.85,156.5822,2875000,575,15.0958,-84682.5703125,2339.8,575
1990.09,156.4488,2880000,576,15.1721,-84835.5078125,2344.09,576
2003.98,156.4926,2885000,577,15.1922,-84876.9921875,2361.38,577
1990.49,156.6458,2890000,578,14.9549,-85080.3984375,2338.59,578
1957.96,156.5482,2895000,579,14.9487,-84912.96875,2328.35,579
1970.28,156.566,2900000,580,15.1552,-85303.84375,2355.03,580
1989.56,156.6123,2905000,581,15.0511,-85386.9375,2369.0,581
1960.92,156.4787,2910000,582,15.062,-85520.671875,2342.24,582
1943.58,156.5653,2915000,583,15.0351,-85522.1171875,2339.32,583
1982.54,156.5654,2920000,584,14.9403,-85572.625,2337.06,584
1980.57,156.394,2925000,585,15.076,-85516.109375,2348.63,585
1976.08,156.6398,2930000,586,15.044,-85423.828125,2356.04,586
1953.89,156.5029,2935000,587,14.8144,-85627.5546875,2335.71,587
1974.58,156.573,2940000,588,14.922,-85559.0234375,2350.59,588
1960.91,156.5478,2945000,589,14.9815,-85576.3125,2346.11,589
1974.98,156.6949,2950000,590,14.8444,-85725.734375,2350.86,590
1962.74,156.554,2955000,591,14.962,-85879.875,2366.86,591
1979.25,156.4744,2960000,592,14.8533,-85798.765625,2361.45,592
1970.33,156.6091,2965000,593,15.2829,-85944.6015625,2340.11,593
1959.28,156.5724,2970000,594,14.9312,-85995.015625,2360.01,594
1978.66,156.6449,2975000,595,15.1115,-86019.78125,2372.38,595
1990.51,156.438,2980000,596,14.7782,-86177.9765625,2343.65,596
1961.95,156.5984,2985000,597,15.095,-86084.2890625,2355.6,597
1984.12,156.5911,2990000,598,15.074,-86223.15625,2368.17,598
1983.29,156.5232,2995000,599,15.0055,-86234.453125,2351.94,599
