Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Real Det Return,Running Env Steps,Itration,Real Sto Return
386,-14569.3642578125,82.0309,77.2208,6460.47,1930000,386,5794.6
387,-12729.8662109375,73.9409,65.091,6453.65,1935000,387,5387.72
388,-13750.0419921875,76.0539,68.9154,6459.05,1940000,388,5820.7
389,-13935.2568359375,78.0181,72.2234,5985.45,1945000,389,5400.53
390,-14785.9189453125,84.0311,81.1675,5958.09,1950000,390,5428.79
391,-14226.4130859375,78.7381,74.2153,6281.16,1955000,391,5704.56
392,-14500.546875,81.1356,76.281,6515.68,1960000,392,5434.89
393,-13679.462890625,75.7284,69.6115,5572.29,1965000,393,5784.57
394,-14201.21875,78.4631,76.1535,6079.08,1970000,394,5250.89
395,-14727.5029296875,83.2451,73.5042,6076.77,1975000,395,5471.73
396,-14093.853515625,77.3833,73.0901,6179.77,1980000,396,5435.88
397,-14818.66796875,83.7877,77.3425,6110.37,1985000,397,5262.91
398,-14828.7978515625,82.799,79.0659,6244.23,1990000,398,5824.74
399,-14265.8408203125,78.7709,71.9801,6173.38,1995000,399,5814.76
400,-14761.81640625,84.1458,75.3662,6345.66,2000000,400,5478.07
401,-14921.56640625,83.5983,78.7501,6414.37,2005000,401,5741.51
402,-14954.2724609375,83.518,78.2775,6340.02,2010000,402,5743.13
403,-14956.880859375,83.2018,79.3781,5452.12,2015000,403,5721.64
404,-14904.529296875,82.3802,76.225,5962.39,2020000,404,5987.84
405,-14233.4501953125,78.4691,69.5372,6503.33,2025000,405,5461.94
406,-14927.998046875,82.7148,77.6647,6413.36,2030000,406,5972.6
407,-14911.7265625,79.8557,72.5806,6068.33,2035000,407,5814.27
408,-14984.7001953125,81.9845,77.2832,6074.59,2040000,408,5613.74
409,-14087.7314453125,73.6914,66.1219,6498.76,2045000,409,5652.4
410,-15079.607421875,83.6049,79.4714,6135.41,2050000,410,5682.49
411,-15054.697265625,81.5329,77.1159,6446.95,2055000,411,5388.18
412,-15216.7763671875,82.5968,79.4641,6452.47,2060000,412,5863.64
413,-14135.4580078125,75.1642,67.5322,6477.47,2065000,413,5265.24
414,-15143.423828125,83.8076,79.2013,5848.47,2070000,414,5465.38
415,-14335.1025390625,75.1601,69.6895,6309.45,2075000,415,5751.08
416,-13384.755859375,73.5318,62.2826,6097.06,2080000,416,5993.13
417,-14222.9423828125,77.452,75.906,6347.47,2085000,417,5716.76
418,-15226.4345703125,82.9957,79.2081,6197.21,2090000,418,5723.46
419,-15445.3369140625,85.8709,84.8525,6285.78,2095000,419,5422.17
420,-15237.5048828125,82.9317,76.9902,6429.51,2100000,420,5727.51
421,-15394.642578125,84.1694,84.7326,6325.9,2105000,421,5964.45
422,-15398.1953125,84.7789,82.287,6370.15,2110000,422,5531.67
423,-15331.5771484375,81.6817,79.3642,6309.91,2115000,423,5786.69
424,-15563.2001953125,84.3328,83.8522,5976.36,2120000,424,5787.17
425,-15480.5732421875,83.2947,83.7284,6299.17,2125000,425,5887.49
426,-15432.1728515625,83.3563,81.171,6334.04,2130000,426,5808.06
427,-15483.7763671875,81.8602,80.8381,6121.25,2135000,427,5501.62
428,-15416.40625,82.2282,82.2931,6277.0,2140000,428,5374.73
429,-15317.85546875,82.2201,80.8281,6293.22,2145000,429,5876.11
430,-15363.8994140625,79.1352,74.5866,6192.94,2150000,430,5724.59
431,-15677.2216796875,85.0316,86.3352,6329.21,2155000,431,5953.28
432,-15658.4833984375,86.7884,85.4937,6123.6,2160000,432,5961.15
433,-15715.87109375,83.1503,84.7326,5918.79,2165000,433,5696.36
434,-15735.4931640625,87.8953,86.7751,5862.13,2170000,434,5805.04
435,-15275.619140625,80.2074,76.9223,6149.34,2175000,435,5631.38
436,-15403.0,81.6534,79.0591,6289.27,2180000,436,5275.66
437,-15699.15234375,84.208,79.1767,6350.59,2185000,437,5749.81
438,-15020.845703125,77.4132,73.7231,6370.96,2190000,438,5988.3
439,-15809.7421875,83.1592,80.5413,6456.95,2195000,439,5751.71
440,-15832.4599609375,83.2109,81.2628,6055.5,2200000,440,5196.09
441,-15799.18359375,83.1492,78.2313,6378.01,2205000,441,5270.25
442,-14701.814453125,75.734,68.1688,6407.64,2210000,442,5744.36
443,-15770.1748046875,83.4261,77.9454,5989.93,2215000,443,5843.3
444,-15766.765625,81.8463,75.4491,6462.19,2220000,444,5306.85
445,-14959.14453125,76.7561,69.6993,5771.05,2225000,445,5798.56
446,-14841.0458984375,76.2784,68.7348,5987.19,2230000,446,5345.14
447,-14608.818359375,75.6709,64.1928,6148.12,2235000,447,5286.82
448,-14838.140625,77.546,70.1848,5997.26,2240000,448,5673.74
449,-15871.9892578125,81.5781,73.8103,5893.79,2245000,449,5446.81
450,-14946.1552734375,77.6857,72.3114,6023.95,2250000,450,5945.9
451,-15970.6669921875,81.2662,77.1381,6523.38,2255000,451,5670.07
452,-15921.7958984375,82.7441,78.324,6287.34,2260000,452,5622.97
453,-16206.9052734375,84.8009,84.8336,6031.94,2265000,453,5322.62
454,-15965.43359375,83.6693,78.8804,6415.69,2270000,454,5482.73
455,-15186.328125,78.5599,75.9097,5908.92,2275000,455,5607.2
456,-16141.505859375,83.7429,81.3484,6117.64,2280000,456,5807.79
457,-16058.3515625,82.3962,80.5207,6064.03,2285000,457,6000.53
458,-15938.599609375,82.4696,79.4174,6250.14,2290000,458,5562.44
459,-16003.341796875,81.396,76.563,6395.11,2295000,459,5940.21
460,-16100.181640625,82.5782,78.7679,6349.35,2300000,460,5836.56
461,-16135.55859375,84.0755,80.4843,5773.95,2305000,461,6020.46
462,-16200.7353515625,84.6269,84.3335,6075.0,2310000,462,5782.23
463,-15263.7392578125,78.8898,75.2821,6337.06,2315000,463,5607.63
464,-15997.4345703125,81.0769,77.6847,6332.6,2320000,464,5711.53
465,-15948.8017578125,81.6451,77.8518,6436.72,2325000,465,5394.4
466,-16022.041015625,81.0929,74.2377,5604.82,2330000,466,5444.25
467,-16349.3076171875,84.4361,81.8164,6284.06,2335000,467,5821.38
468,-16289.7265625,82.3708,80.7534,6219.01,2340000,468,6053.62
469,-16322.9677734375,82.3267,80.823,5880.45,2345000,469,5348.55
470,-15896.4169921875,80.7708,77.2974,6398.7,2350000,470,5845.09
471,-16496.150390625,83.745,83.6487,6084.57,2355000,471,5728.64
472,-16472.515625,83.8353,82.4249,6071.51,2360000,472,5814.09
473,-16443.654296875,84.5794,81.594,6106.1,2365000,473,5968.27
474,-16457.685546875,84.2971,81.4951,6337.2,2370000,474,5476.87
475,-16299.6025390625,82.2825,76.7314,6396.48,2375000,475,5712.64
476,-16432.078125,83.9167,79.0972,5897.83,2380000,476,6015.4
477,-16469.955078125,84.4952,81.7776,5963.28,2385000,477,5850.65
478,-16583.427734375,85.0114,86.5543,5814.49,2390000,478,5864.49
479,-16204.0693359375,81.7037,78.6142,6363.66,2395000,479,5543.37
480,-16439.765625,83.006,78.349,6231.87,2400000,480,5747.38
481,-15774.3349609375,80.8911,79.3359,6013.72,2405000,481,4901.83
482,-16702.1328125,85.4416,85.3919,6359.9,2410000,482,5753.43
483,-16544.908203125,82.4841,81.377,6216.89,2415000,483,5601.5
484,-16542.337890625,83.7033,81.8015,6285.24,2420000,484,5188.32
485,-16710.35546875,85.1061,85.6943,6253.38,2425000,485,5675.2
486,-16764.6640625,85.391,87.1358,6285.61,2430000,486,5690.19
487,-15761.3623046875,80.9284,81.1162,6341.98,2435000,487,5435.78
488,-16644.404296875,83.0466,83.6386,6007.28,2440000,488,5663.11
489,-16680.029296875,84.7453,83.1377,6005.64,2445000,489,6006.86
490,-16777.724609375,84.2369,84.7439,6397.12,2450000,490,5717.57
491,-16816.095703125,83.6069,83.2125,6407.06,2455000,491,5636.74
492,-16856.4140625,85.958,84.5719,6344.98,2460000,492,5789.0
493,-16885.486328125,85.9613,86.2605,6218.09,2465000,493,5866.96
494,-16661.017578125,82.8696,80.8616,6037.98,2470000,494,5649.6
495,-16815.966796875,85.4264,82.2157,5815.2,2475000,495,5467.94
496,-16829.283203125,84.6902,82.7523,6369.56,2480000,496,5544.5
497,-16875.94921875,86.8514,86.1838,6122.75,2485000,497,5862.93
498,-16792.45703125,85.0499,84.197,6171.25,2490000,498,5398.39
499,-16933.916015625,86.1164,82.7525,5596.19,2495000,499,5654.07
500,-16933.810546875,85.9909,82.9643,5961.59,2500000,500,5775.75
501,-17069.763671875,87.902,87.5428,6197.25,2505000,501,5706.0
502,-15440.3056640625,75.8049,70.9954,6324.81,2510000,502,5746.13
503,-16945.572265625,87.4704,83.5418,5960.25,2515000,503,5631.36
504,-16935.611328125,86.0379,83.5012,6073.72,2520000,504,5996.54
505,-17096.142578125,87.8576,88.6795,6351.75,2525000,505,5964.19
506,-17027.33203125,85.6622,86.9607,6016.86,2530000,506,5624.52
507,-17091.66796875,85.736,86.3994,6131.26,2535000,507,5728.88
508,-16951.171875,84.4773,83.0605,6244.48,2540000,508,5977.9
509,-16999.98828125,85.7642,85.4558,6332.36,2545000,509,5828.59
510,-15721.2998046875,77.4099,75.1787,5632.31,2550000,510,5353.98
511,-16451.76953125,81.5817,80.9338,6308.36,2555000,511,5445.26
512,-17123.365234375,84.9728,85.9071,6350.48,2560000,512,5511.72
513,-16980.236328125,85.612,85.0704,6312.93,2565000,513,5297.71
514,-17092.701171875,86.866,85.1391,6191.85,2570000,514,5863.35
515,-16942.99609375,85.6869,84.5323,6264.45,2575000,515,5648.58
516,-16993.572265625,84.5164,84.2256,6053.67,2580000,516,5621.72
517,-17016.787109375,84.7041,85.0685,6312.34,2585000,517,5763.59
518,-16434.4375,78.9074,77.881,5967.24,2590000,518,5909.2
519,-16623.2734375,82.9524,82.8881,6095.09,2595000,519,5923.89
520,-16098.5810546875,81.6056,78.1883,6260.99,2600000,520,5401.88
521,-16100.6279296875,81.8192,80.445,6308.25,2605000,521,5738.69
522,-17176.23046875,86.1319,89.3402,6268.63,2610000,522,5659.22
523,-16526.01953125,83.5133,79.6396,5983.66,2615000,523,5594.18
524,-17180.9765625,86.0373,84.5298,6127.61,2620000,524,5563.57
525,-16951.591796875,83.7492,83.5335,5992.48,2625000,525,5389.83
526,-17048.251953125,85.8696,83.11,6297.52,2630000,526,5909.36
527,-16352.0283203125,80.1197,78.4185,6275.47,2635000,527,5711.33
528,-16434.529296875,82.2062,78.8513,6240.29,2640000,528,5883.59
529,-17202.3515625,85.1231,84.6986,6315.99,2645000,529,5443.24
530,-16815.794921875,82.6861,82.0057,6345.59,2650000,530,5902.27
531,-17258.765625,86.3193,85.5906,6186.53,2655000,531,4907.93
532,-17215.861328125,86.2098,85.0577,5717.7,2660000,532,5767.75
533,-17220.072265625,84.9704,84.736,6019.13,2665000,533,5771.17
534,-17109.0078125,84.4945,82.6102,6389.66,2670000,534,5566.39
535,-15005.5390625,76.6166,70.4131,5811.78,2675000,535,5568.52
536,-17354.939453125,86.0407,87.393,6247.02,2680000,536,5348.87
537,-17377.998046875,85.7843,86.503,5816.6,2685000,537,5341.59
538,-17236.84375,84.5946,81.0576,6233.39,2690000,538,5560.52
539,-16891.58984375,83.2767,81.7633,5931.52,2695000,539,5720.05
540,-16614.6171875,82.3906,78.043,6115.79,2700000,540,5648.33
541,-17325.38671875,85.4208,84.902,6290.32,2705000,541,5738.12
542,-17294.74609375,85.3828,84.0994,6186.07,2710000,542,5811.95
543,-16097.154296875,80.4904,73.7296,6276.37,2715000,543,5747.74
544,-17421.443359375,87.3166,88.5629,6240.85,2720000,544,5846.99
545,-17218.494140625,84.4501,84.2551,6241.76,2725000,545,5860.62
546,-17323.5,84.4472,83.9854,5820.78,2730000,546,5591.57
547,-17394.294921875,85.0008,85.9923,6043.71,2735000,547,5925.46
548,-17386.8828125,85.5064,87.2818,6054.13,2740000,548,5904.35
549,-17334.958984375,84.5327,85.8723,5927.98,2745000,549,5852.24
550,-17381.4921875,87.7136,87.7157,6198.4,2750000,550,5547.57
551,-17456.8203125,85.1481,86.1482,6213.9,2755000,551,5911.3
552,-17494.521484375,86.6398,86.125,6259.84,2760000,552,5789.19
553,-16540.419921875,80.2382,79.9195,6336.49,2765000,553,5772.8
554,-16698.337890625,80.4237,81.3762,5767.38,2770000,554,5908.88
555,-16362.2890625,79.6676,82.6715,6103.51,2775000,555,5401.36
556,-16847.115234375,80.2987,82.9986,6087.97,2780000,556,5901.02
557,-17653.76953125,87.4496,88.8283,6271.71,2785000,557,5667.6
558,-17391.068359375,84.8128,83.4487,5951.18,2790000,558,5332.41
559,-16381.9296875,80.0276,77.802,5748.13,2795000,559,5008.66
560,-17574.634765625,84.4721,84.8454,5965.42,2800000,560,5833.88
561,-17579.837890625,87.3194,88.0759,6241.26,2805000,561,5632.43
562,-17542.5078125,85.3897,86.0915,6264.35,2810000,562,5252.12
563,-15524.7802734375,77.3717,75.0326,6054.75,2815000,563,5233.72
564,-16292.564453125,78.6171,75.8441,6337.67,2820000,564,5879.29
565,-17469.33984375,85.4913,82.5258,6282.64,2825000,565,5504.61
566,-17520.515625,86.1053,84.1103,5979.92,2830000,566,5197.99
567,-17646.513671875,86.5964,86.4093,6349.79,2835000,567,5884.05
568,-17211.732421875,83.3496,81.0709,5418.55,2840000,568,4866.3
569,-17678.1875,86.3803,86.9252,6244.34,2845000,569,5883.49
570,-17707.125,87.9809,88.8428,6093.93,2850000,570,5959.66
571,-17405.720703125,85.4734,86.562,6356.01,2855000,571,5597.88
572,-16142.9306640625,78.8442,77.9776,6310.77,2860000,572,5598.44
573,-16855.296875,79.5454,78.7574,5573.93,2865000,573,5653.76
574,-17695.853515625,86.0772,88.0183,6304.28,2870000,574,5603.28
575,-17708.88671875,86.5178,86.8414,6329.88,2875000,575,5932.65
576,-17648.970703125,86.7402,86.6308,6138.78,2880000,576,5821.97
577,-17756.556640625,86.6086,87.313,6384.55,2885000,577,5770.29
578,-17635.41015625,86.8586,82.9235,6393.91,2890000,578,5214.32
579,-17426.5859375,84.864,81.1773,5698.39,2895000,579,5806.23
580,-17705.6328125,87.7287,83.1351,6263.36,2900000,580,5124.05
581,-17678.859375,87.0326,84.4809,5939.23,2905000,581,5829.85
582,-17765.845703125,87.4581,87.0145,5756.96,2910000,582,5608.16
583,-17798.8671875,87.0382,87.1309,5720.29,2915000,583,5413.78
584,-17731.880859375,85.0417,84.1915,6091.13,2920000,584,5914.25
585,-17463.951171875,84.4423,83.9946,6244.21,2925000,585,5922.11
586,-16439.12890625,77.8256,76.768,5856.34,2930000,586,5526.49
587,-17834.1796875,87.8224,89.5714,5906.19,2935000,587,5454.88
588,-17745.556640625,87.0982,86.1846,6226.79,2940000,588,5570.08
589,-17826.51953125,87.8776,85.3781,6011.43,2945000,589,5598.48
590,-16429.8515625,77.6456,76.8838,6003.7,2950000,590,5705.5
591,-16783.787109375,78.2128,78.5949,6298.83,2955000,591,5916.18
592,-17048.79296875,80.9054,81.1642,6347.26,2960000,592,5801.74
593,-17633.033203125,85.3515,82.3697,6165.74,2965000,593,5358.45
594,-16080.2578125,80.97,74.5113,6143.86,2970000,594,5418.01
595,-17930.888671875,87.8763,89.4328,5823.15,2975000,595,5096.65
596,-17869.95703125,88.1859,88.9294,6171.04,2980000,596,5656.06
597,-17385.75,84.0892,84.1314,6181.94,2985000,597,5565.94
598,-17991.759765625,88.9303,91.6319,6236.07,2990000,598,5343.38
599,-17845.515625,86.1916,85.7122,5846.19,2995000,599,4825.78
