Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Reward Loss
5092.97,92.1341,392,5539.37,392,89.3006,1960000,-65417.8359375
4424.35,85.5095,393,5529.25,393,86.1798,1965000,-64272.5
5211.19,89.0213,394,5703.93,394,87.1563,1970000,-65800.9296875
4935.07,83.2083,395,5500.23,395,82.4345,1975000,-63911.3515625
5111.21,88.3852,396,5310.51,396,86.8757,1980000,-66307.828125
4837.18,90.4068,397,5825.16,397,87.2552,1985000,-66278.53125
5044.28,89.4338,398,5491.47,398,88.0166,1990000,-66439.6171875
4968.72,86.1024,399,5227.32,399,85.6238,1995000,-64745.3515625
4766.95,87.4364,400,5842.66,400,87.8841,2000000,-66540.78125
4928.19,85.5967,401,5237.9,401,85.433,2005000,-65188.07421875
4456.73,87.1093,402,5087.61,402,87.5132,2010000,-65383.43359375
4127.58,90.215,403,5649.32,403,86.0165,2015000,-65934.625
4751.15,84.2656,404,5561.03,404,85.0373,2020000,-65855.3046875
4181.85,88.2455,405,5243.68,405,87.4179,2025000,-66361.6875
5280.43,88.1094,406,5790.29,406,87.0732,2030000,-67474.765625
4750.86,90.9431,407,4946.75,407,88.1158,2035000,-67249.4921875
5132.8,90.8897,408,5091.11,408,88.6449,2040000,-67829.4609375
4804.16,83.511,409,5778.39,409,86.709,2045000,-67644.2109375
5331.11,88.4827,410,5083.28,410,86.0352,2050000,-67982.859375
4479.05,86.8645,411,5389.06,411,88.7821,2055000,-66726.8046875
4893.75,88.355,412,5752.13,412,87.3548,2060000,-68338.9296875
4830.64,89.2932,413,5715.56,413,85.132,2065000,-64937.05078125
4940.97,89.6781,414,5504.24,414,88.3888,2070000,-68431.8828125
4398.29,89.7344,415,5489.33,415,88.4837,2075000,-68167.8203125
4876.67,92.0665,416,5711.21,416,89.5696,2080000,-67953.15625
4691.23,90.7514,417,5201.48,417,89.8778,2085000,-67601.0
5155.93,92.1688,418,5756.79,418,86.5654,2090000,-67881.9765625
4796.23,91.1163,419,5513.76,419,89.239,2095000,-69562.546875
5090.97,91.0298,420,5449.17,420,88.1225,2100000,-69666.515625
5445.62,90.3668,421,5707.25,421,88.832,2105000,-69554.03125
4768.7,86.6762,422,5523.99,422,85.4252,2110000,-69246.96875
4323.39,102.0894,423,5295.2,423,88.4064,2115000,-67571.7890625
4516.49,90.5432,424,5771.53,424,88.3322,2120000,-69483.2265625
5146.08,89.7484,425,5144.33,425,88.3385,2125000,-68531.6484375
5205.26,87.0355,426,5628.83,426,87.6477,2130000,-68938.203125
5463.02,89.8678,427,5784.12,427,89.0528,2135000,-69518.828125
5030.62,91.9353,428,5735.08,428,88.9254,2140000,-69587.890625
4700.13,85.9433,429,5753.71,429,87.4009,2145000,-69936.140625
5316.24,90.8994,430,5799.46,430,88.1355,2150000,-71100.5234375
5389.46,90.5514,431,5585.06,431,87.9599,2155000,-70308.0234375
4502.1,89.0356,432,5430.67,432,88.7319,2160000,-70223.6328125
5166.47,88.9991,433,5565.8,433,87.9999,2165000,-71009.1484375
5191.53,90.2097,434,5787.02,434,88.701,2170000,-70780.796875
5242.78,89.7355,435,5763.65,435,89.0371,2175000,-71099.59375
4531.06,90.1525,436,5468.17,436,88.1854,2180000,-71378.0
5155.2,80.6407,437,5839.09,437,83.1842,2185000,-68549.875
5062.8,88.9132,438,5434.18,438,89.0312,2190000,-71431.0234375
4800.03,84.9982,439,5817.17,439,86.6234,2195000,-71019.78125
5189.64,86.665,440,5799.01,440,86.8849,2200000,-71609.7578125
5484.09,90.7114,441,5549.92,441,90.2134,2205000,-71661.953125
4464.45,83.2248,442,5815.42,442,87.7482,2210000,-70510.75
4544.05,88.8145,443,5525.69,443,87.6571,2215000,-71692.890625
4438.62,84.4725,444,5805.09,444,84.4392,2220000,-69044.1953125
4623.04,85.8317,445,5349.88,445,88.2316,2225000,-72122.65625
4539.67,85.309,446,5554.23,446,84.2397,2230000,-71590.453125
4726.64,88.599,447,5789.45,447,89.5119,2235000,-72328.7109375
4686.48,83.1507,448,5825.83,448,85.4822,2240000,-72290.890625
5194.39,87.9739,449,5527.01,449,87.9884,2245000,-72354.4453125
5331.83,89.2913,450,5405.29,450,89.7585,2250000,-72579.484375
4761.0,86.8947,451,5529.2,451,88.3581,2255000,-72604.7109375
4818.38,82.4656,452,5521.73,452,82.4647,2260000,-68533.3046875
5030.39,88.248,453,5543.48,453,88.3978,2265000,-72804.78125
4916.39,82.2161,454,5560.62,454,85.1516,2270000,-72668.640625
5052.29,88.8282,455,5659.93,455,88.3782,2275000,-73049.21875
5154.18,94.6542,456,5792.69,456,84.6744,2280000,-69621.671875
4852.44,87.0184,457,5770.93,457,89.1139,2285000,-73408.59375
5363.51,89.7078,458,5379.06,458,88.4518,2290000,-73870.125
5124.82,89.3357,459,5755.41,459,87.1354,2295000,-73171.3125
5392.66,120.2428,460,5339.8,460,88.2479,2300000,-68829.8515625
4697.63,87.6849,461,5528.34,461,88.8009,2305000,-73590.7421875
4508.27,87.2597,462,5741.7,462,87.4628,2310000,-73819.2578125
4858.36,86.4992,463,5609.63,463,87.3396,2315000,-74021.3515625
4630.9,88.2494,464,5756.41,464,89.1097,2320000,-73846.8515625
5224.31,85.8577,465,5412.15,465,88.867,2325000,-73749.7265625
5164.52,106.2055,466,5459.32,466,88.2073,2330000,-71505.5390625
4658.81,88.6757,467,5473.92,467,87.044,2335000,-73058.78125
4301.93,84.5015,468,5558.8,468,87.1183,2340000,-74489.890625
5136.47,85.9204,469,5822.75,469,87.0485,2345000,-74343.6171875
5315.01,88.9821,470,5308.81,470,87.8412,2350000,-74124.484375
5433.74,91.2693,471,5756.2,471,88.8479,2355000,-75163.84375
5345.19,86.9647,472,5899.82,472,85.3429,2360000,-74602.171875
5080.45,96.3474,473,5623.5,473,90.8115,2365000,-73948.1484375
4600.6,84.3285,474,5186.81,474,88.5331,2370000,-74946.3828125
5142.61,87.7823,475,5463.79,475,90.1549,2375000,-75182.2734375
4893.71,90.3202,476,5499.05,476,88.1866,2380000,-75117.671875
4938.61,89.6155,477,5771.28,477,90.4986,2385000,-74784.3046875
5265.64,93.3737,478,5728.74,478,87.5836,2390000,-71858.140625
5277.04,83.5059,479,5459.55,479,83.5791,2395000,-72679.109375
5233.6,91.4237,480,5472.24,480,88.4896,2400000,-75500.671875
4918.03,88.4237,481,5769.62,481,88.6757,2405000,-75480.2734375
4952.74,93.5662,482,5743.75,482,88.1726,2410000,-76162.2890625
5368.27,93.9237,483,5634.75,483,89.1946,2415000,-75631.8671875
5431.01,93.319,484,5732.42,484,89.6816,2420000,-76308.328125
5276.91,95.9866,485,5569.73,485,90.8063,2425000,-76573.78125
5449.71,89.9231,486,5792.59,486,88.705,2430000,-75363.859375
5419.82,94.7718,487,5511.8,487,91.6222,2435000,-76206.3515625
5468.91,84.5305,488,5857.55,488,82.1472,2440000,-72406.4765625
4918.75,90.0516,489,5534.19,489,89.8982,2445000,-76083.9375
4894.88,89.1484,490,5533.33,490,83.9255,2450000,-73088.2265625
5026.78,92.7263,491,5284.95,491,91.1613,2455000,-76354.7109375
5289.32,94.6225,492,5550.27,492,86.9426,2460000,-76655.875
5407.83,87.7025,493,5744.96,493,87.1941,2465000,-74510.09375
5158.64,96.7386,494,5762.44,494,89.7633,2470000,-77080.1015625
5149.68,99.2076,495,5631.99,495,91.3389,2475000,-77241.9609375
5281.88,90.4773,496,5421.59,496,88.5912,2480000,-76158.28125
5334.36,96.2818,497,5494.74,497,92.6472,2485000,-77261.0625
5247.84,94.5193,498,5649.01,498,90.1736,2490000,-76626.21875
5200.14,90.7218,499,5725.57,499,86.8222,2495000,-74741.3203125
5407.31,93.2837,500,5670.14,500,90.6453,2500000,-77225.7578125
5316.89,95.8016,501,5621.83,501,91.0178,2505000,-76920.6328125
4952.11,93.9076,502,5685.17,502,88.388,2510000,-77590.4453125
5328.06,93.9138,503,5450.87,503,91.6783,2515000,-77806.1484375
4955.18,92.5093,504,5683.41,504,90.5928,2520000,-77192.765625
5372.64,90.4389,505,5780.35,505,89.5638,2525000,-76806.609375
5240.0,94.8959,506,5665.75,506,91.5297,2530000,-77649.703125
4886.56,107.7267,507,5493.25,507,91.5299,2535000,-74812.953125
4812.89,94.4742,508,5713.65,508,89.2415,2540000,-78206.015625
4904.17,89.117,509,5466.19,509,87.7424,2545000,-77635.9453125
5164.22,93.0861,510,5624.94,510,88.1954,2550000,-76184.7421875
5418.99,93.0081,511,5537.8,511,89.6866,2555000,-77519.5234375
4977.06,95.1549,512,5660.65,512,89.4869,2560000,-77401.734375
4974.74,89.8718,513,5705.03,513,88.9339,2565000,-77492.28125
4790.4,91.3703,514,5598.79,514,88.9334,2570000,-77504.59375
4914.06,95.0991,515,5670.36,515,91.4425,2575000,-77528.015625
5080.42,93.4077,516,5657.97,516,88.8401,2580000,-77795.5703125
4977.34,91.1681,517,5356.32,517,87.8924,2585000,-77548.0703125
5354.19,90.0605,518,5676.05,518,88.4855,2590000,-77926.7578125
5058.43,91.4589,519,5661.96,519,89.6185,2595000,-78569.0859375
4915.0,94.5974,520,5354.16,520,88.0586,2600000,-78194.1875
5126.17,89.8433,521,5144.58,521,88.5664,2605000,-78285.171875
5234.7,95.3797,522,5623.85,522,89.0015,2610000,-77822.21875
5087.42,87.7524,523,5326.37,523,84.4572,2615000,-74828.0625
5194.92,93.6786,524,5685.25,524,88.1574,2620000,-78239.7734375
5112.74,103.6755,525,5576.77,525,87.677,2625000,-74269.84375
5163.17,105.1773,526,5643.37,526,86.2906,2630000,-74168.578125
5252.48,94.1987,527,5600.98,527,89.0735,2635000,-77933.1953125
5325.13,93.1313,528,5652.53,528,88.934,2640000,-78822.71875
5168.59,92.8178,529,5662.65,529,90.2109,2645000,-79156.3046875
5327.69,96.637,530,5562.67,530,88.9133,2650000,-78879.84375
5001.08,93.5222,531,5428.68,531,88.4628,2655000,-78844.25
5033.89,96.1445,532,5584.74,532,88.7677,2660000,-79371.7734375
5347.49,96.4869,533,5284.38,533,89.0748,2665000,-79260.1953125
5041.89,98.6382,534,5321.08,534,91.6199,2670000,-78782.96875
4958.34,92.6284,535,5119.68,535,88.4666,2675000,-78628.7734375
5299.89,92.5375,536,5662.36,536,89.26,2680000,-79623.6875
4637.07,95.0734,537,5539.72,537,89.6229,2685000,-78647.140625
4920.6,95.1975,538,5395.23,538,89.6401,2690000,-79331.1015625
5280.92,97.0602,539,5216.54,539,88.495,2695000,-79515.9140625
5273.38,99.3432,540,5537.69,540,88.0147,2700000,-75007.0546875
5129.04,94.6114,541,5464.44,541,88.7878,2705000,-78678.75
5145.22,89.9214,542,5611.57,542,86.7813,2710000,-78617.21875
5038.8,97.5858,543,5533.35,543,90.0849,2715000,-78942.0703125
5313.0,86.5315,544,5414.26,544,83.7454,2720000,-78347.2421875
5162.67,88.4486,545,5598.87,545,86.3765,2725000,-78577.453125
5277.67,88.0491,546,5624.59,546,87.8058,2730000,-78838.0234375
4978.05,92.0568,547,5641.93,547,84.7842,2735000,-72197.125
5297.61,87.0957,548,5536.44,548,86.7406,2740000,-79266.8515625
4985.51,85.5451,549,5713.43,549,87.1989,2745000,-78748.6640625
5158.59,86.3235,550,5423.32,550,85.1232,2750000,-79301.53125
5113.0,83.0475,551,5657.98,551,86.1864,2755000,-78865.1953125
5312.24,87.2487,552,5104.09,552,85.5343,2760000,-79244.4375
5387.7,85.3313,553,5746.81,553,85.5733,2765000,-79799.1875
5327.73,86.7347,554,5639.99,554,85.6321,2770000,-79717.7421875
5397.81,90.7524,555,5689.95,555,83.4194,2775000,-76900.4765625
4381.66,84.157,556,5375.54,556,83.1621,2780000,-79249.3515625
4687.24,82.0717,557,5588.46,557,83.6271,2785000,-77021.5703125
5153.33,84.7479,558,5742.0,558,85.9253,2790000,-79726.6875
5187.53,87.4916,559,5669.57,559,85.1912,2795000,-79724.359375
4587.53,84.6761,560,5361.79,560,85.8238,2800000,-80636.0390625
5118.86,96.7784,561,5658.56,561,85.9424,2805000,-77443.9375
5364.42,82.7527,562,5776.59,562,83.3976,2810000,-77497.484375
4809.79,77.9765,563,5470.74,563,81.6379,2815000,-77895.5859375
5259.1,94.0397,564,5758.18,564,83.9378,2820000,-77928.453125
5040.31,85.8234,565,5536.72,565,85.6492,2825000,-80714.3515625
4383.91,89.6255,566,5169.35,566,85.9952,2830000,-76567.3359375
5058.38,97.5181,567,5148.55,567,87.2769,2835000,-79383.4375
4954.74,79.1044,568,5188.52,568,83.2541,2840000,-80079.640625
4915.2,101.3245,569,5796.32,569,83.5165,2845000,-74898.4375
5002.33,85.3604,570,5694.45,570,83.2788,2850000,-80925.625
4532.24,88.9317,571,5090.17,571,83.7933,2855000,-76622.21875
4629.75,85.0664,572,5641.09,572,85.1918,2860000,-80325.8046875
4992.81,83.5477,573,5479.9,573,86.2168,2865000,-80612.1796875
4456.97,82.831,574,5361.0,574,84.7877,2870000,-80607.8984375
4846.22,89.2324,575,5698.96,575,85.9418,2875000,-81481.5078125
4745.77,86.9071,576,5426.97,576,87.1053,2880000,-81303.1328125
5330.59,82.3057,577,5748.49,577,81.9458,2885000,-79274.0703125
4680.16,89.0883,578,5338.72,578,81.9266,2890000,-76539.6484375
4941.6,82.5113,579,4917.57,579,84.5839,2895000,-80474.4453125
4507.14,84.3146,580,5733.79,580,86.1274,2900000,-80932.4609375
5279.72,88.5667,581,5646.32,581,86.0743,2905000,-79779.90625
5229.72,98.5332,582,5368.3,582,82.4548,2910000,-77301.015625
4905.41,113.948,583,5008.56,583,84.7161,2915000,-76119.8203125
4827.36,84.1048,584,4720.79,584,85.9685,2920000,-80466.15625
5202.85,85.3968,585,5629.34,585,87.79,2925000,-81728.921875
5231.51,86.1368,586,5146.93,586,87.621,2930000,-81673.375
4808.07,83.0079,587,5062.33,587,85.2359,2935000,-80947.5078125
4969.37,89.5492,588,5621.94,588,87.2992,2940000,-81764.3515625
478.13,44.5001,589,733.23,589,66.4728,2945000,-42166.6953125
1401.03,74.8622,590,1436.03,590,85.8121,2950000,-71037.3671875
4161.05,90.6374,591,3204.97,591,89.2317,2955000,-80998.7890625
4577.02,88.2014,592,4277.82,592,85.7562,2960000,-81522.765625
3475.45,90.4001,593,4420.09,593,88.098,2965000,-81371.5625
4643.82,94.0393,594,4649.42,594,88.0199,2970000,-82076.8125
4581.6,89.0299,595,4748.58,595,89.2436,2975000,-81172.15625
5083.86,87.0858,596,4693.13,596,89.41,2980000,-81548.09375
5190.27,98.3899,597,4165.87,597,85.5173,2985000,-80478.03125
4056.44,109.1868,598,3238.36,598,79.6068,2990000,-69665.0234375
2176.58,81.6539,599,2540.66,599,85.2044,2995000,-78896.15625
