Itration,Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL
392,4545.2,393.1735,-19605.56640625,4732.48,392,1960000,252.6675
393,4623.05,395.1057,-19462.96875,4192.34,393,1965000,251.995
394,4938.44,382.6181,-19574.70703125,4939.61,394,1970000,238.9443
395,3786.13,412.6674,-18476.943359375,4320.45,395,1975000,242.8478
396,2983.13,418.1985,-19004.41796875,2915.36,396,1980000,293.5547
397,4098.16,424.2231,-19619.037109375,4415.21,397,1985000,294.5921
398,4146.35,414.7436,-19121.662109375,4545.6,398,1990000,246.686
399,2503.31,422.0723,-18228.24609375,1923.81,399,1995000,285.0531
400,3899.46,420.2543,-19108.322265625,4496.54,400,2000000,245.3951
401,3501.66,428.9966,-19383.59765625,3936.28,401,2005000,345.1156
402,2968.51,423.4293,-18870.56640625,3619.38,402,2010000,250.7928
403,3343.0,441.4993,-19120.8984375,3443.22,403,2015000,326.375
404,1571.29,443.8864,-18012.08984375,1379.62,404,2020000,389.5853
405,1846.05,437.8575,-18817.0546875,2654.27,405,2025000,427.6223
406,3068.25,428.5039,-19051.341796875,4191.11,406,2030000,322.2633
407,2841.14,451.2609,-18608.08203125,3295.16,407,2035000,267.0147
408,3568.34,436.5728,-18542.6796875,3365.1,408,2040000,260.2848
409,2787.32,456.2458,-18506.7109375,2573.48,409,2045000,259.32
410,2320.51,462.0057,-18696.6328125,2596.11,410,2050000,265.5352
411,1693.99,459.231,-17727.455078125,1799.21,411,2055000,348.7998
412,2607.81,472.008,-18962.265625,3044.92,412,2060000,503.1068
413,2530.13,465.8405,-19017.046875,2266.06,413,2065000,1030.07
414,2952.09,453.8475,-17753.09765625,2721.59,414,2070000,261.7671
415,3086.54,467.9861,-18908.638671875,2814.59,415,2075000,356.2999
416,3325.1,452.901,-17921.140625,3483.69,416,2080000,246.8092
417,3042.8,468.2543,-19113.396484375,2799.76,417,2085000,345.6338
418,2264.98,470.4684,-18662.47265625,2339.61,418,2090000,469.8242
419,2090.95,473.7795,-19058.234375,2029.08,419,2095000,827.717
420,3883.23,449.5565,-19145.95703125,3120.1,420,2100000,455.4458
421,1718.27,479.4357,-19057.296875,1308.86,421,2105000,954.0912
422,1514.65,485.4564,-19404.345703125,1684.28,422,2110000,2157.0237
423,1910.14,457.9058,-18923.876953125,1885.7,423,2115000,1457.7709
424,2236.84,480.3753,-19325.88671875,2499.39,424,2120000,846.9593
425,3661.73,454.8492,-19246.333984375,3574.04,425,2125000,433.6301
426,1793.8,492.6246,-19370.98046875,1344.94,426,2130000,2857.0411
427,1112.12,484.1304,-19313.904296875,963.38,427,2135000,1831.8231
428,2387.89,471.4107,-19281.4140625,2579.23,428,2140000,395.486
429,3673.95,453.4742,-19419.212890625,2811.95,429,2145000,780.3342
430,3429.45,460.3028,-19436.927734375,3615.71,430,2150000,410.6481
431,1499.22,448.8711,-18725.119140625,1973.18,431,2155000,1992.3668
432,3533.33,456.2856,-18672.470703125,2650.81,432,2160000,1676.7351
433,1173.49,456.2147,-19262.3671875,1961.02,433,2165000,1373.0112
434,1082.43,469.3548,-18761.283203125,1206.1,434,2170000,651.6954
435,1842.52,464.0343,-19312.83203125,1822.7,435,2175000,904.8188
436,1309.74,482.7305,-19288.060546875,1503.08,436,2180000,817.6245
437,1031.07,476.7556,-18638.240234375,1081.17,437,2185000,968.0891
438,962.03,484.3045,-19228.744140625,879.89,438,2190000,1752.344
439,1589.29,493.3366,-18824.115234375,1574.09,439,2195000,1358.2755
440,1495.14,474.1163,-19106.220703125,1454.58,440,2200000,923.6839
441,1616.05,473.3157,-18630.111328125,1047.46,441,2205000,490.0134
442,2081.6,475.0741,-19080.1328125,2191.62,442,2210000,702.4169
443,1584.86,473.9174,-19037.333984375,1942.45,443,2215000,607.8971
444,1608.4,464.5971,-19151.015625,1529.74,444,2220000,2298.7045
445,970.21,486.8278,-18179.37109375,1019.89,445,2225000,521.157
446,1528.04,481.645,-18170.623046875,1218.64,446,2230000,442.005
447,893.27,492.4999,-19161.88671875,827.21,447,2235000,2158.3009
448,1171.27,463.4561,-18382.78515625,1159.85,448,2240000,1006.4584
449,1136.79,478.0375,-17383.35546875,1082.26,449,2245000,996.4113
450,669.0,495.8391,-17119.208984375,653.22,450,2250000,545.3316
451,1078.29,485.8081,-17512.962890625,1010.02,451,2255000,873.2594
452,1049.78,476.6056,-17163.943359375,1530.99,452,2260000,593.1075
453,1290.34,484.195,-17540.435546875,1088.39,453,2265000,426.7464
454,1076.09,496.6485,-18671.6015625,1037.86,454,2270000,814.5854
455,941.23,498.7061,-18013.17578125,1039.54,455,2275000,500.1295
456,745.56,506.988,-18398.814453125,662.31,456,2280000,490.133
457,766.41,501.0763,-17943.564453125,763.99,457,2285000,498.9989
458,609.98,517.3428,-18928.12109375,631.03,458,2290000,998.7096
459,563.75,511.7511,-17764.80859375,568.91,459,2295000,452.8223
460,623.44,508.149,-18834.541015625,535.68,460,2300000,627.5912
461,669.6,489.0941,-16765.609375,674.42,461,2305000,509.0758
462,738.75,492.1377,-18463.943359375,780.4,462,2310000,630.3212
463,764.36,495.8492,-18952.357421875,705.19,463,2315000,615.0174
464,642.97,506.5314,-18713.908203125,631.94,464,2320000,587.6832
465,611.3,497.8959,-17041.7421875,623.59,465,2325000,472.8407
466,562.91,494.4417,-18120.7265625,583.92,466,2330000,530.3405
467,539.25,502.1197,-18031.87890625,706.47,467,2335000,524.0776
468,581.65,499.5218,-18316.7421875,565.24,468,2340000,560.3319
469,650.02,494.2854,-16530.818359375,760.82,469,2345000,444.5001
470,670.05,494.2698,-18019.986328125,623.41,470,2350000,482.3016
471,584.84,493.6762,-18649.08203125,572.14,471,2355000,507.5317
472,580.99,499.5705,-18088.19921875,580.4,472,2360000,764.9912
473,483.7,516.4459,-18310.07421875,439.55,473,2365000,573.9845
474,522.9,509.8605,-18800.7734375,501.36,474,2370000,628.6151
475,468.41,512.2281,-18475.8984375,394.51,475,2375000,569.2692
476,536.58,499.1271,-17341.818359375,562.62,476,2380000,478.8859
477,473.55,498.5528,-18854.568359375,466.48,477,2385000,614.6364
478,537.17,499.9239,-18643.947265625,470.49,478,2390000,508.2278
479,522.65,519.2556,-17998.47265625,498.62,479,2395000,506.2003
480,628.11,495.7978,-18853.126953125,607.09,480,2400000,599.0998
481,609.42,487.1371,-18692.03515625,649.28,481,2405000,728.5375
482,696.63,487.8539,-17864.662109375,618.77,482,2410000,534.9047
483,608.17,491.6437,-18410.693359375,565.03,483,2415000,520.6623
484,577.64,487.3743,-18712.224609375,577.97,484,2420000,533.342
485,586.29,478.6414,-18351.318359375,552.0,485,2425000,501.511
486,622.3,486.1444,-19245.658203125,581.88,486,2430000,594.3531
487,495.17,493.2177,-18218.529296875,564.02,487,2435000,446.0302
488,420.16,505.5394,-16742.404296875,437.19,488,2440000,431.4299
489,564.11,492.1588,-17996.94140625,503.22,489,2445000,472.0409
490,559.37,482.1079,-18832.302734375,519.29,490,2450000,416.5711
491,483.99,499.8357,-19012.154296875,506.22,491,2455000,662.4359
492,427.77,516.6405,-19224.44140625,386.42,492,2460000,660.0018
493,498.84,492.4178,-18785.01953125,518.03,493,2465000,566.5545
494,410.46,508.002,-19027.724609375,391.44,494,2470000,745.7
495,262.84,543.4225,-17615.037109375,288.92,495,2475000,660.0974
496,413.47,534.5834,-17862.455078125,420.3,496,2480000,675.8628
497,382.49,518.6932,-18168.76953125,373.56,497,2485000,518.3158
498,349.39,526.4244,-18703.6484375,347.27,498,2490000,545.5957
499,372.42,525.6189,-19343.810546875,369.42,499,2495000,708.2494
500,401.38,513.3749,-19335.216796875,371.33,500,2500000,1129.9833
501,456.28,519.5192,-19496.783203125,450.65,501,2505000,2067.4944
502,353.13,524.5597,-18296.5078125,356.98,502,2510000,659.5222
503,364.88,522.7877,-17442.783203125,364.17,503,2515000,541.1383
504,388.6,524.086,-17872.75,393.64,504,2520000,441.1025
505,289.22,555.5202,-18505.484375,295.34,505,2525000,512.0401
506,306.41,510.7789,-17621.32421875,301.29,506,2530000,407.3949
507,233.57,541.4302,-18965.587890625,218.29,507,2535000,696.7758
508,242.06,538.5789,-19132.248046875,246.36,508,2540000,587.6262
509,462.8,514.4844,-18696.841796875,439.77,509,2545000,985.3169
510,391.33,531.1416,-18022.865234375,385.06,510,2550000,462.9344
511,381.15,522.2276,-18754.7109375,396.35,511,2555000,545.7755
512,449.14,526.7127,-18867.828125,453.32,512,2560000,491.6961
513,376.13,517.9946,-18424.064453125,380.83,513,2565000,480.9627
514,358.75,544.1569,-17841.88671875,358.04,514,2570000,520.5477
515,362.85,547.3344,-18293.509765625,357.6,515,2575000,502.1667
516,365.65,524.9834,-18459.484375,374.12,516,2580000,2450.3401
517,376.71,528.1704,-18222.84765625,371.33,517,2585000,502.4859
518,343.27,535.4793,-18347.541015625,348.71,518,2590000,511.9552
519,319.49,546.8656,-17615.193359375,319.9,519,2595000,457.3824
520,316.55,537.4666,-19452.724609375,309.73,520,2600000,2352.0151
521,332.28,541.6783,-19428.24609375,339.0,521,2605000,888.4379
522,327.63,550.2029,-19187.052734375,327.69,522,2610000,863.1799
523,302.98,538.9641,-19510.970703125,299.93,523,2615000,2609.7448
524,338.68,554.3324,-18578.662109375,331.8,524,2620000,528.7117
525,314.64,567.8465,-19525.248046875,313.91,525,2625000,968.9896
526,302.3,556.8419,-18962.126953125,303.36,526,2630000,547.2515
527,313.61,558.6982,-19308.146484375,318.86,527,2635000,665.4545
528,283.61,544.7784,-17844.31640625,284.47,528,2640000,479.4132
529,319.32,559.4854,-19400.421875,318.09,529,2645000,1523.8471
530,313.44,551.7271,-18888.064453125,313.54,530,2650000,591.3031
531,309.39,559.5545,-19476.580078125,310.01,531,2655000,946.3003
532,308.85,558.0075,-18863.609375,308.56,532,2660000,663.3574
533,313.55,552.2508,-19195.220703125,311.66,533,2665000,622.5645
534,309.15,541.6342,-19162.0859375,312.08,534,2670000,622.5334
535,322.31,542.7202,-19367.01953125,318.38,535,2675000,611.0924
536,313.77,540.1961,-19091.892578125,318.81,536,2680000,610.4259
537,338.61,551.9328,-19538.392578125,338.96,537,2685000,811.7216
538,323.14,559.2173,-19494.869140625,323.12,538,2690000,637.3972
539,230.56,547.3813,-19115.873046875,230.14,539,2695000,551.4429
540,162.72,566.4129,-19178.859375,154.1,540,2700000,493.1611
541,129.27,579.0373,-18892.03515625,132.71,541,2705000,541.2965
542,76.46,594.9141,-18850.26953125,75.83,542,2710000,504.979
543,202.3,546.4948,-19361.931640625,199.4,543,2715000,664.608
544,191.97,549.1665,-19356.724609375,197.0,544,2720000,596.7715
545,141.18,571.8088,-18297.271484375,140.17,545,2725000,480.5158
546,133.64,576.1079,-19263.716796875,134.07,546,2730000,773.8559
547,159.73,555.2135,-18509.91796875,163.79,547,2735000,815.3985
548,181.27,579.9613,-19638.4140625,186.14,548,2740000,849.187
549,199.71,609.5251,-19748.958984375,200.58,549,2745000,1190.0465
550,208.58,585.7482,-19739.537109375,205.23,550,2750000,1207.687
551,189.47,584.0539,-19714.39453125,189.39,551,2755000,853.0138
552,92.28,593.916,-19625.935546875,92.47,552,2760000,964.2389
553,91.03,581.0115,-19110.814453125,90.16,553,2765000,682.9228
554,116.09,585.7188,-19369.13671875,118.6,554,2770000,708.044
555,83.02,595.3986,-19576.02734375,82.78,555,2775000,749.8556
556,120.04,569.7171,-18121.58984375,123.13,556,2780000,469.9517
557,115.02,575.4969,-19682.265625,114.32,557,2785000,876.5306
558,95.75,594.1042,-19339.076171875,96.84,558,2790000,750.5594
559,151.53,574.8556,-19430.3359375,153.79,559,2795000,778.4267
560,151.29,575.9794,-19604.16015625,152.64,560,2800000,984.048
561,143.95,559.1662,-18518.482421875,140.07,561,2805000,677.1751
562,124.46,571.1933,-18700.140625,126.78,562,2810000,965.8061
563,149.8,575.9846,-19699.787109375,149.34,563,2815000,1092.5845
564,133.83,580.932,-19318.994140625,123.55,564,2820000,711.4899
565,153.49,583.3123,-19753.767578125,152.92,565,2825000,2502.497
566,106.65,591.9843,-19755.470703125,108.89,566,2830000,1054.5806
567,137.06,587.799,-19329.728515625,140.9,567,2835000,874.8716
568,152.37,570.3009,-19364.810546875,152.25,568,2840000,621.5576
569,198.39,570.0397,-18517.158203125,197.04,569,2845000,584.4246
570,206.08,559.4385,-15930.6982421875,206.1,570,2850000,448.0342
571,212.14,578.8855,-17999.83984375,210.2,571,2855000,629.3218
572,187.84,572.9813,-18370.650390625,179.51,572,2860000,507.6561
573,232.85,559.8001,-18700.294921875,233.07,573,2865000,544.2251
574,200.54,559.0047,-18865.287109375,192.47,574,2870000,547.8239
575,210.44,559.6785,-18367.080078125,206.51,575,2875000,504.1785
576,193.38,542.7674,-18931.8203125,192.99,576,2880000,635.3155
577,216.06,542.5184,-18910.591796875,218.48,577,2885000,551.143
578,223.0,550.9372,-19577.140625,214.65,578,2890000,796.6379
579,204.75,564.7592,-19416.412109375,203.78,579,2895000,708.6444
580,197.46,560.0606,-18846.900390625,192.44,580,2900000,519.8565
581,232.85,534.5051,-17581.59375,231.27,581,2905000,479.9627
582,236.78,526.7981,-16782.8515625,241.48,582,2910000,571.3082
583,180.54,542.3112,-16768.88671875,183.05,583,2915000,492.3983
584,128.18,553.9439,-17087.82421875,127.47,584,2920000,510.7067
585,176.16,552.9118,-15880.3408203125,185.45,585,2925000,475.034
586,223.67,557.8591,-19551.4765625,223.68,586,2930000,759.7457
587,230.84,578.6088,-19613.341796875,231.42,587,2935000,748.7897
588,232.88,577.3921,-19730.11328125,230.85,588,2940000,1632.491
589,236.2,584.356,-19544.513671875,235.72,589,2945000,848.2018
590,239.2,569.2198,-18447.107421875,239.19,590,2950000,538.2747
591,239.88,568.9909,-18815.23046875,239.85,591,2955000,555.4367
592,241.17,573.4507,-19428.18359375,242.84,592,2960000,1022.5137
593,254.56,582.0609,-19615.2890625,254.64,593,2965000,1796.3725
594,261.14,571.2139,-19391.92578125,261.17,594,2970000,640.541
595,251.03,566.4499,-18680.86328125,258.66,595,2975000,545.979
596,217.46,588.1561,-17840.046875,217.27,596,2980000,833.4088
597,238.3,542.1999,-14862.951171875,238.49,597,2985000,965.2641
598,206.33,578.2333,-12462.083984375,205.88,598,2990000,1365.848
599,217.32,589.3701,-18649.78515625,218.9,599,2995000,582.6477
