Running Reverse KL,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Itration
30.4933,236.45,-89618.375,850.99,1635000,327,72.8458,327
29.9406,282.53,-89411.03125,752.48,1640000,328,72.4247,328
30.4005,302.75,-90667.1328125,903.54,1645000,329,72.6146,329
30.1325,264.29,-90791.3984375,946.71,1650000,330,72.9841,330
29.8349,231.65,-90873.921875,792.92,1655000,331,72.7525,331
30.2259,247.87,-90081.3828125,948.51,1660000,332,73.4289,332
30.0275,257.91,-91473.9296875,804.85,1665000,333,72.66,333
30.6778,251.62,-90913.3984375,893.66,1670000,334,73.3319,334
29.9591,275.06,-91776.78125,747.48,1675000,335,71.5903,335
30.1721,306.36,-91204.09375,694.74,1680000,336,72.4234,336
29.763,246.49,-91856.2109375,815.2,1685000,337,73.1316,337
30.6701,226.98,-92362.0859375,892.11,1690000,338,73.6041,338
30.7718,246.22,-93214.078125,750.01,1695000,339,72.7263,339
30.9837,310.66,-91444.5078125,860.28,1700000,340,74.6732,340
30.7539,284.36,-92181.2578125,806.69,1705000,341,73.1244,341
31.0535,317.58,-92550.5625,862.56,1710000,342,73.4695,342
30.15,229.07,-93213.921875,902.26,1715000,343,73.3707,343
31.2151,292.94,-93189.828125,838.47,1720000,344,72.7468,344
30.7283,229.9,-92097.0078125,740.41,1725000,345,73.7329,345
30.8511,324.61,-92726.4375,910.61,1730000,346,73.2953,346
31.3909,321.84,-93197.3203125,798.75,1735000,347,73.3229,347
31.3793,292.77,-93097.5859375,748.87,1740000,348,73.2492,348
31.467,272.34,-93200.578125,802.88,1745000,349,74.3539,349
31.0198,306.83,-93706.828125,853.54,1750000,350,72.8035,350
31.5985,241.21,-93421.0,950.85,1755000,351,72.9593,351
30.935,253.86,-93827.3203125,658.58,1760000,352,72.9956,352
31.2161,349.59,-92887.0234375,806.48,1765000,353,72.1616,353
30.8014,299.9,-93823.6015625,805.0,1770000,354,72.6764,354
31.0327,268.33,-94147.7421875,802.81,1775000,355,73.8662,355
30.6054,305.69,-93632.015625,1007.14,1780000,356,72.2773,356
31.1413,283.51,-93748.2578125,805.25,1785000,357,72.7354,357
30.3381,283.35,-93230.046875,866.1,1790000,358,71.9976,358
30.7592,264.17,-93500.0,901.25,1795000,359,71.703,359
30.3067,259.54,-94346.359375,794.16,1800000,360,73.392,360
31.0376,289.16,-94499.40625,947.39,1805000,361,71.9109,361
30.7043,282.02,-93763.0234375,809.82,1810000,362,71.8967,362
30.6778,313.23,-94246.8828125,598.4,1815000,363,72.3946,363
30.6368,228.28,-93486.7734375,933.98,1820000,364,72.9527,364
30.4611,265.42,-94655.6171875,899.09,1825000,365,73.2548,365
29.991,285.08,-94153.265625,707.36,1830000,366,72.0245,366
30.574,229.96,-94377.484375,803.66,1835000,367,73.454,367
30.1662,277.6,-93826.484375,899.72,1840000,368,72.9326,368
31.1612,299.7,-94395.609375,813.22,1845000,369,72.8106,369
30.7936,345.85,-94748.171875,806.23,1850000,370,73.0916,370
30.9502,341.28,-94364.4765625,812.94,1855000,371,73.7994,371
31.1589,233.16,-94221.984375,563.29,1860000,372,72.8248,372
31.2945,241.89,-94566.0078125,802.95,1865000,373,74.015,373
30.6299,245.46,-94180.6328125,806.61,1870000,374,72.9888,374
30.8308,268.51,-94434.625,854.66,1875000,375,73.0597,375
31.0523,312.42,-95217.6640625,862.36,1880000,376,72.9953,376
30.8498,239.14,-94611.59375,663.11,1885000,377,73.2122,377
30.8869,339.38,-94629.0390625,862.36,1890000,378,73.4041,378
30.6837,345.45,-94490.21875,915.42,1895000,379,71.9832,379
30.4466,258.03,-94963.1328125,905.4,1900000,380,73.6374,380
30.7841,258.67,-94792.1953125,904.85,1905000,381,73.2816,381
31.174,311.39,-94805.1953125,904.71,1910000,382,73.2534,382
30.7175,317.89,-94682.640625,808.89,1915000,383,72.44,383
30.5692,336.87,-94864.515625,802.67,1920000,384,73.0847,384
31.0165,280.69,-94939.703125,904.95,1925000,385,73.1963,385
30.9677,312.41,-94471.21875,765.12,1930000,386,73.1375,386
30.5703,308.5,-94133.6015625,856.94,1935000,387,73.4123,387
30.807,301.74,-94603.4375,909.44,1940000,388,72.4521,388
30.8554,285.8,-95085.40625,810.93,1945000,389,72.9762,389
31.063,286.69,-94890.3125,852.3,1950000,390,73.5552,390
30.9692,339.06,-95030.09375,857.35,1955000,391,74.6512,391
30.5125,209.0,-95181.859375,802.99,1960000,392,73.0336,392
30.3953,325.56,-95586.0234375,850.5,1965000,393,72.3439,393
30.9384,325.15,-95502.921875,764.7,1970000,394,73.8997,394
30.7967,277.55,-95294.4765625,899.21,1975000,395,72.279,395
30.4476,323.69,-95359.78125,857.96,1980000,396,72.9064,396
30.8492,316.28,-95219.640625,614.15,1985000,397,72.6134,397
31.6276,255.93,-95642.25,810.43,1990000,398,74.091,398
30.6985,274.81,-95075.1171875,1002.12,1995000,399,71.9257,399
31.0541,238.26,-94754.765625,712.58,2000000,400,73.4481,400
30.3843,306.37,-95609.6640625,767.79,2005000,401,73.5853,401
31.2009,251.57,-95271.125,799.91,2010000,402,74.1365,402
30.9492,300.56,-95742.703125,755.46,2015000,403,73.1793,403
30.4768,248.71,-95981.625,663.76,2020000,404,72.486,404
30.4605,242.27,-95572.2578125,811.18,2025000,405,72.7154,405
30.7513,268.18,-95629.3515625,853.11,2030000,406,71.7556,406
30.6665,329.76,-95840.7421875,714.41,2035000,407,73.9179,407
30.7977,305.32,-95737.3125,859.89,2040000,408,73.2476,408
30.4208,235.73,-95503.6015625,797.32,2045000,409,73.2887,409
37.0514,29.11,-95694.2109375,789.11,2050000,410,73.738,410
31.1382,311.43,-95887.9375,853.19,2055000,411,72.7011,411
30.4882,236.18,-95953.40625,662.12,2060000,412,74.691,412
30.1557,292.41,-95818.8203125,738.14,2065000,413,72.7828,413
30.593,278.06,-95818.9375,850.61,2070000,414,71.9121,414
