Running Forward KL,Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss,Running Update Time,Itration,Real Det Return
646.5512,86.5,573.6436,1975000,-19158.8671875,395,395,87.05
670.6451,85.51,579.5944,1980000,-19012.5546875,396,396,85.54
661.5532,86.24,608.8849,1985000,-19159.224609375,397,397,86.19
672.5488,85.45,664.1871,1990000,-19543.32421875,398,398,85.99
630.5263,90.24,557.0435,1995000,-18698.5546875,399,399,89.05
661.5561,90.56,616.648,2000000,-19194.05078125,400,400,89.85
631.9912,84.86,913.4699,2005000,-19690.494140625,401,401,84.56
651.9195,88.37,493.881,2010000,-18029.916015625,402,402,88.52
675.3956,86.88,596.7477,2015000,-19539.103515625,403,403,89.03
598.8777,90.14,384.6998,2020000,-19201.84765625,404,404,88.74
628.4934,88.62,639.833,2025000,-19146.3515625,405,405,88.35
630.3429,91.71,408.1621,2030000,-19219.947265625,406,406,90.5
589.8995,93.35,442.9916,2035000,-18962.005859375,407,407,92.49
634.4013,89.45,456.6955,2040000,-19556.04296875,408,408,88.69
646.232,92.66,458.7993,2045000,-19318.359375,409,409,91.12
648.7238,92.47,542.3647,2050000,-19424.884765625,410,410,93.52
647.2532,91.63,554.5995,2055000,-19321.837890625,411,411,90.29
592.5224,98.04,445.491,2060000,-19222.70703125,412,412,97.03
608.6542,89.3,403.67,2065000,-19199.69140625,413,413,89.5
633.5827,97.29,576.7119,2070000,-19415.33984375,414,414,89.92
616.3921,87.09,507.3965,2075000,-19300.064453125,415,415,87.34
640.2938,89.13,529.9975,2080000,-19355.318359375,416,416,89.26
636.6742,93.64,486.6723,2085000,-19468.060546875,417,417,94.82
650.951,94.88,579.7764,2090000,-19514.93359375,418,418,93.86
635.1209,92.34,511.5161,2095000,-19248.546875,419,419,92.5
670.6802,90.23,544.6685,2100000,-19121.650390625,420,420,90.32
677.1366,90.75,502.3008,2105000,-19524.056640625,421,421,91.16
670.1207,89.58,555.6597,2110000,-19526.0625,422,422,88.99
650.6905,91.56,548.0967,2115000,-19447.953125,423,423,89.94
628.3959,91.76,404.7925,2120000,-19193.341796875,424,424,91.97
640.503,94.96,419.8729,2125000,-18970.68359375,425,425,94.77
668.7099,90.49,668.056,2130000,-19642.953125,426,426,91.2
678.011,95.33,697.5893,2135000,-19598.3828125,427,427,95.12
659.6064,86.53,524.1291,2140000,-19438.3046875,428,428,88.46
622.1607,97.35,429.9133,2145000,-19402.28125,429,429,98.35
640.7365,88.64,528.9419,2150000,-18815.76171875,430,430,89.15
653.7552,91.58,419.0556,2155000,-18923.669921875,431,431,92.74
649.3325,93.24,540.5668,2160000,-18995.060546875,432,432,92.95
630.7475,102.66,780.2729,2165000,-19403.33984375,433,433,97.97
639.1662,90.39,489.0398,2170000,-19080.09765625,434,434,89.78
