Running Forward KL,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return,Real Det Return
84.0294,284,89.8496,284,1420000,-39374.1640625,3136.54,4312.36
83.9807,285,118.2154,285,1425000,-26144.755859375,-855.2,-786.68
70.8635,286,58.4863,286,1430000,-31267.2421875,729.79,831.1
82.4823,287,77.1623,287,1435000,-36703.05078125,2061.91,1905.24
88.7333,288,123.3993,288,1440000,-39531.99609375,1352.95,2013.09
91.7819,289,145.9956,289,1445000,-40264.33984375,3811.22,3272.6
90.6146,290,95.313,290,1450000,-42124.01953125,3512.52,4119.11
88.6559,291,131.0245,291,1455000,-40562.03515625,3214.81,3161.07
85.9394,292,88.22,292,1460000,-40815.61328125,3131.29,3831.1
90.8271,293,98.5608,293,1465000,-42199.96875,3464.29,4008.06
87.4992,294,97.5958,294,1470000,-41595.83984375,2429.29,3773.22
86.3435,295,98.9104,295,1475000,-41024.27734375,2021.43,2862.86
89.9719,296,102.1422,296,1480000,-41387.55078125,3012.78,2982.19
79.0006,297,81.1444,297,1485000,-36176.8828125,1314.13,1387.9
80.0341,298,84.4277,298,1490000,-38594.71875,2174.3,2364.17
87.5859,299,99.223,299,1495000,-41060.4609375,1392.65,927.72
93.8491,300,103.8276,300,1500000,-42731.8125,2094.03,3017.53
90.095,301,103.8658,301,1505000,-43812.515625,3625.56,3817.73
87.8644,302,96.3861,302,1510000,-42422.34765625,2617.94,3742.17
92.057,303,94.1091,303,1515000,-44718.5078125,3787.22,3683.92
88.0429,304,88.3464,304,1520000,-44517.015625,3334.66,4378.91
87.8573,305,85.3249,305,1525000,-44893.28125,4531.33,4963.15
84.2853,306,90.4355,306,1530000,-44423.89453125,4198.97,4254.3
89.0327,307,94.2227,307,1535000,-42879.44921875,3416.26,2809.99
83.9854,308,181.2776,308,1540000,-35480.23828125,1556.67,1205.67
78.2749,309,198.2619,309,1545000,-31693.73828125,43.03,24.58
72.6241,310,115.0694,310,1550000,-34832.10546875,916.68,944.65
79.114,311,92.6618,311,1555000,-38520.734375,1111.12,1921.24
82.449,312,87.2828,312,1560000,-43172.74609375,690.28,922.31
89.3447,313,111.6084,313,1565000,-44005.078125,1517.53,1250.25
84.9526,314,96.8345,314,1570000,-42027.04296875,2407.03,2478.17
88.5329,315,108.231,315,1575000,-45441.22265625,3303.59,3150.46
84.8288,316,99.4046,316,1580000,-43695.55859375,3094.86,3681.85
80.8355,317,105.9867,317,1585000,-43151.94921875,2706.94,4817.76
82.4444,318,86.8491,318,1590000,-44870.50390625,3765.28,3866.51
89.4327,319,95.5686,319,1595000,-45252.09765625,3921.82,3154.17
88.4014,320,99.4788,320,1600000,-47166.87890625,3796.46,4094.81
87.4426,321,98.7294,321,1605000,-46170.15625,3296.16,3699.76
92.8619,322,106.0527,322,1610000,-47728.33984375,3646.46,3526.35
85.9535,323,91.4951,323,1615000,-46041.49609375,2003.15,3090.29
79.2427,324,84.1515,324,1620000,-42806.96484375,1112.64,2794.64
81.9562,325,80.1892,325,1625000,-46027.6171875,2025.78,3185.33
77.7414,326,84.7126,326,1630000,-41681.94921875,1945.98,2299.83
77.8515,327,159.0042,327,1635000,-41983.11328125,846.26,2098.65
84.8811,328,176.4195,328,1640000,-34424.93359375,-830.16,-740.0
88.0482,329,360.4004,329,1645000,-35542.3203125,-1500.67,-884.23
78.1031,330,118.1765,330,1650000,-41574.94921875,869.81,677.39
94.8217,331,115.6273,331,1655000,-47438.01953125,710.52,912.07
89.7643,332,98.9636,332,1660000,-46996.4609375,1634.11,1987.04
86.6319,333,131.4797,333,1665000,-45668.546875,777.15,1938.92
91.0884,334,126.2102,334,1670000,-47625.21875,2483.93,2037.98
94.4631,335,102.6052,335,1675000,-49130.8515625,2394.86,2970.2
92.6966,336,103.1182,336,1680000,-49915.53515625,3427.46,3001.23
93.1842,337,233.8147,337,1685000,-45893.10546875,2074.54,2443.67
94.8664,338,239.8444,338,1690000,-44939.2265625,834.98,1483.13
92.3771,339,97.3895,339,1695000,-49058.8203125,2699.93,2505.67
96.6204,340,108.37,340,1700000,-50533.5703125,2936.61,3638.3
90.7433,341,99.9851,341,1705000,-50885.84765625,2981.12,4052.22
81.6167,342,90.0392,342,1710000,-48950.87890625,3514.18,4437.09
82.5468,343,84.591,343,1715000,-50308.56640625,4147.76,4530.98
85.2645,344,88.881,344,1720000,-51598.73046875,4104.89,4262.63
88.6963,345,91.2702,345,1725000,-51863.7265625,4141.75,4605.29
87.9206,346,88.9424,346,1730000,-52677.17578125,3578.17,4803.16
89.3662,347,89.9366,347,1735000,-52335.2890625,2661.14,3906.67
77.9852,348,71.8768,348,1740000,-46429.15625,3512.95,3775.98
82.2572,349,196.7619,349,1745000,-32435.578125,-441.1,-598.38
78.2005,350,139.5957,350,1750000,-36931.9140625,219.33,-257.41
76.3541,351,78.9445,351,1755000,-45441.85546875,588.55,509.31
89.5891,352,419.1523,352,1760000,-37963.79296875,-1550.17,-1645.56
127.1115,353,412.7551,353,1765000,-38920.0703125,-2033.15,-2041.51
122.9255,354,329.0035,354,1770000,-39325.484375,-1472.77,-1380.97
112.1226,355,355.7172,355,1775000,-36197.52734375,-1556.96,-1366.9
112.3207,356,375.3352,356,1780000,-35197.47265625,-1422.32,-1447.35
138.7584,357,813.8388,357,1785000,-39692.97265625,-2834.2,-2845.88
83.3148,358,328.7912,358,1790000,-36729.33984375,-718.95,-782.7
83.8728,359,313.6348,359,1795000,-36385.85546875,-652.18,-976.22
85.1184,360,389.6757,360,1800000,-37058.06640625,-308.57,50.23
86.2098,361,447.43,361,1805000,-37874.06640625,-332.56,-7.37
81.2158,362,203.0479,362,1810000,-40116.05078125,276.61,220.05
87.3045,363,359.3456,363,1815000,-39377.265625,-347.94,-129.12
88.7722,364,328.0665,364,1820000,-39969.21875,-398.33,-513.88
79.1527,365,166.0037,365,1825000,-42874.4140625,321.06,259.72
83.2931,366,228.5927,366,1830000,-42659.23046875,329.97,358.91
85.9811,367,145.0519,367,1835000,-45846.03125,-45.04,-367.47
90.9429,368,397.515,368,1840000,-41576.9765625,-692.87,-959.76
119.7174,369,484.415,369,1845000,-44641.96875,-2468.12,-2474.16
130.9628,370,348.4366,370,1850000,-44310.73828125,-1948.34,-1961.08
124.0199,371,415.5178,371,1855000,-44737.1015625,-827.61,-798.27
115.9167,372,369.0347,372,1860000,-43283.109375,-776.01,-715.21
87.8141,373,201.4189,373,1865000,-42833.10546875,170.05,357.85
87.2253,374,146.6749,374,1870000,-47828.38671875,596.46,472.58
91.7097,375,125.9088,375,1875000,-50742.71875,912.22,1663.05
90.8272,376,111.0312,376,1880000,-52111.828125,1304.16,2039.61
91.6238,377,109.4627,377,1885000,-51139.890625,1989.34,1802.71
122.8259,378,535.3308,378,1890000,-43801.2265625,-1792.56,-1719.49
120.5902,379,474.8243,379,1895000,-46177.609375,-1481.76,-1256.44
117.7471,380,421.2372,380,1900000,-46729.99609375,-1209.94,-1293.12
85.9847,381,299.878,381,1905000,-45210.1875,498.63,665.33
94.8074,382,290.1169,382,1910000,-48270.86328125,-200.94,-198.01
83.8875,383,156.4909,383,1915000,-49058.37109375,410.44,402.42
83.9192,384,275.1149,384,1920000,-47429.3984375,431.92,370.49
80.5952,385,153.4632,385,1925000,-48526.359375,1702.3,1469.28
91.9094,386,280.9418,386,1930000,-41735.58984375,-820.26,-996.37
89.65,387,426.0313,387,1935000,-43118.12890625,-299.33,-441.38
93.8682,388,227.6429,388,1940000,-37717.796875,-1697.43,-1414.75
101.8644,389,410.2765,389,1945000,-48625.0703125,-1940.78,-1999.58
90.7502,390,105.0176,390,1950000,-35253.76953125,-1604.65,-1678.91
102.9774,391,357.9114,391,1955000,-44976.37890625,-1820.43,-1803.28
107.6766,392,458.3266,392,1960000,-49801.33984375,-1690.32,-1697.12
