Real Sto Return,Running Update Time,Running Env Steps,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Reverse KL
4246.63,392,1960000,-61891.296875,392,76.7068,5348.42,72.3752
4617.5,393,1965000,-62353.57421875,393,77.0398,5822.54,74.3092
4671.86,394,1970000,-62238.92578125,394,76.5296,5571.17,71.856
5067.67,395,1975000,-62708.83203125,395,75.1704,5900.31,71.9241
4843.02,396,1980000,-63298.40234375,396,76.0025,5908.08,72.4931
4315.42,397,1985000,-63017.1484375,397,74.9427,5390.98,70.8305
-808.73,398,1990000,-23448.27734375,398,84.5744,-1015.81,143.5425
-330.95,399,1995000,-29730.490234375,399,76.8278,-49.93,152.9002
2107.46,400,2000000,-57383.39453125,400,76.965,2373.02,92.4219
1295.14,401,2005000,-49029.359375,401,76.3546,1675.69,191.7518
2651.46,402,2010000,-46518.3203125,402,77.3377,3929.72,194.0969
3359.74,403,2015000,-57243.484375,403,74.0227,4088.38,69.6468
3348.16,404,2020000,-63120.640625,404,76.1296,5049.13,68.8424
4771.02,405,2025000,-62141.34375,405,76.2324,5171.82,68.0324
4982.63,406,2030000,-63792.09765625,406,76.7008,5043.53,70.3906
4239.61,407,2035000,-64371.046875,407,75.8824,5317.6,72.3853
4214.76,408,2040000,-64348.98828125,408,77.1646,5353.23,70.2414
4806.47,409,2045000,-63964.6953125,409,77.3338,5601.64,70.8681
5452.1,410,2050000,-65599.1953125,410,78.6845,5307.38,73.8839
5282.04,411,2055000,-62097.921875,411,77.6103,5757.01,78.6581
4932.41,412,2060000,-65343.23046875,412,77.6256,5601.63,77.4521
4784.25,413,2065000,-66756.2109375,413,79.0793,5747.98,77.3448
4452.64,414,2070000,-66359.9140625,414,77.9693,5713.83,73.2323
4270.26,415,2075000,-64927.984375,415,76.6317,5320.09,75.032
5044.85,416,2080000,-66838.9453125,416,78.3253,5802.61,75.3754
4918.57,417,2085000,-66463.96875,417,77.8282,5744.25,74.0379
4301.02,418,2090000,-66474.1640625,418,77.552,5150.88,73.819
4984.92,419,2095000,-64407.74609375,419,77.3952,5276.19,74.3597
4959.37,420,2100000,-67151.8671875,420,79.2369,5443.32,77.5078
4742.3,421,2105000,-66613.4375,421,76.2067,5228.43,72.9904
4545.66,422,2110000,-67611.6640625,422,77.976,4826.11,76.2824
4254.85,423,2115000,-67534.1328125,423,76.4975,5644.67,70.8034
4866.66,424,2120000,-68102.4765625,424,77.3882,5187.41,76.6927
5274.33,425,2125000,-68774.9453125,425,78.127,5240.22,76.0241
4548.45,426,2130000,-65500.140625,426,76.1659,5393.06,72.539
4868.49,427,2135000,-68229.125,427,78.7088,5102.0,75.9887
4878.98,428,2140000,-68790.7421875,428,76.8165,5319.03,75.1214
4781.49,429,2145000,-68498.1796875,429,76.4897,5760.27,75.3724
4616.77,430,2150000,-63281.02734375,430,72.4633,5734.41,69.1492
5055.67,431,2155000,-68588.8671875,431,75.2609,5194.03,73.0663
5151.7,432,2160000,-69053.25,432,77.5938,5748.29,73.7446
4758.16,433,2165000,-69061.421875,433,76.9799,5456.16,74.7613
4822.29,434,2170000,-68064.15625,434,75.0494,5655.06,71.3501
5202.68,435,2175000,-68730.8515625,435,74.5759,5752.16,73.3609
4823.65,436,2180000,-70085.5859375,436,77.8663,5407.5,77.859
5018.93,437,2185000,-69631.5703125,437,75.5749,5596.14,72.7723
4350.28,438,2190000,-65955.0234375,438,74.4832,5158.59,75.964
5306.7,439,2195000,-70377.875,439,76.1998,5179.97,75.8765
4666.15,440,2200000,-70139.1484375,440,75.3901,5720.67,75.8929
5205.46,441,2205000,-70232.703125,441,76.3776,5202.46,75.2372
5237.72,442,2210000,-71007.9375,442,76.4673,5427.21,78.0131
4979.6,443,2215000,-70089.7265625,443,74.1594,5515.68,72.2933
4664.45,444,2220000,-70651.046875,444,76.515,5382.25,78.0153
4999.31,445,2225000,-67053.546875,445,75.111,5797.69,79.3001
5271.98,446,2230000,-70981.4921875,446,75.7681,5877.39,72.9398
5270.2,447,2235000,-70984.34375,447,75.6926,5720.04,73.7827
5458.11,448,2240000,-67071.453125,448,74.4744,5381.27,74.2389
5168.17,449,2245000,-71355.0390625,449,76.6714,5674.63,74.3463
5295.25,450,2250000,-71518.7109375,450,76.6105,5621.76,76.8708
5287.0,451,2255000,-71978.890625,451,77.1318,5562.94,78.9794
5296.38,452,2260000,-71329.75,452,75.2402,5820.38,75.521
5349.7,453,2265000,-70044.1953125,453,76.7328,5399.85,75.9592
5451.77,454,2270000,-72089.9921875,454,76.7128,5328.37,77.3291
5452.73,455,2275000,-71728.3984375,455,76.536,5790.96,74.1972
4425.14,456,2280000,-72278.7890625,456,76.7454,5433.91,78.578
4813.11,457,2285000,-72009.4375,457,76.5749,5285.2,74.3853
5006.6,458,2290000,-66874.875,458,74.1053,5509.63,74.5513
5207.49,459,2295000,-72232.7421875,459,76.8839,5742.54,76.6954
4845.7,460,2300000,-71991.359375,460,76.7019,5904.52,74.0647
5155.63,461,2305000,-72758.453125,461,77.3656,5877.25,77.3286
5106.17,462,2310000,-72184.453125,462,76.8614,5106.91,79.3239
4891.34,463,2315000,-72929.765625,463,77.5785,5115.16,79.807
5160.74,464,2320000,-69352.3828125,464,76.4609,5083.14,75.6803
4981.97,465,2325000,-72601.4375,465,75.3631,5875.24,72.1023
5265.8,466,2330000,-73893.390625,466,78.9872,5766.96,80.2683
4638.84,467,2335000,-73678.2734375,467,77.184,5632.02,80.9705
5126.83,468,2340000,-73711.9375,468,77.7356,5716.1,81.296
4736.42,469,2345000,-73176.828125,469,76.8114,5812.31,76.1103
5061.67,470,2350000,-72427.84375,470,75.3806,5161.07,75.6189
4288.41,471,2355000,-70361.90625,471,75.5504,5560.99,77.9132
4463.94,472,2360000,-73593.859375,472,77.2987,5667.63,77.7604
5055.09,473,2365000,-70175.4921875,473,75.7624,5500.91,80.0807
4813.28,474,2370000,-72655.8046875,474,75.3518,5820.78,77.0828
3990.02,475,2375000,-73883.4765625,475,77.5836,5265.74,80.1996
4667.1,476,2380000,-73631.7265625,476,77.414,5372.51,80.567
4574.95,477,2385000,-73286.59375,477,76.2714,5254.05,75.8779
4682.21,478,2390000,-74047.90625,478,76.664,5263.85,80.993
4740.22,479,2395000,-74342.5703125,479,76.2775,5827.58,75.5933
5459.85,480,2400000,-69670.3984375,480,74.7747,5461.24,81.7493
4937.05,481,2405000,-74458.640625,481,77.1431,5519.87,78.6304
4692.77,482,2410000,-72529.4453125,482,75.256,5764.47,75.8283
4990.24,483,2415000,-74767.5625,483,75.3504,5530.5,79.8712
4369.01,484,2420000,-70605.7265625,484,74.5224,5273.53,77.7386
5270.77,485,2425000,-74500.6328125,485,77.1334,5532.45,79.2781
5283.09,486,2430000,-74652.3515625,486,77.0083,5883.49,79.3329
5192.27,487,2435000,-75166.46875,487,77.2089,5287.81,80.6556
4743.51,488,2440000,-74872.96875,488,77.154,5014.87,78.108
4823.57,489,2445000,-74284.4296875,489,75.2973,5606.88,74.0247
4571.92,490,2450000,-75389.46875,490,76.7775,5768.71,77.1931
4896.69,491,2455000,-71096.7578125,491,74.1283,5382.38,84.5064
4509.13,492,2460000,-74311.1796875,492,76.4928,4872.39,78.8708
4929.15,493,2465000,-75605.1171875,493,79.1458,4949.73,79.5702
5383.07,494,2470000,-74739.046875,494,76.6547,5361.4,75.2057
5137.94,495,2475000,-75137.578125,495,76.4751,5620.55,77.0258
4887.09,496,2480000,-73184.734375,496,73.4183,5303.85,74.4374
4892.47,497,2485000,-75194.8515625,497,77.457,5218.54,82.3243
4665.75,498,2490000,-75467.890625,498,76.3276,5458.79,78.3225
4947.38,499,2495000,-72754.5078125,499,76.9813,4870.2,87.2743
5022.0,500,2500000,-75738.40625,500,76.5216,5340.26,79.411
4623.01,501,2505000,-75242.171875,501,78.2308,5571.69,80.7121
4919.82,502,2510000,-75928.171875,502,77.3628,5463.51,77.5082
4698.18,503,2515000,-76073.8046875,503,78.9443,5189.0,79.845
4443.41,504,2520000,-76213.578125,504,77.8101,5155.77,79.0793
5196.32,505,2525000,-72323.6171875,505,75.1759,5574.68,82.4822
4325.38,506,2530000,-72827.0546875,506,74.5108,5226.21,69.9779
4421.69,507,2535000,-75441.1328125,507,76.9423,5547.91,77.2141
5283.73,508,2540000,-75928.4609375,508,77.6997,5762.61,80.7048
4938.11,509,2545000,-75765.875,509,76.6437,5054.32,79.6409
5049.77,510,2550000,-76017.84375,510,77.3269,5232.13,81.4932
4817.19,511,2555000,-76691.6171875,511,77.3796,5736.96,79.9367
5140.23,512,2560000,-76026.84375,512,77.0028,5209.89,79.2705
5080.92,513,2565000,-76519.78125,513,77.7487,5480.98,79.3038
4493.84,514,2570000,-70714.3515625,514,72.8315,5669.87,69.4384
4768.57,515,2575000,-76506.921875,515,77.5284,5448.74,84.564
5052.59,516,2580000,-76632.4609375,516,75.7493,5732.47,75.1257
5310.24,517,2585000,-72858.4375,517,74.6434,5533.07,94.8517
5434.62,518,2590000,-77373.7109375,518,76.9156,5660.85,81.9151
5211.06,519,2595000,-77349.65625,519,78.1584,5139.76,83.1364
4885.83,520,2600000,-71588.9453125,520,72.9777,5310.79,73.7911
4597.44,521,2605000,-77116.890625,521,77.6556,5495.14,83.6563
4877.07,522,2610000,-77098.578125,522,76.59,5265.37,80.0583
5278.28,523,2615000,-77508.1484375,523,78.8433,5540.71,77.4708
5343.53,524,2620000,-77026.953125,524,74.8964,5786.91,77.1238
5104.37,525,2625000,-76808.5078125,525,76.9506,4728.05,78.1034
4671.21,526,2630000,-77907.8203125,526,77.8982,5481.47,78.6915
5008.59,527,2635000,-78081.7890625,527,78.9821,5374.53,83.7764
4841.75,528,2640000,-77773.375,528,76.6313,5366.36,74.7155
4424.84,529,2645000,-76938.0,529,75.8023,5195.14,77.6616
5525.08,530,2650000,-77207.8203125,530,76.6385,5588.34,75.8478
4948.04,531,2655000,-77305.890625,531,76.8305,5507.36,78.1632
4656.07,532,2660000,-77830.125,532,77.6248,5469.59,76.2872
4806.31,533,2665000,-75542.3984375,533,74.209,4613.06,76.7314
5288.06,534,2670000,-77880.078125,534,78.3597,5737.88,79.9761
4542.5,535,2675000,-78584.1875,535,79.7925,5300.73,79.2507
5447.1,536,2680000,-75483.6328125,536,76.6937,5669.23,86.9497
5306.45,537,2685000,-78439.4921875,537,76.9158,5462.11,79.0409
4707.0,538,2690000,-77517.984375,538,75.5917,5714.81,73.7627
5292.75,539,2695000,-77308.0546875,539,76.2304,5300.44,79.5916
4598.53,540,2700000,-78025.5703125,540,78.5988,5681.26,81.3254
5055.17,541,2705000,-77718.8125,541,77.2926,5491.65,78.5828
5432.28,542,2710000,-75271.3984375,542,74.9448,5781.0,94.5383
4138.23,543,2715000,-78709.5234375,543,77.8866,5580.18,79.3157
5332.1,544,2720000,-78319.65625,544,78.0807,5834.26,77.0547
5060.1,545,2725000,-79435.25,545,79.8627,5032.28,84.805
4800.79,546,2730000,-78463.65625,546,78.0675,5474.26,78.9812
3600.39,547,2735000,-78624.484375,547,79.0539,4648.78,81.5197
4895.16,548,2740000,-78236.1171875,548,77.6499,5660.37,78.4594
4504.59,549,2745000,-78683.4375,549,78.1843,5534.32,80.7584
5479.2,550,2750000,-79383.765625,550,77.8344,5332.85,81.7458
5248.05,551,2755000,-75004.8203125,551,72.6104,5437.55,77.6364
4830.64,552,2760000,-77003.625,552,73.9193,5460.29,70.7791
5032.15,553,2765000,-78839.1328125,553,77.1565,5738.3,80.7396
5241.02,554,2770000,-78651.0859375,554,77.6838,5610.24,81.2151
5372.65,555,2775000,-79602.3828125,555,77.5237,5420.36,79.0439
5309.52,556,2780000,-80038.671875,556,78.1936,5743.33,82.1549
5405.26,557,2785000,-78999.3671875,557,76.8402,5592.89,81.1184
5155.11,558,2790000,-79334.6875,558,78.1492,5609.52,81.1941
4987.06,559,2795000,-78376.2578125,559,74.8777,5315.29,78.3792
5404.58,560,2800000,-79419.5703125,560,77.9189,5708.18,80.4479
5360.9,561,2805000,-79476.4296875,561,77.7058,5672.45,84.4452
5001.76,562,2810000,-79966.8515625,562,80.269,5605.17,82.9476
5300.02,563,2815000,-77233.484375,563,77.7419,5862.12,104.2818
5171.92,564,2820000,-79148.578125,564,76.6722,5578.22,80.2328
5270.46,565,2825000,-79881.828125,565,79.1854,5733.75,82.8695
5567.85,566,2830000,-80380.0859375,566,78.3778,5809.57,81.5258
5292.99,567,2835000,-79876.28125,567,76.6854,5793.87,80.2057
5222.79,568,2840000,-79207.640625,568,76.8414,5317.95,80.8823
4987.72,569,2845000,-79367.0234375,569,77.974,5623.57,80.0737
5419.93,570,2850000,-76117.8515625,570,72.6692,5784.36,81.7689
4387.02,571,2855000,-79890.71875,571,75.5068,5768.41,77.6489
5123.14,572,2860000,-79785.5234375,572,77.0046,5794.96,78.4374
5063.15,573,2865000,-80107.609375,573,77.5164,5698.5,78.7943
5255.35,574,2870000,-80198.3125,574,78.0635,5270.7,82.85
5037.39,575,2875000,-80279.9609375,575,78.2337,5267.66,81.2952
5396.15,576,2880000,-77413.84375,576,76.5851,5849.1,89.6793
4946.84,577,2885000,-79992.1171875,577,77.6802,5374.02,81.8377
4964.44,578,2890000,-78927.3359375,578,78.7177,5317.47,81.6531
5077.56,579,2895000,-80753.0703125,579,78.5889,5773.17,83.0498
4959.99,580,2900000,-80938.390625,580,78.3616,5432.81,80.735
4692.82,581,2905000,-76477.1953125,581,76.1393,5662.41,80.2424
4431.83,582,2910000,-80886.9765625,582,79.556,5600.17,83.6909
4657.85,583,2915000,-80644.5625,583,78.6465,5403.9,79.4253
4631.92,584,2920000,-80904.28125,584,78.9458,5651.4,82.384
4839.03,585,2925000,-81305.5859375,585,79.6857,5710.35,81.5494
5324.36,586,2930000,-77047.0546875,586,74.3053,5563.57,96.0501
4266.52,587,2935000,-81200.6796875,587,77.9567,5409.87,81.1218
4836.34,588,2940000,-81054.7734375,588,79.5327,5428.67,82.4239
4967.99,589,2945000,-78715.2578125,589,78.3859,5634.48,102.6954
4894.26,590,2950000,-79984.078125,590,78.6588,5654.65,95.0171
4698.84,591,2955000,-80664.4140625,591,77.7692,5387.8,74.1016
4888.55,592,2960000,-80862.1875,592,77.3895,5761.77,78.7683
4522.15,593,2965000,-81457.6796875,593,77.4539,5795.99,78.8625
5134.31,594,2970000,-79419.4609375,594,77.4884,5583.67,81.1509
5204.33,595,2975000,-81617.8125,595,78.2698,5720.16,79.0063
4908.6,596,2980000,-81415.453125,596,79.182,4444.36,82.111
5219.98,597,2985000,-81610.6171875,597,78.1577,5362.49,77.9893
5081.64,598,2990000,-80948.7421875,598,77.8141,5491.61,78.0552
5214.4,599,2995000,-82053.4296875,599,77.9404,5782.76,78.982
