Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Reverse KL
2354.12,386,156.6573,1930000,386,-14419.748046875,1962.69,15.0838
2320.25,387,156.6113,1935000,387,-14406.1376953125,1948.37,15.1778
2335.33,388,156.4985,1940000,388,-14470.318359375,1956.71,14.978
2324.22,389,156.4304,1945000,389,-14412.529296875,1982.38,15.032
2316.24,390,156.6761,1950000,390,-14416.76171875,1949.38,15.0052
2342.33,391,156.584,1955000,391,-14479.7021484375,1978.56,15.1852
2298.33,392,156.6105,1960000,392,-14407.68359375,1947.02,14.9051
2308.62,393,156.6288,1965000,393,-14444.8759765625,1959.24,14.9696
2332.09,394,156.8455,1970000,394,-14511.4482421875,1978.05,15.0634
2323.45,395,156.5018,1975000,395,-14510.724609375,1958.78,14.975
2347.21,396,156.5049,1980000,396,-14596.849609375,1960.65,15.0651
2310.7,397,156.6071,1985000,397,-14528.7568359375,1941.31,14.9749
2335.82,398,156.7574,1990000,398,-14619.654296875,1966.65,15.1917
2343.54,399,156.5214,1995000,399,-14569.6357421875,1978.2,14.8735
2325.36,400,156.6719,2000000,400,-14575.6044921875,1970.76,15.1023
2311.04,401,156.437,2005000,401,-14623.0390625,1956.29,15.0334
2316.93,402,156.5889,2010000,402,-14634.0185546875,1972.81,15.1379
2328.53,403,156.6202,2015000,403,-14679.546875,1969.01,15.0245
2301.25,404,156.5697,2020000,404,-14557.2744140625,1933.93,14.7142
2302.65,405,156.5258,2025000,405,-14586.53125,1912.58,14.6073
2323.34,406,156.7052,2030000,406,-14643.896484375,1962.34,14.9331
2327.61,407,156.6858,2035000,407,-14696.21875,1965.14,15.2012
2359.49,408,156.5351,2040000,408,-14778.6845703125,1990.49,15.2713
2353.72,409,156.5615,2045000,409,-14777.0595703125,1994.35,15.1455
2366.0,410,156.6448,2050000,410,-14760.4072265625,2003.16,15.2754
