Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Running Forward KL,Itration,Real Sto Return,Real Det Return
387,15.5125,1935000,-12347.955078125,156.6556,387,1901.35,2257.52
388,15.5076,1940000,-12461.42578125,156.7094,388,1904.47,2262.1
389,15.5383,1945000,-12439.3115234375,156.7486,389,1923.25,2261.07
390,15.4407,1950000,-12488.564453125,156.5564,390,1932.0,2281.69
391,15.4897,1955000,-12502.5693359375,156.8304,391,1911.3,2119.14
392,15.4757,1960000,-12487.7314453125,156.8035,392,1917.06,2245.87
393,15.3612,1965000,-12493.150390625,156.7306,393,1892.64,2097.45
394,15.5141,1970000,-12527.8203125,156.7733,394,1909.79,1853.43
395,15.313,1975000,-12571.7861328125,156.699,395,1921.1,2249.5
396,15.2952,1980000,-12543.0439453125,156.8265,396,1886.7,1925.01
397,15.4471,1985000,-12586.3193359375,156.7472,397,1903.39,2219.81
398,15.3545,1990000,-12598.0322265625,156.6404,398,1871.2,2208.22
399,15.5118,1995000,-12648.9423828125,156.7619,399,1886.63,2251.98
400,15.3468,2000000,-12671.9375,156.7062,400,1928.99,2264.13
401,15.638,2005000,-12715.99609375,156.7578,401,1938.52,2279.95
402,15.5582,2010000,-12720.732421875,156.6662,402,1927.64,2241.78
403,15.2903,2015000,-12709.947265625,156.7179,403,1901.57,2216.26
404,15.5863,2020000,-12776.7451171875,156.5354,404,1913.29,1720.28
405,15.4847,2025000,-12824.201171875,156.7363,405,1918.86,2257.73
406,15.5732,2030000,-12820.8564453125,156.7241,406,1931.46,2231.22
407,15.6627,2035000,-12844.4150390625,156.8307,407,1901.12,2106.3
408,15.4165,2040000,-12811.01953125,156.8029,408,1895.02,1841.22
409,15.3385,2045000,-12868.8115234375,156.7282,409,1904.96,2217.07
410,15.5036,2050000,-12937.2373046875,156.7951,410,1918.03,2229.83
411,15.5733,2055000,-12941.732421875,156.7581,411,1946.44,2257.38
412,15.6224,2060000,-12933.0556640625,156.8613,412,1888.1,2227.57
413,15.6819,2065000,-12989.841796875,156.6401,413,1951.75,2300.85
414,15.0634,2070000,-12937.4521484375,156.7018,414,1930.31,2244.99
415,15.576,2075000,-13043.1044921875,156.5841,415,1935.19,2292.76
416,15.678,2080000,-13078.8603515625,156.8371,416,1940.73,2289.95
417,15.5237,2085000,-13002.6611328125,156.7773,417,1922.32,2260.11
418,15.4884,2090000,-13018.8125,156.8764,418,1860.49,2105.74
419,15.7584,2095000,-13057.87109375,156.7544,419,1945.8,2291.16
420,15.6105,2100000,-13104.265625,156.6455,420,1946.25,2284.93
421,15.8158,2105000,-13121.232421875,156.6492,421,1954.38,2131.7
422,15.5035,2110000,-13087.3603515625,156.5238,422,1937.7,2241.42
423,15.4747,2115000,-13171.0791015625,156.7457,423,1909.86,2267.86
424,15.8326,2120000,-13261.68359375,156.7,424,1965.63,2285.6
425,15.6243,2125000,-13251.2109375,156.7419,425,1954.09,2305.49
426,15.5584,2130000,-13262.033203125,156.9635,426,1935.97,2245.6
427,15.6611,2135000,-13295.7001953125,156.8157,427,1947.58,2283.69
428,15.4826,2140000,-13289.3984375,156.7081,428,1936.53,2300.16
429,15.6382,2145000,-13318.7119140625,156.7478,429,1955.31,2279.83
430,15.4142,2150000,-13323.2802734375,156.738,430,1934.58,2242.64
431,15.3908,2155000,-13377.7294921875,156.6804,431,1931.17,2273.49
432,15.6829,2160000,-13375.9228515625,156.7351,432,1958.69,2280.54
433,15.4174,2165000,-13358.9287109375,156.7361,433,1923.69,2279.74
434,15.4804,2170000,-13421.353515625,156.6624,434,1918.97,2285.11
435,15.7645,2175000,-13449.5615234375,156.7416,435,1972.65,2299.59
436,15.5924,2180000,-13504.3310546875,156.6619,436,1963.12,2313.4
437,15.4607,2185000,-13489.861328125,156.7496,437,1915.48,2141.23
438,15.514,2190000,-13497.3818359375,156.8178,438,1942.14,2289.33
439,15.4833,2195000,-13490.4267578125,156.6832,439,1932.18,2245.03
440,15.4128,2200000,-13488.05078125,156.5885,440,1880.08,1578.31
441,15.2963,2205000,-13611.5166015625,156.6944,441,1943.41,2265.77
442,15.2526,2210000,-13594.9345703125,156.7829,442,1940.82,2282.06
443,15.3483,2215000,-13608.5888671875,156.7201,443,1904.18,2274.26
444,15.3709,2220000,-13631.8681640625,156.7473,444,1916.22,2273.65
445,15.428,2225000,-13636.8486328125,156.6097,445,1929.56,2279.76
446,15.3426,2230000,-13653.869140625,156.833,446,1944.01,2294.53
447,15.4463,2235000,-13738.6591796875,156.697,447,1926.4,2290.98
448,15.1724,2240000,-13636.283203125,156.7527,448,1892.24,2239.83
449,15.3773,2245000,-13797.24609375,156.7133,449,1933.36,2268.12
450,15.2028,2250000,-13798.3359375,156.6713,450,1926.71,2287.18
451,15.474,2255000,-13865.4208984375,156.6958,451,1942.82,2272.86
452,15.4893,2260000,-13863.7607421875,156.6613,452,1945.71,2295.31
453,15.5532,2265000,-13871.2236328125,156.6986,453,1946.55,2288.12
454,15.5395,2270000,-13915.8359375,156.7478,454,1958.92,2289.07
455,15.4761,2275000,-13892.08984375,156.8405,455,1959.77,2291.3
456,15.2477,2280000,-13867.583984375,156.7117,456,1947.21,2258.33
457,15.5027,2285000,-14029.224609375,156.5191,457,1947.9,2292.51
458,15.4011,2290000,-13971.595703125,156.6152,458,1921.29,2303.11
459,15.4056,2295000,-14006.7177734375,156.7221,459,1947.55,2276.65
460,15.3834,2300000,-14003.8515625,156.6361,460,1949.48,2261.94
461,15.7205,2305000,-14134.6640625,156.5972,461,1968.93,2312.46
462,15.5188,2310000,-14175.9814453125,156.6082,462,1972.74,2296.96
463,15.4466,2315000,-14108.96875,156.9036,463,1923.25,2280.87
464,15.4984,2320000,-14149.23828125,156.6005,464,1963.5,2285.92
465,15.6044,2325000,-14161.0263671875,156.6525,465,1955.06,2265.8
466,15.4651,2330000,-14212.9130859375,156.7831,466,1960.54,2265.61
467,15.3736,2335000,-14200.513671875,156.7389,467,1945.05,2275.38
468,15.5015,2340000,-14273.853515625,156.7044,468,1981.32,2293.65
469,15.4274,2345000,-14247.33203125,156.5604,469,1947.43,2250.89
470,15.4495,2350000,-14314.052734375,156.7069,470,1952.69,2292.18
471,15.5464,2355000,-14362.94140625,156.516,471,1942.36,2273.98
472,15.4171,2360000,-14374.7919921875,156.6378,472,1971.43,2294.89
473,15.4465,2365000,-14307.4228515625,156.6725,473,1956.96,2246.73
474,15.6545,2370000,-14384.10546875,156.7906,474,1971.04,2277.57
475,15.5254,2375000,-14423.6357421875,156.7024,475,1969.71,2302.93
476,15.4996,2380000,-14455.6142578125,156.7169,476,1965.83,2317.93
477,15.5361,2385000,-14497.7119140625,156.6327,477,1959.8,2298.79
478,15.2804,2390000,-14445.619140625,156.6084,478,1947.66,2294.67
479,15.4649,2395000,-14517.958984375,156.6055,479,1967.4,2306.45
480,15.3374,2400000,-14514.1826171875,156.5185,480,1957.21,2289.35
481,15.2659,2405000,-14528.7685546875,156.6261,481,1956.17,2286.79
482,15.5054,2410000,-14556.337890625,156.6068,482,1957.68,2275.4
483,15.2674,2415000,-14586.8623046875,156.6656,483,1950.84,2011.45
484,15.4961,2420000,-14590.9345703125,156.5124,484,1978.81,2286.78
485,15.3874,2425000,-14624.7841796875,156.5402,485,1951.32,2268.67
486,15.595,2430000,-14638.115234375,156.774,486,1970.22,2277.41
487,15.2291,2435000,-14640.03515625,156.5841,487,1945.8,2261.5
488,15.6688,2440000,-14703.041015625,156.6081,488,1982.32,2254.28
489,15.3748,2445000,-14665.84375,156.6679,489,1936.79,2279.14
490,15.493,2450000,-14708.5107421875,156.6832,490,1957.88,2263.52
491,15.4168,2455000,-14751.9150390625,156.7312,491,1942.44,2003.16
492,15.4074,2460000,-14740.1650390625,156.6029,492,1938.43,2259.08
493,15.4509,2465000,-14822.0693359375,156.713,493,1944.27,2267.45
494,15.1299,2470000,-14806.625,156.8093,494,1891.96,2251.81
495,15.5387,2475000,-14850.7236328125,156.7534,495,1936.68,2278.19
496,15.3477,2480000,-14915.4384765625,156.6186,496,1976.12,2022.97
497,15.4101,2485000,-14890.1708984375,156.6487,497,1913.16,2284.21
498,15.0617,2490000,-14888.791015625,156.6111,498,1944.2,2283.74
499,15.4267,2495000,-14952.4013671875,156.6955,499,1919.56,2286.17
500,15.4247,2500000,-14955.9189453125,156.7002,500,1928.6,2260.35
501,15.3723,2505000,-14977.18359375,156.5216,501,1955.63,2272.12
502,15.0087,2510000,-14984.22265625,156.6526,502,1893.9,2231.46
503,15.2438,2515000,-14993.6767578125,156.6281,503,1922.64,2299.26
504,15.0657,2520000,-15008.5732421875,156.6449,504,1822.08,2249.82
505,15.2727,2525000,-15091.1103515625,156.6899,505,1931.84,2296.87
506,15.2526,2530000,-15093.337890625,156.612,506,1967.43,2303.96
507,15.3241,2535000,-15139.3447265625,156.6689,507,1975.77,2319.78
508,15.2567,2540000,-15114.8359375,156.603,508,1931.36,2278.95
509,15.4637,2545000,-15198.6923828125,156.5464,509,1966.01,2285.63
510,15.6368,2550000,-15253.8037109375,156.6266,510,1980.94,2291.99
511,15.2489,2555000,-15177.55078125,156.6486,511,1926.3,2306.36
512,14.8332,2560000,-15159.1337890625,156.541,512,1891.12,2277.96
513,15.5363,2565000,-15290.1748046875,156.6705,513,1975.13,2327.01
514,15.4058,2570000,-15317.9267578125,156.698,514,1920.25,2320.89
515,15.3046,2575000,-15302.0654296875,156.6037,515,1966.38,2300.6
516,15.2102,2580000,-15261.6396484375,156.6322,516,1922.97,2322.03
517,15.5502,2585000,-15336.2216796875,156.6584,517,1967.98,2320.06
518,15.2259,2590000,-15455.255859375,156.4841,518,1976.81,2297.63
519,15.5362,2595000,-15383.470703125,156.4835,519,1972.09,2309.79
520,15.3944,2600000,-15404.7783203125,156.6269,520,1913.07,2259.16
521,15.2514,2605000,-15360.1962890625,156.7322,521,1931.2,2269.55
522,15.2516,2610000,-15380.8076171875,156.7258,522,1951.89,2312.21
523,15.2323,2615000,-15395.8876953125,156.6561,523,1940.78,2313.43
524,15.2291,2620000,-15416.1337890625,156.6,524,1950.54,2304.15
525,15.4177,2625000,-15561.572265625,156.4379,525,1977.21,2330.78
526,15.3033,2630000,-15510.701171875,156.5658,526,1944.16,2279.88
527,15.5927,2635000,-15565.75390625,156.8102,527,1947.44,2283.8
528,15.4128,2640000,-15538.2109375,156.63,528,1903.76,2248.21
529,15.7376,2645000,-15654.3193359375,156.5634,529,1953.78,2308.32
530,15.1534,2650000,-15519.5693359375,156.7606,530,1900.9,2282.2
531,15.5783,2655000,-15654.982421875,156.6155,531,1919.0,2284.03
532,15.2922,2660000,-15639.90234375,156.6112,532,1936.47,2305.61
533,15.2944,2665000,-15700.0654296875,156.5221,533,1846.52,2205.83
534,14.9684,2670000,-15522.0166015625,156.5123,534,1962.17,2313.39
535,15.3545,2675000,-15691.3857421875,156.5447,535,1987.71,2295.6
536,15.0008,2680000,-15644.376953125,156.5895,536,1912.46,2319.14
537,15.3176,2685000,-15758.7490234375,156.6219,537,1938.84,2297.24
538,15.399,2690000,-15800.8857421875,156.6358,538,1958.86,2321.78
539,15.373,2695000,-15824.6708984375,156.5162,539,1941.29,2322.76
540,14.9333,2700000,-15729.734375,156.621,540,1935.08,2294.12
541,15.5176,2705000,-15859.5908203125,156.5852,541,1956.8,2322.14
542,15.0415,2710000,-15742.2548828125,156.7018,542,1935.1,2269.64
543,15.1857,2715000,-15831.3076171875,156.5425,543,1962.82,2313.92
544,14.9788,2720000,-15708.1171875,156.6021,544,1888.36,2297.85
545,15.1303,2725000,-15879.521484375,156.6151,545,1902.62,2304.64
546,15.4268,2730000,-15933.6826171875,156.6063,546,1945.91,2317.44
547,15.5715,2735000,-16003.490234375,156.6197,547,1932.39,2328.69
548,15.4962,2740000,-15970.45703125,156.6338,548,1962.99,2332.38
549,15.3684,2745000,-16035.31640625,156.6586,549,1965.39,2335.72
550,15.3446,2750000,-16032.291015625,156.7062,550,1992.1,2308.1
551,15.2964,2755000,-16008.0048828125,156.5568,551,1932.83,2300.98
552,15.34,2760000,-16085.4033203125,156.5877,552,1956.43,2274.44
553,14.9447,2765000,-15898.0283203125,156.6525,553,1879.8,2164.75
554,15.2456,2770000,-16115.9267578125,156.5938,554,1942.48,2307.71
555,15.2638,2775000,-16084.134765625,156.6174,555,1960.9,2305.75
556,15.3018,2780000,-16130.95703125,156.5492,556,1969.57,2321.17
557,15.1067,2785000,-16092.0234375,156.6543,557,1965.5,2313.48
558,14.8329,2790000,-16043.9130859375,156.5673,558,1929.68,2274.83
559,14.6127,2795000,-15975.931640625,156.5407,559,1930.17,2325.32
560,15.6082,2800000,-16228.0732421875,156.5891,560,1978.93,2313.82
561,15.4769,2805000,-16205.142578125,156.6386,561,1964.1,2302.53
562,15.4356,2810000,-16170.2265625,156.7613,562,1885.04,2273.59
563,15.1231,2815000,-16180.7119140625,156.5958,563,1956.75,2315.47
564,15.0372,2820000,-16242.58203125,156.5417,564,1959.9,2326.11
565,15.4183,2825000,-16330.6083984375,156.6372,565,1977.87,2336.36
566,15.2804,2830000,-16303.7587890625,156.6164,566,1913.03,2307.12
567,15.2945,2835000,-16353.607421875,156.6052,567,1932.22,2308.12
568,15.2989,2840000,-16336.32421875,156.6897,568,1962.36,2326.14
569,15.245,2845000,-16341.8046875,156.6061,569,1975.85,2292.24
570,15.0753,2850000,-16377.751953125,156.5608,570,1951.76,2275.84
571,15.1111,2855000,-16409.4375,156.5523,571,1993.46,2324.77
572,15.0607,2860000,-16276.630859375,156.6583,572,1899.43,2276.79
573,15.437,2865000,-16494.306640625,156.5882,573,1994.5,2327.66
574,15.0926,2870000,-16395.80859375,156.5434,574,1943.27,2302.68
575,15.3365,2875000,-16434.7734375,156.5185,575,1967.44,2251.08
576,15.4534,2880000,-16467.6953125,156.648,576,1955.72,2291.03
577,15.5178,2885000,-16538.51171875,156.6659,577,1955.48,2306.14
578,15.084,2890000,-16455.96875,156.5698,578,1926.03,2181.72
579,15.5316,2895000,-16600.86328125,156.7007,579,1980.04,2287.74
580,14.8244,2900000,-16391.166015625,156.6315,580,1846.24,2123.83
581,15.5861,2905000,-16655.078125,156.6074,581,2000.39,2324.62
582,15.0243,2910000,-16462.40234375,156.7454,582,1880.7,2119.28
583,15.1187,2915000,-16535.095703125,156.5322,583,1936.29,2256.3
584,15.3185,2920000,-16600.09375,156.5924,584,1904.53,2302.12
585,15.2994,2925000,-16556.71875,156.7323,585,1923.32,2310.63
586,15.2092,2930000,-16674.00390625,156.6434,586,1938.05,2310.07
587,14.6994,2935000,-16467.244140625,156.6837,587,1897.84,2276.9
588,15.0502,2940000,-16601.29296875,156.4831,588,1885.2,2239.76
589,15.2267,2945000,-16653.2265625,156.6842,589,1945.93,2271.68
590,15.1979,2950000,-16709.96875,156.5399,590,1906.61,2282.29
591,15.0421,2955000,-16648.31640625,156.6335,591,1942.03,2304.6
592,15.028,2960000,-16598.947265625,156.6102,592,1875.46,2261.54
593,15.1269,2965000,-16731.009765625,156.4557,593,1936.53,2262.45
594,14.7544,2970000,-16585.65234375,156.6202,594,1897.99,2236.29
595,14.8803,2975000,-16700.27734375,156.5997,595,1966.72,2272.8
