Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Update Time,Real Det Return,Reward Loss
660.745,1990000,366.7053,90.43,398,398,90.52,-19050.951171875
704.9416,1995000,435.7064,90.34,399,399,89.01,-19436.755859375
692.7765,2000000,477.4912,61.7,400,400,61.96,-19837.2578125
654.788,2005000,377.5581,62.29,401,401,60.9,-19195.01171875
696.5944,2010000,479.0697,64.39,402,402,65.45,-19492.703125
700.2647,2015000,455.4221,82.43,403,403,82.35,-19560.2890625
680.0278,2020000,461.8327,81.98,404,404,86.14,-19541.369140625
708.2855,2025000,434.3422,73.2,405,405,73.12,-19334.408203125
709.0516,2030000,502.3901,77.6,406,406,77.87,-19363.443359375
717.4174,2035000,466.6635,80.28,407,407,80.35,-19771.34375
708.7358,2040000,487.6045,78.71,408,408,79.41,-19651.69921875
689.926,2045000,744.3355,78.95,409,409,78.71,-19695.66015625
689.9836,2050000,453.053,85.43,410,410,85.22,-19666.896484375
718.0296,2055000,459.1736,83.1,411,411,83.35,-19712.4140625
677.2523,2060000,609.9414,84.51,412,412,84.55,-19443.076171875
724.1102,2065000,802.1071,88.33,413,413,87.36,-19440.060546875
693.5631,2070000,442.0219,94.04,414,414,94.06,-19686.626953125
706.4868,2075000,421.5698,104.66,415,415,105.59,-19543.48046875
718.9515,2080000,480.2543,94.51,416,416,94.23,-19730.8046875
702.5001,2085000,456.3707,98.2,417,417,98.21,-19764.759765625
645.416,2090000,372.946,86.02,418,418,85.23,-19178.53515625
682.1442,2095000,497.95,80.19,419,419,80.35,-19533.046875
663.8286,2100000,1124.1013,77.79,420,420,77.87,-19486.49609375
632.5138,2105000,409.4622,78.18,421,421,78.61,-18750.400390625
623.3915,2110000,610.1958,75.69,422,422,75.41,-19094.810546875
623.5572,2115000,445.8517,78.5,423,423,78.02,-19055.27734375
656.7599,2120000,451.5119,75.08,424,424,75.02,-19088.02734375
644.1414,2125000,370.067,77.73,425,425,76.77,-18861.50390625
655.8473,2130000,391.1304,76.83,426,426,76.8,-19128.607421875
627.0419,2135000,395.0233,76.91,427,427,77.16,-19176.244140625
637.4356,2140000,556.0384,75.95,428,428,76.04,-19523.77734375
637.5938,2145000,396.9775,76.25,429,429,76.31,-19200.337890625
614.4478,2150000,435.321,76.99,430,430,76.25,-19045.44140625
609.2981,2155000,1086.1394,75.45,431,431,75.63,-19157.923828125
612.7895,2160000,396.3498,76.4,432,432,76.38,-19176.845703125
647.171,2165000,419.8134,74.97,433,433,74.97,-19222.359375
610.3038,2170000,468.3752,74.87,434,434,74.65,-18688.0625
594.9623,2175000,355.3804,75.81,435,435,75.64,-19281.21484375
588.0294,2180000,430.6593,74.94,436,436,74.92,-18483.40234375
634.7923,2185000,440.5315,74.86,437,437,74.85,-19202.982421875
587.769,2190000,363.4321,74.81,438,438,75.05,-18424.2578125
618.5806,2195000,433.9163,74.87,439,439,74.86,-19316.0390625
605.3552,2200000,424.4493,75.2,440,440,75.19,-18432.65625
604.9182,2205000,416.8264,74.5,441,441,74.75,-18889.8125
577.0082,2210000,400.4096,74.95,442,442,74.96,-18368.419921875
594.8463,2215000,392.0653,74.97,443,443,75.03,-18241.763671875
624.447,2220000,413.0993,74.82,444,444,75.1,-18996.05859375
600.5339,2225000,481.1,74.93,445,445,74.73,-18571.658203125
595.3956,2230000,424.0166,74.87,446,446,74.83,-18356.60546875
588.2815,2235000,406.4583,75.45,447,447,75.46,-18872.01953125
584.3166,2240000,356.5501,75.4,448,448,76.17,-18515.416015625
585.1266,2245000,369.761,74.75,449,449,74.74,-18955.69921875
597.7492,2250000,413.0846,75.0,450,450,75.0,-18872.171875
568.1224,2255000,404.5065,76.07,451,451,76.13,-18971.359375
575.0528,2260000,487.5943,74.61,452,452,74.62,-18176.5703125
588.9152,2265000,381.7364,75.58,453,453,76.24,-18287.294921875
566.0851,2270000,376.2868,73.43,454,454,73.43,-18963.53125
588.3304,2275000,448.9447,73.39,455,455,73.4,-18955.28125
600.9635,2280000,598.5729,71.37,456,456,71.6,-18883.705078125
580.8045,2285000,349.7739,72.26,457,457,72.28,-18077.578125
574.8185,2290000,347.3462,72.78,458,458,72.78,-18431.72265625
585.5955,2295000,541.527,72.38,459,459,71.87,-19101.484375
582.3041,2300000,369.905,72.11,460,460,72.01,-18365.1171875
571.9694,2305000,407.6116,79.93,461,461,80.55,-18190.810546875
580.1805,2310000,337.6703,81.62,462,462,80.49,-18610.37890625
592.7522,2315000,783.1011,79.63,463,463,79.84,-18972.3515625
616.933,2320000,391.7358,77.95,464,464,78.64,-18697.07421875
588.4461,2325000,723.9808,76.83,465,465,76.46,-18854.830078125
614.6094,2330000,662.4677,76.38,466,466,76.38,-18990.306640625
600.6579,2335000,942.9563,75.44,467,467,75.43,-19088.90234375
602.0932,2340000,348.1829,73.05,468,468,73.05,-18913.51171875
596.9439,2345000,1011.7176,79.58,469,469,79.1,-19329.953125
596.8899,2350000,410.5384,73.81,470,470,73.8,-19077.888671875
603.5277,2355000,524.7465,75.98,471,471,76.02,-19277.994140625
581.7987,2360000,625.3323,74.83,472,472,74.59,-19326.169921875
613.7267,2365000,918.8465,74.54,473,473,74.54,-19325.69921875
638.6127,2370000,424.995,73.95,474,474,73.95,-19467.927734375
663.0147,2375000,873.1504,75.5,475,475,75.3,-19622.771484375
632.1827,2380000,1228.3293,77.99,476,476,77.86,-19492.533203125
650.1377,2385000,880.4757,74.05,477,477,74.25,-19495.423828125
621.7608,2390000,465.4018,77.27,478,478,77.97,-19300.572265625
627.1552,2395000,556.0799,75.44,479,479,74.93,-19389.736328125
601.0338,2400000,356.0037,76.02,480,480,75.21,-19395.9765625
615.8113,2405000,472.1764,75.06,481,481,75.04,-19116.884765625
605.0208,2410000,396.9027,74.59,482,482,74.77,-18883.61328125
577.5397,2415000,519.6093,73.55,483,483,73.54,-19418.033203125
579.5842,2420000,367.7247,72.72,484,484,72.48,-19389.373046875
575.5826,2425000,317.2971,74.61,485,485,73.97,-18928.861328125
583.1744,2430000,351.3594,74.86,486,486,74.94,-18773.525390625
567.1538,2435000,352.0236,76.85,487,487,77.05,-19353.875
622.0422,2440000,394.3168,73.36,488,488,73.36,-19435.865234375
577.0018,2445000,358.9792,73.8,489,489,73.51,-19361.294921875
638.2371,2450000,367.016,75.09,490,490,74.42,-19413.7890625
601.0514,2455000,353.7983,75.01,491,491,74.95,-19338.34375
557.1412,2460000,344.7226,73.4,492,492,73.64,-19120.62109375
601.0592,2465000,368.6482,73.68,493,493,73.88,-19208.48046875
608.6214,2470000,368.9638,74.36,494,494,74.3,-19483.087890625
629.5067,2475000,452.7817,73.87,495,495,73.79,-19542.65625
630.7075,2480000,387.4927,74.33,496,496,73.77,-19671.275390625
651.3941,2485000,397.2267,73.63,497,497,73.64,-19718.1484375
634.8381,2490000,425.3111,74.54,498,498,74.62,-19457.111328125
601.7475,2495000,390.4218,74.89,499,499,75.03,-19457.283203125
639.2776,2500000,397.2849,76.26,500,500,76.26,-19586.607421875
652.9925,2505000,378.6644,76.14,501,501,75.68,-19643.42578125
647.34,2510000,389.5211,76.82,502,502,76.34,-19698.36328125
654.9169,2515000,451.3948,76.39,503,503,76.55,-19777.7734375
619.0916,2520000,367.4728,74.4,504,504,74.06,-19750.20703125
651.3305,2525000,412.0107,75.12,505,505,75.01,-19712.890625
673.6176,2530000,493.7632,73.81,506,506,73.42,-19701.232421875
675.7494,2535000,520.3295,73.94,507,507,73.83,-19754.515625
672.1385,2540000,514.9514,74.06,508,508,73.63,-19799.80078125
644.2297,2545000,411.0046,74.27,509,509,74.27,-19797.044921875
648.0941,2550000,411.4458,73.61,510,510,73.65,-19663.4140625
680.276,2555000,408.9705,73.43,511,511,72.99,-19875.2421875
662.3918,2560000,393.818,75.26,512,512,75.17,-19829.8984375
654.3542,2565000,455.9445,74.18,513,513,73.73,-19787.666015625
655.2112,2570000,398.8347,73.82,514,514,74.04,-19838.951171875
671.8961,2575000,429.1606,73.66,515,515,73.21,-19812.115234375
685.6314,2580000,433.2643,73.67,516,516,73.66,-19851.0078125
683.0135,2585000,667.2819,72.84,517,517,72.84,-19871.857421875
671.9202,2590000,528.7344,73.02,518,518,73.01,-19873.2734375
642.7075,2595000,434.2589,72.94,519,519,72.94,-19853.916015625
614.7657,2600000,664.3162,72.58,520,520,72.58,-19864.470703125
674.5955,2605000,443.4085,72.52,521,521,72.49,-19901.48828125
682.9632,2610000,665.5087,72.5,522,522,72.49,-19904.638671875
678.6262,2615000,417.7219,72.06,523,523,72.06,-19897.376953125
603.7527,2620000,416.1787,71.92,524,524,71.92,-19570.2890625
680.8804,2625000,455.823,71.75,525,525,71.75,-19807.755859375
661.684,2630000,416.4736,70.66,526,526,70.66,-19915.111328125
636.8356,2635000,362.4772,70.43,527,527,70.19,-19536.373046875
658.707,2640000,391.3146,70.46,528,528,70.45,-19872.37890625
653.8197,2645000,406.7941,70.62,529,529,70.38,-19907.791015625
649.2586,2650000,397.1264,70.66,530,530,70.66,-19485.857421875
648.8876,2655000,425.8519,70.7,531,531,70.92,-19914.197265625
640.5805,2660000,414.6757,70.46,532,532,70.46,-19897.4921875
602.7319,2665000,544.018,70.66,533,533,70.42,-19859.822265625
665.0405,2670000,384.4723,70.38,534,534,70.42,-19940.845703125
669.9146,2675000,418.7762,70.66,535,535,70.66,-19940.681640625
640.6614,2680000,621.8157,70.65,536,536,70.65,-19838.689453125
674.6636,2685000,402.2385,70.65,537,537,70.65,-19848.94140625
675.1594,2690000,511.1725,70.42,538,538,70.42,-19891.673828125
652.0157,2695000,399.8484,70.44,539,539,70.43,-19896.923828125
693.7176,2700000,426.0704,70.42,540,540,70.42,-19926.365234375
667.6716,2705000,366.5185,70.43,541,541,70.42,-19787.95703125
664.3317,2710000,392.9773,70.42,542,542,70.42,-19884.46875
678.4237,2715000,596.4007,70.42,543,543,70.42,-19890.130859375
671.8611,2720000,450.2651,70.86,544,544,70.42,-19864.33984375
677.6813,2725000,476.1231,70.43,545,545,70.66,-19921.791015625
652.8728,2730000,432.8129,70.42,546,546,70.42,-19917.794921875
677.701,2735000,488.9013,70.42,547,547,70.42,-19920.85546875
668.7711,2740000,429.9775,70.43,548,548,70.43,-19863.39453125
663.749,2745000,426.3661,70.39,549,549,70.39,-19809.958984375
698.9914,2750000,589.7087,71.08,550,550,71.08,-19892.02734375
656.2739,2755000,424.0936,70.58,551,551,70.34,-19769.40234375
681.8648,2760000,531.2698,70.53,552,552,70.53,-19824.771484375
680.0858,2765000,473.8174,70.56,553,553,70.35,-19869.78515625
685.2916,2770000,954.0967,70.19,554,554,69.95,-19837.68359375
669.2466,2775000,822.943,69.95,555,555,69.95,-19754.8671875
674.2707,2780000,474.8072,70.68,556,556,70.78,-19899.994140625
691.6737,2785000,486.0466,70.85,557,557,70.85,-19874.3828125
673.5219,2790000,614.5677,72.96,558,558,72.97,-19933.099609375
660.2603,2795000,366.3943,70.61,559,559,70.69,-19744.080078125
678.2742,2800000,396.769,71.43,560,560,72.28,-19871.60546875
698.2093,2805000,528.0206,71.03,561,561,70.83,-19890.70703125
682.5133,2810000,458.9499,74.95,562,562,74.46,-19860.201171875
650.6832,2815000,389.404,74.06,563,563,73.82,-19859.470703125
678.7881,2820000,489.6591,73.54,564,564,73.07,-19761.078125
683.3644,2825000,456.0011,74.54,565,565,74.52,-19799.16015625
672.0986,2830000,1037.956,73.82,566,566,73.86,-19804.306640625
685.3351,2835000,454.3444,74.58,567,567,74.37,-19754.337890625
682.1249,2840000,860.7097,73.3,568,568,73.34,-19919.5546875
676.5979,2845000,393.5348,73.14,569,569,73.08,-19874.744140625
663.145,2850000,377.3929,72.86,570,570,72.42,-19604.681640625
696.7644,2855000,594.3454,72.42,571,571,72.65,-19939.421875
692.7907,2860000,820.0106,73.23,572,572,73.84,-19898.63671875
709.3357,2865000,864.6621,72.89,573,573,72.89,-19951.306640625
720.835,2870000,1234.2717,73.86,574,574,73.63,-19939.58984375
697.5714,2875000,877.9097,73.37,575,575,72.66,-19864.283203125
713.1771,2880000,1092.8878,73.37,576,576,72.88,-19907.185546875
687.3501,2885000,497.2779,72.9,577,577,72.66,-19728.15234375
708.85,2890000,1341.4155,73.14,578,578,72.9,-19929.4453125
698.0182,2895000,748.262,72.89,579,579,72.88,-19847.03125
714.7973,2900000,1096.1844,72.89,580,580,72.89,-19886.302734375
722.5096,2905000,1202.0572,73.14,581,581,72.89,-19929.69921875
703.7334,2910000,480.5919,73.37,582,582,74.04,-19914.984375
690.6369,2915000,510.173,73.34,583,583,72.87,-19806.03125
702.7328,2920000,539.6075,71.05,584,584,71.04,-19884.76953125
699.68,2925000,651.8223,71.08,585,585,71.06,-19926.1015625
750.4086,2930000,1293.06,70.81,586,586,70.8,-19968.90625
719.3861,2935000,775.2011,70.82,587,587,70.8,-19958.623046875
709.8706,2940000,813.5542,70.42,588,588,70.67,-19955.912109375
693.6693,2945000,483.0027,70.43,589,589,70.43,-19938.44140625
697.1581,2950000,430.9589,70.91,590,590,70.9,-19726.771484375
717.8675,2955000,765.1,70.45,591,591,70.46,-19960.716796875
699.3465,2960000,519.6022,70.69,592,592,70.69,-19939.693359375
704.4396,2965000,486.033,70.43,593,593,70.43,-19939.544921875
701.7017,2970000,592.2101,70.69,594,594,70.69,-19955.181640625
701.8034,2975000,457.7699,70.42,595,595,70.18,-19943.099609375
708.7624,2980000,531.2471,70.42,596,596,70.9,-19944.376953125
697.8486,2985000,481.1865,70.66,597,597,70.43,-19959.3515625
703.4242,2990000,558.9217,70.43,598,598,70.42,-19968.857421875
707.2509,2995000,476.5148,70.66,599,599,70.42,-19953.11328125
