Running Update Time,Reward Loss,Real Det Return,Running Env Steps,Itration,Running Reverse KL,Real Sto Return,Running Forward KL
391,-50411.6875,4949.85,1955000,391,76.5179,4573.24,77.8169
392,-47698.578125,3827.8,1960000,392,71.8869,3701.6,73.9928
393,-47280.05859375,4601.91,1965000,393,64.8082,4389.14,70.9052
394,-49971.44921875,4465.94,1970000,394,73.0311,3630.2,75.2086
395,-45981.3203125,4051.71,1975000,395,64.5046,4364.13,71.2498
396,-49028.03125,4961.83,1980000,396,70.1122,4469.83,74.6109
397,-48160.078125,4009.94,1985000,397,66.1524,4102.72,73.0409
398,-50209.02734375,4911.93,1990000,398,72.9084,3966.77,75.4694
399,-48009.546875,4645.44,1995000,399,68.2829,4678.11,71.3933
400,-50163.0390625,4585.1,2000000,400,72.2159,3057.61,75.3337
401,-50311.11328125,4961.15,2005000,401,69.8575,3750.41,75.2768
402,-50581.0,3194.02,2010000,402,69.36,4104.25,73.4618
403,-50517.4296875,4573.57,2015000,403,70.3293,4132.73,75.1446
404,-51035.52734375,3702.02,2020000,404,72.1746,4077.93,75.5645
405,-51033.92578125,4431.14,2025000,405,67.0054,4331.71,73.5855
406,-50443.43359375,5099.71,2030000,406,67.3238,4065.3,73.5945
407,-52224.41015625,4302.33,2035000,407,72.8297,4063.02,76.2373
408,-52448.1640625,4486.55,2040000,408,70.6394,4061.42,74.7837
409,-53193.18359375,4556.61,2045000,409,73.927,4881.36,76.9094
410,-51906.734375,5082.68,2050000,410,67.9639,4599.74,73.7319
411,-53481.06640625,3387.89,2055000,411,71.608,4031.37,75.4179
412,-46363.96484375,4878.18,2060000,412,57.356,4150.34,68.7028
413,-52622.640625,4840.4,2065000,413,70.6688,4530.06,73.6224
414,-53174.21875,5325.96,2070000,414,64.9222,4769.05,73.4856
415,-53797.77734375,5095.52,2075000,415,72.9653,4649.83,76.684
416,-52594.93359375,4627.56,2080000,416,62.5954,4720.72,72.7654
417,-51997.3515625,5188.36,2085000,417,64.6914,4757.76,73.4005
418,-54405.33203125,5409.11,2090000,418,69.5739,4386.88,75.5527
419,-53757.22265625,5091.16,2095000,419,71.3293,4837.73,77.1988
420,-54574.609375,5163.95,2100000,420,69.1251,4938.72,76.1261
421,-54118.890625,5065.28,2105000,421,71.1187,4735.89,75.6216
422,-54972.30078125,5314.7,2110000,422,70.4328,4727.61,75.5747
423,-52953.34765625,4837.37,2115000,423,67.6352,3944.06,73.5236
424,-54946.375,5250.61,2120000,424,70.1676,4627.39,75.9212
425,-53980.1484375,5079.12,2125000,425,65.7452,5045.01,74.5025
426,-55780.0546875,5002.49,2130000,426,70.9394,4727.58,76.0751
427,-55149.2265625,5020.81,2135000,427,67.331,4819.63,75.5455
428,-56191.1015625,4940.59,2140000,428,69.3152,4855.62,77.3251
429,-55806.17578125,5156.0,2145000,429,67.1524,4697.35,74.7751
430,-56477.671875,5070.45,2150000,430,70.4399,4530.25,75.5477
431,-56546.81640625,4435.25,2155000,431,67.7529,4085.13,75.2899
432,-56518.046875,5171.08,2160000,432,69.2419,4736.77,77.3052
433,-56672.78125,4648.14,2165000,433,68.3665,4768.59,75.6544
434,-56873.65234375,5269.95,2170000,434,71.9125,4017.11,75.6308
435,-56933.875,5247.89,2175000,435,67.7387,4406.74,75.3162
436,-57510.7890625,4336.52,2180000,436,70.9335,4509.73,77.2857
437,-57461.28515625,4231.9,2185000,437,66.578,4618.55,75.7402
438,-57432.640625,5251.38,2190000,438,64.5715,4360.05,74.3034
439,-57157.82421875,4181.83,2195000,439,64.6541,4444.81,73.85
440,-57621.01171875,4400.31,2200000,440,63.8868,4414.7,74.9536
441,-58653.7578125,4930.9,2205000,441,66.05,4580.9,74.8959
442,-58094.0234375,5340.45,2210000,442,65.4692,4344.15,73.5477
443,-55644.1796875,5036.18,2215000,443,59.3282,4400.74,71.0678
444,-57796.94921875,5054.34,2220000,444,62.7195,4564.7,73.7647
445,-58567.86328125,4911.71,2225000,445,66.9965,4393.65,74.8397
446,-59105.609375,5386.73,2230000,446,67.1517,4763.51,74.8851
447,-57040.13671875,4374.59,2235000,447,63.0212,3960.11,72.9748
448,-58901.265625,5244.55,2240000,448,66.4223,4485.03,74.4215
449,-59060.11328125,4749.31,2245000,449,64.4693,4347.71,74.6469
450,-58702.39453125,4978.98,2250000,450,64.4184,4837.65,75.3924
451,-59323.5390625,4090.14,2255000,451,67.6835,4100.05,74.2543
452,-60318.4296875,4078.95,2260000,452,68.2177,4058.91,75.7796
453,-60013.61328125,4344.52,2265000,453,62.915,3938.39,74.3271
454,-59494.56640625,5256.94,2270000,454,63.375,4178.16,74.5512
455,-56337.828125,4831.23,2275000,455,57.854,3953.46,71.3431
456,-59930.3828125,4922.85,2280000,456,62.742,4188.33,73.6464
457,-59524.98046875,5002.6,2285000,457,63.833,4501.75,73.926
458,-60070.140625,4536.01,2290000,458,63.9658,4092.57,74.2756
459,-60712.3359375,5247.04,2295000,459,65.7803,4676.37,75.1514
460,-61530.40625,5205.6,2300000,460,67.2106,4236.26,76.7855
461,-60864.90625,4410.75,2305000,461,68.4185,4505.44,74.8892
462,-61220.87890625,4729.12,2310000,462,67.3718,4067.11,75.4343
463,-61630.609375,5182.12,2315000,463,67.8712,3168.77,76.0917
464,-61045.84375,4099.85,2320000,464,67.2979,4342.89,75.6597
465,-61470.66796875,4813.88,2325000,465,65.9479,4170.18,74.957
466,-61609.734375,4757.55,2330000,466,67.4743,4497.08,75.0555
467,-61243.07421875,5238.61,2335000,467,65.2257,4845.37,74.5622
468,-61541.6171875,4698.57,2340000,468,66.6422,4715.48,76.0622
469,-61234.9609375,4972.31,2345000,469,65.0177,4677.82,74.3528
470,-61481.56640625,4298.82,2350000,470,64.9034,4762.36,73.9846
471,-61877.55859375,5105.63,2355000,471,68.2316,4996.78,75.5198
472,-61080.01171875,4434.61,2360000,472,66.1848,4784.06,74.3207
473,-62502.7734375,5039.45,2365000,473,66.9763,3921.9,74.5827
474,-62576.98828125,5439.0,2370000,474,68.5364,4450.2,75.9725
475,-62537.234375,4520.7,2375000,475,64.3497,4263.76,74.8513
476,-60977.74609375,4905.28,2380000,476,65.1858,4203.28,73.5043
477,-61204.1171875,5202.46,2385000,477,65.575,4478.79,72.6119
478,-61820.07421875,4792.82,2390000,478,62.0243,4902.62,73.4995
479,-63198.125,5179.23,2395000,479,66.4302,4789.14,74.4718
480,-63348.9140625,5022.7,2400000,480,67.6328,4655.47,75.4434
481,-62728.1484375,4953.47,2405000,481,63.835,4535.02,74.2922
482,-63107.3125,5175.02,2410000,482,66.6751,5119.25,75.9228
483,-64205.11328125,5310.87,2415000,483,67.579,4884.19,74.5193
484,-63286.72265625,4988.52,2420000,484,65.8937,4758.46,74.4206
485,-62532.203125,5545.31,2425000,485,59.7532,4604.96,72.4902
486,-64654.2109375,4840.43,2430000,486,68.4444,4227.87,75.6683
487,-63836.45703125,5448.64,2435000,487,66.3137,3882.11,74.4615
488,-64023.0859375,4803.33,2440000,488,67.4954,4032.7,74.9988
489,-63514.77734375,5205.25,2445000,489,61.6332,4853.69,73.6284
490,-64782.41015625,5122.81,2450000,490,68.2142,4912.72,75.9654
491,-63683.01171875,5363.16,2455000,491,67.7909,4950.81,74.5048
492,-65482.05859375,5402.09,2460000,492,68.8144,4165.4,74.9642
493,-64005.67578125,5515.45,2465000,493,67.0175,4796.14,75.2145
494,-63595.8515625,5549.7,2470000,494,65.9211,5031.63,74.4313
495,-64499.29296875,5485.43,2475000,495,64.3194,5084.11,74.8364
496,-64413.0390625,5415.93,2480000,496,64.1734,4171.69,75.6979
497,-63931.10546875,5581.36,2485000,497,62.9305,4784.04,73.7249
498,-64929.59375,5142.21,2490000,498,68.4924,4717.83,76.5704
499,-65329.30078125,5425.95,2495000,499,65.0874,4928.51,73.7316
500,-63719.34375,5540.34,2500000,500,64.0013,4691.19,73.4856
501,-64030.71875,5346.97,2505000,501,62.6768,4699.66,72.7548
502,-64994.8203125,5464.85,2510000,502,65.0928,4744.94,74.5184
503,-64143.12890625,5439.28,2515000,503,63.6586,4565.07,74.3514
504,-64981.21875,5379.49,2520000,504,65.4711,3996.59,75.0239
505,-64695.1015625,5395.67,2525000,505,62.5344,5012.88,73.2624
506,-64492.578125,5620.33,2530000,506,60.8146,4957.91,73.4024
507,-64647.0390625,5621.58,2535000,507,61.6746,4310.75,72.6756
508,-64955.53125,5516.47,2540000,508,60.0764,4550.54,73.0078
509,-65180.171875,5313.38,2545000,509,62.6804,4950.12,73.6253
510,-65123.27734375,5562.92,2550000,510,61.3858,4956.73,73.5194
511,-64146.3359375,5345.35,2555000,511,59.1918,4290.77,71.0579
512,-63762.16015625,5441.01,2560000,512,60.6806,4598.64,73.34
513,-65651.65625,5530.94,2565000,513,64.269,4167.8,73.4398
514,-64877.0390625,5510.06,2570000,514,62.7359,4654.37,72.0391
515,-66373.796875,5567.11,2575000,515,65.556,4213.97,74.9228
516,-66127.828125,5400.86,2580000,516,61.8193,4761.64,74.0549
517,-66427.640625,5122.62,2585000,517,63.8717,4303.09,73.815
518,-66061.6171875,5436.93,2590000,518,64.6092,4503.68,74.083
519,-65898.703125,5271.29,2595000,519,63.5914,4659.67,73.9391
520,-66654.09375,5366.88,2600000,520,61.567,4441.19,73.861
521,-66733.9140625,5552.57,2605000,521,64.3427,4576.7,74.6722
522,-67436.3671875,5317.53,2610000,522,67.8654,4222.15,75.3315
523,-67971.6640625,4809.05,2615000,523,67.2735,4813.47,75.3027
524,-67245.7890625,5247.02,2620000,524,64.5405,4372.21,74.8389
525,-67237.796875,5397.05,2625000,525,68.2739,4443.15,76.5352
526,-67920.2265625,5138.55,2630000,526,67.9838,4717.92,75.4206
527,-66687.9765625,5464.28,2635000,527,62.5371,4856.02,74.0781
528,-65895.671875,5427.02,2640000,528,61.2998,4582.5,72.6215
529,-66681.859375,5254.73,2645000,529,60.8432,4571.11,72.6899
530,-66439.65625,5248.51,2650000,530,61.0212,4869.53,72.9797
531,-66146.28125,5305.68,2655000,531,63.1849,4677.8,72.6382
532,-67402.0078125,5227.89,2660000,532,64.4131,4811.97,75.0929
533,-65522.45703125,5261.35,2665000,533,59.2109,4804.0,72.7372
534,-67461.09375,5529.91,2670000,534,64.5982,4626.43,74.5792
535,-66719.671875,5600.76,2675000,535,62.06,4292.22,73.5544
536,-64463.34765625,5476.18,2680000,536,64.7427,4597.22,73.4794
537,-63109.375,5318.82,2685000,537,65.8546,4646.6,71.4714
538,-67438.546875,5216.17,2690000,538,64.3619,3927.13,74.2805
539,-67648.3359375,5519.41,2695000,539,62.5836,4293.3,74.2221
540,-67112.75,5205.95,2700000,540,61.4502,4758.52,73.1948
541,-63277.234375,5371.35,2705000,541,56.7208,4023.67,70.3901
542,-68330.1328125,4794.18,2710000,542,63.8292,4031.77,73.4794
543,-67326.0859375,5353.66,2715000,543,59.9049,4258.08,73.2464
544,-66695.6640625,5368.23,2720000,544,60.649,4530.74,73.3514
545,-65306.71875,5214.69,2725000,545,63.0605,4903.31,72.8979
546,-67851.40625,5587.65,2730000,546,62.661,4435.77,73.5706
547,-68380.90625,5224.87,2735000,547,64.4611,4986.82,74.4107
548,-69223.75,5435.82,2740000,548,67.4487,4800.65,75.9245
549,-68351.484375,5393.39,2745000,549,64.0615,4798.85,73.9062
550,-68409.28125,5124.78,2750000,550,63.5344,4764.53,74.1389
551,-67753.3984375,5173.11,2755000,551,62.9861,3893.62,73.1142
552,-68739.921875,4578.56,2760000,552,63.3688,4753.32,73.1975
553,-67789.2421875,5319.49,2765000,553,66.2079,4452.09,73.9662
554,-61363.82421875,5179.17,2770000,554,55.013,4451.1,69.4641
555,-68411.96875,5421.4,2775000,555,62.5558,4638.5,74.1517
556,-64278.78515625,5025.68,2780000,556,59.3063,4824.82,70.9793
557,-69303.9453125,5108.72,2785000,557,63.7108,4645.29,75.3332
558,-68196.8984375,5373.64,2790000,558,62.7728,4582.78,74.2459
559,-58321.46875,5218.37,2795000,559,55.6426,4760.59,70.1296
560,-67791.2421875,5456.9,2800000,560,60.208,4169.36,72.0783
561,-57154.2109375,5605.04,2805000,561,53.8421,4351.88,68.113
562,-64029.95703125,5178.27,2810000,562,57.4473,4611.19,69.2495
563,-68323.484375,5558.77,2815000,563,62.6113,4873.16,74.2979
564,-64610.9765625,5471.58,2820000,564,58.6292,4307.76,69.8386
565,-69513.4140625,5231.12,2825000,565,68.0077,4451.62,76.3701
566,-68274.6796875,5272.82,2830000,566,64.2995,4573.11,75.1427
567,-68812.03125,5324.97,2835000,567,65.4835,3983.89,75.0552
568,-65743.03125,5057.78,2840000,568,61.0898,4654.29,71.2295
569,-69129.28125,5651.88,2845000,569,63.414,5172.6,74.6988
570,-69986.9921875,5271.42,2850000,570,66.6617,4298.38,75.2658
571,-65019.859375,5357.72,2855000,571,64.9986,4777.79,74.7559
572,-70249.546875,5309.86,2860000,572,68.4401,3840.64,76.0582
573,-69684.984375,5548.63,2865000,573,66.9948,4901.07,74.9368
574,-68943.734375,5483.33,2870000,574,63.4052,4472.92,74.2246
575,-69088.5859375,5274.15,2875000,575,65.3008,4813.87,73.7251
576,-69806.7421875,5173.64,2880000,576,65.4825,4645.25,74.9261
577,-68928.0078125,5257.69,2885000,577,65.1748,4507.34,74.4621
578,-70214.578125,5502.82,2890000,578,69.1854,4869.48,75.9149
579,-70961.3046875,5262.92,2895000,579,68.9578,4511.22,75.465
580,-65633.6875,5586.28,2900000,580,61.5438,4288.8,70.1684
581,-70289.5546875,5301.4,2905000,581,69.5997,4323.33,76.8705
582,-70283.6796875,5382.51,2910000,582,67.1054,4543.26,75.853
583,-71031.34375,5515.86,2915000,583,69.0292,4979.55,76.5872
584,-70232.2734375,5551.14,2920000,584,66.8573,4063.83,74.5029
585,-68890.265625,5697.55,2925000,585,63.4606,4708.85,74.0326
586,-68829.984375,5572.32,2930000,586,63.4331,4629.48,73.6576
587,-69802.2578125,5583.13,2935000,587,66.5988,4936.14,74.2736
588,-67939.859375,5637.44,2940000,588,62.8542,4524.29,73.8061
589,-70137.9140625,5536.41,2945000,589,66.5418,4734.77,74.7223
590,-70713.203125,5138.23,2950000,590,69.7689,4956.78,76.7522
591,-70947.6796875,5531.45,2955000,591,67.9703,4857.15,75.5429
592,-70334.84375,5390.6,2960000,592,67.1387,5190.44,75.8332
593,-64957.77734375,5544.78,2965000,593,64.3923,4728.65,72.0926
594,-70035.359375,5458.42,2970000,594,67.2275,4396.58,76.325
595,-69538.4375,5609.64,2975000,595,62.5516,4841.31,74.4651
596,-70498.3359375,4708.86,2980000,596,63.5472,4442.15,74.661
597,-68796.640625,5504.06,2985000,597,65.0986,5025.78,74.1608
598,-70930.203125,5495.51,2990000,598,66.2723,5126.1,76.9212
599,-71082.1875,5419.52,2995000,599,69.5496,4602.12,76.4884
