Itration,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Real Det Return,Running Reverse KL,Real Sto Return
384,384,-1550.5498046875,1920000,32.0923,3401.83,13.6903,4845.38
385,385,-1823.751220703125,1925000,32.3226,4603.22,15.3326,4849.9
386,386,-1780.4088134765625,1930000,31.471,4869.64,14.5958,4687.53
387,387,-1713.9124755859375,1935000,31.6903,4790.0,14.5897,4905.1
388,388,-1540.0621337890625,1940000,31.5112,4778.13,12.1201,4896.79
389,389,-1429.6527099609375,1945000,30.4987,5132.4,12.2293,4857.75
390,390,-1464.6475830078125,1950000,31.3045,5120.68,12.5568,4917.96
391,391,-1430.307373046875,1955000,30.8566,5191.24,12.5653,4879.2
392,392,-1436.94970703125,1960000,31.5714,5172.69,13.0836,5040.56
393,393,-1465.98046875,1965000,31.3915,5159.84,12.7897,5003.99
394,394,-1419.086181640625,1970000,30.4326,5111.68,12.8141,4986.17
395,395,-1447.18408203125,1975000,30.1533,5092.17,12.4658,4994.81
396,396,-1457.7999267578125,1980000,30.6947,5091.79,12.7972,4976.45
397,397,-1428.52001953125,1985000,30.9135,5170.48,12.5014,4988.17
398,398,-1368.705078125,1990000,30.2281,5188.87,12.5813,5020.5
399,399,-1498.42333984375,1995000,30.4214,5161.55,12.4849,4976.42
400,400,-1447.712646484375,2000000,30.1079,5131.13,12.103,4962.61
401,401,-1421.7657470703125,2005000,29.9695,5180.02,12.475,5027.03
402,402,-1395.692138671875,2010000,30.1048,5168.97,12.7123,5032.52
403,403,-1429.810546875,2015000,30.5268,5214.71,12.7337,5061.69
404,404,-1388.8182373046875,2020000,30.7227,5216.27,12.6911,5080.42
405,405,-1379.2431640625,2025000,30.3862,5181.74,12.2349,5068.97
406,406,-1445.4100341796875,2030000,30.6374,5148.78,12.3684,5027.49
407,407,-1461.223388671875,2035000,30.1859,5122.92,11.7543,4969.8
408,408,-1400.2044677734375,2040000,30.6598,5234.43,12.5067,5072.18
409,409,-1398.4920654296875,2045000,30.869,5157.67,12.643,5021.32
410,410,-1523.0145263671875,2050000,30.7775,5178.15,12.0859,4678.96
411,411,-1613.0146484375,2055000,30.6391,5164.56,12.94,5012.82
412,412,-1440.7110595703125,2060000,30.661,5183.24,12.6742,5010.73
413,413,-1692.0545654296875,2065000,31.4759,5134.47,13.2989,4824.95
414,414,-1599.0633544921875,2070000,31.3241,4683.98,12.9806,4805.66
415,415,-1512.7401123046875,2075000,30.8183,5134.1,13.2618,5004.47
416,416,-1484.6226806640625,2080000,30.9761,5153.53,13.0398,4850.78
417,417,-1525.3939208984375,2085000,30.2365,5080.44,12.7723,4964.5
418,418,-3875.22509765625,2090000,34.9631,5165.19,16.34,4253.45
419,419,-4155.26025390625,2095000,35.7905,581.9,24.1319,1701.11
420,420,-3907.8359375,2100000,37.102,941.93,37.7727,1216.84
421,421,-2285.526611328125,2105000,31.7756,4846.22,20.9026,3140.44
422,422,-2188.826904296875,2110000,34.4016,2621.39,17.0207,3651.68
423,423,-1832.1697998046875,2115000,32.4662,3974.66,14.0751,4721.89
424,424,-1677.888671875,2120000,32.7629,4939.46,14.795,4832.17
425,425,-1628.4918212890625,2125000,31.4101,5009.78,14.4193,4900.13
426,426,-1716.1912841796875,2130000,30.9178,4895.86,13.995,4808.83
427,427,-1665.995361328125,2135000,32.0803,5020.25,14.3043,4936.66
428,428,-1744.281005859375,2140000,31.0334,5082.4,14.1911,4953.81
429,429,-1544.7275390625,2145000,31.5599,5092.32,14.5406,4983.67
430,430,-1552.644287109375,2150000,31.1452,5069.39,13.9874,4974.22
431,431,-1552.9847412109375,2155000,31.1996,5146.67,14.0302,5020.2
432,432,-1567.0206298828125,2160000,30.9869,5061.47,13.6992,4949.44
433,433,-1706.4976806640625,2165000,31.7603,5102.51,12.8312,4946.59
434,434,-1545.341552734375,2170000,30.8917,5149.37,13.0434,4973.41
435,435,-1496.0870361328125,2175000,30.7734,5094.19,12.5264,4962.5
436,436,-1554.0771484375,2180000,31.1288,5093.31,12.4666,4941.3
437,437,-1514.0845947265625,2185000,30.734,5124.03,12.7842,4969.34
438,438,-1456.846923828125,2190000,30.0655,5141.46,12.3704,5017.05
439,439,-1508.4605712890625,2195000,30.5352,5180.29,12.5109,5034.19
440,440,-1511.3377685546875,2200000,30.6604,5131.93,12.5693,5016.64
441,441,-1489.3984375,2205000,30.2048,5171.95,12.4079,5029.66
442,442,-1536.8046875,2210000,31.2124,5171.59,12.8492,5034.24
443,443,-1538.2965087890625,2215000,30.4674,5206.71,12.5516,4927.85
444,444,-1514.616455078125,2220000,30.836,5213.45,12.6693,4999.89
445,445,-1487.6978759765625,2225000,30.9456,5275.46,12.6264,5100.58
446,446,-1445.718017578125,2230000,30.2873,5227.39,12.6068,5053.01
447,447,-1423.4556884765625,2235000,30.6951,5316.84,13.0336,5109.52
448,448,-1628.9215087890625,2240000,30.9277,5247.78,12.6024,4920.46
449,449,-1512.6785888671875,2245000,31.0396,5240.44,12.7779,5073.26
450,450,-1815.5372314453125,2250000,30.6878,5324.39,14.328,5125.94
451,451,-1475.710205078125,2255000,30.4915,5282.67,13.0387,5077.47
452,452,-1582.397705078125,2260000,31.4046,5283.21,12.9408,4961.68
453,453,-1543.3109130859375,2265000,31.2069,5261.62,12.851,5075.91
454,454,-1526.6468505859375,2270000,31.1892,5310.42,12.7095,5144.47
455,455,-1443.0911865234375,2275000,29.7344,5292.84,12.9153,5085.03
456,456,-1799.52978515625,2280000,31.0693,5294.23,14.135,5094.36
457,457,-1353.1534423828125,2285000,30.1181,5319.35,12.536,5156.1
458,458,-1411.0572509765625,2290000,29.8251,5354.78,12.5759,5176.66
459,459,-1417.773193359375,2295000,30.758,5289.32,12.837,5103.2
460,460,-1402.1458740234375,2300000,30.2047,5280.63,13.0721,5125.84
461,461,-1529.488037109375,2305000,30.6148,5271.4,12.4775,5109.61
462,462,-1520.43603515625,2310000,30.9744,5311.94,12.9082,5001.37
463,463,-1448.2493896484375,2315000,30.3062,5315.99,12.5643,5162.3
464,464,-1444.5225830078125,2320000,30.7037,5211.2,13.317,5118.42
465,465,-1408.7652587890625,2325000,30.7721,5272.68,12.7945,5151.45
466,466,-1516.4921875,2330000,30.9783,5321.99,13.0964,5151.53
467,467,-1514.859619140625,2335000,30.2582,5228.45,13.0588,5097.41
468,468,-1591.35986328125,2340000,31.2199,5358.42,13.3989,5187.65
469,469,-1401.649658203125,2345000,30.3748,5300.08,13.3009,5192.77
470,470,-1561.850830078125,2350000,30.8043,5342.64,13.0529,5155.69
471,471,-1511.0919189453125,2355000,30.7529,5334.69,12.8877,5169.92
472,472,-1613.089599609375,2360000,31.9547,5363.62,13.3872,5194.67
473,473,-1597.461669921875,2365000,31.1638,5377.76,13.3613,5176.01
474,474,-1680.2393798828125,2370000,32.2132,5354.37,13.6631,5123.88
475,475,-1639.1741943359375,2375000,32.1144,5357.19,13.7381,5179.55
476,476,-1533.164306640625,2380000,30.6605,5314.17,13.5015,5149.24
477,477,-1562.1177978515625,2385000,31.4789,5373.01,13.4415,5216.33
478,478,-1697.135009765625,2390000,31.8256,5330.72,13.5547,5177.86
479,479,-1604.7808837890625,2395000,31.0419,5344.46,13.7651,5133.69
480,480,-1519.330078125,2400000,30.8873,5340.58,13.1232,5179.9
481,481,-1921.510498046875,2405000,31.2916,5358.62,15.0543,5032.75
482,482,-1503.111572265625,2410000,30.6259,5380.77,13.2244,5190.65
483,483,-1511.6484375,2415000,30.0884,5333.07,13.0143,5146.03
484,484,-1641.3402099609375,2420000,30.8783,5332.4,13.1716,5130.13
485,485,-1570.628662109375,2425000,30.5568,5433.94,13.31,5198.16
486,486,-1696.7138671875,2430000,30.9129,5395.6,13.6882,5187.36
487,487,-1466.1329345703125,2435000,29.8777,5371.77,13.4736,5188.36
488,488,-1472.97119140625,2440000,30.2013,5369.66,13.3442,5181.0
489,489,-1393.1104736328125,2445000,29.6921,5414.41,12.8215,5252.25
490,490,-1390.89013671875,2450000,29.5694,5384.79,12.5702,5224.06
491,491,-1357.1419677734375,2455000,29.3871,5430.89,13.0256,5274.26
492,492,-1370.552978515625,2460000,29.1134,5377.98,12.819,5231.86
493,493,-1403.390380859375,2465000,29.8654,5377.79,13.1765,5226.92
494,494,-1420.9139404296875,2470000,29.8514,5437.03,12.6077,5274.98
495,495,-1438.50830078125,2475000,29.571,5367.2,12.9469,5182.9
496,496,-1418.955322265625,2480000,29.4303,5428.4,12.9801,5256.61
497,497,-1439.4176025390625,2485000,29.0829,5469.94,12.426,5254.16
498,498,-1513.1761474609375,2490000,29.4043,5434.28,12.7506,5233.61
499,499,-1757.872314453125,2495000,31.0281,5369.95,13.3479,5216.56
500,500,-1629.8408203125,2500000,29.7758,5333.71,12.9204,5180.32
501,501,-1467.0247802734375,2505000,29.7145,5407.84,12.572,5235.65
502,502,-1591.858642578125,2510000,30.651,5436.48,12.4447,5189.15
503,503,-1914.08349609375,2515000,30.7528,5385.07,12.5776,5217.01
504,504,-1616.1103515625,2520000,30.21,5425.69,12.2764,5110.44
505,505,-1796.9925537109375,2525000,30.0142,5356.08,12.3749,5225.02
506,506,-1683.7215576171875,2530000,30.6002,5354.84,12.4672,5179.64
507,507,-1726.6300048828125,2535000,30.9711,5257.99,12.7613,4710.36
508,508,-1783.6334228515625,2540000,31.046,5154.61,12.2576,5031.42
509,509,-2069.248291015625,2545000,31.2383,5393.98,12.2666,5196.24
510,510,-1665.6019287109375,2550000,30.436,5448.49,12.0214,5219.05
511,511,-1652.8795166015625,2555000,30.2375,5306.4,12.3781,4980.21
512,512,-1566.712646484375,2560000,29.6003,5419.22,12.5524,5209.18
513,513,-1648.3544921875,2565000,30.1795,5390.01,12.6021,5200.75
514,514,-1633.452392578125,2570000,29.8749,5384.46,12.0116,5199.75
515,515,-1632.40380859375,2575000,29.9506,5464.03,12.3949,5153.35
516,516,-1491.0208740234375,2580000,29.3715,5446.54,12.4621,5222.99
517,517,-1639.4901123046875,2585000,29.9459,5413.55,12.6438,5220.1
518,518,-1638.5863037109375,2590000,30.3281,5387.26,13.0898,5203.9
519,519,-1573.3289794921875,2595000,29.4958,5348.41,12.8132,5197.21
520,520,-1749.875732421875,2600000,30.3009,5343.23,12.2057,5178.42
521,521,-1723.2598876953125,2605000,30.2601,5404.1,12.4899,5214.9
522,522,-1819.5655517578125,2610000,30.6847,5455.03,12.3236,5218.47
523,523,-1770.03759765625,2615000,30.2445,5400.09,12.4588,5174.77
524,524,-1818.6505126953125,2620000,30.051,5379.45,12.6552,5170.57
525,525,-1775.73779296875,2625000,30.3877,5425.65,12.3529,5170.84
526,526,-1949.981201171875,2630000,30.8868,5207.73,12.4986,5120.98
527,527,-1954.884521484375,2635000,31.0135,5336.46,12.5422,5148.17
528,528,-1915.03857421875,2640000,30.5594,5337.48,12.4895,5170.24
529,529,-1907.5384521484375,2645000,30.6632,5325.83,12.4945,5016.37
530,530,-2035.1331787109375,2650000,30.5663,5382.39,12.8479,5141.14
531,531,-1994.445556640625,2655000,31.204,5329.5,12.6169,5126.31
532,532,-2207.18359375,2660000,32.4293,5263.98,13.5878,5085.71
533,533,-2015.8336181640625,2665000,31.6276,5404.97,12.839,5151.05
534,534,-1964.2401123046875,2670000,30.6036,5285.74,12.3258,4951.81
535,535,-5915.1083984375,2675000,47.1456,690.95,52.7676,651.96
536,536,-5794.7109375,2680000,41.813,814.74,25.7705,843.75
537,537,-4518.1748046875,2685000,40.3794,2456.78,21.6431,2496.8
538,538,-3118.77880859375,2690000,31.6504,3485.92,14.9121,4142.63
539,539,-2616.838623046875,2695000,30.541,5154.16,15.5019,4452.04
540,540,-1985.512451171875,2700000,30.1989,5064.88,14.7168,4956.78
541,541,-2042.4366455078125,2705000,30.1249,5170.07,13.6853,4998.69
542,542,-1851.9031982421875,2710000,29.7965,5297.99,14.496,5138.17
543,543,-1959.6182861328125,2715000,30.4353,5290.67,14.8402,5113.83
544,544,-2102.268798828125,2720000,30.1213,5230.59,14.0912,5082.43
545,545,-2191.74755859375,2725000,30.2486,5190.2,13.5656,5051.37
546,546,-2198.4794921875,2730000,30.3745,5202.42,13.9402,5063.54
547,547,-2191.585205078125,2735000,29.9216,5212.17,13.6858,4984.24
548,548,-2108.488037109375,2740000,30.3636,5196.75,13.696,5002.71
549,549,-2095.004150390625,2745000,30.4589,5253.15,13.8359,5032.14
550,550,-2109.891357421875,2750000,30.7865,5202.53,14.2581,5004.5
551,551,-2189.424072265625,2755000,30.5342,5234.02,13.6493,5075.16
552,552,-2227.95361328125,2760000,31.4909,5222.17,14.3087,5052.85
553,553,-2171.519775390625,2765000,31.2714,5243.44,14.4054,5062.33
554,554,-2035.6500244140625,2770000,30.1943,5228.77,13.3977,5033.93
555,555,-2072.814453125,2775000,29.7637,5228.32,12.5414,5069.25
556,556,-1961.7197265625,2780000,30.4524,5274.47,13.109,5092.27
557,557,-1951.609130859375,2785000,30.5679,5239.83,13.4277,5094.07
558,558,-1986.327880859375,2790000,30.5988,5275.47,13.4641,5080.97
559,559,-1967.2626953125,2795000,29.9839,5323.01,13.6509,5137.86
560,560,-2085.59033203125,2800000,30.6944,5278.41,13.4267,5116.84
561,561,-1953.8214111328125,2805000,30.4609,5315.99,13.317,5128.43
562,562,-1990.593017578125,2810000,31.1021,5298.44,13.7868,5146.88
563,563,-2089.556640625,2815000,30.7369,5257.69,13.5236,5102.48
564,564,-2077.097412109375,2820000,30.6787,5327.99,13.8883,5206.77
565,565,-5271.09423828125,2825000,36.0223,2400.17,29.1449,1221.52
566,566,-1958.7216796875,2830000,29.5247,5316.99,14.0882,5128.97
567,567,-2242.633544921875,2835000,31.3306,5267.2,13.9151,5005.76
568,568,-2192.4208984375,2840000,31.5604,5407.33,13.635,5203.17
569,569,-2184.109375,2845000,30.8286,4785.56,13.0411,5023.7
570,570,-4683.87158203125,2850000,53.9975,3.37,50.5723,3.02
571,571,-2717.321533203125,2855000,31.1522,4551.61,13.8939,4400.77
572,572,-1989.09375,2860000,29.8691,5223.43,14.9142,5085.53
573,573,-1990.3797607421875,2865000,30.7803,5316.79,14.9762,5158.28
574,574,-2013.6658935546875,2870000,30.1962,5313.31,13.8349,5187.54
575,575,-2103.731689453125,2875000,30.2716,5335.86,13.4491,5190.56
576,576,-2033.2979736328125,2880000,29.8057,5373.36,13.1787,5224.81
577,577,-2281.957763671875,2885000,30.928,5307.61,13.3719,5150.26
578,578,-2212.503662109375,2890000,30.2029,5315.37,12.4798,5128.5
579,579,-2136.874267578125,2895000,29.9334,5302.08,12.4031,5147.26
580,580,-2215.15771484375,2900000,30.2065,5326.41,13.1029,5159.05
581,581,-2587.1474609375,2905000,31.1339,5290.51,12.9665,5078.4
582,582,-2500.330810546875,2910000,31.3645,5285.21,12.8555,5107.93
583,583,-2444.28173828125,2915000,31.3621,5279.16,12.2769,5084.52
584,584,-2528.8681640625,2920000,31.7785,5293.01,12.5688,4935.3
585,585,-2453.60205078125,2925000,31.2161,5291.09,12.5548,5128.42
586,586,-2477.8857421875,2930000,31.8111,5202.44,12.6485,5090.03
587,587,-2907.52734375,2935000,30.9768,5139.25,11.7711,4585.62
588,588,-2813.53466796875,2940000,31.1074,4974.27,12.6388,4490.98
589,589,-2732.969970703125,2945000,30.7813,5141.82,11.8654,5063.74
590,590,-3614.99658203125,2950000,32.4304,5221.37,13.0583,4268.54
591,591,-3001.452880859375,2955000,31.6858,5107.19,12.5258,4496.01
592,592,-2528.658203125,2960000,30.7566,4878.0,11.8202,4675.87
593,593,-2768.24853515625,2965000,31.3154,5223.91,11.5939,4920.44
594,594,-2431.7177734375,2970000,31.4429,5171.46,12.2743,4353.29
595,595,-2334.1669921875,2975000,30.5263,5234.92,12.1555,5081.22
596,596,-2408.61767578125,2980000,30.4943,5251.64,11.6941,5010.75
597,597,-2142.777099609375,2985000,29.3451,5222.34,11.9967,5114.61
598,598,-2362.96533203125,2990000,30.6008,5300.2,11.8031,5140.81
599,599,-2240.504150390625,2995000,30.6067,5196.77,12.1329,5050.52
600,600,-2318.35498046875,3000000,30.2348,5311.07,12.5367,5143.29
601,601,-2274.42041015625,3005000,29.8025,5427.56,12.2837,5188.69
602,602,-2431.780517578125,3010000,31.2324,5307.18,12.649,5161.32
603,603,-2247.738525390625,3015000,29.8164,5272.55,11.4531,5117.4
604,604,-2180.33349609375,3020000,30.6816,5451.21,13.1093,5262.73
605,605,-2048.376220703125,3025000,30.0313,5403.29,12.9454,5240.66
606,606,-2312.412841796875,3030000,30.835,5345.33,12.5409,5193.02
607,607,-2144.232177734375,3035000,30.2404,5430.14,12.8809,5245.03
608,608,-2425.845458984375,3040000,31.9567,5377.1,13.0109,5233.95
609,609,-2180.068359375,3045000,30.2501,5426.74,13.7658,5263.82
610,610,-2195.653076171875,3050000,31.1077,5418.69,14.0913,5275.77
611,611,-2190.217041015625,3055000,30.933,5464.93,14.0189,5271.74
612,612,-2288.162109375,3060000,30.6828,5433.4,13.7989,5219.75
613,613,-2557.00732421875,3065000,31.2529,5333.11,13.4416,5147.71
614,614,-2468.74853515625,3070000,30.3968,5310.75,13.7627,5125.16
615,615,-2484.054443359375,3075000,31.6425,5398.29,13.9515,5062.44
616,616,-2599.928466796875,3080000,31.3835,5340.14,13.4628,5170.81
617,617,-2729.507568359375,3085000,31.7242,5355.68,13.7974,5032.1
618,618,-2536.180419921875,3090000,31.1755,5387.98,13.6797,5085.31
619,619,-2723.299560546875,3095000,32.4227,5313.05,13.5235,5175.59
620,620,-2483.727294921875,3100000,30.6093,5370.89,13.3142,5107.77
621,621,-2857.13427734375,3105000,31.1518,5382.51,13.8165,4189.11
622,622,-2719.256103515625,3110000,31.5478,5377.95,13.4039,4858.66
623,623,-2537.224609375,3115000,31.5471,5379.45,13.6201,5231.67
624,624,-2593.509765625,3120000,30.9785,5359.43,13.9109,5227.46
625,625,-6231.3876953125,3125000,45.0825,642.86,37.8364,645.37
626,626,-5156.32373046875,3130000,50.0576,253.93,56.0821,276.31
627,627,-6178.40234375,3135000,48.0655,686.04,56.4475,676.2
628,628,-5760.9501953125,3140000,42.793,1156.02,42.5552,1247.0
629,629,-5837.3642578125,3145000,41.0957,855.3,42.219,741.21
630,630,-4786.65087890625,3150000,34.9654,1045.19,22.433,1868.95
631,631,-5446.095703125,3155000,36.0904,4014.98,21.2071,2639.28
632,632,-4634.1494140625,3160000,33.2607,1967.61,15.811,2491.52
633,633,-4561.26904296875,3165000,33.2383,2307.35,19.5848,3006.67
634,634,-3956.143310546875,3170000,31.3751,5037.24,16.6273,4972.53
635,635,-2956.27294921875,3175000,30.4191,5135.49,14.0503,4882.37
636,636,-2574.0947265625,3180000,31.5637,5257.37,15.398,5103.04
637,637,-2924.45556640625,3185000,31.7936,5343.67,15.6196,4643.97
638,638,-2652.836181640625,3190000,31.4185,5335.72,15.5933,5162.55
639,639,-3205.66796875,3195000,31.4453,5323.23,15.4264,5009.35
640,640,-2448.178955078125,3200000,30.8663,5323.83,15.0779,5108.31
641,641,-2470.942138671875,3205000,30.6507,5368.73,15.1994,5214.7
642,642,-2312.515869140625,3210000,30.1414,5374.23,14.8717,5244.68
643,643,-2366.973388671875,3215000,31.2072,5421.34,14.9573,5208.1
644,644,-2415.663330078125,3220000,30.5856,5417.1,14.559,5225.78
645,645,-2427.75390625,3225000,30.8789,5358.98,14.1241,5216.78
646,646,-2394.744384765625,3230000,31.3278,5378.38,14.9049,5219.41
647,647,-2880.17529296875,3235000,31.0845,5376.31,13.9944,5224.53
648,648,-2402.7294921875,3240000,30.3541,5357.22,14.1522,5219.4
649,649,-2417.4296875,3245000,30.6004,5397.42,13.8863,5239.71
650,650,-2667.41796875,3250000,30.7484,5290.66,13.9633,5160.74
651,651,-2633.54443359375,3255000,31.251,5266.69,14.5596,5159.71
652,652,-2535.869140625,3260000,30.6991,5338.26,14.0267,5189.01
653,653,-2651.239990234375,3265000,30.5896,5283.29,13.7311,5152.43
654,654,-2541.43798828125,3270000,30.3961,5322.64,13.8468,5191.16
655,655,-2572.8173828125,3275000,30.4451,5379.26,14.0537,5197.39
656,656,-2456.98193359375,3280000,29.7568,5388.46,13.5325,5231.96
657,657,-2605.43798828125,3285000,30.8616,5408.42,14.5956,5221.98
658,658,-2498.261962890625,3290000,30.204,5429.21,14.1664,5257.42
659,659,-2469.385009765625,3295000,30.0408,5436.73,13.8343,5283.8
660,660,-2512.870849609375,3300000,30.0467,5423.64,13.8772,5272.3
661,661,-2641.292724609375,3305000,30.9581,5423.93,13.9877,5243.38
662,662,-2385.895751953125,3310000,29.6902,5442.65,13.8852,5292.34
663,663,-2525.697509765625,3315000,29.921,5388.2,13.4511,5255.01
664,664,-2436.43603515625,3320000,30.1815,5437.9,13.4393,5280.68
665,665,-2642.916748046875,3325000,29.9441,5445.92,13.1767,5242.56
666,666,-2589.31982421875,3330000,30.1944,5470.12,13.5666,5276.36
667,667,-2654.093505859375,3335000,30.5827,5418.38,13.2722,5267.68
668,668,-2590.19482421875,3340000,30.6094,5439.69,13.8193,5267.14
669,669,-2539.052001953125,3345000,29.5936,5410.73,13.5596,5291.64
670,670,-2417.587646484375,3350000,29.9401,5442.07,13.5299,5105.91
671,671,-2658.58837890625,3355000,30.8233,5401.87,14.046,5270.58
672,672,-2540.2333984375,3360000,30.282,5424.76,13.4035,5295.1
673,673,-2617.77685546875,3365000,30.1578,5405.86,14.2094,5293.01
674,674,-2498.630615234375,3370000,30.2039,5445.89,13.8394,5282.86
675,675,-2532.3935546875,3375000,30.2024,5412.76,13.7053,5292.19
676,676,-2639.84716796875,3380000,30.3269,5409.25,13.5475,5275.02
677,677,-2765.527587890625,3385000,31.1122,5369.63,13.8129,5201.1
678,678,-2687.548583984375,3390000,30.5129,5426.28,14.0984,5251.83
679,679,-2619.37646484375,3395000,30.4103,5439.51,13.5598,5264.16
680,680,-2620.851806640625,3400000,29.6771,5396.97,12.998,5275.35
681,681,-2597.82177734375,3405000,30.1888,5444.59,13.4461,5275.07
682,682,-2663.432861328125,3410000,30.1852,5521.47,14.261,5295.3
683,683,-2628.173828125,3415000,30.6014,5473.1,14.1006,5304.35
684,684,-2635.7666015625,3420000,30.1174,5487.86,13.4228,5049.09
685,685,-2828.31640625,3425000,31.2193,5481.69,13.8008,5186.91
686,686,-2785.15869140625,3430000,30.6454,5470.37,14.2873,5322.54
687,687,-2803.53662109375,3435000,30.7397,5462.73,13.8325,5286.57
688,688,-2844.077880859375,3440000,30.8031,5421.3,13.693,5212.9
689,689,-2718.41162109375,3445000,30.4495,5484.27,13.281,5321.54
690,690,-2754.5673828125,3450000,30.2313,5511.43,13.0245,5039.72
691,691,-2707.8662109375,3455000,29.8569,5470.02,12.9697,5297.29
692,692,-2698.421142578125,3460000,30.3992,5469.65,13.5618,5297.87
693,693,-2534.315673828125,3465000,29.4299,5478.53,12.6956,5082.49
694,694,-2507.3466796875,3470000,29.1965,5547.85,12.8757,5330.16
695,695,-2904.28759765625,3475000,30.5555,5473.18,13.5184,5296.69
696,696,-2788.92431640625,3480000,30.0276,5470.31,12.8042,5278.56
697,697,-2403.140869140625,3485000,28.6943,5447.11,13.0337,5298.06
698,698,-2699.378173828125,3490000,29.8775,5532.8,13.2108,5283.4
699,699,-3098.552734375,3495000,29.83,5542.86,13.7431,5308.1
700,700,-2592.676025390625,3500000,28.9304,5445.63,13.3322,5286.34
701,701,-2662.415283203125,3505000,29.5015,5519.18,12.6114,5291.88
702,702,-2689.98095703125,3510000,28.9962,5533.23,13.1217,5327.64
703,703,-2552.451904296875,3515000,29.3921,5473.07,13.0082,5315.01
704,704,-2795.931640625,3520000,29.6726,5537.97,13.2297,5279.4
705,705,-3161.321533203125,3525000,30.9801,5437.96,13.8791,5239.29
706,706,-2458.737548828125,3530000,29.21,5584.5,13.7773,5362.9
707,707,-2750.090087890625,3535000,30.0971,5488.82,13.7344,5314.18
708,708,-2741.166015625,3540000,29.7239,5476.31,13.5222,5286.17
709,709,-2609.708251953125,3545000,29.8342,5535.86,13.8167,5315.43
710,710,-2612.06103515625,3550000,29.7265,5478.76,13.1911,5332.27
711,711,-2602.906494140625,3555000,29.6726,5507.09,13.9602,5297.25
712,712,-2731.68212890625,3560000,29.4386,5513.61,13.3788,5330.02
713,713,-2868.5263671875,3565000,30.0723,5529.0,14.1358,5304.62
714,714,-2727.989501953125,3570000,29.651,5504.0,13.6507,5322.81
715,715,-2857.202880859375,3575000,29.5974,5535.67,13.3346,5345.25
716,716,-2668.26806640625,3580000,29.5597,5515.29,14.0819,5353.21
717,717,-2835.600830078125,3585000,30.1696,5523.22,14.1586,5352.29
718,718,-2808.823486328125,3590000,29.5349,5495.92,14.126,5325.86
719,719,-2881.373046875,3595000,29.6267,5493.77,13.7714,5328.16
720,720,-2804.46142578125,3600000,29.189,5479.38,13.8462,5336.77
721,721,-2726.604736328125,3605000,29.7346,5401.22,13.4993,5267.99
722,722,-3099.24560546875,3610000,31.0033,5430.41,15.1704,5280.16
723,723,-3166.42138671875,3615000,31.3021,5447.1,14.9331,5241.52
724,724,-2936.4814453125,3620000,30.2491,5411.2,14.4528,5253.04
725,725,-3128.18994140625,3625000,31.2453,5429.85,14.3444,5260.72
726,726,-3033.368408203125,3630000,31.1055,5377.11,14.9777,5236.25
727,727,-3188.48974609375,3635000,31.0942,5379.61,15.0597,5251.59
728,728,-2924.101806640625,3640000,30.5282,5426.45,14.8668,5283.42
729,729,-3006.80712890625,3645000,30.079,5447.87,14.2969,5275.81
730,730,-3111.033447265625,3650000,30.8002,5429.31,14.9672,5269.58
731,731,-3214.379638671875,3655000,31.2308,5417.4,14.5621,5218.83
732,732,-2907.848388671875,3660000,29.9795,5486.17,14.6339,5331.36
733,733,-3102.289306640625,3665000,31.0145,5465.46,15.5218,5270.32
734,734,-2755.281982421875,3670000,29.5159,5419.24,14.7264,5303.76
735,735,-2853.764892578125,3675000,29.4534,5487.29,15.2131,5340.16
736,736,-3113.98974609375,3680000,30.3646,5487.2,15.4942,5317.32
737,737,-2973.271728515625,3685000,30.4248,5528.19,15.6322,5343.4
738,738,-3066.9599609375,3690000,30.8708,5459.26,15.789,5279.51
739,739,-3243.763671875,3695000,31.3938,5495.33,16.588,5331.94
740,740,-6492.99365234375,3700000,47.8376,662.32,34.8567,653.13
741,741,-6102.14697265625,3705000,52.5666,278.5,55.1887,279.83
742,742,-5063.69580078125,3710000,49.7872,842.62,76.464,702.87
743,743,-5607.8232421875,3715000,49.5764,450.78,84.1036,462.2
744,744,-6210.95263671875,3720000,42.1254,1190.8,51.6676,831.12
745,745,-6976.32080078125,3725000,43.9801,752.31,31.227,729.98
746,746,-6627.2333984375,3730000,41.8599,1368.79,25.6576,965.53
747,747,-7809.35009765625,3735000,40.8145,927.89,15.9356,1188.38
748,748,-7862.8125,3740000,40.256,952.03,16.2112,993.82
749,749,-7237.4443359375,3745000,33.8092,1598.13,14.4874,1927.08
750,750,-6341.46630859375,3750000,32.4653,3962.59,13.3766,2674.69
751,751,-5378.37158203125,3755000,31.6687,5092.83,13.9471,3456.42
752,752,-5356.6259765625,3760000,32.9947,2132.03,16.3445,3146.73
753,753,-5197.3681640625,3765000,31.9327,4139.7,15.1038,4185.87
754,754,-5304.66552734375,3770000,32.3278,5110.51,15.6783,4000.78
755,755,-3760.49658203125,3775000,31.8245,5045.39,15.5651,4935.81
756,756,-3996.198486328125,3780000,31.4852,5047.02,15.0701,4685.87
757,757,-3137.962646484375,3785000,30.852,5023.48,15.7127,4742.31
758,758,-3138.45751953125,3790000,31.2352,5088.89,16.6756,4978.96
759,759,-3614.035888671875,3795000,31.2207,4957.44,15.4639,4595.72
760,760,-3227.135498046875,3800000,30.6793,5196.85,15.8794,5050.38
761,761,-3258.32275390625,3805000,31.0242,5258.01,15.8969,4772.55
