Real Det Return,Running Env Steps,Real Sto Return,Itration,Running Update Time,Running Reverse KL,Running Forward KL,Reward Loss
78.5,1985000,77.86,397,397,1821.1607,717.8942,-19792.201171875
77.55,1990000,78.42,398,398,1483.9547,700.8121,-19685.115234375
78.31,1995000,77.71,399,399,667.5535,663.5121,-19283.03125
79.34,2000000,79.64,400,400,1181.3611,716.4996,-19630.8671875
81.11,2005000,81.64,401,401,2607.3763,711.906,-19816.443359375
81.75,2010000,81.91,402,402,1158.3707,653.1266,-19265.36328125
81.35,2015000,83.04,403,403,2159.3671,709.6982,-19751.017578125
80.78,2020000,81.15,404,404,2956.7722,719.8939,-19808.810546875
83.18,2025000,83.83,405,405,870.0249,711.2788,-19689.96484375
80.07,2030000,90.62,406,406,1049.4804,555.7309,-19077.328125
81.97,2035000,82.18,407,407,2215.9597,717.108,-19794.03125
84.69,2040000,83.98,408,408,2281.4589,699.663,-19692.38671875
82.86,2045000,82.96,409,409,1814.5766,708.2359,-19812.056640625
82.48,2050000,82.39,410,410,1236.5875,719.5277,-19798.625
80.47,2055000,80.28,411,411,1462.7356,726.006,-19775.474609375
83.21,2060000,82.57,412,412,1753.1458,718.0407,-19759.798828125
81.86,2065000,82.11,413,413,2172.6689,725.469,-19711.52734375
83.1,2070000,82.92,414,414,893.8586,681.695,-19494.4609375
84.89,2075000,84.77,415,415,630.9046,715.0448,-19622.3828125
86.14,2080000,86.73,416,416,1501.806,660.8384,-19368.33984375
82.65,2085000,86.36,417,417,1016.4161,715.8396,-19716.93359375
82.88,2090000,85.93,418,418,1302.2056,715.7155,-19710.86328125
84.03,2095000,84.8,419,419,1099.5181,712.0022,-19686.978515625
86.33,2100000,86.39,420,420,594.8513,710.2988,-19416.783203125
88.19,2105000,87.66,421,421,1520.3439,696.7478,-19514.03515625
86.55,2110000,87.32,422,422,406.4982,690.6577,-19376.478515625
84.16,2115000,85.22,423,423,2562.1578,719.9424,-19760.59765625
91.23,2120000,91.43,424,424,1806.6366,793.7988,-19768.515625
84.42,2125000,84.54,425,425,777.2801,711.0499,-19473.83984375
88.12,2130000,87.41,426,426,2418.6112,709.8412,-19784.42578125
85.11,2135000,84.99,427,427,793.396,626.6158,-19070.015625
87.54,2140000,86.73,428,428,661.5979,709.6302,-19459.392578125
85.07,2145000,85.01,429,429,820.8743,703.8027,-19673.8125
84.9,2150000,85.22,430,430,1853.0432,709.7725,-19645.392578125
89.03,2155000,87.7,431,431,863.4342,648.8823,-19382.419921875
81.89,2160000,82.17,432,432,2148.5346,700.9619,-19607.599609375
82.53,2165000,82.71,433,433,1570.5935,701.8778,-19702.8046875
82.61,2170000,83.05,434,434,1792.9657,641.8747,-19053.611328125
82.07,2175000,82.35,435,435,1028.5129,712.9333,-19477.998046875
83.3,2180000,83.62,436,436,2532.0417,715.8976,-19720.951171875
88.66,2185000,88.48,437,437,2062.5903,709.2465,-19426.533203125
87.94,2190000,87.43,438,438,1942.1234,709.7552,-19659.99609375
85.91,2195000,84.86,439,439,1857.9774,709.4143,-19553.375
82.94,2200000,83.29,440,440,949.338,690.4294,-19490.7265625
94.42,2205000,91.73,441,441,2042.1385,697.9473,-19485.984375
95.91,2210000,95.89,442,442,1753.1067,695.0602,-19470.25
94.89,2215000,94.45,443,443,621.2704,705.6697,-19358.119140625
85.85,2220000,86.26,444,444,1236.5908,704.2264,-19614.2421875
98.69,2225000,99.06,445,445,1252.6613,696.349,-19621.341796875
105.37,2230000,106.42,446,446,1805.0569,694.3146,-19633.6953125
92.85,2235000,92.02,447,447,2314.2073,701.5647,-19571.232421875
90.32,2240000,90.74,448,448,843.0326,691.2432,-19319.775390625
93.43,2245000,92.38,449,449,2202.5147,671.4241,-19639.328125
94.69,2250000,95.93,450,450,948.9762,642.9298,-18283.1796875
96.58,2255000,96.48,451,451,1106.2749,701.4772,-19700.84375
82.4,2260000,82.55,452,452,1053.9304,713.9325,-19684.474609375
84.96,2265000,85.16,453,453,1086.5072,663.7896,-19404.849609375
85.96,2270000,86.07,454,454,2186.7659,717.6031,-19809.162109375
89.19,2275000,90.58,455,455,1334.4965,713.9539,-19679.775390625
84.82,2280000,84.46,456,456,755.0293,706.829,-19666.736328125
79.62,2285000,79.57,457,457,3600.0428,712.7872,-19716.29296875
82.34,2290000,82.53,458,458,1958.2292,672.2192,-19506.064453125
95.4,2295000,93.75,459,459,1857.3892,635.4617,-18921.296875
99.32,2300000,99.61,460,460,1171.2805,698.1859,-19685.1875
83.98,2305000,84.6,461,461,722.7673,708.8948,-19765.412109375
82.7,2310000,82.42,462,462,1250.9747,620.7327,-18729.48046875
84.01,2315000,83.67,463,463,820.1509,682.5969,-19431.1953125
84.79,2320000,83.82,464,464,590.973,650.2084,-18975.494140625
83.83,2325000,83.94,465,465,659.1197,662.8443,-19437.31640625
83.48,2330000,82.95,466,466,672.2808,626.6751,-18836.869140625
82.88,2335000,83.47,467,467,501.9861,609.0052,-17458.359375
83.27,2340000,83.7,468,468,597.3328,617.031,-17424.80078125
83.12,2345000,83.33,469,469,616.7019,619.0397,-17365.07421875
82.67,2350000,83.29,470,470,508.8782,586.7321,-16525.943359375
82.73,2355000,81.79,471,471,733.8598,629.6058,-18988.013671875
82.16,2360000,82.2,472,472,990.4352,597.5553,-17391.61328125
86.03,2365000,86.56,473,473,1803.947,625.2959,-19160.8125
82.83,2370000,83.76,474,474,1478.0482,614.1608,-18415.470703125
83.67,2375000,84.08,475,475,760.6548,606.9283,-18318.10546875
83.05,2380000,83.59,476,476,762.4224,714.2532,-19757.63671875
80.3,2385000,80.54,477,477,644.8739,641.3051,-19063.03515625
78.99,2390000,78.83,478,478,1109.6034,711.7625,-19562.873046875
79.81,2395000,79.43,479,479,1407.4385,637.5764,-19118.82421875
78.58,2400000,78.45,480,480,1216.9557,650.0672,-18706.978515625
79.02,2405000,78.78,481,481,1479.0697,633.9248,-19395.15625
77.67,2410000,77.16,482,482,1528.8024,646.8782,-19327.8984375
77.36,2415000,77.56,483,483,1216.8868,664.9471,-19145.142578125
77.2,2420000,77.7,484,484,472.7623,687.3003,-18963.015625
82.15,2425000,80.6,485,485,1095.287,636.6423,-19072.40234375
84.75,2430000,84.52,486,486,1185.6847,602.4165,-18689.60546875
209.64,2435000,212.49,487,487,416.0041,529.0975,-16289.943359375
175.25,2440000,160.97,488,488,725.7297,553.7359,-18370.240234375
94.49,2445000,94.84,489,489,554.2696,599.9953,-18624.19921875
76.76,2450000,76.78,490,490,483.8032,623.9757,-17939.333984375
76.52,2455000,76.44,491,491,1207.2325,664.4667,-19643.474609375
80.09,2460000,80.2,492,492,1173.1125,618.587,-18264.255859375
78.39,2465000,78.77,493,493,1274.4587,648.169,-18562.599609375
79.06,2470000,79.95,494,494,1318.1824,628.6587,-18879.109375
77.22,2475000,77.24,495,495,1555.8765,641.6952,-19547.66796875
76.04,2480000,77.93,496,496,596.4704,699.6185,-19611.505859375
78.88,2485000,78.53,497,497,1161.2188,660.0616,-19027.48046875
78.05,2490000,78.92,498,498,544.6403,673.6186,-19126.39453125
80.18,2495000,80.01,499,499,604.215,663.7725,-18496.44921875
79.68,2500000,79.34,500,500,876.307,663.3549,-19417.291015625
76.55,2505000,77.52,501,501,747.482,671.0075,-18346.12890625
76.61,2510000,78.1,502,502,1854.7159,706.7015,-19688.716796875
75.61,2515000,75.75,503,503,715.2038,710.5833,-19086.5234375
73.93,2520000,74.05,504,504,541.0213,694.5639,-18817.234375
73.47,2525000,73.12,505,505,391.9891,685.0213,-18142.8984375
74.47,2530000,74.5,506,506,520.4112,699.4877,-18907.029296875
75.99,2535000,75.8,507,507,611.6468,706.8309,-19237.552734375
76.11,2540000,76.32,508,508,490.7769,684.7849,-19291.251953125
77.71,2545000,77.27,509,509,1170.8983,720.0867,-19684.794921875
75.03,2550000,75.21,510,510,1378.9162,717.7725,-19818.451171875
75.38,2555000,75.82,511,511,692.7763,726.6157,-19720.078125
74.88,2560000,74.88,512,512,489.7599,699.9109,-19266.525390625
73.95,2565000,74.69,513,513,801.9632,716.1004,-19720.900390625
75.09,2570000,75.09,514,514,1006.0441,726.2445,-19803.65234375
76.25,2575000,76.65,515,515,502.7046,706.5408,-19517.462890625
76.54,2580000,76.52,516,516,1047.4631,709.4611,-19823.896484375
75.97,2585000,75.64,517,517,904.9811,685.5028,-19708.796875
76.48,2590000,75.96,518,518,700.8743,692.6949,-19890.9375
75.44,2595000,75.41,519,519,481.6343,688.5367,-19817.3828125
75.3,2600000,75.29,520,520,605.3213,685.0961,-19781.033203125
75.44,2605000,75.17,521,521,758.5134,696.385,-19877.02734375
75.13,2610000,75.07,522,522,847.3828,699.6501,-19914.984375
75.51,2615000,75.46,523,523,655.1145,698.9342,-19860.3671875
75.33,2620000,75.39,524,524,520.1551,659.4504,-19423.443359375
75.98,2625000,75.65,525,525,743.4217,709.6749,-19921.71484375
75.43,2630000,75.06,526,526,855.4649,714.876,-19885.830078125
73.82,2635000,73.78,527,527,759.7889,718.433,-19863.32421875
74.78,2640000,74.66,528,528,732.9264,717.1248,-19848.771484375
74.55,2645000,74.63,529,529,796.5587,742.5826,-19941.4453125
74.13,2650000,74.37,530,530,835.3953,725.1216,-19944.728515625
75.0,2655000,75.01,531,531,811.0082,727.4968,-19945.267578125
75.04,2660000,75.02,532,532,886.2713,730.7802,-19947.3046875
74.92,2665000,74.94,533,533,886.0873,728.6749,-19942.70703125
74.96,2670000,74.75,534,534,851.0207,724.1372,-19940.78125
75.11,2675000,75.08,535,535,669.9849,717.8889,-19771.4453125
75.05,2680000,75.09,536,536,564.7378,718.2465,-18983.32421875
75.09,2685000,75.07,537,537,593.9424,707.9003,-19466.095703125
75.18,2690000,75.17,538,538,635.9368,716.9236,-19844.23828125
74.91,2695000,74.93,539,539,649.2896,719.578,-19732.7109375
74.88,2700000,74.88,540,540,719.9666,715.9879,-19692.333984375
75.05,2705000,75.01,541,541,642.0968,708.0943,-19626.857421875
74.87,2710000,74.88,542,542,792.8461,722.3417,-19843.642578125
74.98,2715000,74.96,543,543,694.7899,721.4038,-19938.748046875
75.12,2720000,75.11,544,544,583.7532,709.8492,-19833.873046875
75.07,2725000,75.07,545,545,720.3605,711.5391,-19893.173828125
75.08,2730000,75.08,546,546,759.2892,721.2401,-19957.64453125
76.54,2735000,76.43,547,547,766.9161,724.5751,-19948.150390625
73.96,2740000,74.57,548,548,772.7356,721.2505,-19957.41015625
75.6,2745000,75.45,549,549,760.8983,733.6568,-19955.294921875
75.9,2750000,75.85,550,550,728.6555,756.5842,-19948.6484375
75.77,2755000,75.53,551,551,701.5768,749.5693,-19952.060546875
75.92,2760000,75.84,552,552,696.3461,746.1908,-19953.494140625
78.29,2765000,77.48,553,553,677.9117,751.5739,-19941.3828125
75.63,2770000,75.66,554,554,700.4006,760.6814,-19949.291015625
75.64,2775000,75.53,555,555,689.59,755.7929,-19956.1015625
75.45,2780000,75.13,556,556,696.3632,744.584,-19957.53515625
75.3,2785000,75.11,557,557,682.4451,752.9361,-19959.3359375
75.18,2790000,74.85,558,558,586.0999,718.3121,-19951.0078125
74.03,2795000,74.18,559,559,577.5857,727.7576,-19925.7890625
76.33,2800000,76.69,560,560,608.2763,719.9925,-19936.85546875
74.94,2805000,75.65,561,561,581.035,713.9619,-19932.841796875
76.97,2810000,76.56,562,562,626.1878,718.6744,-19941.18359375
74.28,2815000,73.54,563,563,637.481,724.2824,-19952.892578125
75.57,2820000,75.95,564,564,628.4542,724.7719,-19944.63671875
73.84,2825000,74.21,565,565,670.0603,706.1806,-19921.072265625
77.49,2830000,75.98,566,566,718.5849,718.8094,-19942.478515625
74.24,2835000,74.43,567,567,689.7894,720.2853,-19949.6875
74.49,2840000,74.18,568,568,659.3795,722.9555,-19945.384765625
77.14,2845000,76.74,569,569,735.1413,707.3157,-19947.669921875
76.5,2850000,75.92,570,570,725.641,720.6028,-19935.283203125
76.07,2855000,76.08,571,571,597.1546,716.9089,-19932.583984375
77.24,2860000,77.23,572,572,570.7972,718.9924,-19928.298828125
77.23,2865000,76.48,573,573,553.4421,718.477,-19942.390625
77.66,2870000,77.64,574,574,548.2387,708.7937,-19905.177734375
76.76,2875000,76.2,575,575,590.7159,726.7013,-19940.5
77.58,2880000,77.82,576,576,574.8709,716.582,-19946.248046875
77.53,2885000,77.54,577,577,574.3998,725.206,-19943.021484375
77.73,2890000,77.75,578,578,618.2348,727.3212,-19927.0546875
72.44,2895000,71.93,579,579,541.3143,712.1365,-19941.833984375
77.26,2900000,76.23,580,580,636.1437,726.6977,-19946.009765625
77.67,2905000,77.8,581,581,683.2636,721.558,-19886.32421875
77.57,2910000,77.61,582,582,714.0719,725.8824,-19941.236328125
77.55,2915000,77.6,583,583,822.2151,728.0913,-19951.228515625
77.46,2920000,77.66,584,584,826.9295,723.6487,-19948.162109375
73.44,2925000,75.3,585,585,751.8799,729.49,-19957.0
77.43,2930000,77.48,586,586,796.9729,719.1783,-19954.791015625
74.43,2935000,74.17,587,587,736.2049,734.1828,-19960.982421875
77.44,2940000,77.24,588,588,667.1355,724.999,-19953.572265625
75.06,2945000,74.9,589,589,696.1334,704.7115,-19954.5625
77.41,2950000,77.11,590,590,740.9189,720.2907,-19960.10546875
75.21,2955000,75.17,591,591,755.0561,741.3838,-19966.06640625
77.93,2960000,78.22,592,592,820.7157,722.4637,-19952.873046875
74.86,2965000,74.72,593,593,801.0425,752.1966,-19961.166015625
75.17,2970000,74.96,594,594,856.65,726.3714,-19965.501953125
74.58,2975000,74.91,595,595,865.3617,737.9415,-19966.5078125
75.0,2980000,74.99,596,596,912.7581,714.3794,-19968.4453125
69.95,2985000,73.65,597,597,813.8481,733.9042,-19942.279296875
77.87,2990000,77.92,598,598,833.9139,722.4714,-19956.494140625
77.82,2995000,77.57,599,599,919.5425,723.186,-19954.125
