Reward Loss,Itration,Running Reverse KL,Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL,Running Update Time
-67039.2265625,391,81.2185,5437.39,4737.84,1955000,76.8284,391
-64520.44140625,392,76.6104,5237.8,4804.63,1960000,72.2829,392
-70333.1953125,393,85.2668,5101.93,4486.26,1965000,81.4423,393
-69777.28125,394,88.9064,5698.1,5099.99,1970000,82.2815,394
-63674.54296875,395,74.9962,5860.09,5254.35,1975000,71.3247,395
-67723.6796875,396,81.0215,5945.72,4940.77,1980000,75.8654,396
-64054.9921875,397,77.1031,5587.13,5129.21,1985000,72.948,397
-70142.015625,398,85.4223,5547.36,4873.1,1990000,80.461,398
-70501.515625,399,84.4849,5648.42,4696.55,1995000,81.6918,399
-70568.9765625,400,86.832,5450.82,4077.68,2000000,80.5581,400
-70866.890625,401,86.5777,5418.23,5012.27,2005000,82.1679,401
-70363.8515625,402,83.8283,5570.14,4785.34,2010000,78.5123,402
-67420.96875,403,79.0831,5368.7,5059.67,2015000,74.7732,403
-71266.109375,404,88.276,5792.71,5001.98,2020000,81.0564,404
-70268.203125,405,83.2252,5935.94,4549.48,2025000,78.1006,405
-70234.3203125,406,82.5927,5410.24,4614.58,2030000,77.0638,406
-60116.56640625,407,73.0261,5375.29,4904.75,2035000,72.4925,407
-69355.578125,408,80.3889,5668.58,5013.36,2040000,76.0322,408
-71047.0390625,409,83.6828,5217.34,4838.54,2045000,79.3897,409
-69181.359375,410,81.4142,5596.61,4652.25,2050000,75.7214,410
-71778.2890625,411,83.5172,5961.25,4854.52,2055000,80.4529,411
-68729.140625,412,78.2442,5194.96,4728.63,2060000,74.2616,412
-62733.515625,413,72.4776,5282.33,4548.9,2065000,70.7433,413
-68326.6796875,414,77.4229,4935.56,4857.91,2070000,73.9255,414
-59311.13671875,415,66.778,5615.13,5177.53,2075000,69.0475,415
-64729.27734375,416,71.5318,5338.35,4522.53,2080000,70.6456,416
-67310.328125,417,75.0702,5428.68,5277.08,2085000,72.1483,417
-72419.6640625,418,85.656,5578.6,4266.45,2090000,80.4179,418
-72606.7734375,419,85.133,5839.78,5094.01,2095000,79.5374,419
-72201.578125,420,81.7161,5615.99,4624.98,2100000,78.9983,420
-66874.1484375,421,72.4282,5471.48,5549.81,2105000,71.8661,421
-71923.4921875,422,82.8972,5913.11,5181.59,2110000,76.6234,422
-64859.77734375,423,70.9229,5812.51,5071.97,2115000,71.0057,423
-66796.34375,424,76.7354,5555.14,4872.15,2120000,72.5456,424
-63888.89453125,425,69.7793,5329.4,5143.49,2125000,71.604,425
-66865.28125,426,82.688,5896.94,3896.83,2130000,77.2892,426
-27006.73046875,427,186.1691,-1322.65,-196.52,2135000,103.3633,427
-34050.03515625,428,452.0551,-398.53,-745.73,2140000,91.2476,428
-38207.87890625,429,290.725,126.61,-74.67,2145000,78.4799,429
-36002.83203125,430,222.2404,114.43,-232.7,2150000,73.014,430
-46873.390625,431,167.8187,1294.11,1534.5,2155000,71.8227,431
-59326.66015625,432,64.7481,3451.49,2899.76,2160000,70.364,432
-69720.6875,433,72.9359,3907.04,3043.12,2165000,77.2721,433
-68188.515625,434,81.5917,4288.45,2874.59,2170000,79.7883,434
-62660.91015625,435,124.5275,4301.82,2476.41,2175000,76.3143,435
-64931.2578125,436,94.4177,3815.28,2900.19,2180000,78.8695,436
-68605.203125,437,100.9233,3941.48,2807.54,2185000,79.7463,437
-74137.90625,438,87.7197,3834.38,3977.33,2190000,81.8992,438
-73410.921875,439,87.2364,4703.17,4151.86,2195000,81.138,439
-66785.890625,440,79.9435,4445.65,3567.24,2200000,74.6344,440
-64732.515625,441,78.1125,4365.53,3233.81,2205000,72.92,441
-67616.3046875,442,82.7438,4480.18,3793.58,2210000,76.1422,442
-59231.76171875,443,65.8188,2902.75,1577.77,2215000,70.6596,443
-70848.3671875,444,87.6684,4424.34,3980.01,2220000,81.131,444
-73417.171875,445,85.9275,5022.33,4356.37,2225000,80.1873,445
-71799.4921875,446,95.9679,5384.63,4612.52,2230000,79.3731,446
-71331.2421875,447,88.0864,4481.01,3313.36,2235000,81.3136,447
-72899.8828125,448,86.3132,5212.0,4226.91,2240000,81.2942,448
-73546.9375,449,87.3507,4593.93,4291.68,2245000,81.7646,449
-29553.3671875,450,77.3934,1105.68,899.59,2250000,66.5106,450
-73025.984375,451,87.2154,4633.51,4272.82,2255000,81.0449,451
-70754.4296875,452,83.2542,4658.12,3893.81,2260000,78.8802,452
-73802.859375,453,90.3816,4195.13,2956.95,2265000,82.3549,453
-73933.4375,454,88.0188,5223.75,3970.55,2270000,82.944,454
-73006.2421875,455,88.7199,5110.04,3836.91,2275000,80.1387,455
-75142.5625,456,90.9995,5253.65,4787.23,2280000,82.9369,456
-74277.625,457,90.6057,4307.97,4450.25,2285000,81.4513,457
-74745.03125,458,86.198,4538.09,4089.9,2290000,82.1246,458
-70767.6171875,459,88.7744,4550.58,3728.25,2295000,80.2757,459
-75141.0625,460,86.7857,5408.07,4070.37,2300000,82.3639,460
-75854.5390625,461,90.4563,4940.46,4440.53,2305000,82.5383,461
-72792.4296875,462,87.1111,4990.87,4203.5,2310000,81.1999,462
-75829.390625,463,86.4638,5601.78,4336.63,2315000,83.7937,463
-75914.7109375,464,83.8103,4975.28,4588.94,2320000,79.8425,464
-75759.578125,465,82.4858,4634.72,4416.38,2325000,79.7512,465
-75562.625,466,84.4845,5056.38,4522.66,2330000,82.7021,466
-73709.53125,467,78.9218,5335.01,4902.31,2335000,77.5032,467
-75369.2265625,468,81.0793,5412.83,4421.88,2340000,78.9748,468
-75038.515625,469,84.3143,5297.68,5063.5,2345000,79.6072,469
-74792.2578125,470,80.0581,5285.38,4669.5,2350000,79.4802,470
-75996.7890625,471,80.5037,5478.74,4707.8,2355000,79.8313,471
-70588.1484375,472,78.6523,4969.17,3790.5,2360000,78.1986,472
-75592.078125,473,79.3028,5396.35,4734.34,2365000,79.2039,473
-71217.2578125,474,78.1913,5771.18,4783.47,2370000,75.6923,474
-75039.34375,475,79.2262,5447.41,4810.76,2375000,78.6072,475
-75216.0,476,83.7392,5431.58,4866.34,2380000,80.1224,476
-76025.109375,477,82.4104,5561.08,5192.08,2385000,79.4613,477
-75524.15625,478,81.3055,5773.56,5447.48,2390000,80.1287,478
-73991.359375,479,84.5064,5820.22,4638.89,2395000,78.5059,479
-75503.2734375,480,82.4133,5818.04,4678.38,2400000,80.3834,480
-75872.03125,481,80.0644,5632.75,4907.29,2405000,78.613,481
-76884.8203125,482,85.7709,5774.13,5130.28,2410000,80.5129,482
-76405.28125,483,82.9411,5406.18,5137.09,2415000,80.0078,483
-76400.359375,484,83.5041,5592.75,4763.39,2420000,81.5022,484
-76301.453125,485,82.9075,5626.06,5170.65,2425000,78.1671,485
-75249.3515625,486,82.5468,5310.19,4917.43,2430000,80.6625,486
-75904.90625,487,83.3178,5679.29,4674.74,2435000,80.8993,487
-75512.5390625,488,80.0806,5384.44,5287.76,2440000,77.0665,488
-73178.4765625,489,79.7889,5286.72,5336.7,2445000,75.9674,489
-75558.3984375,490,83.0411,5722.54,5266.47,2450000,79.2858,490
-76301.375,491,82.3286,5638.91,5491.43,2455000,80.1134,491
-76199.1953125,492,83.0461,5490.91,4642.5,2460000,79.4939,492
-74322.3359375,493,82.0735,5143.83,5235.63,2465000,78.2861,493
-73364.734375,494,79.889,5597.02,5258.51,2470000,77.932,494
-76513.46875,495,83.6324,5372.16,5282.0,2475000,81.2885,495
-76435.1796875,496,83.145,5701.02,5341.73,2480000,80.3079,496
-77112.9140625,497,82.2309,5652.04,4708.2,2485000,78.2156,497
-76744.75,498,81.972,5069.43,5198.66,2490000,80.1751,498
-75588.0390625,499,80.1815,5381.82,4938.2,2495000,79.0076,499
-77978.609375,500,87.1593,5497.39,4953.7,2500000,81.3514,500
-77195.0078125,501,84.4516,5668.46,4934.33,2505000,79.272,501
-77308.0234375,502,86.1015,5458.85,5351.51,2510000,81.4659,502
-76587.109375,503,83.8224,5691.46,4603.89,2515000,79.7904,503
-76472.46875,504,82.009,5165.26,4322.19,2520000,79.7382,504
-76774.2578125,505,81.6159,4901.15,3900.22,2525000,80.6699,505
-76698.1015625,506,80.7841,5605.35,5278.99,2530000,79.1787,506
-76806.828125,507,84.3557,5536.77,4753.91,2535000,80.9146,507
-77943.390625,508,82.0939,5649.55,5090.16,2540000,79.4602,508
-77292.2734375,509,84.0082,5181.29,5245.4,2545000,81.5267,509
-77470.8203125,510,81.0443,5493.63,5390.16,2550000,78.7343,510
-76800.90625,511,82.6956,5729.38,5109.9,2555000,78.8479,511
-77412.140625,512,81.0323,5523.65,4493.67,2560000,78.0314,512
-77088.7109375,513,82.3965,5674.83,5221.47,2565000,78.4504,513
-77384.421875,514,81.2387,5723.19,5447.88,2570000,78.1606,514
-78227.2734375,515,80.8473,5737.85,5193.86,2575000,78.9418,515
-77057.4140625,516,83.997,5499.99,4789.79,2580000,79.6832,516
-77337.171875,517,83.2272,5282.09,5235.43,2585000,78.3135,517
-77324.0625,518,83.0228,5251.39,4998.24,2590000,78.4457,518
-78188.609375,519,84.2402,5582.04,5375.48,2595000,79.7335,519
-78122.0,520,83.5651,5504.58,4681.28,2600000,78.8637,520
-77186.9921875,521,78.4112,5239.88,4792.2,2605000,77.2393,521
-77372.3203125,522,80.351,5401.91,4729.24,2610000,77.1355,522
-78142.7265625,523,83.352,5289.49,4596.85,2615000,79.0219,523
-77349.7109375,524,83.433,5381.88,5104.6,2620000,77.8026,524
-77415.390625,525,80.252,5019.69,3757.18,2625000,78.8952,525
-78329.953125,526,85.3183,5001.07,4325.27,2630000,80.5661,526
-77959.3671875,527,82.6089,5090.26,4561.98,2635000,77.7901,527
-78282.3203125,528,83.8884,5404.09,4737.69,2640000,79.7179,528
-78367.4921875,529,81.3538,5401.65,4115.39,2645000,79.7734,529
-78862.59375,530,80.6117,5704.12,5403.77,2650000,78.4825,530
-79220.5859375,531,85.0856,5718.76,5257.35,2655000,79.7222,531
-78701.0390625,532,82.1523,5198.54,4158.58,2660000,78.7674,532
-79451.78125,533,86.4919,5110.98,4964.99,2665000,80.4059,533
-79372.140625,534,84.9422,5737.87,4477.92,2670000,78.3479,534
-79574.53125,535,85.4076,5508.37,5175.78,2675000,80.2453,535
-79430.359375,536,82.5097,5756.23,4884.95,2680000,78.015,536
-79462.125,537,83.5798,5354.33,4623.91,2685000,79.9068,537
-78671.5859375,538,82.0097,5271.1,5066.24,2690000,78.3078,538
-79082.625,539,82.7786,5203.05,4999.11,2695000,78.9164,539
-79029.9296875,540,83.1636,5175.41,4616.37,2700000,79.3383,540
-79563.8515625,541,82.7057,5418.67,4632.75,2705000,79.7427,541
-79671.6796875,542,83.5595,5193.57,4895.51,2710000,78.6607,542
-80228.4453125,543,82.1538,5859.13,5075.61,2715000,79.2485,543
-79754.5859375,544,81.9448,5273.38,5011.87,2720000,79.2821,544
-80242.8046875,545,83.582,5059.35,5153.5,2725000,80.4377,545
-79384.3828125,546,80.5367,5672.5,5151.74,2730000,78.0331,546
-80019.84375,547,83.5343,5210.53,5387.51,2735000,78.8578,547
-80337.9921875,548,88.0585,5271.6,4951.13,2740000,80.9006,548
-80459.0703125,549,83.7331,5484.91,5180.97,2745000,80.2724,549
-79268.7421875,550,82.3886,5569.41,3206.05,2750000,79.2983,550
-80019.4296875,551,83.2112,5821.25,5012.12,2755000,78.8585,551
-80248.3671875,552,82.3614,5473.64,5141.63,2760000,78.3052,552
-80203.0859375,553,83.2371,5809.82,4220.29,2765000,80.401,553
-79017.9375,554,81.9832,5693.0,4766.19,2770000,78.3562,554
-80404.78125,555,78.935,5774.12,4949.97,2775000,78.9213,555
-80557.171875,556,83.4925,5596.34,5229.03,2780000,79.2724,556
-80640.1484375,557,84.5512,5731.18,5393.2,2785000,80.158,557
-79635.140625,558,78.1569,5577.23,4767.26,2790000,78.4319,558
-80639.1796875,559,84.2709,5733.72,4974.04,2795000,78.1226,559
-80097.6484375,560,82.6342,5100.63,4459.18,2800000,78.4521,560
-80520.8828125,561,81.045,5050.89,4790.86,2805000,78.6489,561
-79950.4765625,562,79.6669,5459.68,4948.92,2810000,78.6292,562
-80355.7890625,563,84.7865,5497.42,4358.81,2815000,79.0696,563
-78580.0234375,564,77.5241,5877.98,5248.55,2820000,75.7508,564
-81124.1484375,565,81.882,5850.6,5219.29,2825000,78.8513,565
-80677.234375,566,82.1133,5568.68,4752.12,2830000,78.4497,566
-81377.1171875,567,88.6051,5297.62,4794.97,2835000,80.2283,567
-81312.703125,568,82.7363,5804.79,5312.53,2840000,78.6513,568
-81170.0546875,569,86.4138,5555.93,5240.73,2845000,79.5387,569
-80438.640625,570,82.4361,5503.49,4573.83,2850000,79.087,570
-80486.25,571,84.2764,5763.03,5026.92,2855000,78.3428,571
-81022.328125,572,87.2743,5658.72,4648.45,2860000,78.9916,572
-80679.4921875,573,84.1232,5649.85,4933.18,2865000,79.0295,573
-80589.453125,574,81.5273,5513.42,4701.24,2870000,76.6741,574
-80765.796875,575,81.4526,5479.76,5417.95,2875000,78.294,575
-81040.5625,576,84.75,5108.85,4393.49,2880000,78.8885,576
-80311.15625,577,82.7341,5783.37,5389.4,2885000,77.997,577
-80597.2890625,578,84.2378,5620.62,5423.69,2890000,77.392,578
-81550.25,579,82.9945,5607.74,5172.48,2895000,80.247,579
-81202.3203125,580,83.6914,5610.01,4903.93,2900000,77.6541,580
-81061.0078125,581,78.8069,5762.07,4765.51,2905000,77.306,581
-76929.5234375,582,75.2929,5587.52,5177.73,2910000,75.449,582
-82117.2578125,583,82.8463,5673.06,5298.31,2915000,79.628,583
-76851.2734375,584,78.6811,5848.72,4616.76,2920000,75.0058,584
-81475.53125,585,83.3173,5645.95,5372.72,2925000,78.1493,585
-81254.8125,586,80.0902,5612.05,5087.88,2930000,77.8998,586
-82190.953125,587,81.0773,5785.08,5287.18,2935000,76.7215,587
-81434.5234375,588,83.2726,5712.62,4983.87,2940000,78.6601,588
-81934.828125,589,82.4573,5710.83,4768.79,2945000,76.9816,589
-81907.8125,590,83.8271,5823.42,5374.62,2950000,78.5876,590
-81387.5234375,591,81.3127,4779.26,4396.52,2955000,76.3887,591
-81885.703125,592,82.3253,5465.25,4557.88,2960000,78.1645,592
-77205.9296875,593,84.589,5901.52,5553.66,2965000,77.7139,593
-82569.71875,594,84.3391,5764.29,5531.5,2970000,78.9605,594
-81138.2890625,595,81.4384,5796.88,5471.51,2975000,77.233,595
-81960.109375,596,79.7426,5842.78,4911.05,2980000,76.7114,596
-76208.9921875,597,79.2628,5799.47,4961.3,2985000,75.7981,597
-82591.671875,598,83.0562,5843.71,5600.85,2990000,78.7164,598
-82878.96875,599,82.5137,5659.28,5095.17,2995000,77.9315,599
