Real Det Return,Itration,Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return
752.32,410,410,-19244.21875,75.6419,30.3652,2050000,234.48
713.37,411,411,-19327.57421875,75.4094,30.3926,2055000,195.24
806.08,412,412,-19365.56640625,74.6731,30.3469,2060000,168.42
752.27,413,413,-19191.90625,74.2313,29.7188,2065000,228.25
753.79,414,414,-19284.716796875,74.4858,30.5832,2070000,198.75
565.67,415,415,-19097.701171875,74.2985,29.6691,2075000,239.18
710.23,416,416,-19273.966796875,74.7146,30.2166,2080000,254.44
753.44,417,417,-19243.046875,73.5901,29.8376,2085000,217.86
797.65,418,418,-19239.4296875,74.0871,30.0336,2090000,237.84
499.55,419,419,-19224.666015625,74.1424,29.9428,2095000,254.02
680.2,420,420,-19233.994140625,73.6758,29.5241,2100000,171.13
601.25,421,421,-19260.05078125,74.1255,30.1259,2105000,280.76
656.9,422,422,-19339.568359375,74.1027,30.2082,2110000,138.57
715.83,423,423,-19234.58984375,74.6786,30.0298,2115000,182.69
540.66,424,424,-19223.33203125,74.8233,30.003,2120000,186.8
508.47,425,425,-19286.7421875,74.732,30.3325,2125000,205.94
460.12,426,426,-19299.369140625,73.1604,30.4089,2130000,219.56
578.04,427,427,-19219.22265625,73.0659,29.9462,2135000,218.64
544.59,428,428,-19314.3203125,74.6323,30.4972,2140000,197.29
648.96,429,429,-19360.70703125,75.7432,30.6208,2145000,183.44
750.35,430,430,-19286.42578125,74.5956,30.2728,2150000,178.09
657.28,431,431,-19280.44140625,74.1316,30.6668,2155000,269.04
609.87,432,432,-19308.609375,74.3653,30.1839,2160000,249.72
757.2,433,433,-19327.994140625,74.4478,30.0433,2165000,204.31
705.66,434,434,-19309.2578125,73.2918,29.9297,2170000,250.03
556.75,435,435,-19350.017578125,74.6538,30.221,2175000,256.71
754.93,436,436,-19307.533203125,74.403,30.5424,2180000,211.71
745.0,437,437,-19372.3359375,74.3402,30.4093,2185000,231.33
702.54,438,438,-19348.279296875,74.7308,30.3585,2190000,239.05
603.32,439,439,-19328.1015625,73.9687,30.0834,2195000,205.25
751.16,440,440,-19266.275390625,73.8175,29.8914,2200000,225.54
514.16,441,441,-19356.12890625,74.0092,30.1785,2205000,220.53
609.18,442,442,-19295.767578125,74.0599,30.1828,2210000,210.93
700.32,443,443,-19367.86328125,74.5375,30.5565,2215000,247.09
645.09,444,444,-19346.876953125,74.401,30.2709,2220000,208.11
555.91,445,445,-19395.615234375,73.7551,30.2795,2225000,190.01
604.62,446,446,-19382.419921875,74.6908,30.4859,2230000,171.03
702.68,447,447,-19321.1015625,73.6929,30.2274,2235000,186.87
652.74,448,448,-19308.697265625,73.2334,30.1961,2240000,213.55
795.27,449,449,-19382.056640625,75.2501,30.3796,2245000,214.6
791.77,450,450,-19377.666015625,74.2049,30.4622,2250000,227.72
500.85,451,451,-19394.4765625,75.1272,30.4068,2255000,256.74
740.85,452,452,-19334.263671875,73.5817,30.4466,2260000,247.49
705.38,453,453,-19309.50390625,74.3794,30.079,2265000,223.2
651.61,454,454,-19501.708984375,74.841,30.2962,2270000,236.59
651.41,455,455,-19411.76953125,74.5528,30.2551,2275000,250.69
600.05,456,456,-19341.130859375,74.3133,30.257,2280000,211.35
753.84,457,457,-19407.3203125,74.726,30.451,2285000,211.28
748.47,458,458,-19424.482421875,73.8648,30.661,2290000,232.77
767.51,459,459,-19401.427734375,75.2152,30.283,2295000,243.74
648.83,460,460,-19356.130859375,74.3702,30.2215,2300000,197.92
644.64,461,461,-19403.953125,75.0612,30.3371,2305000,216.32
607.0,462,462,-19385.513671875,74.3417,30.2161,2310000,227.63
710.34,463,463,-19496.626953125,74.2639,31.0581,2315000,214.46
650.87,464,464,-19392.951171875,73.8698,30.2545,2320000,196.87
608.29,465,465,-19367.755859375,74.3097,30.0379,2325000,257.76
597.98,466,466,-19351.40625,73.1866,29.8409,2330000,255.08
801.58,467,467,-19425.7890625,74.6813,30.347,2335000,190.64
746.17,468,468,-19458.759765625,74.9972,30.5871,2340000,162.41
759.81,469,469,-19391.998046875,73.6103,29.6497,2345000,182.57
602.18,470,470,-19340.099609375,74.3637,31.8764,2350000,231.05
654.07,471,471,-19485.349609375,74.0827,30.5024,2355000,256.26
553.01,472,472,-19339.087890625,74.5567,29.8029,2360000,158.34
829.84,473,473,-19394.083984375,74.3441,30.2523,2365000,238.48
605.07,474,474,-19425.365234375,73.9984,30.1267,2370000,139.75
494.79,475,475,-19418.720703125,73.8521,30.294,2375000,169.21
659.66,476,476,-19457.025390625,73.9192,30.3638,2380000,185.37
576.19,477,477,-19456.064453125,74.3326,30.0607,2385000,160.47
805.89,478,478,-19323.93359375,73.8149,31.1403,2390000,279.88
848.32,479,479,-19487.740234375,74.8439,30.3438,2395000,180.5
851.31,480,480,-19445.736328125,74.6228,30.7202,2400000,287.56
499.57,481,481,-19476.8984375,74.9264,30.4502,2405000,176.76
844.89,482,482,-19452.77734375,74.5432,30.2961,2410000,123.31
633.37,483,483,-19346.8671875,72.9303,32.2089,2415000,212.73
607.02,484,484,-19461.3671875,75.0715,30.4949,2420000,253.86
792.69,485,485,-19482.5625,74.8052,30.3916,2425000,231.87
700.88,486,486,-19479.111328125,75.1169,30.3594,2430000,197.13
509.48,487,487,-19424.169921875,73.0393,30.2588,2435000,230.58
660.23,488,488,-19424.044921875,73.3194,30.3819,2440000,196.53
753.28,489,489,-19470.73046875,74.0222,30.4973,2445000,197.81
699.76,490,490,-19498.40234375,75.1106,30.2968,2450000,207.52
693.07,491,491,-19452.0078125,74.3379,30.2256,2455000,170.81
652.22,492,492,-19526.708984375,75.9306,30.9002,2460000,223.14
808.75,493,493,-19458.7890625,74.1855,30.4644,2465000,231.49
548.92,494,494,-19454.423828125,74.3987,30.7381,2470000,218.87
708.6,495,495,-19493.216796875,75.3278,30.7299,2475000,187.19
557.36,496,496,-19456.642578125,74.71,30.617,2480000,206.48
583.45,497,497,-19484.947265625,74.6488,31.0203,2485000,212.84
689.59,498,498,-19490.123046875,74.0311,30.4422,2490000,250.28
751.78,499,499,-19464.388671875,74.0086,30.4381,2495000,244.02
639.16,500,500,-19439.380859375,74.4907,30.202,2500000,251.25
748.89,501,501,-19522.48046875,74.1512,30.538,2505000,190.29
581.93,502,502,-19488.65625,74.1767,30.5151,2510000,276.4
651.29,503,503,-19411.537109375,74.6754,30.8068,2515000,220.58
751.63,504,504,-19475.2265625,74.8003,30.1864,2520000,244.57
754.9,505,505,-19496.466796875,74.5063,29.8591,2525000,153.57
602.54,506,506,-19426.05078125,73.1194,30.0109,2530000,178.51
739.34,507,507,-19528.0546875,76.0203,30.9055,2535000,174.13
700.4,508,508,-19414.294921875,75.1073,30.0214,2540000,252.39
868.25,509,509,-19534.646484375,75.0678,30.4723,2545000,199.6
750.62,510,510,-19493.541015625,74.9226,30.606,2550000,247.12
444.14,511,511,-19453.228515625,73.8057,29.885,2555000,172.8
634.44,512,512,-19443.443359375,74.3723,30.1454,2560000,199.62
603.17,513,513,-19467.693359375,74.4097,30.6241,2565000,198.93
780.51,514,514,-19453.6875,75.8852,30.6668,2570000,253.25
933.91,515,515,-19529.453125,74.0112,30.5017,2575000,245.0
704.02,516,516,-19501.341796875,73.3635,30.2646,2580000,217.17
685.1,517,517,-19511.126953125,74.3334,30.4222,2585000,255.33
754.93,518,518,-19559.646484375,74.6617,30.8271,2590000,293.59
637.01,519,519,-19500.599609375,75.1292,30.2604,2595000,203.53
651.21,520,520,-19546.111328125,74.6684,30.6582,2600000,236.69
698.13,521,521,-19430.134765625,74.5231,29.8348,2605000,227.9
792.22,522,522,-19534.560546875,74.9721,30.3498,2610000,246.13
453.91,523,523,-19347.48828125,73.5432,29.15,2615000,240.42
668.33,524,524,-19528.796875,75.3809,30.726,2620000,182.38
799.64,525,525,-19519.8203125,75.2585,30.4408,2625000,179.14
806.57,526,526,-19499.9453125,74.1348,30.5046,2630000,255.17
697.5,527,527,-19509.91015625,73.5945,30.6524,2635000,209.71
623.07,528,528,-19495.525390625,74.4212,30.2934,2640000,188.89
746.87,529,529,-19487.5859375,75.252,30.646,2645000,180.39
754.94,530,530,-19559.939453125,75.0472,30.4038,2650000,205.82
652.73,531,531,-19450.6484375,74.6186,29.8209,2655000,141.92
700.71,532,532,-19475.533203125,73.8568,30.244,2660000,234.67
747.14,533,533,-19458.94921875,73.3193,30.1343,2665000,213.47
857.08,534,534,-19520.62890625,74.1153,30.4476,2670000,249.03
501.3,535,535,-19541.96875,74.6202,30.3182,2675000,231.2
846.39,536,536,-19477.154296875,73.1104,29.946,2680000,253.51
650.66,537,537,-19512.103515625,74.6861,29.8618,2685000,237.11
741.78,538,538,-19538.326171875,73.3625,30.5281,2690000,188.08
504.51,539,539,-19565.689453125,74.1046,30.4748,2695000,229.79
694.95,540,540,-19613.63671875,74.636,30.6677,2700000,222.73
641.38,541,541,-19532.2109375,74.735,30.2816,2705000,237.16
795.46,542,542,-19532.193359375,74.1343,30.4212,2710000,219.95
609.08,543,543,-19466.5,74.4104,30.1168,2715000,194.93
702.63,544,544,-19612.75390625,75.0772,30.839,2720000,171.81
549.26,545,545,-19488.552734375,73.8075,30.2321,2725000,191.31
699.56,546,546,-19497.458984375,72.7621,30.3163,2730000,202.76
799.56,547,547,-19564.580078125,75.3779,30.3557,2735000,179.44
795.82,548,548,-19530.236328125,73.7429,29.71,2740000,182.45
753.51,549,549,-19526.6796875,74.1715,29.8694,2745000,225.94
694.13,550,550,-19575.427734375,74.2873,30.2618,2750000,238.36
675.87,551,551,-19531.22265625,75.1968,29.6562,2755000,94.93
552.07,552,552,-19502.15234375,73.8372,30.2447,2760000,142.29
641.46,553,553,-19555.25,73.7921,30.0112,2765000,205.02
688.59,554,554,-19552.48828125,74.3844,30.3679,2770000,240.6
342.03,555,555,-19555.396484375,74.5436,30.1028,2775000,171.01
539.08,556,556,-19578.619140625,74.2412,30.6298,2780000,188.76
452.8,557,557,-19548.548828125,73.8983,30.4891,2785000,210.14
552.0,558,558,-19504.552734375,73.9041,29.9603,2790000,173.71
562.33,559,559,-19429.771484375,73.372,29.9786,2795000,186.44
758.02,560,560,-19452.3828125,73.3073,29.8324,2800000,228.05
707.06,561,561,-19549.81640625,76.1072,30.8011,2805000,177.73
551.76,562,562,-19539.4453125,74.696,30.1589,2810000,214.88
746.26,563,563,-19573.7578125,74.6643,30.0664,2815000,161.44
704.88,564,564,-19592.80078125,74.0098,30.1051,2820000,171.78
651.26,565,565,-19583.2109375,74.7512,30.1937,2825000,240.5
450.91,566,566,-19408.412109375,73.5825,29.7781,2830000,201.34
652.69,567,567,-19530.373046875,74.3431,29.994,2835000,184.04
803.02,568,568,-19542.865234375,74.1094,30.5259,2840000,143.61
793.53,569,569,-19537.11328125,74.5941,30.3096,2845000,261.73
808.04,570,570,-19344.615234375,73.3284,29.7608,2850000,175.27
751.6,571,571,-19624.07421875,74.3617,30.3491,2855000,202.43
770.18,572,572,-19505.884765625,74.3856,30.0308,2860000,162.2
660.84,573,573,-19572.150390625,74.4894,30.66,2865000,206.1
657.55,574,574,-19537.564453125,74.2059,30.2497,2870000,159.1
647.08,575,575,-19612.099609375,75.6259,31.219,2875000,147.73
622.98,576,576,-19545.830078125,74.1453,29.7184,2880000,79.98
501.75,577,577,-19514.349609375,73.3031,30.0868,2885000,211.58
652.08,578,578,-19591.580078125,74.7704,30.8838,2890000,106.55
533.34,579,579,-19529.30859375,73.1751,30.2336,2895000,167.41
545.55,580,580,-19605.875,74.3278,30.6083,2900000,157.85
660.62,581,581,-19455.509765625,74.4727,29.8753,2905000,222.89
694.57,582,582,-19586.078125,74.8654,30.4578,2910000,171.03
688.9,583,583,-19589.65234375,75.0479,30.5582,2915000,189.29
502.67,584,584,-19528.748046875,73.5219,29.9981,2920000,160.58
600.27,585,585,-19560.587890625,73.8479,30.1904,2925000,218.66
596.61,586,586,-19572.818359375,74.4026,30.373,2930000,112.14
591.06,587,587,-19470.486328125,74.5472,30.282,2935000,189.17
798.64,588,588,-19607.251953125,75.0107,30.8588,2940000,257.76
797.16,589,589,-19588.267578125,73.1072,30.2576,2945000,158.42
778.68,590,590,-19627.11328125,74.0418,30.6293,2950000,260.77
504.51,591,591,-19619.48046875,74.9365,30.5134,2955000,154.63
644.07,592,592,-19557.181640625,73.2967,29.9157,2960000,248.5
591.91,593,593,-19523.53125,73.1117,30.0281,2965000,156.53
556.92,594,594,-19591.744140625,74.7368,30.342,2970000,147.42
643.99,595,595,-19505.66015625,73.9779,30.1289,2975000,133.21
589.84,596,596,-19534.6484375,73.5291,30.1934,2980000,180.67
529.09,597,597,-19547.99609375,73.9344,30.2889,2985000,193.8
345.15,598,598,-19530.46484375,73.3594,30.0508,2990000,181.65
544.74,599,599,-19491.8515625,75.0316,30.453,2995000,222.13
