Running Reverse KL,Running Forward KL,Itration,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return,Real Det Return
355.2518,441.8953,396,396,1980000,-18457.99609375,1577.76,1411.24
344.0362,441.8012,397,397,1985000,-18287.76171875,1194.55,1716.51
322.3568,470.0062,398,398,1990000,-18235.306640625,1389.11,1006.45
255.3524,430.8715,399,399,1995000,-18768.103515625,1243.96,1304.64
364.7477,470.6565,400,400,2000000,-18556.068359375,486.81,476.35
340.853,480.7536,401,401,2005000,-18462.001953125,646.72,711.98
349.208,513.2094,402,402,2010000,-17125.076171875,366.79,354.32
386.7588,517.8924,403,403,2015000,-16585.94140625,328.72,354.27
386.7902,505.1009,404,404,2020000,-17470.921875,467.52,388.83
338.1721,493.4766,405,405,2025000,-17720.54296875,465.56,436.53
283.4623,458.0261,406,406,2030000,-17181.634765625,719.25,598.07
262.9544,453.5641,407,407,2035000,-17103.65234375,471.0,438.32
346.7559,473.7578,408,408,2040000,-17103.900390625,442.9,477.47
295.4421,459.0438,409,409,2045000,-17106.162109375,591.55,700.46
286.6424,480.8488,410,410,2050000,-16567.498046875,483.95,470.45
353.8385,477.8048,411,411,2055000,-17684.822265625,427.32,419.74
292.5635,454.4484,412,412,2060000,-17228.310546875,516.95,504.92
300.3184,467.0478,413,413,2065000,-15583.5595703125,512.71,531.89
286.9011,455.1791,414,414,2070000,-16672.55078125,673.18,691.45
328.076,456.2596,415,415,2075000,-17170.966796875,721.29,745.41
295.3855,462.3486,416,416,2080000,-16896.693359375,730.72,630.46
284.1412,454.5634,417,417,2085000,-17566.80078125,701.37,606.99
297.0748,463.5992,418,418,2090000,-17119.779296875,572.37,586.49
336.3309,458.675,419,419,2095000,-16754.9921875,622.35,677.37
456.2393,487.3296,420,420,2100000,-17634.849609375,619.44,629.79
1152.6155,513.2323,421,421,2105000,-18997.994140625,611.3,682.37
525.5048,486.1661,422,422,2110000,-18669.478515625,567.27,599.62
1751.4398,491.4419,423,423,2115000,-19190.990234375,284.98,269.94
512.582,479.3598,424,424,2120000,-17771.572265625,698.39,755.65
563.3315,484.184,425,425,2125000,-19127.62109375,532.53,515.16
759.2803,508.9361,426,426,2130000,-18957.45703125,569.5,483.14
612.5363,482.6629,427,427,2135000,-18852.982421875,429.96,587.51
793.2371,492.548,428,428,2140000,-19240.1953125,505.99,569.08
722.2632,549.5593,429,429,2145000,-19074.02734375,351.23,383.78
616.2229,503.6167,430,430,2150000,-18958.888671875,494.98,461.36
594.5803,482.8152,431,431,2155000,-18919.037109375,522.37,473.8
934.5585,528.4746,432,432,2160000,-19300.837890625,294.66,318.9
729.8573,514.2517,433,433,2165000,-19471.046875,562.77,486.13
919.2326,519.9323,434,434,2170000,-19519.279296875,413.39,426.37
1251.5657,492.0367,435,435,2175000,-19452.029296875,488.97,548.03
989.3899,525.6329,436,436,2180000,-19401.40625,403.77,408.9
915.5268,508.6524,437,437,2185000,-19269.076171875,534.99,452.11
1109.0973,522.1918,438,438,2190000,-19375.384765625,453.1,484.12
1273.3475,499.984,439,439,2195000,-19265.11328125,463.14,448.41
1015.0404,508.7398,440,440,2200000,-19318.7109375,419.97,367.68
876.1403,517.8355,441,441,2205000,-19327.609375,376.44,333.97
1852.4989,520.5974,442,442,2210000,-19374.416015625,378.76,345.71
3136.688,511.7528,443,443,2215000,-19558.564453125,273.19,287.77
842.9768,509.4392,444,444,2220000,-19078.91796875,354.29,387.67
2513.8258,522.1759,445,445,2225000,-19343.39453125,375.11,441.47
1883.4722,533.5896,446,446,2230000,-19531.28515625,240.93,241.89
2577.9207,563.5745,447,447,2235000,-19647.49609375,196.98,215.17
3202.5991,574.8711,448,448,2240000,-19700.587890625,186.53,195.11
3041.5229,678.0975,449,449,2245000,-19707.98046875,148.83,146.94
4116.1425,664.6713,450,450,2250000,-19718.181640625,145.18,144.82
1729.9356,683.1775,451,451,2255000,-19746.310546875,156.81,155.79
1268.0866,705.931,452,452,2260000,-19755.52734375,166.99,162.79
1427.5351,692.2756,453,453,2265000,-19729.171875,159.69,158.98
3302.358,699.5718,454,454,2270000,-19763.564453125,165.77,166.05
1606.8684,694.7807,455,455,2275000,-19763.466796875,172.11,173.95
1476.4979,669.4367,456,456,2280000,-19718.34375,142.48,142.4
2630.2655,690.2951,457,457,2285000,-19766.025390625,143.59,143.88
890.0666,691.9357,458,458,2290000,-19749.943359375,151.27,151.15
1095.4027,668.7336,459,459,2295000,-19740.958984375,144.42,144.87
3929.875,693.5198,460,460,2300000,-19780.09765625,148.52,148.69
2362.3647,692.7987,461,461,2305000,-19800.689453125,141.83,142.79
3321.399,684.5442,462,462,2310000,-19799.560546875,141.58,141.29
1622.6043,672.6249,463,463,2315000,-19733.009765625,140.39,139.65
1763.3332,669.2383,464,464,2320000,-19573.681640625,137.46,137.47
2677.4898,671.3361,465,465,2325000,-19779.9140625,131.89,132.07
893.1119,660.9965,466,466,2330000,-19634.765625,137.34,138.03
2535.5188,670.6767,467,467,2335000,-19743.341796875,127.85,131.1
1379.9144,700.9588,468,468,2340000,-19800.76953125,125.1,125.39
1272.3761,687.0745,469,469,2345000,-19818.595703125,124.53,124.12
1737.0058,669.052,470,470,2350000,-19575.892578125,130.56,124.95
2161.7014,711.4801,471,471,2355000,-19811.998046875,121.03,121.16
927.8321,662.9087,472,472,2360000,-19607.78125,120.14,119.02
2538.5002,680.5001,473,473,2365000,-19725.46484375,134.83,131.5
1140.0525,711.6028,474,474,2370000,-19828.5234375,122.92,120.9
658.7845,640.6958,475,475,2375000,-18351.94140625,122.38,124.03
623.2412,652.271,476,476,2380000,-19169.830078125,141.71,140.39
1052.3015,646.8024,477,477,2385000,-18857.64453125,138.36,137.81
1613.0043,673.8048,478,478,2390000,-19300.685546875,135.31,133.73
2995.476,672.9464,479,479,2395000,-19647.3671875,136.17,135.75
2206.4792,664.3706,480,480,2400000,-19015.580078125,141.69,140.88
2800.1436,647.9402,481,481,2405000,-19635.896484375,128.78,129.0
1573.6603,644.9558,482,482,2410000,-18656.78125,133.11,132.84
1095.127,637.2521,483,483,2415000,-18196.212890625,137.67,139.93
1565.705,649.8645,484,484,2420000,-18850.244140625,134.09,134.13
3273.962,662.6731,485,485,2425000,-19641.412109375,139.04,137.07
1249.2108,670.2035,486,486,2430000,-18992.31640625,133.08,131.64
1771.228,659.3367,487,487,2435000,-19279.830078125,137.3,135.91
3033.9766,668.12,488,488,2440000,-19500.2109375,132.22,132.72
1712.6376,661.8546,489,489,2445000,-19374.806640625,131.98,130.8
792.3303,661.7475,490,490,2450000,-19479.748046875,132.13,131.89
1299.2806,679.033,491,491,2455000,-19566.12109375,135.5,134.01
1143.7675,659.5418,492,492,2460000,-19223.912109375,136.74,136.48
3102.8214,669.4037,493,493,2465000,-19364.11328125,134.0,135.26
1280.8209,654.5498,494,494,2470000,-19116.541015625,133.57,133.31
1174.4502,655.588,495,495,2475000,-18721.5546875,134.28,134.43
647.1937,662.2755,496,496,2480000,-19588.58203125,134.0,134.37
858.17,667.2335,497,497,2485000,-18758.826171875,133.49,133.5
801.7545,635.9469,498,498,2490000,-19139.451171875,132.24,132.32
703.0774,661.9208,499,499,2495000,-19295.6875,135.71,135.11
1055.7218,662.1628,500,500,2500000,-18872.935546875,134.43,133.94
956.9585,645.7173,501,501,2505000,-19684.52734375,134.24,134.64
802.2284,656.7413,502,502,2510000,-19557.9140625,134.04,134.05
745.4319,652.4773,503,503,2515000,-19307.900390625,134.9,134.99
529.307,630.6538,504,504,2520000,-18425.353515625,132.88,133.0
519.1089,635.0281,505,505,2525000,-18870.146484375,132.62,131.7
1623.1243,655.851,506,506,2530000,-19143.35546875,131.26,131.56
485.0181,642.0524,507,507,2535000,-19230.703125,129.78,129.76
1563.0004,657.4294,508,508,2540000,-19366.068359375,129.92,130.27
421.5437,660.4119,509,509,2545000,-18538.365234375,128.53,128.77
414.8789,644.286,510,510,2550000,-17643.177734375,131.42,130.59
529.4641,638.734,511,511,2555000,-17632.87890625,127.66,127.22
419.1195,655.5942,512,512,2560000,-18349.384765625,137.33,137.01
358.5817,628.6554,513,513,2565000,-17630.09375,127.05,126.73
336.1423,633.4752,514,514,2570000,-15824.6005859375,126.68,123.14
371.9469,652.697,515,515,2575000,-17490.39453125,129.87,129.3
353.351,665.9621,516,516,2580000,-15790.0966796875,130.21,129.81
604.2158,648.82,517,517,2585000,-16200.755859375,125.96,125.06
602.6311,665.2245,518,518,2590000,-14767.8837890625,124.77,125.03
998.2647,643.7011,519,519,2595000,-18588.7890625,131.18,130.66
788.9361,652.6149,520,520,2600000,-17437.373046875,128.73,127.87
976.8882,654.8069,521,521,2605000,-19378.650390625,130.35,128.7
499.7208,655.3449,522,522,2610000,-18091.419921875,126.22,127.5
977.1667,687.0327,523,523,2615000,-19764.384765625,125.48,125.43
1809.2553,660.9083,524,524,2620000,-19442.048828125,128.09,128.36
731.6274,675.9025,525,525,2625000,-19543.1484375,124.16,125.74
493.5605,645.7115,526,526,2630000,-17659.94921875,123.49,123.68
758.764,652.9687,527,527,2635000,-18839.7109375,125.64,125.35
443.9983,641.7879,528,528,2640000,-18317.169921875,125.83,126.0
329.1404,645.1958,529,529,2645000,-17142.8671875,129.67,130.44
561.1333,623.0473,530,530,2650000,-18510.048828125,128.96,128.75
622.322,639.1479,531,531,2655000,-19298.203125,126.58,126.86
441.7612,642.0231,532,532,2660000,-18253.115234375,123.19,123.79
516.4875,637.9139,533,533,2665000,-19244.31640625,124.74,125.5
564.8142,633.2693,534,534,2670000,-18119.552734375,125.61,125.44
481.9596,668.7163,535,535,2675000,-19249.462890625,124.68,124.59
378.641,609.5243,536,536,2680000,-18485.875,124.63,125.56
367.179,648.3822,537,537,2685000,-18435.52734375,124.07,124.43
2835.3302,668.4423,538,538,2690000,-19444.947265625,125.61,123.7
678.7385,626.037,539,539,2695000,-19149.53125,123.97,123.52
2770.3464,678.7038,540,540,2700000,-19663.498046875,122.83,122.13
3292.5886,699.1946,541,541,2705000,-19551.23828125,128.13,128.65
1840.0038,674.2633,542,542,2710000,-19735.611328125,125.11,124.64
1262.3695,748.4994,543,543,2715000,-19860.642578125,123.76,123.51
564.0642,636.3172,544,544,2720000,-17946.64453125,124.06,124.3
1284.0201,582.5375,545,545,2725000,-19030.98828125,180.76,168.32
403.4378,552.1001,546,546,2730000,-19499.931640625,242.08,245.46
452.8786,529.3319,547,547,2735000,-18195.96875,271.49,271.91
801.5187,514.2974,548,548,2740000,-18804.302734375,400.08,388.67
395.5515,569.3795,549,549,2745000,-19333.482421875,241.34,241.89
357.5101,551.6036,550,550,2750000,-18895.443359375,222.86,215.5
651.1033,541.1777,551,551,2755000,-18928.755859375,224.73,224.09
1181.5216,536.0685,552,552,2760000,-19380.310546875,240.09,243.04
513.2397,643.9748,553,553,2765000,-19368.52734375,135.4,128.49
933.6348,603.7904,554,554,2770000,-19136.66015625,177.18,181.18
2183.9138,733.2471,555,555,2775000,-19856.6953125,136.45,136.42
1141.6572,708.6191,556,556,2780000,-17750.39453125,117.99,121.31
1988.6427,697.8417,557,557,2785000,-19122.88671875,105.34,105.25
1844.3668,706.6011,558,558,2790000,-19109.24609375,124.05,122.48
2314.6133,721.5943,559,559,2795000,-19821.037109375,122.98,124.37
1975.7349,784.7672,560,560,2800000,-19842.677734375,132.75,132.73
784.5341,681.4757,561,561,2805000,-19842.94140625,136.01,135.84
1030.0405,694.7411,562,562,2810000,-19813.6015625,137.82,138.32
1226.1244,708.0435,563,563,2815000,-19800.359375,137.43,137.46
3064.6445,721.304,564,564,2820000,-19841.369140625,136.11,137.51
2683.8187,589.3264,565,565,2825000,-19835.013671875,145.75,145.36
1928.7468,514.3524,566,566,2830000,-19747.291015625,380.46,355.79
2251.0914,539.4312,567,567,2835000,-19854.326171875,275.76,273.4
1575.7615,578.0608,568,568,2840000,-19776.158203125,161.25,178.2
1582.7183,685.2463,569,569,2845000,-19818.54296875,131.37,131.39
3314.809,789.7379,570,570,2850000,-19847.287109375,141.22,140.54
2379.5759,721.642,571,571,2855000,-19860.546875,139.46,139.93
2358.4387,719.614,572,572,2860000,-19860.880859375,137.35,138.35
1949.5811,691.067,573,573,2865000,-19837.09375,135.93,135.91
1005.7962,680.2139,574,574,2870000,-19806.671875,136.06,135.35
930.0898,668.6836,575,575,2875000,-19852.33984375,140.35,138.72
828.1171,662.7929,576,576,2880000,-19781.77734375,136.99,137.26
3309.0068,763.5697,577,577,2885000,-19875.96875,134.69,134.95
2315.693,675.3272,578,578,2890000,-19553.203125,134.3,133.87
1499.2104,530.5806,579,579,2895000,-19395.001953125,347.81,378.35
1562.572,544.1949,580,580,2900000,-19558.357421875,232.08,251.39
2099.7163,672.3823,581,581,2905000,-19685.4296875,133.58,132.31
2244.9172,709.4568,582,582,2910000,-19615.38671875,130.69,131.66
2077.0607,701.2164,583,583,2915000,-19672.56640625,134.37,133.8
2214.6718,705.8378,584,584,2920000,-19687.3359375,133.31,134.19
782.5774,662.0457,585,585,2925000,-18016.529296875,130.08,129.7
2274.4919,681.742,586,586,2930000,-19594.283203125,132.79,134.56
1386.9668,679.1328,587,587,2935000,-19519.69921875,131.83,132.16
475.5946,687.8588,588,588,2940000,-17924.55078125,133.92,133.67
589.0411,655.8397,589,589,2945000,-19460.064453125,131.54,130.71
1663.3223,754.474,590,590,2950000,-19891.029296875,136.39,135.8
2055.5738,686.2209,591,591,2955000,-19610.685546875,134.43,133.55
1970.9143,672.9522,592,592,2960000,-19686.263671875,135.48,135.0
1974.937,687.6298,593,593,2965000,-19316.822265625,135.65,135.97
1165.7124,677.4359,594,594,2970000,-19337.662109375,136.27,136.03
1132.573,705.6949,595,595,2975000,-19672.095703125,135.07,134.86
659.3173,660.8161,596,596,2980000,-18307.681640625,136.93,136.88
763.2462,665.0153,597,597,2985000,-18950.779296875,134.92,135.15
900.3189,696.6927,598,598,2990000,-19698.791015625,136.74,136.82
971.3095,711.8591,599,599,2995000,-19872.22265625,138.98,139.54
