Running Env Steps,Real Det Return,Real Sto Return,Itration,Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL
1935000,2318.44,1959.21,387,387,-12928.255859375,156.5805,15.3974
1940000,2305.0,1965.26,388,388,-12957.3271484375,156.6419,15.4699
1945000,2345.34,1984.35,389,389,-13050.841796875,156.6257,15.4783
1950000,2332.02,1974.75,390,390,-13022.6611328125,156.5728,15.2675
1955000,2325.07,1954.69,391,391,-13098.4912109375,156.5784,15.4083
1960000,2335.93,1959.24,392,392,-13114.078125,156.6069,15.339
1965000,2329.42,1954.08,393,393,-13061.99609375,156.7647,15.5314
1970000,2316.39,1848.28,394,394,-13140.3515625,156.5046,15.35
1975000,2326.68,1953.9,395,395,-13164.0107421875,156.6396,15.4449
1980000,2317.66,1959.01,396,396,-13105.76171875,156.504,15.3173
1985000,2313.03,1821.06,397,397,-13178.166015625,156.5891,15.2002
1990000,2309.03,1941.68,398,398,-13242.3701171875,156.5769,15.3263
1995000,2329.58,1931.34,399,399,-13280.8037109375,156.5898,15.282
2000000,2320.26,1951.19,400,400,-13291.7119140625,156.5554,15.1735
2005000,2340.24,1956.66,401,401,-13373.44140625,156.5784,15.3547
2010000,2313.89,1959.6,402,402,-13363.3203125,156.6663,15.5728
2015000,2319.16,1967.83,403,403,-13418.685546875,156.6577,15.4804
2020000,2297.05,1935.12,404,404,-13479.3037109375,156.5086,15.4968
2025000,2326.81,1958.78,405,405,-13485.9775390625,156.5884,15.4359
2030000,2335.43,1954.06,406,406,-13501.80859375,156.712,15.3372
2035000,2327.8,1939.09,407,407,-13490.4228515625,156.6505,15.3911
2040000,2343.31,1979.09,408,408,-13571.2548828125,156.6383,15.4253
2045000,2300.79,1917.4,409,409,-13576.099609375,156.5427,15.2078
2050000,2302.84,1937.43,410,410,-13606.39453125,156.6624,15.4525
2055000,2326.27,1956.85,411,411,-13617.841796875,156.4951,15.393
2060000,2324.8,1966.7,412,412,-13653.0498046875,156.4485,15.4568
2065000,2307.7,1932.12,413,413,-13659.8671875,156.5696,15.421
2070000,2334.7,1949.37,414,414,-13741.05859375,156.7197,15.4715
2075000,2349.42,1989.57,415,415,-13769.7490234375,156.567,15.4443
2080000,2358.66,1956.87,416,416,-13796.201171875,156.6282,15.5444
2085000,2340.63,1962.0,417,417,-13726.8857421875,156.5898,15.3669
2090000,2341.14,1968.06,418,418,-13755.8251953125,156.4916,15.501
2095000,2302.17,1930.81,419,419,-13765.197265625,156.4937,15.3821
2100000,2325.63,1954.71,420,420,-13877.5439453125,156.5603,15.3983
2105000,2334.7,1969.14,421,421,-13934.724609375,156.5117,15.6059
2110000,2317.84,1943.66,422,422,-13933.111328125,156.6739,15.5883
2115000,2327.35,1973.84,423,423,-13944.4755859375,156.6557,15.5754
2120000,2316.6,1945.21,424,424,-13963.7529296875,156.6633,15.3559
2125000,2344.11,1965.03,425,425,-13975.3310546875,156.6555,15.5773
2130000,2317.13,1968.13,426,426,-14015.689453125,156.6193,15.5863
2135000,2320.52,1976.01,427,427,-13969.73046875,156.6542,15.6259
2140000,2304.17,1952.95,428,428,-14046.1083984375,156.5787,15.6321
2145000,2326.79,1967.7,429,429,-14077.1455078125,156.6518,15.5488
2150000,2335.48,1973.69,430,430,-14116.666015625,156.6177,15.4699
2155000,2337.99,1955.16,431,431,-14125.96484375,156.5043,15.3994
2160000,2338.75,1973.9,432,432,-14103.587890625,156.676,15.5844
2165000,2326.57,1945.7,433,433,-14159.6474609375,156.4177,15.4507
2170000,2361.36,1988.9,434,434,-14173.58984375,156.7734,15.5046
2175000,2333.43,1969.12,435,435,-14203.53125,156.5963,15.4831
2180000,2348.7,1973.94,436,436,-14240.5146484375,156.5413,15.591
2185000,2340.58,1959.68,437,437,-14225.359375,156.5762,15.7611
2190000,2314.7,1956.66,438,438,-14270.0791015625,156.5271,15.4989
2195000,2311.54,1962.0,439,439,-14203.4892578125,156.4274,15.2717
2200000,2340.21,1972.01,440,440,-14258.53515625,156.6022,15.52
2205000,2317.08,1947.51,441,441,-14296.298828125,156.384,15.4549
2210000,2313.26,1959.78,442,442,-14332.2548828125,156.7415,15.5201
2215000,2351.27,1978.78,443,443,-14345.234375,156.5011,15.4332
2220000,2317.78,1971.33,444,444,-14384.8125,156.6245,15.5159
2225000,2358.85,1965.55,445,445,-14421.423828125,156.5933,15.3914
2230000,2323.26,1972.09,446,446,-14405.8857421875,156.6438,15.3972
2235000,2292.6,1942.89,447,447,-14386.134765625,156.6387,15.2125
2240000,2317.98,1939.14,448,448,-14437.259765625,156.5109,15.5837
2245000,2334.14,1959.31,449,449,-14488.9033203125,156.5007,15.411
2250000,2339.52,1950.24,450,450,-14527.75,156.6682,15.4368
2255000,2341.74,1975.02,451,451,-14526.14453125,156.4623,15.4762
2260000,2343.93,1959.84,452,452,-14498.205078125,156.5986,15.2707
2265000,2318.1,1939.54,453,453,-14576.3759765625,156.5125,15.3549
2270000,2333.22,1864.21,454,454,-14572.0654296875,156.6445,15.2365
2275000,2343.29,1966.8,455,455,-14604.4140625,156.5279,15.3065
2280000,2346.89,1974.01,456,456,-14640.388671875,156.797,15.4406
2285000,2324.58,1945.15,457,457,-14708.498046875,156.623,15.3397
2290000,2328.74,1977.84,458,458,-14723.6962890625,156.8026,15.6631
2295000,2343.82,1993.17,459,459,-14801.201171875,156.6848,15.5321
2300000,2350.83,1976.98,460,460,-14704.9033203125,156.6664,15.4217
2305000,2337.3,1967.85,461,461,-14737.0810546875,156.4854,15.5138
2310000,2346.77,1963.26,462,462,-14815.326171875,156.6413,15.5116
2315000,2341.75,1989.62,463,463,-14788.15625,156.4865,15.4945
2320000,2347.17,1996.25,464,464,-14891.845703125,156.7784,15.5883
2325000,2344.99,2003.02,465,465,-14852.1728515625,156.5251,15.4074
2330000,2312.71,1976.34,466,466,-14874.703125,156.7872,15.5704
2335000,2338.86,1975.11,467,467,-14893.572265625,156.7581,15.5585
2340000,2345.69,1992.21,468,468,-14893.05078125,156.7009,15.3209
2345000,2346.45,1982.47,469,469,-14987.533203125,156.6791,15.6041
2350000,2326.63,2001.52,470,470,-14920.3037109375,156.6745,15.4779
2355000,2330.23,1986.13,471,471,-14979.1943359375,156.6786,15.6148
2360000,2330.22,1968.49,472,472,-15038.88671875,156.529,15.6717
2365000,2338.82,1999.51,473,473,-15003.2353515625,156.6576,15.5302
2370000,2335.76,1991.98,474,474,-14992.7236328125,156.589,15.4042
2375000,2310.88,1978.31,475,475,-14959.7998046875,156.5979,15.2844
2380000,2317.02,2008.2,476,476,-15033.2109375,156.5456,15.5807
2385000,2342.16,1991.8,477,477,-15082.86328125,156.6391,15.4701
2390000,2335.01,2000.34,478,478,-15094.33203125,156.5796,15.3961
2395000,2339.81,1992.9,479,479,-15060.0283203125,156.5691,15.4343
2400000,2329.44,2006.52,480,480,-15118.814453125,156.7533,15.5845
2405000,2325.05,1993.53,481,481,-15068.4921875,156.6117,15.4584
2410000,2331.8,1995.32,482,482,-15131.70703125,156.6741,15.5151
2415000,2312.43,1971.83,483,483,-15092.8837890625,156.5855,15.2894
2420000,2306.54,1979.12,484,484,-15158.541015625,156.5853,15.3778
2425000,2328.66,1982.26,485,485,-15130.4677734375,156.6313,15.3402
2430000,2304.22,2000.83,486,486,-15156.595703125,156.5758,15.3656
2435000,2334.69,1987.73,487,487,-15222.0302734375,156.8015,15.2898
2440000,2325.44,2003.2,488,488,-15251.4443359375,156.7342,15.6094
2445000,2319.69,1984.77,489,489,-15276.8583984375,156.7032,15.2691
2450000,2321.89,1979.82,490,490,-15229.98828125,156.5673,15.3387
2455000,2316.25,1982.15,491,491,-15296.70703125,156.5052,15.2559
2460000,2334.2,1998.17,492,492,-15310.71484375,156.5423,15.2569
2465000,2306.34,1975.28,493,493,-15281.798828125,156.4976,15.4249
2470000,2307.12,1959.19,494,494,-15325.796875,156.571,15.3849
2475000,2307.61,1986.35,495,495,-15383.5859375,156.6235,15.5752
2480000,2326.11,1967.68,496,496,-15347.01171875,156.6582,15.4053
2485000,2333.87,1991.52,497,497,-15446.384765625,156.629,15.5848
2490000,2343.04,2000.22,498,498,-15425.84375,156.71,15.5527
2495000,2325.89,1987.42,499,499,-15474.2529296875,156.6308,15.401
2500000,2336.31,2013.01,500,500,-15461.0205078125,156.6686,15.6919
2505000,2292.34,1944.15,501,501,-15474.7109375,156.6861,15.401
2510000,2301.09,1979.45,502,502,-15474.5380859375,156.7347,15.2145
2515000,2335.82,2003.15,503,503,-15501.8935546875,156.5471,15.4663
2520000,2327.44,1987.28,504,504,-15594.9423828125,156.6389,15.2587
2525000,2332.63,2004.73,505,505,-15601.5703125,156.6924,15.654
2530000,2310.02,1981.35,506,506,-15498.0927734375,156.5184,15.2353
2535000,2315.23,1975.41,507,507,-15525.2744140625,156.6563,15.0793
2540000,2327.74,1994.87,508,508,-15546.1708984375,156.6153,15.3467
2545000,2320.47,1995.85,509,509,-15549.7685546875,156.6602,15.2992
2550000,2335.63,2003.94,510,510,-15640.9326171875,156.6022,15.5934
2555000,2350.27,2013.07,511,511,-15647.3359375,156.5989,15.3353
2560000,2331.11,1968.02,512,512,-15656.4482421875,156.513,15.5191
2565000,2318.33,1990.05,513,513,-15630.6728515625,156.5023,15.3179
2570000,2314.83,1981.59,514,514,-15624.763671875,156.5506,15.1716
2575000,2340.08,2002.01,515,515,-15685.392578125,156.5501,15.2408
2580000,2333.33,2021.64,516,516,-15678.275390625,156.5378,15.4371
2585000,2351.02,1988.9,517,517,-15689.580078125,156.641,15.1327
2590000,2330.38,2005.81,518,518,-15704.568359375,156.4727,15.3702
2595000,2322.99,1996.86,519,519,-15730.53515625,156.5382,15.3733
2600000,2352.68,1996.72,520,520,-15766.76171875,156.6232,15.4311
2605000,2333.15,1988.14,521,521,-15742.84375,156.449,15.4583
2610000,2345.48,1985.28,522,522,-15746.1552734375,156.6191,15.574
2615000,2348.49,1986.18,523,523,-15799.0810546875,156.5288,15.5615
2620000,2349.18,2007.19,524,524,-15819.8896484375,156.5195,15.5376
2625000,2339.53,2003.69,525,525,-15857.9169921875,156.633,15.4174
2630000,2333.68,1991.08,526,526,-15881.8056640625,156.6794,15.3296
2635000,2378.4,2034.06,527,527,-15927.4697265625,156.6135,15.6693
2640000,2332.76,2019.16,528,528,-15870.341796875,156.641,15.4308
2645000,2331.16,2001.25,529,529,-15802.392578125,156.6267,15.4557
2650000,2339.5,1998.46,530,530,-15889.431640625,156.501,15.5045
2655000,2350.72,1981.51,531,531,-15910.7685546875,156.7732,15.4755
2660000,2315.43,1976.75,532,532,-15870.982421875,156.7709,15.2713
2665000,2338.88,2000.56,533,533,-15912.34765625,156.6148,15.3801
2670000,2319.27,1982.79,534,534,-15955.751953125,156.7339,15.3941
2675000,2295.44,1965.33,535,535,-15949.865234375,156.4032,15.1513
2680000,2322.68,1990.88,536,536,-15944.7626953125,156.6496,15.3442
2685000,2332.13,1985.96,537,537,-15969.2451171875,156.583,15.3063
2690000,2298.87,1978.53,538,538,-15888.3740234375,156.5554,15.1276
2695000,2325.23,1963.81,539,539,-15984.3017578125,156.5927,15.2326
2700000,2287.06,1973.39,540,540,-15968.68359375,156.5457,15.3189
2705000,2326.51,1970.96,541,541,-16013.041015625,156.5137,15.264
2710000,2329.4,2009.84,542,542,-16051.2314453125,156.6292,15.373
2715000,2330.79,1999.68,543,543,-16014.640625,156.6386,15.0852
2720000,2332.2,1994.37,544,544,-16073.8046875,156.5919,15.2298
2725000,2319.4,1991.65,545,545,-16118.958984375,156.6996,15.3543
2730000,2312.99,1965.48,546,546,-16090.7783203125,156.6295,15.342
2735000,2288.87,1976.71,547,547,-16059.96484375,156.6173,15.3153
2740000,2306.99,1996.75,548,548,-16077.970703125,156.6204,15.3209
2745000,2315.84,1996.99,549,549,-16137.060546875,156.6296,15.2961
2750000,2335.04,1971.17,550,550,-16114.7177734375,156.6148,15.2632
2755000,2333.09,1991.1,551,551,-16227.306640625,156.5909,15.3812
2760000,2327.07,1989.08,552,552,-16135.5517578125,156.7676,15.2822
2765000,2305.91,1985.81,553,553,-16136.8310546875,156.6009,15.379
2770000,2340.03,1990.27,554,554,-16242.91015625,156.4597,15.455
2775000,2317.64,1991.14,555,555,-16146.5224609375,156.511,15.2704
2780000,2349.77,2004.91,556,556,-16255.21875,156.6118,15.3169
2785000,2333.46,1972.54,557,557,-16267.986328125,156.5538,15.3518
2790000,2342.23,2003.35,558,558,-16264.6162109375,156.6664,15.489
2795000,2347.4,1986.39,559,559,-16246.095703125,156.5292,15.1995
2800000,2336.86,1993.24,560,560,-16224.51953125,156.5779,15.2514
2805000,2340.7,1978.67,561,561,-16276.1513671875,156.5802,15.2131
2810000,2305.68,1987.86,562,562,-16278.1220703125,156.5223,15.2991
2815000,2346.37,1988.5,563,563,-16363.10546875,156.649,15.3652
2820000,2305.77,1976.06,564,564,-16321.791015625,156.4391,15.2469
2825000,2309.83,1977.23,565,565,-16341.615234375,156.4514,15.2602
2830000,2321.96,1997.95,566,566,-16371.8583984375,156.4781,15.2062
2835000,2320.77,1978.95,567,567,-16353.49609375,156.5566,15.2265
2840000,2329.34,1989.23,568,568,-16363.3349609375,156.6763,15.3825
2845000,2347.08,1986.66,569,569,-16456.03515625,156.463,15.3865
2850000,2333.75,1987.38,570,570,-16395.953125,156.5729,15.2797
2855000,2313.22,1983.08,571,571,-16427.033203125,156.7006,15.2823
2860000,2348.81,1997.09,572,572,-16477.15234375,156.6253,15.2608
2865000,2343.84,1999.34,573,573,-16475.208984375,156.6126,15.1739
2870000,2349.03,1990.02,574,574,-16526.595703125,156.6575,15.4913
2875000,2353.17,2007.6,575,575,-16509.482421875,156.5675,15.4297
2880000,2350.51,2010.26,576,576,-16495.80078125,156.4371,15.2983
2885000,2331.91,1996.43,577,577,-16402.607421875,156.6365,15.1127
2890000,2338.7,1994.15,578,578,-16510.2890625,156.5629,15.1868
2895000,2321.03,1977.63,579,579,-16520.017578125,156.5856,15.1423
2900000,2335.2,1988.17,580,580,-16554.75390625,156.5116,15.201
2905000,2325.91,1965.51,581,581,-16603.740234375,156.5893,15.329
2910000,2331.68,1976.66,582,582,-16551.9140625,156.5661,15.1607
2915000,2346.25,1991.43,583,583,-16603.9921875,156.5373,15.2341
2920000,2324.91,1975.95,584,584,-16659.96484375,156.4723,15.3333
2925000,2324.47,1986.29,585,585,-16648.9140625,156.5968,15.2768
2930000,2340.58,1989.34,586,586,-16627.037109375,156.5341,15.1087
2935000,2332.52,1990.73,587,587,-16706.421875,156.5766,15.3219
2940000,2351.26,1986.53,588,588,-16643.890625,156.564,15.099
2945000,2342.19,1863.51,589,589,-16645.828125,156.5249,15.2529
2950000,2319.65,1967.55,590,590,-16689.505859375,156.6048,15.2506
2955000,2344.5,1955.59,591,591,-16668.470703125,156.4081,15.1037
2960000,2331.66,1959.56,592,592,-16699.671875,156.6314,15.2027
2965000,2340.64,1989.41,593,593,-16749.84375,156.5689,15.2085
2970000,2326.87,1991.01,594,594,-16702.31640625,156.497,15.2832
2975000,2327.63,1976.85,595,595,-16726.14453125,156.4771,15.0424
2980000,2293.8,1965.71,596,596,-16747.373046875,156.6567,14.9577
2985000,2297.87,1965.52,597,597,-16763.837890625,156.565,15.0942
2990000,2319.31,1975.5,598,598,-16791.279296875,156.4971,15.1097
2995000,2337.4,1975.75,599,599,-16806.248046875,156.4615,15.0887
