Itration,Running Env Steps,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL
383,1915000,383,11566.88,143.1256,-8011.37841796875,10835.18,18.5793
384,1920000,384,11307.9,143.6167,-8129.90966796875,10939.38,19.3445
385,1925000,385,11256.01,144.0762,-7965.09033203125,10867.8,19.2569
386,1930000,386,11662.75,143.7687,-8253.48828125,11094.54,18.972
387,1935000,387,10005.92,144.0241,-8083.07470703125,10456.2,19.0911
388,1940000,388,11364.47,141.8095,-8060.0673828125,11156.63,19.171
389,1945000,389,11437.63,142.6487,-7930.31005859375,10701.43,18.811
390,1950000,390,11518.38,144.0901,-8282.783203125,10963.89,19.7221
391,1955000,391,11280.09,143.5526,-8228.033203125,10889.56,18.7032
392,1960000,392,11840.17,141.9485,-8232.880859375,11292.53,17.7566
393,1965000,393,11602.89,143.4164,-8339.7998046875,11011.5,18.8842
394,1970000,394,11637.11,142.738,-8355.3056640625,11292.85,18.5723
395,1975000,395,11733.94,142.144,-8125.78662109375,11196.8,18.5785
396,1980000,396,11600.3,142.0208,-8252.359375,11057.73,18.0277
397,1985000,397,11457.82,142.5839,-8285.4912109375,11002.68,18.4054
398,1990000,398,11481.59,143.0793,-8390.599609375,10594.8,19.4365
399,1995000,399,11528.28,142.2066,-8433.00390625,10862.16,17.7888
400,2000000,400,11806.04,143.3402,-8478.537109375,11262.67,18.4214
401,2005000,401,11606.7,143.6353,-8206.712890625,10954.3,19.3883
402,2010000,402,11703.19,143.7366,-8249.291015625,10874.75,19.5534
403,2015000,403,11521.88,142.94,-8276.134765625,10450.67,19.1189
404,2020000,404,11777.53,142.6489,-8465.4931640625,11187.15,18.6901
405,2025000,405,11359.01,144.4398,-8359.5927734375,10479.88,20.935
406,2030000,406,11697.4,142.3771,-8610.3935546875,9637.98,17.9199
407,2035000,407,11548.86,142.4263,-8545.3076171875,10834.4,19.3236
408,2040000,408,10896.05,143.1527,-8570.1318359375,9897.1,15.7215
409,2045000,409,11173.61,143.9124,-8552.677734375,10260.69,18.1578
410,2050000,410,11073.99,142.0703,-8757.9873046875,10360.36,17.9659
411,2055000,411,11392.37,143.8123,-8941.6796875,10384.21,19.0007
412,2060000,412,10892.28,142.7986,-8766.0556640625,10842.32,18.4436
413,2065000,413,11306.5,143.2122,-8760.0791015625,10265.89,17.9045
414,2070000,414,11007.22,143.1038,-8643.0283203125,10406.8,17.9481
415,2075000,415,10685.48,143.7346,-8828.2783203125,9897.09,16.5653
416,2080000,416,11300.2,143.5758,-8993.99609375,10831.23,18.8566
417,2085000,417,11002.87,144.5956,-8810.5947265625,9534.61,14.9788
418,2090000,418,9338.44,144.0618,-8910.2646484375,8982.55,17.869
419,2095000,419,10619.73,143.0418,-8834.26171875,9291.82,15.9864
420,2100000,420,10809.61,143.0066,-8937.9189453125,9874.91,16.9439
421,2105000,421,10509.16,143.493,-8970.3984375,9633.6,18.1658
422,2110000,422,11091.31,144.2422,-9190.7998046875,10057.22,17.9607
423,2115000,423,9498.3,144.2781,-8765.8095703125,8031.21,15.438
424,2120000,424,10337.01,144.2901,-9083.8740234375,9486.35,19.7105
425,2125000,425,10411.59,143.7717,-8821.505859375,9132.83,16.7973
426,2130000,426,9396.29,144.0993,-9120.6435546875,9804.68,17.6896
427,2135000,427,10894.22,144.058,-9096.5869140625,10383.17,17.2989
428,2140000,428,9884.04,143.5281,-8996.0478515625,9398.59,15.824
429,2145000,429,9083.91,142.7527,-9190.43359375,8833.31,16.8549
430,2150000,430,10191.24,143.9868,-9315.6015625,9471.33,17.5114
431,2155000,431,7874.31,144.4382,-9268.2744140625,9665.21,17.9094
432,2160000,432,9620.29,144.3477,-9322.2216796875,8279.91,16.1934
433,2165000,433,9402.58,145.2182,-9167.15625,8799.44,16.9263
434,2170000,434,9510.46,143.7931,-9206.4375,9295.19,14.1187
435,2175000,435,10065.35,144.0558,-9146.1142578125,9153.45,16.8364
436,2180000,436,10022.55,142.8693,-9287.6435546875,9550.19,19.5835
437,2185000,437,9489.98,143.0944,-9540.6982421875,8488.76,16.0609
438,2190000,438,9274.46,143.7933,-9152.7626953125,8758.86,18.9612
439,2195000,439,9445.16,143.3297,-9512.8388671875,8876.0,15.2662
440,2200000,440,8603.72,143.8891,-9456.1884765625,10144.78,17.4506
441,2205000,441,9902.73,143.2609,-9672.1240234375,9488.49,18.4674
442,2210000,442,5947.5,143.0814,-9498.5673828125,7473.98,19.8365
443,2215000,443,4919.7,144.1983,-9478.9970703125,8394.93,19.9488
444,2220000,444,5276.74,144.7449,-9342.03125,8406.86,17.2039
445,2225000,445,5885.78,144.2191,-9540.6376953125,9147.95,16.5023
446,2230000,446,1211.45,160.8835,-7770.12646484375,1612.74,44.5447
447,2235000,447,5619.54,145.1339,-9303.3857421875,6280.03,19.7666
448,2240000,448,3915.88,146.1591,-8020.509765625,4148.44,31.9548
449,2245000,449,10939.73,143.0637,-9460.8994140625,8835.92,17.3109
450,2250000,450,11326.32,143.4196,-9651.4111328125,10613.28,17.121
451,2255000,451,10006.15,144.4878,-9431.5185546875,9476.19,16.41
452,2260000,452,10804.35,143.0351,-9919.794921875,10369.94,17.9895
453,2265000,453,8810.81,144.1176,-9794.3173828125,7778.02,14.4214
454,2270000,454,10488.9,144.0179,-9818.4794921875,9612.52,15.6743
455,2275000,455,10435.27,142.4174,-9836.4912109375,10125.33,16.2751
456,2280000,456,10637.0,144.0131,-9671.810546875,9297.15,17.0603
457,2285000,457,11077.76,144.776,-9740.4091796875,10436.73,16.677
458,2290000,458,11018.32,143.5026,-10252.43359375,10757.23,18.255
459,2295000,459,10654.6,143.6514,-10098.5927734375,9725.17,17.8351
460,2300000,460,11388.78,143.2623,-9748.296875,10549.73,18.2751
461,2305000,461,11234.97,143.4064,-9919.859375,10472.21,17.5885
462,2310000,462,11436.87,142.2468,-9984.15234375,10705.57,17.3523
463,2315000,463,9738.41,143.1893,-9749.298828125,9184.77,16.049
464,2320000,464,10613.02,143.392,-9975.578125,10541.86,16.3723
465,2325000,465,11373.57,142.9361,-9666.5166015625,10723.49,17.94
466,2330000,466,10341.46,144.8964,-9900.541015625,10102.08,17.6383
467,2335000,467,11032.38,143.8853,-10176.64453125,10522.73,17.4896
468,2340000,468,11219.63,142.2943,-9973.396484375,10664.54,18.1584
469,2345000,469,10586.37,142.2838,-10009.140625,9841.82,17.6287
470,2350000,470,11206.06,143.1482,-9963.111328125,10733.96,17.4876
471,2355000,471,10173.78,145.3232,-10148.982421875,7740.18,16.1713
472,2360000,472,10735.75,143.8267,-9893.412109375,10509.68,19.1096
473,2365000,473,10734.17,144.6024,-9883.71875,10079.15,17.5492
474,2370000,474,11239.61,142.7,-9995.4189453125,10123.72,19.3698
475,2375000,475,10810.22,145.053,-10343.0400390625,9895.93,19.1567
476,2380000,476,11247.05,144.2936,-9943.892578125,10669.65,19.104
477,2385000,477,10742.76,143.6422,-10242.5927734375,10593.5,18.8356
478,2390000,478,11302.42,141.7922,-10093.09375,10661.81,17.7
479,2395000,479,11350.99,144.7821,-10051.173828125,10482.32,18.6704
480,2400000,480,11256.92,141.7274,-10241.1298828125,10597.73,18.367
481,2405000,481,11295.82,143.5479,-10080.634765625,10704.14,17.6599
482,2410000,482,11189.81,142.9843,-10218.8916015625,10587.9,18.5306
483,2415000,483,11114.09,143.5921,-10069.9169921875,10722.65,17.4552
484,2420000,484,11363.8,141.5936,-10115.94921875,11080.1,19.2158
485,2425000,485,11377.77,142.6692,-10486.15234375,10456.7,18.099
486,2430000,486,11484.53,143.19,-10265.6630859375,10589.27,18.4417
487,2435000,487,10992.04,143.9876,-10365.201171875,10029.54,18.5777
488,2440000,488,10263.9,142.9784,-10187.2001953125,10446.76,18.5788
489,2445000,489,11413.87,141.9171,-10213.3125,9883.64,18.8519
490,2450000,490,11129.99,142.497,-10217.884765625,10902.6,19.8525
491,2455000,491,11246.61,143.0293,-9946.732421875,11021.88,18.4569
492,2460000,492,11289.43,143.3545,-10098.453125,10394.5,18.7153
493,2465000,493,11314.75,143.7532,-9890.4365234375,10494.47,19.7534
494,2470000,494,11261.88,143.7935,-10460.619140625,10766.91,20.0832
495,2475000,495,11426.59,143.8416,-10224.169921875,10336.52,19.2948
496,2480000,496,11012.86,143.7493,-10241.1142578125,10289.83,18.0133
497,2485000,497,11396.79,143.1717,-10676.4814453125,10855.0,18.3466
498,2490000,498,11301.53,143.4347,-10449.0302734375,10873.76,19.0134
499,2495000,499,11263.65,145.0434,-10622.490234375,10776.27,19.0397
500,2500000,500,11094.59,143.655,-10493.404296875,10866.79,19.0328
501,2505000,501,11113.2,143.8036,-10485.0419921875,10985.18,19.6814
502,2510000,502,11259.34,143.3416,-10240.0068359375,10704.67,18.6778
503,2515000,503,11388.54,144.4233,-10492.91796875,9992.83,17.2986
504,2520000,504,11217.41,145.2972,-10705.1298828125,10725.33,18.7804
505,2525000,505,11115.82,143.4652,-10688.7666015625,10240.4,19.2389
506,2530000,506,10606.54,143.9103,-11162.755859375,10311.97,17.9572
507,2535000,507,11380.68,143.5675,-10526.2216796875,11250.51,19.5846
508,2540000,508,11372.88,143.463,-10539.1279296875,11054.61,17.9889
509,2545000,509,11403.73,143.7476,-10789.8916015625,11028.92,20.7368
510,2550000,510,10722.34,144.0271,-11077.1552734375,10743.03,19.6015
511,2555000,511,11330.89,143.0936,-10580.7333984375,10983.78,18.389
512,2560000,512,11123.21,144.0638,-10847.0703125,10884.18,20.1451
513,2565000,513,11617.35,144.1088,-10666.85546875,10574.59,19.8211
514,2570000,514,11287.14,144.4466,-10623.1865234375,11029.86,19.0649
515,2575000,515,10842.47,144.4049,-10781.537109375,10759.01,19.1616
516,2580000,516,11163.83,144.3449,-10878.9140625,10724.79,19.2593
517,2585000,517,10342.37,144.0329,-10705.982421875,10302.73,18.1113
518,2590000,518,11059.94,144.2563,-11001.6650390625,11019.68,19.3117
519,2595000,519,11081.29,143.7146,-11119.7568359375,10909.87,19.1266
520,2600000,520,11292.93,143.8891,-10662.34375,10441.69,19.4919
521,2605000,521,10840.46,143.7143,-10813.6611328125,10970.62,18.747
522,2610000,522,11108.08,143.5983,-10891.9521484375,10851.79,18.2806
523,2615000,523,11409.84,143.1897,-11159.1650390625,10848.53,19.3955
524,2620000,524,11362.78,143.4804,-11148.8505859375,11025.1,19.7815
525,2625000,525,11205.31,143.6627,-11083.205078125,10973.86,19.6709
526,2630000,526,11777.53,142.42,-10981.87890625,11105.46,20.0368
527,2635000,527,11291.19,142.4191,-11025.1982421875,11224.2,19.7085
528,2640000,528,11334.57,142.5902,-11066.7265625,11226.0,19.9004
529,2645000,529,10592.48,142.5141,-11134.2578125,10480.73,20.3666
530,2650000,530,11287.47,144.2816,-11112.0458984375,10818.08,18.846
531,2655000,531,11636.41,143.0751,-11299.7822265625,11166.78,19.989
532,2660000,532,10802.81,143.5193,-11270.162109375,10603.12,18.4251
533,2665000,533,9276.88,142.2548,-11315.3916015625,9000.05,20.7137
534,2670000,534,11135.31,143.6126,-11318.7158203125,10815.13,19.2588
535,2675000,535,11257.51,144.4361,-11262.57421875,10496.36,19.1169
536,2680000,536,11192.7,143.1935,-11468.14453125,10760.42,19.4552
537,2685000,537,11007.52,143.5782,-11396.7958984375,10443.36,19.2438
538,2690000,538,10483.01,143.6492,-11299.01171875,10852.45,20.055
539,2695000,539,11658.91,142.6093,-11522.0009765625,10653.97,19.932
540,2700000,540,11334.97,142.8008,-11237.3447265625,9405.9,18.6304
541,2705000,541,11404.52,142.8908,-11545.8583984375,10988.02,19.7855
542,2710000,542,11504.71,143.0153,-11373.130859375,10735.6,21.2683
543,2715000,543,11377.17,142.5596,-11590.8759765625,10397.16,19.6592
544,2720000,544,10874.49,142.2198,-11302.728515625,9735.1,18.4916
545,2725000,545,10416.27,142.8515,-11577.634765625,10071.74,17.4794
546,2730000,546,8733.12,143.8379,-11698.904296875,8950.37,19.4931
547,2735000,547,10232.85,143.188,-11456.287109375,10393.86,18.7271
548,2740000,548,8616.86,142.3727,-11161.1513671875,7645.55,16.8862
549,2745000,549,11269.39,143.3565,-11734.21875,9952.68,20.0356
550,2750000,550,10643.93,144.3446,-11330.4560546875,10424.31,18.5617
551,2755000,551,11602.44,140.755,-10966.0224609375,11252.82,18.905
552,2760000,552,10615.0,141.9264,-11576.103515625,10240.11,18.6308
553,2765000,553,10409.46,142.5191,-11168.0791015625,10737.23,19.5838
554,2770000,554,10822.85,142.3946,-11389.15625,10316.03,19.6831
555,2775000,555,11040.26,142.7913,-11573.39453125,10705.55,18.961
556,2780000,556,10708.85,143.488,-11037.677734375,11288.99,19.5956
557,2785000,557,9832.17,144.1259,-11663.5078125,9049.29,19.5527
558,2790000,558,10980.25,144.9979,-11287.42578125,8670.89,18.3725
559,2795000,559,7249.98,144.1913,-11220.1748046875,5621.61,17.7674
560,2800000,560,8918.72,144.7572,-10945.076171875,8138.83,15.1368
561,2805000,561,8696.86,144.9934,-11103.3935546875,6304.88,15.037
562,2810000,562,7112.49,145.0684,-10952.70703125,4629.03,12.7769
563,2815000,563,4173.35,146.3508,-10704.005859375,2754.32,12.5572
564,2820000,564,9581.5,144.9066,-11036.6513671875,8009.0,17.3325
565,2825000,565,7852.0,145.2671,-11344.091796875,7767.05,14.968
566,2830000,566,3568.86,146.0937,-11056.78125,7295.27,14.9273
567,2835000,567,8019.4,144.4963,-11894.6240234375,7399.36,15.9327
568,2840000,568,8526.58,145.4003,-11986.2607421875,8527.46,16.2401
569,2845000,569,10349.21,145.0445,-11808.8076171875,9399.91,17.9436
570,2850000,570,9941.13,144.1996,-11732.6845703125,9881.55,16.5488
571,2855000,571,10645.32,143.4216,-12041.4541015625,9951.3,16.6105
572,2860000,572,11050.53,144.4728,-12113.3994140625,9611.85,19.3497
573,2865000,573,10880.69,142.1893,-11572.9794921875,10680.15,18.0013
574,2870000,574,10445.11,142.8148,-11852.1103515625,9951.28,18.1652
575,2875000,575,11168.64,142.4218,-11848.181640625,10653.35,18.2659
576,2880000,576,10942.71,143.3668,-11214.2783203125,9874.43,16.6916
577,2885000,577,11000.6,142.7152,-11574.5751953125,10340.2,19.4701
578,2890000,578,10706.35,141.588,-11662.3134765625,10634.84,16.8299
579,2895000,579,11471.95,142.4361,-11890.1123046875,11099.34,19.3372
580,2900000,580,11471.03,142.9926,-11913.7802734375,11065.95,17.9018
581,2905000,581,11251.96,143.4398,-12142.1494140625,10811.88,18.2644
582,2910000,582,11102.02,143.7425,-11853.138671875,11293.58,21.8512
583,2915000,583,11225.06,144.0332,-11831.6826171875,11034.16,19.4837
584,2920000,584,11598.57,141.5858,-11334.0634765625,10580.96,18.2754
585,2925000,585,11641.67,143.4439,-11734.6953125,10768.51,19.5476
586,2930000,586,11765.42,141.4507,-11493.728515625,11437.28,19.5114
587,2935000,587,11348.45,142.9495,-11693.931640625,11188.73,19.5531
588,2940000,588,11702.9,143.0018,-11826.009765625,11322.38,19.6663
589,2945000,589,11530.61,143.2771,-11769.58984375,10842.91,20.2761
590,2950000,590,11673.41,144.4277,-11741.5615234375,11228.16,20.3286
591,2955000,591,11730.95,143.5584,-11817.44140625,11357.61,20.7182
592,2960000,592,11876.34,143.0115,-11730.0087890625,11076.85,19.8347
593,2965000,593,11676.2,143.0867,-12091.98828125,11327.06,20.2701
594,2970000,594,11836.99,143.3773,-12148.2060546875,11502.51,20.5945
595,2975000,595,11622.11,142.6256,-11901.7431640625,11271.77,20.2031
596,2980000,596,11874.23,142.626,-12100.3916015625,10936.54,21.3062
597,2985000,597,11840.41,142.2324,-11967.3974609375,11439.88,20.5452
598,2990000,598,11678.58,143.562,-12018.923828125,11354.02,20.4624
599,2995000,599,11416.89,142.9114,-11987.169921875,10849.61,21.1086
