Running Forward KL,Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps
156.5004,14.8626,386,-13003.951171875,386,2315.22,1942.19,1930000
156.4748,14.7376,387,-13001.8935546875,387,2304.83,1911.44,1935000
156.418,14.7607,388,-13124.7734375,388,2322.98,1929.43,1940000
156.5001,14.795,389,-13053.1708984375,389,2310.85,1932.64,1945000
156.6045,14.9149,390,-13142.11328125,390,2308.9,1920.5,1950000
156.558,14.8613,391,-13174.16796875,391,2326.59,1945.46,1955000
156.5414,14.7896,392,-13218.9130859375,392,2289.19,1911.69,1960000
156.4673,14.7563,393,-13179.0029296875,393,2273.88,1929.32,1965000
156.5766,14.952,394,-13236.33984375,394,2316.21,1928.39,1970000
156.6095,14.872,395,-13263.4755859375,395,2351.31,1933.0,1975000
156.3494,14.6127,396,-13310.4296875,396,2284.82,1918.83,1980000
156.4273,14.8999,397,-13335.22265625,397,2346.11,1951.66,1985000
156.4433,14.8543,398,-13374.7919921875,398,2321.05,1953.89,1990000
156.4579,14.8777,399,-13392.59375,399,2314.6,1928.92,1995000
156.5286,14.8942,400,-13417.0673828125,400,2299.84,1936.77,2000000
156.5684,15.1391,401,-13411.3193359375,401,2295.07,1928.8,2005000
156.3587,14.8617,402,-13412.6376953125,402,2296.73,1911.87,2010000
156.4107,14.7481,403,-13442.884765625,403,-161.41,1887.55,2015000
156.4776,14.7908,404,-13398.7255859375,404,2263.32,1902.21,2020000
156.4566,15.0036,405,-13550.671875,405,2306.21,1930.12,2025000
156.4465,14.8921,406,-13549.1220703125,406,2297.78,1927.0,2030000
156.5329,14.9055,407,-13571.787109375,407,2301.53,1939.01,2035000
156.4198,14.6608,408,-13341.37890625,408,1785.33,1665.41,2040000
156.658,14.9263,409,-13627.134765625,409,2267.13,1878.32,2045000
156.6273,14.869,410,-13641.3779296875,410,2290.83,1926.04,2050000
156.5804,14.7834,411,-13620.2158203125,411,2277.56,1906.31,2055000
156.608,14.8073,412,-13611.935546875,412,2251.18,1920.73,2060000
156.5836,14.7763,413,-13668.796875,413,2295.4,1947.55,2065000
156.4854,14.9423,414,-13755.4833984375,414,2293.01,1926.19,2070000
156.4182,14.9976,415,-13742.65625,415,2288.41,1937.89,2075000
156.4202,15.0376,416,-13797.7470703125,416,2171.39,1928.88,2080000
156.5816,14.8527,417,-13766.8466796875,417,2279.84,1925.59,2085000
156.6222,14.7337,418,-13758.091796875,418,1873.14,1812.6,2090000
156.6476,14.9374,419,-13850.505859375,419,2306.83,1926.5,2095000
156.502,14.6564,420,-13845.001953125,420,2296.46,1932.05,2100000
156.4996,14.8692,421,-13831.8095703125,421,2306.09,1940.85,2105000
156.2948,14.6353,422,-13896.4287109375,422,2288.21,1933.25,2110000
156.3948,14.9434,423,-13907.20703125,423,2286.97,1943.39,2115000
156.3294,14.8076,424,-13970.900390625,424,2286.59,1933.3,2120000
156.4188,14.8112,425,-13956.9716796875,425,2290.18,1923.83,2125000
156.6925,14.995,426,-14037.9873046875,426,2303.9,1934.61,2130000
156.616,14.92,427,-14058.1484375,427,2292.18,1963.02,2135000
156.5882,14.9147,428,-14050.9677734375,428,2231.79,1910.48,2140000
156.5723,14.8618,429,-14108.8779296875,429,2303.16,1940.38,2145000
156.4286,14.9428,430,-14078.4052734375,430,2306.97,1972.73,2150000
156.5029,14.86,431,-14051.4794921875,431,2283.44,1947.41,2155000
156.4925,14.8955,432,-14233.060546875,432,2337.27,1989.9,2160000
156.5397,14.8452,433,-14169.3017578125,433,2308.02,1969.34,2165000
156.5292,14.9776,434,-14160.8330078125,434,2287.84,1939.26,2170000
156.533,14.8813,435,-14185.4140625,435,2285.66,1935.76,2175000
156.6343,14.755,436,-14154.9677734375,436,2319.8,1966.76,2180000
156.6488,14.9477,437,-14247.2724609375,437,2305.73,1944.66,2185000
156.6616,14.9945,438,-14292.8955078125,438,2289.01,1938.68,2190000
156.5495,15.0039,439,-14303.123046875,439,2298.79,1952.08,2195000
156.5764,14.9152,440,-14332.5654296875,440,2287.71,1955.26,2200000
156.4268,14.9149,441,-14380.869140625,441,2320.31,1961.56,2205000
156.4752,14.9538,442,-14367.7822265625,442,2300.49,1954.14,2210000
156.4706,14.9001,443,-14351.9208984375,443,2307.53,1953.0,2215000
156.5136,15.0398,444,-14494.001953125,444,2334.3,1975.17,2220000
156.5418,14.9937,445,-14440.09765625,445,2308.5,1949.29,2225000
156.5673,15.0493,446,-14551.4462890625,446,2365.6,1974.74,2230000
156.6034,15.1439,447,-14496.52734375,447,2348.96,1995.36,2235000
156.4985,15.0567,448,-14533.693359375,448,2339.73,1970.74,2240000
156.5627,15.0711,449,-14543.44140625,449,2314.47,1971.41,2245000
156.5034,14.9826,450,-14550.734375,450,2300.42,1975.8,2250000
156.4641,14.9897,451,-14554.4794921875,451,2310.34,1963.78,2255000
156.5663,15.0234,452,-14583.7353515625,452,2293.49,1958.63,2260000
156.6969,15.1135,453,-14647.0244140625,453,2322.83,1975.59,2265000
156.5344,15.106,454,-14675.947265625,454,2334.27,1985.2,2270000
156.4712,15.0676,455,-14725.4736328125,455,2353.93,1994.27,2275000
156.5428,15.1092,456,-14647.0625,456,2335.34,1996.58,2280000
156.4836,15.1237,457,-14680.970703125,457,2308.9,1966.47,2285000
156.6194,14.9814,458,-14703.26953125,458,2340.78,1975.88,2290000
