Real Det Return,Real Sto Return,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Running Update Time
2372.91,1991.17,-72855.734375,156.3642,15.1527,1970000,394,394
2356.52,1971.01,-72947.09375,156.3991,15.1862,1975000,395,395
2338.83,1977.78,-73035.765625,156.4977,15.1269,1980000,396,396
2365.48,1970.28,-72774.7109375,156.5179,15.0854,1985000,397,397
2356.57,1863.03,-73025.859375,156.3544,15.0435,1990000,398,398
2367.22,1985.2,-73070.7265625,156.4745,15.0193,1995000,399,399
2363.96,1972.96,-73293.90625,156.4532,15.0832,2000000,400,400
2385.2,1997.85,-73948.296875,156.2551,15.3226,2005000,401,401
2354.37,1982.1,-73575.765625,156.5027,15.1439,2010000,402,402
2358.99,1994.08,-73761.8828125,156.4479,15.1227,2015000,403,403
2341.58,1980.1,-73971.40625,156.4535,15.1339,2020000,404,404
2354.87,2005.41,-73643.1171875,156.489,15.0808,2025000,405,405
2366.89,2007.16,-73832.4609375,156.5389,15.0729,2030000,406,406
2347.02,1976.95,-73943.0078125,156.4713,15.1572,2035000,407,407
2331.44,2000.8,-73835.125,156.3636,15.3534,2040000,408,408
2364.78,2004.34,-74092.2734375,156.434,15.1788,2045000,409,409
2375.0,2003.51,-74266.65625,156.4655,15.2233,2050000,410,410
2357.01,2001.01,-74589.6328125,156.4891,15.1874,2055000,411,411
2362.81,2001.67,-74570.2890625,156.4419,15.2127,2060000,412,412
2347.41,1985.5,-74252.8984375,156.4593,15.2252,2065000,413,413
2329.92,1982.86,-74068.765625,156.4858,15.2371,2070000,414,414
2363.33,2003.51,-74782.8984375,156.3532,15.2798,2075000,415,415
2341.47,1986.49,-74642.5234375,156.3391,14.978,2080000,416,416
2330.15,1983.15,-74497.75,156.5648,15.178,2085000,417,417
2347.1,1995.38,-74529.40625,156.4606,14.87,2090000,418,418
2360.84,1989.73,-74914.2734375,156.3504,15.0678,2095000,419,419
2348.96,1985.29,-75248.2109375,156.4738,15.1139,2100000,420,420
2345.38,1995.04,-74823.21875,156.5533,14.9637,2105000,421,421
2331.84,1978.52,-74766.28125,156.5002,15.0663,2110000,422,422
2361.64,2002.5,-75271.59375,156.4395,15.1266,2115000,423,423
2329.83,1985.76,-75238.390625,156.5539,15.1235,2120000,424,424
2334.62,1975.67,-74956.296875,156.5601,14.8935,2125000,425,425
2307.78,1963.13,-75042.6640625,156.4385,14.846,2130000,426,426
2352.84,1980.2,-75383.9296875,156.3814,15.1391,2135000,427,427
2344.97,1995.72,-75598.390625,156.5074,15.0626,2140000,428,428
2371.71,2006.99,-75859.703125,156.4821,15.0411,2145000,429,429
2367.72,2013.92,-75635.90625,156.4357,15.0273,2150000,430,430
2358.67,1999.82,-76064.015625,156.6007,15.1658,2155000,431,431
2366.74,2006.19,-76067.3984375,156.3363,15.0407,2160000,432,432
2364.68,1979.32,-75921.171875,156.4662,15.0384,2165000,433,433
2333.04,1976.17,-76099.953125,156.5259,14.9732,2170000,434,434
2360.92,1988.22,-76278.9140625,156.4246,15.1404,2175000,435,435
2342.76,1983.02,-75918.25,156.5797,14.9206,2180000,436,436
2380.99,2017.21,-76126.640625,156.422,15.0927,2185000,437,437
2310.28,1972.27,-76267.2265625,156.549,14.9886,2190000,438,438
2340.19,1977.12,-76128.8046875,156.5482,14.7642,2195000,439,439
2350.27,1998.58,-76402.9921875,156.444,14.9155,2200000,440,440
2303.17,1967.77,-76145.6484375,156.327,14.8449,2205000,441,441
2327.08,1964.05,-76031.1953125,156.5367,14.8155,2210000,442,442
2346.95,1968.9,-76550.9375,156.4786,14.9722,2215000,443,443
2372.19,1992.8,-77007.28125,156.4851,15.1008,2220000,444,444
2369.67,2020.4,-76913.7890625,156.4407,15.164,2225000,445,445
2342.34,2002.42,-77098.046875,156.4883,15.1878,2230000,446,446
2339.3,1958.7,-77171.9765625,156.4838,14.9392,2235000,447,447
2354.78,1968.43,-76903.1484375,156.5007,15.0398,2240000,448,448
2357.5,1994.56,-76960.6796875,156.5416,15.1306,2245000,449,449
2352.42,1989.82,-77232.3984375,156.3317,15.0684,2250000,450,450
2341.91,1966.66,-77195.6953125,156.3388,15.1369,2255000,451,451
2343.9,1987.43,-77451.65625,156.4698,15.0704,2260000,452,452
2361.47,1986.07,-77418.8515625,156.4345,14.9541,2265000,453,453
2348.11,1996.42,-77526.6796875,156.4709,15.0679,2270000,454,454
2357.33,1995.93,-77438.0625,156.336,14.934,2275000,455,455
2338.46,1998.07,-77639.21875,156.5012,15.0253,2280000,456,456
2371.44,2010.17,-77788.25,156.4563,14.9771,2285000,457,457
2355.8,1974.91,-77690.8515625,156.6226,14.9884,2290000,458,458
2374.0,1997.4,-77751.8515625,156.5321,14.9527,2295000,459,459
2377.88,1997.22,-78073.296875,156.603,15.1626,2300000,460,460
2374.24,1995.32,-78080.3125,156.4826,15.2368,2305000,461,461
2362.9,2005.81,-78192.34375,156.3822,15.0535,2310000,462,462
2376.44,1998.84,-78407.03125,156.495,15.1946,2315000,463,463
2366.68,1996.43,-78422.609375,156.4644,15.0194,2320000,464,464
2353.88,1994.59,-78227.9296875,156.4409,14.927,2325000,465,465
2376.42,2002.75,-78527.3203125,156.4254,15.0652,2330000,466,466
2358.46,1980.24,-78395.34375,156.4087,15.0264,2335000,467,467
2355.2,1996.92,-78566.7890625,156.5273,15.0337,2340000,468,468
2362.86,1985.72,-78418.1953125,156.6273,15.091,2345000,469,469
2341.31,1987.62,-78471.9921875,156.5156,14.9069,2350000,470,470
2335.35,1982.16,-78668.65625,156.487,14.8421,2355000,471,471
2336.34,1990.14,-78494.2578125,156.2899,14.9075,2360000,472,472
2370.6,2002.31,-78906.2265625,156.408,14.9996,2365000,473,473
2335.98,1979.37,-78712.1484375,156.4275,15.0499,2370000,474,474
2359.55,1985.79,-78870.2421875,156.4504,15.0376,2375000,475,475
2352.89,1990.33,-78922.953125,156.4844,14.9749,2380000,476,476
2368.37,2004.4,-79108.78125,156.4258,14.9444,2385000,477,477
2334.2,1981.04,-78806.46875,156.5605,15.0259,2390000,478,478
2341.78,1985.89,-79204.2578125,156.5104,15.0536,2395000,479,479
2307.9,1976.99,-79376.53125,156.4257,14.9043,2400000,480,480
2321.12,1971.64,-79123.078125,156.6139,14.9747,2405000,481,481
2342.48,1989.78,-79421.5625,156.4843,14.9715,2410000,482,482
2328.49,1990.95,-79220.7890625,156.4304,14.8581,2415000,483,483
2339.92,1974.95,-79384.84375,156.4978,14.91,2420000,484,484
2218.47,1990.42,-79319.5625,156.5253,15.0178,2425000,485,485
2329.88,1952.64,-79744.8515625,156.5192,15.0098,2430000,486,486
2348.85,1995.51,-79652.75,156.3602,15.097,2435000,487,487
2346.76,1981.01,-79870.265625,156.4631,15.0431,2440000,488,488
2335.24,1989.94,-79909.796875,156.3534,15.1768,2445000,489,489
2352.45,1997.77,-80099.1796875,156.4817,15.26,2450000,490,490
2348.69,1983.79,-80115.171875,156.4792,14.9643,2455000,491,491
2353.55,1989.12,-79934.609375,156.5436,14.9752,2460000,492,492
2322.03,1976.3,-80072.6015625,156.5914,14.9961,2465000,493,493
2344.11,1993.89,-80128.7421875,156.5191,15.1478,2470000,494,494
2358.2,1948.59,-80455.71875,156.4043,14.9624,2475000,495,495
2331.09,1978.36,-80437.6484375,156.4257,15.0154,2480000,496,496
2349.87,1992.51,-80456.96875,156.3801,15.1312,2485000,497,497
2197.04,1970.28,-80381.5625,156.6406,14.9261,2490000,498,498
2351.53,1985.51,-80638.40625,156.518,15.1176,2495000,499,499
2337.71,1973.83,-80570.0,156.5642,15.0656,2500000,500,500
2186.34,1969.18,-80385.7578125,156.482,14.949,2505000,501,501
2342.04,1978.91,-80960.6953125,156.4654,15.0184,2510000,502,502
2356.05,1994.14,-80760.359375,156.5744,15.0521,2515000,503,503
2346.81,1993.69,-80726.875,156.5104,15.0101,2520000,504,504
2338.68,1985.28,-80466.0703125,156.6151,14.9113,2525000,505,505
2343.65,1990.37,-80753.8828125,156.4346,14.9553,2530000,506,506
2335.08,1967.96,-81076.6875,156.548,15.1011,2535000,507,507
2342.28,1960.11,-80615.296875,156.4696,14.8383,2540000,508,508
2368.97,1997.07,-81246.8671875,156.4634,15.1095,2545000,509,509
2303.54,1966.09,-81034.296875,156.4152,14.8863,2550000,510,510
2339.52,1964.34,-81187.25,156.3579,14.9083,2555000,511,511
2352.03,1993.4,-81210.0703125,156.5184,14.9544,2560000,512,512
2343.09,1989.68,-81327.78125,156.5239,15.0633,2565000,513,513
2351.47,2001.35,-81428.125,156.4029,15.0217,2570000,514,514
2335.21,1964.9,-81656.9765625,156.3946,14.8797,2575000,515,515
2338.45,1971.71,-81521.0390625,156.5063,14.9653,2580000,516,516
2336.52,1978.61,-81661.984375,156.4569,15.0625,2585000,517,517
2338.71,1997.74,-81622.84375,156.509,15.0318,2590000,518,518
2183.48,1973.97,-81820.953125,156.5607,15.0557,2595000,519,519
2337.74,1965.22,-81672.6328125,156.3976,14.8637,2600000,520,520
2339.39,1995.05,-81805.453125,156.4491,14.9694,2605000,521,521
2348.36,1994.99,-82053.1484375,156.4915,15.0763,2610000,522,522
2325.25,1969.21,-81969.0,156.3801,14.9879,2615000,523,523
2355.9,1973.47,-82004.9140625,156.3708,14.9532,2620000,524,524
2228.62,1990.48,-82365.609375,156.431,15.1215,2625000,525,525
2329.62,1983.0,-81775.734375,156.4364,14.915,2630000,526,526
2333.04,1964.95,-82253.421875,156.5313,14.986,2635000,527,527
2343.82,2006.97,-82957.359375,156.5865,14.5232,2640000,528,528
2352.96,2014.59,-82158.515625,156.382,15.0339,2645000,529,529
2338.22,1994.65,-82016.59375,156.4715,15.0254,2650000,530,530
2359.93,1998.47,-82167.2265625,156.5634,14.8587,2655000,531,531
2339.29,2007.83,-82554.2578125,156.4347,15.0408,2660000,532,532
2361.34,1984.23,-82777.5703125,156.5269,15.1319,2665000,533,533
2358.49,1994.55,-82797.453125,156.4267,15.043,2670000,534,534
2341.61,2004.06,-82709.765625,156.5821,15.031,2675000,535,535
2340.16,1991.1,-82537.3359375,156.4468,15.1047,2680000,536,536
2325.38,1997.82,-82475.0234375,156.5113,15.0469,2685000,537,537
2343.47,2011.25,-82774.640625,156.3959,15.1075,2690000,538,538
2362.72,2001.81,-82874.484375,156.3558,15.1615,2695000,539,539
2372.65,2024.93,-83178.1328125,156.4944,15.167,2700000,540,540
2344.42,2005.84,-83059.453125,156.4813,15.06,2705000,541,541
2352.07,2001.07,-82656.703125,156.4334,15.0635,2710000,542,542
2355.68,1989.52,-82934.5703125,156.6283,15.0907,2715000,543,543
2355.11,1984.84,-82954.4765625,156.4234,14.9633,2720000,544,544
2361.46,2008.26,-83109.1171875,156.5411,15.0435,2725000,545,545
2373.08,1997.32,-83053.5234375,156.5617,15.1523,2730000,546,546
2341.75,1996.17,-83109.4921875,156.4154,15.2247,2735000,547,547
2358.67,2017.49,-83209.1484375,156.4772,15.1156,2740000,548,548
2349.1,1993.24,-83209.3046875,156.583,15.0523,2745000,549,549
2361.66,2003.15,-83469.8984375,156.3313,15.0554,2750000,550,550
2333.77,2004.79,-83294.484375,156.4651,15.0483,2755000,551,551
2366.96,2028.59,-83710.4375,156.454,15.1489,2760000,552,552
2334.13,1968.87,-83180.7734375,156.5389,15.0195,2765000,553,553
2354.65,2018.7,-83478.515625,156.5915,15.0328,2770000,554,554
2379.87,2005.66,-83574.328125,156.3848,15.0586,2775000,555,555
2361.28,2002.36,-83634.859375,156.5848,15.1305,2780000,556,556
2339.69,1987.77,-83641.234375,156.5306,14.9392,2785000,557,557
2358.95,1992.86,-84223.265625,156.4805,15.2535,2790000,558,558
2348.93,2007.97,-83994.265625,156.7023,15.0678,2795000,559,559
2350.16,1984.65,-83887.703125,156.5461,15.1188,2800000,560,560
2350.51,1988.85,-83999.9375,156.5356,15.049,2805000,561,561
2331.6,1981.89,-84021.46875,156.5828,15.0077,2810000,562,562
2348.89,2010.6,-83974.828125,156.4439,15.1263,2815000,563,563
2332.89,1991.17,-84007.9609375,156.5747,15.1034,2820000,564,564
2342.63,1987.66,-84156.5078125,156.5991,15.0972,2825000,565,565
2322.1,1980.74,-84094.7265625,156.4753,15.1093,2830000,566,566
2347.7,1997.16,-84211.3046875,156.7984,15.0578,2835000,567,567
2351.73,1996.77,-84435.90625,156.5636,15.1758,2840000,568,568
2329.76,1970.26,-84210.8828125,156.4995,15.0832,2845000,569,569
2334.42,2009.26,-84287.59375,156.573,14.989,2850000,570,570
2358.3,1988.26,-84439.109375,156.4763,15.1385,2855000,571,571
2336.18,1978.52,-84640.40625,156.4686,15.1261,2860000,572,572
2360.12,2010.94,-84687.5703125,156.5215,15.1463,2865000,573,573
2336.23,1991.77,-84533.234375,156.5068,15.1693,2870000,574,574
2334.88,1989.7,-84539.8515625,156.6203,15.22,2875000,575,575
2345.26,2004.19,-84675.78125,156.4023,15.0115,2880000,576,576
2335.28,1993.33,-84731.125,156.5756,14.979,2885000,577,577
2349.85,1873.29,-84903.1015625,156.6263,15.0331,2890000,578,578
2337.59,1960.55,-84744.3671875,156.5142,14.8285,2895000,579,579
2344.7,1975.72,-84884.4375,156.47,15.0188,2900000,580,580
2339.24,1977.75,-84636.328125,156.4754,14.9657,2905000,581,581
2320.75,1974.92,-85052.234375,156.4178,15.0485,2910000,582,582
2333.02,1963.2,-84902.2421875,156.5484,14.9981,2915000,583,583
2338.24,1982.99,-85184.3046875,156.5589,15.0097,2920000,584,584
2347.01,1983.53,-85055.65625,156.5589,14.9943,2925000,585,585
2342.44,1968.65,-85167.3125,156.5209,15.1204,2930000,586,586
2356.68,1984.65,-85289.6796875,156.5648,14.9944,2935000,587,587
2329.49,1985.08,-85030.9296875,156.5552,14.893,2940000,588,588
2351.27,2000.0,-85321.34375,156.5383,14.9889,2945000,589,589
2340.33,1975.79,-85334.1796875,156.4686,14.9421,2950000,590,590
2348.88,1991.05,-85575.3671875,156.6565,15.0523,2955000,591,591
2344.21,1994.67,-81271.6328125,156.6592,14.3141,2960000,592,592
2356.74,2008.28,-85553.1328125,156.447,14.9569,2965000,593,593
2355.48,1988.45,-85407.84375,156.5528,14.8924,2970000,594,594
2309.54,1957.49,-85446.2578125,156.5847,14.7293,2975000,595,595
2343.62,1986.58,-85561.5078125,156.5134,14.8334,2980000,596,596
2342.56,2000.8,-85469.6328125,156.5202,14.9368,2985000,597,597
2378.59,1993.5,-85964.2265625,156.5851,15.1625,2990000,598,598
2361.36,1990.27,-85711.265625,156.4792,15.0016,2995000,599,599
