Running Update Time,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Reverse KL,Real Sto Return,Reward Loss
405,2025000,511.2833,405,234.9,527.7949,229.79,-80814.4375
406,2030000,520.6362,406,240.7,807.5474,239.53,-62149.203125
407,2035000,495.2859,407,307.12,622.672,317.4,-79070.375
408,2040000,510.8584,408,259.74,375.0455,222.97,-88165.28125
409,2045000,613.2083,409,148.54,286.226,145.82,-88224.2421875
410,2050000,651.7605,410,67.4,344.3024,67.58,-91434.859375
411,2055000,660.3388,411,66.24,1337.2216,65.67,-94019.46875
412,2060000,670.7454,412,65.04,425.165,65.06,-91561.46875
413,2065000,654.49,413,61.42,435.7059,61.21,-92778.1796875
414,2070000,653.8466,414,61.52,563.8892,60.94,-84480.9609375
415,2075000,710.4808,415,59.0,548.4967,59.81,-94033.2421875
416,2080000,634.6028,416,63.1,391.651,62.47,-92193.8515625
417,2085000,657.0463,417,62.55,462.4047,63.79,-96120.2890625
418,2090000,665.8048,418,62.62,391.0208,62.75,-95447.6796875
419,2095000,681.9799,419,60.03,451.0408,60.41,-94310.921875
420,2100000,649.6218,420,60.1,365.2338,60.52,-86868.2734375
421,2105000,638.4546,421,62.51,362.5322,62.3,-85569.3203125
422,2110000,653.2167,422,58.57,385.5076,58.75,-89184.90625
423,2115000,655.0457,423,58.17,438.6883,58.82,-83661.0078125
424,2120000,662.436,424,59.96,387.7999,59.72,-86025.3046875
425,2125000,638.016,425,66.49,469.0081,65.65,-85927.890625
426,2130000,664.0497,426,67.08,391.4551,67.53,-83610.8203125
427,2135000,639.4929,427,61.02,403.3311,61.02,-76504.4453125
428,2140000,650.3871,428,65.87,435.0905,66.04,-85732.203125
429,2145000,682.4364,429,67.44,550.2357,67.61,-85483.1953125
430,2150000,660.2636,430,66.27,709.6553,66.57,-90186.78125
431,2155000,661.6844,431,65.78,454.9074,65.06,-92422.234375
432,2160000,638.5313,432,63.21,393.4801,62.24,-88924.8828125
433,2165000,638.0878,433,63.26,357.199,63.5,-87758.6796875
434,2170000,641.6564,434,66.42,476.3645,65.5,-91341.84375
435,2175000,653.2013,435,66.55,374.393,66.36,-88424.015625
436,2180000,690.7222,436,65.91,552.8301,66.47,-94340.3828125
437,2185000,661.1047,437,66.1,459.7073,65.73,-93968.5859375
438,2190000,672.5852,438,63.01,551.9541,63.2,-95245.59375
439,2195000,665.9297,439,62.45,406.328,61.58,-92391.765625
440,2200000,665.8105,440,64.3,476.0564,63.77,-95969.15625
441,2205000,699.8217,441,62.6,435.2026,64.56,-94541.5390625
442,2210000,653.7447,442,63.3,492.765,62.95,-93948.109375
443,2215000,661.5576,443,63.82,697.8263,64.1,-91499.484375
444,2220000,667.7979,444,64.52,434.2796,64.6,-93864.0234375
445,2225000,650.3958,445,62.58,544.6226,62.03,-93478.96875
446,2230000,659.82,446,61.97,469.7919,62.14,-93301.9765625
447,2235000,622.7018,447,61.95,371.9198,62.29,-91933.6015625
448,2240000,639.7466,448,60.81,501.3638,61.34,-92545.6015625
449,2245000,705.128,449,61.97,472.1443,61.14,-95635.484375
450,2250000,692.3864,450,60.55,561.9236,60.52,-96763.03125
451,2255000,646.2583,451,59.42,481.2102,60.86,-96434.3359375
452,2260000,624.9331,452,64.54,527.8653,63.63,-94707.2578125
453,2265000,612.5817,453,60.08,551.9422,60.43,-95353.0390625
454,2270000,632.5781,454,60.06,468.5712,60.09,-93305.5078125
455,2275000,618.4564,455,59.74,484.4934,59.64,-91638.6796875
456,2280000,646.6006,456,59.51,621.544,59.06,-95025.578125
457,2285000,659.9507,457,58.68,755.3284,58.64,-96767.71875
458,2290000,642.0277,458,62.59,487.3343,62.2,-95624.6796875
459,2295000,665.0528,459,60.18,478.7819,59.38,-97417.984375
460,2300000,644.7177,460,61.7,932.9443,61.78,-97502.9609375
461,2305000,647.2789,461,59.48,537.9768,59.27,-96179.859375
462,2310000,640.848,462,60.49,600.346,60.2,-97778.46875
463,2315000,647.1708,463,61.78,583.2329,63.13,-95342.3671875
464,2320000,632.375,464,61.65,455.2245,62.73,-97168.046875
465,2325000,624.2469,465,60.15,567.8817,60.21,-96097.21875
466,2330000,638.0036,466,63.7,336.3382,63.34,-97310.453125
467,2335000,659.3481,467,59.69,363.5844,59.49,-96335.96875
468,2340000,610.2523,468,63.46,365.5166,63.23,-94945.1953125
469,2345000,639.7839,469,59.53,414.5715,59.38,-94177.65625
470,2350000,620.9248,470,61.6,1096.5993,60.63,-97178.453125
471,2355000,624.0395,471,64.34,469.3777,64.93,-96504.2265625
472,2360000,656.6161,472,63.32,324.558,63.88,-95138.0859375
473,2365000,663.6202,473,69.16,369.1918,59.35,-95840.3671875
474,2370000,656.6584,474,58.64,1998.2249,59.76,-97948.1796875
475,2375000,645.0294,475,60.39,587.4609,59.88,-96563.3671875
476,2380000,647.3317,476,61.27,1880.4852,61.17,-97378.4609375
477,2385000,625.5264,477,58.85,772.6772,59.19,-96442.171875
478,2390000,731.9231,478,58.57,3554.8685,58.25,-99219.5859375
479,2395000,681.249,479,60.04,1099.7557,60.2,-98601.0
480,2400000,641.8146,480,59.52,1574.0428,61.36,-97632.046875
481,2405000,611.1174,481,62.46,689.7507,61.72,-97113.0859375
482,2410000,608.0355,482,57.08,394.5833,58.62,-97171.4765625
483,2415000,635.2117,483,59.63,409.3416,62.45,-98185.734375
484,2420000,619.8198,484,64.48,360.0018,64.25,-98233.234375
485,2425000,692.061,485,61.95,367.9458,61.46,-97658.84375
486,2430000,679.8777,486,65.62,381.2119,65.47,-98545.1953125
487,2435000,650.3841,487,66.66,378.037,65.83,-98289.546875
488,2440000,670.9578,488,64.82,479.7187,64.1,-98480.5234375
489,2445000,644.7872,489,66.18,1042.6126,66.07,-98867.3125
490,2450000,554.0734,490,93.4,488.5075,107.72,-97659.3515625
491,2455000,558.0749,491,266.04,629.8428,263.94,-96476.296875
492,2460000,542.8819,492,239.25,642.1834,240.62,-97803.7890625
493,2465000,561.718,493,237.48,1111.4598,238.1,-97899.71875
494,2470000,634.8818,494,185.28,497.9024,189.17,-98668.6640625
495,2475000,685.1677,495,138.06,433.4985,152.16,-98875.8203125
496,2480000,627.9904,496,151.03,437.6934,148.04,-98193.1015625
497,2485000,577.4767,497,192.21,376.9223,212.62,-96483.3515625
498,2490000,685.4781,498,63.67,512.9353,64.49,-98851.6875
499,2495000,701.0371,499,64.21,472.5939,64.11,-98758.8515625
500,2500000,672.927,500,58.22,390.7341,58.02,-97846.359375
501,2505000,654.683,501,60.57,634.1745,59.76,-97335.7265625
502,2510000,667.0283,502,57.35,354.9302,61.19,-97339.3046875
503,2515000,677.4216,503,66.68,366.4764,65.9,-97355.65625
504,2520000,734.4287,504,67.87,387.9199,66.9,-97859.2890625
505,2525000,643.3349,505,63.94,373.8564,63.68,-97867.21875
506,2530000,682.4808,506,64.61,550.6302,64.3,-98362.65625
507,2535000,697.6065,507,66.26,388.1849,65.48,-98943.8125
508,2540000,623.8987,508,63.38,297.7958,61.89,-97116.0546875
509,2545000,650.9052,509,63.15,332.4575,63.38,-97245.5546875
510,2550000,664.4223,510,57.38,342.9451,58.21,-97659.71875
511,2555000,645.4168,511,66.2,310.3857,64.97,-96395.421875
512,2560000,625.3612,512,61.31,334.3257,60.99,-97034.4296875
513,2565000,661.398,513,61.91,523.0419,61.29,-98726.8671875
514,2570000,630.0526,514,60.83,291.669,63.6,-93035.625
515,2575000,624.2116,515,62.98,298.9534,62.64,-93356.3671875
516,2580000,627.3577,516,58.87,701.18,59.37,-98032.90625
517,2585000,601.0522,517,62.16,302.2678,61.89,-95954.734375
518,2590000,625.5311,518,64.83,299.8999,63.91,-95378.015625
519,2595000,630.1621,519,62.42,330.6833,62.29,-95586.9765625
520,2600000,618.6829,520,63.79,293.259,62.82,-96867.6640625
521,2605000,604.3006,521,61.36,296.3147,60.64,-94587.6171875
522,2610000,630.758,522,59.19,328.8993,59.15,-97237.5390625
523,2615000,623.0929,523,61.75,363.6437,61.1,-97174.71875
524,2620000,627.1687,524,63.56,466.7985,62.84,-96870.4453125
525,2625000,608.3683,525,62.1,718.3278,62.15,-96389.3671875
526,2630000,605.6863,526,61.74,326.761,61.85,-92918.7265625
527,2635000,632.3985,527,58.97,295.7191,59.39,-92380.78125
528,2640000,642.2745,528,60.21,316.5732,60.56,-95265.3046875
529,2645000,616.9213,529,61.46,295.7617,61.19,-93006.078125
530,2650000,605.0088,530,63.85,304.5119,63.79,-94080.140625
531,2655000,608.7539,531,62.58,650.5302,62.53,-93198.3046875
532,2660000,637.2714,532,61.29,406.112,60.51,-96194.5546875
533,2665000,630.6277,533,58.67,737.7073,58.2,-96723.5859375
534,2670000,625.0741,534,59.36,403.7491,59.27,-95316.2734375
535,2675000,651.2606,535,62.65,373.7209,60.89,-96770.0625
536,2680000,621.0292,536,60.0,369.7439,60.28,-96664.9765625
537,2685000,631.5636,537,61.13,415.2742,61.39,-96160.15625
538,2690000,637.0095,538,59.89,369.5272,59.88,-96488.515625
539,2695000,632.5237,539,60.83,392.674,60.71,-94907.796875
540,2700000,630.4345,540,59.19,371.3427,60.0,-94177.703125
541,2705000,626.877,541,65.17,410.0607,64.56,-94232.1171875
542,2710000,623.7491,542,64.09,321.5968,64.29,-95639.1328125
543,2715000,601.5943,543,65.0,306.2565,64.52,-94296.9765625
544,2720000,629.3495,544,63.92,372.6413,63.97,-95947.6328125
545,2725000,617.1067,545,66.48,375.2968,65.78,-96559.7109375
546,2730000,617.4565,546,62.32,306.7814,62.77,-95996.0390625
547,2735000,640.413,547,66.0,351.3675,66.36,-96340.078125
548,2740000,610.4311,548,65.2,278.6296,64.13,-93526.1015625
549,2745000,612.1149,549,64.23,286.8988,61.83,-94884.0
550,2750000,610.2705,550,66.79,289.9907,65.58,-93329.84375
551,2755000,638.865,551,57.17,305.0811,58.24,-96871.4453125
552,2760000,623.3076,552,58.04,318.3362,59.44,-97762.546875
553,2765000,634.5534,553,58.81,317.2785,58.02,-96600.703125
554,2770000,627.9993,554,58.91,339.0617,58.54,-97970.984375
555,2775000,621.5754,555,55.57,361.5023,55.88,-96505.9609375
556,2780000,623.3772,556,61.6,305.3995,61.08,-95067.6796875
557,2785000,612.0533,557,57.41,288.2093,57.59,-93738.921875
558,2790000,617.885,558,60.45,294.1387,60.89,-95145.2109375
559,2795000,623.8808,559,60.47,460.4243,60.69,-95602.609375
560,2800000,632.026,560,59.66,311.5155,58.2,-95464.875
561,2805000,629.5055,561,52.52,320.2563,54.82,-96001.515625
562,2810000,614.9499,562,58.27,391.796,56.07,-96925.90625
563,2815000,627.6157,563,54.64,329.2969,55.76,-95924.4765625
564,2820000,622.6547,564,52.96,338.8035,53.16,-95756.40625
565,2825000,641.3956,565,55.36,384.9384,55.45,-96855.0703125
566,2830000,622.0472,566,55.28,374.7992,55.12,-96958.1015625
567,2835000,622.5636,567,54.39,380.1155,55.67,-96612.46875
568,2840000,604.4359,568,57.25,390.1279,56.76,-95324.265625
569,2845000,633.4727,569,56.16,434.9953,54.48,-97356.96875
570,2850000,626.1275,570,56.85,341.5654,56.49,-94707.703125
571,2855000,631.9268,571,54.8,406.7227,55.12,-97309.78125
572,2860000,636.1251,572,56.07,421.8836,56.41,-97546.046875
573,2865000,636.5785,573,54.34,380.9253,54.54,-96885.1015625
574,2870000,635.4196,574,53.32,418.5512,54.78,-97354.515625
575,2875000,639.7333,575,52.64,396.6464,53.13,-96431.078125
576,2880000,625.336,576,54.51,381.6933,55.48,-97614.1796875
577,2885000,628.9079,577,57.62,511.9415,57.63,-97114.0
578,2890000,641.4752,578,54.14,395.9067,54.15,-96905.4453125
579,2895000,640.8051,579,56.41,464.8688,56.28,-98155.328125
580,2900000,634.8839,580,53.95,417.8386,53.87,-96701.4140625
581,2905000,634.647,581,52.89,422.6784,54.28,-98397.671875
582,2910000,663.4972,582,52.9,435.5009,53.04,-98413.796875
583,2915000,628.7909,583,53.39,446.7843,53.67,-97944.6328125
584,2920000,627.7156,584,54.06,376.079,54.21,-97254.640625
585,2925000,637.1634,585,54.99,455.6807,54.18,-98008.8828125
586,2930000,646.7243,586,53.94,415.281,54.09,-95815.78125
587,2935000,651.537,587,54.64,833.213,54.7,-97528.8984375
588,2940000,642.2365,588,54.69,409.3841,54.39,-95911.015625
589,2945000,623.0358,589,54.68,439.5884,54.66,-95806.3125
590,2950000,615.6696,590,54.89,414.9633,54.86,-96228.6953125
591,2955000,623.0014,591,58.47,416.6945,59.02,-96821.375
592,2960000,624.866,592,58.17,405.4484,58.03,-96879.5234375
593,2965000,629.6166,593,46.86,499.8219,50.27,-97048.0390625
594,2970000,635.1342,594,52.26,395.2295,53.42,-97074.234375
595,2975000,639.3273,595,50.28,384.9009,54.15,-97039.8984375
596,2980000,632.1034,596,50.74,422.3623,52.09,-97217.7578125
597,2985000,624.669,597,51.67,370.0547,52.56,-94818.7109375
598,2990000,634.3243,598,54.61,392.0018,54.77,-95237.65625
599,2995000,602.9599,599,53.22,401.2401,57.07,-96112.1953125
