Running Reverse KL,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Itration,Real Sto Return
382.8184,392,4542.92,414.3845,-19793.7265625,1960000,392,4766.52
367.1779,393,4797.67,404.9623,-19783.267578125,1965000,393,4792.99
324.1708,394,4663.76,407.3337,-19682.841796875,1970000,394,4784.38
372.8571,395,4777.24,409.8919,-19776.111328125,1975000,395,4777.58
349.5086,396,4800.33,408.8189,-19770.591796875,1980000,396,4800.0
424.0374,397,4774.4,422.1419,-19786.134765625,1985000,397,4775.74
421.8247,398,4794.19,440.7928,-19804.455078125,1990000,398,4331.14
402.3279,399,4569.93,434.1121,-19778.103515625,1995000,399,4758.59
359.8737,400,4819.56,416.8569,-19774.353515625,2000000,400,4811.71
407.6988,401,4839.58,430.6011,-19778.3203125,2005000,401,4835.17
387.3107,402,4773.4,434.5796,-19778.83203125,2010000,402,4769.37
359.0859,403,3693.22,411.3829,-19724.8125,2015000,403,4560.77
393.5035,404,3932.63,421.1683,-19765.541015625,2020000,404,4125.18
368.3112,405,4729.54,409.945,-19744.732421875,2025000,405,4642.18
373.427,406,4781.77,404.7664,-19785.208984375,2030000,406,4781.29
341.4189,407,4801.41,405.9624,-19707.287109375,2035000,407,4568.1
374.8657,408,4321.21,418.6093,-19486.515625,2040000,408,4322.89
374.837,409,4332.22,435.1156,-19785.865234375,2045000,409,4552.28
350.9532,410,4377.46,409.0905,-19800.517578125,2050000,410,4385.61
335.1426,411,4833.47,386.5601,-19736.748046875,2055000,411,4831.47
337.6463,412,4830.76,392.5711,-19696.837890625,2060000,412,4748.38
352.8217,413,4221.78,395.8873,-19351.1640625,2065000,413,3991.62
358.1091,414,3942.14,397.8166,-19692.08984375,2070000,414,3500.73
382.027,415,2392.15,421.2771,-19460.349609375,2075000,415,2550.46
735.8716,416,2378.67,428.0338,-19505.306640625,2080000,416,2723.39
438.2065,417,3191.51,437.6596,-19058.609375,2085000,417,3384.71
394.5,418,4282.41,434.7185,-19400.326171875,2090000,418,4094.99
399.6276,419,4739.28,426.8335,-19792.50390625,2095000,419,4231.81
389.1306,420,4794.64,431.3112,-19814.392578125,2100000,420,4793.03
348.2237,421,4789.96,397.5029,-19763.521484375,2105000,421,4660.67
407.7676,422,4586.84,395.405,-19654.853515625,2110000,422,4590.35
372.5319,423,4790.65,407.0856,-19794.791015625,2115000,423,4796.86
581.8057,424,4541.04,438.515,-19177.71875,2120000,424,4546.32
392.1836,425,3651.39,437.7493,-19599.609375,2125000,425,3896.24
848.9171,426,3487.34,424.7177,-19608.822265625,2130000,426,3263.16
353.6686,427,4086.95,424.7373,-19422.107421875,2135000,427,4525.12
740.2093,428,3197.74,431.69,-19611.888671875,2140000,428,3768.34
351.419,429,4099.15,418.0921,-19400.607421875,2145000,429,4752.98
368.0778,430,4118.66,428.3033,-19534.060546875,2150000,430,4320.1
446.8311,431,3855.18,421.0933,-19659.87109375,2155000,431,3644.47
429.151,432,4094.37,432.6473,-19714.580078125,2160000,432,4515.28
851.4998,433,4321.97,437.5516,-19661.11328125,2165000,433,3888.68
371.1059,434,4742.77,436.1254,-19798.8515625,2170000,434,4743.34
471.3726,435,4729.6,426.716,-19744.701171875,2175000,435,4336.07
370.8443,436,4522.14,428.9931,-19761.271484375,2180000,436,4303.05
904.2689,437,2255.26,438.2809,-19228.21484375,2185000,437,2023.19
370.4672,438,4507.27,432.1228,-19801.490234375,2190000,438,4512.05
350.2489,439,4085.83,429.5881,-18562.30859375,2195000,439,3882.51
360.6179,440,4284.21,429.323,-19593.7421875,2200000,440,4581.03
314.904,441,4343.26,409.7747,-19093.650390625,2205000,441,4121.41
356.3138,442,4560.24,418.4042,-19710.005859375,2210000,442,4411.89
488.6694,443,4725.23,438.5612,-19617.943359375,2215000,443,4503.01
348.9253,444,4293.46,422.5198,-19386.185546875,2220000,444,4463.54
386.9148,445,4773.96,434.6705,-19802.78125,2225000,445,4707.38
383.9289,446,3775.47,433.6735,-19785.751953125,2230000,446,4731.3
326.5103,447,4151.59,428.3498,-18849.642578125,2235000,447,4598.58
338.7361,448,4269.23,426.6204,-18894.03515625,2240000,448,4041.29
399.7394,449,4148.66,443.661,-19817.5078125,2245000,449,4704.11
376.1741,450,4087.46,443.8885,-19793.873046875,2250000,450,3635.14
371.4325,451,4732.75,444.1136,-19788.560546875,2255000,451,4733.06
452.2475,452,4620.46,435.1859,-19720.326171875,2260000,452,4745.12
638.2776,453,4299.77,439.4484,-19534.80859375,2265000,453,4301.64
348.062,454,4154.03,432.8065,-19390.150390625,2270000,454,4736.96
363.8999,455,4241.67,437.6376,-19777.927734375,2275000,455,4437.29
383.4421,456,4008.24,444.564,-19150.220703125,2280000,456,3961.97
365.4993,457,4648.95,443.5747,-19754.068359375,2285000,457,4444.61
519.2937,458,4111.11,439.7177,-19447.2890625,2290000,458,4530.92
372.5165,459,4492.38,443.1957,-19301.12890625,2295000,459,4262.08
381.212,460,4153.74,440.7811,-19791.953125,2300000,460,4301.4
530.9155,461,3668.97,434.9525,-18065.216796875,2305000,461,3819.73
370.3198,462,4770.77,434.6431,-19807.486328125,2310000,462,3567.74
585.8357,463,4584.73,439.2855,-18895.53515625,2315000,463,4562.61
449.6088,464,4726.56,447.0161,-19784.623046875,2320000,464,4553.31
869.3927,465,4321.8,445.1232,-19690.09375,2325000,465,4506.15
372.7379,466,4564.69,447.6941,-19748.71875,2330000,466,4260.47
644.4018,467,2953.13,453.7014,-18285.951171875,2335000,467,2378.13
340.7298,468,4182.47,438.4149,-19180.978515625,2340000,468,4410.56
