Running Reverse KL,Itration,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Real Sto Return,Real Det Return
1163.537,398,398,-19333.02734375,1990000,549.0358,227.73,292.19
1367.0303,399,399,-19246.58984375,1995000,490.5744,343.42,346.01
2200.395,400,400,-19581.1015625,2000000,650.1138,102.68,103.29
1057.678,401,401,-19354.078125,2005000,651.615,75.78,74.73
680.0171,402,402,-18833.4921875,2010000,622.7063,81.54,90.26
514.5424,403,403,-18840.490234375,2015000,648.9358,71.06,71.14
680.1024,404,404,-18892.697265625,2020000,605.9759,65.95,66.14
821.4863,405,405,-19038.568359375,2025000,612.619,68.34,68.35
783.1203,406,406,-18893.74609375,2030000,618.2118,67.04,67.03
730.8876,407,407,-18782.26171875,2035000,575.0695,68.26,67.95
1734.5172,408,408,-19488.744140625,2040000,628.6136,70.23,69.38
1475.9154,409,409,-19372.19921875,2045000,622.4074,64.7,64.68
871.8968,410,410,-19621.919921875,2050000,631.6488,62.67,62.27
1197.0537,411,411,-19482.431640625,2055000,638.1259,66.52,66.59
886.38,412,412,-19176.609375,2060000,605.9366,64.96,64.87
1771.2074,413,413,-19545.46875,2065000,626.4519,59.22,59.55
670.8547,414,414,-19243.125,2070000,620.2655,59.0,58.93
658.8611,415,415,-18988.673828125,2075000,627.5031,57.47,57.49
1351.3045,416,416,-19467.8984375,2080000,631.142,65.09,65.03
532.7723,417,417,-18832.96875,2085000,563.9741,78.96,77.07
1160.314,418,418,-19363.80078125,2090000,620.6491,55.55,55.84
1944.7158,419,419,-19412.326171875,2095000,623.4072,64.38,64.3
1458.8133,420,420,-19555.701171875,2100000,526.0693,248.92,218.16
450.1799,421,421,-19461.712890625,2105000,625.9454,181.19,140.85
1413.481,422,422,-19562.599609375,2110000,507.157,377.01,396.14
2309.6082,423,423,-19524.837890625,2115000,526.6827,360.55,345.31
1241.6081,424,424,-19134.30859375,2120000,486.2961,619.6,552.58
1041.0105,425,425,-19324.291015625,2125000,495.3719,461.0,441.88
1944.2227,426,426,-18715.869140625,2130000,485.5876,529.29,575.1
2698.4137,427,427,-18781.07421875,2135000,475.5188,607.74,641.51
2013.6103,428,428,-19155.013671875,2140000,493.7858,556.57,521.43
1586.5368,429,429,-19220.3359375,2145000,485.8789,518.9,514.39
2113.612,430,430,-19116.875,2150000,487.7197,544.65,504.74
1315.3146,431,431,-19607.982421875,2155000,535.0732,142.6,115.35
1925.7981,432,432,-19703.853515625,2160000,534.313,167.39,143.99
2060.3773,433,433,-19798.267578125,2165000,725.9248,61.99,62.22
2371.1934,434,434,-19795.0859375,2170000,719.0913,60.64,60.54
1952.2844,435,435,-19787.4921875,2175000,720.1377,61.77,61.77
2119.2976,436,436,-19746.27734375,2180000,714.0363,61.62,61.7
2883.3952,437,437,-19695.439453125,2185000,712.7412,63.31,63.75
1173.5173,438,438,-19718.05859375,2190000,693.6908,67.38,68.23
1767.6932,439,439,-19763.548828125,2195000,717.6423,60.31,60.51
471.7124,440,440,-19548.716796875,2200000,668.2688,62.07,62.88
481.3483,441,441,-19642.306640625,2205000,670.3753,56.89,53.05
1779.8413,442,442,-19677.51953125,2210000,720.8158,58.8,59.86
1037.9046,443,443,-19599.681640625,2215000,692.5888,59.88,61.2
786.8432,444,444,-19528.470703125,2220000,689.189,60.81,60.18
1992.8885,445,445,-19675.375,2225000,703.4339,55.18,54.27
2682.1973,446,446,-19705.5078125,2230000,692.916,54.96,54.48
3071.3659,447,447,-19720.71484375,2235000,713.1114,53.77,53.87
1698.81,448,448,-19745.30859375,2240000,717.3958,58.66,58.11
1032.2541,449,449,-19651.126953125,2245000,692.0811,61.63,60.48
1365.2873,450,450,-19733.34765625,2250000,734.7245,59.72,59.82
978.2157,451,451,-19759.955078125,2255000,719.7155,60.66,60.04
926.6645,452,452,-19769.49609375,2260000,723.4699,60.58,59.6
1742.7424,453,453,-19783.650390625,2265000,736.3679,59.98,59.68
1841.0136,454,454,-19784.51171875,2270000,715.7979,58.79,58.73
1188.3698,455,455,-19799.68359375,2275000,718.3629,59.24,59.47
1203.1054,456,456,-19786.9609375,2280000,732.127,59.45,59.69
853.5933,457,457,-19743.15625,2285000,697.1399,59.66,59.41
781.5106,458,458,-19716.591796875,2290000,698.9674,59.64,59.61
663.8037,459,459,-19579.357421875,2295000,676.4198,59.7,59.67
552.542,460,460,-19701.029296875,2300000,704.3486,58.23,56.62
939.213,461,461,-19742.33203125,2305000,693.0559,58.1,58.63
826.8664,462,462,-19756.306640625,2310000,688.0583,58.02,57.41
1215.9232,463,463,-19775.806640625,2315000,702.5118,56.43,56.09
1007.7405,464,464,-19757.47265625,2320000,691.0539,59.42,58.9
562.1529,465,465,-19151.4375,2325000,656.634,59.12,59.2
1136.438,466,466,-19699.615234375,2330000,673.7081,60.3,59.6
709.4083,467,467,-19667.27734375,2335000,693.3674,61.41,60.11
1618.506,468,468,-19804.359375,2340000,692.1195,59.65,58.53
487.0239,469,469,-19736.279296875,2345000,694.8568,60.77,60.22
1009.8226,470,470,-19772.767578125,2350000,681.5767,61.74,60.8
807.9166,471,471,-19334.556640625,2355000,636.4456,58.75,59.9
968.4551,472,472,-19722.791015625,2360000,685.1113,60.78,59.1
1951.0584,473,473,-19780.197265625,2365000,681.2215,60.36,59.46
1007.7086,474,474,-19755.5546875,2370000,688.0979,59.04,57.34
828.6661,475,475,-19511.41015625,2375000,675.8682,61.34,60.96
494.2411,476,476,-19531.4140625,2380000,660.4761,61.49,61.11
405.4585,477,477,-19471.07421875,2385000,652.8932,59.7,58.2
720.0054,478,478,-19746.10546875,2390000,683.0566,62.75,62.83
674.612,479,479,-19703.857421875,2395000,669.6112,61.12,60.18
690.9296,480,480,-19536.62890625,2400000,646.2728,60.87,60.31
510.9952,481,481,-19346.68359375,2405000,639.1395,57.91,57.78
612.5264,482,482,-19394.8671875,2410000,659.0264,59.4,59.78
1372.9916,483,483,-19738.001953125,2415000,656.1035,60.12,60.28
957.5087,484,484,-19750.6171875,2420000,651.8069,60.85,60.71
941.828,485,485,-19739.087890625,2425000,686.3541,59.96,59.91
910.9534,486,486,-19747.25390625,2430000,689.0893,60.23,59.71
580.3943,487,487,-19686.609375,2435000,658.8392,61.65,61.21
1110.9516,488,488,-19732.21875,2440000,673.8678,61.79,61.96
590.0822,489,489,-19715.35546875,2445000,693.8814,59.86,58.48
719.39,490,490,-19714.828125,2450000,666.5366,62.31,61.66
691.2477,491,491,-19516.07421875,2455000,663.3138,59.93,60.28
966.6723,492,492,-19568.279296875,2460000,641.5013,60.23,61.27
983.478,493,493,-19696.4375,2465000,667.7568,60.45,60.15
752.3763,494,494,-19645.705078125,2470000,651.5236,60.42,60.26
422.8649,495,495,-19531.45703125,2475000,672.3458,60.87,60.46
869.0729,496,496,-19747.001953125,2480000,671.739,58.66,59.22
831.7393,497,497,-19552.939453125,2485000,667.8762,58.17,57.7
733.9615,498,498,-19504.5859375,2490000,640.3096,60.98,61.12
513.9604,499,499,-19662.765625,2495000,675.3945,61.0,58.22
518.7053,500,500,-19611.140625,2500000,664.5113,59.38,58.01
645.4314,501,501,-19641.376953125,2505000,669.0399,58.53,58.75
501.8918,502,502,-19749.6640625,2510000,683.1156,59.58,59.74
513.7962,503,503,-19381.748046875,2515000,621.2875,56.97,57.17
1141.4108,504,504,-19460.599609375,2520000,650.9939,57.16,57.06
1069.2819,505,505,-19436.783203125,2525000,650.0754,57.48,57.71
464.6846,506,506,-19246.595703125,2530000,649.4205,56.83,55.6
553.9459,507,507,-19466.15625,2535000,649.4016,59.36,59.03
634.8298,508,508,-19496.857421875,2540000,642.4144,56.78,57.1
723.1376,509,509,-19707.416015625,2545000,674.5543,55.71,56.44
741.2092,510,510,-19333.376953125,2550000,646.2779,57.33,57.85
1132.3163,511,511,-19720.03515625,2555000,689.7116,57.78,58.0
1119.9404,512,512,-19421.482421875,2560000,642.8954,58.24,58.47
1244.8417,513,513,-19437.98828125,2565000,660.9882,59.37,60.17
912.7622,514,514,-19641.09765625,2570000,671.5311,61.88,61.71
1054.7252,515,515,-19561.736328125,2575000,665.7414,58.56,58.9
1211.719,516,516,-19456.703125,2580000,653.0394,58.48,59.12
2412.0932,517,517,-19778.267578125,2585000,701.1573,57.14,58.33
1787.9347,518,518,-19565.646484375,2590000,674.7253,57.73,58.24
550.2109,519,519,-19104.89453125,2595000,652.7128,59.59,57.91
759.9049,520,520,-19184.771484375,2600000,659.757,56.24,53.32
762.6575,521,521,-19528.982421875,2605000,673.1892,54.45,57.58
1765.2866,522,522,-19574.734375,2610000,680.2129,60.85,58.42
613.4277,523,523,-19399.92578125,2615000,654.6332,55.48,54.71
696.4739,524,524,-19332.427734375,2620000,659.2724,54.81,53.06
839.4877,525,525,-19162.58984375,2625000,664.953,59.98,58.8
2290.2974,526,526,-19724.1015625,2630000,687.8365,62.17,61.31
635.0667,527,527,-19040.83203125,2635000,649.1416,61.23,60.9
1481.1455,528,528,-19582.63671875,2640000,704.3435,62.46,61.91
1660.7133,529,529,-19789.224609375,2645000,699.7657,61.74,61.67
1621.4028,530,530,-19313.19140625,2650000,700.7213,62.42,61.75
420.5573,531,531,-19419.283203125,2655000,673.7766,61.44,61.49
2410.0084,532,532,-19702.61328125,2660000,701.3493,61.64,61.88
1582.9287,533,533,-19600.41796875,2665000,678.9371,62.28,63.3
1006.4135,534,534,-19813.3203125,2670000,705.7387,63.09,63.12
3001.0098,535,535,-19781.2578125,2675000,700.3844,62.63,62.38
2192.5475,536,536,-19729.4609375,2680000,699.847,62.49,64.51
967.4369,537,537,-19730.94921875,2685000,695.6129,62.54,63.83
1369.9452,538,538,-19743.384765625,2690000,698.5381,62.69,64.17
1160.9699,539,539,-19767.974609375,2695000,696.9541,61.56,63.58
3358.9146,540,540,-19850.953125,2700000,710.0543,62.38,63.92
537.3103,541,541,-19581.669921875,2705000,688.663,62.38,61.82
1185.7284,542,542,-19508.240234375,2710000,699.4639,61.06,60.88
387.7038,543,543,-17925.048828125,2715000,680.5599,62.19,61.11
402.109,544,544,-18618.359375,2720000,682.9894,62.33,62.44
432.671,545,545,-19451.314453125,2725000,705.7619,61.06,60.84
350.8685,546,546,-19529.66015625,2730000,698.0522,61.46,61.16
731.621,547,547,-19796.74609375,2735000,695.1995,59.23,60.37
2942.6827,548,548,-19852.0234375,2740000,705.2337,59.97,60.97
515.7192,549,549,-19811.943359375,2745000,678.9076,58.66,59.09
487.641,550,550,-19763.275390625,2750000,683.7072,57.64,56.35
431.4415,551,551,-19625.62109375,2755000,696.8223,58.13,58.28
2028.3623,552,552,-19885.509765625,2760000,720.1067,55.9,53.94
448.6513,553,553,-19558.57421875,2765000,674.8507,55.01,54.42
413.6718,554,554,-19284.763671875,2770000,643.5085,53.11,53.62
575.9664,555,555,-19800.4921875,2775000,681.7963,56.16,55.61
533.6531,556,556,-19783.806640625,2780000,669.5159,58.1,57.73
515.6645,557,557,-19841.0859375,2785000,677.0636,57.11,57.32
730.0781,558,558,-19840.64453125,2790000,666.2801,56.61,56.4
627.107,559,559,-19787.94140625,2795000,661.543,56.4,54.54
1429.5773,560,560,-19896.861328125,2800000,703.2084,55.2,54.37
972.4943,561,561,-19914.802734375,2805000,700.7426,56.86,54.77
721.2518,562,562,-19919.23828125,2810000,697.4639,56.01,56.2
807.7803,563,563,-19903.2734375,2815000,682.8072,55.4,52.39
692.8714,564,564,-19888.8828125,2820000,681.3771,57.23,56.15
572.9878,565,565,-19856.306640625,2825000,672.0301,56.26,55.74
606.4977,566,566,-19904.265625,2830000,706.7463,57.79,56.54
640.2819,567,567,-19898.79296875,2835000,692.5042,57.08,56.73
554.6404,568,568,-19914.05078125,2840000,686.1269,56.24,54.4
1005.3454,569,569,-19905.74609375,2845000,703.2371,57.27,56.59
503.9286,570,570,-19886.8515625,2850000,692.5737,56.41,55.72
471.9085,571,571,-19893.248046875,2855000,684.2205,53.77,52.88
553.822,572,572,-19900.84765625,2860000,690.5821,55.36,54.93
643.3079,573,573,-19902.876953125,2865000,661.267,55.93,56.57
645.9841,574,574,-19897.716796875,2870000,671.2062,56.08,56.04
503.0281,575,575,-19898.18359375,2875000,683.9338,54.33,53.54
487.3404,576,576,-19846.1796875,2880000,679.2158,55.47,54.95
568.5545,577,577,-19813.1171875,2885000,672.7285,53.08,52.3
599.4049,578,578,-19877.173828125,2890000,681.8325,53.93,53.55
673.5028,579,579,-19890.177734375,2895000,686.6757,54.89,52.29
755.459,580,580,-19875.380859375,2900000,665.8978,56.27,54.95
1238.4169,581,581,-19915.171875,2905000,698.7642,53.92,52.16
569.3352,582,582,-19857.052734375,2910000,682.5132,52.67,52.39
1187.6779,583,583,-19857.38671875,2915000,695.7021,53.53,52.03
938.5632,584,584,-19880.982421875,2920000,687.3061,50.4,49.91
579.6133,585,585,-19893.046875,2925000,685.3287,56.51,56.88
1062.2277,586,586,-19903.580078125,2930000,693.2873,56.58,57.23
1229.432,587,587,-19902.80078125,2935000,695.8418,52.56,51.55
1060.0658,588,588,-19912.986328125,2940000,696.1043,55.85,56.3
1034.0562,589,589,-19908.05859375,2945000,692.3456,55.27,55.34
749.4243,590,590,-19913.984375,2950000,711.0111,56.58,56.57
791.2064,591,591,-19903.560546875,2955000,708.9824,55.73,55.85
618.423,592,592,-19930.8359375,2960000,691.8373,52.99,51.53
732.3538,593,593,-19897.087890625,2965000,688.0495,57.97,58.76
942.8884,594,594,-19923.263671875,2970000,708.4151,58.01,57.71
1020.282,595,595,-19921.748046875,2975000,704.0027,54.05,54.36
952.1073,596,596,-19933.109375,2980000,700.4206,52.62,52.03
931.499,597,597,-19911.501953125,2985000,697.4045,53.5,51.91
806.9447,598,598,-19882.076171875,2990000,676.3869,55.85,55.78
518.2169,599,599,-19833.220703125,2995000,660.3475,56.69,57.65
