Running Forward KL,Real Sto Return,Itration,Running Update Time,Reward Loss,Running Reverse KL,Running Env Steps,Real Det Return
156.6403,1943.34,394,394,-64830.0390625,15.33,1970000,2319.59
156.6285,1974.5,395,395,-65166.3203125,15.3237,1975000,2328.3
156.6482,1962.6,396,396,-65361.44140625,15.2549,1980000,2327.21
156.6325,1970.63,397,397,-65447.17578125,15.2925,1985000,2324.85
156.5992,1975.3,398,398,-65363.19921875,15.1801,1990000,2333.34
156.7281,1951.58,399,399,-65496.8515625,15.3375,1995000,2323.16
156.6015,1952.97,400,400,-65509.87890625,15.1599,2000000,2314.64
156.7279,1968.79,401,401,-65645.7109375,15.2963,2005000,2323.83
156.5948,1972.77,402,402,-65646.96875,15.1311,2010000,2324.81
156.6005,1957.08,403,403,-66127.75,15.3066,2015000,2333.96
156.7598,1967.82,404,404,-66210.09375,15.3357,2020000,2333.16
156.5861,1960.44,405,405,-66564.40625,15.4847,2025000,2343.78
156.5124,1961.82,406,406,-66212.140625,15.1069,2030000,2323.97
156.6105,1990.3,407,407,-66308.1484375,15.2647,2035000,2337.02
156.7,1965.82,408,408,-66381.2109375,15.2745,2040000,2314.71
156.66,1963.14,409,409,-66828.2890625,15.2367,2045000,2310.91
156.591,1971.12,410,410,-66626.0703125,15.2796,2050000,2319.79
156.514,1952.25,411,411,-66784.3515625,15.2403,2055000,2301.67
156.4362,1967.87,412,412,-67042.6015625,15.2856,2060000,2336.25
156.6735,1983.39,413,413,-67258.1953125,15.4651,2065000,2326.63
156.5817,1979.51,414,414,-67372.765625,15.4076,2070000,2331.35
156.6329,1969.23,415,415,-67708.3046875,15.2591,2075000,2331.68
156.3289,2003.03,416,416,-67612.6953125,15.2433,2080000,2346.61
156.6878,1975.05,417,417,-67876.5859375,15.2697,2085000,2335.91
156.598,1984.17,418,418,-67722.0703125,15.3435,2090000,2323.15
156.6511,1988.03,419,419,-67964.546875,15.3319,2095000,2342.02
156.5149,1971.31,420,420,-68125.109375,15.3702,2100000,2331.15
156.5873,1982.09,421,421,-68464.09375,15.3903,2105000,2343.83
156.6249,1979.6,422,422,-68388.484375,15.2067,2110000,2342.33
156.6158,1985.03,423,423,-68300.1484375,15.3424,2115000,2316.64
156.8284,1978.92,424,424,-68677.4140625,15.4488,2120000,2344.7
156.5279,1985.51,425,425,-68825.2421875,15.3177,2125000,2350.65
156.4596,1972.1,426,426,-68576.078125,15.1591,2130000,2326.73
156.4803,1981.91,427,427,-68788.84375,15.292,2135000,2335.59
156.6826,1949.88,428,428,-69186.4140625,15.3717,2140000,2339.07
156.5316,1966.35,429,429,-68942.8984375,15.1575,2145000,2333.51
156.6091,1961.05,430,430,-69055.640625,15.3118,2150000,2344.91
156.594,1966.19,431,431,-69452.5234375,15.2772,2155000,2348.41
156.5833,1972.06,432,432,-69174.5546875,15.2177,2160000,2338.22
156.5877,1971.48,433,433,-69284.6953125,15.2089,2165000,2355.49
156.5074,1961.56,434,434,-69666.0625,15.2216,2170000,2332.6
156.4982,1994.23,435,435,-70045.2890625,15.327,2175000,2346.16
156.5993,1985.37,436,436,-69580.4921875,15.2458,2180000,2351.51
156.6016,1991.25,437,437,-70021.453125,15.4466,2185000,2357.91
156.5449,1971.97,438,438,-70088.015625,15.2184,2190000,2330.45
156.6692,1970.72,439,439,-70111.0,15.3554,2195000,2338.77
156.5882,1979.53,440,440,-70685.4375,15.3297,2200000,2358.62
156.5289,1953.98,441,441,-70725.296875,15.3688,2205000,2352.51
156.5961,1959.31,442,442,-70861.375,15.3501,2210000,2343.11
156.7112,1980.9,443,443,-70941.796875,15.3689,2215000,2356.68
156.5222,1978.63,444,444,-70723.953125,15.4424,2220000,2323.15
156.7734,1979.75,445,445,-71056.6796875,15.5177,2225000,2339.38
156.7884,1976.25,446,446,-71185.671875,15.5213,2230000,2354.84
156.6524,1963.92,447,447,-70821.96875,15.2008,2235000,2348.13
156.5283,1983.85,448,448,-71082.5078125,15.3635,2240000,2324.93
156.6102,1964.79,449,449,-71244.4375,15.22,2245000,2336.42
156.7242,1981.9,450,450,-71495.3125,15.2703,2250000,2334.2
156.4715,1967.22,451,451,-71500.8828125,15.3817,2255000,2343.83
156.4825,1976.04,452,452,-71603.0546875,15.3961,2260000,2359.71
156.5925,1978.75,453,453,-71730.4921875,15.2882,2265000,2307.88
156.5944,1982.45,454,454,-71705.0234375,15.2586,2270000,2325.16
156.7869,1972.45,455,455,-71589.9921875,15.244,2275000,2325.8
156.6035,1971.3,456,456,-72024.28125,15.1871,2280000,2322.94
156.5888,1979.95,457,457,-71819.953125,15.1204,2285000,2346.1
156.5608,1977.83,458,458,-71744.7578125,15.1577,2290000,2339.13
156.8244,1972.35,459,459,-72250.0390625,15.3368,2295000,2335.44
156.6127,1976.93,460,460,-72647.3046875,15.3247,2300000,2362.3
156.5569,1980.93,461,461,-72248.8203125,15.2334,2305000,2343.81
156.6882,1971.57,462,462,-72444.796875,15.4805,2310000,2348.57
156.6916,1995.98,463,463,-72261.1171875,15.247,2315000,2350.54
156.7004,1963.95,464,464,-72760.7109375,15.1707,2320000,2357.75
156.4814,1987.65,465,465,-66430.6796875,14.1187,2325000,2356.54
156.5267,2000.62,466,466,-73134.7578125,15.351,2330000,2365.1
156.587,1998.4,467,467,-73220.8046875,15.3354,2335000,2382.03
156.6185,2001.76,468,468,-73099.2265625,15.3536,2340000,2363.03
156.8314,1987.89,469,469,-73270.078125,15.1667,2345000,2342.98
156.5384,1983.58,470,470,-73647.078125,15.4655,2350000,2353.1
156.6197,1994.1,471,471,-73579.515625,15.3576,2355000,2366.91
156.6189,1980.27,472,472,-73579.7578125,15.2837,2360000,2358.26
156.6086,1984.48,473,473,-73745.953125,15.2529,2365000,2359.35
156.6789,1991.52,474,474,-73743.796875,15.355,2370000,2348.25
156.5734,1998.38,475,475,-74038.4140625,15.2796,2375000,2362.14
156.6643,1992.64,476,476,-73845.8125,15.3749,2380000,2336.36
156.5163,1998.89,477,477,-73980.1015625,15.2027,2385000,2379.98
156.5784,1980.74,478,478,-74048.0390625,15.2358,2390000,2341.34
156.6019,2012.49,479,479,-74166.6171875,15.3521,2395000,2333.68
156.5307,1995.09,480,480,-74210.796875,15.3479,2400000,2351.65
156.4915,1988.19,481,481,-74405.328125,15.1966,2405000,2343.31
156.6365,1985.63,482,482,-74595.2734375,15.2812,2410000,2356.55
156.6101,2002.74,483,483,-74289.984375,15.3185,2415000,2350.6
156.5196,2007.37,484,484,-74626.9921875,15.1762,2420000,2363.58
156.4537,1999.35,485,485,-74792.3125,15.3281,2425000,2354.17
156.6318,1999.48,486,486,-74947.59375,15.2297,2430000,2356.19
156.5032,1987.8,487,487,-74790.8828125,15.2151,2435000,2365.65
156.5948,2014.89,488,488,-75429.28125,15.5961,2440000,2373.66
156.5574,1966.05,489,489,-75071.796875,15.1592,2445000,2343.57
156.6073,1984.45,490,490,-75240.328125,15.1528,2450000,2363.37
156.6437,2007.24,491,491,-75335.21875,15.346,2455000,2358.44
156.5542,1996.45,492,492,-75188.2578125,15.1152,2460000,2350.07
156.5312,1981.64,493,493,-75135.9296875,15.1344,2465000,2340.0
156.6427,2003.29,494,494,-75770.796875,15.4957,2470000,2368.79
156.5999,1980.19,495,495,-75320.3125,15.1711,2475000,2324.34
156.5151,1987.52,496,496,-75365.265625,14.9935,2480000,2319.51
156.5616,1965.21,497,497,-75594.265625,15.0838,2485000,2299.72
156.5749,1987.7,498,498,-75793.4375,15.1787,2490000,2337.69
156.6021,1970.78,499,499,-76053.3203125,15.3561,2495000,2317.03
156.6043,1976.94,500,500,-76017.5625,15.2575,2500000,2327.88
156.6509,1988.81,501,501,-75979.390625,15.1549,2505000,2324.38
156.5571,1978.61,502,502,-76071.4375,15.2509,2510000,2316.15
156.5615,1976.36,503,503,-76204.4453125,15.1635,2515000,2336.99
156.6968,1977.23,504,504,-75956.703125,15.0704,2520000,2319.99
156.5538,1984.91,505,505,-76628.6640625,15.1666,2525000,2337.19
156.4906,1989.08,506,506,-76532.0703125,15.2813,2530000,2325.33
156.5985,1996.22,507,507,-76589.421875,15.2964,2535000,2311.82
156.5734,1984.82,508,508,-76306.6796875,15.3306,2540000,2310.17
156.5439,1983.8,509,509,-76744.7578125,15.0453,2545000,2295.73
156.7308,1971.51,510,510,-76922.5234375,15.2587,2550000,2323.01
156.5662,1977.73,511,511,-76620.734375,15.0673,2555000,2286.25
156.6313,2001.68,512,512,-77197.4765625,15.1962,2560000,2331.66
156.6891,1978.3,513,513,-76935.71875,15.2295,2565000,2286.72
156.7073,1993.6,514,514,-77188.5390625,15.209,2570000,2309.87
156.6817,1975.78,515,515,-77013.9921875,15.0736,2575000,2295.24
156.713,1954.92,516,516,-77147.3046875,15.0869,2580000,2286.4
156.623,1992.59,517,517,-77357.8203125,15.3781,2585000,2324.96
156.6136,1979.59,518,518,-77372.84375,15.3891,2590000,2320.11
156.4843,1975.81,519,519,-77492.484375,15.3492,2595000,2307.76
156.5616,2010.61,520,520,-77808.7265625,15.1768,2600000,2312.92
156.6805,1988.63,521,521,-77880.1875,15.3442,2605000,2336.56
156.6153,2000.61,522,522,-78080.3984375,15.5242,2610000,2320.32
156.5825,1993.98,523,523,-78113.15625,15.4325,2615000,2349.55
156.7003,1997.01,524,524,-78012.2109375,15.2012,2620000,2321.42
156.5191,1983.93,525,525,-78167.5703125,15.1156,2625000,2322.61
156.667,1978.49,526,526,-78230.25,15.2391,2630000,2350.06
156.6718,1999.14,527,527,-78270.6171875,15.1716,2635000,2319.44
156.5542,2005.53,528,528,-78368.3125,15.1373,2640000,2340.47
156.5745,2004.91,529,529,-78406.7265625,15.3305,2645000,2337.28
156.6625,1997.48,530,530,-78573.6015625,15.3568,2650000,2346.43
156.5678,1980.08,531,531,-78780.5234375,15.2789,2655000,2329.91
156.5954,1990.21,532,532,-78893.4921875,15.4242,2660000,2338.37
156.6025,1986.47,533,533,-78750.671875,15.0869,2665000,2344.54
156.6021,1987.1,534,534,-79069.6328125,15.2822,2670000,2350.52
156.57,1994.51,535,535,-78844.9453125,15.2821,2675000,2321.95
156.5388,1997.25,536,536,-79109.6015625,15.0817,2680000,2333.95
156.6843,2003.76,537,537,-78996.0,15.3384,2685000,2338.04
156.5666,2001.43,538,538,-79168.2578125,15.3218,2690000,2335.96
156.5056,2008.2,539,539,-79256.890625,15.1342,2695000,2329.68
156.6183,2017.62,540,540,-79314.421875,15.248,2700000,2343.15
156.5138,1998.78,541,541,-79688.109375,15.4129,2705000,2349.48
156.5113,1992.78,542,542,-79489.3984375,15.212,2710000,2331.28
156.5219,1995.22,543,543,-79586.8515625,15.0039,2715000,2337.74
156.5851,2012.11,544,544,-79854.2890625,15.2021,2720000,2347.67
156.4723,1970.24,545,545,-79534.125,14.8889,2725000,2307.15
156.613,1993.21,546,546,-79913.296875,15.0966,2730000,2328.11
156.561,1987.19,547,547,-79908.59375,15.1525,2735000,2332.54
156.5757,1995.8,548,548,-80037.0546875,15.1743,2740000,2336.34
156.5299,1976.34,549,549,-80147.6796875,15.1303,2745000,2313.37
156.386,2006.15,550,550,-80172.8984375,15.117,2750000,2342.24
156.3658,2001.55,551,551,-80136.90625,15.0453,2755000,2320.56
156.4823,2009.8,552,552,-80610.03125,15.3159,2760000,2328.96
156.5804,2001.7,553,553,-80626.3359375,15.2765,2765000,2346.89
156.4865,2005.23,554,554,-80460.4609375,15.1695,2770000,2348.65
156.6274,1983.85,555,555,-80708.75,15.4522,2775000,2345.23
156.5879,1999.81,556,556,-80547.4921875,15.2641,2780000,2361.17
156.764,2002.71,557,557,-80475.0,15.0058,2785000,2340.75
156.6027,1995.82,558,558,-80629.875,15.257,2790000,2343.25
156.6909,1974.35,559,559,-80816.21875,15.2254,2795000,2342.48
156.6355,2000.39,560,560,-80703.140625,15.1859,2800000,2329.24
156.5238,2018.12,561,561,-81310.28125,15.4306,2805000,2366.1
156.5654,1995.07,562,562,-81341.0546875,15.147,2810000,2334.56
156.721,2010.24,563,563,-81474.2421875,15.2787,2815000,2357.56
156.6494,2000.2,564,564,-81215.015625,15.2879,2820000,2338.28
156.5622,1982.97,565,565,-81668.6484375,15.0735,2825000,2341.31
156.6221,2010.05,566,566,-81540.6640625,15.4174,2830000,2345.76
156.5543,2016.64,567,567,-81618.9296875,15.358,2835000,2352.97
156.6198,2001.23,568,568,-81568.921875,15.2742,2840000,2339.26
156.5835,2010.18,569,569,-81882.1328125,15.3522,2845000,2331.01
156.6499,2013.12,570,570,-81831.28125,15.2601,2850000,2351.72
156.6381,2000.53,571,571,-82027.625,15.1779,2855000,2334.44
156.5514,2010.45,572,572,-82044.859375,15.2181,2860000,2319.13
156.5435,1980.67,573,573,-82059.0859375,14.977,2865000,2328.97
156.6835,2004.06,574,574,-81680.3359375,15.1955,2870000,2333.86
156.546,1987.87,575,575,-81900.734375,15.2092,2875000,2332.03
156.5676,1978.01,576,576,-82086.953125,15.2701,2880000,2295.0
156.588,1990.23,577,577,-81976.953125,15.0098,2885000,2300.11
156.5292,1991.15,578,578,-82311.7109375,15.1872,2890000,2316.4
156.5303,2001.16,579,579,-82629.390625,15.1129,2895000,2348.78
156.4758,1984.16,580,580,-82552.2734375,15.1082,2900000,2317.14
156.5083,1963.96,581,581,-82604.0390625,15.1322,2905000,2308.89
156.4483,2003.69,582,582,-82607.90625,15.1793,2910000,2317.4
156.6138,1970.75,583,583,-82377.671875,14.9244,2915000,2299.28
156.3825,1954.53,584,584,-82505.734375,14.9344,2920000,2291.47
156.5577,1984.97,585,585,-82781.046875,15.1746,2925000,2331.76
156.5738,1986.08,586,586,-82620.609375,15.198,2930000,2316.05
156.5432,1989.03,587,587,-82816.9453125,15.0875,2935000,2330.77
156.4836,2006.67,588,588,-82684.890625,15.1993,2940000,2344.34
156.6633,1959.89,589,589,-82353.75,15.077,2945000,2295.65
156.6249,1965.16,590,590,-82762.6015625,15.0106,2950000,2294.43
156.5976,1992.29,591,591,-82618.625,15.1124,2955000,2331.26
156.6322,1958.64,592,592,-82947.765625,15.0034,2960000,2316.83
156.434,1986.28,593,593,-82930.8828125,15.0594,2965000,2320.86
156.5301,1986.94,594,594,-82902.15625,15.0964,2970000,2339.16
156.4913,1993.19,595,595,-83100.171875,15.0808,2975000,2313.83
156.8241,1982.26,596,596,-83325.8125,15.242,2980000,2330.32
156.5689,1963.34,597,597,-83419.8984375,15.0951,2985000,2289.16
156.4592,1993.48,598,598,-83550.0078125,15.1311,2990000,2345.05
156.5582,1881.26,599,599,-82297.3515625,15.1317,2995000,681.45
