Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return,Itration,Real Det Return,Running Reverse KL
156.6182,1970000,394,-60436.0859375,1909.41,394,2319.68,15.006
156.7781,1975000,395,-60504.9921875,1915.31,395,2310.32,15.0905
156.6965,1980000,396,-60922.90625,1918.8,396,2317.32,15.2131
156.6339,1985000,397,-60476.3359375,1898.95,397,2281.32,14.8454
156.7687,1990000,398,-60632.984375,1916.44,398,2304.11,15.1596
156.6335,1995000,399,-60800.71484375,1893.5,399,2292.99,14.8518
156.5651,2000000,400,-61125.359375,1922.53,400,2298.35,14.9735
156.6484,2005000,401,-61058.05078125,1889.2,401,2284.79,14.9222
156.6565,2010000,402,-61078.6484375,1902.14,402,2285.7,14.9937
156.5206,2015000,403,-61276.80859375,1889.36,403,2300.05,14.9015
156.6622,2020000,404,-61341.03515625,1895.02,404,2291.88,14.9732
156.7295,2025000,405,-61416.546875,1890.68,405,2263.07,14.8149
156.5654,2030000,406,-61464.89453125,1908.55,406,2286.02,15.0872
156.5299,2035000,407,-61669.48046875,1872.5,407,2291.06,14.8985
156.7381,2040000,408,-61613.53125,1893.06,408,2266.15,15.0088
156.7035,2045000,409,-61859.60546875,1911.15,409,2301.23,14.8469
156.592,2050000,410,-61637.53125,1897.94,410,2290.61,14.8916
156.5398,2055000,411,-62098.75390625,1924.31,411,2301.35,14.9799
156.666,2060000,412,-62085.5234375,1902.27,412,2289.66,14.9765
156.6703,2065000,413,-62244.54296875,1892.77,413,2270.26,14.9891
156.6625,2070000,414,-62352.28125,1895.18,414,2308.61,14.9969
156.731,2075000,415,-62405.5234375,1903.59,415,2304.27,14.98
156.5212,2080000,416,-62411.87109375,1878.64,416,2259.4,14.9105
156.5914,2085000,417,-62482.0546875,1892.78,417,2298.46,14.8598
156.5998,2090000,418,-62545.390625,1909.16,418,2293.56,14.7616
156.6452,2095000,419,-62842.6015625,1901.65,419,2271.34,14.8259
156.6345,2100000,420,-62854.5703125,1914.87,420,2287.99,15.1026
156.66,2105000,421,-62943.296875,1918.15,421,2305.45,14.9004
156.7157,2110000,422,-62980.00390625,1894.14,422,2309.46,14.6146
156.5451,2115000,423,-63388.1015625,1894.37,423,2338.27,14.8395
156.5003,2120000,424,-63328.3515625,1908.68,424,2289.85,14.9482
156.6891,2125000,425,-63400.46484375,1912.33,425,2299.34,14.9246
156.6399,2130000,426,-63381.51953125,1927.39,426,2309.0,15.0673
156.6994,2135000,427,-63671.53125,1929.77,427,2311.35,14.8667
156.6394,2140000,428,-63873.296875,1924.44,428,2300.71,14.8284
156.5756,2145000,429,-63683.50390625,1935.74,429,2289.01,14.8665
156.448,2150000,430,-63863.66796875,1911.65,430,2290.35,14.8601
156.5716,2155000,431,-64079.390625,1884.51,431,2277.52,14.7826
156.5904,2160000,432,-64049.96875,1903.64,432,2298.45,14.8656
156.6002,2165000,433,-64365.015625,1899.83,433,2291.51,14.7447
156.6824,2170000,434,-64279.90234375,1911.09,434,2270.82,14.7668
156.6662,2175000,435,-64300.07421875,1898.32,435,2282.71,14.8865
156.6095,2180000,436,-64382.14453125,1908.66,436,2270.63,14.7472
156.6793,2185000,437,-64435.2421875,1908.76,437,2273.47,14.7578
156.611,2190000,438,-64575.578125,1897.64,438,2287.9,14.6943
156.7208,2195000,439,-64573.15625,1879.16,439,2253.47,14.8681
156.617,2200000,440,-64710.6171875,1920.89,440,2311.86,14.7706
156.6884,2205000,441,-64977.90234375,1924.14,441,2279.96,14.9629
156.6547,2210000,442,-65000.48046875,1910.26,442,2284.39,14.8502
156.6938,2215000,443,-65029.8046875,1918.46,443,2290.39,14.7884
156.4891,2220000,444,-65191.4140625,1915.5,444,2291.26,14.7433
156.6046,2225000,445,-65286.3515625,1897.9,445,2258.55,14.765
156.6292,2230000,446,-65291.3046875,1936.4,446,2288.15,14.6443
156.7009,2235000,447,-65396.3828125,1926.46,447,2302.75,15.0014
156.6223,2240000,448,-65553.546875,1916.92,448,2266.44,14.7688
156.6036,2245000,449,-65582.859375,1913.86,449,2251.76,14.9044
156.5925,2250000,450,-65637.2734375,1903.71,450,2254.75,14.851
156.7352,2255000,451,-65963.546875,1914.19,451,2279.88,14.6728
156.7018,2260000,452,-66055.2265625,1909.35,452,2148.23,14.8514
156.5029,2265000,453,-66307.484375,1916.52,453,2147.85,14.7284
156.4844,2270000,454,-66054.875,1901.25,454,2302.1,14.7357
156.5007,2275000,455,-66422.1796875,1896.77,455,2153.02,14.7153
156.6688,2280000,456,-66131.265625,1843.48,456,2088.7,14.8722
156.5451,2285000,457,-66653.9453125,1917.85,457,2276.89,14.8728
156.6626,2290000,458,-66748.953125,1898.14,458,1992.1,14.8117
156.7104,2295000,459,-66819.125,1887.02,459,2297.02,14.9873
156.5907,2300000,460,-66918.8359375,1862.57,460,2116.24,14.8995
156.5582,2305000,461,-67103.265625,1907.32,461,1991.97,14.7589
156.664,2310000,462,-66910.328125,1864.28,462,1999.71,14.7331
156.7201,2315000,463,-67237.5625,1877.89,463,2126.11,14.8125
156.6649,2320000,464,-67242.1328125,1869.64,464,1975.2,14.8892
156.6559,2325000,465,-67060.3828125,1883.06,465,1843.31,14.7095
156.6156,2330000,466,-67366.390625,1881.33,466,2257.7,14.7967
156.6155,2335000,467,-67736.703125,1893.92,467,2007.31,14.8906
156.5956,2340000,468,-67642.2109375,1903.13,468,2131.62,14.7975
156.6406,2345000,469,-68161.8046875,1891.03,469,2124.94,14.7646
156.5324,2350000,470,-68208.328125,1887.42,470,1856.58,14.8852
156.5603,2355000,471,-68108.5546875,1925.51,471,2003.33,14.8561
156.5485,2360000,472,-68063.265625,1911.55,472,2160.08,14.9269
156.7686,2365000,473,-68691.0,1900.75,473,2146.41,15.0663
156.7957,2370000,474,-68306.84375,1907.11,474,2243.39,14.8667
156.4296,2375000,475,-68583.84375,1953.82,475,2033.65,14.9514
156.6578,2380000,476,-68671.6953125,1938.03,476,2298.34,14.9728
156.6329,2385000,477,-68928.3515625,1905.93,477,2020.34,14.9583
156.6998,2390000,478,-69105.125,1951.39,478,2293.33,15.0761
156.6485,2395000,479,-68938.90625,1942.88,479,2285.28,14.8385
156.5331,2400000,480,-69123.625,1940.28,480,1893.24,15.0239
156.6116,2405000,481,-69189.9375,1923.9,481,2268.24,14.8231
156.6359,2410000,482,-69141.1796875,1955.01,482,2284.84,14.9669
156.6052,2415000,483,-69384.9609375,1973.81,483,2296.6,14.9071
156.564,2420000,484,-69099.78125,1942.09,484,2266.45,14.8343
156.6892,2425000,485,-69557.65625,1954.7,485,2291.38,15.0222
156.5548,2430000,486,-69781.1875,1926.86,486,2324.19,14.8615
156.4943,2435000,487,-69740.1796875,1945.92,487,2289.32,14.9242
156.6982,2440000,488,-70197.3828125,1942.65,488,2299.52,14.8819
156.4704,2445000,489,-70038.7734375,1967.35,489,2321.95,14.956
156.5452,2450000,490,-70365.0078125,1949.28,490,2301.53,14.8564
156.6391,2455000,491,-70188.859375,1944.94,491,2310.58,14.8658
156.6367,2460000,492,-70595.2734375,1935.77,492,2321.11,14.8807
156.4477,2465000,493,-70700.1328125,1937.64,493,2301.43,14.8472
156.695,2470000,494,-70550.046875,1958.95,494,2318.17,14.7851
156.5622,2475000,495,-70455.546875,1949.21,495,2291.9,14.8584
156.6755,2480000,496,-70662.7109375,1939.96,496,2290.53,14.8234
156.5512,2485000,497,-71105.2734375,1921.02,497,2292.27,14.921
156.7087,2490000,498,-71021.375,1951.89,498,2073.13,14.9223
156.5388,2495000,499,-70722.609375,1928.26,499,2001.81,14.7658
156.6128,2500000,500,-71168.3984375,1930.81,500,2299.38,15.0197
156.6016,2505000,501,-70953.3046875,1969.12,501,2302.73,14.8198
156.5641,2510000,502,-71415.0703125,1963.74,502,2308.18,14.807
156.5972,2515000,503,-71169.984375,1930.09,503,2279.67,14.8222
156.5177,2520000,504,-71317.1484375,1952.21,504,2286.44,14.7073
156.6417,2525000,505,-71612.765625,1958.17,505,2297.84,14.9214
156.4801,2530000,506,-71568.4765625,1945.05,506,2306.06,14.7615
156.7177,2535000,507,-72130.1171875,1945.41,507,2321.21,14.9066
156.5601,2540000,508,-71530.21875,1943.85,508,2155.89,14.8324
156.6778,2545000,509,-72123.3515625,1955.23,509,2312.28,14.8405
156.6562,2550000,510,-72265.21875,1973.12,510,2297.21,14.7304
156.74,2555000,511,-71873.15625,1937.77,511,2300.47,14.6994
156.7442,2560000,512,-72255.5703125,1939.84,512,2305.43,14.766
156.6824,2565000,513,-72557.6875,1940.77,513,2301.87,14.8239
156.5452,2570000,514,-72546.3671875,1925.9,514,2316.76,14.8362
156.6556,2575000,515,-72959.1875,1976.37,515,2330.09,14.99
156.6292,2580000,516,-72558.8515625,1938.54,516,2312.51,14.8545
156.5935,2585000,517,-72718.34375,1933.62,517,2317.46,14.9067
156.7089,2590000,518,-72923.4375,1939.8,518,2326.38,14.9017
156.6989,2595000,519,-73049.5625,1922.72,519,2290.27,14.7672
156.6145,2600000,520,-73314.6796875,1970.75,520,2334.84,14.9432
156.6007,2605000,521,-73268.671875,1921.88,521,2269.33,14.828
156.5557,2610000,522,-73339.484375,1955.8,522,2326.43,14.7562
156.6379,2615000,523,-73534.1171875,1961.0,523,2318.58,14.9591
156.5927,2620000,524,-73793.796875,1979.54,524,2339.65,14.944
156.6562,2625000,525,-73565.40625,1905.52,525,2276.35,14.7926
156.7413,2630000,526,-73704.2890625,1944.62,526,2321.22,15.0224
156.7607,2635000,527,-73881.171875,1943.34,527,2277.77,14.9222
156.6262,2640000,528,-73747.2109375,1955.38,528,2312.54,14.846
156.8012,2645000,529,-74081.875,1974.89,529,2338.37,14.9837
156.5758,2650000,530,-74049.4609375,1928.77,530,2315.48,14.791
156.5573,2655000,531,-74382.296875,1928.71,531,2297.46,14.8747
156.5926,2660000,532,-74523.34375,1951.34,532,2314.36,14.9832
156.6336,2665000,533,-74289.90625,1897.74,533,2038.1,14.5974
156.5075,2670000,534,-74517.9296875,1917.38,534,2172.41,14.6227
156.5163,2675000,535,-74863.0078125,1952.76,535,2283.91,14.9474
156.6075,2680000,536,-74454.9765625,1934.66,536,2295.63,14.7505
156.6575,2685000,537,-74540.7265625,1933.19,537,2290.66,14.7325
156.5293,2690000,538,-74818.2421875,1914.39,538,2289.42,14.9204
156.3216,2695000,539,-74935.4921875,1906.16,539,2316.67,14.7349
156.6129,2700000,540,-75267.75,1959.23,540,2332.48,14.8885
156.6572,2705000,541,-75232.65625,1890.29,541,2272.53,14.7116
156.4913,2710000,542,-75299.171875,1933.37,542,2302.09,14.6957
156.5702,2715000,543,-75138.7109375,1934.61,543,2293.19,14.5958
156.5927,2720000,544,-75217.3359375,1905.65,544,2299.63,14.6054
156.5589,2725000,545,-75466.7890625,1916.29,545,2291.2,14.835
156.5995,2730000,546,-75490.9765625,1965.29,546,2314.73,14.9495
156.61,2735000,547,-75557.9453125,1947.47,547,2296.84,14.695
156.4995,2740000,548,-75495.734375,1944.03,548,2322.83,14.3745
156.627,2745000,549,-75631.2265625,1925.45,549,2287.33,14.6643
156.6775,2750000,550,-76027.9296875,1908.85,550,2274.86,14.7742
156.5341,2755000,551,-76083.1796875,1889.91,551,2313.99,14.8518
156.5801,2760000,552,-75948.96875,1943.32,552,2279.12,14.9183
156.6657,2765000,553,-76233.8515625,1948.1,553,2314.77,14.9066
156.5036,2770000,554,-76331.4765625,1943.52,554,2317.67,14.8004
156.5686,2775000,555,-76346.5390625,1944.85,555,2318.07,14.7428
156.6687,2780000,556,-76541.78125,1956.0,556,2315.25,14.9019
156.6132,2785000,557,-76718.2890625,1922.95,557,2299.86,14.7263
156.4628,2790000,558,-76802.859375,1966.17,558,2326.38,14.8564
156.5056,2795000,559,-76853.0703125,1926.59,559,2307.06,14.8311
156.6376,2800000,560,-76765.5078125,1968.7,560,2337.03,14.8734
156.5695,2805000,561,-76783.921875,1951.47,561,2329.05,14.6838
156.5266,2810000,562,-76911.7578125,1936.07,562,2346.24,14.8115
156.5588,2815000,563,-76659.7890625,1958.59,563,2344.22,14.7714
156.6455,2820000,564,-76713.2734375,1956.12,564,2321.06,14.8117
156.5687,2825000,565,-77394.703125,1970.57,565,2359.76,14.9298
156.6204,2830000,566,-77149.0546875,1942.45,566,2329.4,14.7579
156.602,2835000,567,-77336.8515625,1951.44,567,2335.94,14.7768
156.6274,2840000,568,-77012.0703125,1896.79,568,2337.65,14.5552
156.5512,2845000,569,-77132.3984375,1881.87,569,2284.44,14.6492
156.598,2850000,570,-77586.0,1893.06,570,2269.14,14.8173
156.6319,2855000,571,-77440.171875,1870.95,571,2323.41,14.8211
156.5433,2860000,572,-77434.03125,1839.89,572,2302.86,14.565
156.6703,2865000,573,-77127.0625,1898.43,573,2314.86,14.5639
156.6046,2870000,574,-77696.9453125,1893.77,574,2324.25,14.5226
156.5772,2875000,575,-77182.15625,1889.77,575,2318.41,14.4586
156.6711,2880000,576,-77482.34375,1918.39,576,2273.05,14.5683
156.5465,2885000,577,-78351.0,1912.46,577,2312.58,14.7424
156.6902,2890000,578,-78216.4296875,1934.39,578,2303.82,14.7813
156.6216,2895000,579,-77807.0859375,1906.14,579,2308.0,14.5562
156.5567,2900000,580,-78312.046875,1897.27,580,2300.42,14.6852
156.5532,2905000,581,-78205.75,1874.92,581,2298.26,14.6278
156.6111,2910000,582,-78611.5703125,1937.1,582,2315.27,14.7851
156.7299,2915000,583,-78724.8515625,1928.21,583,2324.41,14.7686
156.6417,2920000,584,-78206.4140625,1917.75,584,2281.71,14.5387
156.6014,2925000,585,-78560.109375,1918.73,585,2325.9,14.785
156.6413,2930000,586,-78951.6171875,1935.42,586,2331.7,14.8464
156.6489,2935000,587,-78810.7578125,1903.64,587,2176.58,14.5915
156.6459,2940000,588,-78922.3984375,1874.5,588,2247.08,14.7055
156.6813,2945000,589,-79067.1171875,1916.29,589,2277.58,14.5848
156.5587,2950000,590,-79011.6328125,1904.88,590,2302.17,14.5685
156.552,2955000,591,-78918.3359375,1884.0,591,2284.35,14.4965
156.6656,2960000,592,-79502.1953125,1912.37,592,2281.41,14.8269
156.6296,2965000,593,-79414.34375,1929.2,593,2344.12,14.6537
156.6764,2970000,594,-78374.9453125,1804.9,594,2259.55,14.2908
156.7418,2975000,595,-79511.59375,1910.17,595,2339.98,14.5581
156.6122,2980000,596,-79476.0625,1903.08,596,2273.54,14.7413
156.7388,2985000,597,-79819.5703125,1921.52,597,2299.98,14.6157
156.6824,2990000,598,-79160.578125,1891.73,598,2339.67,14.493
156.6481,2995000,599,-79387.0390625,1883.16,599,2296.88,14.5934
