Real Sto Return,Reward Loss,Running Update Time,Itration,Running Forward KL,Running Reverse KL,Running Env Steps,Real Det Return
1970.91,-14512.9052734375,386,386,156.5519,15.2584,1930000,2302.77
1942.5,-14520.0859375,387,387,156.5413,15.2127,1935000,2272.27
1951.73,-14566.8740234375,388,388,156.6374,15.3533,1940000,2289.82
1930.46,-14521.8173828125,389,389,156.6845,15.1867,1945000,2296.91
1958.5,-14578.3515625,390,390,156.552,15.3754,1950000,2313.13
1946.3,-14554.9892578125,391,391,156.6918,15.2192,1955000,2272.21
1955.94,-14569.65625,392,392,156.6477,15.2964,1960000,2302.29
1948.53,-14596.671875,393,393,156.7272,15.1117,1965000,2292.3
1929.93,-14659.4580078125,394,394,156.694,15.2918,1970000,2283.05
1949.44,-14627.9541015625,395,395,156.5717,15.2567,1975000,2277.87
