Itration,Running Reverse KL,Reward Loss,Real Det Return,Running Env Steps,Running Forward KL,Running Update Time,Real Sto Return
386,15.9539,-18503.271484375,4809.6,1930000,37.6258,386,4698.55
387,15.1454,-18186.98046875,4784.63,1935000,37.4143,387,4624.86
388,14.7706,-18525.853515625,4826.41,1940000,37.6867,388,4645.99
389,14.0088,-17806.419921875,4890.69,1945000,37.1854,389,4649.59
390,15.016,-17930.60546875,4861.27,1950000,37.3289,390,4733.02
391,15.379,-18228.306640625,4943.54,1955000,37.6677,391,4728.3
392,14.2785,-17968.064453125,4733.12,1960000,37.2693,392,4409.74
393,14.2571,-17922.44140625,4825.6,1965000,37.3993,393,4680.27
394,14.1208,-18925.91015625,4870.79,1970000,37.807,394,4590.41
395,14.44,-19184.798828125,4876.58,1975000,37.4504,395,4717.76
396,13.5761,-19362.83203125,4821.18,1980000,37.1792,396,4619.78
397,14.5023,-18683.435546875,4683.11,1985000,37.5575,397,4495.28
398,15.8331,-19619.85546875,4855.72,1990000,37.5656,398,4584.79
399,16.7226,-20706.76171875,4842.02,1995000,38.6978,399,4716.14
400,17.169,-20927.537109375,4869.52,2000000,38.5787,400,4752.31
401,18.0487,-19851.521484375,4790.29,2005000,38.913,401,4479.32
402,46.1271,-19923.83984375,447.85,2010000,47.6712,402,478.98
403,60.7502,-18516.48828125,570.49,2015000,45.7384,403,616.01
404,33.0515,-19525.630859375,526.52,2020000,44.6595,404,917.87
405,19.3004,-18079.40625,4578.73,2025000,39.2506,405,3783.25
406,20.9689,-17383.013671875,3229.17,2030000,38.6702,406,3373.28
407,18.62,-18744.048828125,4814.21,2035000,38.4003,407,4637.03
408,16.4975,-21378.283203125,4680.52,2040000,39.0907,408,4672.15
409,15.7657,-22052.591796875,4513.68,2045000,38.2874,409,4175.8
410,14.3486,-19960.416015625,4407.82,2050000,38.1968,410,3213.64
411,18.4979,-16534.3125,2874.74,2055000,40.1126,411,2596.0
412,18.6339,-20084.005859375,2215.38,2060000,38.4684,412,4370.68
413,15.9122,-21658.064453125,3671.94,2065000,37.9547,413,3844.31
414,18.5701,-19079.326171875,2969.99,2070000,38.3595,414,3114.46
415,15.8593,-21181.212890625,4512.46,2075000,37.2823,415,4602.08
416,17.0107,-22437.21875,4788.42,2080000,37.9151,416,4721.51
417,17.2992,-21974.509765625,4760.64,2085000,38.5415,417,4688.43
418,16.9298,-23191.9140625,4633.32,2090000,38.9491,418,4609.7
419,16.3941,-22197.19921875,4771.55,2095000,39.1633,419,4662.23
420,14.8613,-21363.7265625,4815.65,2100000,37.9156,420,4709.34
421,14.2197,-21000.986328125,4745.02,2105000,37.8251,421,4464.6
422,14.5255,-21402.900390625,4759.28,2110000,38.2813,422,4653.2
423,14.6122,-21546.474609375,4790.68,2115000,38.0222,423,4643.83
424,13.5602,-20041.244140625,4692.99,2120000,37.6619,424,4666.64
425,13.9706,-21263.439453125,4708.05,2125000,37.7676,425,4646.73
426,13.8525,-20594.599609375,4700.44,2130000,37.9753,426,4646.0
427,13.102,-20070.408203125,4098.8,2135000,37.9496,427,3872.13
428,12.4088,-19477.181640625,4607.4,2140000,37.3347,428,4228.86
429,13.407,-20525.37890625,4832.38,2145000,38.0811,429,4130.6
430,13.4309,-21647.599609375,4704.84,2150000,38.0939,430,4624.84
431,14.1307,-21315.984375,4724.84,2155000,37.4915,431,4645.7
432,14.6218,-21879.16796875,4785.0,2160000,37.8715,432,4637.44
433,13.4551,-20014.056640625,4658.42,2165000,37.7484,433,3898.11
434,15.6871,-24159.953125,4716.35,2170000,39.0457,434,4555.54
435,15.2285,-23460.908203125,4738.13,2175000,38.0062,435,4602.3
436,14.2967,-22227.28125,4696.87,2180000,38.1695,436,4460.72
437,14.9058,-23070.275390625,4737.58,2185000,38.0187,437,4646.3
438,14.7877,-23567.490234375,4765.67,2190000,38.0275,438,4667.9
439,14.9162,-22893.21875,4750.36,2195000,37.8419,439,4675.38
440,14.927,-22907.970703125,4689.82,2200000,37.6927,440,4653.68
441,14.8951,-22413.833984375,4777.27,2205000,37.5408,441,4528.06
442,14.8647,-22483.7109375,4724.07,2210000,37.8818,442,4672.48
443,14.6625,-22451.216796875,4692.9,2215000,37.9142,443,4539.84
444,15.3278,-24602.28515625,4771.49,2220000,38.3411,444,4488.45
445,14.3614,-22115.017578125,4740.22,2225000,37.6611,445,4589.99
446,15.3349,-23494.740234375,4717.62,2230000,38.7914,446,4645.86
447,15.3259,-22249.115234375,4795.83,2235000,37.3413,447,4685.13
448,15.6845,-22592.107421875,4787.77,2240000,37.8488,448,4715.81
449,14.7194,-23489.826171875,4831.35,2245000,37.7874,449,4562.21
450,14.8833,-24271.32421875,4723.96,2250000,38.4033,450,4639.11
451,15.5519,-24464.20703125,4753.49,2255000,38.4717,451,4700.3
452,15.9406,-25536.296875,4722.8,2260000,38.9469,452,4637.31
453,15.4094,-24338.4140625,4753.38,2265000,38.9335,453,4677.55
454,15.0916,-23843.484375,4761.31,2270000,38.5797,454,4699.03
455,14.8188,-24192.232421875,4760.2,2275000,37.3666,455,4682.71
456,14.7494,-24863.1640625,4788.74,2280000,38.1729,456,4450.05
457,15.2584,-23448.595703125,4679.01,2285000,38.0957,457,4416.22
458,42.7816,-24658.75390625,4707.55,2290000,39.6291,458,2845.89
459,20.8594,-26200.73046875,4700.53,2295000,42.2217,459,4674.99
460,22.1874,-27394.806640625,4670.16,2300000,42.0681,460,4631.11
461,18.5182,-26621.966796875,4772.72,2305000,40.6841,461,4701.25
462,17.5554,-25290.431640625,4816.62,2310000,39.4836,462,4715.33
463,16.6438,-23815.046875,4816.88,2315000,38.1839,463,4687.9
464,16.503,-25189.865234375,4690.06,2320000,38.7645,464,4614.02
465,22.6568,-21974.87890625,4783.44,2325000,38.5046,465,4489.35
466,16.2402,-22872.662109375,4769.06,2330000,37.8134,466,4726.25
467,14.5614,-22162.72265625,4664.28,2335000,37.1414,467,4592.06
468,14.9797,-21987.2890625,4692.45,2340000,37.8066,468,4626.85
469,14.6449,-24273.767578125,4814.26,2345000,37.6532,469,4626.78
470,14.3024,-24146.474609375,4725.25,2350000,37.4483,470,4549.18
471,13.795,-23785.943359375,4742.57,2355000,37.3629,471,4688.13
472,14.103,-23455.677734375,4754.6,2360000,37.0929,472,4631.53
473,15.4147,-24943.65234375,4766.91,2365000,37.388,473,4689.69
474,14.9627,-26914.099609375,4755.91,2370000,38.2447,474,4700.18
475,15.124,-25593.24609375,4860.17,2375000,37.8081,475,4581.62
476,15.8054,-27382.75,4853.63,2380000,38.4149,476,4747.2
477,14.7025,-25194.494140625,4771.19,2385000,38.4171,477,4586.42
478,16.1237,-26817.8515625,4775.01,2390000,38.8707,478,4669.18
479,15.7411,-26013.814453125,4730.4,2395000,37.9764,479,4681.29
480,16.5391,-28341.857421875,4762.42,2400000,39.6257,480,4637.31
481,15.6676,-27616.046875,4796.48,2405000,39.0603,481,4452.73
482,15.6424,-27015.78515625,4886.46,2410000,38.4899,482,4769.34
483,15.3851,-26714.763671875,4894.71,2415000,38.4371,483,4774.28
484,15.2242,-26349.271484375,4869.76,2420000,37.9547,484,4544.7
485,16.5335,-25968.326171875,4809.49,2425000,38.2644,485,4332.77
486,15.5941,-27898.556640625,4846.36,2430000,38.2454,486,4765.4
487,19.8674,-26010.21875,4791.3,2435000,38.5871,487,4747.65
488,15.4765,-27305.953125,4803.96,2440000,38.2691,488,4739.85
489,14.9101,-27281.978515625,4832.72,2445000,38.4951,489,4744.39
490,14.9754,-26018.0625,4847.07,2450000,38.2022,490,4713.35
491,14.7042,-26654.99609375,4850.12,2455000,37.3709,491,4628.88
492,14.7916,-27274.865234375,4850.24,2460000,38.6751,492,4737.28
493,17.0446,-26450.2890625,4631.65,2465000,38.863,493,4325.88
494,41.0713,-23401.900390625,2522.59,2470000,41.6197,494,1984.76
495,62.0868,-22036.173828125,783.16,2475000,45.1483,495,727.87
496,19.741,-25590.35546875,4101.26,2480000,39.7072,496,4160.55
497,37.737,-22258.123046875,1474.49,2485000,43.2301,497,1855.23
498,22.3658,-28867.576171875,4522.54,2490000,41.7769,498,4501.85
499,19.1485,-26325.271484375,4608.01,2495000,40.8008,499,4573.93
500,18.8605,-28671.5859375,4593.52,2500000,41.5897,500,4534.15
501,18.7455,-28481.2109375,4657.95,2505000,40.8314,501,4595.21
502,18.3719,-27922.931640625,4697.57,2510000,40.9113,502,4645.51
503,17.7844,-26654.94921875,4717.2,2515000,39.55,503,4543.54
504,18.0775,-26690.83203125,4583.67,2520000,40.0976,504,4602.9
505,19.0659,-26423.73046875,4554.23,2525000,39.8634,505,4587.6
506,18.3,-26911.7578125,4588.83,2530000,39.891,506,4583.36
507,18.4508,-26464.150390625,4496.04,2535000,39.0256,507,4481.26
508,17.5454,-25660.744140625,4652.05,2540000,38.7713,508,4651.75
509,16.6739,-24776.669921875,4777.23,2545000,37.6055,509,4714.78
510,16.5204,-26621.86328125,4736.54,2550000,38.2555,510,4683.15
511,15.6605,-24282.404296875,4765.88,2555000,37.3699,511,4700.39
512,16.4251,-25900.576171875,4760.55,2560000,37.723,512,4678.43
513,16.1309,-25242.146484375,4830.68,2565000,37.3727,513,4762.21
514,16.4458,-26350.837890625,4783.11,2570000,38.0148,514,4696.05
515,16.7334,-25235.580078125,4846.84,2575000,37.5877,515,4749.03
516,16.7358,-26221.4609375,4857.75,2580000,37.9951,516,4752.53
517,16.1891,-25070.419921875,4889.28,2585000,37.4367,517,4755.3
518,16.395,-26666.396484375,4847.13,2590000,38.0552,518,4752.28
519,15.8015,-26004.130859375,4913.33,2595000,38.184,519,4770.42
520,16.3147,-26673.009765625,4873.25,2600000,38.0564,520,4789.17
521,15.8691,-26635.255859375,4860.86,2605000,37.9924,521,4769.89
522,16.988,-28070.72265625,4813.81,2610000,38.9245,522,4697.96
523,15.578,-25845.748046875,4894.95,2615000,37.6521,523,4756.07
524,15.7582,-24572.337890625,4862.73,2620000,37.366,524,4751.38
525,16.0757,-25853.470703125,4867.66,2625000,37.472,525,4769.96
526,16.2894,-25716.373046875,4886.13,2630000,37.5035,526,4795.41
527,16.0984,-27289.80078125,4786.0,2635000,38.5222,527,4727.21
528,15.6486,-24887.189453125,4847.66,2640000,37.2919,528,4725.74
529,15.1362,-26132.033203125,4791.88,2645000,38.0536,529,4344.01
530,15.1276,-24630.126953125,4886.55,2650000,37.263,530,4662.08
531,15.3237,-22216.05859375,4823.37,2655000,38.1001,531,4172.68
532,13.6236,-23856.361328125,4750.93,2660000,36.6373,532,4417.75
533,15.4581,-26200.6484375,4883.7,2665000,38.0807,533,4689.69
534,16.0745,-21720.166015625,4888.8,2670000,38.1226,534,3152.75
535,14.5737,-27217.134765625,4824.72,2675000,37.6624,535,4780.99
536,15.797,-25294.24609375,4847.36,2680000,38.1684,536,4530.64
537,14.7025,-27406.587890625,4822.61,2685000,37.1937,537,4723.1
538,14.5848,-23548.76953125,4797.64,2690000,37.4636,538,4176.03
539,14.4747,-27552.9609375,4814.5,2695000,37.5548,539,4396.51
540,15.0473,-27100.693359375,4843.85,2700000,37.7626,540,4326.96
541,15.9828,-22956.8203125,4858.82,2705000,38.6232,541,3050.07
542,14.8982,-28317.662109375,4870.28,2710000,37.3986,542,4766.32
543,14.8294,-26777.484375,4886.63,2715000,37.5745,543,4788.09
544,15.1292,-24724.404296875,4875.66,2720000,37.3605,544,4759.7
545,15.4639,-29018.533203125,4879.9,2725000,37.6414,545,4787.87
546,14.5929,-26781.259765625,4914.14,2730000,37.3022,546,4754.44
547,14.7934,-25306.5546875,4878.9,2735000,37.5759,547,3940.04
548,14.519,-26049.634765625,4874.74,2740000,36.9203,548,4312.29
549,14.2526,-25063.037109375,4854.5,2745000,36.9488,549,4164.38
550,15.0849,-26644.853515625,4919.65,2750000,37.7943,550,4595.24
551,15.316,-29121.056640625,4931.83,2755000,37.398,551,4642.68
552,18.6817,-25052.68359375,4892.48,2760000,38.3069,552,3344.08
553,15.1215,-25594.48046875,4925.68,2765000,37.5394,553,4666.39
554,13.3239,-25546.341796875,4879.21,2770000,36.6952,554,3744.53
555,13.9191,-25318.35546875,4875.35,2775000,37.1789,555,4531.63
556,14.8728,-27220.84375,4888.13,2780000,37.7954,556,4363.96
557,16.1716,-21124.478515625,4850.1,2785000,38.5883,557,4073.68
558,15.1662,-29387.626953125,4872.9,2790000,38.2342,558,4748.59
559,15.3184,-24252.888671875,4832.5,2795000,38.0927,559,4388.83
560,15.4894,-27318.1015625,4863.2,2800000,37.6244,560,4542.68
561,17.0986,-28547.810546875,4878.85,2805000,38.8578,561,4611.38
562,21.6977,-23319.17578125,4889.63,2810000,38.8865,562,4427.87
563,16.5582,-31066.244140625,4910.15,2815000,38.6063,563,4811.21
564,16.8831,-25508.333984375,4864.58,2820000,37.3798,564,4770.23
565,16.4667,-28939.158203125,4824.96,2825000,37.6003,565,4719.34
566,15.0629,-27486.11328125,4869.75,2830000,37.1811,566,4747.58
567,15.8935,-27728.439453125,4871.66,2835000,37.4526,567,4662.25
568,15.7496,-29217.4765625,4835.17,2840000,37.6476,568,4749.52
569,15.2837,-26998.234375,4920.83,2845000,37.4746,569,4434.97
570,14.7486,-28810.87890625,4909.77,2850000,37.3082,570,4386.22
571,15.1444,-29074.439453125,4905.12,2855000,37.4116,571,4784.23
572,14.9386,-29896.55078125,4945.27,2860000,37.4993,572,4769.09
573,14.904,-27713.548828125,4896.37,2865000,37.3495,573,4785.33
574,15.0006,-29773.931640625,4925.41,2870000,37.5496,574,4634.04
575,15.1519,-29647.765625,4908.48,2875000,37.8608,575,4797.42
576,15.0731,-28171.390625,4790.13,2880000,37.1493,576,4344.72
577,15.9828,-28778.28515625,4372.18,2885000,37.938,577,4620.66
578,20.5414,-27108.818359375,4984.6,2890000,37.3435,578,4846.93
579,14.1132,-27954.587890625,4960.88,2895000,36.8829,579,4375.79
580,15.6719,-28085.728515625,4890.74,2900000,37.1257,580,4829.11
581,17.3056,-25591.2734375,4913.67,2905000,37.9202,581,3884.07
582,14.5783,-30057.197265625,4902.9,2910000,37.9976,582,4597.61
583,14.8512,-27795.80859375,4821.61,2915000,37.422,583,4752.43
584,14.6424,-29165.099609375,4935.8,2920000,37.1334,584,4512.48
585,15.1639,-29901.919921875,4808.8,2925000,37.7441,585,4710.12
586,14.8518,-30597.1640625,4875.84,2930000,37.6082,586,4667.46
587,15.6536,-30429.439453125,4885.75,2935000,38.3021,587,4783.86
588,14.5363,-30535.068359375,4936.47,2940000,37.4956,588,4823.62
589,15.589,-29727.255859375,4906.85,2945000,38.1648,589,4797.83
590,14.8364,-30339.896484375,4903.66,2950000,37.9238,590,4761.4
591,14.6707,-30610.68359375,4945.85,2955000,37.3468,591,4826.44
592,15.8021,-31953.9921875,4930.06,2960000,37.8012,592,4829.81
593,15.1226,-31498.53515625,4951.43,2965000,37.9092,593,4825.9
594,15.5998,-31240.25,4892.86,2970000,37.9191,594,4801.1
595,15.3282,-31014.03515625,4900.5,2975000,37.77,595,4815.75
596,14.9498,-30635.58984375,4925.35,2980000,37.4928,596,4823.6
597,14.6947,-31415.501953125,4951.62,2985000,37.4871,597,4663.0
598,14.8979,-29457.447265625,4933.39,2990000,37.1003,598,4765.72
599,14.4723,-29946.87890625,4955.3,2995000,37.6966,599,4685.98
600,15.0704,-31634.052734375,4890.48,3000000,38.2305,600,4813.0
601,15.354,-30663.767578125,4914.92,3005000,37.9018,601,4484.1
602,14.7063,-28455.193359375,4813.94,3010000,37.5477,602,4755.07
603,15.5755,-30818.3359375,4838.86,3015000,37.8691,603,4731.41
604,14.8168,-30016.392578125,4837.05,3020000,37.202,604,4738.06
605,15.6765,-29109.341796875,4918.82,3025000,37.5501,605,4781.69
606,14.8353,-29356.48828125,4872.54,3030000,38.0936,606,4728.5
607,15.1451,-30594.3671875,4934.29,3035000,37.6291,607,4796.18
608,17.5417,-29734.70703125,4891.74,3040000,37.8457,608,4717.08
609,15.4274,-32040.263671875,4932.17,3045000,38.5812,609,4813.38
610,15.092,-30892.90234375,4967.48,3050000,37.3994,610,4815.27
611,15.3733,-32541.701171875,4938.94,3055000,37.4201,611,4815.95
612,15.4002,-29269.111328125,4928.74,3060000,37.3877,612,4712.74
613,14.7843,-31805.5859375,4952.76,3065000,37.2769,613,4624.51
614,14.7625,-28468.12109375,4934.68,3070000,37.7801,614,4790.95
615,15.2207,-28619.69140625,4566.07,3075000,37.3739,615,4810.27
616,15.2703,-31037.78515625,4940.03,3080000,37.39,616,4793.99
617,15.7618,-33180.90234375,4972.06,3085000,37.7793,617,4821.25
618,15.2369,-32882.62109375,4944.2,3090000,38.3755,618,4821.85
619,15.1022,-31373.50390625,4980.82,3095000,37.2534,619,4840.0
620,14.9535,-26819.552734375,4956.38,3100000,37.3279,620,4817.54
621,14.5839,-29160.390625,4944.1,3105000,36.8383,621,4836.07
622,15.6242,-33911.00390625,4936.15,3110000,38.2732,622,4278.03
623,14.7505,-32312.14453125,4954.66,3115000,37.6708,623,4774.37
624,14.9427,-30896.32421875,4898.29,3120000,37.6839,624,4601.34
625,14.5557,-28719.638671875,4885.34,3125000,37.8418,625,4789.22
626,15.8877,-30797.556640625,4932.74,3130000,37.6063,626,4824.2
627,14.1385,-31133.857421875,4976.93,3135000,37.9135,627,4625.82
628,15.0955,-32197.529296875,4936.06,3140000,37.8537,628,4594.52
629,14.8136,-30594.01953125,4778.61,3145000,37.6124,629,4686.16
630,14.6966,-29780.583984375,4706.73,3150000,37.5124,630,4644.14
631,15.6681,-33105.796875,4845.9,3155000,38.1774,631,4660.78
632,23.1217,-30281.005859375,2718.65,3160000,38.388,632,4254.34
633,15.1244,-30511.80859375,4806.97,3165000,37.9443,633,4718.05
634,16.0844,-29026.048828125,4808.61,3170000,37.7565,634,4529.96
635,14.792,-30945.62890625,4876.53,3175000,37.9371,635,4737.3
636,15.2699,-29885.1484375,4690.65,3180000,38.4583,636,4642.52
637,15.5142,-30747.373046875,4814.06,3185000,37.295,637,4733.12
638,14.5416,-32347.580078125,4768.27,3190000,37.4194,638,4656.93
639,15.7164,-31685.423828125,4771.85,3195000,37.2676,639,4714.74
640,14.623,-31052.6640625,4894.17,3200000,37.2838,640,4588.46
641,15.6034,-33517.4921875,4824.01,3205000,38.4196,641,4711.25
642,15.7544,-32062.29296875,4829.42,3210000,37.9813,642,4733.22
643,15.7226,-29762.138671875,4934.63,3215000,37.6207,643,4556.42
644,15.5406,-32275.60546875,4877.15,3220000,37.6202,644,4744.42
645,16.1033,-33300.49609375,4876.28,3225000,37.8366,645,4786.89
646,16.9101,-33367.83203125,4909.21,3230000,38.0234,646,4654.86
647,15.877,-32501.759765625,4924.77,3235000,38.2759,647,4580.59
648,16.704,-30842.94921875,4868.41,3240000,38.3525,648,4424.09
649,15.7221,-33320.84765625,4932.17,3245000,37.8604,649,4784.32
650,15.3098,-33624.19921875,4950.73,3250000,38.3032,650,4617.78
651,16.1575,-34367.21875,4983.21,3255000,38.3107,651,4869.36
652,15.1822,-31910.53515625,4869.61,3260000,37.1817,652,4804.35
653,15.8887,-33400.80859375,4983.91,3265000,37.7947,653,4870.65
654,16.3861,-34644.02734375,4948.51,3270000,38.2664,654,4818.8
655,15.4519,-32415.154296875,4898.63,3275000,37.871,655,4689.29
656,20.0965,-31591.55078125,4908.53,3280000,37.5659,656,4480.07
657,15.5522,-32149.662109375,4987.5,3285000,37.5139,657,4848.86
658,15.7885,-33022.42578125,4919.36,3290000,37.4971,658,4648.62
659,17.951,-30051.1953125,4741.11,3295000,37.4023,659,4649.91
660,23.2227,-31050.25,4947.2,3300000,37.8532,660,4722.63
661,15.9033,-33446.72265625,2464.42,3305000,37.3743,661,4415.7
662,39.6722,-18336.1015625,1801.18,3310000,47.8455,662,919.24
663,21.2915,-26903.580078125,4079.96,3315000,41.6639,663,3754.85
664,17.5941,-35682.6875,3546.21,3320000,42.7662,664,3588.27
665,21.6768,-40476.83203125,4883.07,3325000,41.8715,665,4801.82
666,25.774,-31858.267578125,4302.72,3330000,41.4803,666,3209.34
667,21.0243,-28138.763671875,4600.6,3335000,39.779,667,4575.13
668,20.1391,-36507.625,4845.52,3340000,39.5234,668,4820.89
669,19.1533,-37119.1640625,4762.28,3345000,39.7144,669,4604.2
670,17.9439,-35982.82421875,4903.95,3350000,38.7524,670,4806.31
671,18.9174,-35774.56640625,4859.59,3355000,38.8815,671,4788.25
672,17.4373,-34340.4375,4868.05,3360000,38.5235,672,4609.98
673,17.442,-35022.40234375,4896.87,3365000,38.9889,673,4772.08
674,17.5183,-36382.953125,4894.91,3370000,38.2158,674,4810.42
675,17.8297,-35377.953125,4894.82,3375000,38.8482,675,4807.42
676,18.4661,-37466.7890625,4786.72,3380000,39.0643,676,4025.89
677,22.0804,-27333.072265625,4842.24,3385000,40.3504,677,3159.5
678,18.5924,-33278.8359375,4780.58,3390000,39.8992,678,3837.62
679,18.9191,-32324.685546875,4847.18,3395000,39.365,679,3775.79
680,18.1291,-33776.2421875,4866.87,3400000,38.8586,680,4228.64
681,16.1,-35208.8828125,4821.72,3405000,38.2498,681,3684.15
682,17.6055,-30896.326171875,4841.38,3410000,39.406,682,3738.86
683,16.8708,-38781.03125,4881.99,3415000,39.0235,683,4570.98
684,15.9056,-37137.4609375,4851.05,3420000,38.0292,684,4604.08
685,16.4251,-37536.0,4792.64,3425000,38.4936,685,4505.33
686,16.2238,-36369.23046875,4881.45,3430000,38.1671,686,4510.03
687,17.4262,-35858.4609375,4882.97,3435000,38.3012,687,4160.18
688,16.9568,-37176.92578125,4875.19,3440000,38.1356,688,4797.34
689,17.2379,-36752.44921875,4918.52,3445000,37.8905,689,4831.73
690,17.0641,-36152.171875,4921.11,3450000,37.8179,690,4827.35
691,16.543,-34997.25390625,4908.98,3455000,38.0758,691,4826.59
692,16.9226,-36369.1875,4939.32,3460000,37.6965,692,4842.34
693,18.3326,-36286.10546875,4908.47,3465000,38.0218,693,4849.55
694,17.6207,-35981.42578125,4928.82,3470000,38.1994,694,4864.26
695,17.8643,-35488.875,4961.2,3475000,38.0077,695,4868.77
696,17.9193,-37579.5,4877.13,3480000,38.4598,696,4825.75
697,17.0854,-37387.4921875,4863.43,3485000,38.4624,697,4802.19
698,16.6708,-32980.390625,4935.75,3490000,37.5671,698,4330.84
699,17.8367,-36233.0625,4894.13,3495000,38.003,699,4845.3
700,16.3039,-35052.83203125,4974.8,3500000,37.5332,700,4878.06
701,16.3582,-33856.20703125,4925.04,3505000,37.0686,701,4419.31
702,15.253,-33835.6640625,4915.83,3510000,37.1576,702,4801.0
703,15.9412,-35555.05859375,4865.84,3515000,37.9067,703,4799.01
704,15.7038,-35324.05078125,4887.89,3520000,37.7211,704,4822.29
705,16.392,-36909.40234375,4884.08,3525000,37.5478,705,4651.33
706,16.4679,-36711.84765625,4952.42,3530000,37.5855,706,4434.64
707,15.5969,-37881.39453125,4922.51,3535000,37.6567,707,4829.94
708,16.1142,-37245.609375,4938.43,3540000,37.4942,708,4841.75
709,15.814,-35579.09375,4880.78,3545000,37.5501,709,4769.36
710,15.7128,-36423.578125,4925.96,3550000,37.7793,710,4812.76
711,15.2345,-34735.671875,4845.2,3555000,37.1933,711,4759.83
712,15.8551,-36872.34765625,4911.52,3560000,37.2506,712,4832.36
713,16.1005,-38965.78125,4875.01,3565000,37.9316,713,4678.04
714,14.6617,-35382.82421875,4919.69,3570000,36.9113,714,4690.56
715,16.2322,-37716.22265625,4892.51,3575000,37.5515,715,4826.63
716,16.4074,-38253.765625,4900.82,3580000,38.3769,716,4798.87
717,15.2553,-36617.62890625,4864.67,3585000,37.4283,717,4789.99
718,15.1052,-35435.8359375,4918.48,3590000,37.0105,718,4742.07
719,16.0768,-36366.06640625,4883.27,3595000,37.5466,719,4801.81
720,16.1233,-39167.99609375,4874.36,3600000,38.1068,720,4803.5
721,15.209,-36689.1796875,4968.27,3605000,36.9171,721,4851.32
722,16.2749,-36205.6484375,4943.2,3610000,38.0007,722,4840.18
723,15.9519,-36834.578125,4922.66,3615000,37.4296,723,4815.53
724,14.9893,-36890.55859375,4933.65,3620000,37.4415,724,4841.26
725,15.4622,-38337.42578125,4696.85,3625000,37.7368,725,4668.5
726,16.4607,-40510.62109375,4931.26,3630000,37.8298,726,4841.61
727,15.3309,-37903.89453125,4876.44,3635000,37.3862,727,4781.49
728,16.556,-41617.49609375,4902.57,3640000,38.9224,728,4799.54
729,16.0897,-40464.25390625,4946.77,3645000,37.907,729,4836.08
730,15.7996,-41061.77734375,4939.59,3650000,38.4046,730,4768.63
731,16.4057,-38996.30078125,4915.65,3655000,37.5541,731,4807.67
732,15.507,-40055.921875,4943.48,3660000,38.0668,732,4793.38
733,14.9156,-37603.953125,4902.18,3665000,37.4914,733,4682.92
734,15.1607,-38402.58984375,4910.98,3670000,37.5923,734,4399.21
735,14.5004,-38139.89453125,5006.64,3675000,36.7945,735,4872.66
736,14.8397,-38762.07421875,4901.41,3680000,36.8531,736,4814.02
737,16.8544,-33228.68359375,4964.87,3685000,37.9246,737,4500.54
738,15.9972,-40431.3203125,4941.46,3690000,37.9251,738,4674.78
739,16.5906,-41105.9921875,4921.89,3695000,38.6113,739,4821.91
740,17.2932,-37009.0546875,4940.25,3700000,38.8254,740,3964.8
741,16.0562,-38431.20703125,4927.39,3705000,38.0058,741,4816.03
742,16.5122,-39997.01953125,4946.92,3710000,38.3187,742,4633.65
743,15.787,-38225.83203125,4841.33,3715000,37.657,743,4739.61
744,15.6032,-35285.80078125,4876.61,3720000,37.1168,744,4770.84
745,16.2461,-35783.84765625,4924.77,3725000,37.6857,745,4795.06
746,15.8696,-37350.12109375,4800.45,3730000,38.0125,746,4726.92
747,20.7704,-21840.30078125,948.98,3735000,44.5577,747,887.43
748,45.6148,-26435.162109375,460.89,3740000,48.59,748,501.2
749,24.2873,-32797.55859375,3545.32,3745000,41.8363,749,3577.97
750,46.7424,-28635.119140625,1414.01,3750000,43.7659,750,1328.39
751,28.3749,-29664.80859375,3364.25,3755000,41.1545,751,2758.44
752,34.93,-28854.619140625,1291.08,3760000,42.2401,752,1667.8
753,54.5089,-24414.6328125,444.7,3765000,42.7323,753,1229.01
754,31.6085,-32688.7890625,2481.4,3770000,39.7884,754,3297.82
755,26.5235,-38114.86328125,4735.99,3775000,39.3358,755,4579.77
756,18.9493,-40406.4765625,4803.93,3780000,38.7907,756,4170.7
757,18.3481,-38561.5703125,4787.96,3785000,38.4205,757,4429.97
758,18.8741,-38740.73046875,4793.05,3790000,38.2775,758,4743.58
759,17.8008,-37647.44921875,4827.94,3795000,37.744,759,4767.41
760,16.9622,-36830.890625,4811.28,3800000,38.1214,760,4758.77
761,16.5019,-38064.51171875,4622.48,3805000,37.7453,761,4804.43
762,16.2754,-37328.3984375,4572.37,3810000,37.4239,762,4783.32
763,17.7965,-30232.73046875,4911.36,3815000,37.2227,763,4392.4
764,23.9797,-31650.46875,599.53,3820000,37.8725,764,3015.27
765,16.3398,-33452.78515625,4877.41,3825000,37.2395,765,4420.47
766,14.9331,-35329.2578125,4981.06,3830000,37.0298,766,4672.31
767,15.0569,-36299.890625,4934.14,3835000,36.9906,767,4802.96
768,15.168,-35282.4140625,4836.03,3840000,37.246,768,4354.86
769,19.5709,-35724.31640625,4822.72,3845000,38.9081,769,3472.96
770,15.798,-36175.3046875,4819.94,3850000,38.3135,770,4452.21
771,17.0558,-35784.66015625,4862.85,3855000,37.7942,771,4365.42
772,15.1689,-38227.88671875,1123.8,3860000,37.7876,772,4365.4
773,18.1705,-35658.0078125,2143.79,3865000,38.1692,773,4334.42
774,23.0215,-33122.890625,957.76,3870000,39.2795,774,3033.09
775,16.8749,-34501.98828125,908.37,3875000,37.3711,775,3409.28
776,18.8959,-32944.875,889.03,3880000,37.825,776,3424.17
