Running Update Time,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return
387,1935000,-9569.7734375,387,4634.16,38.7185,15.0208,4956.44
388,1940000,-10631.0419921875,388,5171.78,38.7286,16.0632,5098.38
389,1945000,-9760.646484375,389,5145.54,38.5765,15.7298,5097.14
390,1950000,-10008.8935546875,390,5135.73,39.2965,15.7824,5078.37
391,1955000,-9632.859375,391,5142.24,38.8456,15.3095,5083.03
392,1960000,-10194.8896484375,392,5184.78,39.1669,16.0411,5124.84
393,1965000,-10470.8935546875,393,5129.95,39.2437,16.2873,5061.11
394,1970000,-10494.40234375,394,5132.0,39.1933,15.6049,5046.43
395,1975000,-10010.53515625,395,5145.24,39.2652,16.0003,5100.66
396,1980000,-13651.0576171875,396,480.13,49.2304,92.8264,442.0
397,1985000,-13223.91015625,397,4307.19,42.0009,22.0782,3521.49
398,1990000,-10514.1572265625,398,4974.7,38.3264,14.8861,4425.05
399,1995000,-11846.083984375,399,5002.08,39.9443,19.0005,4361.34
400,2000000,-13414.265625,400,1212.62,41.0438,24.185,2518.34
401,2005000,-10449.193359375,401,5017.58,38.3237,16.7541,4695.87
402,2010000,-11041.736328125,402,5040.35,39.0226,16.6533,4936.77
403,2015000,-10878.7509765625,403,5078.55,39.2318,17.9902,5036.88
404,2020000,-10351.1259765625,404,5103.4,38.8786,17.5655,5046.67
405,2025000,-10924.6474609375,405,5117.39,39.1243,18.0882,5044.66
406,2030000,-11798.1650390625,406,4945.95,39.7949,21.8385,4656.87
407,2035000,-14452.8603515625,407,1421.16,44.9442,31.5507,1435.82
408,2040000,-14952.9697265625,408,1371.61,42.4782,26.9199,1884.63
409,2045000,-12570.4912109375,409,4874.32,40.2352,20.5721,4804.27
410,2050000,-12911.3212890625,410,3044.33,41.6136,38.4287,3873.45
411,2055000,-13985.7607421875,411,3723.79,41.3236,41.0015,2962.9
412,2060000,-10908.30859375,412,5072.31,39.9497,18.3977,5005.57
413,2065000,-11917.2275390625,413,4908.74,39.7903,17.022,4847.53
414,2070000,-10982.166015625,414,5066.88,39.6063,17.0786,5022.46
415,2075000,-11123.712890625,415,5182.42,39.153,17.1987,5131.7
416,2080000,-11335.1611328125,416,5105.48,39.0909,17.9594,5114.57
417,2085000,-11585.1943359375,417,5057.39,39.1612,17.0364,5094.65
418,2090000,-11277.619140625,418,5177.99,39.4979,18.1391,5125.87
419,2095000,-11916.0234375,419,5193.6,39.3468,17.6423,5187.27
420,2100000,-11464.2744140625,420,5169.22,39.0349,17.9334,5153.61
421,2105000,-12364.2646484375,421,5157.71,39.6358,22.7241,5061.76
422,2110000,-12637.9267578125,422,5125.44,40.2662,18.7976,5083.17
423,2115000,-16801.740234375,423,2405.01,43.6781,60.649,1679.51
424,2120000,-15172.5703125,424,3650.99,41.8096,38.2911,3159.35
425,2125000,-16712.05859375,425,2865.16,42.4335,31.8603,1658.52
426,2130000,-13404.08984375,426,4509.23,39.6611,18.3296,4294.92
427,2135000,-13765.11328125,427,4400.65,39.8061,21.6767,4996.14
428,2140000,-13325.5751953125,428,4574.92,40.7542,18.2452,4688.59
429,2145000,-12494.9580078125,429,4164.62,39.7789,19.5434,4534.47
430,2150000,-12293.3876953125,430,4967.48,38.6945,17.3715,4952.65
431,2155000,-12918.0634765625,431,5120.01,39.3638,17.3385,4825.56
432,2160000,-12895.2568359375,432,5159.58,39.0076,17.6148,5019.21
433,2165000,-12647.1376953125,433,5164.39,38.9154,17.2304,5036.22
434,2170000,-13734.0419921875,434,5134.84,39.4202,16.946,5065.27
435,2175000,-13538.908203125,435,5210.33,39.3316,17.2796,5142.88
436,2180000,-13692.9814453125,436,5186.84,39.5836,17.4323,5129.1
437,2185000,-14463.177734375,437,5214.16,39.38,17.8306,5143.54
438,2190000,-13163.8193359375,438,5160.72,38.9863,16.6953,5139.69
439,2195000,-13721.5380859375,439,5127.23,39.3496,17.3063,5095.14
440,2200000,-13910.439453125,440,5130.15,40.3453,17.3753,5141.45
441,2205000,-13782.16015625,441,4695.38,40.0506,16.6788,5193.28
442,2210000,-13804.2060546875,442,5112.39,39.4429,16.4008,4833.07
443,2215000,-13542.5478515625,443,5105.76,39.6952,16.4313,5074.08
444,2220000,-13637.267578125,444,5162.47,40.1739,16.2728,4868.23
445,2225000,-13940.4130859375,445,5132.9,39.7203,17.0082,5111.46
446,2230000,-13844.94140625,446,5181.23,39.3676,16.6802,5140.19
447,2235000,-13417.478515625,447,5190.09,39.7281,16.4725,5146.2
448,2240000,-13699.4990234375,448,5174.42,39.527,16.5897,5158.16
449,2245000,-13059.271484375,449,5302.58,40.0168,16.4525,5260.4
450,2250000,-13196.6748046875,450,5263.99,39.6589,16.379,5195.22
451,2255000,-13808.521484375,451,5217.49,39.6756,16.7964,5188.42
452,2260000,-14009.2470703125,452,5321.49,40.5008,17.3653,4716.93
453,2265000,-13907.9013671875,453,5277.93,40.6674,17.2558,5256.07
454,2270000,-13948.1904296875,454,5238.65,39.9651,16.3402,5191.04
455,2275000,-13399.583984375,455,5262.88,39.8826,16.3234,5251.89
456,2280000,-14142.884765625,456,5255.17,40.3959,17.4262,5240.45
457,2285000,-13952.267578125,457,5214.76,40.0193,16.8254,5205.65
458,2290000,-14311.8857421875,458,5192.24,39.5222,16.4309,5140.76
459,2295000,-14497.552734375,459,5198.03,39.7601,17.3319,5171.1
460,2300000,-14535.4755859375,460,5165.85,39.4768,16.5183,5123.38
461,2305000,-14374.984375,461,5249.45,39.4931,17.0702,5204.58
462,2310000,-15027.6357421875,462,5159.37,39.469,16.7091,5122.98
463,2315000,-14532.60546875,463,5261.82,39.6631,17.2202,4993.71
464,2320000,-15017.0048828125,464,5272.43,39.6118,16.6459,5228.94
465,2325000,-15126.7314453125,465,5248.94,39.8816,17.1058,5204.84
466,2330000,-14601.41796875,466,5273.79,39.5687,16.5778,5203.85
467,2335000,-15146.2021484375,467,5233.74,39.3106,16.6659,5160.37
468,2340000,-14481.341796875,468,5290.65,39.2921,17.2156,5241.82
469,2345000,-15705.48046875,469,5204.72,39.9349,17.9067,5168.73
470,2350000,-16495.134765625,470,4536.29,39.7482,17.452,4044.98
471,2355000,-16649.4921875,471,5227.17,40.1156,18.1575,5116.63
472,2360000,-15803.2744140625,472,5233.66,39.665,17.4901,5209.79
473,2365000,-15801.341796875,473,5282.1,40.1199,17.9584,5207.0
474,2370000,-15371.3359375,474,5321.53,39.8601,17.8822,5271.36
475,2375000,-15669.783203125,475,5297.42,39.861,17.31,5254.46
476,2380000,-15137.677734375,476,5348.22,40.09,17.2974,5283.6
477,2385000,-15607.4560546875,477,5241.38,39.8056,17.7696,5189.97
478,2390000,-15282.15625,478,5256.11,39.6379,17.4409,5176.96
479,2395000,-16389.873046875,479,5268.58,39.5367,17.8269,5198.28
480,2400000,-15840.669921875,480,5277.26,39.1029,16.9139,5183.02
481,2405000,-16592.6640625,481,5256.55,39.4832,17.5385,5204.02
482,2410000,-16682.830078125,482,5260.92,39.1971,16.8639,5204.12
483,2415000,-16882.79296875,483,5273.65,39.2892,17.4203,5195.76
484,2420000,-16241.509765625,484,5365.83,39.7064,18.2726,5332.37
485,2425000,-16266.9365234375,485,5365.58,39.2045,18.3454,5350.45
486,2430000,-17333.212890625,486,5255.05,39.3007,17.8582,5239.43
487,2435000,-17135.7265625,487,5303.03,39.5381,17.7287,5276.78
488,2440000,-17483.64453125,488,5277.44,39.0806,17.1713,5197.24
489,2445000,-17801.453125,489,5259.01,39.0301,17.5568,5204.16
490,2450000,-17951.28125,490,5301.71,39.3571,17.6854,5263.95
491,2455000,-17612.759765625,491,5281.12,39.3823,17.2516,5224.01
492,2460000,-17857.30859375,492,5324.73,39.3177,16.9775,5259.21
493,2465000,-17445.96875,493,5255.38,38.8326,17.2222,5235.7
494,2470000,-18001.43359375,494,5237.02,39.0207,17.2295,5202.08
495,2475000,-18383.30078125,495,5343.86,39.5677,18.2512,5298.13
496,2480000,-17738.20703125,496,5286.42,38.8065,16.893,5190.14
497,2485000,-18663.59765625,497,5242.3,39.5381,25.0544,5067.19
498,2490000,-18349.330078125,498,4930.17,38.79,17.3535,5059.51
499,2495000,-18087.6953125,499,5260.0,38.9294,16.4923,5217.23
500,2500000,-18190.30078125,500,5255.97,38.9145,16.2182,5218.43
501,2505000,-17888.314453125,501,5289.7,38.572,16.0864,5233.78
502,2510000,-18297.15234375,502,5347.61,39.3335,16.7503,5125.19
503,2515000,-18469.10546875,503,5313.62,38.8256,16.7276,5014.39
504,2520000,-18340.771484375,504,5274.61,39.0496,21.2044,4750.77
505,2525000,-18863.23828125,505,5341.91,39.2471,16.5602,5042.99
506,2530000,-19178.587890625,506,5333.64,39.3179,23.387,5035.19
507,2535000,-18057.21484375,507,5289.05,38.8665,16.2485,5266.81
508,2540000,-18704.35546875,508,5249.15,38.9822,16.3033,5151.71
509,2545000,-19676.482421875,509,5280.03,39.5975,21.7847,4729.85
510,2550000,-19468.552734375,510,5246.78,38.6007,16.1994,5107.27
511,2555000,-19226.94921875,511,5358.72,39.1735,17.9902,5279.01
512,2560000,-19539.349609375,512,5310.9,39.826,17.5293,5271.21
513,2565000,-19205.16796875,513,5318.94,39.1896,16.6753,5016.35
514,2570000,-19814.576171875,514,5335.09,39.0552,16.8205,5245.9
515,2575000,-19953.388671875,515,5304.98,39.0585,17.6051,4760.13
516,2580000,-20587.75390625,516,5307.74,39.3638,20.0584,5244.32
517,2585000,-20900.275390625,517,5313.93,38.825,17.2427,5247.43
518,2590000,-20790.529296875,518,5358.44,39.4446,16.6848,5294.78
519,2595000,-21593.083984375,519,5318.6,39.938,18.0125,5287.61
520,2600000,-21227.8046875,520,5305.53,39.3913,17.2311,5276.15
521,2605000,-21242.51953125,521,5316.09,38.7866,17.1252,5267.55
522,2610000,-22229.59375,522,5330.17,39.4844,17.4796,5291.79
523,2615000,-22094.921875,523,5300.11,38.6707,17.4184,5249.64
524,2620000,-21785.07421875,524,5337.96,39.2376,17.8049,5269.14
525,2625000,-21670.130859375,525,5312.72,39.3996,17.3751,5283.11
526,2630000,-21130.435546875,526,5305.34,39.2392,17.6526,5289.56
527,2635000,-20660.609375,527,5292.83,39.1208,17.603,5254.89
528,2640000,-21338.900390625,528,5299.51,39.4391,17.7574,5251.8
529,2645000,-16570.640625,529,-9.87,45.6876,49.1802,-9.96
530,2650000,-20054.28125,530,5292.91,39.4039,19.0083,5190.64
531,2655000,-20624.7734375,531,5261.15,39.2965,18.0071,5221.77
532,2660000,-21261.62890625,532,5166.64,39.4663,18.5671,5061.29
533,2665000,-20897.1171875,533,5235.98,39.4224,17.1904,5200.56
534,2670000,-21008.921875,534,5225.32,39.369,16.6669,5205.44
535,2675000,-22377.634765625,535,5374.53,39.529,17.3273,5293.87
536,2680000,-22287.099609375,536,5341.86,39.1786,17.01,5277.91
537,2685000,-23406.068359375,537,5380.57,39.4277,17.7459,5302.76
538,2690000,-22366.8984375,538,5307.21,38.5722,16.7996,5257.24
539,2695000,-22717.51953125,539,5359.68,39.0566,16.5452,5262.02
540,2700000,-23951.546875,540,5264.54,39.681,17.4931,5205.36
541,2705000,-22970.96484375,541,5257.85,39.0062,16.8405,5183.14
542,2710000,-23783.333984375,542,5338.75,39.1001,17.0114,5267.44
543,2715000,-23411.779296875,543,5366.56,39.5447,17.2404,5264.59
544,2720000,-24296.287109375,544,5360.08,39.1155,17.2256,5290.13
545,2725000,-23678.6484375,545,5349.98,38.9988,17.3225,5286.24
546,2730000,-24226.640625,546,5362.7,39.3633,17.2186,5281.99
547,2735000,-23410.546875,547,5310.62,39.026,16.7885,4986.09
548,2740000,-24772.8046875,548,5416.3,39.9784,18.7325,4956.94
549,2745000,-24033.23046875,549,5379.53,39.958,18.8059,5293.63
550,2750000,-24911.140625,550,5385.27,39.5684,18.5072,5337.63
551,2755000,-25086.974609375,551,5439.66,40.1794,18.4249,5360.06
552,2760000,-24704.904296875,552,5364.89,39.2259,17.0163,5216.81
553,2765000,-24868.248046875,553,5410.54,40.2328,17.8093,5342.97
554,2770000,-24713.939453125,554,5426.25,39.3665,18.0335,5046.97
555,2775000,-23866.470703125,555,5399.11,39.668,18.2417,5177.53
556,2780000,-24647.517578125,556,5441.96,39.7296,18.1791,5253.87
557,2785000,-24218.947265625,557,5373.18,39.3,17.4987,5368.9
558,2790000,-24748.359375,558,5368.9,39.8421,17.6256,5310.43
559,2795000,-24063.5390625,559,5362.44,39.1088,17.269,5310.25
560,2800000,-25258.5390625,560,5360.67,39.5791,17.3263,5342.57
561,2805000,-25628.71484375,561,5406.09,39.6558,18.2284,5367.55
562,2810000,-25414.42578125,562,5382.25,39.5895,18.4396,5329.6
563,2815000,-25663.24609375,563,5398.13,39.6922,18.2283,5328.58
564,2820000,-25566.939453125,564,5414.16,39.5551,17.2229,5319.17
565,2825000,-24749.53125,565,5386.82,39.193,16.3212,5055.77
566,2830000,-25476.6796875,566,5468.5,40.1483,17.9895,5413.39
567,2835000,-25990.21484375,567,5386.86,39.7094,17.9009,5359.51
568,2840000,-25967.74609375,568,5441.01,39.8378,17.9498,5108.41
569,2845000,-28151.650390625,569,5349.88,40.2858,17.2781,4624.14
570,2850000,-26977.314453125,570,5397.75,39.7468,18.7013,5208.5
571,2855000,-27377.65625,571,5406.55,39.5172,18.3494,5174.71
572,2860000,-26780.095703125,572,5469.61,39.5229,18.2119,5405.28
573,2865000,-26478.51953125,573,5404.87,39.3243,17.5133,5297.9
574,2870000,-26792.828125,574,5395.09,39.7977,18.7501,5291.64
575,2875000,-26336.427734375,575,5371.29,39.1401,17.6506,5350.27
576,2880000,-26850.1875,576,5415.21,39.4923,18.7843,5388.4
577,2885000,-25714.697265625,577,5492.74,39.5235,18.4969,5278.42
578,2890000,-26445.453125,578,5467.72,39.7917,18.5484,5370.35
579,2895000,-26276.91796875,579,5430.18,38.8993,17.1328,5386.7
580,2900000,-27413.654296875,580,5204.92,39.6876,17.2568,4678.55
581,2905000,-26019.77734375,581,5480.36,39.3896,17.9509,5361.46
582,2910000,-25813.646484375,582,5429.52,39.1795,17.1933,5349.55
583,2915000,-26369.4609375,583,5382.24,38.8051,17.2666,5294.71
584,2920000,-27506.12109375,584,5426.46,39.4415,17.7529,4992.66
585,2925000,-26024.7578125,585,5480.39,39.1889,18.0642,5094.21
586,2930000,-27443.30859375,586,5419.41,39.1981,17.4909,5348.32
587,2935000,-26559.869140625,587,5433.15,38.8765,17.1496,5353.31
588,2940000,-27994.294921875,588,5396.13,38.8139,17.2088,5313.56
589,2945000,-29081.71484375,589,5421.36,39.7098,17.866,5113.93
590,2950000,-28109.04296875,590,5386.66,39.2564,17.2243,5293.82
591,2955000,-28595.962890625,591,5400.9,39.1373,16.8752,5316.82
592,2960000,-28621.0625,592,5470.99,39.5376,17.4829,5307.09
593,2965000,-28875.50390625,593,5448.35,38.8358,17.5481,5366.0
594,2970000,-27871.9609375,594,5413.21,38.7309,16.3642,5332.66
595,2975000,-29452.544921875,595,5406.29,39.0865,16.5958,5332.55
596,2980000,-29143.513671875,596,5428.68,39.7152,17.4817,5354.39
597,2985000,-27917.37109375,597,5412.99,38.9391,16.8349,5336.38
598,2990000,-28728.0,598,5414.3,38.9015,17.5672,5312.34
599,2995000,-30508.5,599,5425.3,39.1634,17.106,5248.73
600,3000000,-29969.091796875,600,5477.36,38.8983,17.7796,5315.5
601,3005000,-30907.248046875,601,5467.17,39.5655,18.5398,5412.13
602,3010000,-29255.15234375,602,5463.88,38.9854,17.1457,5388.7
603,3015000,-30386.50390625,603,5321.27,39.406,17.2802,5370.44
604,3020000,-32277.517578125,604,5330.88,39.8415,15.9449,4443.19
605,3025000,-30408.6328125,605,5490.78,38.9981,16.9997,5246.12
606,3030000,-29669.900390625,606,5499.37,39.1706,17.5528,5111.58
607,3035000,-29994.728515625,607,5477.18,39.5462,17.9158,5399.65
608,3040000,-31716.11328125,608,5480.72,39.5506,18.1835,5395.34
609,3045000,-29510.3828125,609,5467.17,39.0195,17.4826,5410.71
610,3050000,-29862.068359375,610,5457.97,38.6562,17.2344,5386.47
611,3055000,-30144.607421875,611,5480.91,39.0252,16.9151,5356.67
612,3060000,-29992.91015625,612,5462.77,39.3048,17.6889,5420.88
613,3065000,-30434.95703125,613,5432.73,38.5007,16.3129,5362.15
614,3070000,-30328.630859375,614,5452.44,38.874,16.7318,5086.9
615,3075000,-31736.498046875,615,5474.76,39.1046,17.4003,5211.24
616,3080000,-31826.525390625,616,5478.57,39.3431,17.3711,5078.97
617,3085000,-32135.677734375,617,5472.63,39.5418,17.2919,4756.05
618,3090000,-31649.666015625,618,5477.34,39.157,17.3402,5308.62
619,3095000,-34278.37890625,619,5447.19,39.0056,15.5314,4810.44
620,3100000,-33328.265625,620,5367.94,39.468,17.6574,5170.72
621,3105000,-31954.1328125,621,5450.48,39.4378,15.8135,5127.62
622,3110000,-32102.083984375,622,5430.85,39.2565,17.5179,5120.39
623,3115000,-32912.51953125,623,4942.02,38.7794,16.3873,5001.5
624,3120000,-31007.978515625,624,5225.73,38.0809,15.6849,4894.34
625,3125000,-34890.6796875,625,5320.48,38.3452,16.0031,4689.77
626,3130000,-33659.06640625,626,5352.33,38.2316,15.8976,5254.51
627,3135000,-33773.0390625,627,5405.18,39.1743,16.8265,4946.22
628,3140000,-32708.98828125,628,4424.0,39.2727,16.1103,4413.44
629,3145000,-34236.046875,629,5311.96,39.4343,17.7643,4833.28
630,3150000,-33443.6640625,630,5380.7,39.3117,17.8862,5328.82
631,3155000,-33602.0,631,5394.97,39.4602,17.5148,5236.53
632,3160000,-33888.12109375,632,5418.72,39.697,17.0613,5094.7
633,3165000,-32643.990234375,633,5431.83,38.916,17.0041,5342.53
634,3170000,-33808.6796875,634,5359.26,39.5637,15.8144,4785.27
635,3175000,-33495.35546875,635,5446.65,38.9114,17.0553,5057.84
636,3180000,-35153.4140625,636,5408.03,39.4935,16.2574,4837.92
637,3185000,-34275.6171875,637,5369.24,39.1184,16.8632,5056.88
638,3190000,-34220.2734375,638,5271.4,38.918,17.3181,4717.06
639,3195000,-36081.44921875,639,5263.11,39.7686,16.7381,4915.67
640,3200000,-33746.25390625,640,5352.93,38.9292,17.0166,4964.57
641,3205000,-34408.03125,641,5274.17,38.8079,16.7951,5017.17
642,3210000,-33372.75,642,4896.78,39.2133,16.6072,4645.06
643,3215000,-33894.83203125,643,5226.17,38.8694,16.3227,4901.04
644,3220000,-32759.822265625,644,5378.62,39.0192,16.9575,5033.03
645,3225000,-34757.68359375,645,5334.07,38.8205,16.9728,5260.09
646,3230000,-34180.77734375,646,5395.18,38.9751,15.9995,4806.53
647,3235000,-34716.015625,647,5342.68,39.2006,15.8613,5239.74
648,3240000,-34548.32421875,648,5299.98,38.7614,16.5224,5202.19
649,3245000,-34616.9296875,649,5378.13,38.8993,16.7219,5003.01
650,3250000,-35142.47265625,650,5336.06,38.7871,16.6762,4941.13
651,3255000,-34186.078125,651,5334.63,38.8183,16.3089,5191.72
652,3260000,-35584.4765625,652,5282.33,39.182,16.3659,5217.39
653,3265000,-35296.28515625,653,5281.46,39.1909,16.4527,5210.21
654,3270000,-35018.1484375,654,5272.95,38.8746,15.7843,5204.67
655,3275000,-36251.29296875,655,5287.9,39.2051,16.9233,4989.23
656,3280000,-36116.39453125,656,5226.45,38.838,16.7404,5196.44
657,3285000,-37936.0390625,657,5293.17,39.3544,17.1157,5251.78
658,3290000,-36778.89453125,658,5266.36,39.07,16.8274,5232.13
659,3295000,-37036.33984375,659,5286.68,39.2653,16.3359,5257.65
660,3300000,-36708.09375,660,5267.48,39.5259,17.1601,5246.85
661,3305000,-36845.21484375,661,5311.49,39.1226,16.8887,5283.55
662,3310000,-37634.3671875,662,5252.29,39.1214,17.2921,5246.54
663,3315000,-37643.296875,663,5293.29,39.137,16.9046,5265.92
664,3320000,-38559.23828125,664,5335.87,39.3317,17.8941,5294.88
665,3325000,-38492.98046875,665,5296.08,39.2475,18.3879,5279.78
666,3330000,-36812.703125,666,4696.51,39.386,17.6219,5091.12
667,3335000,-38438.67578125,667,5289.42,39.4225,17.4994,5294.41
668,3340000,-37785.76171875,668,5294.33,39.506,18.1558,5276.19
669,3345000,-37958.29296875,669,5302.74,39.6531,18.0698,5292.1
670,3350000,-36243.23828125,670,5328.04,38.6126,17.3445,5280.27
671,3355000,-37664.66796875,671,5355.63,39.518,17.3859,5157.91
672,3360000,-36642.03515625,672,5381.78,38.6102,16.8225,5322.3
673,3365000,-35699.1484375,673,5319.96,38.7726,16.9565,5279.06
674,3370000,-37470.94921875,674,5239.8,38.5973,16.9683,5234.35
675,3375000,-36737.5703125,675,5283.92,38.8556,16.7299,5249.23
676,3380000,-36898.8515625,676,5347.18,38.839,16.7754,5188.92
677,3385000,-37971.9296875,677,5271.88,39.2145,18.025,5249.18
678,3390000,-38452.234375,678,5124.3,39.2912,16.5741,5275.53
679,3395000,-38093.62890625,679,5336.09,38.7854,16.7285,5274.18
680,3400000,-38194.4921875,680,5344.43,39.286,17.4326,5323.6
681,3405000,-37321.58984375,681,5318.51,38.8191,16.6504,5290.2
682,3410000,-38079.69140625,682,5363.24,38.7822,16.9416,5320.28
683,3415000,-37750.3125,683,5325.26,38.5966,16.8368,5285.61
684,3420000,-37950.53125,684,5360.86,38.9382,16.8702,5296.41
685,3425000,-38638.265625,685,5294.38,39.1491,16.9477,5292.16
686,3430000,-38383.546875,686,5116.77,38.8026,16.393,5142.59
687,3435000,-38145.5390625,687,5115.44,38.9339,18.6467,5067.12
688,3440000,-38210.3203125,688,5402.73,38.8971,16.9071,5310.71
689,3445000,-38550.7109375,689,5352.34,38.6512,16.1641,5275.16
690,3450000,-39077.6171875,690,5314.03,38.5795,16.8705,5258.28
691,3455000,-39052.81640625,691,5259.16,39.2641,16.3532,5214.1
692,3460000,-38358.76953125,692,5340.71,38.7851,16.736,5301.31
693,3465000,-37010.3984375,693,5276.12,38.4315,15.7537,5203.59
694,3470000,-38404.7421875,694,5323.35,38.6774,15.5116,5256.62
695,3475000,-38515.3515625,695,5303.09,38.1311,16.1883,5249.12
696,3480000,-38784.359375,696,5355.28,38.3286,16.683,5290.5
697,3485000,-38823.0,697,4425.13,39.2275,16.4275,4903.77
698,3490000,-38254.76953125,698,5336.5,38.7969,16.2565,5230.36
699,3495000,-39047.0,699,5311.09,38.1602,15.9285,5281.85
700,3500000,-39798.1171875,700,5379.47,38.4983,16.4445,5315.84
701,3505000,-39560.375,701,5358.33,39.0633,16.4536,5299.57
702,3510000,-40989.9453125,702,5420.29,38.9851,16.0595,5315.3
703,3515000,-39952.625,703,5317.37,38.7404,16.6377,5293.21
704,3520000,-40962.98046875,704,5379.08,38.6834,16.9896,5310.56
705,3525000,-40260.85546875,705,5355.81,38.5348,17.0333,5286.3
706,3530000,-40613.73828125,706,5332.08,39.2296,17.3554,5286.8
707,3535000,-40654.4453125,707,5342.79,39.0942,16.9262,5266.84
708,3540000,-41409.58984375,708,5393.8,39.6601,17.3007,5320.73
709,3545000,-40405.72265625,709,5342.94,38.9251,16.4288,5252.56
710,3550000,-37283.9140625,710,5304.49,38.4582,16.0654,5212.17
711,3555000,-39922.16796875,711,5330.45,39.1232,16.4623,5251.96
712,3560000,-40092.88671875,712,5356.42,38.9005,16.9108,5283.37
713,3565000,-41520.26953125,713,5377.24,39.1418,17.1994,5314.64
714,3570000,-39692.12890625,714,5357.51,39.1936,16.5977,5011.37
715,3575000,-39590.09375,715,5353.78,39.2058,16.8469,5282.42
716,3580000,-40255.23828125,716,5355.08,38.8404,16.5095,5040.41
717,3585000,-41314.58984375,717,5367.63,39.2689,17.1503,5089.79
718,3590000,-41514.96484375,718,5373.07,39.1106,16.5496,5130.46
719,3595000,-39601.6640625,719,5331.15,39.0517,16.8054,5268.78
720,3600000,-38889.3984375,720,5366.51,39.583,16.6931,5289.06
721,3605000,-41001.76953125,721,5389.35,38.7482,16.6363,5304.42
722,3610000,-40062.61328125,722,5157.09,39.5318,18.7925,5329.29
723,3615000,-41186.4375,723,5387.99,38.3254,17.1599,5163.08
724,3620000,-38976.32421875,724,5354.71,38.53,16.5693,5233.09
725,3625000,-39261.515625,725,5354.94,39.173,16.8081,5258.92
726,3630000,-38476.1484375,726,5386.9,38.3902,16.5748,5291.58
727,3635000,-37371.34375,727,5375.31,39.1594,17.7902,5255.52
728,3640000,-38202.8984375,728,1047.23,43.0294,36.1214,1089.72
729,3645000,-39859.03125,729,1161.82,40.121,18.7113,2058.9
730,3650000,-38361.60546875,730,1548.44,41.5806,38.0362,1748.88
731,3655000,-40760.63671875,731,4721.46,39.9166,22.4266,3444.15
732,3660000,-48653.20703125,732,2765.16,41.8615,16.966,4403.96
733,3665000,-44406.93359375,733,5388.13,39.7544,19.8758,5019.67
734,3670000,-43899.86328125,734,5201.7,39.7011,17.7385,4407.47
735,3675000,-45199.7890625,735,5312.64,39.7486,18.2607,5220.04
736,3680000,-43151.65625,736,5352.02,39.4402,18.6661,5123.82
737,3685000,-41552.67578125,737,5341.88,39.7834,18.9234,5049.2
738,3690000,-43629.27734375,738,5333.57,39.7257,18.7751,5259.77
739,3695000,-42557.765625,739,5307.29,39.5859,18.3713,5225.61
740,3700000,-42339.47265625,740,5330.58,39.076,17.9864,5231.3
741,3705000,-43265.5,741,5321.14,39.108,18.0588,5259.63
742,3710000,-43535.03515625,742,5252.58,39.1815,18.0626,5208.51
743,3715000,-44647.55859375,743,5275.22,39.0076,18.4791,5243.27
744,3720000,-45282.2109375,744,5346.93,39.1819,18.5245,5064.62
745,3725000,-44972.23828125,745,5326.57,39.4774,18.463,5066.05
746,3730000,-45468.55859375,746,4894.19,39.2692,18.011,4622.58
747,3735000,-44440.921875,747,5310.74,39.0089,18.0959,5178.49
748,3740000,-42958.97265625,748,5350.3,38.8452,17.7894,4860.33
749,3745000,-40358.87109375,749,2323.79,39.8303,23.9856,2766.15
750,3750000,-45950.04296875,750,3694.33,40.479,19.4306,3135.58
751,3755000,-41836.76171875,751,5392.58,39.4537,18.9339,5341.22
752,3760000,-42463.94140625,752,5319.57,39.3815,18.9472,4067.37
753,3765000,-45688.72265625,753,5194.18,39.7242,17.8087,5159.59
754,3770000,-46833.75390625,754,899.98,41.4341,19.1348,1977.54
755,3775000,-42753.70703125,755,5312.58,38.7901,18.1805,4246.76
756,3780000,-44746.71875,756,5361.06,40.1156,18.913,5279.42
757,3785000,-44310.546875,757,5411.28,39.8488,18.9664,5298.65
758,3790000,-45230.203125,758,5444.62,39.8665,18.3572,5025.03
759,3795000,-43167.98046875,759,5401.46,39.7482,17.544,4932.86
760,3800000,-43954.765625,760,5456.64,39.7306,18.299,4375.02
761,3805000,-45531.2578125,761,5447.49,39.3491,17.475,4894.54
762,3810000,-46819.6953125,762,5429.21,39.7226,16.9016,5115.61
763,3815000,-42856.03515625,763,5327.31,39.3628,18.1909,4720.44
764,3820000,-43270.4453125,764,5377.12,39.198,18.6625,4785.48
765,3825000,-45136.4296875,765,5333.78,39.1858,17.5246,5053.76
766,3830000,-44655.43359375,766,5358.35,39.5027,17.1044,4687.15
767,3835000,-43648.390625,767,4772.53,39.6775,18.4439,4784.7
768,3840000,-43499.6328125,768,5028.52,39.7625,18.3975,5261.46
769,3845000,-43707.0546875,769,5324.26,39.6518,17.3613,4439.32
770,3850000,-42624.5234375,770,5344.62,39.1432,18.1745,5046.48
771,3855000,-44133.3125,771,5360.13,38.9197,17.8146,5246.62
772,3860000,-44057.43359375,772,5358.46,39.4412,18.2095,4875.05
773,3865000,-43007.1484375,773,5303.59,39.3131,18.5254,5199.2
774,3870000,-42074.671875,774,5380.82,38.7775,17.5511,4870.29
775,3875000,-44038.4921875,775,5349.96,38.8026,16.6396,4869.86
