Real Sto Return,Running Update Time,Running Env Steps,Itration,Running Reverse KL,Reward Loss,Running Forward KL,Real Det Return
5138.3,386,1930000,386,68.0364,-10305.8017578125,70.3637,6046.82
5015.29,387,1935000,387,77.5374,-11333.1181640625,78.2035,5741.22
4704.92,388,1940000,388,77.0054,-11237.21484375,78.63,5391.84
5015.74,389,1945000,389,72.2742,-11374.05078125,76.8045,6069.47
5541.91,390,1950000,390,76.9077,-11456.96875,78.2289,6013.47
5343.34,391,1955000,391,78.9223,-11657.2626953125,79.0505,5818.61
5131.31,392,1960000,392,79.7468,-11678.619140625,78.1445,5748.41
4946.79,393,1965000,393,80.7904,-11800.22265625,78.284,5485.27
4437.81,394,1970000,394,79.1363,-11700.6796875,79.5951,5455.64
5060.02,395,1975000,395,74.1457,-10873.7236328125,74.1771,5758.73
5486.17,396,1980000,396,80.2665,-11752.4599609375,79.9713,5558.63
4854.16,397,1985000,397,76.5433,-11722.2783203125,75.8921,5969.32
5013.64,398,1990000,398,66.2045,-10493.33203125,68.8086,5532.39
4311.53,399,1995000,399,76.9476,-11557.701171875,74.2207,5151.14
5209.03,400,2000000,400,80.4667,-11653.548828125,76.3996,5609.52
5277.61,401,2005000,401,82.6798,-12203.1796875,79.8446,5540.18
5086.67,402,2010000,402,79.1287,-12040.669921875,77.0878,4941.39
5397.72,403,2015000,403,75.8452,-11681.9951171875,75.4693,5658.84
4793.87,404,2020000,404,65.8618,-10989.0087890625,71.4026,5617.38
5057.16,405,2025000,405,75.4612,-11882.6806640625,73.0811,5627.83
4787.47,406,2030000,406,82.0643,-12296.9111328125,79.944,4913.79
4912.38,407,2035000,407,71.3427,-11293.677734375,71.3018,5684.6
5099.41,408,2040000,408,77.4311,-12108.064453125,76.6855,5094.42
4783.63,409,2045000,409,75.6669,-12282.0888671875,77.758,4747.08
4684.29,410,2050000,410,79.5112,-12485.2275390625,80.4738,4925.71
5405.77,411,2055000,411,81.4754,-12509.7646484375,80.3315,5230.19
5150.89,412,2060000,412,77.6846,-12195.24609375,76.4257,5479.68
5180.98,413,2065000,413,78.5567,-12508.6337890625,78.8637,5224.07
4735.62,414,2070000,414,68.9298,-11437.072265625,72.3482,5477.78
5560.8,415,2075000,415,80.0877,-12552.095703125,78.2791,5569.06
5391.33,416,2080000,416,77.9361,-12554.919921875,77.0735,5911.11
5279.83,417,2085000,417,77.3133,-12635.025390625,77.4503,6031.06
5611.6,418,2090000,418,76.4968,-12568.3134765625,78.0613,5826.44
5088.17,419,2095000,419,80.0844,-12734.1552734375,79.0279,5690.87
5271.86,420,2100000,420,72.1445,-12569.8525390625,76.0046,6076.85
4864.32,421,2105000,421,77.4425,-12501.638671875,75.7609,5401.55
4776.98,422,2110000,422,77.407,-12706.986328125,76.6582,5825.74
5414.4,423,2115000,423,78.4669,-12849.951171875,78.3622,5595.04
5473.41,424,2120000,424,77.7347,-12869.119140625,77.4097,5729.48
5090.06,425,2125000,425,78.2101,-12849.03125,77.6045,5499.03
5592.81,426,2130000,426,73.5131,-12477.53125,74.6072,5200.92
5540.41,427,2135000,427,78.5611,-12943.357421875,78.4759,5941.85
5585.91,428,2140000,428,80.3767,-13055.5302734375,78.8946,5981.88
5205.22,429,2145000,429,80.5115,-13030.2099609375,79.7422,5465.01
5277.65,430,2150000,430,75.7394,-12755.677734375,76.0119,5501.68
5359.1,431,2155000,431,79.9711,-13044.4619140625,78.0783,5665.55
5117.9,432,2160000,432,79.9347,-13089.6689453125,79.4693,5773.6
5135.85,433,2165000,433,79.4576,-12990.4765625,78.8973,5300.43
5542.08,434,2170000,434,74.0631,-11960.1806640625,73.9714,5654.27
5356.84,435,2175000,435,75.1493,-12701.3837890625,74.7449,5154.3
5237.53,436,2180000,436,77.5602,-13109.119140625,78.2566,5690.51
4992.14,437,2185000,437,82.0681,-13147.0830078125,79.651,5822.97
5335.27,438,2190000,438,80.6773,-13107.0458984375,78.5556,5365.86
4756.37,439,2195000,439,78.5513,-13229.6591796875,78.9142,5071.4
5255.06,440,2200000,440,73.8651,-12310.5322265625,72.6951,5954.92
5203.95,441,2205000,441,81.0492,-13290.8359375,79.9591,5399.23
4884.42,442,2210000,442,81.4265,-13342.927734375,79.2248,5353.08
4551.24,443,2215000,443,77.5754,-13257.5869140625,77.4788,4302.53
5494.33,444,2220000,444,78.7038,-13353.0732421875,79.5828,5560.29
4900.6,445,2225000,445,80.4625,-13374.6298828125,79.544,5608.95
4768.89,446,2230000,446,74.6539,-13228.8759765625,76.6561,5636.99
5502.12,447,2235000,447,79.2155,-13298.1513671875,77.8004,5195.86
5172.59,448,2240000,448,68.5985,-11970.0712890625,73.227,5651.45
4879.08,449,2245000,449,78.8399,-13390.041015625,78.8985,5635.76
4749.2,450,2250000,450,71.3518,-12523.173828125,73.8842,5699.23
4773.68,451,2255000,451,77.7422,-13376.1806640625,78.975,5514.2
4667.5,452,2260000,452,71.0974,-12591.0439453125,71.0803,5314.04
5678.08,453,2265000,453,75.6345,-13367.2412109375,77.347,5382.2
4296.4,454,2270000,454,77.4538,-13475.5546875,77.8472,5933.91
4858.25,455,2275000,455,77.1843,-13524.486328125,77.9806,5718.6
5117.32,456,2280000,456,72.7352,-12507.3603515625,72.8183,5908.36
5052.35,457,2285000,457,80.3231,-13479.76171875,79.166,5639.85
5336.77,458,2290000,458,69.6121,-12050.1044921875,71.9121,5089.9
5030.67,459,2295000,459,66.3394,-11532.888671875,69.9644,4871.5
5137.75,460,2300000,460,72.4434,-12320.158203125,74.1936,5087.01
5491.27,461,2305000,461,74.7714,-13384.7734375,77.1233,5645.53
5144.3,462,2310000,462,68.7168,-12084.15234375,71.3785,5647.81
5269.84,463,2315000,463,64.4107,-12318.451171875,71.8622,5802.53
5516.32,464,2320000,464,71.9569,-12733.0302734375,73.5337,5970.22
4712.11,465,2325000,465,69.9876,-12193.6953125,70.8281,5403.67
5540.07,466,2330000,466,78.3085,-13599.4228515625,79.49,5838.82
5142.72,467,2335000,467,79.5804,-13532.1689453125,78.0319,5600.06
5107.83,468,2340000,468,80.5351,-13685.7822265625,79.2825,5475.05
5121.57,469,2345000,469,78.8105,-13451.345703125,77.1832,5504.59
5308.01,470,2350000,470,75.9275,-13327.0087890625,75.3557,5809.7
4944.54,471,2355000,471,75.2535,-13514.79296875,77.7186,6059.22
5165.8,472,2360000,472,78.1264,-13556.294921875,78.57,5853.29
4685.48,473,2365000,473,76.3151,-13575.34765625,78.0235,5589.39
5418.03,474,2370000,474,80.3548,-13707.724609375,78.5677,5078.77
5034.23,475,2375000,475,75.6999,-13562.06640625,77.7835,5490.94
4912.7,476,2380000,476,76.5794,-13643.4130859375,76.3085,5074.0
4855.06,477,2385000,477,77.6821,-13683.5458984375,77.5984,5790.51
4811.69,478,2390000,478,77.0756,-13694.3798828125,78.1515,5277.76
5144.42,479,2395000,479,72.7862,-13354.64453125,76.6316,5441.56
4081.42,480,2400000,480,78.7392,-13779.1455078125,78.9494,5417.23
4619.4,481,2405000,481,73.7316,-13691.736328125,77.4021,5539.05
4465.22,482,2410000,482,62.3718,-11041.177734375,68.0051,5597.55
4885.05,483,2415000,483,73.3661,-12854.58984375,72.2366,5062.96
4820.84,484,2420000,484,68.2267,-12533.630859375,71.6006,5821.18
5352.25,485,2425000,485,68.842,-12187.408203125,72.0852,5056.56
4814.93,486,2430000,486,76.3542,-13733.7314453125,79.147,5409.78
4150.25,487,2435000,487,67.5668,-12397.8095703125,70.0929,5401.75
5416.76,488,2440000,488,74.8842,-13577.9609375,77.7854,5300.44
5340.82,489,2445000,489,71.3376,-13436.7109375,75.5197,5664.56
5302.41,490,2450000,490,81.0282,-13860.982421875,78.2817,5532.59
5190.29,491,2455000,491,75.267,-13677.96875,77.7659,5619.3
5064.38,492,2460000,492,80.9596,-13944.271484375,80.7017,6078.0
5113.68,493,2465000,493,64.6963,-12416.8505859375,70.8307,5525.32
4920.66,494,2470000,494,76.1766,-13859.96484375,78.9885,5885.0
5003.88,495,2475000,495,82.588,-14080.2265625,81.2864,5672.89
5572.97,496,2480000,496,75.018,-13666.9130859375,77.8723,5754.83
5631.01,497,2485000,497,76.3666,-13814.79296875,77.243,5692.88
5185.23,498,2490000,498,68.369,-12497.1884765625,71.1627,5451.75
5246.47,499,2495000,499,74.124,-13783.6015625,77.8543,5893.35
5234.47,500,2500000,500,81.0113,-13950.994140625,79.883,5973.62
4790.44,501,2505000,501,79.8288,-13836.138671875,78.8453,5632.43
5638.44,502,2510000,502,71.8486,-13149.7841796875,72.476,5493.5
5054.32,503,2515000,503,76.1592,-13522.60546875,75.2723,5777.88
5156.19,504,2520000,504,83.0259,-14128.189453125,81.3051,5806.79
5480.02,505,2525000,505,79.3666,-14109.544921875,80.3824,5761.92
5029.48,506,2530000,506,78.4281,-14050.474609375,79.0665,5929.52
5349.89,507,2535000,507,73.3413,-12749.6220703125,72.9574,5972.6
4809.46,508,2540000,508,83.7875,-14117.4775390625,79.7082,5799.04
5777.99,509,2545000,509,77.5419,-13823.361328125,79.6498,6041.42
5163.96,510,2550000,510,70.9584,-12778.9423828125,73.3375,5535.88
4950.91,511,2555000,511,78.2217,-13968.7275390625,78.9397,5749.36
5664.19,512,2560000,512,68.6603,-12413.40625,71.0333,5954.8
4650.21,513,2565000,513,71.1326,-13049.166015625,73.6317,5756.37
5241.37,514,2570000,514,77.5143,-14009.6064453125,80.2428,5837.97
4157.12,515,2575000,515,75.732,-13909.0654296875,78.5544,5483.8
5136.07,516,2580000,516,78.7865,-14169.462890625,80.274,5606.72
4884.19,517,2585000,517,74.584,-13801.095703125,78.3605,5589.55
5352.11,518,2590000,518,79.0146,-14147.2109375,79.9827,5497.9
5038.24,519,2595000,519,81.6736,-14063.7802734375,79.3952,5335.43
4793.06,520,2600000,520,81.8495,-14026.767578125,80.2111,5918.99
5121.06,521,2605000,521,81.8977,-14131.935546875,80.3792,5308.88
4849.5,522,2610000,522,74.1139,-12829.154296875,72.3069,5622.52
5085.07,523,2615000,523,77.5653,-14033.9482421875,77.7373,5752.81
4955.87,524,2620000,524,67.5105,-12694.3076171875,71.9776,5455.94
4901.71,525,2625000,525,69.505,-12138.8876953125,71.4391,5659.5
5495.71,526,2630000,526,80.187,-14247.8251953125,79.9438,5791.8
5031.98,527,2635000,527,77.6051,-14106.677734375,78.964,5324.37
5350.46,528,2640000,528,77.0561,-14013.42578125,76.94,5458.06
4641.85,529,2645000,529,77.6977,-14124.7919921875,77.8257,5917.25
4563.34,530,2650000,530,70.4107,-12726.419921875,71.7391,5204.71
4519.71,531,2655000,531,78.9432,-14045.6171875,79.4064,5585.48
5218.73,532,2660000,532,80.6932,-14225.3740234375,80.2415,5686.94
4463.16,533,2665000,533,78.8273,-14199.1484375,79.9177,5327.43
4988.56,534,2670000,534,61.4424,-11652.0,70.0151,5521.26
5199.32,535,2675000,535,61.6754,-11279.5869140625,70.3425,5124.99
5027.81,536,2680000,536,82.2198,-14435.732421875,81.987,5704.48
5578.81,537,2685000,537,72.3235,-13041.4296875,72.8471,5699.84
5005.78,538,2690000,538,80.8918,-14373.158203125,81.3487,5721.24
5144.93,539,2695000,539,78.6245,-14261.8349609375,79.1707,5356.6
5008.79,540,2700000,540,78.6638,-14314.923828125,78.5085,5621.2
3780.54,541,2705000,541,82.8293,-14505.5693359375,81.3571,5855.15
4957.97,542,2710000,542,69.1953,-12873.7646484375,71.0939,5527.79
5348.67,543,2715000,543,71.9864,-12944.630859375,72.7308,5939.81
5254.99,544,2720000,544,75.5798,-13838.130859375,75.4768,5555.71
5405.3,545,2725000,545,78.9607,-14178.537109375,78.2991,5581.04
3902.1,546,2730000,546,85.1034,-14474.513671875,80.9368,5080.7
5521.24,547,2735000,547,74.9652,-13066.255859375,73.1101,5207.32
4682.18,548,2740000,548,70.4791,-12907.7587890625,72.4985,5428.48
5065.48,549,2745000,549,80.2241,-14363.7919921875,79.0302,5397.28
5053.56,550,2750000,550,67.6042,-11581.5625,70.3275,5982.71
5305.32,551,2755000,551,85.8679,-14491.51953125,81.7963,5163.21
4572.82,552,2760000,552,81.4128,-14277.5888671875,79.8196,5003.85
4674.17,553,2765000,553,79.1564,-14380.3427734375,79.5272,5821.16
5681.38,554,2770000,554,73.9489,-12972.2119140625,72.2714,5616.46
5460.1,555,2775000,555,80.4465,-14223.3486328125,77.8448,5053.86
5314.98,556,2780000,556,70.5812,-12075.65625,71.2478,5611.72
4939.95,557,2785000,557,80.517,-14376.4853515625,80.6236,5223.02
4902.72,558,2790000,558,79.1441,-13813.2177734375,76.1748,5643.85
5684.72,559,2795000,559,83.4967,-14458.068359375,80.5528,5461.17
5440.16,560,2800000,560,86.8139,-14678.2236328125,81.7184,5449.35
5674.68,561,2805000,561,68.4899,-12585.541015625,71.4272,5677.99
5395.56,562,2810000,562,74.6615,-13098.5703125,71.6412,5720.54
5432.87,563,2815000,563,81.1197,-14188.9892578125,78.2145,5457.66
5334.62,564,2820000,564,79.8682,-14326.802734375,78.6576,6066.79
4382.62,565,2825000,565,78.9361,-14495.1171875,79.6186,5952.88
5203.13,566,2830000,566,74.6064,-13094.6962890625,72.1534,5831.56
5250.7,567,2835000,567,72.4045,-13607.080078125,73.4319,5864.44
5541.28,568,2840000,568,79.9114,-14439.8515625,80.1212,5754.25
5269.59,569,2845000,569,80.2623,-14440.1494140625,80.0073,5695.42
5133.18,570,2850000,570,56.5277,-10493.5283203125,68.542,5412.79
5671.05,571,2855000,571,70.3421,-12941.7802734375,72.8768,5911.21
5249.05,572,2860000,572,74.3321,-13691.7978515625,72.6702,5698.38
5244.61,573,2865000,573,76.5039,-14176.7158203125,77.9989,5899.85
5375.75,574,2870000,574,70.2626,-13141.6318359375,72.7123,5643.71
5395.45,575,2875000,575,80.5957,-14620.5791015625,80.5525,5987.04
5315.68,576,2880000,576,74.611,-14120.7880859375,76.1335,5557.67
5033.44,577,2885000,577,78.4184,-14563.08203125,79.6488,5535.76
5537.86,578,2890000,578,76.5743,-11988.03515625,73.5834,5870.91
4937.42,579,2895000,579,67.9891,-12859.1669921875,73.4767,5650.03
5085.26,580,2900000,580,81.2572,-13484.560546875,78.1815,5785.66
5329.16,581,2905000,581,78.5103,-14515.564453125,78.6279,5969.88
5620.05,582,2910000,582,82.1757,-14617.08203125,80.448,5273.01
5136.66,583,2915000,583,81.6391,-14686.583984375,79.6925,5976.29
5654.32,584,2920000,584,75.6585,-13294.3076171875,72.5856,5933.75
5120.65,585,2925000,585,83.046,-14614.7236328125,78.88,5973.63
5398.57,586,2930000,586,82.7574,-14347.4423828125,78.2329,5897.21
5739.54,587,2935000,587,83.4086,-14595.2109375,78.2461,5149.39
5191.22,588,2940000,588,80.7557,-14585.70703125,79.3533,5955.23
5029.19,589,2945000,589,85.088,-14712.2578125,81.7473,5303.03
4819.0,590,2950000,590,80.4898,-14558.96875,80.417,5920.94
5237.25,591,2955000,591,83.2437,-14659.576171875,80.7436,5626.37
5605.72,592,2960000,592,83.0383,-14652.57421875,80.3601,5665.98
3857.84,593,2965000,593,82.3988,-14673.81640625,80.3094,5617.58
5010.13,594,2970000,594,83.6149,-13790.140625,77.3432,4988.75
4930.82,595,2975000,595,80.5042,-14529.6875,78.5815,5259.24
3912.84,596,2980000,596,75.3333,-13292.556640625,75.7618,4442.34
5203.77,597,2985000,597,86.175,-14708.6298828125,81.1958,5127.95
5124.49,598,2990000,598,86.8895,-14301.2119140625,78.697,5439.63
4309.01,599,2995000,599,81.5598,-14528.1806640625,78.6256,5856.64
