Real Sto Return,Running Forward KL,Running Update Time,Running Reverse KL,Real Det Return,Reward Loss,Running Env Steps,Itration
5283.12,80.4472,392,75.0846,6100.03,-65622.265625,1960000,392
4960.74,76.2338,393,68.6838,6009.35,-64227.703125,1965000,393
4132.39,76.0095,394,69.5565,5984.63,-62167.33203125,1970000,394
4995.28,76.9271,395,72.2624,6283.21,-63828.96875,1975000,395
5242.2,74.4033,396,67.933,5899.69,-59504.87109375,1980000,396
5727.4,76.5384,397,70.3281,6058.16,-63399.765625,1985000,397
5211.8,81.8155,398,77.2627,6211.77,-65571.1171875,1990000,398
5514.91,80.8934,399,74.5095,6203.6,-66448.8046875,1995000,399
5216.91,79.5583,400,73.8909,5945.68,-65889.3046875,2000000,400
5517.24,80.0864,401,75.3953,6240.15,-66578.6328125,2005000,401
5661.38,77.5114,402,72.071,6348.76,-65337.125,2010000,402
5805.65,78.0567,403,72.4627,6095.83,-66040.0703125,2015000,403
5293.92,75.4597,404,66.9147,6339.04,-63625.51171875,2020000,404
4839.56,73.7311,405,65.6373,6327.26,-62471.05859375,2025000,405
5625.44,72.1941,406,63.0311,5956.35,-59754.015625,2030000,406
5788.47,78.9034,407,75.3963,6008.49,-67291.375,2035000,407
4802.46,78.3263,408,72.4662,6270.8,-66534.125,2040000,408
5532.05,81.2905,409,75.7821,5988.38,-67827.171875,2045000,409
5473.54,74.4787,410,66.9122,5705.25,-62454.9140625,2050000,410
5445.01,80.2266,411,74.9546,6299.35,-67295.4140625,2055000,411
5356.82,73.6198,412,64.8567,6319.49,-62364.8828125,2060000,412
5860.24,80.4218,413,75.1681,6323.7,-68058.9296875,2065000,413
5032.84,80.143,414,72.5605,5881.44,-67181.203125,2070000,414
5493.58,78.5875,415,72.2621,6241.06,-67829.65625,2075000,415
4842.33,75.6323,416,68.4064,6168.17,-62597.9609375,2080000,416
5583.5,78.7474,417,72.5273,5430.74,-67547.8203125,2085000,417
5512.18,77.0945,418,70.9666,6252.15,-67654.546875,2090000,418
5192.6,80.2209,419,75.0302,5982.08,-68200.484375,2095000,419
4995.47,77.9915,420,71.2157,5945.29,-67783.75,2100000,420
5322.84,79.5716,421,73.9738,6297.01,-68785.828125,2105000,421
5741.62,76.5728,422,71.5792,6123.87,-68229.15625,2110000,422
5252.68,75.1229,423,68.2917,6247.21,-65333.59375,2115000,423
5371.12,75.1865,424,69.5978,6037.49,-64717.63671875,2120000,424
5645.56,75.6698,425,69.187,5348.73,-66821.7265625,2125000,425
5475.71,76.1843,426,70.3794,5920.58,-67988.6640625,2130000,426
5281.44,79.6911,427,74.0201,6263.69,-69483.09375,2135000,427
5707.34,80.0502,428,73.8591,6264.71,-69029.1328125,2140000,428
5490.08,75.811,429,69.5163,6288.87,-64598.0546875,2145000,429
5010.89,78.8173,430,75.2706,5155.94,-69130.8203125,2150000,430
5220.81,76.6122,431,71.8384,5864.54,-65225.83984375,2155000,431
5469.71,80.6498,432,77.8268,6128.27,-69903.15625,2160000,432
5755.0,75.0142,433,71.6206,5919.79,-65496.67578125,2165000,433
5287.14,78.8837,434,75.5437,5548.56,-68868.890625,2170000,434
5251.29,79.5744,435,74.1355,6317.37,-69864.7890625,2175000,435
5340.64,80.9204,436,78.4117,6132.71,-69261.453125,2180000,436
5502.48,79.7898,437,77.154,6269.35,-70416.59375,2185000,437
5792.49,80.8068,438,72.6524,6314.55,-66791.3828125,2190000,438
5409.33,76.609,439,68.8837,5891.59,-62870.60546875,2195000,439
4904.78,82.5873,440,80.9934,6019.04,-70624.46875,2200000,440
5439.51,80.2264,441,78.0381,6147.52,-70333.6328125,2205000,441
5057.95,80.6395,442,77.6321,6031.73,-70700.40625,2210000,442
5580.13,80.2308,443,80.5685,6257.6,-71627.3515625,2215000,443
5864.85,81.3479,444,76.6697,5965.21,-71067.6015625,2220000,444
5572.58,79.1028,445,76.0532,6346.63,-71465.4765625,2225000,445
5681.38,78.7894,446,79.6237,5982.03,-68145.765625,2230000,446
5785.16,79.7989,447,78.1747,6211.85,-71637.25,2235000,447
5497.35,80.4144,448,80.5464,6263.1,-72143.9375,2240000,448
5291.18,78.3815,449,78.2211,6294.5,-67637.71875,2245000,449
5656.59,80.291,450,79.6369,6167.74,-71499.9296875,2250000,450
5573.33,77.2394,451,76.8425,6236.46,-67713.21875,2255000,451
5573.96,81.8396,452,80.5121,6015.96,-71430.859375,2260000,452
5181.29,80.7001,453,79.2513,6215.88,-71958.5859375,2265000,453
5614.64,82.9231,454,83.8019,6187.01,-72781.53125,2270000,454
5537.82,80.4388,455,78.6301,6234.32,-71698.6640625,2275000,455
5873.55,76.5056,456,75.6905,5979.62,-67345.8984375,2280000,456
5828.23,81.1062,457,79.8593,6193.09,-72102.921875,2285000,457
5158.06,82.5523,458,80.1979,5799.61,-72249.359375,2290000,458
5523.89,79.5704,459,80.9325,5737.72,-68234.796875,2295000,459
5683.94,82.5509,460,81.9908,6227.03,-73019.0,2300000,460
5620.08,83.1955,461,80.6514,5883.52,-72829.828125,2305000,461
5537.53,78.7915,462,78.4785,5266.02,-69522.921875,2310000,462
5473.35,79.8235,463,83.8054,6090.73,-72648.921875,2315000,463
5271.2,80.571,464,82.6901,6085.27,-73547.5546875,2320000,464
5397.73,73.6914,465,72.4726,6021.12,-67120.453125,2325000,465
5112.4,81.7116,466,81.312,6182.39,-72673.59375,2330000,466
5641.0,80.5231,467,80.3748,6187.93,-72910.515625,2335000,467
5208.83,79.0616,468,79.272,6166.58,-70677.6484375,2340000,468
5366.9,80.417,469,82.8592,6112.9,-73680.609375,2345000,469
5187.33,81.3199,470,78.6044,6046.13,-73431.8046875,2350000,470
5814.62,77.6755,471,74.7171,6244.46,-71621.9296875,2355000,471
4301.44,76.4886,472,73.0554,5846.83,-68916.171875,2360000,472
5455.27,81.9711,473,79.5008,5943.14,-73486.609375,2365000,473
5623.89,81.5288,474,80.2101,6098.54,-73726.8671875,2370000,474
5528.48,81.2907,475,80.6866,6011.75,-73734.734375,2375000,475
5256.07,77.0905,476,74.702,6052.34,-69205.875,2380000,476
5221.93,79.3398,477,78.4426,6240.56,-73504.0,2385000,477
5219.11,76.0697,478,73.9706,6287.27,-69046.984375,2390000,478
5834.64,80.7596,479,81.7176,6015.77,-74124.9296875,2395000,479
5463.06,81.8169,480,81.6623,5904.18,-74513.4140625,2400000,480
5395.81,79.3131,481,80.2446,6209.37,-73650.734375,2405000,481
5843.2,82.8396,482,82.8455,6178.34,-74758.21875,2410000,482
5656.65,77.7297,483,77.0667,5857.01,-70995.1328125,2415000,483
5716.52,82.3193,484,82.4885,5756.48,-74887.109375,2420000,484
5491.4,78.8306,485,77.7182,6165.91,-69593.2890625,2425000,485
5605.03,83.3718,486,85.9032,6142.07,-74828.3359375,2430000,486
5587.6,83.0099,487,84.2495,5930.7,-74965.75,2435000,487
5025.54,82.2225,488,81.9805,6029.92,-74331.6171875,2440000,488
5756.4,82.0919,489,82.0033,6229.98,-75310.609375,2445000,489
4796.18,81.0449,490,81.1003,6149.77,-74948.4453125,2450000,490
5553.87,81.3381,491,80.7265,6201.32,-75688.671875,2455000,491
5625.46,82.1022,492,80.7057,6184.46,-74816.8515625,2460000,492
5371.58,80.9485,493,79.9317,6142.94,-75228.5625,2465000,493
4729.65,81.1424,494,79.9738,6114.2,-75244.3203125,2470000,494
4847.96,83.0056,495,80.1507,5619.18,-75621.765625,2475000,495
5563.28,73.9049,496,68.3357,5284.15,-63968.83203125,2480000,496
5228.8,81.1433,497,79.4712,5941.76,-75152.296875,2485000,497
5545.02,74.979,498,71.1384,6176.84,-69708.40625,2490000,498
5480.61,80.7307,499,79.7361,6175.26,-75141.671875,2495000,499
4977.92,81.0229,500,76.5321,5457.47,-74277.84375,2500000,500
5523.66,80.5382,501,74.9894,6144.06,-74928.109375,2505000,501
4885.09,82.0112,502,77.5104,5415.37,-75106.6328125,2510000,502
5199.35,80.9981,503,80.9848,5890.58,-75792.34375,2515000,503
5417.03,78.5251,504,73.5088,5681.91,-72715.25,2520000,504
5526.7,80.64,505,80.617,5946.14,-75586.125,2525000,505
5375.4,80.2502,506,77.924,6139.13,-75389.65625,2530000,506
5611.95,79.3101,507,75.9412,6270.52,-75795.7734375,2535000,507
5084.48,78.736,508,74.6494,5856.81,-75223.0078125,2540000,508
5672.43,81.7919,509,81.0562,6059.25,-75673.5078125,2545000,509
5343.48,78.4807,510,74.6091,5959.86,-75081.21875,2550000,510
5213.67,74.7771,511,69.1917,6099.23,-67872.96875,2555000,511
5504.66,80.6628,512,78.2818,5918.73,-76587.3984375,2560000,512
5753.8,76.1984,513,74.3315,5586.23,-71216.6640625,2565000,513
5413.12,76.1568,514,72.1654,6154.09,-73247.828125,2570000,514
4838.99,74.4503,515,66.9669,5559.25,-69651.09375,2575000,515
5054.88,71.7077,516,65.369,6176.55,-68772.15625,2580000,516
5477.34,79.7474,517,78.2817,6173.98,-76801.703125,2585000,517
5432.37,76.2033,518,68.8533,5863.87,-65881.890625,2590000,518
5042.82,74.6859,519,68.2289,5981.94,-71111.25,2595000,519
4993.76,78.9915,520,75.0256,6160.86,-76588.921875,2600000,520
4870.36,77.9408,521,72.9055,6283.34,-72062.703125,2605000,521
4687.24,80.202,522,76.1104,5740.92,-77130.21875,2610000,522
5238.91,79.9485,523,75.1043,6115.73,-76956.8203125,2615000,523
5234.63,78.3806,524,73.872,6227.8,-74734.4609375,2620000,524
5425.21,79.474,525,73.0314,6197.97,-76210.9765625,2625000,525
5815.97,77.1422,526,73.3474,6324.72,-74247.9296875,2630000,526
5383.99,79.0792,527,75.5288,6289.58,-76419.2578125,2635000,527
5542.12,80.3379,528,75.8138,6004.7,-77323.6015625,2640000,528
4356.07,76.9068,529,71.8122,5913.1,-71353.375,2645000,529
5082.35,83.2075,530,80.5399,6136.89,-78326.0703125,2650000,530
4784.7,81.5369,531,74.5517,5818.04,-77224.25,2655000,531
5385.81,77.2332,532,69.1716,5486.28,-74873.390625,2660000,532
5378.44,77.1203,533,72.2719,6245.87,-75171.390625,2665000,533
5204.04,80.8815,534,78.4026,5930.69,-78157.203125,2670000,534
4502.57,79.7645,535,74.6842,6279.64,-78117.46875,2675000,535
4484.65,80.8218,536,75.108,6175.82,-77879.265625,2680000,536
5797.5,80.6465,537,76.3869,6255.95,-77869.515625,2685000,537
5313.03,80.2574,538,75.5232,6270.98,-78210.0234375,2690000,538
5514.71,79.1348,539,72.6125,5908.23,-76916.2265625,2695000,539
5555.79,81.211,540,76.8263,5574.0,-79011.203125,2700000,540
5509.77,77.9394,541,71.2414,5768.39,-75908.40625,2705000,541
5052.13,77.5473,542,71.0129,6108.2,-77192.1015625,2710000,542
5342.23,75.9995,543,72.147,6289.11,-77451.0,2715000,543
3667.87,80.1956,544,75.8041,5529.71,-78568.7265625,2720000,544
4675.17,77.9921,545,72.2425,5926.82,-75471.65625,2725000,545
5195.57,76.8448,546,69.4836,5771.79,-73542.3359375,2730000,546
5390.12,79.5299,547,74.7577,6243.88,-78657.5859375,2735000,547
5550.15,81.2566,548,75.9217,6208.74,-78624.3984375,2740000,548
4946.26,75.0843,549,64.8494,6257.21,-69784.6484375,2745000,549
4390.71,77.5781,550,68.7349,6204.03,-75043.890625,2750000,550
5365.14,80.8128,551,76.7326,5839.16,-78545.171875,2755000,551
4983.56,80.5294,552,75.1194,6188.71,-79285.359375,2760000,552
5259.97,80.8584,553,77.2407,6148.08,-78597.90625,2765000,553
5113.36,81.1324,554,80.9764,6133.17,-79615.9765625,2770000,554
5357.3,80.4688,555,75.2036,6216.83,-78699.78125,2775000,555
4608.59,80.945,556,76.8838,5791.06,-78533.9609375,2780000,556
5244.71,79.9269,557,72.0514,5841.5,-78090.34375,2785000,557
4590.95,77.164,558,69.661,5596.22,-73755.109375,2790000,558
5161.3,79.8573,559,72.8035,6199.3,-78445.421875,2795000,559
5421.99,81.3564,560,79.0683,5878.74,-79508.0078125,2800000,560
5629.24,80.4359,561,76.0165,6238.52,-79376.21875,2805000,561
5109.35,81.7856,562,76.7474,5864.83,-79219.640625,2810000,562
5554.44,79.5642,563,76.6552,6305.67,-79870.9921875,2815000,563
-2178.27,96.8214,564,110.6469,-2413.33,-20821.91015625,2820000,564
-150.65,90.7503,565,275.2154,-158.64,-29538.515625,2825000,565
-317.48,80.4787,566,179.3642,-269.54,-25051.65625,2830000,566
-426.32,80.187,567,101.0992,-433.27,-29157.015625,2835000,567
-127.17,78.7652,568,128.7693,224.45,-29563.666015625,2840000,568
287.82,75.1368,569,135.506,147.92,-31882.341796875,2845000,569
-53.13,77.5199,570,174.3316,213.74,-40461.828125,2850000,570
765.43,74.8713,571,101.2453,682.92,-47508.7265625,2855000,571
1040.89,75.6949,572,118.1607,1035.83,-42362.90234375,2860000,572
1024.07,79.0144,573,80.6821,1099.64,-57183.21875,2865000,573
1765.75,77.4478,574,62.5823,2072.54,-65969.15625,2870000,574
2772.58,76.5669,575,70.118,1943.08,-67629.734375,2875000,575
2244.68,77.2687,576,61.4126,3495.78,-72457.1484375,2880000,576
3055.27,75.7822,577,87.0016,3705.65,-66269.1953125,2885000,577
2890.31,77.3191,578,64.2478,3140.06,-72566.0703125,2890000,578
3266.17,77.6446,579,68.6588,4158.93,-70756.6015625,2895000,579
3278.19,77.7027,580,77.9875,4457.59,-69373.1875,2900000,580
3163.39,79.7536,581,87.6344,4088.64,-68509.0546875,2905000,581
3401.1,79.3123,582,96.4622,3958.3,-72597.890625,2910000,582
4642.18,78.6609,583,69.6382,4792.93,-74495.5546875,2915000,583
3775.16,78.2049,584,72.0626,4666.24,-76962.140625,2920000,584
3960.5,81.4284,585,74.4357,4937.48,-77342.1875,2925000,585
4012.53,79.3751,586,70.2931,4894.38,-76718.609375,2930000,586
4453.9,83.2889,587,76.1805,5242.5,-78386.59375,2935000,587
4592.57,83.2413,588,77.9452,5087.58,-79375.921875,2940000,588
4881.24,82.8653,589,95.5351,4802.11,-74408.2890625,2945000,589
4234.42,81.4856,590,72.5981,5312.73,-77971.5625,2950000,590
3584.21,83.8009,591,73.93,5056.34,-79316.5703125,2955000,591
4693.27,83.0686,592,75.5884,5291.89,-78699.921875,2960000,592
3607.98,80.4156,593,75.8661,4651.06,-73179.6640625,2965000,593
4414.42,84.9982,594,80.0119,4804.67,-79407.734375,2970000,594
4315.61,82.6825,595,74.6802,5336.96,-79032.0078125,2975000,595
3683.83,79.9833,596,71.5368,5023.11,-74085.2734375,2980000,596
4397.09,83.3601,597,74.7292,4950.03,-78411.5234375,2985000,597
4656.92,84.2497,598,76.2925,4826.97,-79277.5078125,2990000,598
3663.92,83.7363,599,74.8535,5178.59,-78988.90625,2995000,599
