Itration,Running Update Time,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Forward KL,Running Reverse KL
387,387,4365.65,-18239.58203125,4425.39,1935000,42.6961,18.5114
388,388,4115.72,-19056.732421875,4342.19,1940000,42.7078,18.6054
389,389,4338.18,-19168.498046875,4415.68,1945000,42.2979,17.786
390,390,4108.05,-20242.939453125,4300.48,1950000,43.3438,16.2705
391,391,3981.05,-19080.658203125,4310.49,1955000,42.334,17.0414
392,392,4275.24,-18749.84765625,4277.16,1960000,42.3343,16.8183
393,393,3646.96,-18939.947265625,4273.07,1965000,41.8122,15.7311
394,394,4167.66,-19041.23828125,4353.53,1970000,42.4184,18.2452
395,395,4038.46,-18791.537109375,4350.4,1975000,42.1286,17.5427
396,396,4301.76,-19192.869140625,4396.46,1980000,42.4636,18.1276
397,397,4359.69,-19122.19140625,4303.14,1985000,43.1394,19.4075
398,398,4341.53,-18768.845703125,4318.08,1990000,42.3918,18.3457
399,399,4207.88,-19503.61328125,4312.09,1995000,42.2834,18.0813
400,400,4374.08,-19053.630859375,4367.89,2000000,42.5086,18.7009
401,401,4350.0,-18988.3359375,4478.39,2005000,42.6415,19.2519
402,402,4323.85,-19378.08984375,4325.8,2010000,41.8309,17.9024
403,403,4296.38,-19143.078125,4372.78,2015000,42.2914,17.7949
404,404,4394.83,-19857.767578125,4398.11,2020000,42.5712,18.0381
405,405,4352.48,-20012.921875,4317.95,2025000,42.5236,18.0482
406,406,4409.63,-19285.787109375,4446.83,2030000,42.4295,18.1476
407,407,4396.81,-19066.759765625,4407.1,2035000,42.8953,17.5824
408,408,4504.49,-19135.37890625,4535.03,2040000,42.8295,18.8116
409,409,4365.42,-19485.8125,4526.63,2045000,42.4297,17.6156
410,410,4519.84,-19011.775390625,4583.52,2050000,41.9887,17.8294
411,411,4438.6,-19979.57421875,4457.65,2055000,43.0544,18.8068
412,412,4230.55,-20259.181640625,4485.38,2060000,42.236,17.388
413,413,4474.81,-19833.166015625,4490.12,2065000,42.3346,18.5674
414,414,4413.44,-20057.865234375,4552.28,2070000,42.317,19.5111
415,415,4558.56,-19483.099609375,4577.82,2075000,42.2916,18.768
416,416,4454.33,-20129.65234375,4481.73,2080000,42.5842,18.8685
417,417,4468.95,-20051.224609375,4519.34,2085000,42.4132,19.0931
418,418,4423.7,-21227.595703125,4529.89,2090000,42.4295,18.0345
419,419,4443.13,-20361.8515625,4550.41,2095000,42.1696,18.3846
420,420,4504.37,-20460.244140625,4529.46,2100000,41.5052,18.6129
421,421,4301.1,-21382.072265625,4550.17,2105000,41.677,17.7943
422,422,4552.5,-21359.033203125,4559.6,2110000,42.4221,18.9215
423,423,4531.21,-21148.720703125,4407.42,2115000,42.2078,18.4631
424,424,4458.66,-21324.501953125,4521.12,2120000,42.551,18.6748
425,425,4149.41,-20795.998046875,4438.42,2125000,42.135,18.8358
426,426,4521.34,-20615.408203125,4521.26,2130000,42.021,18.9132
427,427,4024.58,-21748.876953125,4515.98,2135000,42.2775,17.0862
428,428,4506.47,-21674.017578125,4547.12,2140000,42.2039,17.3689
429,429,4445.61,-22686.501953125,4633.3,2145000,42.2792,16.8663
430,430,4483.92,-21631.22265625,4492.15,2150000,42.1503,18.0866
431,431,3841.92,-25715.544921875,4461.31,2155000,42.7447,14.4865
432,432,4375.24,-21592.740234375,4555.89,2160000,42.1072,18.8631
433,433,4287.67,-22441.9296875,4611.2,2165000,42.3085,17.9522
434,434,4377.49,-22382.2109375,4520.21,2170000,42.2299,18.7452
435,435,4320.58,-22121.64453125,4547.45,2175000,41.6182,18.7492
436,436,4547.41,-22604.287109375,4618.78,2180000,42.0974,17.7067
437,437,4537.85,-23409.9375,4527.88,2185000,42.3675,16.9718
438,438,4579.51,-22276.314453125,4616.43,2190000,41.7363,18.893
439,439,4568.05,-23106.16015625,4593.67,2195000,42.1224,19.1549
440,440,4353.83,-23020.65625,4575.15,2200000,42.0169,19.5675
441,441,4429.28,-23291.515625,4576.03,2205000,41.8795,18.497
442,442,4529.63,-23177.34375,4554.44,2210000,42.2372,19.7843
443,443,4554.12,-23208.58984375,4578.76,2215000,42.2647,18.9717
444,444,4386.05,-23273.75,4556.46,2220000,41.6343,17.9396
445,445,4579.76,-23253.3125,4606.62,2225000,42.0816,18.9482
446,446,4567.59,-23009.43359375,4602.71,2230000,42.4014,18.4448
447,447,4537.44,-23493.72265625,4588.36,2235000,42.1658,18.1961
448,448,4522.93,-23990.796875,4565.0,2240000,41.9972,17.8916
449,449,4591.83,-23900.978515625,4621.27,2245000,42.2573,18.8578
450,450,4548.17,-23131.576171875,4596.42,2250000,41.9887,18.0304
451,451,4525.06,-23310.8046875,4576.61,2255000,42.1704,17.2558
452,452,4534.79,-23610.01953125,4656.76,2260000,42.2962,18.0896
453,453,4646.57,-23628.640625,4692.59,2265000,41.986,18.0808
454,454,4450.08,-24281.751953125,4652.12,2270000,42.6566,18.9847
455,455,4418.19,-23767.40234375,4628.23,2275000,42.0956,18.2132
456,456,4499.22,-24754.62890625,4650.02,2280000,42.2644,22.9487
457,457,4529.38,-24967.79296875,4679.77,2285000,42.2563,17.28
458,458,4535.38,-27051.7578125,4559.19,2290000,42.5409,16.9027
459,459,4306.13,-25180.1015625,4603.2,2295000,42.7142,19.2818
460,460,4390.36,-25295.0234375,4686.12,2300000,42.2712,18.5191
461,461,4432.33,-24874.162109375,4625.54,2305000,42.2786,18.8297
462,462,4570.21,-24567.5078125,4598.74,2310000,41.6158,17.8974
463,463,4597.25,-25336.4921875,4674.25,2315000,42.3129,18.6991
464,464,4267.14,-26981.9296875,4555.58,2320000,42.3009,16.8915
465,465,4370.32,-25529.515625,4625.72,2325000,42.3807,19.0773
466,466,4503.47,-25610.65234375,4542.82,2330000,42.8624,18.0461
467,467,4538.68,-26766.2890625,4607.04,2335000,42.7685,17.8572
468,468,4185.59,-25621.490234375,4587.8,2340000,42.0363,17.7238
469,469,4550.81,-25600.986328125,4595.26,2345000,42.1332,18.4979
470,470,4572.3,-25863.111328125,4640.65,2350000,42.6521,19.0962
471,471,4617.22,-27297.8515625,4652.89,2355000,42.6185,21.0904
472,472,4565.46,-26712.296875,4591.57,2360000,42.8717,20.1691
473,473,4184.46,-27865.09765625,4685.53,2365000,42.3836,18.8943
474,474,4242.47,-26588.931640625,4639.59,2370000,41.6851,20.1289
475,475,4510.51,-26902.890625,4532.58,2375000,41.1575,18.7702
476,476,4565.36,-27138.408203125,4595.19,2380000,41.9009,18.9062
477,477,4560.42,-27414.35546875,4544.99,2385000,42.04,19.7724
478,478,4566.72,-26199.74609375,4617.06,2390000,42.0429,18.4334
479,479,4442.59,-26671.3984375,4610.9,2395000,42.0801,18.1343
480,480,4517.09,-27197.765625,4588.71,2400000,42.5468,19.1948
481,481,4632.76,-27101.583984375,4672.1,2405000,41.7371,19.051
482,482,4661.5,-27770.9453125,4684.02,2410000,41.9539,21.6994
483,483,4610.7,-27586.53515625,4675.25,2415000,41.8849,18.7552
484,484,4629.04,-28950.06640625,4626.37,2420000,42.6181,18.2664
485,485,4666.45,-26921.623046875,4728.84,2425000,41.8266,18.1269
486,486,4611.07,-27427.59375,4688.1,2430000,42.286,18.4301
487,487,4602.82,-29011.25,4626.96,2435000,42.379,17.2757
488,488,4588.79,-28102.990234375,4614.56,2440000,41.7869,17.3975
489,489,4668.0,-28026.1875,4662.01,2445000,42.0777,19.5854
490,490,4585.81,-29345.64453125,4613.03,2450000,42.2974,17.3982
491,491,4664.3,-28925.28125,4714.34,2455000,41.6804,19.5276
492,492,4668.75,-30073.904296875,4683.46,2460000,42.5722,18.8234
493,493,4694.69,-28645.48828125,4757.93,2465000,42.0972,20.4167
494,494,4670.15,-29122.876953125,4686.47,2470000,42.3361,20.5157
495,495,4504.7,-28384.50390625,4712.55,2475000,42.2202,19.8339
496,496,4603.84,-28520.93359375,4672.47,2480000,42.1159,19.3399
497,497,4633.19,-27116.4921875,4668.76,2485000,41.4075,19.0823
498,498,4637.58,-28151.36328125,4663.08,2490000,42.1311,19.5607
499,499,4384.34,-28058.34765625,4650.64,2495000,42.1391,18.8433
500,500,4607.94,-28279.92578125,4654.36,2500000,41.8262,19.2544
501,501,4613.48,-27742.169921875,4605.01,2505000,42.1652,19.6224
502,502,4586.96,-27579.0859375,4625.5,2510000,42.0883,18.6086
503,503,4364.56,-29941.283203125,4622.82,2515000,42.3995,18.4906
504,504,4713.92,-28871.501953125,4762.66,2520000,42.037,20.0308
505,505,4389.87,-28582.28125,4628.23,2525000,41.5108,18.8083
506,506,4615.46,-28974.4140625,4702.67,2530000,42.3719,19.6057
507,507,4536.06,-29190.4921875,4663.5,2535000,42.5524,19.4137
508,508,4725.06,-29572.185546875,4695.46,2540000,42.4412,20.0015
509,509,4753.01,-29736.14453125,4711.02,2545000,42.1244,20.9842
510,510,4615.8,-29851.318359375,4706.95,2550000,41.9353,19.6666
511,511,4517.88,-30000.796875,4730.71,2555000,42.61,20.4397
512,512,4599.77,-30140.228515625,4595.93,2560000,41.9991,18.4764
513,513,4717.3,-30944.66015625,4738.14,2565000,42.2974,19.6028
514,514,4598.38,-30880.169921875,4829.07,2570000,42.566,20.5408
515,515,4801.12,-30635.310546875,4830.14,2575000,42.8579,20.8958
516,516,4733.44,-31020.56640625,4750.09,2580000,42.4235,20.6318
517,517,4735.81,-31553.5390625,4740.84,2585000,42.0102,18.7518
518,518,4643.8,-30743.7109375,4688.59,2590000,41.9991,19.6339
519,519,1956.66,-37754.125,2889.81,2595000,43.2752,18.998
520,520,3093.96,-34586.23828125,2302.75,2600000,42.0822,17.7783
521,521,2217.47,-36243.90234375,3181.12,2605000,42.7381,15.7995
522,522,4508.08,-31406.9296875,4337.23,2610000,42.1299,19.0015
523,523,3774.48,-33689.06640625,4724.8,2615000,42.0223,16.6781
524,524,4573.23,-31694.140625,4802.52,2620000,42.466,20.8639
525,525,4739.29,-32682.00390625,4809.04,2625000,42.1754,17.9181
526,526,4718.54,-33813.546875,4718.94,2630000,42.1036,18.3401
527,527,4714.61,-32725.8828125,4803.95,2635000,42.1487,19.2297
528,528,4607.42,-31193.171875,4794.4,2640000,42.1168,19.728
529,529,4555.13,-31940.07421875,4804.72,2645000,41.6264,19.3803
530,530,4750.88,-32657.509765625,4806.83,2650000,42.2784,19.8221
531,531,4769.18,-32014.27734375,4775.44,2655000,42.1932,20.5661
532,532,1067.29,-40754.13671875,1578.58,2660000,43.7753,21.1094
533,533,1847.21,-41383.265625,1640.83,2665000,44.8236,16.3605
534,534,1842.45,-43575.796875,1822.32,2670000,45.7887,38.1593
535,535,4623.88,-35482.85546875,4701.92,2675000,42.8598,23.2987
536,536,3771.54,-36452.0390625,4049.63,2680000,42.3779,17.6645
537,537,3762.41,-34228.29296875,4077.72,2685000,42.629,16.9782
538,538,4699.23,-33470.375,4777.61,2690000,43.243,19.8473
539,539,4478.32,-32962.5078125,4632.15,2695000,41.8928,17.2954
540,540,4560.96,-32987.31640625,4692.88,2700000,42.147,18.7956
541,541,4700.26,-33105.4453125,4760.62,2705000,41.5584,18.7334
542,542,4665.75,-33937.328125,4724.57,2710000,41.1763,17.9925
543,543,4378.22,-34492.46484375,4672.38,2715000,42.004,18.0222
544,544,4027.87,-34495.3359375,4717.16,2720000,41.5111,18.3221
545,545,4615.86,-34797.5078125,4721.57,2725000,41.8416,19.8865
546,546,4686.89,-34978.02734375,4748.19,2730000,42.09,19.8286
547,547,4660.28,-35529.859375,4736.9,2735000,42.6692,20.096
548,548,4660.66,-35366.66796875,4698.08,2740000,42.8354,20.0373
549,549,4631.9,-36773.30078125,4698.08,2745000,42.8188,19.9907
550,550,4535.09,-36275.7890625,4715.15,2750000,42.3725,19.0091
551,551,4674.98,-36527.7578125,4767.62,2755000,41.9215,18.1615
552,552,4677.22,-36386.5234375,4727.16,2760000,42.4758,19.2259
553,553,4666.13,-38340.6328125,4740.53,2765000,42.3159,19.7968
554,554,3637.81,-37098.46875,4815.7,2770000,42.4322,20.9095
555,555,2988.91,-36122.1171875,3663.35,2775000,41.8566,20.148
556,556,4683.87,-35818.96484375,4724.25,2780000,42.2066,19.8291
557,557,4632.07,-35726.84765625,4678.7,2785000,41.4738,18.3262
558,558,4584.81,-36646.81640625,4771.51,2790000,42.4268,20.1746
559,559,4151.16,-37610.8203125,4676.84,2795000,42.8235,21.294
560,560,4726.99,-37237.6953125,4638.63,2800000,42.2969,19.9631
561,561,4355.42,-37252.11328125,3838.65,2805000,42.2734,17.7802
562,562,4623.2,-37006.71875,4762.41,2810000,42.518,20.1482
563,563,4721.91,-36592.5078125,4816.94,2815000,42.1344,20.0955
564,564,4634.22,-37644.0625,4803.02,2820000,41.9044,20.4152
565,565,4571.79,-36661.1875,4151.77,2825000,42.8898,19.4081
566,566,4456.77,-38725.0390625,3115.27,2830000,42.4383,19.4858
567,567,4305.56,-38157.234375,2047.71,2835000,42.8098,18.6416
568,568,4455.53,-38240.47265625,4800.93,2840000,42.325,18.4835
569,569,4429.23,-37769.30078125,4779.43,2845000,42.6521,20.1314
570,570,4770.91,-39117.34765625,4771.69,2850000,43.4825,22.2204
571,571,4526.35,-39954.95703125,4828.59,2855000,42.3974,18.8161
572,572,4132.24,-39521.20703125,4848.0,2860000,43.2489,20.6298
573,573,4769.74,-39296.5625,4828.14,2865000,42.8017,20.3373
574,574,4758.98,-38130.90234375,4820.25,2870000,42.9257,20.8556
575,575,4679.17,-38931.0078125,4736.91,2875000,43.1081,19.9775
576,576,4717.16,-39088.5546875,4726.27,2880000,43.4106,21.2035
577,577,4700.53,-38774.44921875,4735.52,2885000,42.5584,19.994
578,578,4677.4,-39326.9453125,4716.29,2890000,42.6774,19.4911
579,579,4547.76,-40003.6875,3523.57,2895000,42.8309,19.5944
580,580,4440.28,-41599.04296875,4747.12,2900000,42.8657,21.0658
581,581,4571.23,-40556.91015625,4841.88,2905000,42.7568,20.5415
582,582,4607.21,-39652.3359375,4831.65,2910000,42.0137,19.3847
583,583,4779.37,-40337.328125,4789.31,2915000,42.833,20.0687
584,584,4769.64,-40704.23828125,4611.51,2920000,43.0568,20.3565
585,585,4763.16,-40213.16796875,4764.01,2925000,42.1699,19.2231
586,586,4661.6,-41048.83984375,4598.25,2930000,42.6183,20.5764
587,587,4447.73,-40572.4453125,4805.78,2935000,42.63,19.5908
588,588,4537.48,-40652.26953125,4736.63,2940000,43.0056,20.2667
589,589,4780.44,-39213.20703125,4782.2,2945000,41.9975,20.291
590,590,4607.78,-39573.6796875,4763.55,2950000,42.1278,19.0671
591,591,4795.48,-39235.62109375,4839.55,2955000,42.0197,19.1674
592,592,4695.64,-39973.9765625,4568.86,2960000,42.5386,19.4098
593,593,4581.61,-40381.98046875,4776.35,2965000,42.1237,18.6084
594,594,2413.41,-38708.36328125,1875.8,2970000,43.7001,26.417
595,595,4648.57,-41752.1875,4739.07,2975000,41.5003,18.5405
596,596,4610.69,-40150.19921875,4797.27,2980000,41.6974,18.491
597,597,4693.26,-42638.29296875,4813.96,2985000,42.0472,18.1413
598,598,4749.64,-41256.9453125,4784.16,2990000,41.88,18.5139
599,599,4720.84,-40807.78125,4764.77,2995000,41.9944,18.3179
600,600,4742.3,-39164.38671875,4825.36,3000000,42.4569,17.8886
601,601,4767.47,-40069.70703125,4801.89,3005000,41.6182,17.8968
602,602,4381.74,-39595.640625,4740.6,3010000,41.9564,17.5532
603,603,4288.82,-40267.37890625,4755.1,3015000,41.815,17.8122
604,604,4373.44,-43485.72265625,4650.61,3020000,42.3019,15.8116
605,605,257.53,-45303.6796875,352.99,3025000,48.848,25.6055
606,606,4333.21,-42228.28515625,4755.71,3030000,41.9994,19.6642
607,607,4711.57,-43953.8203125,4741.23,3035000,42.3316,19.7119
608,608,4601.4,-43898.953125,4611.66,3040000,41.794,18.743
609,609,4765.31,-42542.56640625,4779.7,3045000,41.976,18.652
610,610,4751.19,-41162.47265625,4803.51,3050000,41.6112,18.9694
611,611,4511.56,-41706.0859375,4778.58,3055000,41.1756,18.3886
612,612,4270.64,-43840.29296875,4690.82,3060000,40.9944,18.4828
613,613,4526.92,-40659.0546875,4672.52,3065000,41.2618,16.8371
614,614,4476.31,-41444.65234375,4713.7,3070000,41.1061,17.197
615,615,4151.22,-40315.34765625,4801.49,3075000,41.4837,17.6117
616,616,4558.55,-42085.2421875,4786.92,3080000,41.8758,17.8951
617,617,4360.44,-41511.875,4779.47,3085000,41.3927,17.2802
618,618,3593.87,-41520.9453125,2948.75,3090000,42.1326,20.9997
619,619,4116.83,-42521.51171875,4634.18,3095000,41.9402,17.3865
620,620,25.0,-47005.1953125,32.15,3100000,51.9257,24.958
621,621,-7.77,-35454.33984375,-15.15,3105000,55.487,73.0715
622,622,682.88,-48778.3671875,806.83,3110000,45.7016,27.5244
623,623,1022.36,-48148.06640625,1000.65,3115000,44.389,32.1088
624,624,1610.49,-49835.40625,2576.09,3120000,44.327,38.0419
625,625,3443.1,-49237.734375,3428.85,3125000,42.3383,17.6974
626,626,2752.27,-45772.39453125,2508.6,3130000,43.0879,27.1255
627,627,2378.41,-45510.1171875,2709.82,3135000,44.0408,46.5437
628,628,3676.55,-45550.4765625,3819.8,3140000,42.0153,23.9015
629,629,3492.5,-46029.14453125,2684.23,3145000,41.9233,46.9193
630,630,4296.25,-47080.09765625,4366.94,3150000,42.5281,19.2898
631,631,3810.79,-46201.77734375,3573.41,3155000,42.0295,20.3901
632,632,3740.62,-47734.4453125,3524.56,3160000,42.1071,20.5868
633,633,4206.53,-46293.66015625,4367.34,3165000,41.0143,18.6279
634,634,4537.87,-46443.20703125,4624.41,3170000,40.982,17.8317
635,635,4061.19,-44743.56640625,4672.78,3175000,41.365,18.8656
636,636,4364.49,-43894.3671875,4665.64,3180000,40.8864,18.3118
637,637,4212.6,-42175.23046875,4330.64,3185000,41.1379,22.4814
638,638,4132.88,-42648.65625,2525.41,3190000,40.5289,17.5873
639,639,4026.05,-43255.96875,4860.35,3195000,40.9695,18.9534
640,640,4549.09,-44656.78515625,4718.19,3200000,41.8517,18.3493
641,641,4005.86,-44682.59765625,2772.07,3205000,41.2654,17.8575
642,642,4509.19,-44889.328125,4512.7,3210000,41.8008,22.2944
643,643,3832.04,-45091.8125,3740.31,3215000,41.1801,16.8033
644,644,4488.56,-44744.33203125,2956.78,3220000,42.051,20.7213
645,645,4542.63,-43264.3203125,4822.73,3225000,40.8826,19.4018
646,646,3507.47,-45299.359375,3311.25,3230000,42.37,26.2633
647,647,3918.14,-47179.80859375,4803.0,3235000,42.4005,18.35
648,648,4231.25,-45654.9453125,4752.82,3240000,41.3017,18.4544
649,649,4612.1,-46536.48046875,4644.69,3245000,41.5114,17.0616
650,650,4436.52,-46095.1796875,4798.77,3250000,41.3102,18.2212
651,651,4342.78,-47780.31640625,4250.15,3255000,41.8713,17.5186
652,652,4638.76,-45544.73046875,4743.42,3260000,41.8153,18.6555
653,653,4616.18,-47343.85546875,4802.48,3265000,42.1488,18.4669
654,654,3976.94,-47548.17578125,4472.44,3270000,42.4558,19.4679
655,655,4528.86,-48635.52734375,4667.84,3275000,42.3959,20.4671
656,656,4351.42,-49804.6953125,2891.85,3280000,43.0887,20.3616
657,657,4419.03,-49277.99609375,3942.89,3285000,42.2214,18.8085
658,658,4364.1,-48959.66796875,4360.71,3290000,42.6752,18.6929
659,659,4249.91,-48699.03125,4591.48,3295000,43.0258,20.2963
660,660,4030.37,-46344.99609375,4456.02,3300000,42.4887,20.575
661,661,4532.55,-47108.20703125,4592.37,3305000,42.0717,19.6783
662,662,3006.24,-48407.84765625,2094.56,3310000,43.0748,25.7256
663,663,450.3,-49893.96484375,499.81,3315000,50.3031,41.7798
664,664,714.6,-53603.1953125,683.49,3320000,49.8389,23.2198
665,665,1345.82,-53841.16015625,1196.05,3325000,45.2155,16.8865
666,666,3975.8,-44781.9453125,4101.0,3330000,42.706,21.5055
667,667,269.86,-47344.5703125,227.27,3335000,47.1067,76.331
668,668,2706.01,-48335.47265625,1996.94,3340000,42.4166,20.7148
669,669,3375.98,-51407.74609375,4388.43,3345000,42.9632,17.9041
670,670,4252.06,-45708.578125,4423.47,3350000,41.5419,19.437
671,671,4736.01,-43619.35546875,4743.61,3355000,40.6863,20.0329
672,672,4837.43,-48229.90234375,4508.69,3360000,42.6592,22.6107
673,673,4585.21,-48375.8515625,4765.31,3365000,41.8878,20.2416
674,674,4719.41,-48884.72265625,4770.04,3370000,41.437,19.9954
675,675,4644.73,-48510.8203125,4865.78,3375000,42.4748,22.3409
676,676,4552.66,-49246.7578125,3714.36,3380000,42.348,21.2313
677,677,4768.09,-48682.01171875,4776.07,3385000,42.1199,20.0125
678,678,4603.72,-49541.421875,4833.92,3390000,42.6782,21.5522
679,679,4747.4,-49122.625,4630.13,3395000,42.1208,20.4721
680,680,-18.09,-50183.9140625,-16.15,3400000,43.8769,22.8644
681,681,-23.54,-49963.984375,-20.85,3405000,43.9209,29.1773
682,682,-34.29,-50453.9140625,-41.13,3410000,47.9425,30.5685
683,683,4536.82,-48558.98046875,4539.52,3415000,41.0654,18.6576
684,684,4545.29,-47807.578125,4294.76,3420000,42.0462,18.1709
685,685,4612.98,-46262.36328125,4034.42,3425000,40.9368,18.6257
686,686,4722.53,-47886.1640625,4502.1,3430000,41.7352,25.7319
687,687,4692.3,-48523.42578125,4833.58,3435000,41.2558,19.7177
688,688,4738.59,-45658.99609375,4785.8,3440000,41.1008,18.8171
689,689,4633.75,-48600.3046875,4736.86,3445000,41.824,19.6513
690,690,4764.28,-48762.5546875,4768.17,3450000,42.0556,19.6936
691,691,4555.57,-48263.3203125,4665.12,3455000,42.0124,18.4142
692,692,4501.28,-47584.95703125,4652.17,3460000,42.2503,20.7452
693,693,1241.85,-50057.58984375,3046.57,3465000,43.0343,30.9979
694,694,4753.94,-49876.26171875,4704.87,3470000,41.8079,19.2444
695,695,4852.2,-47595.14453125,4886.58,3475000,41.5415,19.8284
696,696,213.73,-52575.734375,224.66,3480000,51.2232,38.0094
697,697,297.23,-57938.31640625,243.86,3485000,50.8281,28.0399
698,698,373.26,-48443.984375,323.54,3490000,49.2488,82.6256
699,699,672.08,-50462.47265625,505.66,3495000,47.249,68.4251
700,700,2621.1,-52479.13671875,3194.34,3500000,44.0786,34.1782
701,701,3716.86,-51103.20703125,3252.95,3505000,41.7294,22.3074
702,702,3613.46,-50674.25390625,4095.55,3510000,41.7162,22.3218
703,703,3964.64,-54667.3125,4217.64,3515000,42.2129,22.2979
704,704,4665.97,-53807.3984375,4677.4,3520000,41.8039,20.4981
705,705,4662.09,-50807.39453125,4722.93,3525000,41.4057,19.9644
706,706,4755.18,-49098.515625,4784.08,3530000,41.4405,19.8733
707,707,3092.55,-52250.08984375,3346.79,3535000,42.313,31.1937
708,708,1824.5,-50726.76171875,3446.1,3540000,42.3721,21.581
709,709,4.22,-46484.3203125,-12.17,3545000,48.535,42.1221
710,710,2611.81,-50461.8203125,2258.55,3550000,43.3603,30.4747
711,711,4799.99,-50336.2421875,4869.79,3555000,42.0681,21.1393
712,712,4685.12,-49613.22265625,4775.36,3560000,41.6747,21.1914
713,713,4705.15,-48770.83203125,4638.82,3565000,41.224,19.942
714,714,4725.71,-46210.07421875,4707.52,3570000,41.197,19.4977
715,715,4774.66,-46276.375,4802.52,3575000,41.3174,19.9269
716,716,4843.59,-43924.33203125,4879.18,3580000,40.8557,19.5997
717,717,4846.79,-46119.83984375,4882.63,3585000,40.5421,19.4364
718,718,4653.2,-44972.9140625,4841.44,3590000,40.8433,18.8609
719,719,4766.63,-46889.31640625,4798.87,3595000,41.6773,19.3723
720,720,4815.72,-46485.578125,4892.85,3600000,41.6648,19.0801
721,721,4840.98,-47689.375,4876.73,3605000,41.5084,19.0372
722,722,4600.9,-48229.921875,4809.37,3610000,41.6403,19.5251
723,723,4633.14,-49910.70703125,4835.84,3615000,42.2629,19.6189
724,724,4859.91,-50322.1484375,4894.98,3620000,42.1343,20.0408
725,725,4835.75,-51197.3046875,4884.63,3625000,42.5566,20.4663
726,726,4840.27,-51510.31640625,4902.81,3630000,42.716,20.706
727,727,4778.47,-52067.109375,4844.99,3635000,42.2186,20.9451
728,728,4693.95,-51672.1484375,4776.64,3640000,42.6567,20.6109
729,729,4694.31,-51989.02734375,4790.36,3645000,42.2265,20.7122
730,730,4568.49,-53291.7265625,4810.92,3650000,42.5284,20.3447
731,731,4449.8,-53197.3203125,4810.64,3655000,43.0328,20.4918
732,732,3758.5,-54377.49609375,3553.2,3660000,43.1184,22.2266
733,733,830.04,-48570.03125,597.14,3665000,48.1183,68.4381
734,734,26.6,-49731.80859375,45.55,3670000,56.0742,76.5614
735,735,806.75,-51491.703125,849.47,3675000,51.9995,56.3661
736,736,921.29,-51046.87109375,917.5,3680000,55.1375,59.7555
737,737,938.71,-50770.34765625,918.99,3685000,55.1888,65.5816
738,738,611.16,-48728.15234375,807.21,3690000,45.2473,44.4346
739,739,4534.02,-51437.3828125,4761.2,3695000,42.1186,20.2436
740,740,4556.93,-53448.74609375,4831.86,3700000,42.4149,21.7692
741,741,4613.04,-53962.38671875,4465.75,3705000,42.5126,21.486
742,742,4770.14,-52186.3984375,4786.87,3710000,42.8099,21.2164
743,743,4782.45,-52818.3515625,4416.67,3715000,41.749,22.8175
744,744,4773.29,-53405.47265625,4840.38,3720000,41.4093,19.8631
745,745,4849.81,-52714.3359375,4922.3,3725000,41.1388,19.9499
746,746,3041.74,-51172.2421875,3647.92,3730000,41.8431,22.8785
747,747,4224.86,-53136.46484375,4796.17,3735000,42.1642,21.0671
748,748,4838.8,-53683.53515625,4473.63,3740000,42.2535,20.8778
749,749,4879.63,-54055.19921875,4926.34,3745000,42.7071,20.6917
750,750,4956.76,-54338.03515625,4992.79,3750000,43.3366,21.968
751,751,4872.63,-53119.1484375,4856.06,3755000,42.4144,21.166
752,752,4920.55,-55420.76171875,4951.75,3760000,42.1841,20.5302
753,753,4955.62,-54134.32421875,4909.74,3765000,42.4517,24.0865
754,754,4901.18,-53427.3984375,4921.7,3770000,41.5656,20.2904
755,755,4735.01,-54366.0859375,5009.06,3775000,41.4757,24.2319
756,756,4908.55,-53037.203125,5055.75,3780000,41.5617,20.368
757,757,4958.91,-52247.89453125,5004.34,3785000,41.4528,20.0603
758,758,4879.34,-53039.15625,4953.0,3790000,41.8102,20.2065
759,759,4862.08,-52650.3671875,4935.95,3795000,41.9442,20.5234
760,760,4942.01,-54209.68359375,4992.65,3800000,41.7752,21.3036
761,761,4836.43,-52971.2890625,4961.08,3805000,42.1731,19.6084
762,762,4944.53,-54408.125,4994.44,3810000,42.1822,20.7049
763,763,4927.08,-54818.85546875,4973.75,3815000,42.6138,23.3461
764,764,4744.2,-53961.109375,4967.09,3820000,42.2874,23.8921
765,765,4992.46,-54234.51171875,5013.6,3825000,41.9275,21.2529
766,766,4935.48,-52563.234375,4989.84,3830000,41.9958,19.393
767,767,5025.06,-55155.5234375,5071.95,3835000,42.6626,21.15
768,768,4570.99,-57596.18359375,5027.96,3840000,42.3843,21.357
769,769,4129.73,-55262.078125,4995.99,3845000,41.4727,20.0754
770,770,4821.15,-58947.94140625,5052.3,3850000,42.619,19.104
771,771,4951.1,-53711.39453125,5057.14,3855000,41.2091,20.1848
772,772,4992.48,-53901.2734375,4995.85,3860000,41.6111,20.6993
773,773,4996.0,-55792.44921875,5062.59,3865000,42.0975,21.675
774,774,4964.67,-54091.53515625,5036.96,3870000,41.759,20.4063
775,775,4970.64,-53298.921875,5025.16,3875000,41.4894,21.2563
776,776,4809.02,-53903.23046875,5065.04,3880000,41.47,20.9732
777,777,4731.25,-54236.86328125,4996.39,3885000,41.4013,19.8887
778,778,4918.45,-55164.87890625,5038.95,3890000,42.0673,20.6656
