Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
390,-37001.19921875,142.5166,18.9409,1950000,390,11910.71,11554.43
391,-36161.828125,142.5542,20.3026,1955000,391,12257.64,11821.02
392,-35495.875,141.9161,21.2151,1960000,392,12686.87,11875.68
393,-35153.4296875,141.7425,20.5183,1965000,393,12363.81,11697.34
394,-35095.0703125,141.3544,20.4919,1970000,394,12621.32,12172.71
395,-36219.26171875,142.5772,19.7313,1975000,395,12638.01,12236.9
396,-36162.29296875,142.5796,20.4203,1980000,396,12552.58,11720.88
397,-34663.5625,141.6576,21.2527,1985000,397,12746.67,11859.98
398,-35500.078125,142.2884,21.3719,1990000,398,12738.22,12237.96
399,-34942.4140625,140.9136,20.3568,1995000,399,12590.8,12248.71
400,-35846.03125,141.5942,20.6407,2000000,400,12527.38,12048.98
401,-34715.6484375,141.2132,21.1443,2005000,401,12756.78,12373.19
402,-34977.53125,140.1908,21.0639,2010000,402,12510.0,12287.34
403,-36475.33203125,141.4848,20.9772,2015000,403,12538.82,12195.12
404,-37459.36328125,141.6698,20.6959,2020000,404,12476.14,11488.11
405,-35712.25390625,140.772,21.5829,2025000,405,12464.54,12071.25
406,-36574.40234375,142.0316,21.2023,2030000,406,12518.96,12242.4
407,-37231.9453125,142.181,20.7142,2035000,407,12436.43,11978.54
408,-37077.9609375,140.2107,21.3389,2040000,408,12423.76,12116.86
409,-38442.296875,142.2743,20.9921,2045000,409,12115.94,11896.82
410,-37293.29296875,141.6379,21.2383,2050000,410,12435.96,12021.88
411,-37129.046875,140.3455,20.9702,2055000,411,12517.24,11868.33
412,-38026.00390625,142.4257,21.9175,2060000,412,12260.52,11943.21
413,-36549.5234375,141.5657,22.1744,2065000,413,12731.38,12209.47
414,-36448.84375,141.0598,20.4558,2070000,414,12194.47,11868.72
415,-38274.73046875,142.4685,20.9442,2075000,415,12297.93,11213.83
416,-37729.171875,141.2015,20.2818,2080000,416,12199.42,11755.69
417,-37296.640625,141.3555,19.8998,2085000,417,11906.01,11632.78
418,-38135.8046875,141.7319,20.1575,2090000,418,12013.02,11673.08
419,-39720.35546875,141.0229,19.4898,2095000,419,12139.74,11768.64
420,-39622.66796875,141.5682,20.3048,2100000,420,11747.13,11722.34
421,-39220.2734375,141.4748,21.0417,2105000,421,12242.46,11563.34
422,-39597.0625,141.5034,19.752,2110000,422,11754.37,11582.47
423,-36798.0859375,139.8395,19.965,2115000,423,12362.12,12043.75
424,-40138.6796875,142.4236,19.6829,2120000,424,11161.79,11034.0
425,-39687.328125,142.551,21.1053,2125000,425,12092.17,11652.71
426,-39235.265625,143.1935,20.868,2130000,426,12174.19,11760.51
427,-38092.1875,141.732,20.2015,2135000,427,12259.45,11913.93
428,-40020.625,142.6875,17.7433,2140000,428,11455.98,9844.22
429,-39492.234375,142.8684,19.9812,2145000,429,12217.42,11723.55
430,-38955.98828125,142.3108,18.3841,2150000,430,12005.71,11002.19
431,-38655.734375,142.4259,20.1586,2155000,431,11481.51,11320.54
432,-38205.40234375,142.3409,21.2822,2160000,432,12339.4,12027.27
433,-38262.97265625,142.6983,20.1042,2165000,433,12159.81,11712.07
434,-38308.40625,141.6,20.706,2170000,434,11153.04,11734.51
435,-38005.6796875,142.6022,20.444,2175000,435,12075.17,11760.41
436,-36385.90625,141.6175,20.0892,2180000,436,12471.83,12074.96
437,-37174.375,140.0233,19.1859,2185000,437,11427.88,10898.93
438,-39321.05078125,141.7671,19.9848,2190000,438,11679.2,11287.92
439,-38025.3671875,141.0295,20.643,2195000,439,12308.64,11657.87
440,-36134.1484375,140.4587,21.1173,2200000,440,12569.4,12298.73
441,-40330.46484375,142.3083,20.5919,2205000,441,12120.97,11691.31
442,-39021.18359375,142.854,17.3531,2210000,442,10866.31,10134.92
443,-38172.49609375,140.9932,19.5716,2215000,443,12240.83,11508.37
444,-38940.52734375,141.8789,20.1633,2220000,444,12110.98,11704.21
445,-38024.5,140.9603,19.68,2225000,445,12119.13,11965.39
446,-39129.06640625,141.8751,21.1302,2230000,446,12242.49,11881.79
447,-39134.015625,142.0478,19.9792,2235000,447,11807.39,11773.28
448,-38117.3515625,140.6954,20.3591,2240000,448,12325.48,11825.41
449,-38544.30078125,140.4565,20.8063,2245000,449,12489.55,12080.96
450,-39954.3046875,142.5899,20.0654,2250000,450,12093.91,11703.62
451,-39623.875,143.3582,19.2617,2255000,451,11011.41,10914.91
452,-39087.453125,142.1479,20.9018,2260000,452,12173.57,11289.88
453,-40396.1484375,140.8543,18.7237,2265000,453,11192.42,11552.55
454,-38773.9453125,139.8591,20.4008,2270000,454,11903.55,11642.36
455,-40378.3984375,143.0809,20.6306,2275000,455,12177.1,11611.92
456,-40371.7265625,143.3663,20.2392,2280000,456,10988.03,10781.32
457,-40128.81640625,141.6414,19.9395,2285000,457,11618.9,11397.82
458,-39933.9296875,140.8416,21.3182,2290000,458,12464.83,12079.29
459,-40907.66015625,142.0157,21.2476,2295000,459,12611.5,11893.78
460,-39707.56640625,141.6197,21.7546,2300000,460,12149.95,12191.68
461,-40040.609375,141.8743,21.8526,2305000,461,12454.63,12147.53
462,-41272.86328125,141.6088,20.898,2310000,462,12469.08,11520.26
463,-39315.078125,141.623,21.2676,2315000,463,12056.01,11825.52
464,-39967.21875,142.2581,20.1878,2320000,464,12101.87,10788.57
465,-40873.32421875,142.8905,21.0021,2325000,465,11636.26,11694.01
466,-40924.83984375,143.1416,21.0237,2330000,466,12050.93,11750.22
467,-39121.703125,140.4783,21.4229,2335000,467,12287.78,12219.21
468,-39932.1640625,142.086,20.4864,2340000,468,11977.2,11572.37
469,-40691.94921875,142.1442,20.9994,2345000,469,12125.86,11852.32
470,-39176.98828125,140.9915,20.9823,2350000,470,12460.1,11995.25
471,-38516.96484375,140.407,21.1996,2355000,471,12227.84,12037.95
472,-39220.65234375,141.7344,20.56,2360000,472,12365.87,11860.67
473,-38879.69140625,141.8397,20.6964,2365000,473,12677.37,12190.01
474,-38671.5703125,141.8464,21.3245,2370000,474,12533.62,12163.33
475,-37544.88671875,139.9343,21.1374,2375000,475,12500.35,12254.71
476,-38543.1484375,142.0053,20.469,2380000,476,12578.96,12249.47
477,-39739.921875,141.1636,20.7184,2385000,477,12655.01,11792.94
478,-39567.3203125,141.4145,20.7223,2390000,478,12600.64,12079.25
479,-40077.8125,141.5638,18.8367,2395000,479,9923.26,11324.24
480,-39958.8671875,140.3186,21.7657,2400000,480,12476.11,12163.04
481,-39688.0,141.4391,21.0394,2405000,481,12336.47,12150.08
482,-39094.41015625,141.5721,20.8557,2410000,482,12436.74,12060.12
483,-39519.8125,140.2081,20.1567,2415000,483,11832.38,11828.85
484,-38933.9453125,141.5585,20.8848,2420000,484,12054.05,11900.09
485,-34828.875,140.8525,19.4887,2425000,485,12202.3,11958.98
486,-41081.671875,142.2892,20.4501,2430000,486,12242.09,11768.24
487,-39138.3515625,140.1722,20.0833,2435000,487,12443.05,11501.8
488,-40666.62890625,141.4703,19.4161,2440000,488,11209.27,11631.3
489,-40866.8671875,140.9423,20.4543,2445000,489,12386.93,12076.3
490,-40509.6328125,141.3239,22.2322,2450000,490,12765.48,12548.32
491,-41085.046875,141.4603,20.1084,2455000,491,12524.02,12305.67
492,-41681.296875,142.8571,21.7815,2460000,492,11915.57,11886.88
493,-38940.11328125,141.5097,22.2002,2465000,493,12622.25,12375.7
494,-39881.33203125,140.6412,20.9229,2470000,494,12570.54,12267.17
495,-40892.6015625,140.4505,21.5767,2475000,495,12674.44,12340.45
496,-39973.05859375,141.9551,19.602,2480000,496,12499.72,12159.27
497,-41219.7890625,141.7515,21.3724,2485000,497,12310.89,12038.91
498,-42319.26953125,142.151,21.3592,2490000,498,12368.17,12043.93
499,-41431.74609375,141.9346,20.7315,2495000,499,12442.41,12155.32
500,-41384.12109375,141.4285,20.8757,2500000,500,12389.05,12147.82
501,-42665.0234375,142.4132,21.2071,2505000,501,12301.29,11924.79
502,-41553.02734375,141.3085,20.4818,2510000,502,12514.82,12231.65
503,-42074.4375,141.9562,21.7175,2515000,503,12631.31,12326.61
504,-41401.87109375,142.5584,20.7206,2520000,504,12711.91,12230.28
505,-41882.8515625,140.7974,21.1694,2525000,505,12447.01,12197.8
506,-42048.22265625,142.678,21.6419,2530000,506,12304.97,12038.3
507,-40686.54296875,141.4327,19.9893,2535000,507,12042.73,11920.59
508,-42901.17578125,140.726,20.7359,2540000,508,12539.45,11743.47
509,-42808.55859375,141.2605,21.3366,2545000,509,12625.94,12231.99
510,-43015.1328125,142.4759,20.9591,2550000,510,12447.41,12213.57
511,-43368.6640625,142.086,20.2582,2555000,511,12565.77,12115.51
512,-41733.76171875,141.4328,20.3289,2560000,512,12403.98,12165.34
513,-41795.1796875,140.9845,20.694,2565000,513,12431.01,12172.98
514,-42161.515625,141.556,20.259,2570000,514,12368.46,11833.09
515,-42856.03515625,142.2798,21.2779,2575000,515,12691.7,12185.24
516,-42563.09765625,142.2349,21.0123,2580000,516,12542.58,10977.73
517,-44423.70703125,141.1732,20.2341,2585000,517,11947.28,11570.91
518,-43785.53515625,141.5661,19.8702,2590000,518,12112.78,11039.3
519,-44029.765625,141.4883,18.0879,2595000,519,12311.44,11781.24
520,-44423.9140625,141.6519,20.1577,2600000,520,12332.94,11672.15
521,-43925.23046875,143.1402,19.6814,2605000,521,12281.71,11625.73
522,-42934.41015625,141.0209,18.7088,2610000,522,12205.09,11857.69
523,-44253.56640625,142.2261,20.1131,2615000,523,12503.22,12265.85
524,-42427.265625,141.6512,19.7989,2620000,524,12532.77,12214.49
525,-43044.9140625,140.1455,21.2996,2625000,525,12334.38,12114.79
526,-43794.50390625,141.7015,21.1269,2630000,526,12467.54,12145.02
527,-44201.14453125,141.8445,20.6495,2635000,527,12171.78,11944.71
528,-45000.87890625,141.9854,20.3486,2640000,528,12272.04,11985.24
529,-43852.16015625,140.1881,20.4649,2645000,529,12185.08,11344.26
530,-45309.95703125,142.3704,20.1486,2650000,530,12154.45,11381.94
531,-43949.66796875,142.0363,21.433,2655000,531,12417.53,12195.77
532,-43680.0390625,141.1431,21.125,2660000,532,12747.34,12340.79
533,-44003.79296875,140.6352,21.0061,2665000,533,12301.01,12047.57
534,-44395.98046875,141.0736,20.257,2670000,534,12314.61,11521.26
535,-44077.609375,140.6926,21.2424,2675000,535,12601.51,12263.22
536,-42980.89453125,140.5739,20.4446,2680000,536,12475.29,12215.26
537,-43031.5,141.7501,20.9653,2685000,537,12482.65,12144.1
538,-44364.171875,141.7531,20.872,2690000,538,12225.22,12188.57
539,-43779.55078125,141.5732,20.7478,2695000,539,12534.17,12233.06
540,-44131.64453125,140.4195,19.6599,2700000,540,12822.68,12298.2
541,-44126.37109375,141.1182,20.2637,2705000,541,12500.08,12194.0
542,-44303.84375,141.3144,21.1588,2710000,542,12640.95,12348.33
543,-44174.51171875,140.3015,20.6842,2715000,543,12467.68,12179.74
544,-43949.296875,142.2485,21.6795,2720000,544,12610.8,12376.39
545,-44421.42578125,141.9539,20.5545,2725000,545,12701.85,12126.48
546,-44263.4453125,142.0832,20.8058,2730000,546,12783.19,11601.81
547,-45600.28515625,141.7897,17.2862,2735000,547,12162.28,11876.67
548,-45410.32421875,140.0832,19.8362,2740000,548,12602.09,12202.44
549,-43846.703125,141.8476,22.326,2745000,549,12552.15,12309.52
550,-47293.07421875,142.5884,21.3239,2750000,550,12566.85,11993.83
551,-44619.34765625,141.5661,20.6851,2755000,551,12533.51,12077.64
552,-45045.0546875,140.993,21.7445,2760000,552,12699.76,12282.26
553,-44885.15234375,141.3511,21.124,2765000,553,12575.17,12224.87
554,-44948.90234375,141.885,21.608,2770000,554,12610.12,12245.29
555,-46145.24609375,141.9965,20.9575,2775000,555,12709.76,11865.96
556,-45538.6953125,141.5681,18.4187,2780000,556,12514.43,12206.44
557,-45392.4765625,141.3429,20.3809,2785000,557,12767.8,12418.79
558,-46256.8828125,141.2711,22.0673,2790000,558,12821.01,12556.61
559,-47550.7109375,142.5119,20.5806,2795000,559,12379.04,11372.56
560,-48877.6953125,143.6993,18.748,2800000,560,12068.81,10819.92
561,-47255.84765625,143.0121,20.5016,2805000,561,12703.62,11646.43
562,-47850.60546875,142.4018,17.881,2810000,562,12383.93,11508.87
563,-46717.20703125,141.6881,21.0458,2815000,563,12554.86,11788.29
564,-46653.75390625,141.4348,21.9234,2820000,564,12704.0,12199.45
565,-47527.3125,141.6034,20.7472,2825000,565,12459.97,11928.07
566,-47477.40234375,142.3706,20.6144,2830000,566,12129.96,12134.21
567,-48718.1171875,142.2813,21.3971,2835000,567,12486.79,11850.33
568,-48749.12109375,140.8899,19.7441,2840000,568,12622.98,12174.07
569,-44739.72265625,140.5779,21.185,2845000,569,12308.56,11302.56
570,-46347.53515625,141.4412,20.7923,2850000,570,12726.23,11740.39
571,-46760.98046875,141.5955,20.0389,2855000,571,12349.58,11512.3
572,-46389.5390625,141.7501,18.6279,2860000,572,11770.77,11666.92
573,-47032.671875,142.1923,19.2983,2865000,573,12437.38,12290.65
574,-45649.6953125,141.2261,20.0606,2870000,574,12555.8,12115.08
575,-47118.50390625,141.7542,21.4943,2875000,575,12748.51,12415.55
576,-43949.5078125,140.3695,20.1231,2880000,576,12413.43,12093.77
577,-47878.9609375,141.5261,20.67,2885000,577,12641.94,12280.83
578,-46922.453125,141.0647,21.3182,2890000,578,12633.66,12241.59
579,-48410.05859375,141.1533,20.6058,2895000,579,12451.83,12094.87
580,-47870.3203125,141.9963,21.1126,2900000,580,12747.76,12288.44
581,-45754.72265625,141.6056,21.6812,2905000,581,12689.78,12394.22
582,-46034.0859375,142.3697,21.5736,2910000,582,11896.93,12421.75
583,-48358.60546875,141.8147,19.4847,2915000,583,12418.77,12433.54
584,-49171.47265625,142.5213,21.7944,2920000,584,12743.52,12499.85
585,-47652.21484375,140.7124,22.3186,2925000,585,12670.81,12492.16
586,-48424.7265625,142.1628,22.2076,2930000,586,12800.61,12077.58
587,-48485.18359375,141.7076,21.7971,2935000,587,12393.91,12428.87
588,-48886.3671875,140.8489,21.0432,2940000,588,11895.81,12467.56
589,-48825.93359375,142.7611,20.4485,2945000,589,12250.84,12216.81
590,-48499.453125,141.6619,19.4534,2950000,590,12543.43,12268.61
591,-48945.7265625,141.8665,17.7469,2955000,591,12610.39,12219.29
592,-49472.8203125,142.3907,20.0037,2960000,592,12822.73,11501.14
593,-48625.18359375,142.0673,21.7802,2965000,593,12118.83,12091.66
594,-47309.80859375,141.1366,20.2451,2970000,594,12870.77,12551.88
595,-49110.87890625,142.843,22.666,2975000,595,12529.7,12364.29
596,-47729.40234375,142.463,22.2409,2980000,596,12808.31,12491.79
597,-49926.4609375,143.3731,22.7702,2985000,597,12731.19,11669.43
598,-49086.69140625,141.9813,21.4034,2990000,598,12880.7,11930.87
599,-47300.69140625,141.2328,20.6391,2995000,599,12440.56,11548.83
